Date,Adj Close_IPCALAB.NS,Close_IPCALAB.NS,High_IPCALAB.NS,Low_IPCALAB.NS,Open_IPCALAB.NS,Volume_IPCALAB.NS,Date
2021-08-23,1213.8519287109375,1229.949951171875,1294.9000244140625,1220.125,1263.5,2404762,2021-08-23
2021-08-30,1251.57666015625,1268.175048828125,1332.1500244140625,1215.5,1230.0999755859375,3473736,2021-08-30
2021-09-06,1245.0628662109375,1261.574951171875,1278.0,1224.0250244140625,1278.0,1157288,2021-09-06
2021-09-13,1230.3826904296875,1246.699951171875,1383.0999755859375,1236.0250244140625,1267.5,4104524,2021-09-13
2021-09-20,1184.7626953125,1200.4749755859375,1258.925048828125,1158.625,1240.0250244140625,1819182,2021-09-20
2021-09-27,1195.9395751953125,1211.800048828125,1218.4749755859375,1161.6500244140625,1204.949951171875,1725200,2021-09-27
2021-10-04,1152.0711669921875,1167.3499755859375,1226.5,1128.5999755859375,1220.0,2650012,2021-10-04
2021-10-11,1195.2486572265625,1211.0999755859375,1222.574951171875,1147.0250244140625,1169.0,1392606,2021-10-11
2021-10-18,1125.0052490234375,1139.925048828125,1228.3499755859375,1082.25,1215.0,2605646,2021-10-18
2021-10-25,1057.1796875,1071.199951171875,1142.5,1041.0,1139.925048828125,2247460,2021-10-25
2021-11-01,1052.9359130859375,1066.9000244140625,1095.0,1047.1500244140625,1087.0999755859375,1201122,2021-11-01
2021-11-08,1094.9537353515625,1109.4749755859375,1117.0,1033.675048828125,1072.5,3545666,2021-11-08
2021-11-15,1024.9818115234375,1038.574951171875,1128.5,1022.5250244140625,1100.0,5182732,2021-11-15
2021-11-22,994.8809814453125,1008.0750122070312,1070.2249755859375,997.9000244140625,1047.824951171875,8197986,2021-11-22
2021-11-29,1010.0712890625,1019.5250244140625,1078.5,982.5,1002.5,25875446,2021-11-29
2021-12-06,1019.1858520507812,1028.7249755859375,1042.5999755859375,997.5,1019.5,7779736,2021-12-06
2021-12-13,986.9378051757812,996.1749877929688,1028.574951171875,965.0250244140625,1024.5,4682872,2021-12-13
2021-12-20,1002.1454467773438,1011.5250244140625,1032.5,962.5250244140625,987.5,2342092,2021-12-20
2021-12-27,1073.35400390625,1083.4000244140625,1099.7249755859375,991.0,1013.9749755859375,3325692,2021-12-27
2022-01-03,1089.700927734375,1099.9000244140625,1111.0,1060.625,1085.0,2577374,2022-01-03
2022-01-10,1052.4991455078125,1062.3499755859375,1128.5,1028.4000244140625,1123.949951171875,2801324,2022-01-10
2022-01-17,1044.920166015625,1054.699951171875,1082.5999755859375,1030.0,1065.0,2018877,2022-01-17
2022-01-24,1003.4086303710938,1012.7999877929688,1059.8499755859375,990.0,1055.0,1710697,2022-01-24
2022-01-31,1027.0374755859375,1036.6500244140625,1067.6500244140625,1008.6500244140625,1020.0999755859375,747915,2022-01-31
2022-02-07,984.5352783203125,993.75,1054.0,975.9500122070312,1039.699951171875,900160,2022-02-07
2022-02-14,970.7640991210938,979.8499755859375,1002.0499877929688,940.0,990.0,4209790,2022-02-14
2022-02-21,960.8568725585938,969.8499755859375,983.0,925.2000122070312,972.0,2000324,2022-02-21
2022-02-28,945.8969116210938,954.75,998.2999877929688,939.4000244140625,970.0,1336103,2022-02-28
2022-03-07,1009.4024658203125,1018.8499755859375,1024.9000244140625,929.25,945.0,1862173,2022-03-07
2022-03-14,1024.1148681640625,1033.699951171875,1042.0,969.0499877929688,1025.0,2286547,2022-03-14
2022-03-21,983.6436157226562,992.8499755859375,1042.5,985.2999877929688,1035.0,1264724,2022-03-21
2022-03-28,1017.873291015625,1027.4000244140625,1095.0,992.0,1002.0,3470112,2022-03-28
2022-04-04,1018.1209716796875,1027.6500244140625,1064.0,996.0,1027.4000244140625,2103756,2022-04-04
2022-04-11,1033.4771728515625,1043.1500244140625,1052.199951171875,1022.4000244140625,1027.6500244140625,1219796,2022-04-11
2022-04-18,1017.9227905273438,1027.449951171875,1053.5,1008.0,1042.0,1729750,2022-04-18
2022-04-25,1002.3682861328125,1011.75,1034.5,981.0,1018.5499877929688,1202691,2022-04-25
2022-05-02,984.0399169921875,993.25,1037.449951171875,980.0,1007.0,837256,2022-05-02
2022-05-09,966.405029296875,975.4500122070312,1008.0,950.0,991.8499755859375,1119345,2022-05-09
2022-05-16,977.3525390625,986.5,997.0999755859375,962.1500244140625,980.5999755859375,749937,2022-05-16
2022-05-23,892.7939453125,901.1500244140625,1006.5999755859375,898.7000122070312,989.9000244140625,4400943,2022-05-23
2022-05-30,853.164794921875,861.1500244140625,924.0999755859375,856.7999877929688,903.0,2297364,2022-05-30
2022-06-06,850.8366088867188,858.7999877929688,875.5,850.0,850.0,790623,2022-06-06
2022-06-13,858.1680297851562,866.2000122070312,884.3499755859375,831.0499877929688,849.1500244140625,1193283,2022-06-13
2022-06-20,881.4500732421875,889.7000122070312,905.0,852.4500122070312,868.0,1461265,2022-06-20
2022-06-27,904.4349365234375,912.9000244140625,918.0,881.0999755859375,894.0,1515348,2022-06-27
2022-07-04,967.8909912109375,976.9500122070312,991.0,907.0,912.9000244140625,1084035,2022-07-04
2022-07-11,980.3742065429688,989.5499877929688,1010.0,965.0,979.9000244140625,1373905,2022-07-11
2022-07-18,978.0955200195312,987.25,1024.5,981.25,994.4500122070312,1329421,2022-07-18
2022-07-25,990.9749755859375,1000.25,1009.8499755859375,948.5,981.25,1628457,2022-07-25
2022-08-01,1003.0618896484375,1012.4500122070312,1034.300048828125,968.25,1004.9000244140625,1461539,2022-08-01
2022-08-08,919.4444580078125,928.0499877929688,1022.5999755859375,918.4000244140625,1019.0,4800780,2022-08-08
2022-08-15,911.3204345703125,919.8499755859375,934.0,905.0499877929688,928.0499877929688,1794340,2022-08-15
2022-08-22,901.4627685546875,909.9000244140625,928.5499877929688,900.0999755859375,905.0,1166776,2022-08-22
2022-08-29,881.5986328125,889.8499755859375,911.6500244140625,886.5,903.0,1121532,2022-08-29
2022-09-05,864.1124267578125,872.2000122070312,901.4500122070312,865.5499877929688,889.8499755859375,1656222,2022-09-05
2022-09-12,853.1152954101562,861.0999755859375,901.5999755859375,855.0,876.9000244140625,1557159,2022-09-12
2022-09-19,865.84619140625,873.9500122070312,884.2999877929688,852.75,861.0,877847,2022-09-19
2022-09-26,906.5154418945312,915.0,917.7000122070312,867.8499755859375,871.0499877929688,1936631,2022-09-26
2022-10-03,910.4288330078125,918.9500122070312,945.0,905.9000244140625,915.75,1132655,2022-10-03
2022-10-10,881.2024536132812,889.4500122070312,918.5499877929688,885.0999755859375,915.0,635695,2022-10-10
2022-10-17,895.4688720703125,903.8499755859375,913.7000122070312,881.0,885.5,740541,2022-10-17
2022-10-24,892.8434448242188,901.2000122070312,940.0,891.0499877929688,906.0,708255,2022-10-24
2022-10-31,896.5586547851562,904.9500122070312,951.2999877929688,893.5499877929688,904.75,1755606,2022-10-31
2022-11-07,859.5054931640625,867.5499877929688,910.5,835.2999877929688,905.25,1653082,2022-11-07
2022-11-14,856.8305053710938,864.8499755859375,880.7000122070312,851.2999877929688,862.0,1186898,2022-11-14
2022-11-21,860.9915161132812,869.0499877929688,881.9500122070312,843.25,865.2000122070312,1672781,2022-11-21
2022-11-28,864.4776611328125,868.5499877929688,880.0,857.5,873.5499877929688,1375572,2022-11-28
2022-12-05,854.9724731445312,859.0,871.5999755859375,848.6500244140625,871.5999755859375,926821,2022-12-05
2022-12-12,850.3442993164062,854.3499755859375,874.4000244140625,844.25,862.75,906559,2022-12-12
2022-12-19,860.29736328125,864.3499755859375,904.3499755859375,846.9000244140625,854.3499755859375,2201703,2022-12-19
2022-12-26,839.1470336914062,843.0999755859375,869.4500122070312,840.0499877929688,868.9000244140625,1188176,2022-12-26
2023-01-02,850.39404296875,854.4000244140625,863.9500122070312,830.0,841.0,1031824,2023-01-02
2023-01-09,866.6175537109375,870.7000122070312,878.6500244140625,853.0,859.0,1160535,2023-01-09
2023-01-16,858.057861328125,862.0999755859375,883.6500244140625,848.0,872.2000122070312,761814,2023-01-16
2023-01-23,847.5076293945312,851.5,876.0,844.0,859.0,576364,2023-01-23
2023-01-30,851.7874755859375,855.7999877929688,870.0,843.8499755859375,857.2999877929688,1132138,2023-01-30
2023-02-06,870.499267578125,874.5999755859375,889.9500122070312,850.0499877929688,855.25,1004261,2023-02-06
2023-02-13,827.0042724609375,830.9000244140625,876.0,815.0,876.0,3002002,2023-02-13
2023-02-20,801.6735229492188,805.4500122070312,844.0,800.0,825.9500122070312,2380966,2023-02-20
2023-02-27,797.244384765625,801.0,818.0999755859375,798.0,806.0,1162624,2023-02-27
2023-03-06,794.9054565429688,798.6500244140625,803.5999755859375,790.0499877929688,801.9500122070312,1050113,2023-03-06
2023-03-13,779.2293090820312,782.9000244140625,800.0,767.5,798.6500244140625,1545480,2023-03-13
2023-03-20,777.7860717773438,781.4500122070312,792.0,772.2999877929688,792.0,589612,2023-03-20
2023-03-27,806.550537109375,810.3499755859375,817.0,778.7999877929688,781.4500122070312,1603850,2023-03-27
2023-04-03,826.506591796875,830.4000244140625,839.7000122070312,802.25,810.3499755859375,957862,2023-04-03
2023-04-10,816.0557861328125,819.9000244140625,845.9500122070312,815.0,830.2999877929688,1377134,2023-04-10
2023-04-17,836.70849609375,840.6500244140625,846.9500122070312,806.5999755859375,819.5,3107894,2023-04-17
2023-04-24,706.8204345703125,710.1500244140625,854.5499877929688,686.7999877929688,841.4500122070312,19048508,2023-04-24
2023-05-01,701.3959350585938,704.7000122070312,717.1500244140625,701.3499755859375,710.1500244140625,1534046,2023-05-01
2023-05-08,692.1395263671875,695.4000244140625,711.6500244140625,692.5,711.1500244140625,3045360,2023-05-08
2023-05-15,671.8351440429688,675.0,700.9500122070312,670.5999755859375,696.0499877929688,2008714,2023-05-15
2023-05-22,681.2409057617188,684.4500122070312,690.9500122070312,669.7999877929688,674.5,1526525,2023-05-22
2023-05-29,710.8513793945312,714.2000122070312,717.0,675.4500122070312,686.4500122070312,3558701,2023-05-29
2023-06-05,724.5369873046875,727.9500122070312,760.9500122070312,700.1500244140625,704.6500244140625,4311541,2023-06-05
2023-06-12,731.9021606445312,735.3499755859375,748.2000122070312,710.0,730.0,5580459,2023-06-12
2023-06-19,723.7904663085938,727.2000122070312,742.8499755859375,723.0499877929688,735.5499877929688,2388061,2023-06-19
2023-06-26,739.3670043945312,742.8499755859375,754.2000122070312,691.2000122070312,700.0999755859375,4532792,2023-06-26
2023-07-03,755.7399291992188,759.2999877929688,765.9000244140625,737.5,741.0,1767304,2023-07-03
2023-07-10,771.3165283203125,774.9500122070312,778.4000244140625,748.9500122070312,763.0499877929688,1527918,2023-07-10
2023-07-17,790.9242553710938,794.6500244140625,806.25,775.0499877929688,778.7999877929688,2020926,2023-07-17
2023-07-24,853.2306518554688,857.25,865.7999877929688,786.2999877929688,791.9000244140625,2750251,2023-07-24
2023-07-31,904.0413208007812,908.2999877929688,921.9000244140625,857.5999755859375,857.5999755859375,5680296,2023-07-31
2023-08-07,902.797119140625,907.0499877929688,943.0499877929688,885.2999877929688,908.7999877929688,6371648,2023-08-07
2023-08-14,873.634521484375,877.75,912.7000122070312,847.2999877929688,903.0499877929688,2874918,2023-08-14
2023-08-21,879.8054809570312,883.9500122070312,918.75,875.0499877929688,882.4000244140625,3186062,2023-08-21
2023-08-28,862.7359008789062,866.7999877929688,905.0,863.0499877929688,894.25,2312998,2023-08-28
2023-09-04,898.6168212890625,902.8499755859375,909.4000244140625,856.7999877929688,869.9000244140625,1550924,2023-09-04
2023-09-11,926.3860473632812,930.75,939.0,886.0499877929688,902.0,2896951,2023-09-11
2023-09-18,890.0571899414062,894.25,955.0,878.0,938.4000244140625,2327549,2023-09-18
2023-09-25,931.2630615234375,935.6500244140625,948.0,885.6500244140625,895.0,2854815,2023-09-25
2023-10-02,929.5213623046875,933.9000244140625,946.4500122070312,917.0,935.6500244140625,1274825,2023-10-02
2023-10-09,954.6528930664062,959.1500244140625,963.0,925.25,930.9500122070312,2358941,2023-10-09
2023-10-16,931.511962890625,935.9000244140625,981.2999877929688,933.0999755859375,960.0,2091642,2023-10-16
2023-10-23,978.3910522460938,983.0,1009.0,958.0499877929688,980.0,7851197,2023-10-23
2023-10-30,965.2529296875,969.7999877929688,999.7000122070312,966.4000244140625,978.0499877929688,1052574,2023-10-30
2023-11-06,1045.8233642578125,1050.75,1062.5,971.0,979.0,3282887,2023-11-06
2023-11-13,1075.9814453125,1081.050048828125,1092.0,1025.550048828125,1033.0,1143254,2023-11-13
2023-11-20,1086.6810302734375,1091.800048828125,1102.050048828125,1045.550048828125,1081.050048828125,1413700,2023-11-20
2023-11-27,1146.4425048828125,1149.699951171875,1153.0,1091.800048828125,1091.800048828125,1576161,2023-11-27
2023-12-04,1116.1287841796875,1119.300048828125,1161.8499755859375,1108.199951171875,1155.0,1262781,2023-12-04
2023-12-11,1111.192626953125,1114.3499755859375,1125.699951171875,1083.0999755859375,1119.9000244140625,1302969,2023-12-11
2023-12-18,1059.63916015625,1062.6500244140625,1134.0,1041.0,1119.0,1887900,2023-12-18
2023-12-25,1109.9962158203125,1113.1500244140625,1116.0999755859375,1053.75,1062.6500244140625,2405215,2023-12-25
2024-01-01,1110.245361328125,1113.4000244140625,1142.9000244140625,1092.1500244140625,1104.300048828125,1160004,2024-01-01
2024-01-08,1132.13330078125,1135.3499755859375,1156.0,1080.1500244140625,1120.0,1493717,2024-01-08
2024-01-15,1096.83349609375,1099.949951171875,1147.550048828125,1062.4000244140625,1138.75,1435320,2024-01-15
2024-01-22,1112.28955078125,1115.449951171875,1120.8499755859375,1061.050048828125,1099.949951171875,1784482,2024-01-22
2024-01-29,1105.608642578125,1108.75,1141.0,1097.4000244140625,1116.25,1343620,2024-01-29
2024-02-05,1192.21240234375,1195.5999755859375,1263.949951171875,1103.199951171875,1110.0,4814044,2024-02-05
2024-02-12,1237.9326171875,1241.449951171875,1247.550048828125,1134.050048828125,1198.9000244140625,4828905,2024-02-12
2024-02-19,1214.2498779296875,1217.699951171875,1260.550048828125,1208.199951171875,1248.050048828125,1033364,2024-02-19
2024-02-26,1189.6697998046875,1193.050048828125,1224.699951171875,1168.550048828125,1217.699951171875,1252866,2024-02-26
2024-03-04,1184.1854248046875,1187.550048828125,1220.0,1168.449951171875,1202.050048828125,752895,2024-03-04
2024-03-11,1162.2974853515625,1165.5999755859375,1217.0,1122.25,1194.9000244140625,2246757,2024-03-11
2024-03-18,1192.661376953125,1196.050048828125,1209.1500244140625,1129.1500244140625,1168.550048828125,1745787,2024-03-18
2024-03-25,1233.8941650390625,1237.4000244140625,1245.0,1185.0,1196.050048828125,1536378,2024-03-25
2024-04-01,1310.8255615234375,1314.550048828125,1321.5999755859375,1215.8499755859375,1241.0,6834382,2024-04-01
2024-04-08,1335.2061767578125,1339.0,1348.0999755859375,1285.0,1319.9000244140625,3687181,2024-04-08
2024-04-15,1334.1591796875,1337.949951171875,1374.5999755859375,1306.6500244140625,1322.0,2392021,2024-04-15
2024-04-22,1334.7076416015625,1338.5,1356.300048828125,1310.550048828125,1337.949951171875,1500881,2024-04-22
2024-04-29,1333.909912109375,1337.699951171875,1363.0,1324.050048828125,1345.4000244140625,1312302,2024-04-29
2024-05-06,1309.22998046875,1312.949951171875,1351.9000244140625,1250.0,1332.25,1521116,2024-05-06
2024-05-13,1306.0390625,1309.75,1334.699951171875,1266.5,1301.0,1116769,2024-05-13
2024-05-20,1294.0731201171875,1297.75,1327.9000244140625,1283.6500244140625,1301.699951171875,983342,2024-05-20
2024-05-27,1148.8856201171875,1152.1500244140625,1354.5,1146.5999755859375,1302.050048828125,5647374,2024-05-27
2024-06-03,1166.3858642578125,1169.699951171875,1186.5,1073.5999755859375,1174.4000244140625,3297007,2024-06-03
2024-06-10,1178.0028076171875,1181.3499755859375,1213.699951171875,1164.0999755859375,1169.699951171875,2986854,2024-06-10
2024-06-17,1133.1802978515625,1136.4000244140625,1187.9000244140625,1124.050048828125,1181.3499755859375,2255538,2024-06-17
2024-06-24,1126.499267578125,1129.699951171875,1142.0,1052.0,1137.4000244140625,4377304,2024-06-24
2024-07-01,1189.37060546875,1192.75,1198.800048828125,1113.300048828125,1137.9000244140625,4117500,2024-07-01
2024-07-08,1220.0833740234375,1223.550048828125,1232.0,1180.550048828125,1192.75,1939910,2024-07-08
2024-07-15,1190.4176025390625,1193.800048828125,1239.8499755859375,1190.0,1230.0,996977,2024-07-15
2024-07-22,1281.658447265625,1285.300048828125,1296.0,1181.0,1182.9000244140625,1970833,2024-07-22
2024-07-29,1296.615966796875,1300.300048828125,1322.8499755859375,1280.050048828125,1292.1500244140625,1944636,2024-07-29
2024-08-05,1361.78076171875,1365.6500244140625,1393.0,1276.050048828125,1289.75,3363383,2024-08-05
2024-08-12,1336.2413330078125,1337.949951171875,1413.699951171875,1314.0999755859375,1365.6500244140625,3359171,2024-08-12
2024-08-19,1384.9791259765625,1386.75,1430.050048828125,1338.050048828125,1338.050048828125,2473106,2024-08-19
2024-08-26,1382.8818359375,1384.6500244140625,1410.0,1356.050048828125,1395.800048828125,1751921,2024-08-26
2024-09-02,1421.0828857421875,1422.9000244140625,1460.0,1375.0,1394.0,3052982,2024-09-02
2024-09-09,1472.2674560546875,1474.1500244140625,1479.9000244140625,1388.800048828125,1422.9000244140625,1333726,2024-09-09
2024-09-16,1432.8179931640625,1434.6500244140625,1477.949951171875,1425.050048828125,1475.199951171875,1533098,2024-09-16
2024-09-23,1476.21240234375,1478.0999755859375,1519.8499755859375,1431.949951171875,1435.0,2727332,2024-09-23
2024-09-30,1489.4954833984375,1491.4000244140625,1512.0,1453.0999755859375,1455.0,1023606,2024-09-30
2024-10-07,1652.9365234375,1655.050048828125,1659.0999755859375,1464.0999755859375,1504.800048828125,4179182,2024-10-07
2024-10-14,1647.7430419921875,1649.8499755859375,1708.6500244140625,1628.8499755859375,1660.1500244140625,2971527,2024-10-14
2024-10-21,1580.82861328125,1582.8499755859375,1667.1500244140625,1543.75,1646.0,1533562,2024-10-21
2024-10-28,1605.047607421875,1607.0999755859375,1618.050048828125,1544.9000244140625,1585.699951171875,1086400,2024-10-28
2024-11-04,1556.6595458984375,1558.6500244140625,1610.199951171875,1548.8499755859375,1610.199951171875,995490,2024-11-04
2024-11-11,1534.5877685546875,1536.550048828125,1610.0,1489.25,1558.0,2749062,2024-11-11
2024-11-18,1589.3177490234375,1591.3499755859375,1606.699951171875,1507.25,1544.0999755859375,1161189,2024-11-18
2024-11-25,1540.5802001953125,1542.550048828125,1621.800048828125,1503.550048828125,1600.550048828125,1929867,2024-11-25
2024-12-02,1538.199951171875,1538.199951171875,1559.75,1470.5,1543.0,2202861,2024-12-02
2024-12-09,1534.050048828125,1534.050048828125,1571.8499755859375,1503.550048828125,1527.5,1531940,2024-12-09
2024-12-16,1582.5,1582.5,1616.4000244140625,1478.5,1544.4000244140625,6863886,2024-12-16
2024-12-23,1632.6500244140625,1632.6500244140625,1640.0,1568.3499755859375,1597.0,1473832,2024-12-23
2024-12-30,1735.0,1735.0,1750.0,1635.8499755859375,1647.699951171875,4022553,2024-12-30
2025-01-06,1632.3499755859375,1632.3499755859375,1755.9000244140625,1621.5,1725.8499755859375,1934059,2025-01-06
2025-01-13,1543.25,1543.25,1634.75,1528.0,1618.4000244140625,1012479,2025-01-13
2025-01-20,1515.8499755859375,1515.8499755859375,1593.8499755859375,1501.0,1531.0,1814054,2025-01-20
2025-01-27,1417.3499755859375,1417.3499755859375,1513.0999755859375,1374.300048828125,1502.0999755859375,2439148,2025-01-27
2025-02-03,1507.25,1507.25,1532.449951171875,1391.050048828125,1404.0,1944166,2025-02-03
2025-02-10,1463.9000244140625,1463.9000244140625,1524.8499755859375,1389.449951171875,1500.0,4038113,2025-02-10
2025-02-17,1444.949951171875,1444.949951171875,1508.0,1417.0999755859375,1443.199951171875,1726561,2025-02-17
2025-02-24,1355.3499755859375,1355.3499755859375,1463.050048828125,1337.0,1444.949951171875,1833578,2025-02-24
2025-03-03,1333.0999755859375,1333.0999755859375,1396.5999755859375,1317.550048828125,1350.0,776498,2025-03-03
2025-03-10,1299.300048828125,1299.300048828125,1357.449951171875,1278.0,1325.0,846739,2025-03-10
2025-03-17,1407.050048828125,1407.050048828125,1434.300048828125,1296.550048828125,1303.3499755859375,966216,2025-03-17
2025-03-24,1501.9000244140625,1501.9000244140625,1510.699951171875,1397.199951171875,1420.550048828125,1040368,2025-03-24
2025-03-31,1399.25,1399.25,1515.1500244140625,1358.5,1501.9000244140625,2080751,2025-03-31
2025-04-07,1330.949951171875,1330.949951171875,1367.550048828125,1168.199951171875,1168.199951171875,1268551,2025-04-07
2025-04-14,1404.4000244140625,1404.4000244140625,1425.0,1317.0,1346.0,416674,2025-04-14
2025-04-21,1419.0,1419.0,1479.0999755859375,1377.5999755859375,1408.699951171875,953395,2025-04-21
2025-04-28,1379.4000244140625,1379.4000244140625,1428.800048828125,1365.199951171875,1400.199951171875,1523037,2025-04-28
2025-05-05,1361.800048828125,1361.800048828125,1399.0,1325.0,1387.0,1064601,2025-05-05
2025-05-12,1392.5999755859375,1392.5999755859375,1425.5999755859375,1335.300048828125,1386.800048828125,606321,2025-05-12
2025-05-19,1460.0,1460.0,1494.0,1393.5999755859375,1402.0,1184227,2025-05-19
2025-05-26,1424.800048828125,1424.800048828125,1514.0,1409.0,1469.800048828125,1346309,2025-05-26
2025-06-02,1370.9000244140625,1370.9000244140625,1433.300048828125,1361.0,1428.0,2623036,2025-06-02
