Date,Adj Close_FCL.NS,Close_FCL.NS,High_FCL.NS,Low_FCL.NS,Open_FCL.NS,Volume_FCL.NS,Date
2020-12-21,47.78145980834961,48.400001525878906,51.5,41.25,49.0,2812153,2020-12-21
2020-12-28,65.10716247558594,65.94999694824219,69.9000015258789,44.0,49.75,21924066,2020-12-28
2021-01-04,60.22043228149414,61.0,67.0999984741211,60.29999923706055,65.6500015258789,4244683,2021-01-04
2021-01-11,61.35573196411133,62.150001525878906,65.80000305175781,57.0,61.0,3261833,2021-01-11
2021-01-18,64.66291809082031,65.5,70.0,60.0,62.5,5727864,2021-01-18
2021-01-25,63.132728576660156,63.95000076293945,70.19999694824219,60.099998474121094,70.0,2526982,2021-01-25
2021-02-01,66.93353271484375,67.80000305175781,72.30000305175781,62.45000076293945,64.30000305175781,5820401,2021-02-01
2021-02-08,72.75811767578125,73.69999694824219,74.0,67.1500015258789,67.80000305175781,3568658,2021-02-08
2021-02-15,70.29006958007812,71.19999694824219,76.4000015258789,69.30000305175781,74.0,2495306,2021-02-15
2021-02-22,68.01947021484375,68.9000015258789,71.9000015258789,68.0,70.5,1263176,2021-02-22
2021-03-01,67.5258560180664,68.4000015258789,71.19999694824219,65.05000305175781,69.05000305175781,2078253,2021-03-01
2021-03-08,63.428897857666016,64.25,69.30000305175781,63.900001525878906,68.0,1340914,2021-03-08
2021-03-15,58.09790802001953,58.849998474121094,65.3499984741211,56.599998474121094,65.30000305175781,2144043,2021-03-15
2021-03-22,58.09790802001953,58.849998474121094,63.349998474121094,57.099998474121094,60.0,1589212,2021-03-22
2021-03-29,66.34119415283203,67.19999694824219,68.5,58.849998474121094,58.849998474121094,1713217,2021-03-29
2021-04-05,65.0084457397461,65.8499984741211,71.9000015258789,63.79999923706055,66.75,2091380,2021-04-05
2021-04-12,62.68848419189453,63.5,65.69999694824219,61.25,65.0,838840,2021-04-12
2021-04-19,66.29183959960938,67.1500015258789,72.44999694824219,61.54999923706055,62.150001525878906,3823522,2021-04-19
2021-04-26,70.93177032470703,71.8499984741211,74.69999694824219,66.1500015258789,69.0,3905326,2021-04-26
2021-05-03,80.2116470336914,81.25,86.4000015258789,67.19999694824219,71.69999694824219,8029153,2021-05-03
2021-05-10,78.7801742553711,79.80000305175781,85.94999694824219,78.30000305175781,83.5,2622371,2021-05-10
2021-05-17,82.33417510986328,83.4000015258789,84.8499984741211,78.0999984741211,81.9000015258789,2376541,2021-05-17
2021-05-24,87.81322479248047,88.94999694824219,92.69999694824219,81.5999984741211,83.55000305175781,6332068,2021-05-24
2021-05-31,88.70172119140625,89.8499984741211,93.30000305175781,84.0,89.0,4468513,2021-05-31
2021-06-07,91.41658020019531,92.5999984741211,96.0,88.0,91.5,4662295,2021-06-07
2021-06-14,87.56641387939453,88.69999694824219,94.0,84.0,93.0,2340765,2021-06-14
2021-06-21,89.24469757080078,90.4000015258789,93.0,86.5999984741211,87.1500015258789,2385373,2021-06-21
2021-06-28,85.59199523925781,86.69999694824219,91.3499984741211,84.5999984741211,91.3499984741211,1640621,2021-06-28
2021-07-05,87.61579132080078,88.75,92.80000305175781,86.0999984741211,89.0,3881107,2021-07-05
2021-07-12,95.0949478149414,96.0,99.69999694824219,89.44999694824219,90.0,7570782,2021-07-12
2021-07-19,101.3355484008789,102.30000305175781,114.0,95.25,95.30000305175781,15995362,2021-07-19
2021-07-26,103.86150360107422,104.8499984741211,112.5,98.5,101.94999694824219,7544048,2021-07-26
2021-08-02,115.3026123046875,116.4000015258789,120.0,104.0,105.5999984741211,10865162,2021-08-02
2021-08-09,108.66578674316406,109.69999694824219,119.0,100.5,116.8499984741211,7581273,2021-08-09
2021-08-16,101.92990112304688,102.9000015258789,109.9000015258789,98.19999694824219,109.9000015258789,2963074,2021-08-16
2021-08-23,97.9180679321289,98.8499984741211,105.0,93.0999984741211,104.9000015258789,4131190,2021-08-23
2021-08-30,109.21060180664062,110.25,114.94999694824219,100.0,100.0,6026195,2021-08-30
2021-09-06,110.20117950439453,111.25,116.44999694824219,110.0,111.25,3038256,2021-09-06
2021-09-13,132.58811950683594,133.85000610351562,146.0,113.1500015258789,114.0,19753474,2021-09-13
2021-09-20,130.8050994873047,132.0500030517578,141.5,121.05000305175781,131.0,7038320,2021-09-20
2021-09-27,128.1800537109375,129.39999389648438,133.85000610351562,125.0,132.0500030517578,3129417,2021-09-27
2021-10-04,126.69419860839844,127.9000015258789,138.1999969482422,127.05000305175781,129.89999389648438,3905884,2021-10-04
2021-10-11,123.2767333984375,124.44999694824219,131.89999389648438,123.69999694824219,127.9000015258789,2272819,2021-10-11
2021-10-18,117.53141021728516,118.6500015258789,128.6999969482422,115.5,124.5,3334837,2021-10-18
2021-10-25,116.88753509521484,118.0,129.39999389648438,110.44999694824219,120.5,3190362,2021-10-25
2021-11-01,126.44656372070312,127.6500015258789,129.0,119.8499984741211,120.44999694824219,2294812,2021-11-01
2021-11-08,120.70124816894531,121.8499984741211,133.39999389648438,121.30000305175781,129.0,3902531,2021-11-08
2021-11-15,119.06678771972656,120.19999694824219,129.8000030517578,118.0,123.9000015258789,2726057,2021-11-15
2021-11-22,111.43939971923828,112.5,120.69999694824219,109.19999694824219,120.0,2605218,2021-11-22
2021-11-29,112.03372955322266,113.0999984741211,117.19999694824219,104.0,111.9000015258789,3240333,2021-11-29
2021-12-06,128.87347412109375,130.10000610351562,132.1999969482422,111.0,113.05000305175781,6899508,2021-12-06
2021-12-13,132.83575439453125,134.10000610351562,147.64999389648438,132.60000610351562,133.0,11609518,2021-12-13
2021-12-20,127.13996124267578,128.35000610351562,135.39999389648438,122.55000305175781,132.0,3350254,2021-12-20
2021-12-27,137.24378967285156,138.5500030517578,143.25,125.80000305175781,128.4499969482422,4017710,2021-12-27
2022-01-03,133.28152465820312,134.5500030517578,141.60000610351562,132.25,139.25,3614263,2022-01-03
2022-01-10,150.8641815185547,152.3000030517578,156.8000030517578,134.89999389648438,136.0,15280088,2022-01-10
2022-01-17,153.98446655273438,155.4499969482422,165.5,150.25,153.10000610351562,10315114,2022-01-17
2022-01-24,154.52928161621094,156.0,167.5500030517578,141.60000610351562,155.9499969482422,8066901,2022-01-24
2022-01-31,172.06240844726562,173.6999969482422,178.39999389648438,156.0,159.89999389648438,12752737,2022-01-31
2022-02-07,161.16612243652344,162.6999969482422,176.3000030517578,161.3000030517578,174.35000610351562,5381590,2022-02-07
2022-02-14,166.41615295410156,168.0,180.39999389648438,151.5500030517578,160.0,10615032,2022-02-14
2022-02-21,150.12124633789062,151.5500030517578,168.89999389648438,140.10000610351562,167.5,4735154,2022-02-21
2022-02-28,149.5269012451172,150.9499969482422,164.0,144.5,144.5,3267339,2022-02-28
2022-03-07,155.42080688476562,156.89999389648438,163.0,145.3000030517578,148.0,2940421,2022-03-07
2022-03-14,162.60244750976562,164.14999389648438,174.89999389648438,156.89999389648438,156.89999389648438,5315470,2022-03-14
2022-03-21,162.94915771484375,164.5,171.0,163.0,165.60000610351562,3114110,2022-03-21
2022-03-28,186.5247802734375,188.3000030517578,193.3000030517578,159.3000030517578,164.3000030517578,11315726,2022-03-28
2022-04-04,190.3880157470703,192.1999969482422,200.6999969482422,187.64999389648438,190.0,8144016,2022-04-04
2022-04-11,203.4635467529297,205.39999389648438,208.89999389648438,191.4499969482422,193.0,6219653,2022-04-11
2022-04-18,220.40235900878906,222.5,235.3000030517578,201.64999389648438,205.0,10543982,2022-04-18
2022-04-25,191.62623596191406,193.4499969482422,223.3000030517578,192.85000610351562,221.25,6451487,2022-04-25
2022-05-02,182.3643798828125,184.10000610351562,199.5,178.0,189.10000610351562,3489881,2022-05-02
2022-05-09,160.37367248535156,161.89999389648438,182.8000030517578,149.6999969482422,179.25,3418074,2022-05-09
2022-05-16,179.09548950195312,180.8000030517578,187.0,151.39999389648438,163.3000030517578,2023758,2022-05-16
2022-05-23,176.32186889648438,178.0,182.9499969482422,163.35000610351562,182.25,1296059,2022-05-23
2022-05-30,178.4516143798828,180.14999389648438,190.0,177.0,180.64999389648438,1649143,2022-05-30
2022-06-06,165.6237030029297,167.1999969482422,181.60000610351562,164.5500030517578,180.0,731548,2022-06-06
2022-06-13,161.7109375,163.25,176.89999389648438,155.25,163.39999389648438,1605460,2022-06-13
2022-06-20,171.22042846679688,172.85000610351562,176.0,159.3000030517578,165.89999389648438,1407292,2022-06-20
2022-06-27,187.0200653076172,188.8000030517578,193.89999389648438,174.1999969482422,175.39999389648438,2796202,2022-06-27
2022-07-04,185.8809051513672,187.64999389648438,196.4499969482422,183.89999389648438,191.0,1138158,2022-07-04
2022-07-11,199.64987182617188,201.5500030517578,211.60000610351562,186.60000610351562,187.89999389648438,2885300,2022-07-11
2022-07-18,218.61932373046875,220.6999969482422,225.0,201.39999389648438,201.5,4090996,2022-07-18
2022-07-25,208.81265258789062,210.8000030517578,228.0,205.3000030517578,220.5,3752805,2022-07-25
2022-08-01,242.8387451171875,244.6999969482422,252.89999389648438,211.39999389648438,213.0,10107473,2022-08-01
2022-08-08,257.923095703125,259.8999938964844,273.45001220703125,246.35000610351562,250.6999969482422,7961769,2022-08-08
2022-08-15,262.43853759765625,264.45001220703125,283.8999938964844,259.8999938964844,259.8999938964844,4400770,2022-08-15
2022-08-22,260.00714111328125,262.0,272.70001220703125,246.0,263.95001220703125,2949141,2022-08-22
2022-08-29,326.79522705078125,329.29998779296875,332.5,250.0,250.14999389648438,9425714,2022-08-29
2022-09-05,346.44464111328125,349.1000061035156,368.0,320.8999938964844,330.29998779296875,6772652,2022-09-05
2022-09-12,345.998046875,348.6499938964844,409.0,344.6499938964844,351.04998779296875,8668144,2022-09-12
2022-09-19,349.5706787109375,352.25,370.0,327.0,349.0,3703072,2022-09-19
2022-09-26,349.1240539550781,351.79998779296875,355.0,327.0,347.1000061035156,2732348,2022-09-26
2022-10-03,365.5978698730469,368.3999938964844,378.79998779296875,351.79998779296875,351.79998779296875,2087017,2022-10-03
2022-10-10,363.3649597167969,366.1499938964844,388.0,355.0,365.1000061035156,2932900,2022-10-10
2022-10-17,379.2928466796875,382.20001220703125,403.54998779296875,357.20001220703125,361.0,5109912,2022-10-17
2022-10-24,376.712646484375,379.6000061035156,389.70001220703125,372.20001220703125,384.79998779296875,1382153,2022-10-24
2022-10-31,337.0168762207031,339.6000061035156,383.3999938964844,311.54998779296875,381.29998779296875,6654950,2022-10-31
2022-11-07,329.77239990234375,332.29998779296875,348.3500061035156,317.0,341.0,3665062,2022-11-07
2022-11-14,330.7648010253906,333.29998779296875,346.3999938964844,330.95001220703125,334.75,2113341,2022-11-14
2022-11-21,316.5736083984375,319.0,340.20001220703125,316.0,333.0,1871062,2022-11-21
2022-11-28,313.39794921875,315.79998779296875,328.0,310.20001220703125,319.75,2215281,2022-11-28
2022-12-05,306.1534423828125,308.5,323.5,306.6000061035156,317.3999938964844,1089257,2022-12-05
2022-12-12,262.28961181640625,264.29998779296875,313.20001220703125,257.6000061035156,308.8999938964844,6375849,2022-12-12
2022-12-19,217.4830780029297,219.14999389648438,272.0,213.10000610351562,262.0,4468215,2022-12-19
2022-12-26,250.728271484375,252.64999389648438,266.70001220703125,209.14999389648438,210.0,4670479,2022-12-26
2023-01-02,241.05242919921875,242.89999389648438,260.6000061035156,240.0,255.60000610351562,1374937,2023-01-02
2023-01-09,245.07162475585938,246.9499969482422,254.5,238.8000030517578,247.9499969482422,1980641,2023-01-09
2023-01-16,239.11724853515625,240.9499969482422,249.4499969482422,237.14999389648438,248.0,1084306,2023-01-16
2023-01-23,224.8764190673828,226.60000610351562,247.4499969482422,221.8000030517578,242.8000030517578,1255666,2023-01-23
2023-01-30,228.10169982910156,229.85000610351562,251.0500030517578,227.0,234.9499969482422,2006577,2023-01-30
2023-02-06,252.26646423339844,254.1999969482422,258.95001220703125,225.5500030517578,229.85000610351562,2903860,2023-02-06
2023-02-13,250.7778778076172,252.6999969482422,263.45001220703125,251.25,255.6999969482422,2436796,2023-02-13
2023-02-20,230.5826873779297,232.35000610351562,252.8000030517578,230.5500030517578,252.0,1122497,2023-02-20
2023-02-27,232.6667022705078,234.4499969482422,236.0,225.0,232.6999969482422,994477,2023-02-27
2023-03-06,230.88038635253906,232.64999389648438,242.0,226.14999389648438,235.60000610351562,757932,2023-03-06
2023-03-13,217.53268432617188,219.1999969482422,231.39999389648438,216.0,226.39999389648438,1001064,2023-03-13
2023-03-20,219.91445922851562,221.60000610351562,227.6999969482422,216.0500030517578,219.8000030517578,792686,2023-03-20
2023-03-27,231.3269805908203,233.10000610351562,239.0,203.0,203.0,1327917,2023-03-27
2023-04-03,234.55224609375,236.35000610351562,242.5,231.10000610351562,234.89999389648438,486341,2023-04-03
2023-04-10,241.05242919921875,242.89999389648438,252.39999389648438,233.64999389648438,237.3000030517578,931853,2023-04-10
2023-04-17,237.18209838867188,239.0,251.0,236.10000610351562,245.10000610351562,765004,2023-04-17
2023-04-24,237.4798126220703,239.3000030517578,245.0,233.10000610351562,233.10000610351562,619357,2023-04-24
2023-05-01,254.94593811035156,256.8999938964844,269.0,239.3000030517578,239.3000030517578,1565385,2023-05-01
2023-05-08,252.16725158691406,254.10000610351562,261.70001220703125,250.5500030517578,257.0,767315,2023-05-08
2023-05-15,252.96115112304688,254.89999389648438,267.79998779296875,253.5,255.8000030517578,1082407,2023-05-15
2023-05-22,296.62646484375,298.8999938964844,310.79998779296875,264.0,274.95001220703125,8886917,2023-05-22
2023-05-29,310.4703674316406,312.8500061035156,317.54998779296875,292.6499938964844,302.5,3059300,2023-05-29
2023-06-05,313.64599609375,316.04998779296875,324.8500061035156,305.6000061035156,315.3500061035156,2400511,2023-06-05
2023-06-12,305.2602844238281,307.6000061035156,317.70001220703125,303.25,317.70001220703125,1202847,2023-06-12
2023-06-19,289.5804748535156,291.79998779296875,312.45001220703125,290.3999938964844,308.5,1380844,2023-06-19
2023-06-26,298.6608581542969,300.95001220703125,310.8999938964844,286.04998779296875,291.0,1134587,2023-06-26
2023-07-03,288.9354248046875,291.1499938964844,306.70001220703125,290.1499938964844,303.6499938964844,892049,2023-07-03
2023-07-10,272.3624572753906,274.45001220703125,291.79998779296875,266.0,291.1499938964844,1399196,2023-07-10
2023-07-17,279.805419921875,281.95001220703125,286.29998779296875,268.6499938964844,276.70001220703125,1284981,2023-07-17
2023-07-24,291.9622497558594,294.20001220703125,311.70001220703125,287.6499938964844,287.95001220703125,4711678,2023-07-24
2023-07-31,293.9966125488281,296.25,301.79998779296875,286.5,294.95001220703125,834565,2023-07-31
2023-08-07,282.4848327636719,284.6499938964844,309.8999938964844,283.29998779296875,304.0,1187610,2023-08-07
2023-08-14,275.3892517089844,277.5,292.6499938964844,276.8999938964844,284.6499938964844,752211,2023-08-14
2023-08-21,279.2099609375,281.3500061035156,288.54998779296875,275.0,277.8999938964844,814110,2023-08-21
2023-08-28,310.76806640625,313.1499938964844,327.70001220703125,278.8500061035156,285.0,5816115,2023-08-28
2023-09-04,339.4482727050781,342.04998779296875,349.8999938964844,317.04998779296875,317.04998779296875,5259610,2023-09-04
2023-09-11,324.7296447753906,326.45001220703125,352.3999938964844,295.0,344.0,4101063,2023-09-11
2023-09-18,312.7928771972656,314.45001220703125,329.3999938964844,312.20001220703125,329.3500061035156,1112136,2023-09-18
2023-09-25,318.2638854980469,319.95001220703125,324.95001220703125,311.29998779296875,312.3999938964844,1141600,2023-09-25
2023-10-02,319.35809326171875,321.04998779296875,323.0,310.1000061035156,319.95001220703125,653417,2023-10-02
2023-10-09,309.2615661621094,310.8999938964844,319.95001220703125,306.70001220703125,312.1000061035156,871688,2023-10-09
2023-10-16,325.8238220214844,327.54998779296875,336.8999938964844,307.54998779296875,308.1000061035156,2932018,2023-10-16
2023-10-23,296.72796630859375,298.29998779296875,327.70001220703125,281.54998779296875,327.04998779296875,1612107,2023-10-23
2023-10-30,294.738525390625,296.29998779296875,302.79998779296875,288.8999938964844,298.8999938964844,648335,2023-10-30
2023-11-06,317.91571044921875,319.6000061035156,330.0,296.29998779296875,296.29998779296875,2212450,2023-11-06
2023-11-13,324.7296447753906,326.45001220703125,334.20001220703125,316.0,323.25,1650031,2023-11-13
2023-11-20,357.7546691894531,359.6499938964844,368.25,317.1499938964844,325.95001220703125,6203710,2023-11-20
2023-11-27,359.9430847167969,361.8500061035156,376.79998779296875,353.5,359.6499938964844,4404415,2023-11-27
2023-12-04,362.5293884277344,364.45001220703125,379.75,359.0,366.95001220703125,2498532,2023-12-04
2023-12-11,355.41705322265625,357.29998779296875,378.8500061035156,355.1000061035156,364.79998779296875,2698141,2023-12-11
2023-12-18,348.0063171386719,349.8500061035156,366.8999938964844,330.0,357.6000061035156,2407493,2023-12-18
2023-12-25,359.39599609375,361.29998779296875,391.8999938964844,349.8500061035156,349.8500061035156,4106978,2023-12-25
2024-01-01,354.4223327636719,356.29998779296875,374.0,351.1000061035156,363.79998779296875,1718334,2024-01-01
2024-01-08,344.2760925292969,346.1000061035156,359.1499938964844,342.95001220703125,357.8999938964844,1314468,2024-01-08
2024-01-15,330.74774169921875,332.5,354.3999938964844,322.8999938964844,346.1000061035156,1933242,2024-01-15
2024-01-22,320.0544128417969,321.75,338.8500061035156,317.1000061035156,332.5,896549,2024-01-22
2024-01-29,327.81329345703125,329.54998779296875,343.0,320.0,322.0,1504284,2024-01-29
2024-02-05,372.029052734375,374.0,377.0,320.20001220703125,334.8500061035156,5206446,2024-02-05
2024-02-12,435.9404602050781,438.25,449.95001220703125,380.1000061035156,381.0,14018617,2024-02-12
2024-02-19,439.7204284667969,442.04998779296875,458.8500061035156,420.3500061035156,458.8500061035156,5912649,2024-02-19
2024-02-26,424.20263671875,426.45001220703125,446.5,402.3500061035156,444.3999938964844,2869186,2024-02-26
2024-03-04,393.5390625,394.54998779296875,424.29998779296875,380.0,418.0,1998855,2024-03-04
2024-03-11,363.9650573730469,364.8999938964844,396.95001220703125,334.6000061035156,393.95001220703125,3689695,2024-03-11
2024-03-18,381.9687805175781,382.95001220703125,388.0,338.0,364.8999938964844,4295800,2024-03-18
2024-03-25,367.0072326660156,367.95001220703125,385.75,365.1499938964844,382.95001220703125,2637816,2024-03-25
2024-04-01,390.14776611328125,391.1499938964844,398.8999938964844,368.04998779296875,369.20001220703125,2244654,2024-04-01
2024-04-08,390.14776611328125,391.1499938964844,411.25,371.45001220703125,393.95001220703125,2726241,2024-04-08
2024-04-15,365.810302734375,366.75,385.0,359.1000061035156,385.0,1331859,2024-04-15
2024-04-22,378.7769775390625,379.75,386.79998779296875,368.0,371.0,1134097,2024-04-22
2024-04-29,371.64532470703125,372.6000061035156,384.79998779296875,369.1000061035156,384.79998779296875,669177,2024-04-29
2024-05-06,344.8142395019531,345.70001220703125,373.3999938964844,343.20001220703125,370.20001220703125,1071387,2024-05-06
2024-05-13,358.87811279296875,359.79998779296875,369.79998779296875,340.25,345.95001220703125,2160500,2024-05-13
2024-05-20,377.18109130859375,378.1499938964844,381.0,355.0,360.1499938964844,1573248,2024-05-20
2024-05-27,353.142822265625,354.04998779296875,384.0,348.6000061035156,377.45001220703125,1709968,2024-05-27
2024-06-03,356.1351623535156,357.04998779296875,371.0,303.79998779296875,366.0,1792823,2024-06-03
2024-06-10,357.98040771484375,358.8999938964844,370.0,354.1499938964844,360.25,1139868,2024-06-10
2024-06-17,389.1503601074219,390.1499938964844,404.0,354.5,358.8999938964844,3258532,2024-06-17
2024-06-24,382.06854248046875,383.04998779296875,404.8999938964844,378.45001220703125,390.1499938964844,2410017,2024-06-24
2024-07-01,386.3076171875,387.29998779296875,401.54998779296875,383.04998779296875,383.29998779296875,1713367,2024-07-01
2024-07-08,366.20928955078125,367.1499938964844,392.20001220703125,362.29998779296875,387.95001220703125,1244431,2024-07-08
2024-07-15,360.1249084472656,361.04998779296875,379.3500061035156,360.0,369.29998779296875,678983,2024-07-15
2024-07-22,370.5979919433594,371.54998779296875,375.1499938964844,345.8500061035156,360.04998779296875,875449,2024-07-22
2024-07-29,372.6925964355469,373.6499938964844,392.0,367.04998779296875,379.3500061035156,1542681,2024-07-29
2024-08-05,386.7565002441406,387.75,397.0,353.0,353.0,2383558,2024-08-05
2024-08-12,354.63897705078125,355.54998779296875,384.45001220703125,346.75,384.45001220703125,1431435,2024-08-12
2024-08-19,371.3460693359375,372.29998779296875,377.8999938964844,356.45001220703125,362.6000061035156,1065771,2024-08-19
2024-08-26,369.65045166015625,370.6000061035156,384.25,364.0,373.0,1067995,2024-08-26
2024-09-02,365.5609436035156,366.5,377.79998779296875,357.04998779296875,374.0,859542,2024-09-02
2024-09-09,399.6631164550781,400.25,423.6499938964844,359.6499938964844,363.54998779296875,7862891,2024-09-09
2024-09-16,385.68365478515625,386.25,420.0,370.0,400.0,3576372,2024-09-16
2024-09-23,407.3518371582031,407.95001220703125,425.25,380.0,387.8999938964844,4946463,2024-09-23
2024-09-30,403.5574035644531,404.1499938964844,438.95001220703125,399.0,408.0,4672336,2024-09-30
2024-10-07,398.61468505859375,399.20001220703125,416.0,379.54998779296875,405.70001220703125,1859192,2024-10-07
2024-10-14,396.01849365234375,396.6000061035156,414.5,383.1499938964844,401.20001220703125,1403481,2024-10-14
2024-10-21,362.3678894042969,362.8999938964844,416.3999938964844,355.6000061035156,400.0,2115812,2024-10-21
2024-10-28,375.49859619140625,376.04998779296875,381.0,361.5,366.8999938964844,840706,2024-10-28
2024-11-04,371.75408935546875,372.29998779296875,383.8999938964844,363.0,377.0,899598,2024-11-04
2024-11-11,347.48974609375,348.0,375.5,345.0,372.0,694303,2024-11-11
2024-11-18,329.2165832519531,329.70001220703125,352.70001220703125,321.3500061035156,348.8500061035156,1060190,2024-11-18
2024-11-25,351.48388671875,352.0,356.8999938964844,334.6000061035156,339.0,720341,2024-11-25
2024-12-02,355.8274841308594,356.3500061035156,362.5,342.0,351.3999938964844,639790,2024-12-02
2024-12-09,342.0477294921875,342.54998779296875,361.8999938964844,337.75,360.0,822706,2024-12-09
2024-12-16,333.6101379394531,334.1000061035156,350.95001220703125,332.0,347.70001220703125,568618,2024-12-16
2024-12-23,325.322265625,325.79998779296875,337.6499938964844,323.1000061035156,335.1000061035156,742737,2024-12-23
2024-12-30,341.298828125,341.79998779296875,354.0,322.75,326.04998779296875,1039532,2024-12-30
2025-01-06,298.96099853515625,299.3999938964844,343.45001220703125,297.5,343.45001220703125,1652616,2025-01-06
2025-01-13,335.6571044921875,336.1499938964844,338.8999938964844,278.0,299.0,3107463,2025-01-13
2025-01-20,336.5557861328125,337.04998779296875,347.0,323.5,333.54998779296875,2033847,2025-01-20
2025-01-27,319.6805725097656,320.1499938964844,340.79998779296875,302.79998779296875,335.0,2171693,2025-01-27
2025-02-03,286.1797790527344,286.6000061035156,327.75,284.25,320.0,1758999,2025-02-03
2025-02-10,264.7611999511719,265.1499938964844,298.5,262.6499938964844,290.6000061035156,5304249,2025-02-10
2025-02-17,260.1679382324219,260.54998779296875,277.70001220703125,250.9499969482422,266.0,2596301,2025-02-17
2025-02-24,228.4499969482422,228.4499969482422,262.70001220703125,224.5500030517578,259.6000061035156,2630779,2025-02-24
2025-03-03,238.33999633789062,238.33999633789062,243.64999389648438,218.1300048828125,229.97999572753906,2746327,2025-03-03
2025-03-10,220.41000366210938,220.41000366210938,242.6999969482422,213.10000610351562,238.35000610351562,2097465,2025-03-10
2025-03-17,231.5800018310547,231.5800018310547,235.6999969482422,215.10000610351562,220.63999938964844,1809297,2025-03-17
2025-03-24,229.8300018310547,229.8300018310547,249.6999969482422,221.6999969482422,234.99000549316406,3589822,2025-03-24
2025-03-31,229.80999755859375,229.80999755859375,247.0,226.00999450683594,229.8300018310547,1650262,2025-03-31
2025-04-07,227.57000732421875,227.57000732421875,228.89999389648438,207.0,208.74000549316406,1321484,2025-04-07
2025-04-14,249.05999755859375,249.05999755859375,252.17999267578125,231.0,233.5500030517578,1103116,2025-04-14
2025-04-21,241.6300048828125,241.6300048828125,254.8000030517578,237.0399932861328,249.8000030517578,1445197,2025-04-21
2025-04-28,237.42999267578125,237.42999267578125,247.6999969482422,236.1199951171875,241.0,606052,2025-04-28
2025-05-05,231.00999450683594,231.00999450683594,247.0,221.61000061035156,238.00999450683594,1358716,2025-05-05
2025-05-12,264.8800048828125,264.8800048828125,266.0,237.0,237.0,1660089,2025-05-12
2025-05-19,235.5500030517578,235.5500030517578,269.79998779296875,228.72000122070312,267.5,3788251,2025-05-19
2025-05-26,238.63999938964844,238.63999938964844,244.25999450683594,236.61000061035156,236.8000030517578,1190626,2025-05-26
2025-06-02,254.13999938964844,254.13999938964844,259.0,236.63999938964844,238.8000030517578,2275820,2025-06-02
2025-06-09,265.92999267578125,265.92999267578125,282.8299865722656,253.44000244140625,255.4499969482422,5084833,2025-06-09
2025-06-16,277.7099914550781,277.7099914550781,290.6600036621094,256.0,264.989990234375,13337149,2025-06-16
2025-06-23,280.8399963378906,280.8399963378906,287.0,273.70001220703125,281.4599914550781,2912849,2025-06-23
2025-06-30,274.6000061035156,274.6000061035156,283.6499938964844,273.3500061035156,280.8500061035156,1076065,2025-06-30
2025-07-07,270.8500061035156,270.8500061035156,276.8999938964844,266.54998779296875,274.6000061035156,940167,2025-07-07
2025-07-14,270.75,270.75,272.3500061035156,266.6000061035156,271.0,295690,2025-07-14
