Date,Adj Close_NURECA.NS,Close_NURECA.NS,High_NURECA.NS,Low_NURECA.NS,Open_NURECA.NS,Volume_NURECA.NS,Date
2021-02-22,675.7246704101562,678.0,678.0,584.25,615.0,223989,2021-02-22
2021-03-01,623.8992309570312,626.0,747.4500122070312,610.4500122070312,711.9000244140625,248420,2021-03-01
2021-03-08,602.8700561523438,604.9000244140625,646.0,577.0,626.0,170825,2021-03-08
2021-03-15,614.3314208984375,616.4000244140625,654.0,555.5999755859375,610.0,195998,2021-03-15
2021-03-22,599.6807861328125,601.7000122070312,664.7000122070312,585.9500122070312,623.4000244140625,127275,2021-03-22
2021-03-29,599.4814453125,601.5,619.3499755859375,583.0,601.7000122070312,50718,2021-03-29
2021-04-05,845.7023315429688,848.5499877929688,848.5499877929688,602.0,615.0,557793,2021-04-05
2021-04-12,1001.6273193359375,1005.0,1005.0,856.5,890.0,553798,2021-04-12
2021-04-19,1275.3555908203125,1279.6500244140625,1279.6500244140625,1050.0,1079.050048828125,220151,2021-04-19
2021-04-26,1205.5406494140625,1209.5999755859375,1481.25,1209.5999755859375,1343.5999755859375,90846,2021-04-26
2021-05-03,1465.0667724609375,1470.0,1470.0,1149.1500244140625,1161.0999755859375,374592,2021-05-03
2021-05-10,1605.5936279296875,1611.0,1770.0,1466.3499755859375,1543.5,343072,2021-05-10
2021-05-17,1576.9400634765625,1582.25,1669.0,1453.949951171875,1590.0,221229,2021-05-17
2021-05-24,1487.1424560546875,1492.1500244140625,1655.0,1474.050048828125,1610.0,144563,2021-05-24
2021-05-31,1524.6661376953125,1529.800048828125,1580.0,1458.449951171875,1492.1500244140625,209399,2021-05-31
2021-06-07,1508.3709716796875,1513.449951171875,1550.0,1462.050048828125,1550.0,71407,2021-06-07
2021-06-14,1545.6453857421875,1550.8499755859375,1618.949951171875,1450.0,1559.0999755859375,306189,2021-06-14
2021-06-21,1705.85595703125,1711.5999755859375,1711.5999755859375,1500.0,1539.0,156393,2021-06-21
2021-06-28,1594.9793701171875,1600.3499755859375,1792.0,1553.300048828125,1769.949951171875,201816,2021-06-28
2021-07-05,1655.5753173828125,1661.1500244140625,1702.0,1600.0,1620.0,83684,2021-07-05
2021-07-12,1598.417724609375,1603.800048828125,1676.5999755859375,1600.0,1676.5999755859375,52685,2021-07-12
2021-07-19,1574.548095703125,1579.8499755859375,1640.0,1545.0,1600.0,91511,2021-07-19
2021-07-26,1719.2109375,1725.0,1725.0,1538.5999755859375,1589.800048828125,82687,2021-07-26
2021-08-02,1722.200927734375,1728.0,1996.8499755859375,1704.050048828125,1811.25,396919,2021-08-02
2021-08-09,1686.4713134765625,1692.1500244140625,1764.949951171875,1572.449951171875,1750.0,121995,2021-08-09
2021-08-16,1552.9210205078125,1558.1500244140625,1710.0,1550.0,1710.0,33910,2021-08-16
2021-08-23,1661.106689453125,1666.699951171875,1668.550048828125,1527.0,1560.0,51271,2021-08-23
2021-08-30,1660.359130859375,1665.949951171875,1799.9000244140625,1640.050048828125,1750.0,98358,2021-08-30
2021-09-06,1625.3272705078125,1630.800048828125,1680.050048828125,1599.0,1675.449951171875,37799,2021-09-06
2021-09-13,1664.99365234375,1670.5999755859375,1733.0999755859375,1620.550048828125,1630.800048828125,80948,2021-09-13
2021-09-20,1621.0914306640625,1626.550048828125,1686.75,1570.0,1685.0,48759,2021-09-20
2021-09-27,1616.99462890625,1620.449951171875,1676.0,1610.0,1611.4000244140625,31797,2021-09-27
2021-10-04,2117.125732421875,2121.64990234375,2315.0,1624.8499755859375,1639.9000244140625,711276,2021-10-04
2021-10-11,1880.68115234375,1884.699951171875,2187.5,1818.0,2138.0,185980,2021-10-11
2021-10-18,1810.9801025390625,1814.8499755859375,1960.949951171875,1700.0,1899.949951171875,94081,2021-10-18
2021-10-25,1726.31103515625,1730.0,1845.0,1679.0,1830.0,48515,2021-10-25
2021-11-01,1756.845703125,1760.5999755859375,1779.8499755859375,1700.0,1764.0,18571,2021-11-01
2021-11-08,1596.039306640625,1599.449951171875,1909.3499755859375,1548.949951171875,1787.0,157517,2021-11-08
2021-11-15,1473.2518310546875,1476.4000244140625,1616.5,1448.0,1600.0,75943,2021-11-15
2021-11-22,1512.168701171875,1515.4000244140625,1574.0999755859375,1373.3499755859375,1476.4000244140625,93514,2021-11-22
2021-11-29,1496.8514404296875,1500.050048828125,1530.0,1363.3499755859375,1501.5,48541,2021-11-29
2021-12-06,1485.0765380859375,1488.25,1547.9000244140625,1480.300048828125,1500.050048828125,46098,2021-12-06
2021-12-13,1442.0684814453125,1445.1500244140625,1527.0,1425.0,1501.0,18960,2021-12-13
2021-12-20,1394.919189453125,1397.9000244140625,1469.9000244140625,1350.0,1440.0,23579,2021-12-20
2021-12-27,2000.724609375,2005.0,2175.050048828125,1380.0,1380.0,1416753,2021-12-27
2022-01-03,1958.7144775390625,1962.9000244140625,2145.0,1935.0,2050.0,426443,2022-01-03
2022-01-10,1904.7298583984375,1908.800048828125,1999.0,1800.0,1998.0,190920,2022-01-10
2022-01-17,1770.26708984375,1774.050048828125,1922.25,1750.0,1915.0,72380,2022-01-17
2022-01-24,1757.294921875,1761.050048828125,1864.5999755859375,1565.6500244140625,1741.199951171875,106811,2022-01-24
2022-01-31,1705.3558349609375,1709.0,1806.949951171875,1700.0,1799.9000244140625,48796,2022-01-31
2022-02-07,1591.14990234375,1594.550048828125,1750.0,1582.050048828125,1747.8499755859375,73921,2022-02-07
2022-02-14,1478.690185546875,1481.8499755859375,1575.0,1431.1500244140625,1500.0,90063,2022-02-14
2022-02-21,1352.4598388671875,1355.3499755859375,1475.0,1281.0,1475.0,101997,2022-02-21
2022-02-28,1377.75,1377.75,1402.4000244140625,1301.3499755859375,1330.0,60599,2022-02-28
2022-03-07,1433.550048828125,1433.550048828125,1611.449951171875,1309.9000244140625,1351.0,276711,2022-03-07
2022-03-14,1402.699951171875,1402.699951171875,1459.0,1370.0,1438.0,77747,2022-03-14
2022-03-21,1382.199951171875,1382.199951171875,1433.8499755859375,1380.050048828125,1414.550048828125,56771,2022-03-21
2022-03-28,1395.949951171875,1395.949951171875,1455.0,1320.5,1386.0,102732,2022-03-28
2022-04-04,1411.050048828125,1411.050048828125,1448.949951171875,1400.0,1409.0,68351,2022-04-04
2022-04-11,1382.449951171875,1382.449951171875,1430.0,1379.050048828125,1400.0,37249,2022-04-11
2022-04-18,1379.699951171875,1379.699951171875,1428.0,1370.0,1384.0,125867,2022-04-18
2022-04-25,1296.050048828125,1296.050048828125,1385.550048828125,1279.949951171875,1379.699951171875,94957,2022-04-25
2022-05-02,1188.8499755859375,1188.8499755859375,1311.0,1168.0,1284.75,71281,2022-05-02
2022-05-09,1002.0499877929688,1002.0499877929688,1180.0,940.9000244140625,1180.0,82228,2022-05-09
2022-05-16,1112.4000244140625,1112.4000244140625,1161.5,987.0,1015.0999755859375,33979,2022-05-16
2022-05-23,1048.699951171875,1048.699951171875,1171.0,999.7000122070312,1100.0,29091,2022-05-23
2022-05-30,1132.800048828125,1132.800048828125,1234.4000244140625,1004.0,1027.0,171837,2022-05-30
2022-06-06,1078.3499755859375,1078.3499755859375,1200.0,1064.300048828125,1145.300048828125,153253,2022-06-06
2022-06-13,951.1500244140625,951.1500244140625,1074.449951171875,940.0999755859375,1050.0999755859375,42588,2022-06-13
2022-06-20,989.7999877929688,989.7999877929688,1030.0,940.0,954.9000244140625,35205,2022-06-20
2022-06-27,984.3499755859375,984.3499755859375,1020.75,976.5,1000.0,24129,2022-06-27
2022-07-04,996.75,996.75,1019.6500244140625,971.5499877929688,975.0499877929688,19079,2022-07-04
2022-07-11,1013.5,1013.5,1070.199951171875,990.0999755859375,996.75,30655,2022-07-11
2022-07-18,1060.4000244140625,1060.4000244140625,1135.949951171875,978.5499877929688,1033.0,360131,2022-07-18
2022-07-25,1024.300048828125,1024.300048828125,1081.5,1021.0,1079.0,224767,2022-07-25
2022-08-01,1000.75,1000.75,1089.300048828125,996.0,1031.0,217712,2022-08-01
2022-08-08,1035.9000244140625,1035.9000244140625,1078.699951171875,998.0,1012.9000244140625,1195322,2022-08-08
2022-08-15,1006.7000122070312,1006.7000122070312,1035.9000244140625,981.0,1035.9000244140625,602673,2022-08-15
2022-08-22,1000.0,1000.0,1025.0,995.2000122070312,1006.0,739957,2022-08-22
2022-08-29,989.5499877929688,989.5499877929688,1010.0,980.0,980.0,261943,2022-08-29
2022-09-05,989.0999755859375,989.0999755859375,1019.0499877929688,981.0,994.0,233830,2022-09-05
2022-09-12,994.3499755859375,994.3499755859375,1019.0,983.0,989.0999755859375,1015531,2022-09-12
2022-09-19,953.0999755859375,953.0999755859375,998.0,950.0,994.3499755859375,233578,2022-09-19
2022-09-26,887.4500122070312,887.4500122070312,950.1500244140625,862.25,950.0999755859375,219232,2022-09-26
2022-10-03,916.8499755859375,916.8499755859375,924.7999877929688,880.1500244140625,894.0,98070,2022-10-03
2022-10-10,857.75,857.75,913.0,855.25,911.0,99467,2022-10-10
2022-10-17,731.8499755859375,731.8499755859375,863.0,725.9500122070312,863.0,336915,2022-10-17
2022-10-24,779.7999877929688,779.7999877929688,835.8499755859375,731.0,739.0,463400,2022-10-24
2022-10-31,775.75,775.75,791.4000244140625,770.4000244140625,785.0,143485,2022-10-31
2022-11-07,756.1500244140625,756.1500244140625,785.0,746.0,775.75,106656,2022-11-07
2022-11-14,634.7000122070312,634.7000122070312,749.0499877929688,629.0499877929688,749.0499877929688,388645,2022-11-14
2022-11-21,563.7999877929688,563.7999877929688,717.2000122070312,560.8499755859375,640.9500122070312,903715,2022-11-21
2022-11-28,519.7999877929688,519.7999877929688,573.9000244140625,484.0,568.9000244140625,2665197,2022-11-28
2022-12-05,498.20001220703125,498.20001220703125,529.5,483.70001220703125,524.1500244140625,757265,2022-12-05
2022-12-12,492.79998779296875,492.79998779296875,507.5,486.1499938964844,490.20001220703125,348073,2022-12-12
2022-12-19,543.2999877929688,543.2999877929688,587.4000244140625,484.0,496.0,6336810,2022-12-19
