Date,Adj Close_NURECA.NS,Close_NURECA.NS,High_NURECA.NS,Low_NURECA.NS,Open_NURECA.NS,Volume_NURECA.NS,Date
2022-12-26,498.1499938964844,498.1499938964844,591.0,495.0,552.9500122070312,2172708,2022-12-26
2023-01-02,482.3500061035156,482.3500061035156,503.20001220703125,480.0,500.95001220703125,556966,2023-01-02
2023-01-09,404.3999938964844,404.3999938964844,487.75,401.0,486.3999938964844,1320604,2023-01-09
2023-01-16,401.6000061035156,401.6000061035156,404.0,315.1499938964844,400.1000061035156,5416892,2023-01-16
2023-01-23,390.20001220703125,390.20001220703125,481.8999938964844,382.5,409.0,13297378,2023-01-23
2023-01-30,380.0,380.0,428.04998779296875,372.29998779296875,390.8999938964844,1389268,2023-01-30
2023-02-06,367.8500061035156,367.8500061035156,386.75,353.0,368.1000061035156,582453,2023-02-06
2023-02-13,385.6000061035156,385.6000061035156,410.0,356.0,367.8999938964844,742581,2023-02-13
2023-02-20,350.25,350.25,393.6000061035156,347.0,388.0,218957,2023-02-20
2023-02-27,356.95001220703125,356.95001220703125,374.0,338.25,347.0,340977,2023-02-27
2023-03-06,354.6499938964844,354.6499938964844,369.0,350.20001220703125,358.04998779296875,149079,2023-03-06
2023-03-13,320.70001220703125,320.70001220703125,358.3500061035156,318.3999938964844,357.3999938964844,222132,2023-03-13
2023-03-20,319.95001220703125,319.95001220703125,349.8500061035156,309.1499938964844,316.20001220703125,451365,2023-03-20
2023-03-27,299.54998779296875,299.54998779296875,328.0,295.1000061035156,327.8999938964844,272240,2023-03-27
2023-04-03,334.3500061035156,334.3500061035156,345.0,304.0,304.0,272972,2023-04-03
2023-04-10,339.3999938964844,339.3999938964844,355.8999938964844,332.0,337.70001220703125,294264,2023-04-10
2023-04-17,332.20001220703125,332.20001220703125,342.0,330.0,338.8999938964844,142072,2023-04-17
2023-04-24,333.8500061035156,333.8500061035156,348.70001220703125,328.25,334.6499938964844,219237,2023-04-24
2023-05-01,337.04998779296875,337.04998779296875,344.95001220703125,329.6499938964844,333.8500061035156,176587,2023-05-01
2023-05-08,332.29998779296875,332.29998779296875,343.0,330.6000061035156,340.0,150877,2023-05-08
2023-05-15,327.5,327.5,338.8999938964844,323.29998779296875,332.29998779296875,136345,2023-05-15
2023-05-22,318.3500061035156,318.3500061035156,337.3500061035156,311.04998779296875,323.20001220703125,219876,2023-05-22
2023-05-29,423.54998779296875,423.54998779296875,443.8999938964844,313.0,323.95001220703125,6988143,2023-05-29
2023-06-05,385.04998779296875,385.04998779296875,427.95001220703125,384.0,417.70001220703125,1616379,2023-06-05
2023-06-12,365.8500061035156,365.8500061035156,386.0,355.0,380.1000061035156,106375,2023-06-12
2023-06-19,369.45001220703125,369.45001220703125,403.29998779296875,363.20001220703125,366.0,143368,2023-06-19
2023-06-26,367.45001220703125,367.45001220703125,376.0,362.54998779296875,369.45001220703125,42144,2023-06-26
2023-07-03,362.29998779296875,362.29998779296875,374.0,351.3999938964844,351.3999938964844,55714,2023-07-03
2023-07-10,344.0,344.0,364.0,340.0,362.29998779296875,58117,2023-07-10
2023-07-17,339.6499938964844,339.6499938964844,356.0,335.0,341.0,52757,2023-07-17
2023-07-24,335.54998779296875,335.54998779296875,346.0,331.0,346.0,45221,2023-07-24
2023-07-31,333.1499938964844,333.1499938964844,343.75,326.0,336.8999938964844,55746,2023-07-31
2023-08-07,333.95001220703125,333.95001220703125,349.70001220703125,330.54998779296875,333.1499938964844,76228,2023-08-07
2023-08-14,324.8999938964844,324.8999938964844,338.0,315.20001220703125,338.0,47435,2023-08-14
2023-08-21,324.8999938964844,324.8999938964844,334.45001220703125,319.0,321.29998779296875,44567,2023-08-21
2023-08-28,324.0,324.0,329.6000061035156,311.0,325.0,58132,2023-08-28
2023-09-04,342.1000061035156,342.1000061035156,357.0,322.0,325.0,86453,2023-09-04
2023-09-11,361.0,361.0,383.70001220703125,346.0,349.95001220703125,363035,2023-09-11
2023-09-18,344.20001220703125,344.20001220703125,364.95001220703125,341.1000061035156,353.0,73237,2023-09-18
2023-09-25,336.04998779296875,336.04998779296875,349.0,333.0,349.0,78990,2023-09-25
2023-10-02,375.5,375.5,403.25,336.04998779296875,336.04998779296875,2152868,2023-10-02
2023-10-09,351.54998779296875,351.54998779296875,371.0,350.04998779296875,371.0,199862,2023-10-09
2023-10-16,354.95001220703125,354.95001220703125,384.3999938964844,350.95001220703125,351.6000061035156,283969,2023-10-16
2023-10-23,337.6000061035156,337.6000061035156,374.0,325.3999938964844,367.95001220703125,128430,2023-10-23
2023-10-30,359.45001220703125,359.45001220703125,383.75,332.0,337.75,773480,2023-10-30
2023-11-06,354.75,354.75,385.0,351.1499938964844,381.6000061035156,261216,2023-11-06
2023-11-13,361.5,361.5,377.0,355.20001220703125,355.20001220703125,243060,2023-11-13
2023-11-20,354.79998779296875,354.79998779296875,365.0,353.20001220703125,361.95001220703125,161960,2023-11-20
2023-11-27,362.79998779296875,362.79998779296875,371.95001220703125,352.6000061035156,354.79998779296875,242707,2023-11-27
2023-12-04,363.04998779296875,363.04998779296875,375.0,355.1000061035156,365.20001220703125,310215,2023-12-04
2023-12-11,364.25,364.25,385.0,360.0,364.0,389159,2023-12-11
2023-12-18,415.25,415.25,433.29998779296875,364.04998779296875,366.0,4479775,2023-12-18
2023-12-25,427.8999938964844,427.8999938964844,468.79998779296875,415.25,415.25,1990440,2023-12-25
2024-01-01,412.6499938964844,412.6499938964844,440.0,410.0,427.8999938964844,332921,2024-01-01
2024-01-08,411.79998779296875,411.79998779296875,427.0,402.6000061035156,415.6000061035156,252580,2024-01-08
2024-01-15,399.3999938964844,399.3999938964844,418.8999938964844,389.1499938964844,411.79998779296875,156535,2024-01-15
2024-01-22,373.45001220703125,373.45001220703125,399.3999938964844,360.0,399.3999938964844,163824,2024-01-22
2024-01-29,370.8500061035156,370.8500061035156,392.95001220703125,364.54998779296875,377.0,125855,2024-01-29
2024-02-05,351.25,351.25,382.54998779296875,350.0,370.8500061035156,225909,2024-02-05
2024-02-12,349.1000061035156,349.1000061035156,362.95001220703125,335.8500061035156,345.0,118338,2024-02-12
2024-02-19,350.1000061035156,350.1000061035156,360.0,340.0,350.0,91950,2024-02-19
2024-02-26,339.45001220703125,339.45001220703125,353.5,329.29998779296875,351.0,110881,2024-02-26
2024-03-04,320.8999938964844,320.8999938964844,344.75,320.0,344.75,89770,2024-03-04
2024-03-11,311.25,311.25,328.70001220703125,284.25,328.0,166546,2024-03-11
2024-03-18,293.8999938964844,293.8999938964844,319.8500061035156,290.8500061035156,313.8500061035156,133932,2024-03-18
2024-03-25,255.3000030517578,255.3000030517578,297.25,253.5,293.8999938964844,233982,2024-03-25
2024-04-01,293.8500061035156,293.8500061035156,299.3999938964844,261.6499938964844,263.0,217593,2024-04-01
2024-04-08,289.8999938964844,289.8999938964844,298.3500061035156,288.04998779296875,296.0,62083,2024-04-08
2024-04-15,276.25,276.25,288.95001220703125,273.6000061035156,281.29998779296875,149087,2024-04-15
2024-04-22,285.45001220703125,285.45001220703125,302.0,278.6000061035156,278.6000061035156,141302,2024-04-22
2024-04-29,284.1000061035156,284.1000061035156,294.70001220703125,281.79998779296875,289.8999938964844,60627,2024-04-29
2024-05-06,271.0,271.0,294.0,265.6499938964844,284.1000061035156,54867,2024-05-06
2024-05-13,271.6000061035156,271.6000061035156,284.8500061035156,264.95001220703125,272.45001220703125,113023,2024-05-13
2024-05-20,271.0,271.0,279.8999938964844,267.20001220703125,273.20001220703125,75866,2024-05-20
2024-05-27,265.3500061035156,265.3500061035156,296.29998779296875,257.04998779296875,273.54998779296875,393921,2024-05-27
2024-06-03,266.04998779296875,266.04998779296875,279.79998779296875,240.0,270.04998779296875,164791,2024-06-03
2024-06-10,279.8999938964844,279.8999938964844,289.8999938964844,267.0,267.0,147912,2024-06-10
2024-06-17,278.8999938964844,278.8999938964844,283.70001220703125,272.6000061035156,280.3500061035156,94463,2024-06-17
2024-06-24,268.8999938964844,268.8999938964844,282.20001220703125,268.04998779296875,281.6000061035156,95705,2024-06-24
2024-07-01,282.3999938964844,282.3999938964844,290.0,268.04998779296875,270.0,155992,2024-07-01
2024-07-08,275.29998779296875,275.29998779296875,286.0,273.20001220703125,283.95001220703125,76074,2024-07-08
2024-07-15,268.1000061035156,268.1000061035156,282.0,268.0,278.0,58527,2024-07-15
2024-07-22,266.25,266.25,271.79998779296875,262.79998779296875,268.1000061035156,80374,2024-07-22
2024-07-29,270.3500061035156,270.3500061035156,276.70001220703125,266.25,266.45001220703125,98555,2024-07-29
2024-08-05,267.8999938964844,267.8999938964844,274.0,262.0,266.8999938964844,85138,2024-08-05
2024-08-12,262.29998779296875,262.29998779296875,269.6000061035156,260.1499938964844,269.6000061035156,44878,2024-08-12
2024-08-19,307.54998779296875,307.54998779296875,322.0,263.54998779296875,266.70001220703125,606757,2024-08-19
2024-08-26,294.75,294.75,330.0,292.25,308.0,427483,2024-08-26
2024-09-02,333.79998779296875,333.79998779296875,356.70001220703125,290.20001220703125,294.75,1158109,2024-09-02
2024-09-09,336.8999938964844,336.8999938964844,355.0,323.5,333.79998779296875,350698,2024-09-09
2024-09-16,370.3500061035156,370.3500061035156,405.0,328.95001220703125,343.5,1173813,2024-09-16
2024-09-23,365.25,365.25,385.0,358.20001220703125,377.3999938964844,211056,2024-09-23
2024-09-30,318.04998779296875,318.04998779296875,375.0,305.20001220703125,367.04998779296875,156966,2024-09-30
2024-10-07,300.70001220703125,300.70001220703125,333.6499938964844,295.5,322.5,168105,2024-10-07
2024-10-14,303.6499938964844,303.6499938964844,320.20001220703125,289.8999938964844,302.79998779296875,158167,2024-10-14
2024-10-21,276.1000061035156,276.1000061035156,309.95001220703125,268.8500061035156,303.0,164388,2024-10-21
2024-10-28,298.04998779296875,298.04998779296875,303.20001220703125,277.3999938964844,277.3999938964844,57140,2024-10-28
2024-11-04,290.0,290.0,301.0,287.5,301.0,41049,2024-11-04
2024-11-11,271.29998779296875,271.29998779296875,290.79998779296875,264.20001220703125,282.0,45084,2024-11-11
2024-11-18,274.25,274.25,285.45001220703125,270.1000061035156,277.45001220703125,33556,2024-11-18
2024-11-25,283.45001220703125,283.45001220703125,292.6499938964844,275.3500061035156,284.45001220703125,26059,2024-11-25
2024-12-02,292.20001220703125,292.20001220703125,304.8999938964844,281.1499938964844,289.0,95931,2024-12-02
2024-12-09,282.25,282.25,298.70001220703125,278.6000061035156,298.70001220703125,48141,2024-12-09
2024-12-16,282.3999938964844,282.3999938964844,294.70001220703125,276.0,283.6499938964844,60852,2024-12-16
2024-12-23,291.3500061035156,291.3500061035156,296.20001220703125,275.1000061035156,279.79998779296875,40895,2024-12-23
2024-12-30,307.5,307.5,315.6000061035156,279.04998779296875,292.79998779296875,104045,2024-12-30
2025-01-06,380.70001220703125,380.70001220703125,388.0,299.54998779296875,320.95001220703125,2609431,2025-01-06
2025-01-13,408.95001220703125,408.95001220703125,424.0,326.54998779296875,371.04998779296875,2105123,2025-01-13
2025-01-20,342.79998779296875,342.79998779296875,447.5,342.79998779296875,403.79998779296875,688600,2025-01-20
2025-01-27,293.1000061035156,293.1000061035156,325.70001220703125,274.0,325.70001220703125,137803,2025-01-27
2025-02-03,282.5,282.5,298.0,280.0,288.0,42054,2025-02-03
2025-02-10,270.1000061035156,270.1000061035156,287.95001220703125,263.04998779296875,283.0,33504,2025-02-10
2025-02-17,269.75,269.75,277.3999938964844,254.0,263.04998779296875,32147,2025-02-17
2025-02-24,247.39999389648438,247.39999389648438,273.54998779296875,243.89999389648438,269.75,20271,2025-02-24
2025-03-03,243.58999633789062,243.58999633789062,247.5,222.0,247.5,39059,2025-03-03
2025-03-10,229.2100067138672,229.2100067138672,247.0,228.0,243.60000610351562,36503,2025-03-10
2025-03-17,226.42999267578125,226.42999267578125,233.14999389648438,217.74000549316406,230.0,56465,2025-03-17
2025-03-24,211.47999572753906,211.47999572753906,230.89999389648438,206.82000732421875,229.6999969482422,176069,2025-03-24
2025-03-31,217.1999969482422,217.1999969482422,231.88999938964844,211.00999450683594,211.47999572753906,45542,2025-03-31
2025-04-07,214.38999938964844,214.38999938964844,219.14999389648438,203.6199951171875,215.2100067138672,24816,2025-04-07
2025-04-14,248.16000366210938,248.16000366210938,248.16000366210938,214.38999938964844,214.38999938964844,42187,2025-04-14
2025-04-21,241.0,241.0,260.55999755859375,240.8300018310547,260.55999755859375,45922,2025-04-21
2025-04-28,226.4499969482422,226.4499969482422,240.0,226.4499969482422,237.61000061035156,6218,2025-04-28
2025-05-05,242.4499969482422,242.4499969482422,242.4499969482422,222.99000549316406,224.0,103468,2025-05-05
2025-05-12,253.0,253.0,257.1600036621094,242.33999633789062,247.2899932861328,11676,2025-05-12
2025-05-19,246.0,246.0,253.0,245.0,250.0,10669,2025-05-19
2025-05-26,255.52000427246094,255.52000427246094,255.92999267578125,247.10000610351562,250.9199981689453,11003,2025-05-26
2025-06-02,287.1499938964844,287.1499938964844,290.0,250.0,254.9499969482422,67107,2025-06-02
2025-06-09,279.6499938964844,279.6499938964844,303.3500061035156,274.0,290.0,44446,2025-06-09
2025-06-16,268.1000061035156,268.1000061035156,290.0,266.0,282.0,26898,2025-06-16
2025-06-23,284.8999938964844,284.8999938964844,290.0,261.0,266.0,45649,2025-06-23
2025-06-30,286.29998779296875,286.29998779296875,292.0,275.6499938964844,280.0,29787,2025-06-30
2025-07-07,286.6499938964844,286.6499938964844,314.6000061035156,281.5,289.1499938964844,78730,2025-07-07
2025-07-14,284.6499938964844,284.6499938964844,294.95001220703125,283.8999938964844,290.0,31545,2025-07-14
