Date,Adj Close_LEMONTREE.NS,Close_LEMONTREE.NS,High_LEMONTREE.NS,Low_LEMONTREE.NS,Open_LEMONTREE.NS,Volume_LEMONTREE.NS,Date
2020-07-13,24.399999618530273,24.399999618530273,25.850000381469727,23.850000381469727,24.5,4266252,2020-07-13
2020-07-20,24.0,24.0,25.25,23.850000381469727,24.5,6654896,2020-07-20
2020-07-27,23.600000381469727,23.600000381469727,24.299999237060547,23.0,24.200000762939453,4280254,2020-07-27
2020-08-03,23.799999237060547,23.799999237060547,24.25,23.0,23.5,3993572,2020-08-03
2020-08-10,30.700000762939453,30.700000762939453,33.900001525878906,23.649999618530273,23.75,27999174,2020-08-10
2020-08-17,31.350000381469727,31.350000381469727,32.45000076293945,27.799999237060547,29.350000381469727,14655139,2020-08-17
2020-08-24,29.950000762939453,29.950000762939453,32.5,29.549999237060547,32.20000076293945,11137356,2020-08-24
2020-08-31,27.950000762939453,27.950000762939453,31.399999618530273,27.149999618530273,31.399999618530273,7405142,2020-08-31
2020-09-07,28.149999618530273,28.149999618530273,28.450000762939453,25.75,27.549999237060547,4226493,2020-09-07
2020-09-14,28.299999237060547,28.299999237060547,29.549999237060547,28.049999237060547,28.75,4364989,2020-09-14
2020-09-21,27.149999618530273,27.149999618530273,28.450000762939453,25.299999237060547,28.399999618530273,4594860,2020-09-21
2020-09-28,28.399999618530273,28.399999618530273,29.25,27.350000381469727,27.5,4081223,2020-09-28
2020-10-05,27.649999618530273,27.649999618530273,29.100000381469727,27.100000381469727,28.950000762939453,2718066,2020-10-05
2020-10-12,27.450000762939453,27.450000762939453,28.700000762939453,25.950000762939453,27.600000381469727,4444909,2020-10-12
2020-10-19,28.100000381469727,28.100000381469727,28.399999618530273,26.899999618530273,28.0,2315742,2020-10-19
2020-10-26,27.0,27.0,29.450000762939453,26.649999618530273,28.5,3292241,2020-10-26
2020-11-02,27.600000381469727,27.600000381469727,28.0,26.850000381469727,27.399999618530273,3146552,2020-11-02
2020-11-09,30.600000381469727,30.600000381469727,31.450000762939453,27.25,27.700000762939453,13682359,2020-11-09
2020-11-16,33.0,33.0,35.400001525878906,30.5,30.5,18259519,2020-11-16
2020-11-23,33.349998474121094,33.349998474121094,33.900001525878906,30.75,33.0,10309529,2020-11-23
2020-11-30,39.25,39.25,39.900001525878906,33.349998474121094,33.349998474121094,24883366,2020-11-30
2020-12-07,44.400001525878906,44.400001525878906,49.5,39.5,40.599998474121094,21753637,2020-12-07
2020-12-14,41.849998474121094,41.849998474121094,45.45000076293945,39.650001525878906,45.150001525878906,44385035,2020-12-14
2020-12-21,39.5,39.5,43.45000076293945,35.75,43.099998474121094,20279616,2020-12-21
2020-12-28,41.75,41.75,42.70000076293945,39.54999923706055,40.70000076293945,9266837,2020-12-28
2021-01-04,42.79999923706055,42.79999923706055,45.349998474121094,41.79999923706055,43.0,14856344,2021-01-04
2021-01-11,40.79999923706055,40.79999923706055,45.0,40.5,43.04999923706055,6236483,2021-01-11
2021-01-18,40.25,40.25,41.349998474121094,39.79999923706055,40.79999923706055,4693880,2021-01-18
2021-01-25,41.400001525878906,41.400001525878906,41.75,39.20000076293945,40.5,4229684,2021-01-25
2021-02-01,43.0,43.0,43.900001525878906,40.70000076293945,41.400001525878906,8295264,2021-02-01
2021-02-08,41.900001525878906,41.900001525878906,43.45000076293945,41.0,43.45000076293945,4499671,2021-02-08
2021-02-15,41.900001525878906,41.900001525878906,45.45000076293945,41.5,42.45000076293945,12186815,2021-02-15
2021-02-22,40.849998474121094,40.849998474121094,42.099998474121094,39.95000076293945,42.0,7039288,2021-02-22
2021-03-01,43.099998474121094,43.099998474121094,44.849998474121094,40.20000076293945,40.849998474121094,13525536,2021-03-01
2021-03-08,41.04999923706055,41.04999923706055,43.900001525878906,40.70000076293945,43.54999923706055,4698730,2021-03-08
2021-03-15,36.0,36.0,41.400001525878906,34.5,41.400001525878906,7792884,2021-03-15
2021-03-22,36.75,36.75,40.45000076293945,35.349998474121094,36.099998474121094,7594767,2021-03-22
2021-03-29,37.79999923706055,37.79999923706055,38.54999923706055,35.25,36.75,3614434,2021-03-29
2021-04-05,35.0,35.0,37.5,34.849998474121094,37.099998474121094,6945218,2021-04-05
2021-04-12,29.899999618530273,29.899999618530273,34.5,29.549999237060547,34.0,9066634,2021-04-12
2021-04-19,32.0,32.0,32.5,27.0,29.5,8652883,2021-04-19
2021-04-26,35.400001525878906,35.400001525878906,38.0,32.5,32.650001525878906,12964837,2021-04-26
2021-05-03,35.349998474121094,35.349998474121094,36.5,34.099998474121094,35.29999923706055,3142809,2021-05-03
2021-05-10,38.29999923706055,38.29999923706055,38.95000076293945,35.20000076293945,35.54999923706055,7114093,2021-05-10
2021-05-17,40.349998474121094,40.349998474121094,42.5,38.0,38.400001525878906,13699669,2021-05-17
2021-05-24,41.650001525878906,41.650001525878906,43.0,40.54999923706055,40.75,25811834,2021-05-24
2021-05-31,44.45000076293945,44.45000076293945,45.0,41.099998474121094,42.0,23731497,2021-05-31
2021-06-07,42.900001525878906,42.900001525878906,46.54999923706055,41.5,44.900001525878906,19715385,2021-06-07
2021-06-14,41.400001525878906,41.400001525878906,43.25,40.0,43.099998474121094,16606195,2021-06-14
2021-06-21,41.349998474121094,41.349998474121094,44.20000076293945,40.45000076293945,40.849998474121094,25833092,2021-06-21
2021-06-28,41.75,41.75,43.75,41.20000076293945,41.79999923706055,13540415,2021-06-28
2021-07-05,43.79999923706055,43.79999923706055,47.150001525878906,41.400001525878906,41.79999923706055,38856923,2021-07-05
2021-07-12,42.099998474121094,42.099998474121094,44.400001525878906,41.5,44.20000076293945,14447713,2021-07-12
2021-07-19,40.54999923706055,40.54999923706055,42.650001525878906,40.099998474121094,41.5,9651768,2021-07-19
2021-07-26,41.20000076293945,41.20000076293945,42.650001525878906,39.650001525878906,40.75,15193561,2021-07-26
2021-08-02,40.650001525878906,40.650001525878906,42.54999923706055,40.150001525878906,41.04999923706055,10246168,2021-08-02
2021-08-09,39.95000076293945,39.95000076293945,42.0,36.0,41.0,15282982,2021-08-09
2021-08-16,39.0,39.0,40.5,38.349998474121094,40.5,6222918,2021-08-16
2021-08-23,38.349998474121094,38.349998474121094,39.900001525878906,37.099998474121094,39.79999923706055,6728337,2021-08-23
2021-08-30,39.25,39.25,39.849998474121094,37.29999923706055,38.650001525878906,6083779,2021-08-30
2021-09-06,39.900001525878906,39.900001525878906,41.29999923706055,38.5,39.5,7700686,2021-09-06
2021-09-13,40.29999923706055,40.29999923706055,41.79999923706055,39.29999923706055,40.45000076293945,11532227,2021-09-13
2021-09-20,41.0,41.0,43.95000076293945,38.70000076293945,39.849998474121094,58109366,2021-09-20
2021-09-27,45.599998474121094,45.599998474121094,47.29999923706055,41.20000076293945,41.400001525878906,64332822,2021-09-27
2021-10-04,54.79999923706055,54.79999923706055,56.20000076293945,44.79999923706055,45.849998474121094,96747551,2021-10-04
2021-10-11,54.900001525878906,54.900001525878906,57.54999923706055,53.5,55.20000076293945,44463383,2021-10-11
2021-10-18,51.25,51.25,55.79999923706055,49.25,55.45000076293945,27434403,2021-10-18
2021-10-25,54.5,54.5,55.5,49.0,51.70000076293945,25159435,2021-10-25
2021-11-01,57.349998474121094,57.349998474121094,58.70000076293945,54.5,54.599998474121094,20916568,2021-11-01
2021-11-08,54.650001525878906,54.650001525878906,57.70000076293945,54.099998474121094,57.70000076293945,14946373,2021-11-08
2021-11-15,55.150001525878906,55.150001525878906,59.900001525878906,53.79999923706055,55.20000076293945,29802162,2021-11-15
2021-11-22,46.650001525878906,46.650001525878906,55.349998474121094,46.04999923706055,55.349998474121094,22784309,2021-11-22
2021-11-29,48.349998474121094,48.349998474121094,49.70000076293945,42.099998474121094,45.5,32146008,2021-11-29
2021-12-06,50.20000076293945,50.20000076293945,50.650001525878906,44.650001525878906,48.20000076293945,22131630,2021-12-06
2021-12-13,46.04999923706055,46.04999923706055,51.25,45.0,50.900001525878906,12736762,2021-12-13
2021-12-20,44.95000076293945,44.95000076293945,47.0,43.25,45.599998474121094,8336897,2021-12-20
2021-12-27,46.599998474121094,46.599998474121094,46.900001525878906,43.54999923706055,44.0,6441068,2021-12-27
2022-01-03,47.79999923706055,47.79999923706055,53.099998474121094,46.099998474121094,46.29999923706055,20562706,2022-01-03
2022-01-10,50.0,50.0,50.79999923706055,47.5,48.29999923706055,13981404,2022-01-10
2022-01-17,48.400001525878906,48.400001525878906,50.75,47.099998474121094,50.0,8316692,2022-01-17
2022-01-24,48.400001525878906,48.400001525878906,49.0,45.25,48.900001525878906,7438180,2022-01-24
2022-01-31,50.45000076293945,50.45000076293945,54.75,49.0,50.099998474121094,40793314,2022-01-31
2022-02-07,48.25,48.25,52.29999923706055,47.849998474121094,50.400001525878906,15114589,2022-02-07
2022-02-14,50.849998474121094,50.849998474121094,54.29999923706055,46.650001525878906,47.599998474121094,35260274,2022-02-14
2022-02-21,49.650001525878906,49.650001525878906,54.099998474121094,45.29999923706055,50.5,34302308,2022-02-21
2022-02-28,52.45000076293945,52.45000076293945,54.95000076293945,48.5,49.650001525878906,24100733,2022-02-28
2022-03-07,55.400001525878906,55.400001525878906,61.20000076293945,50.599998474121094,51.0,69429451,2022-03-07
2022-03-14,55.20000076293945,55.20000076293945,56.95000076293945,53.5,55.900001525878906,15471038,2022-03-14
2022-03-21,60.900001525878906,60.900001525878906,61.900001525878906,52.45000076293945,55.75,48085148,2022-03-21
2022-03-28,63.95000076293945,63.95000076293945,71.25,62.099998474121094,62.099998474121094,130102688,2022-03-28
2022-04-04,66.69999694824219,66.69999694824219,68.44999694824219,62.5,64.5999984741211,39046635,2022-04-04
2022-04-11,68.30000305175781,68.30000305175781,71.44999694824219,65.0,67.0,33458572,2022-04-11
2022-04-18,65.30000305175781,65.30000305175781,68.5,63.0,68.5,29582781,2022-04-18
2022-04-25,66.4000015258789,66.4000015258789,68.44999694824219,63.400001525878906,65.0,24579812,2022-04-25
2022-05-02,63.150001525878906,63.150001525878906,67.8499984741211,62.54999923706055,65.69999694824219,20578026,2022-05-02
2022-05-09,60.45000076293945,60.45000076293945,63.150001525878906,57.0,63.150001525878906,19365138,2022-05-09
2022-05-16,62.70000076293945,62.70000076293945,63.650001525878906,59.54999923706055,60.45000076293945,14585411,2022-05-16
2022-05-23,59.150001525878906,59.150001525878906,65.30000305175781,58.150001525878906,62.70000076293945,15677915,2022-05-23
2022-05-30,68.55000305175781,68.55000305175781,71.44999694824219,57.20000076293945,59.0,40877978,2022-05-30
2022-06-06,65.5999984741211,65.5999984741211,69.0,64.80000305175781,68.0,11720907,2022-06-06
2022-06-13,62.0,62.0,65.0999984741211,60.150001525878906,65.0999984741211,10002184,2022-06-13
2022-06-20,62.70000076293945,62.70000076293945,63.650001525878906,58.29999923706055,62.0,9658584,2022-06-20
2022-06-27,60.79999923706055,60.79999923706055,63.400001525878906,60.099998474121094,63.400001525878906,6669260,2022-06-27
2022-07-04,65.8499984741211,65.8499984741211,66.80000305175781,60.79999923706055,61.25,13695488,2022-07-04
2022-07-11,64.3499984741211,64.3499984741211,67.5,63.29999923706055,65.69999694824219,10908535,2022-07-11
2022-07-18,65.5999984741211,65.5999984741211,67.0,63.650001525878906,65.0,10848212,2022-07-18
2022-07-25,65.94999694824219,65.94999694824219,69.0999984741211,64.19999694824219,65.94999694824219,15271505,2022-07-25
2022-08-01,72.8499984741211,72.8499984741211,74.55000305175781,64.6500015258789,66.69999694824219,59427345,2022-08-01
2022-08-08,74.80000305175781,74.80000305175781,79.0999984741211,73.5999984741211,73.9000015258789,37799781,2022-08-08
2022-08-15,70.6500015258789,70.6500015258789,75.75,70.25,74.80000305175781,26279822,2022-08-15
2022-08-22,69.1500015258789,69.1500015258789,71.30000305175781,66.8499984741211,70.05000305175781,43248159,2022-08-22
2022-08-29,72.0,72.0,73.5,66.4000015258789,67.0999984741211,31978593,2022-08-29
2022-09-05,80.05000305175781,80.05000305175781,80.9000015258789,72.0,72.5999984741211,47288193,2022-09-05
2022-09-12,81.69999694824219,81.69999694824219,88.5,79.80000305175781,80.8499984741211,55955236,2022-09-12
2022-09-19,85.94999694824219,85.94999694824219,88.4000015258789,80.69999694824219,81.69999694824219,33910279,2022-09-19
2022-09-26,86.80000305175781,86.80000305175781,87.3499984741211,80.19999694824219,84.0,36402951,2022-09-26
2022-10-03,92.80000305175781,92.80000305175781,93.44999694824219,86.1500015258789,86.80000305175781,33958093,2022-10-03
2022-10-10,83.19999694824219,83.19999694824219,91.75,82.80000305175781,91.44999694824219,19816040,2022-10-10
2022-10-17,83.80000305175781,83.80000305175781,87.19999694824219,82.5,83.0,13601240,2022-10-17
2022-10-24,83.05000305175781,83.05000305175781,86.5999984741211,82.05000305175781,85.44999694824219,10314212,2022-10-24
2022-10-31,93.30000305175781,93.30000305175781,95.0,82.80000305175781,83.5,26214239,2022-10-31
2022-11-07,91.25,91.25,96.69999694824219,88.25,93.9000015258789,26259410,2022-11-07
2022-11-14,95.6500015258789,95.6500015258789,96.80000305175781,87.69999694824219,90.0,28316759,2022-11-14
2022-11-21,93.4000015258789,93.4000015258789,96.5999984741211,89.5999984741211,95.80000305175781,17351166,2022-11-21
2022-11-28,99.05000305175781,99.05000305175781,103.4000015258789,92.80000305175781,94.25,40793332,2022-11-28
2022-12-05,92.3499984741211,92.3499984741211,101.5,91.0999984741211,99.5,20364001,2022-12-05
2022-12-12,85.94999694824219,85.94999694824219,93.25,85.0,92.69999694824219,21030940,2022-12-12
2022-12-19,72.05000305175781,72.05000305175781,86.6500015258789,70.19999694824219,85.94999694824219,40290804,2022-12-19
2022-12-26,85.6500015258789,85.6500015258789,86.4000015258789,71.5,72.1500015258789,27184265,2022-12-26
2023-01-02,77.6500015258789,77.6500015258789,86.25,76.5,86.0,12454516,2023-01-02
2023-01-09,79.6500015258789,79.6500015258789,80.05000305175781,75.5,78.25,14864213,2023-01-09
2023-01-16,74.0999984741211,74.0999984741211,81.6500015258789,73.8499984741211,79.9000015258789,13180015,2023-01-16
2023-01-23,72.8499984741211,72.8499984741211,76.1500015258789,71.94999694824219,74.55000305175781,10774902,2023-01-23
2023-01-30,75.4000015258789,75.4000015258789,82.94999694824219,72.75,73.25,31834038,2023-01-30
2023-02-06,77.0,77.0,79.5,75.05000305175781,75.5,16111158,2023-02-06
2023-02-13,78.9000015258789,78.9000015258789,80.0,76.44999694824219,77.1500015258789,20770681,2023-02-13
2023-02-20,73.9000015258789,73.9000015258789,79.0999984741211,72.5,79.0,9870621,2023-02-20
2023-02-27,78.4000015258789,78.4000015258789,80.75,72.9000015258789,74.5,16690369,2023-02-27
2023-03-06,79.3499984741211,79.3499984741211,82.44999694824219,76.05000305175781,79.0999984741211,14758471,2023-03-06
2023-03-13,77.9000015258789,77.9000015258789,80.0,74.9000015258789,79.55000305175781,17744856,2023-03-13
2023-03-20,73.5999984741211,73.5999984741211,78.94999694824219,73.5,77.9000015258789,6794021,2023-03-20
2023-03-27,77.25,77.25,79.4000015258789,72.80000305175781,74.94999694824219,19707467,2023-03-27
2023-04-03,77.44999694824219,77.44999694824219,79.1500015258789,76.5999984741211,77.80000305175781,9824634,2023-04-03
2023-04-10,77.0999984741211,77.0999984741211,78.30000305175781,75.1500015258789,77.5999984741211,19341852,2023-04-10
