Date,Adj Close_JPOLYINVST.NS,Close_JPOLYINVST.NS,High_JPOLYINVST.NS,Low_JPOLYINVST.NS,Open_JPOLYINVST.NS,Volume_JPOLYINVST.NS,Date
2020-07-13,13.800000190734863,13.800000190734863,15.25,13.75,15.199999809265137,3742,2020-07-13
2020-07-20,14.699999809265137,14.699999809265137,14.75,13.199999809265137,14.449999809265137,3239,2020-07-20
2020-07-27,12.75,12.75,14.5,12.75,14.050000190734863,3814,2020-07-27
2020-08-03,13.050000190734863,13.050000190734863,14.0,12.149999618530273,13.350000381469727,2758,2020-08-03
2020-08-10,15.199999809265137,15.199999809265137,15.199999809265137,13.699999809265137,13.699999809265137,6073,2020-08-10
2020-08-17,17.299999237060547,17.299999237060547,17.299999237060547,14.350000381469727,14.800000190734863,9360,2020-08-17
2020-08-24,17.299999237060547,17.299999237060547,19.0,16.549999237060547,17.350000381469727,10749,2020-08-24
2020-08-31,17.049999237060547,17.049999237060547,18.0,15.649999618530273,16.5,6667,2020-08-31
2020-09-07,14.850000381469727,14.850000381469727,17.899999618530273,14.050000190734863,17.850000381469727,6142,2020-09-07
2020-09-14,14.199999809265137,14.199999809265137,15.449999809265137,14.0,15.0,2770,2020-09-14
2020-09-21,13.899999618530273,13.899999618530273,14.800000190734863,13.300000190734863,14.199999809265137,4115,2020-09-21
2020-09-28,14.0,14.0,14.100000381469727,12.899999618530273,13.899999618530273,1314,2020-09-28
2020-10-05,12.399999618530273,12.399999618530273,14.0,11.399999618530273,14.0,17139,2020-10-05
2020-10-12,11.75,11.75,13.5,11.100000381469727,12.399999618530273,14191,2020-10-12
2020-10-19,12.5,12.5,13.300000190734863,11.300000190734863,11.300000190734863,10838,2020-10-19
2020-10-26,11.050000190734863,11.050000190734863,12.600000381469727,11.0,12.050000190734863,5340,2020-10-26
2020-11-02,12.850000381469727,12.850000381469727,12.850000381469727,10.449999809265137,10.649999618530273,4204,2020-11-02
2020-11-09,12.300000190734863,12.300000190734863,13.75,12.0,13.449999809265137,10135,2020-11-09
2020-11-16,14.100000381469727,14.100000381469727,14.149999618530273,12.050000190734863,12.199999809265137,8921,2020-11-16
2020-11-23,13.649999618530273,13.649999618530273,14.899999618530273,13.199999809265137,14.699999809265137,4750,2020-11-23
2020-11-30,15.399999618530273,15.399999618530273,15.449999809265137,13.0,13.649999618530273,17155,2020-11-30
2020-12-07,19.25,19.25,19.649999618530273,15.449999809265137,16.899999618530273,36415,2020-12-07
2020-12-14,18.950000762939453,18.950000762939453,20.200000762939453,17.350000381469727,20.200000762939453,22781,2020-12-14
2020-12-21,18.25,18.25,18.799999237060547,16.899999618530273,18.049999237060547,8893,2020-12-21
