Date,Adj Close_JUSTDIAL.NS,Close_JUSTDIAL.NS,High_JUSTDIAL.NS,Low_JUSTDIAL.NS,Open_JUSTDIAL.NS,Volume_JUSTDIAL.NS,Date
2020-07-13,374.0,374.0,384.8500061035156,369.20001220703125,375.0,4764024,2020-07-13
2020-07-20,369.8500061035156,369.8500061035156,386.6499938964844,363.25,375.8999938964844,9545871,2020-07-20
2020-07-27,366.75,366.75,377.8999938964844,354.0,370.04998779296875,8308428,2020-07-27
2020-08-03,379.75,379.75,393.6499938964844,365.0,369.5,5460730,2020-08-03
2020-08-10,387.45001220703125,387.45001220703125,400.5,377.0,380.0,4985693,2020-08-10
2020-08-17,393.3500061035156,393.3500061035156,414.79998779296875,381.1000061035156,389.79998779296875,5377761,2020-08-17
2020-08-24,375.95001220703125,375.95001220703125,397.1499938964844,373.0,390.25,4224052,2020-08-24
2020-08-31,389.79998779296875,389.79998779296875,396.5,357.1000061035156,379.6499938964844,5377781,2020-08-31
2020-09-07,373.45001220703125,373.45001220703125,395.0,359.0,391.45001220703125,4218375,2020-09-07
2020-09-14,378.8500061035156,378.8500061035156,399.29998779296875,375.04998779296875,375.04998779296875,5426594,2020-09-14
2020-09-21,371.04998779296875,371.04998779296875,385.0,332.29998779296875,378.70001220703125,6534096,2020-09-21
2020-09-28,394.29998779296875,394.29998779296875,396.3999938964844,362.0,372.1000061035156,4749183,2020-09-28
2020-10-05,415.6499938964844,415.6499938964844,448.0,367.0,397.0,18266289,2020-10-05
2020-10-12,486.3500061035156,486.3500061035156,512.75,404.0,407.0,27472426,2020-10-12
2020-10-19,584.0499877929688,584.0499877929688,632.4500122070312,473.6000061035156,474.95001220703125,41721706,2020-10-19
2020-10-26,652.2999877929688,652.2999877929688,717.6500244140625,576.0999755859375,584.0,31903258,2020-10-26
2020-11-02,585.7000122070312,585.7000122070312,646.0,582.0,636.0,12372886,2020-11-02
2020-11-09,622.4500122070312,622.4500122070312,646.0,568.0,589.7000122070312,11284503,2020-11-09
2020-11-16,617.7000122070312,617.7000122070312,656.0,605.0999755859375,625.2999877929688,5548298,2020-11-16
2020-11-23,606.8499755859375,606.8499755859375,640.0,602.1500244140625,622.2999877929688,2788322,2020-11-23
2020-11-30,598.5499877929688,598.5499877929688,612.5,594.25,606.8499755859375,2217140,2020-11-30
2020-12-07,608.25,608.25,649.0,601.5,605.0,4614156,2020-12-07
2020-12-14,652.6500244140625,652.6500244140625,679.4500122070312,607.0,615.9000244140625,8859429,2020-12-14
2020-12-21,617.0499877929688,617.0499877929688,666.0,570.0,650.7000122070312,5576303,2020-12-21
2020-12-28,648.5499877929688,648.5499877929688,663.0,605.9000244140625,622.0,7210247,2020-12-28
2021-01-04,736.2999877929688,736.2999877929688,765.8499755859375,647.9500122070312,648.25,17577832,2021-01-04
2021-01-11,687.4000244140625,687.4000244140625,766.0,678.0,740.0,6779181,2021-01-11
2021-01-18,666.0499877929688,666.0499877929688,714.3499755859375,655.5,686.0999755859375,7824593,2021-01-18
2021-01-25,600.9000244140625,600.9000244140625,672.6500244140625,590.25,672.5,4952136,2021-01-25
2021-02-01,614.9000244140625,614.9000244140625,648.0,562.5,592.0,4951038,2021-02-01
2021-02-08,674.5999755859375,674.5999755859375,686.0,619.0499877929688,621.9500122070312,9132983,2021-02-08
2021-02-15,636.5,636.5,703.9500122070312,632.1500244140625,680.0,5788405,2021-02-15
2021-02-22,714.4500122070312,714.4500122070312,833.8499755859375,605.0999755859375,639.4000244140625,35250129,2021-02-22
2021-03-01,876.3499755859375,876.3499755859375,1047.699951171875,726.4000244140625,740.0,38484192,2021-03-01
2021-03-08,964.6500244140625,964.6500244140625,1026.0,920.0499877929688,926.0,9960165,2021-03-08
2021-03-15,906.75,906.75,972.7000122070312,783.4000244140625,965.0,9498773,2021-03-15
2021-03-22,860.7999877929688,860.7999877929688,942.5,840.0499877929688,916.0,9379070,2021-03-22
2021-03-29,902.9000244140625,902.9000244140625,914.0,858.25,860.7999877929688,3060748,2021-03-29
2021-04-05,955.4500122070312,955.4500122070312,993.9000244140625,846.2999877929688,899.4000244140625,15004112,2021-04-05
2021-04-12,862.2000122070312,862.2000122070312,925.0,850.1500244140625,925.0,5655452,2021-04-12
2021-04-19,862.5,862.5,894.0,820.0,822.0,5225031,2021-04-19
2021-04-26,877.5999755859375,877.5999755859375,915.0,861.0,874.0,5641276,2021-04-26
2021-05-03,808.9000244140625,808.9000244140625,886.9500122070312,806.0,877.0,4374275,2021-05-03
2021-05-10,781.0499877929688,781.0499877929688,837.4000244140625,771.0999755859375,815.0,4135105,2021-05-10
2021-05-17,798.9000244140625,798.9000244140625,842.0,722.3499755859375,743.0,22221143,2021-05-17
2021-05-24,922.0499877929688,922.0499877929688,941.5499877929688,781.1500244140625,798.0,31152044,2021-05-24
2021-05-31,952.75,952.75,970.0,901.0499877929688,919.2999877929688,19722669,2021-05-31
2021-06-07,966.5499877929688,966.5499877929688,1019.7999877929688,915.0,968.0,18758058,2021-06-07
2021-06-14,1026.050048828125,1026.050048828125,1109.0,922.0,971.0,34569539,2021-06-14
2021-06-21,992.25,992.25,1061.0,986.2999877929688,1000.0,10137688,2021-06-21
2021-06-28,1000.4000244140625,1000.4000244140625,1027.699951171875,952.25,997.0,9266227,2021-06-28
2021-07-05,1111.3499755859375,1111.3499755859375,1124.0,990.2000122070312,1006.4500122070312,25876936,2021-07-05
2021-07-12,1072.699951171875,1072.699951171875,1138.0,1056.699951171875,1114.800048828125,29388149,2021-07-12
2021-07-19,969.5499877929688,969.5499877929688,1072.5,963.0999755859375,1072.5,18701587,2021-07-19
2021-07-26,964.1500244140625,964.1500244140625,982.0,945.0,969.5,8166501,2021-07-26
2021-08-02,962.8499755859375,962.8499755859375,982.9000244140625,960.0999755859375,970.0,4524928,2021-08-02
2021-08-09,957.0499877929688,957.0499877929688,979.0,954.0499877929688,963.9500122070312,3373123,2021-08-09
2021-08-16,958.5499877929688,958.5499877929688,974.7999877929688,956.0,959.7000122070312,2625631,2021-08-16
2021-08-23,951.3499755859375,951.3499755859375,974.0,941.0999755859375,963.0,3158099,2021-08-23
2021-08-30,992.4500122070312,992.4500122070312,1007.9000244140625,951.0499877929688,955.1500244140625,5688292,2021-08-30
2021-09-06,993.9000244140625,993.9000244140625,1008.0,981.0,996.4000244140625,2239841,2021-09-06
2021-09-13,984.3499755859375,984.3499755859375,994.4000244140625,982.2000122070312,994.4000244140625,2371639,2021-09-13
2021-09-20,989.4500122070312,989.4500122070312,991.5,975.5999755859375,980.2000122070312,1702890,2021-09-20
2021-09-27,989.9500122070312,989.9500122070312,1009.9000244140625,984.1500244140625,990.0,5006377,2021-09-27
2021-10-04,1000.25,1000.25,1051.0,976.3499755859375,991.9000244140625,5481286,2021-10-04
2021-10-11,935.0499877929688,935.0499877929688,1009.9500122070312,927.0,1004.0,2452300,2021-10-11
2021-10-18,821.1500244140625,821.1500244140625,941.9500122070312,798.0499877929688,934.0,3510070,2021-10-18
2021-10-25,797.5499877929688,797.5499877929688,845.0,783.0,834.9000244140625,1636289,2021-10-25
2021-11-01,794.7000122070312,794.7000122070312,804.0,770.0,800.0,973958,2021-11-01
2021-11-08,785.5499877929688,785.5499877929688,796.5499877929688,757.0,795.0,2386534,2021-11-08
2021-11-15,714.7999877929688,714.7999877929688,790.0,711.0,788.0,1336776,2021-11-15
2021-11-22,703.7999877929688,703.7999877929688,754.0,686.2000122070312,710.3499755859375,3011824,2021-11-22
2021-11-29,710.75,710.75,718.2000122070312,644.5499877929688,691.0,4428299,2021-11-29
2021-12-06,837.5999755859375,837.5999755859375,897.4000244140625,702.0,711.9000244140625,15810562,2021-12-06
2021-12-13,799.7000122070312,799.7000122070312,885.0,795.0999755859375,841.4000244140625,7993470,2021-12-13
2021-12-20,799.0,799.0,837.4500122070312,749.3499755859375,785.8499755859375,4290794,2021-12-20
2021-12-27,817.0499877929688,817.0499877929688,833.0,781.0,797.7999877929688,2513900,2021-12-27
2022-01-03,808.6500244140625,808.6500244140625,834.9500122070312,788.0,817.0,2710605,2022-01-03
2022-01-10,880.5499877929688,880.5499877929688,911.9000244140625,800.4500122070312,808.6500244140625,10587759,2022-01-10
2022-01-17,936.3499755859375,936.3499755859375,957.5499877929688,790.0,880.5499877929688,21426520,2022-01-17
2022-01-24,897.0,897.0,937.0,820.0999755859375,922.0,8270254,2022-01-24
2022-01-31,891.5999755859375,891.5999755859375,927.7999877929688,882.2000122070312,905.0,3336261,2022-01-31
2022-02-07,848.5999755859375,848.5999755859375,905.5999755859375,842.0999755859375,894.0,1740840,2022-02-07
2022-02-14,800.5999755859375,800.5999755859375,850.0,782.5999755859375,829.9000244140625,2306682,2022-02-14
2022-02-21,760.2000122070312,760.2000122070312,808.0,682.0,800.0,2675781,2022-02-21
2022-02-28,741.4000244140625,741.4000244140625,781.7000122070312,735.4500122070312,754.0,1616406,2022-02-28
2022-03-07,767.5,767.5,788.0,705.4000244140625,715.0,2022982,2022-03-07
2022-03-14,771.0999755859375,771.0999755859375,789.5,733.8499755859375,769.4000244140625,1507755,2022-03-14
2022-03-21,741.2999877929688,741.2999877929688,783.5499877929688,731.0,778.7000122070312,1221168,2022-03-21
2022-03-28,757.7000122070312,757.7000122070312,763.9000244140625,708.0,747.0,2844148,2022-03-28
2022-04-04,793.2999877929688,793.2999877929688,825.0,753.0999755859375,760.0,3909713,2022-04-04
2022-04-11,912.5999755859375,912.5999755859375,945.0,794.0,794.0,12764804,2022-04-11
2022-04-18,891.75,891.75,940.0,852.0,892.5,6186758,2022-04-18
2022-04-25,859.0,859.0,938.0,833.0499877929688,876.0,6681372,2022-04-25
2022-05-02,751.4500122070312,751.4500122070312,844.75,743.2000122070312,842.0,3012180,2022-05-02
2022-05-09,674.2999877929688,674.2999877929688,746.5,650.2999877929688,742.0,2991694,2022-05-09
2022-05-16,696.1500244140625,696.1500244140625,726.5,665.5,678.0499877929688,2013238,2022-05-16
2022-05-23,680.5499877929688,680.5499877929688,701.0,644.5499877929688,698.7000122070312,1484452,2022-05-23
2022-05-30,650.9000244140625,650.9000244140625,700.0,645.0,697.7000122070312,1743563,2022-05-30
