Date,Adj Close_JUSTDIAL.NS,Close_JUSTDIAL.NS,High_JUSTDIAL.NS,Low_JUSTDIAL.NS,Open_JUSTDIAL.NS,Volume_JUSTDIAL.NS,Date
2022-06-06,619.7999877929688,619.7999877929688,649.7000122070312,609.5499877929688,649.0499877929688,1373687,2022-06-06
2022-06-13,557.6500244140625,557.6500244140625,609.7999877929688,556.0,606.7000122070312,1312017,2022-06-13
2022-06-20,565.0999755859375,565.0999755859375,574.0,520.0,553.0,1333278,2022-06-20
2022-06-27,560.5999755859375,560.5999755859375,596.9500122070312,551.0499877929688,567.5,1724322,2022-06-27
2022-07-04,580.4000244140625,580.4000244140625,590.75,555.5,560.0,1159719,2022-07-04
2022-07-11,577.25,577.25,591.0499877929688,560.0,578.0,1100703,2022-07-11
2022-07-18,591.1500244140625,591.1500244140625,607.5499877929688,552.0999755859375,566.1500244140625,3005461,2022-07-18
2022-07-25,581.25,581.25,596.0,556.0999755859375,590.4000244140625,1692676,2022-07-25
2022-08-01,598.0,598.0,624.75,570.0,583.4500122070312,3196770,2022-08-01
2022-08-08,592.5,592.5,606.0,582.0499877929688,598.0,981195,2022-08-08
2022-08-15,599.5499877929688,599.5499877929688,618.4000244140625,591.5999755859375,592.5,1980756,2022-08-15
2022-08-22,610.7999877929688,610.7999877929688,615.9500122070312,568.0,592.2000122070312,2750477,2022-08-22
2022-08-29,605.9000244140625,605.9000244140625,634.9000244140625,585.2000122070312,589.0,2811530,2022-08-29
2022-09-05,607.0499877929688,607.0499877929688,638.4000244140625,598.0499877929688,604.0,2649828,2022-09-05
2022-09-12,580.4500122070312,580.4500122070312,613.5499877929688,577.0,609.4000244140625,1101631,2022-09-12
2022-09-19,565.25,565.25,587.4000244140625,560.0,582.4000244140625,892620,2022-09-19
2022-09-26,568.9500122070312,568.9500122070312,572.9000244140625,535.2000122070312,561.7000122070312,853353,2022-09-26
2022-10-03,575.1500244140625,575.1500244140625,598.0,556.9500122070312,568.9500122070312,770519,2022-10-03
2022-10-10,569.9000244140625,569.9000244140625,577.7000122070312,553.9500122070312,567.7000122070312,620269,2022-10-10
2022-10-17,601.7000122070312,601.7000122070312,617.0,580.5999755859375,585.0,3827390,2022-10-17
2022-10-24,598.4500122070312,598.4500122070312,609.9000244140625,594.5,607.2999877929688,859533,2022-10-24
2022-10-31,649.75,649.75,656.5,600.5,601.4500122070312,3066797,2022-10-31
2022-11-07,608.7000122070312,608.7000122070312,648.0,600.0,648.0,704627,2022-11-07
2022-11-14,600.7000122070312,600.7000122070312,621.0,593.0,609.5,739816,2022-11-14
2022-11-21,588.4000244140625,588.4000244140625,605.5,584.4500122070312,601.4000244140625,511218,2022-11-21
2022-11-28,597.5,597.5,607.7000122070312,585.5499877929688,587.2999877929688,696587,2022-11-28
2022-12-05,574.7000122070312,574.7000122070312,598.7999877929688,572.0,593.0,657765,2022-12-05
2022-12-12,594.0499877929688,594.0499877929688,609.4500122070312,563.7999877929688,572.0499877929688,1569613,2022-12-12
2022-12-19,572.0999755859375,572.0999755859375,629.0,568.25,597.0,2594009,2022-12-19
2022-12-26,600.9000244140625,600.9000244140625,604.9500122070312,571.0,575.0,644407,2022-12-26
2023-01-02,591.3499755859375,591.3499755859375,605.0,587.0,600.9000244140625,433758,2023-01-02
2023-01-09,585.75,585.75,598.9000244140625,581.0,593.0499877929688,357030,2023-01-09
2023-01-16,656.9500122070312,656.9500122070312,685.0,622.2000122070312,630.0,7129721,2023-01-16
2023-01-23,617.6500244140625,617.6500244140625,662.6500244140625,598.0,660.0,602792,2023-01-23
2023-01-30,622.4000244140625,622.4000244140625,644.0,602.0999755859375,605.0999755859375,713037,2023-01-30
2023-02-06,627.5,627.5,647.25,618.6500244140625,620.0,645386,2023-02-06
2023-02-13,634.7000122070312,634.7000122070312,647.1500244140625,626.0499877929688,627.5,760614,2023-02-13
2023-02-20,592.0499877929688,592.0499877929688,635.9500122070312,580.25,630.0,756740,2023-02-20
2023-02-27,590.75,590.75,605.0999755859375,570.2000122070312,588.0999755859375,660597,2023-02-27
2023-03-06,599.0,599.0,616.3499755859375,587.2000122070312,594.0,716604,2023-03-06
2023-03-13,578.5499877929688,578.5499877929688,604.0,565.0,595.0,981837,2023-03-13
2023-03-20,588.1500244140625,588.1500244140625,617.0,565.4000244140625,583.0,1013605,2023-03-20
2023-03-27,595.2000122070312,595.2000122070312,600.0,572.0,591.0999755859375,734736,2023-03-27
2023-04-03,604.0999755859375,604.0999755859375,608.9500122070312,581.8499755859375,598.0,549290,2023-04-03
2023-04-10,642.0999755859375,642.0999755859375,647.0,604.1500244140625,604.1500244140625,871767,2023-04-10
2023-04-17,673.1500244140625,673.1500244140625,698.0,638.9000244140625,647.0,5246474,2023-04-17
2023-04-24,675.0,675.0,697.0,661.5,682.7000122070312,1486983,2023-04-24
2023-05-01,666.7999877929688,666.7999877929688,706.5,662.2000122070312,675.0,1311937,2023-05-01
2023-05-08,705.5999755859375,705.5999755859375,717.7000122070312,657.0499877929688,666.75,1510794,2023-05-08
2023-05-15,695.0499877929688,695.0499877929688,710.0,682.7999877929688,706.3499755859375,990320,2023-05-15
2023-05-22,705.0999755859375,705.0999755859375,725.0,672.9500122070312,687.0999755859375,859644,2023-05-22
2023-05-29,720.5999755859375,720.5999755859375,724.7000122070312,681.0499877929688,712.7000122070312,1167672,2023-05-29
2023-06-05,751.0,751.0,772.5,709.0,721.0,3364773,2023-06-05
2023-06-12,769.0999755859375,769.0999755859375,793.4500122070312,748.75,753.5,2002094,2023-06-12
2023-06-19,732.9000244140625,732.9000244140625,788.9000244140625,731.0,770.0,1173995,2023-06-19
2023-06-26,738.7000122070312,738.7000122070312,777.9000244140625,729.5999755859375,733.4000244140625,947004,2023-06-26
2023-07-03,739.3499755859375,739.3499755859375,756.7999877929688,725.7999877929688,738.7000122070312,527959,2023-07-03
2023-07-10,833.3499755859375,833.3499755859375,850.0,726.25,740.0,5035956,2023-07-10
2023-07-17,796.3499755859375,796.3499755859375,879.0,788.7999877929688,868.0,4123935,2023-07-17
2023-07-24,780.5,780.5,806.9500122070312,770.0,799.0,694860,2023-07-24
2023-07-31,778.2000122070312,778.2000122070312,794.0,756.0,782.0,745479,2023-07-31
2023-08-07,770.3499755859375,770.3499755859375,797.7000122070312,769.0,780.0,421244,2023-08-07
2023-08-14,763.9500122070312,763.9500122070312,788.6500244140625,747.0499877929688,770.4000244140625,404461,2023-08-14
2023-08-21,756.3499755859375,756.3499755859375,795.4000244140625,752.2999877929688,764.9500122070312,730053,2023-08-21
2023-08-28,765.6500244140625,765.6500244140625,778.0,741.0499877929688,760.0,865838,2023-08-28
2023-09-04,754.9000244140625,754.9000244140625,776.0,751.3499755859375,768.0,478427,2023-09-04
2023-09-11,717.5999755859375,717.5999755859375,767.8499755859375,713.0499877929688,757.6500244140625,673707,2023-09-11
2023-09-18,708.2000122070312,708.2000122070312,721.9500122070312,693.0499877929688,717.0,558351,2023-09-18
2023-09-25,729.4000244140625,729.4000244140625,739.9500122070312,711.3499755859375,714.0,672688,2023-09-25
2023-10-02,747.2000122070312,747.2000122070312,754.75,723.5999755859375,729.4000244140625,602868,2023-10-02
2023-10-09,743.2000122070312,743.2000122070312,762.5499877929688,731.0499877929688,744.0,981012,2023-10-09
2023-10-16,750.1500244140625,750.1500244140625,777.9000244140625,736.2000122070312,743.2000122070312,1326011,2023-10-16
2023-10-23,734.8499755859375,734.8499755859375,759.4500122070312,710.0,752.9500122070312,1259025,2023-10-23
2023-10-30,717.3499755859375,717.3499755859375,754.2999877929688,713.0,728.0499877929688,456084,2023-10-30
2023-11-06,706.4500122070312,706.4500122070312,730.0,701.5999755859375,720.4000244140625,462502,2023-11-06
2023-11-13,699.0499877929688,699.0499877929688,716.5999755859375,696.0,716.0,444724,2023-11-13
2023-11-20,712.6500244140625,712.6500244140625,727.9000244140625,700.0,700.0,623184,2023-11-20
2023-11-27,729.0,729.0,743.7000122070312,710.25,712.6500244140625,866811,2023-11-27
2023-12-04,754.5999755859375,754.5999755859375,786.7000122070312,726.0,739.9500122070312,1463236,2023-12-04
2023-12-11,796.2999877929688,796.2999877929688,820.8499755859375,756.0,756.0,1719523,2023-12-11
2023-12-18,787.3499755859375,787.3499755859375,817.7000122070312,764.0,799.0,1103133,2023-12-18
2023-12-25,802.2000122070312,802.2000122070312,818.7999877929688,785.0499877929688,787.3499755859375,631597,2023-12-25
2024-01-01,814.5999755859375,814.5999755859375,830.3499755859375,799.9500122070312,802.2000122070312,1273831,2024-01-01
2024-01-08,873.1500244140625,873.1500244140625,944.4000244140625,809.0499877929688,820.0,9498056,2024-01-08
2024-01-15,846.2999877929688,846.2999877929688,949.4500122070312,838.0499877929688,911.0,4395190,2024-01-15
2024-01-22,841.6500244140625,841.6500244140625,862.7999877929688,812.3499755859375,846.2999877929688,690616,2024-01-22
2024-01-29,808.75,808.75,851.9500122070312,806.6500244140625,847.0,751754,2024-01-29
2024-02-05,854.9000244140625,854.9000244140625,930.0,802.0499877929688,818.0,6670381,2024-02-05
2024-02-12,855.5499877929688,855.5499877929688,873.9500122070312,826.5,863.4000244140625,1447028,2024-02-12
2024-02-19,926.7000122070312,926.7000122070312,951.75,851.7000122070312,855.5499877929688,4203893,2024-02-19
2024-02-26,924.0999755859375,924.0999755859375,961.0,911.0,926.6500244140625,2056612,2024-02-26
2024-03-04,879.4000244140625,879.4000244140625,935.0,877.0,925.0,727999,2024-03-04
2024-03-11,788.9000244140625,788.9000244140625,884.0,768.0,884.0,965580,2024-03-11
2024-03-18,797.4500122070312,797.4500122070312,826.2000122070312,768.0999755859375,792.0,741648,2024-03-18
2024-03-25,803.1500244140625,803.1500244140625,815.0,777.0,797.4500122070312,566750,2024-03-25
2024-04-01,905.6500244140625,905.6500244140625,914.1500244140625,806.0,810.0,1152755,2024-04-01
2024-04-08,899.0,899.0,924.9000244140625,867.0,912.0,833817,2024-04-08
2024-04-15,1065.9000244140625,1065.9000244140625,1079.0,864.2999877929688,889.0,20311270,2024-04-15
2024-04-22,1066.800048828125,1066.800048828125,1116.800048828125,1055.75,1084.0,7031504,2024-04-22
2024-04-29,1102.9000244140625,1102.9000244140625,1162.0,1061.050048828125,1071.949951171875,4199755,2024-04-29
2024-05-06,1020.2999877929688,1020.2999877929688,1118.6500244140625,993.25,1105.0,1808498,2024-05-06
2024-05-13,999.1500244140625,999.1500244140625,1018.9500122070312,966.0,975.0499877929688,2140519,2024-05-13
2024-05-20,946.7000122070312,946.7000122070312,999.1500244140625,944.0,973.7999877929688,1288533,2024-05-20
2024-05-27,932.2999877929688,932.2999877929688,981.3499755859375,927.5499877929688,950.0,1999592,2024-05-27
2024-06-03,963.5499877929688,963.5499877929688,992.0,850.0,951.9000244140625,2001398,2024-06-03
2024-06-10,1040.8499755859375,1040.8499755859375,1071.800048828125,960.75,970.4500122070312,2105325,2024-06-10
2024-06-17,1002.9000244140625,1002.9000244140625,1056.0,990.3499755859375,1040.8499755859375,1067497,2024-06-17
2024-06-24,1027.8499755859375,1027.8499755859375,1093.300048828125,979.6500244140625,993.0,2047630,2024-06-24
2024-07-01,1022.6500244140625,1022.6500244140625,1058.0,1017.4000244140625,1028.0999755859375,774646,2024-07-01
2024-07-08,1009.7000122070312,1009.7000122070312,1033.199951171875,959.0,1023.0,1226529,2024-07-08
2024-07-15,1252.449951171875,1252.449951171875,1304.5999755859375,997.0,1012.0,20813289,2024-07-15
2024-07-22,1280.949951171875,1280.949951171875,1329.300048828125,1170.0,1254.5999755859375,4414646,2024-07-22
2024-07-29,1218.25,1218.25,1310.0,1202.0,1300.0,1581885,2024-07-29
2024-08-05,1291.75,1291.75,1304.800048828125,1138.0,1190.0,3198447,2024-08-05
2024-08-12,1275.949951171875,1275.949951171875,1366.949951171875,1205.0,1291.75,2692020,2024-08-12
2024-08-19,1309.3499755859375,1309.3499755859375,1383.949951171875,1259.5,1275.949951171875,4350433,2024-08-19
2024-08-26,1252.050048828125,1252.050048828125,1352.0,1220.6500244140625,1310.5,1428112,2024-08-26
2024-09-02,1240.4000244140625,1240.4000244140625,1300.0,1230.050048828125,1260.0,1369283,2024-09-02
2024-09-09,1197.9000244140625,1197.9000244140625,1252.0,1150.0,1220.0,981880,2024-09-09
2024-09-16,1182.0999755859375,1182.0999755859375,1225.300048828125,1140.0,1176.3499755859375,2096382,2024-09-16
2024-09-23,1164.75,1164.75,1207.699951171875,1145.050048828125,1199.949951171875,1071370,2024-09-23
2024-09-30,1193.9000244140625,1193.9000244140625,1242.4000244140625,1149.0,1154.3499755859375,2080090,2024-09-30
2024-10-07,1308.8499755859375,1308.8499755859375,1395.0,1127.300048828125,1199.9000244140625,6051097,2024-10-07
2024-10-14,1199.5999755859375,1199.5999755859375,1313.949951171875,1172.5999755859375,1299.0,2256741,2024-10-14
2024-10-21,1077.800048828125,1077.800048828125,1210.4000244140625,1067.300048828125,1205.0,1322200,2024-10-21
2024-10-28,1141.699951171875,1141.699951171875,1155.949951171875,1018.6500244140625,1055.0,1183074,2024-10-28
2024-11-04,1118.550048828125,1118.550048828125,1182.800048828125,1097.9000244140625,1142.0,862312,2024-11-04
2024-11-11,1081.3499755859375,1081.3499755859375,1140.0,1042.1500244140625,1110.0,654637,2024-11-11
2024-11-18,1073.449951171875,1073.449951171875,1103.949951171875,1035.5,1086.9000244140625,729212,2024-11-18
2024-11-25,1105.800048828125,1105.800048828125,1149.949951171875,1086.550048828125,1091.0,1008603,2024-11-25
2024-12-02,1127.5999755859375,1127.5999755859375,1144.800048828125,1090.300048828125,1105.0,774243,2024-12-02
2024-12-09,1041.4000244140625,1041.4000244140625,1158.0999755859375,1027.050048828125,1127.5999755859375,1682070,2024-12-09
2024-12-16,982.6500244140625,982.6500244140625,1056.8499755859375,980.0,1041.949951171875,845180,2024-12-16
2024-12-23,998.6500244140625,998.6500244140625,1042.0,970.5,994.9000244140625,998908,2024-12-23
2024-12-30,1064.199951171875,1064.199951171875,1076.800048828125,980.0,998.6500244140625,1558937,2024-12-30
2025-01-06,1035.0999755859375,1035.0999755859375,1096.0,1020.0,1066.9000244140625,1839882,2025-01-06
2025-01-13,913.4000244140625,913.4000244140625,1036.949951171875,872.0,1035.0,5017353,2025-01-13
2025-01-20,903.0999755859375,903.0999755859375,955.0,898.0999755859375,920.0,1347015,2025-01-20
2025-01-27,857.9000244140625,857.9000244140625,915.0,825.0,860.1500244140625,1133891,2025-01-27
2025-02-03,872.2999877929688,872.2999877929688,934.0,827.25,859.0499877929688,2507978,2025-02-03
2025-02-10,800.4500122070312,800.4500122070312,874.0,785.0,872.0,964920,2025-02-10
2025-02-17,867.8499755859375,867.8499755859375,912.0,756.0499877929688,795.2000122070312,2983756,2025-02-17
2025-02-24,840.25,840.25,924.7999877929688,815.0,855.0,1937331,2025-02-24
2025-03-03,888.75,888.75,899.9000244140625,779.0,844.8499755859375,1692800,2025-03-03
2025-03-10,819.75,819.75,887.8499755859375,816.0,880.0,763688,2025-03-10
2025-03-17,867.2999877929688,867.2999877929688,888.0,813.0,822.25,846784,2025-03-17
2025-03-24,815.5999755859375,815.5999755859375,895.0,810.0499877929688,870.0,1222962,2025-03-24
2025-03-31,820.8499755859375,820.8499755859375,840.7999877929688,796.25,815.5999755859375,1069994,2025-03-31
2025-04-07,835.5,835.5,839.8499755859375,751.7999877929688,760.0,844805,2025-04-07
2025-04-14,921.9000244140625,921.9000244140625,925.0,835.5,835.5,1136193,2025-04-14
2025-04-21,923.3499755859375,923.3499755859375,1048.9000244140625,915.5999755859375,956.0,15435866,2025-04-21
2025-04-28,940.0,940.0,962.5,909.4500122070312,923.0,1256326,2025-04-28
2025-05-05,884.9000244140625,884.9000244140625,952.5,855.5499877929688,952.5,1004037,2025-05-05
2025-05-12,951.8499755859375,951.8499755859375,965.0,905.1500244140625,914.2999877929688,1306086,2025-05-12
2025-05-19,927.6500244140625,927.6500244140625,963.7999877929688,911.0,951.0,909121,2025-05-19
2025-05-26,888.4500122070312,888.4500122070312,940.0,877.0,930.0,860894,2025-05-26
2025-06-02,895.7000122070312,895.7000122070312,911.7999877929688,880.0,888.4500122070312,665057,2025-06-02
2025-06-09,895.2000122070312,895.2000122070312,939.5,885.0,903.9000244140625,987994,2025-06-09
2025-06-16,877.75,877.75,902.4000244140625,859.0,897.0,987203,2025-06-16
2025-06-23,915.2999877929688,915.2999877929688,937.9500122070312,863.2999877929688,875.0,1201903,2025-06-23
2025-06-30,933.25,933.25,952.6500244140625,913.5,917.0,996504,2025-06-30
2025-07-07,944.0499877929688,944.0499877929688,951.9000244140625,907.6500244140625,942.5999755859375,1015719,2025-07-07
2025-07-14,941.1500244140625,941.1500244140625,957.9000244140625,932.0,944.0,822486,2025-07-14
