Date,Adj Close_LTIM.NS,Close_LTIM.NS,High_LTIM.NS,Low_LTIM.NS,Open_LTIM.NS,Volume_LTIM.NS,Date
2020-07-13,2135.77392578125,2264.0,2336.0,2158.64990234375,2250.300048828125,758065,2020-07-13
2020-07-20,2145.585205078125,2274.39990234375,2359.0,2195.0,2200.0,910387,2020-07-20
2020-07-27,2279.920166015625,2416.800048828125,2489.0,2261.0,2261.0,1246498,2020-07-27
2020-08-03,2327.842529296875,2467.60009765625,2529.0,2413.64990234375,2417.0,1212782,2020-08-03
2020-08-10,2301.80615234375,2440.0,2530.0,2425.0,2475.0,715784,2020-08-10
2020-08-17,2233.45947265625,2367.550048828125,2468.89990234375,2354.75,2451.10009765625,551774,2020-08-17
2020-08-24,2376.8974609375,2519.60009765625,2530.0,2329.0,2388.0,1059604,2020-08-24
2020-08-31,2338.219970703125,2478.60009765625,2550.0,2406.60009765625,2515.0,897860,2020-08-31
2020-09-07,2357.84130859375,2499.39990234375,2524.85009765625,2403.0,2475.0,675242,2020-09-07
2020-09-14,2553.589599609375,2706.89990234375,2794.35009765625,2500.0,2506.0,2239981,2020-09-14
2020-09-21,2333.59765625,2473.699951171875,2734.300048828125,2311.60009765625,2644.0,2465074,2020-09-21
2020-09-28,2384.1142578125,2527.25,2595.0,2466.14990234375,2489.0,765703,2020-09-28
2020-10-05,2761.4599609375,2927.25,2959.0,2520.0,2553.5,1694666,2020-10-05
2020-10-12,2900.983154296875,3075.14990234375,3512.699951171875,2936.0,2937.25,5236293,2020-10-12
2020-10-19,2887.776123046875,3061.14990234375,3145.199951171875,2951.0,3090.35009765625,2520670,2020-10-19
2020-10-26,2753.20556640625,2918.5,3102.0,2826.75,3085.0,1637401,2020-10-26
2020-11-02,3003.833251953125,3168.25,3229.89990234375,2831.0,2900.0,1571953,2020-11-02
2020-11-09,2880.2001953125,3037.85009765625,3290.0,2900.0,3204.0,2019696,2020-11-09
2020-11-16,2931.160888671875,3091.60009765625,3107.10009765625,2954.64990234375,3037.85009765625,1546319,2020-11-16
2020-11-23,3034.3623046875,3200.449951171875,3418.0,3032.800048828125,3120.0,8316869,2020-11-23
2020-11-30,3095.704345703125,3265.14990234375,3471.35009765625,3200.449951171875,3200.449951171875,2052886,2020-11-30
2020-12-07,3099.022705078125,3268.64990234375,3339.0,3216.699951171875,3250.75,1133240,2020-12-07
2020-12-14,3182.219482421875,3356.39990234375,3400.0,3211.10009765625,3289.0,1853496,2020-12-14
2020-12-21,3437.44921875,3625.60009765625,3698.5,3280.0,3370.0,2769699,2020-12-21
2020-12-28,3507.324951171875,3699.300048828125,3749.300048828125,3565.800048828125,3640.0,1136700,2020-12-28
2021-01-04,3879.8349609375,4092.199951171875,4198.89990234375,3709.449951171875,3729.60009765625,2757757,2021-01-04
2021-01-11,4065.33203125,4287.85009765625,4483.0,4065.0,4150.0,1903955,2021-01-11
2021-01-18,3725.53076171875,3929.449951171875,4292.0,3910.0,4289.9501953125,1200842,2021-01-18
2021-01-25,3758.193115234375,3963.89990234375,4115.0,3780.0,3954.0,877569,2021-01-25
2021-02-01,3910.600830078125,4124.64990234375,4379.9501953125,3905.0,3997.0,918752,2021-02-01
2021-02-08,3830.248779296875,4039.89990234375,4169.85009765625,3957.800048828125,4161.7998046875,463478,2021-02-08
2021-02-15,3622.376708984375,3820.64990234375,4075.0,3808.0,4060.0,534859,2021-02-15
2021-02-22,3413.03564453125,3599.85009765625,3854.949951171875,3570.0,3822.0,696941,2021-02-22
2021-03-01,3645.605224609375,3845.14990234375,4015.0,3590.0,3590.0,1202044,2021-03-01
2021-03-08,3807.636474609375,4016.050048828125,4174.9501953125,3846.0,3870.0,1714833,2021-03-08
2021-03-15,3863.622802734375,4075.10009765625,4198.0,3910.0,4048.0,1599452,2021-03-15
2021-03-22,3742.4072265625,3947.25,4191.9501953125,3784.85009765625,4090.0,987865,2021-03-22
2021-03-29,3899.365478515625,4112.7998046875,4244.0,3919.0,3947.25,797391,2021-03-29
2021-04-05,4151.37255859375,4378.60009765625,4450.0,4079.050048828125,4115.0,1659242,2021-04-05
2021-04-12,3877.654052734375,4089.89990234375,4389.0,3962.199951171875,4380.0,1203394,2021-04-12
2021-04-19,3698.6044921875,3901.050048828125,4120.0,3850.0,4060.0,831854,2021-04-19
2021-04-26,3688.364990234375,3890.25,3995.949951171875,3830.0,3961.35009765625,1168782,2021-04-26
2021-05-03,3573.028564453125,3768.60009765625,3964.949951171875,3752.0,3903.0,1604740,2021-05-03
2021-05-10,3411.613525390625,3598.35009765625,3798.0,3588.699951171875,3798.0,1857405,2021-05-10
2021-05-17,3465.939453125,3655.64990234375,3766.449951171875,3525.0,3600.0,2365061,2021-05-17
2021-05-24,3726.478515625,3930.449951171875,3994.89990234375,3643.0,3685.0,2105184,2021-05-24
2021-05-31,3656.46142578125,3856.60009765625,3970.0,3770.0,3969.0,1120427,2021-05-31
2021-06-07,3957.247314453125,4173.85009765625,4210.0,3784.14990234375,3851.25,2146005,2021-06-07
2021-06-14,3861.157470703125,4072.5,4247.85009765625,4000.14990234375,4215.0,1995141,2021-06-14
2021-06-21,3996.6884765625,4215.4501953125,4233.0,4008.0,4052.10009765625,943428,2021-06-21
2021-06-28,3833.0458984375,4042.85009765625,4225.0,3970.0,4220.0,1402396,2021-06-28
2021-07-05,3867.4599609375,4054.10009765625,4100.0,3990.449951171875,4044.0,797643,2021-07-05
2021-07-12,4091.16455078125,4288.60009765625,4600.0,3995.0,4065.0,4462787,2021-07-12
2021-07-19,4160.42236328125,4361.2001953125,4466.75,4220.0,4269.89990234375,1880086,2021-07-19
2021-07-26,4468.6953125,4684.35009765625,4727.7998046875,4263.0,4372.0,2198468,2021-07-26
2021-08-02,4543.29443359375,4762.5498046875,4867.9501953125,4648.5,4737.0,1460499,2021-08-02
2021-08-09,4638.6435546875,4862.5,4918.2001953125,4678.0,4822.89990234375,1205206,2021-08-09
2021-08-16,4691.8271484375,4918.25,5093.9501953125,4754.0,4845.0,1520004,2021-08-16
2021-08-23,4992.6591796875,5233.60009765625,5250.0,4931.0,4931.0,2026558,2021-08-23
2021-08-30,5209.8291015625,5461.25,5499.0,5230.10009765625,5270.0,1477623,2021-08-30
2021-09-06,5184.35791015625,5434.5498046875,5538.7998046875,5320.0,5499.0,726019,2021-09-06
2021-09-13,5452.1357421875,5715.25,5782.7001953125,5386.0,5438.0,1540708,2021-09-13
2021-09-20,5944.4755859375,6231.35009765625,6498.5,5476.35009765625,5715.0,2207560,2021-09-20
2021-09-27,5486.048828125,5750.7998046875,6368.39990234375,5635.5498046875,6300.0,2183395,2021-09-27
2021-10-04,5708.083984375,5983.5498046875,5999.9501953125,5652.0498046875,5799.89990234375,1616713,2021-10-04
2021-10-11,5818.123046875,6098.89990234375,6273.14990234375,5610.0,5958.25,1291723,2021-10-11
2021-10-18,6242.2548828125,6543.5,7155.0,5858.7998046875,6144.0,7498440,2021-10-18
2021-10-25,6374.6650390625,6682.2998046875,6855.0,6264.2001953125,6555.0,1912786,2021-10-25
2021-11-01,6468.38623046875,6765.0,6908.0,6644.39990234375,6720.0,743054,2021-11-01
2021-11-08,6925.666015625,7243.25,7266.0,6680.0,6786.0,1387574,2021-11-08
2021-11-15,6834.25830078125,7147.64990234375,7564.9501953125,7121.2001953125,7278.89990234375,1367027,2021-11-15
2021-11-22,6356.80224609375,6648.2998046875,7099.0,6600.0,7099.0,1266384,2021-11-22
2021-11-29,6548.5595703125,6848.85009765625,6999.0,6392.35009765625,6530.0,1338034,2021-11-29
2021-12-06,6323.24169921875,6613.2001953125,6866.39990234375,6464.10009765625,6866.39990234375,1523393,2021-12-06
2021-12-13,6672.33349609375,6978.2998046875,7129.2998046875,6565.0,6664.0,2131491,2021-12-13
2021-12-20,6852.3291015625,7166.5498046875,7203.60009765625,6610.0,6906.0,2044502,2021-12-20
2021-12-27,7010.525390625,7332.0,7362.0,7050.0,7194.7998046875,1194901,2021-12-27
2022-01-03,6889.5244140625,7205.4501953125,7588.7998046875,7134.4501953125,7338.0,1939423,2022-01-03
2022-01-10,6767.99658203125,7078.35009765625,7315.89990234375,7030.25,7297.0,1376325,2022-01-10
2022-01-17,6113.4609375,6393.7998046875,7158.7998046875,6346.0498046875,7077.7001953125,2496326,2022-01-17
2022-01-24,5652.35498046875,5911.5498046875,6495.0,5722.0,6408.0,2430271,2022-01-24
2022-01-31,6006.56298828125,6282.0,6432.2998046875,6009.0,6070.0,1928923,2022-01-31
2022-02-07,5736.78466796875,5999.85009765625,6340.0,5976.0,6289.7998046875,1139500,2022-02-07
2022-02-14,5603.6875,5860.64990234375,6161.0,5670.10009765625,5800.0,1177730,2022-02-14
