Date,Adj Close_SAH.NS,Close_SAH.NS,High_SAH.NS,Low_SAH.NS,Open_SAH.NS,Volume_SAH.NS,Date
2025-01-06,85.80999755859375,85.80999755859375,90.94000244140625,83.5,84.86000061035156,46214,2025-01-06
2025-01-13,93.37999725341797,93.37999725341797,95.0,82.08999633789062,82.08999633789062,69527,2025-01-13
2025-01-20,85.54000091552734,85.54000091552734,95.0,85.5,95.0,61783,2025-01-20
2025-01-27,85.41000366210938,85.41000366210938,88.69999694824219,83.0999984741211,83.0999984741211,4182,2025-01-27
2025-02-03,84.94999694824219,84.94999694824219,87.44999694824219,83.05000305175781,85.41000366210938,10560,2025-02-03
2025-02-10,76.87000274658203,76.87000274658203,93.25,70.9000015258789,86.08999633789062,176399,2025-02-10
2025-02-17,71.88999938964844,71.88999938964844,84.97000122070312,67.0,75.72000122070312,1034392,2025-02-17
2025-02-24,70.86000061035156,70.86000061035156,75.13999938964844,70.0,72.0,366962,2025-02-24
2025-03-03,93.2699966430664,93.2699966430664,102.19000244140625,68.12000274658203,71.25,431433,2025-03-03
2025-03-10,84.91999816894531,84.91999816894531,93.45999908447266,80.05999755859375,93.0,98999,2025-03-10
2025-03-17,84.69000244140625,84.69000244140625,88.69999694824219,82.0999984741211,86.55000305175781,277730,2025-03-17
2025-03-24,78.76000213623047,78.76000213623047,92.69999694824219,73.98999786376953,83.30000305175781,799039,2025-03-24
2025-03-31,79.91000366210938,79.91000366210938,83.4000015258789,78.23999786376953,78.76000213623047,200948,2025-03-31
2025-04-07,78.56999969482422,78.56999969482422,82.20999908447266,74.30999755859375,78.26000213623047,192587,2025-04-07
2025-04-14,83.6500015258789,83.6500015258789,85.38999938964844,78.68000030517578,78.68000030517578,72550,2025-04-14
2025-04-21,85.73999786376953,85.73999786376953,92.80000305175781,81.55000305175781,82.0,238655,2025-04-21
2025-04-28,87.05000305175781,87.05000305175781,92.98999786376953,83.55000305175781,85.13999938964844,147392,2025-04-28
2025-05-05,89.19000244140625,89.19000244140625,96.98999786376953,84.66000366210938,89.8499984741211,176453,2025-05-05
2025-05-12,89.80999755859375,89.80999755859375,96.19999694824219,86.69999694824219,89.19000244140625,130619,2025-05-12
2025-05-19,100.0999984741211,100.0999984741211,112.0,90.6500015258789,91.38999938964844,689915,2025-05-19
2025-05-26,106.88999938964844,106.88999938964844,109.88999938964844,98.01000213623047,100.5999984741211,190221,2025-05-26
2025-06-02,104.95999908447266,104.95999908447266,108.9800033569336,99.94000244140625,108.9800033569336,106942,2025-06-02
2025-06-09,108.66999816894531,108.66999816894531,112.9000015258789,102.5,104.0,391538,2025-06-09
2025-06-16,116.13999938964844,116.13999938964844,116.80000305175781,103.13999938964844,112.30000305175781,97579,2025-06-16
2025-06-23,120.16000366210938,120.16000366210938,124.19999694824219,114.0,115.0,64320,2025-06-23
2025-06-30,120.69999694824219,120.69999694824219,122.9000015258789,115.0,121.0,54231,2025-06-30
2025-07-07,115.6500015258789,115.6500015258789,122.19999694824219,112.80000305175781,120.5,34843,2025-07-07
2025-07-14,119.69000244140625,119.69000244140625,120.05000305175781,116.0,117.0,9639,2025-07-14
