Date,Adj Close_SAH.NS,Close_SAH.NS,High_SAH.NS,Low_SAH.NS,Open_SAH.NS,Volume_SAH.NS,Date
2023-01-09,84.3613052368164,84.80000305175781,89.25,84.80000305175781,85.0,4628552,2023-01-09
2023-01-16,80.82966613769531,81.25,89.0,80.0999984741211,80.5999984741211,2732573,2023-01-16
2023-01-23,83.3664779663086,83.80000305175781,92.80000305175781,81.0,81.94999694824219,2642062,2023-01-23
2023-01-30,84.3613052368164,84.80000305175781,88.5,82.3499984741211,84.25,1705354,2023-01-30
2023-02-06,80.97888946533203,81.4000015258789,85.69999694824219,79.55000305175781,84.6500015258789,561165,2023-02-06
2023-02-13,81.77474975585938,82.19999694824219,85.80000305175781,75.69999694824219,80.0999984741211,2098175,2023-02-13
2023-02-20,77.04932403564453,77.44999694824219,84.9000015258789,76.05000305175781,80.55000305175781,1701629,2023-02-20
2023-02-27,76.60165405273438,77.0,79.69999694824219,70.55000305175781,77.9000015258789,1889578,2023-02-27
2023-03-06,78.49182891845703,78.9000015258789,81.8499984741211,77.05000305175781,78.9000015258789,836520,2023-03-06
2023-03-13,72.77157592773438,73.1500015258789,80.4000015258789,72.69999694824219,80.4000015258789,506853,2023-03-13
2023-03-20,71.62751770019531,72.0,76.0,70.80000305175781,73.1500015258789,698439,2023-03-20
2023-03-27,69.48863983154297,69.8499984741211,73.44999694824219,67.25,73.44999694824219,371117,2023-03-27
2023-04-03,76.70113372802734,77.0999984741211,78.25,70.05000305175781,71.0,204108,2023-04-03
2023-04-10,74.86071014404297,75.25,78.6500015258789,74.30000305175781,78.25,1003563,2023-04-10
2023-04-17,75.60682678222656,76.0,77.0,72.05000305175781,76.25,1003074,2023-04-17
2023-04-24,72.42338562011719,72.80000305175781,77.05000305175781,71.1500015258789,76.0,1117166,2023-04-24
2023-05-01,75.0596694946289,75.44999694824219,77.4000015258789,72.6500015258789,72.80000305175781,866384,2023-05-01
2023-05-08,83.91362762451172,84.3499984741211,86.44999694824219,75.05000305175781,76.4000015258789,1913114,2023-05-08
2023-05-15,83.71466827392578,84.1500015258789,86.6500015258789,79.5,85.44999694824219,684318,2023-05-15
2023-05-22,93.26499938964844,93.75,95.0,82.69999694824219,85.0,1991152,2023-05-22
2023-05-29,87.49500274658203,87.94999694824219,94.80000305175781,87.0999984741211,94.75,666505,2023-05-29
2023-06-05,86.84837341308594,87.30000305175781,91.5999984741211,86.30000305175781,86.30000305175781,971073,2023-06-05
2023-06-12,87.24629974365234,87.69999694824219,91.5,84.19999694824219,87.4000015258789,1069598,2023-06-12
2023-06-19,91.82250213623047,92.30000305175781,94.4000015258789,86.69999694824219,87.69999694824219,853653,2023-06-19
2023-06-26,99.9800796508789,100.5,101.5,88.80000305175781,93.9000015258789,1157582,2023-06-26
2023-07-03,96.74689483642578,97.25,102.80000305175781,95.0999984741211,101.3499984741211,566340,2023-07-03
2023-07-10,97.44999694824219,97.44999694824219,102.0,91.4000015258789,97.94999694824219,840891,2023-07-10
2023-07-17,97.94999694824219,97.94999694824219,100.0,93.5,100.0,889999,2023-07-17
2023-07-24,98.94999694824219,98.94999694824219,103.25,97.0999984741211,98.9000015258789,839184,2023-07-24
2023-07-31,98.5999984741211,98.5999984741211,99.94999694824219,96.5,99.94999694824219,1003928,2023-07-31
2023-08-07,104.80000305175781,104.80000305175781,105.0,97.94999694824219,98.0,911644,2023-08-07
2023-08-14,110.19999694824219,110.19999694824219,111.0999984741211,101.5,105.75,892423,2023-08-14
2023-08-21,116.6500015258789,116.6500015258789,118.6500015258789,109.55000305175781,112.0,944448,2023-08-21
2023-08-28,118.75,118.75,120.9000015258789,111.80000305175781,118.75,866930,2023-08-28
2023-09-04,113.5999984741211,113.5999984741211,119.25,111.5999984741211,119.25,1161864,2023-09-04
2023-09-11,101.80000305175781,101.80000305175781,117.30000305175781,101.5,117.30000305175781,794608,2023-09-11
2023-09-18,96.69999694824219,96.69999694824219,102.8499984741211,96.0,100.25,432074,2023-09-18
2023-09-25,100.8499984741211,100.8499984741211,101.75,93.3499984741211,98.1500015258789,758800,2023-09-25
2023-10-02,96.94999694824219,96.94999694824219,102.0,95.80000305175781,100.8499984741211,463159,2023-10-02
2023-10-09,91.25,91.25,96.1500015258789,87.0,96.1500015258789,891616,2023-10-09
2023-10-16,92.55000305175781,92.55000305175781,102.94999694824219,88.5,92.19999694824219,1144350,2023-10-16
2023-10-23,89.19999694824219,89.19999694824219,92.0,84.30000305175781,91.94999694824219,307242,2023-10-23
2023-10-30,99.94999694824219,99.94999694824219,100.69999694824219,88.94999694824219,90.94999694824219,955658,2023-10-30
2023-11-06,101.9000015258789,101.9000015258789,109.5,92.44999694824219,99.05000305175781,843485,2023-11-06
2023-11-13,110.0999984741211,110.0999984741211,113.9000015258789,101.0,105.75,977477,2023-11-13
2023-11-20,117.55000305175781,117.55000305175781,119.94999694824219,110.19999694824219,110.69999694824219,1422989,2023-11-20
2023-11-27,117.75,117.75,119.9000015258789,111.69999694824219,117.55000305175781,1014248,2023-11-27
2023-12-04,116.75,116.75,120.0,113.0,120.0,336407,2023-12-04
2023-12-11,117.44999694824219,117.44999694824219,118.69999694824219,110.05000305175781,116.75,562467,2023-12-11
2023-12-18,130.39999389648438,130.39999389648438,130.75,116.69999694824219,119.44999694824219,830010,2023-12-18
2023-12-25,127.0,127.0,132.64999389648438,125.8499984741211,130.39999389648438,405287,2023-12-25
2024-01-01,130.14999389648438,130.14999389648438,134.3000030517578,122.5999984741211,129.4499969482422,540414,2024-01-01
2024-01-08,125.0999984741211,125.0999984741211,133.89999389648438,123.80000305175781,131.5,348381,2024-01-08
2024-01-15,119.44999694824219,119.44999694824219,127.94999694824219,118.69999694824219,125.0999984741211,278999,2024-01-15
2024-01-22,115.4000015258789,115.4000015258789,127.4000015258789,104.8499984741211,119.44999694824219,1422013,2024-01-22
2024-01-29,110.25,110.25,117.1500015258789,110.0,117.1500015258789,264861,2024-01-29
2024-02-05,117.0,117.0,127.0,108.25,111.8499984741211,495848,2024-02-05
2024-02-12,110.9000015258789,110.9000015258789,119.0,105.0,114.75,392620,2024-02-12
2024-02-19,114.75,114.75,118.0,103.3499984741211,110.05000305175781,407189,2024-02-19
2024-02-26,122.6500015258789,122.6500015258789,129.60000610351562,110.0,115.25,503282,2024-02-26
2024-03-04,111.4000015258789,111.4000015258789,123.0,109.0,119.9000015258789,236802,2024-03-04
2024-03-11,88.9000015258789,88.9000015258789,113.0,82.44999694824219,111.4000015258789,1323846,2024-03-11
2024-03-18,90.9000015258789,90.9000015258789,103.5,83.0999984741211,89.9000015258789,2433156,2024-03-18
2024-03-25,89.5999984741211,89.5999984741211,92.19999694824219,88.5,90.9000015258789,461878,2024-03-25
2024-04-01,98.80000305175781,98.80000305175781,101.8499984741211,90.0,90.0,304399,2024-04-01
2024-04-08,96.0,96.0,101.8499984741211,93.4000015258789,101.8499984741211,163344,2024-04-08
2024-04-15,95.80000305175781,95.80000305175781,98.94999694824219,90.0,90.0,271897,2024-04-15
2024-04-22,96.94999694824219,96.94999694824219,101.0,94.55000305175781,98.0,296376,2024-04-22
2024-04-29,101.05000305175781,101.05000305175781,111.9000015258789,95.0999984741211,98.0,1114739,2024-04-29
2024-05-06,94.75,94.75,101.8499984741211,91.69999694824219,100.19999694824219,269237,2024-05-06
2024-05-13,97.1500015258789,97.1500015258789,100.4000015258789,91.4000015258789,94.75,242539,2024-05-13
2024-05-20,94.30000305175781,94.30000305175781,97.0,93.05000305175781,95.69999694824219,152487,2024-05-20
2024-05-27,92.4000015258789,92.4000015258789,95.4000015258789,90.0,94.30000305175781,175221,2024-05-27
2024-06-03,93.6500015258789,93.6500015258789,96.0999984741211,87.05000305175781,92.44999694824219,184219,2024-06-03
2024-06-10,93.41000366210938,93.41000366210938,96.87999725341797,92.66000366210938,94.69999694824219,218398,2024-06-10
2024-06-17,91.95999908447266,91.95999908447266,95.3499984741211,91.0,93.41000366210938,117769,2024-06-17
2024-06-24,92.94999694824219,92.94999694824219,94.19999694824219,89.5,90.1500015258789,313647,2024-06-24
2024-07-01,93.23999786376953,93.23999786376953,95.69999694824219,89.9000015258789,91.1500015258789,303267,2024-07-01
2024-07-08,88.12000274658203,88.12000274658203,94.30000305175781,81.55000305175781,94.30000305175781,426124,2024-07-08
2024-07-15,74.83999633789062,74.83999633789062,89.0999984741211,73.41000366210938,87.80000305175781,571016,2024-07-15
2024-07-22,84.4000015258789,84.4000015258789,87.4000015258789,74.5,74.80000305175781,599410,2024-07-22
2024-07-29,83.87999725341797,83.87999725341797,85.98999786376953,82.30999755859375,84.4000015258789,189207,2024-07-29
2024-08-05,77.01000213623047,77.01000213623047,85.19999694824219,71.55000305175781,83.87999725341797,433719,2024-08-05
2024-08-12,75.31999969482422,75.31999969482422,80.91000366210938,74.0,77.0,235517,2024-08-12
2024-08-19,79.7300033569336,79.7300033569336,84.19999694824219,74.91000366210938,75.31999969482422,476687,2024-08-19
2024-08-26,80.0,80.0,82.0999984741211,78.0,80.05999755859375,212308,2024-08-26
2024-09-02,85.05000305175781,85.05000305175781,94.9000015258789,75.27999877929688,81.88999938964844,881961,2024-09-02
2024-09-09,86.13999938964844,86.13999938964844,88.6500015258789,82.5,85.04000091552734,258755,2024-09-09
2024-09-16,82.30999755859375,82.30999755859375,88.02999877929688,81.44000244140625,88.0,188741,2024-09-16
2024-09-23,86.94999694824219,86.94999694824219,92.0999984741211,82.97000122070312,83.08000183105469,327806,2024-09-23
2024-09-30,90.0,90.0,101.80000305175781,84.0,84.5,1126204,2024-09-30
2024-10-07,93.91000366210938,93.91000366210938,99.69999694824219,83.0,91.75,770131,2024-10-07
2024-10-14,94.43000030517578,94.43000030517578,99.88999938964844,91.36000061035156,94.5,1005300,2024-10-14
2024-10-21,95.19000244140625,95.19000244140625,103.80000305175781,86.80999755859375,95.19000244140625,924766,2024-10-21
2024-10-28,116.05000305175781,116.05000305175781,120.0,95.0,95.0,3473545,2024-10-28
2024-11-04,105.75,105.75,115.9000015258789,104.0,115.9000015258789,299661,2024-11-04
2024-11-11,95.69000244140625,95.69000244140625,101.5,90.80000305175781,101.5,58345,2024-11-11
2024-11-18,93.01000213623047,93.01000213623047,100.3499984741211,91.0,97.19999694824219,44320,2024-11-18
2024-11-25,93.05000305175781,93.05000305175781,97.4000015258789,90.0,93.01000213623047,23382,2024-11-25
2024-12-02,94.37000274658203,94.37000274658203,101.94999694824219,92.0,96.4000015258789,41479,2024-12-02
2024-12-09,91.9000015258789,91.9000015258789,96.26000213623047,90.80999755859375,96.26000213623047,24872,2024-12-09
2024-12-16,89.54000091552734,89.54000091552734,94.3499984741211,86.05000305175781,90.0999984741211,29317,2024-12-16
2024-12-23,89.0,89.0,93.5,85.0999984741211,89.5999984741211,57082,2024-12-23
2024-12-30,87.02999877929688,87.02999877929688,90.0,84.05000305175781,89.0,86385,2024-12-30
