Date,Adj Close_BAJAJ-AUTO.NS,Close_BAJAJ-AUTO.NS,High_BAJAJ-AUTO.NS,Low_BAJAJ-AUTO.NS,Open_BAJAJ-AUTO.NS,Volume_BAJAJ-AUTO.NS,Date
2021-09-20,3446.81396484375,3809.800048828125,3849.10009765625,3696.0,3813.39990234375,1592273,2021-09-20
2021-09-27,3485.5361328125,3852.60009765625,3944.800048828125,3802.64990234375,3831.0,2805181,2021-09-27
2021-10-04,3452.015869140625,3815.550048828125,3884.60009765625,3760.0,3856.449951171875,1467826,2021-10-04
2021-10-11,3588.041015625,3965.89990234375,4050.0,3830.35009765625,3845.0,2514033,2021-10-11
2021-10-18,3498.111572265625,3866.5,3969.699951171875,3769.5,3861.0,1841892,2021-10-18
2021-10-25,3354.03466796875,3707.25,3884.75,3665.0,3854.0,1750501,2021-10-25
2021-11-01,3401.170654296875,3759.35009765625,3790.0,3681.60009765625,3721.800048828125,805492,2021-11-01
2021-11-08,3288.713623046875,3635.050048828125,3845.0,3615.699951171875,3791.0,2348865,2021-11-08
2021-11-15,3209.550048828125,3547.550048828125,3673.89990234375,3525.0,3651.0,1757945,2021-11-15
2021-11-22,3016.889404296875,3334.60009765625,3570.0,3320.0,3570.0,2028411,2021-11-22
2021-11-29,2974.59375,3287.85009765625,3354.35009765625,3223.050048828125,3321.0,2456132,2021-11-29
2021-12-06,3026.072509765625,3344.75,3364.199951171875,3242.699951171875,3297.800048828125,1330114,2021-12-06
2021-12-13,2876.250244140625,3179.14990234375,3372.449951171875,3149.10009765625,3367.0,4186579,2021-12-13
2021-12-20,2851.732421875,3152.050048828125,3195.0,3027.050048828125,3149.89990234375,1564953,2021-12-20
2021-12-27,2939.67138671875,3249.25,3279.14990234375,3122.0,3145.0,1715508,2021-12-27
2022-01-03,3069.272705078125,3392.5,3437.5,3251.5,3258.699951171875,1497575,2022-01-03
2022-01-10,3105.7333984375,3432.800048828125,3474.300048828125,3404.449951171875,3414.800048828125,1161730,2022-01-10
2022-01-17,3093.9716796875,3419.800048828125,3527.0,3270.0,3450.0,4480818,2022-01-17
2022-01-24,3163.997314453125,3497.199951171875,3562.300048828125,3328.75,3421.0,2599342,2022-01-24
2022-01-31,3225.654541015625,3565.35009765625,3650.949951171875,3487.0,3520.0,2227582,2022-01-31
2022-02-07,3226.830322265625,3566.64990234375,3581.550048828125,3445.89990234375,3570.0,1616566,2022-02-07
2022-02-14,3286.08984375,3632.14990234375,3660.0,3461.35009765625,3465.0,1675500,2022-02-14
2022-02-21,3174.130126953125,3508.39990234375,3639.89990234375,3435.0,3624.14990234375,1942419,2022-02-21
2022-02-28,2933.202880859375,3242.10009765625,3561.0,3151.0,3497.699951171875,2415998,2022-02-28
2022-03-07,3096.866943359375,3423.0,3445.5,3125.0,3185.0,1907151,2022-03-07
2022-03-14,3302.646240234375,3650.449951171875,3664.85009765625,3368.0,3402.0,1167102,2022-03-14
2022-03-21,3306.1748046875,3654.35009765625,3718.0,3564.5,3650.449951171875,1806225,2022-03-21
2022-03-28,3383.573486328125,3739.89990234375,3746.0,3636.0,3654.35009765625,2312360,2022-03-28
2022-04-04,3447.311767578125,3810.35009765625,3836.0,3716.39990234375,3750.0,1453704,2022-04-04
2022-04-11,3345.03271484375,3697.300048828125,3825.0,3669.10009765625,3820.0,599576,2022-04-11
2022-04-18,3295.453857421875,3642.5,3774.60009765625,3618.35009765625,3690.0,1204507,2022-04-18
2022-04-25,3374.2099609375,3729.550048828125,4000.0,3600.0,3602.0,4315876,2022-04-25
2022-05-02,3166.304443359375,3499.75,3720.0,3460.0,3720.0,1711535,2022-05-02
2022-05-09,3295.091552734375,3642.10009765625,3736.0,3480.0,3490.0,2858102,2022-05-09
2022-05-16,3426.91015625,3787.800048828125,3849.0,3650.0,3650.0,1969120,2022-05-16
2022-05-23,3467.848876953125,3833.050048828125,3890.0,3742.25,3836.0,1776457,2022-05-23
2022-05-30,3322.776611328125,3672.699951171875,3958.0,3650.0,3860.0,2966867,2022-05-30
2022-06-06,3511.22998046875,3881.0,3971.0,3650.5,3660.0,4085563,2022-06-06
2022-06-13,3283.194580078125,3628.949951171875,3915.75,3602.949951171875,3825.0,4172906,2022-06-13
2022-06-20,3450.02587890625,3813.35009765625,3841.35009765625,3574.800048828125,3620.25,3023706,2022-06-20
2022-06-27,3279.25927734375,3624.60009765625,3958.449951171875,3601.10009765625,3870.0,4615536,2022-06-27
2022-07-04,3590.5380859375,3825.0,3836.10009765625,3608.0,3644.39990234375,2026062,2022-07-04
2022-07-11,3673.47265625,3913.35009765625,3919.0,3795.0,3820.0,1584979,2022-07-11
2022-07-18,3805.970703125,4054.5,4091.0,3925.10009765625,3930.0,2055324,2022-07-18
2022-07-25,3674.505126953125,3914.449951171875,4073.949951171875,3845.14990234375,4054.5,2606954,2022-07-25
2022-08-01,3767.1083984375,4013.10009765625,4038.25,3915.0,3919.949951171875,1768543,2022-08-01
2022-08-08,3790.48193359375,4038.0,4066.0,4000.0,4013.0,952057,2022-08-08
2022-08-15,3824.79150390625,4074.550048828125,4120.4501953125,4038.0,4038.0,1291597,2022-08-15
2022-08-22,3805.87646484375,4054.39990234375,4124.35009765625,4008.800048828125,4030.0,1634274,2022-08-22
2022-08-29,3783.81689453125,4030.89990234375,4131.75,3985.5,4024.949951171875,2415779,2022-08-29
2022-09-05,3612.69189453125,3848.60009765625,4055.85009765625,3811.199951171875,4050.0,3011616,2022-09-05
2022-09-12,3463.390869140625,3689.550048828125,3918.949951171875,3676.10009765625,3840.0,2383992,2022-09-12
2022-09-19,3472.16748046875,3698.89990234375,3807.89990234375,3661.10009765625,3700.0,1229562,2022-09-19
2022-09-26,3311.5087890625,3527.75,3686.75,3461.25,3668.89990234375,1670890,2022-09-26
2022-10-03,3382.662353515625,3603.550048828125,3668.89990234375,3475.0,3527.75,1705267,2022-10-03
2022-10-10,3351.63818359375,3570.5,3663.0,3515.85009765625,3557.35009765625,1832619,2022-10-10
2022-10-17,3443.72509765625,3668.60009765625,3720.35009765625,3578.0,3580.0,2391771,2022-10-17
2022-10-24,3445.6962890625,3670.699951171875,3727.0,3606.14990234375,3715.0,1215630,2022-10-24
2022-10-31,3539.9423828125,3771.10009765625,3814.0,3659.10009765625,3689.10009765625,2015260,2022-10-31
2022-11-07,3499.155517578125,3727.64990234375,3818.64990234375,3708.5,3790.0,1081375,2022-11-07
2022-11-14,3410.26025390625,3632.949951171875,3798.5,3621.0,3746.300048828125,1338966,2022-11-14
2022-11-21,3417.113037109375,3640.25,3654.14990234375,3585.0,3615.0,1512078,2022-11-21
2022-11-28,3435.042236328125,3659.35009765625,3772.89990234375,3594.35009765625,3630.199951171875,2452248,2022-11-28
2022-12-05,3395.240966796875,3616.949951171875,3708.550048828125,3601.0,3672.0,889962,2022-12-05
2022-12-12,3332.01953125,3549.60009765625,3667.949951171875,3539.0,3616.949951171875,820358,2022-12-12
2022-12-19,3324.697509765625,3541.800048828125,3657.14990234375,3533.0,3567.35009765625,819916,2022-12-19
2022-12-26,3394.396484375,3616.050048828125,3643.10009765625,3524.050048828125,3542.0,1521867,2022-12-26
2023-01-02,3418.990234375,3642.25,3648.0,3520.449951171875,3617.0,1408984,2023-01-02
2023-01-09,3384.30517578125,3605.300048828125,3669.0,3520.050048828125,3660.5,1120415,2023-01-09
2023-01-16,3353.750244140625,3572.75,3638.75,3551.25,3609.949951171875,1056434,2023-01-16
2023-01-23,3695.438232421875,3936.75,3995.0,3571.0,3583.5,3137730,2023-01-23
2023-01-30,3616.3994140625,3852.550048828125,3948.949951171875,3740.0,3940.0,1893176,2023-01-30
2023-02-06,3596.780517578125,3831.64990234375,3898.85009765625,3800.10009765625,3846.550048828125,1180219,2023-02-06
2023-02-13,3655.59033203125,3894.300048828125,3930.949951171875,3824.0,3850.85009765625,1172782,2023-02-13
2023-02-20,3613.958740234375,3849.949951171875,3934.949951171875,3814.949951171875,3894.949951171875,1388952,2023-02-20
2023-02-27,3503.239013671875,3732.0,3799.949951171875,3625.60009765625,3799.949951171875,2537023,2023-02-27
2023-03-06,3587.628173828125,3821.89990234375,3845.39990234375,3711.050048828125,3721.699951171875,1492539,2023-03-06
2023-03-13,3580.587890625,3814.39990234375,3838.0,3720.550048828125,3822.949951171875,1618891,2023-03-13
2023-03-20,3593.26025390625,3827.89990234375,3945.5,3785.10009765625,3790.0,1983991,2023-03-20
2023-03-27,3646.625732421875,3884.75,3907.85009765625,3769.550048828125,3834.949951171875,1020944,2023-03-27
2023-04-03,3786.3515625,4033.60009765625,4065.0,3888.199951171875,3904.800048828125,1404425,2023-04-03
2023-04-10,4025.486083984375,4288.35009765625,4307.35009765625,4030.10009765625,4035.050048828125,2268313,2023-04-10
2023-04-17,4044.213134765625,4308.2998046875,4337.0,4175.0498046875,4311.0,2007539,2023-04-17
2023-04-24,4160.28369140625,4431.9501953125,4439.7001953125,4281.0,4308.2998046875,2735367,2023-04-24
2023-05-01,4189.5244140625,4463.10009765625,4506.5,4424.0498046875,4431.9501953125,1245303,2023-05-01
2023-05-08,4260.67822265625,4538.89990234375,4628.85009765625,4465.2001953125,4475.0,1837752,2023-05-08
2023-05-15,4208.392578125,4483.2001953125,4608.5,4464.0498046875,4569.0,1795226,2023-05-15
2023-05-22,4333.00537109375,4615.9501953125,4664.5498046875,4491.10009765625,4494.9501953125,2504596,2023-05-22
2023-05-29,4382.89697265625,4669.10009765625,4707.0,4552.64990234375,4659.9501953125,2556096,2023-05-29
2023-06-05,4452.642578125,4743.39990234375,4829.89990234375,4669.0,4688.0,1331261,2023-06-05
2023-06-12,4357.41162109375,4641.9501953125,4795.0,4620.0,4749.9501953125,1413393,2023-06-12
2023-06-19,4339.24755859375,4622.60009765625,4703.64990234375,4569.0498046875,4645.0,1449898,2023-06-19
2023-06-26,4403.970703125,4691.5498046875,4740.0,4600.5498046875,4624.75,2100759,2023-06-26
2023-07-03,4676.50830078125,4834.0,4938.0,4588.0498046875,4685.2001953125,2929327,2023-07-03
2023-07-10,4701.2744140625,4859.60009765625,4990.0,4845.0498046875,4849.0,2276719,2023-07-10
2023-07-17,4704.27294921875,4862.7001953125,4995.10009765625,4782.0498046875,4883.9501953125,1585879,2023-07-17
2023-07-24,4733.10205078125,4892.5,4919.0,4777.35009765625,4862.0,1995417,2023-07-24
2023-07-31,4558.4833984375,4712.0,4978.64990234375,4700.0,4895.5,1836837,2023-07-31
2023-08-07,4449.21240234375,4599.0498046875,4743.5498046875,4581.60009765625,4743.5498046875,1809990,2023-08-07
2023-08-14,4465.17529296875,4615.5498046875,4668.4501953125,4541.0,4576.0,897751,2023-08-14
2023-08-21,4434.701171875,4584.0498046875,4727.10009765625,4569.75,4603.0,1205803,2023-08-21
2023-08-28,4516.35205078125,4668.4501953125,4720.7998046875,4586.0,4586.5,1910647,2023-08-28
2023-09-04,4604.4833984375,4759.5498046875,4784.60009765625,4622.39990234375,4683.0,1436288,2023-09-04
2023-09-11,4963.34814453125,5130.5,5149.0,4762.60009765625,4779.0,2603547,2023-09-11
2023-09-18,4838.115234375,5001.0498046875,5274.89990234375,4996.2001953125,5124.0,2567101,2023-09-18
2023-09-25,4898.72509765625,5063.7001953125,5128.85009765625,4980.14990234375,5000.0,2076204,2023-09-25
2023-10-02,4851.22412109375,5014.60009765625,5120.0,4903.0498046875,5063.7001953125,1658303,2023-10-02
2023-10-09,4887.79248046875,5052.39990234375,5151.0,4957.0498046875,4957.0498046875,1986799,2023-10-09
2023-10-16,5310.45849609375,5489.2998046875,5510.0,5032.0,5035.0,4440381,2023-10-16
2023-10-23,5198.4794921875,5373.5498046875,5493.39990234375,5236.0,5453.0498046875,2661164,2023-10-23
2023-10-30,5194.02978515625,5368.9501953125,5449.5,5275.0,5388.0,2134796,2023-10-30
2023-11-06,5216.376953125,5392.0498046875,5455.0,5349.0498046875,5380.0,1181069,2023-11-06
2023-11-13,5448.025390625,5631.5,5674.9501953125,5395.5498046875,5435.0,1590216,2023-11-13
2023-11-20,5737.0908203125,5930.2998046875,5960.0,5606.0,5610.0498046875,3338950,2023-11-20
2023-11-27,5849.06982421875,6046.0498046875,6128.89990234375,5912.0,5930.2998046875,1728365,2023-11-27
2023-12-04,5877.75390625,6075.7001953125,6217.7001953125,5987.85009765625,6090.5498046875,2284858,2023-12-04
2023-12-11,6070.75390625,6275.2001953125,6402.10009765625,6018.2998046875,6085.0,2333578,2023-12-11
2023-12-18,6164.49658203125,6372.10009765625,6486.75,6232.0,6275.2001953125,2248963,2023-12-18
2023-12-25,6575.79541015625,6797.25,6833.9501953125,6370.0498046875,6372.10009765625,2071887,2023-12-25
2024-01-01,6751.14013671875,6978.5,7084.0,6560.9501953125,6770.0,3150221,2024-01-01
2024-01-08,7064.052734375,7301.9501953125,7399.0,6961.5,7018.9501953125,4626420,2024-01-08
2024-01-15,6904.041015625,7136.5498046875,7356.14990234375,7071.14990234375,7301.9501953125,1776579,2024-01-15
2024-01-22,7349.97314453125,7597.5,7625.14990234375,6936.5498046875,7136.5498046875,3486843,2024-01-22
2024-01-29,7486.08935546875,7738.2001953125,7797.5,7480.0,7594.0,1653298,2024-01-29
2024-02-05,7531.2197265625,7784.85009765625,7838.0,7633.5,7800.0,1000268,2024-02-05
2024-02-12,8053.81982421875,8325.0498046875,8455.4501953125,7766.0498046875,7775.0,2325859,2024-02-12
2024-02-19,8162.07421875,8436.9501953125,8650.0,8205.0,8400.0,2921093,2024-02-19
2024-02-26,7778.10498046875,8040.0498046875,8547.9501953125,7890.0,8458.7998046875,2717684,2024-02-26
2024-03-04,8589.7705078125,8879.0498046875,8972.849609375,8046.64990234375,8068.75,3228260,2024-03-04
2024-03-11,8078.63427734375,8350.7001953125,9025.0,8110.0,9023.4501953125,2456373,2024-03-11
2024-03-18,8653.8134765625,8945.25,9050.0,8294.2001953125,8343.0,3403766,2024-03-18
2024-03-25,8850.103515625,9148.150390625,9287.7998046875,8851.0498046875,8945.25,2415299,2024-03-25
2024-04-01,8715.9697265625,9009.5,9357.9501953125,8988.0498046875,9194.7998046875,2651109,2024-04-01
2024-04-08,8769.5166015625,9064.849609375,9132.7001953125,8901.349609375,9049.0,1414439,2024-04-08
2024-04-15,8517.6494140625,8804.5,9177.7001953125,8700.0498046875,9059.099609375,3078483,2024-04-15
2024-04-22,8681.9169921875,8974.2998046875,8994.9501953125,8641.400390625,8884.0,1984915,2024-04-22
2024-04-29,8808.939453125,9105.599609375,9258.599609375,8729.0,8974.2998046875,1694127,2024-04-29
2024-05-06,8689.1728515625,8981.7998046875,9185.75,8592.7998046875,9120.0,2626783,2024-05-06
2024-05-13,8494.625,8780.7001953125,9125.0,8710.0,9022.900390625,2122594,2024-05-13
2024-05-20,8656.6669921875,8948.2001953125,9024.0,8736.0,8780.7001953125,1908070,2024-05-20
2024-05-27,8788.7685546875,9084.75,9139.4501953125,8881.7001953125,9002.0,1765889,2024-05-27
2024-06-03,9408.69140625,9725.5498046875,9740.099609375,8808.0,9180.0,2483444,2024-06-03
2024-06-10,9637.1962890625,9961.75,9995.0,9681.5,9779.0,1534785,2024-06-10
2024-06-17,9364.90625,9602.25,10038.7998046875,9565.0,9961.75,1144504,2024-06-17
2024-06-24,9266.79296875,9501.650390625,9825.0,9365.650390625,9580.0,1872161,2024-06-24
2024-07-01,9397.626953125,9635.7998046875,9693.9501953125,9381.099609375,9505.0,1738643,2024-07-01
2024-07-08,9197.6455078125,9430.75,9666.150390625,9383.0,9640.0,1285216,2024-07-08
2024-07-15,9154.0498046875,9386.0498046875,9909.9501953125,9291.5,9430.75,2981375,2024-07-15
2024-07-22,9258.259765625,9492.900390625,9508.0,8744.599609375,9350.0,1475526,2024-07-22
2024-07-29,9378.51171875,9616.2001953125,9844.0,9509.0,9549.2001953125,1458813,2024-07-29
2024-08-05,9524.560546875,9765.9501953125,9777.7001953125,9369.2998046875,9396.2001953125,1354537,2024-08-05
2024-08-12,9643.740234375,9888.150390625,9925.0,9615.0,9741.0,992528,2024-08-12
2024-08-19,10149.228515625,10406.4501953125,10444.349609375,9735.0,9926.9501953125,2034553,2024-08-19
2024-08-26,10622.337890625,10891.5498046875,10921.349609375,10339.650390625,10375.099609375,2102477,2024-08-26
2024-09-02,10562.40625,10830.099609375,11154.099609375,10796.25,10926.0,1842893,2024-09-02
2024-09-09,11447.037109375,11737.150390625,11893.9501953125,10780.0,10830.099609375,3770361,2024-09-09
2024-09-16,11646.53125,11941.7001953125,12054.0,11640.0498046875,11734.0,2337237,2024-09-16
2024-09-23,12353.318359375,12666.400390625,12774.0,12000.0,12000.0,2624096,2024-09-23
2024-09-30,11483.3662109375,11774.400390625,12651.150390625,11639.0,12553.599609375,2470746,2024-09-30
2024-10-07,11583.3818359375,11876.9501953125,12030.9501953125,11525.0,11774.400390625,1346871,2024-10-07
2024-10-14,9815.1943359375,10063.9501953125,11990.099609375,9841.099609375,11928.7998046875,6370837,2024-10-14
2024-10-21,9953.830078125,10206.099609375,10829.849609375,9881.400390625,10063.0,5923503,2024-10-21
2024-10-28,9631.8408203125,9875.9501953125,10292.75,9640.0,10206.099609375,2461854,2024-10-28
2024-11-04,9665.4404296875,9910.400390625,10079.7998046875,9365.0,9896.5,3406508,2024-11-04
2024-11-11,9248.5556640625,9482.9501953125,10032.900390625,9400.0,9850.0498046875,1446288,2024-11-11
2024-11-18,9247.2880859375,9481.650390625,9698.599609375,9414.349609375,9459.0498046875,1559951,2024-11-18
2024-11-25,8810.361328125,9033.650390625,9636.349609375,8992.25,9560.0,3413151,2024-11-25
2024-12-02,8874.9736328125,9099.900390625,9240.0,8746.5,9078.7998046875,3703433,2024-12-02
2024-12-09,8798.4140625,9021.400390625,9171.0,8903.75,9096.0,1795444,2024-12-09
2024-12-16,8570.05078125,8787.25,9078.75,8759.400390625,9064.0,1821320,2024-12-16
2024-12-23,8707.6142578125,8928.2998046875,9179.150390625,8719.900390625,8849.9501953125,1766761,2024-12-23
2024-12-30,8744.0908203125,8965.7001953125,9109.9501953125,8551.0,8928.0,2990734,2024-12-30
2025-01-06,8547.3759765625,8764.0,9093.900390625,8612.0,9004.9501953125,1887695,2025-01-06
2025-01-13,8369.2890625,8581.400390625,8799.0,8525.0,8704.5,1518355,2025-01-13
2025-01-20,8193.8359375,8401.5,8609.599609375,8360.0,8600.0,1561801,2025-01-20
2025-01-27,8929.2958984375,9155.599609375,9178.0,8290.349609375,8378.0498046875,2835330,2025-01-27
2025-02-03,8767.205078125,8989.400390625,9150.0,8811.0,9150.0,2261723,2025-02-03
2025-02-10,8296.240234375,8506.5,9069.7998046875,8419.900390625,8989.400390625,1462894,2025-02-10
2025-02-17,8295.8017578125,8506.0498046875,8640.0,8382.650390625,8494.0,1042491,2025-02-17
2025-02-24,7707.56005859375,7902.89990234375,8488.4501953125,7886.2998046875,8450.5,1444528,2025-02-24
2025-03-03,7387.52099609375,7574.75,7998.2998046875,7301.0,7934.9501953125,4184870,2025-03-03
2025-03-10,7319.20263671875,7504.7001953125,7573.0,7328.0,7573.0,1892006,2025-03-10
2025-03-17,7868.43310546875,8067.85009765625,8151.0,7433.0,7500.0,2005128,2025-03-17
2025-03-24,7684.1044921875,7878.85009765625,8213.9501953125,7810.75,8117.7998046875,2713321,2025-03-24
2025-03-31,7495.1435546875,7685.10009765625,8083.7998046875,7631.0,7878.85009765625,1452042,2025-03-31
2025-04-07,7576.8232421875,7768.85009765625,7779.9501953125,7089.35009765625,7300.0,1280821,2025-04-07
2025-04-14,7819.81494140625,8018.0,8055.0,7768.85009765625,7768.85009765625,956491,2025-04-14
2025-04-21,7835.41943359375,8034.0,8328.0,7950.0,8010.0,2108778,2025-04-21
2025-04-28,7627.19677734375,7820.5,8169.5,7803.0,8034.0,1337446,2025-04-28
2025-05-05,7492.60791015625,7682.5,8044.0,7612.0,7869.5,1691090,2025-05-05
2025-05-12,8272.833984375,8482.5,8495.0,7778.0,7800.0,1910967,2025-05-12
2025-05-19,8524.9443359375,8741.0,8861.5,8492.0,8500.0,3119389,2025-05-19
2025-05-26,8394.2568359375,8607.0,9007.0,8585.0,8784.5,2919099,2025-05-26
2025-06-02,8423.5146484375,8637.0,8685.0,8415.0,8621.5,2271000,2025-06-02
2025-06-09,8254.3037109375,8463.5,8770.0,8350.0,8680.0,1875028,2025-06-09
2025-06-16,8164.08984375,8371.0,8657.5,8250.0,8486.5,1950878,2025-06-16
2025-06-23,8436.0,8436.0,8507.0,8255.0,8275.0,1637857,2025-06-23
2025-06-30,8433.0,8433.0,8496.0,8300.0,8470.0,1294524,2025-06-30
2025-07-07,8067.0,8067.0,8484.0,8045.5,8433.0,1303107,2025-07-07
2025-07-14,8311.0,8311.0,8326.0,8035.5,8090.0,614876,2025-07-14
