Date,Adj Close_DCM.NS,Close_DCM.NS,High_DCM.NS,Low_DCM.NS,Open_DCM.NS,Volume_DCM.NS,Date
2020-12-14,30.450000762939453,30.450000762939453,40.79999923706055,29.600000381469727,39.0,787012,2020-12-14
2020-12-21,28.649999618530273,28.649999618530273,30.200000762939453,27.549999237060547,29.299999237060547,114470,2020-12-21
2020-12-28,28.5,28.5,30.5,26.549999237060547,29.350000381469727,174872,2020-12-28
2021-01-04,28.049999237060547,28.049999237060547,29.799999237060547,27.450000762939453,28.5,164214,2021-01-04
2021-01-11,27.5,27.5,29.25,26.600000381469727,28.799999237060547,171307,2021-01-11
2021-01-18,26.850000381469727,26.850000381469727,28.5,26.299999237060547,27.899999618530273,116996,2021-01-18
2021-01-25,27.200000762939453,27.200000762939453,28.0,25.450000762939453,26.5,75826,2021-01-25
2021-02-01,25.799999237060547,25.799999237060547,28.75,25.149999618530273,27.200000762939453,134862,2021-02-01
2021-02-08,32.54999923706055,32.54999923706055,35.400001525878906,26.200000762939453,27.0,669085,2021-02-08
2021-02-15,28.049999237060547,28.049999237060547,31.0,26.600000381469727,31.0,252210,2021-02-15
2021-02-22,27.0,27.0,29.299999237060547,26.549999237060547,28.649999618530273,153017,2021-02-22
2021-03-01,26.799999237060547,26.799999237060547,28.399999618530273,25.649999618530273,27.75,178093,2021-03-01
2021-03-08,26.850000381469727,26.850000381469727,28.0,25.549999237060547,27.75,87444,2021-03-08
2021-03-15,24.600000381469727,24.600000381469727,27.0,23.25,26.700000762939453,127499,2021-03-15
2021-03-22,24.149999618530273,24.149999618530273,25.5,23.149999618530273,25.5,120772,2021-03-22
2021-03-29,24.450000762939453,24.450000762939453,25.0,23.0,24.149999618530273,41586,2021-03-29
2021-04-05,26.450000762939453,26.450000762939453,28.0,23.600000381469727,23.700000762939453,72705,2021-04-05
2021-04-12,25.399999618530273,25.399999618530273,26.75,23.850000381469727,26.5,49905,2021-04-12
2021-04-19,24.0,24.0,25.5,23.200000762939453,23.700000762939453,50170,2021-04-19
2021-04-26,25.350000381469727,25.350000381469727,26.700000762939453,23.25,24.600000381469727,94388,2021-04-26
2021-05-03,27.100000381469727,27.100000381469727,28.200000762939453,24.299999237060547,25.899999618530273,202859,2021-05-03
2021-05-10,25.850000381469727,25.850000381469727,28.450000762939453,25.299999237060547,26.649999618530273,281654,2021-05-10
2021-05-17,29.200000762939453,29.200000762939453,31.75,25.100000381469727,25.850000381469727,608715,2021-05-17
2021-05-24,28.649999618530273,28.649999618530273,30.799999237060547,27.200000762939453,29.200000762939453,263514,2021-05-24
2021-05-31,36.95000076293945,36.95000076293945,38.099998474121094,28.049999237060547,28.649999618530273,1685057,2021-05-31
2021-06-07,41.04999923706055,41.04999923706055,43.25,36.5,38.45000076293945,960090,2021-06-07
2021-06-14,40.75,40.75,42.900001525878906,39.0,42.5,350137,2021-06-14
2021-06-21,42.400001525878906,42.400001525878906,43.150001525878906,38.75,41.75,139064,2021-06-21
2021-06-28,39.900001525878906,39.900001525878906,43.25,39.150001525878906,43.150001525878906,129071,2021-06-28
2021-07-05,39.400001525878906,39.400001525878906,41.5,38.04999923706055,39.5,73777,2021-07-05
2021-07-12,41.349998474121094,41.349998474121094,42.599998474121094,38.099998474121094,39.400001525878906,143543,2021-07-12
2021-07-19,43.349998474121094,43.349998474121094,43.95000076293945,39.349998474121094,41.70000076293945,206093,2021-07-19
2021-07-26,55.20000076293945,55.20000076293945,55.20000076293945,44.0,44.0,211774,2021-07-26
2021-08-02,59.099998474121094,59.099998474121094,63.79999923706055,55.099998474121094,57.95000076293945,474366,2021-08-02
2021-08-09,51.150001525878906,51.150001525878906,62.04999923706055,47.29999923706055,59.95000076293945,292161,2021-08-09
2021-08-16,48.099998474121094,48.099998474121094,52.650001525878906,47.75,52.5,37369,2021-08-16
2021-08-23,50.79999923706055,50.79999923706055,51.75,43.45000076293945,50.400001525878906,69547,2021-08-23
2021-08-30,47.900001525878906,47.900001525878906,53.29999923706055,46.20000076293945,51.0,37674,2021-08-30
2021-09-06,48.0,48.0,50.20000076293945,46.20000076293945,50.20000076293945,14117,2021-09-06
2021-09-13,45.75,45.75,49.70000076293945,45.5,49.70000076293945,43257,2021-09-13
2021-09-20,49.04999923706055,49.04999923706055,53.70000076293945,43.0,46.70000076293945,90152,2021-09-20
2021-09-27,54.70000076293945,54.70000076293945,58.29999923706055,47.0,50.900001525878906,224571,2021-09-27
2021-10-04,53.29999923706055,53.29999923706055,57.900001525878906,51.75,54.0,133633,2021-10-04
2021-10-11,51.25,51.25,54.5,50.650001525878906,54.400001525878906,130102,2021-10-11
2021-10-18,60.45000076293945,60.45000076293945,60.45000076293945,49.650001525878906,50.75,260955,2021-10-18
2021-10-25,73.19999694824219,73.19999694824219,73.3499984741211,61.25,63.45000076293945,280788,2021-10-25
2021-11-01,83.8499984741211,83.8499984741211,84.0,72.05000305175781,76.8499984741211,397653,2021-11-01
2021-11-08,97.5999984741211,97.5999984741211,98.4000015258789,85.5999984741211,88.0,287298,2021-11-08
2021-11-15,99.3499984741211,99.3499984741211,106.80000305175781,95.0999984741211,99.9000015258789,153309,2021-11-15
2021-11-22,113.0999984741211,113.0999984741211,115.5999984741211,92.9000015258789,95.25,130547,2021-11-22
2021-11-29,114.5,114.5,116.9000015258789,100.19999694824219,116.9000015258789,86839,2021-11-29
2021-12-06,135.5500030517578,135.5500030517578,137.89999389648438,108.80000305175781,118.94999694824219,133882,2021-12-06
2021-12-13,128.75,128.75,140.89999389648438,126.0999984741211,131.5,122980,2021-12-13
2021-12-20,133.1999969482422,133.1999969482422,136.6999969482422,120.0999984741211,125.0,87975,2021-12-20
2021-12-27,132.4499969482422,132.4499969482422,143.5,127.19999694824219,127.19999694824219,69912,2021-12-27
2022-01-03,133.8000030517578,133.8000030517578,143.5,127.75,137.0,181208,2022-01-03
2022-01-10,130.9499969482422,130.9499969482422,146.0,126.19999694824219,130.14999389648438,161157,2022-01-10
2022-01-17,118.0999984741211,118.0999984741211,133.5500030517578,116.0,131.0,170329,2022-01-17
2022-01-24,117.9000015258789,117.9000015258789,124.94999694824219,106.69999694824219,123.44999694824219,158549,2022-01-24
2022-01-31,127.0999984741211,127.0999984741211,131.0,112.0,118.0999984741211,160637,2022-01-31
2022-02-07,121.0999984741211,121.0999984741211,130.5500030517578,119.05000305175781,127.94999694824219,155758,2022-02-07
2022-02-14,107.6500015258789,107.6500015258789,120.0,100.5,120.0,247024,2022-02-14
2022-02-21,97.69999694824219,97.69999694824219,110.6500015258789,91.5,109.94999694824219,164753,2022-02-21
2022-02-28,95.1500015258789,95.1500015258789,105.9000015258789,93.0,93.0,163558,2022-02-28
2022-03-07,100.3499984741211,100.3499984741211,103.0,83.55000305175781,97.0,723850,2022-03-07
2022-03-14,85.9000015258789,85.9000015258789,102.55000305175781,85.0999984741211,100.3499984741211,408310,2022-03-14
2022-03-21,88.44999694824219,88.44999694824219,94.69999694824219,75.3499984741211,85.94999694824219,433180,2022-03-21
2022-03-28,90.0999984741211,90.0999984741211,93.44999694824219,80.25,89.5,296297,2022-03-28
2022-04-04,88.44999694824219,88.44999694824219,99.0,87.75,95.0,574362,2022-04-04
2022-04-11,93.69999694824219,93.69999694824219,95.0,85.80000305175781,89.94999694824219,245665,2022-04-11
2022-04-18,89.75,89.75,104.4000015258789,88.5,93.5,866894,2022-04-18
2022-04-25,97.9000015258789,97.9000015258789,112.0,86.69999694824219,89.0,1654997,2022-04-25
2022-05-02,92.6500015258789,92.6500015258789,98.80000305175781,87.5,96.8499984741211,368163,2022-05-02
2022-05-09,74.0,74.0,93.5,70.5,90.3499984741211,367187,2022-05-09
2022-05-16,76.05000305175781,76.05000305175781,79.80000305175781,73.5999984741211,77.0,153059,2022-05-16
2022-05-23,73.0999984741211,73.0999984741211,78.9000015258789,67.69999694824219,77.94999694824219,149208,2022-05-23
2022-05-30,73.44999694824219,73.44999694824219,77.6500015258789,72.5,77.0,113371,2022-05-30
2022-06-06,73.3499984741211,73.3499984741211,75.5999984741211,70.55000305175781,73.44999694824219,68281,2022-06-06
2022-06-13,64.9000015258789,64.9000015258789,74.69999694824219,63.29999923706055,74.69999694824219,79826,2022-06-13
2022-06-20,68.05000305175781,68.05000305175781,76.0999984741211,62.25,62.79999923706055,228946,2022-06-20
2022-06-27,65.75,65.75,71.05000305175781,65.0,69.30000305175781,85427,2022-06-27
2022-07-04,64.5,64.5,69.69999694824219,63.45000076293945,67.05000305175781,244431,2022-07-04
2022-07-11,59.70000076293945,59.70000076293945,72.9000015258789,58.45000076293945,65.5999984741211,205829,2022-07-11
2022-07-18,53.849998474121094,53.849998474121094,60.70000076293945,52.29999923706055,60.0,546610,2022-07-18
2022-07-25,45.099998474121094,45.099998474121094,54.849998474121094,44.599998474121094,54.849998474121094,693024,2022-07-25
2022-08-01,48.95000076293945,48.95000076293945,52.599998474121094,43.0,45.900001525878906,1984485,2022-08-01
2022-08-08,46.04999923706055,46.04999923706055,49.79999923706055,45.70000076293945,49.79999923706055,305537,2022-08-08
2022-08-15,72.1500015258789,72.1500015258789,72.1500015258789,45.5,46.04999923706055,4152981,2022-08-15
2022-08-22,62.900001525878906,62.900001525878906,76.69999694824219,62.29999923706055,74.80000305175781,1457551,2022-08-22
2022-08-29,67.8499984741211,67.8499984741211,72.0,57.79999923706055,60.0,908460,2022-08-29
2022-09-05,80.55000305175781,80.55000305175781,80.75,67.19999694824219,69.0,1245380,2022-09-05
2022-09-12,81.05000305175781,81.05000305175781,92.3499984741211,80.80000305175781,82.19999694824219,1318176,2022-09-12
2022-09-19,79.3499984741211,79.3499984741211,85.9000015258789,77.3499984741211,82.8499984741211,412191,2022-09-19
2022-09-26,75.75,75.75,79.0999984741211,71.6500015258789,79.0999984741211,224635,2022-09-26
2022-10-03,81.25,81.25,81.25,73.05000305175781,76.3499984741211,325658,2022-10-03
2022-10-10,80.0,80.0,88.94999694824219,78.4000015258789,80.9000015258789,464103,2022-10-10
2022-10-17,78.94999694824219,78.94999694824219,83.3499984741211,75.30000305175781,79.0,233461,2022-10-17
2022-10-24,77.1500015258789,77.1500015258789,81.80000305175781,76.0,80.80000305175781,134161,2022-10-24
2022-10-31,77.05000305175781,77.05000305175781,82.44999694824219,76.0999984741211,76.0999984741211,327570,2022-10-31
2022-11-07,77.1500015258789,77.1500015258789,79.75,74.30000305175781,77.0,219397,2022-11-07
2022-11-14,77.44999694824219,77.44999694824219,82.3499984741211,75.3499984741211,81.5999984741211,523307,2022-11-14
2022-11-21,74.0,74.0,78.9000015258789,71.9000015258789,77.5,301987,2022-11-21
2022-11-28,94.5999984741211,94.5999984741211,101.44999694824219,73.1500015258789,74.6500015258789,1968710,2022-11-28
2022-12-05,92.3499984741211,92.3499984741211,98.75,90.19999694824219,94.25,438009,2022-12-05
2022-12-12,90.0999984741211,90.0999984741211,97.5,89.0999984741211,95.25,263409,2022-12-12
2022-12-19,77.0,77.0,92.0,77.0,91.5,214571,2022-12-19
2022-12-26,81.25,81.25,85.69999694824219,73.1500015258789,76.69999694824219,179988,2022-12-26
2023-01-02,80.80000305175781,80.80000305175781,86.1500015258789,79.25,81.25,192862,2023-01-02
2023-01-09,81.1500015258789,81.1500015258789,84.5,79.0,79.0,116819,2023-01-09
2023-01-16,79.3499984741211,79.3499984741211,82.30000305175781,76.19999694824219,78.55000305175781,153100,2023-01-16
2023-01-23,74.55000305175781,74.55000305175781,81.4000015258789,74.19999694824219,77.4000015258789,170823,2023-01-23
2023-01-30,76.9000015258789,76.9000015258789,81.0,73.05000305175781,76.94999694824219,145522,2023-01-30
2023-02-06,78.0,78.0,87.9000015258789,76.0,77.05000305175781,345662,2023-02-06
2023-02-13,77.75,77.75,82.19999694824219,75.0999984741211,78.0,202777,2023-02-13
2023-02-20,75.94999694824219,75.94999694824219,80.05000305175781,75.19999694824219,79.9000015258789,93702,2023-02-20
2023-02-27,75.94999694824219,75.94999694824219,78.0,74.4000015258789,76.55000305175781,53436,2023-02-27
2023-03-06,74.9000015258789,74.9000015258789,78.0,69.0999984741211,76.0,212629,2023-03-06
2023-03-13,76.1500015258789,76.1500015258789,79.75,67.44999694824219,75.19999694824219,294260,2023-03-13
2023-03-20,74.3499984741211,74.3499984741211,76.94999694824219,72.0999984741211,76.44999694824219,85918,2023-03-20
2023-03-27,70.05000305175781,70.05000305175781,75.44999694824219,67.25,74.05000305175781,87399,2023-03-27
2023-04-03,72.6500015258789,72.6500015258789,75.0,70.05000305175781,72.5,59571,2023-04-03
2023-04-10,71.55000305175781,71.55000305175781,74.0999984741211,70.55000305175781,72.69999694824219,139313,2023-04-10
2023-04-17,65.9000015258789,65.9000015258789,72.69999694824219,64.9000015258789,72.5,515570,2023-04-17
2023-04-24,63.45000076293945,63.45000076293945,66.9000015258789,62.0,66.9000015258789,191757,2023-04-24
2023-05-01,65.3499984741211,65.3499984741211,66.5,62.900001525878906,63.45000076293945,82821,2023-05-01
2023-05-08,63.95000076293945,63.95000076293945,66.19999694824219,63.25,65.4000015258789,94128,2023-05-08
2023-05-15,66.44999694824219,66.44999694824219,68.1500015258789,63.0,63.099998474121094,152305,2023-05-15
2023-05-22,68.6500015258789,68.6500015258789,71.0,66.0,66.80000305175781,170650,2023-05-22
2023-05-29,71.3499984741211,71.3499984741211,78.5,67.30000305175781,68.0,259910,2023-05-29
2023-06-05,70.19999694824219,70.19999694824219,74.69999694824219,69.30000305175781,73.55000305175781,192821,2023-06-05
2023-06-12,72.30000305175781,72.30000305175781,73.44999694824219,70.19999694824219,71.5999984741211,84984,2023-06-12
2023-06-19,69.8499984741211,69.8499984741211,73.30000305175781,68.94999694824219,72.5,117278,2023-06-19
2023-06-26,68.75,68.75,72.5,67.05000305175781,70.5999984741211,159451,2023-06-26
2023-07-03,68.94999694824219,68.94999694824219,69.69999694824219,66.8499984741211,69.25,110758,2023-07-03
2023-07-10,66.8499984741211,66.8499984741211,69.75,65.8499984741211,69.75,118590,2023-07-10
2023-07-17,71.55000305175781,71.55000305175781,76.0,66.30000305175781,68.25,361344,2023-07-17
2023-07-24,79.9000015258789,79.9000015258789,85.8499984741211,72.4000015258789,72.4000015258789,1011700,2023-07-24
2023-07-31,80.75,80.75,85.9000015258789,78.75,80.0,385160,2023-07-31
2023-08-07,74.9000015258789,74.9000015258789,85.80000305175781,74.1500015258789,80.69999694824219,417263,2023-08-07
2023-08-14,71.5999984741211,71.5999984741211,76.4000015258789,70.55000305175781,76.4000015258789,302746,2023-08-14
2023-08-21,73.05000305175781,73.05000305175781,75.0,70.05000305175781,71.19999694824219,197419,2023-08-21
2023-08-28,78.0999984741211,78.0999984741211,81.30000305175781,73.05000305175781,73.5999984741211,361729,2023-08-28
2023-09-04,77.1500015258789,77.1500015258789,84.05000305175781,74.30000305175781,79.5,467171,2023-09-04
2023-09-11,74.75,74.75,78.9000015258789,70.5,78.9000015258789,242550,2023-09-11
2023-09-18,74.0,74.0,76.0,71.05000305175781,76.0,155312,2023-09-18
2023-09-25,97.05000305175781,97.05000305175781,100.5,72.80000305175781,74.3499984741211,4713063,2023-09-25
2023-10-02,82.9000015258789,82.9000015258789,97.05000305175781,80.80000305175781,97.05000305175781,1393375,2023-10-02
2023-10-09,81.0,81.0,85.0,78.75,78.80000305175781,185743,2023-10-09
2023-10-16,77.30000305175781,77.30000305175781,82.19999694824219,77.0,81.05000305175781,136972,2023-10-16
2023-10-23,73.55000305175781,73.55000305175781,78.55000305175781,70.44999694824219,78.55000305175781,187820,2023-10-23
2023-10-30,73.80000305175781,73.80000305175781,80.80000305175781,72.5,77.0,112789,2023-10-30
2023-11-06,72.6500015258789,72.6500015258789,78.0,70.8499984741211,74.75,238997,2023-11-06
2023-11-13,72.94999694824219,72.94999694824219,74.94999694824219,71.55000305175781,74.4000015258789,174160,2023-11-13
2023-11-20,78.55000305175781,78.55000305175781,79.6500015258789,71.75,74.0999984741211,265965,2023-11-20
2023-11-27,74.0,74.0,79.4000015258789,73.80000305175781,78.55000305175781,235998,2023-11-27
2023-12-04,81.44999694824219,81.44999694824219,82.0,72.6500015258789,74.44999694824219,556826,2023-12-04
2023-12-11,82.94999694824219,82.94999694824219,89.69999694824219,78.80000305175781,83.0,671198,2023-12-11
2023-12-18,79.75,79.75,88.69999694824219,78.1500015258789,82.5,435528,2023-12-18
2023-12-25,79.0999984741211,79.0999984741211,81.3499984741211,77.0,79.75,146209,2023-12-25
2024-01-01,79.75,79.75,81.19999694824219,76.4000015258789,79.75,340811,2024-01-01
2024-01-08,86.5999984741211,86.5999984741211,93.3499984741211,78.55000305175781,81.4000015258789,1398164,2024-01-08
2024-01-15,85.05000305175781,85.05000305175781,90.0,81.80000305175781,87.0,507471,2024-01-15
2024-01-22,85.25,85.25,87.4000015258789,80.5,85.05000305175781,200831,2024-01-22
2024-01-29,88.5,88.5,94.9000015258789,83.75,85.0999984741211,890425,2024-01-29
2024-02-05,88.6500015258789,88.6500015258789,94.9000015258789,85.25,89.5999984741211,740462,2024-02-05
2024-02-12,83.55000305175781,83.55000305175781,93.55000305175781,80.0,89.0,384913,2024-02-12
2024-02-19,87.0999984741211,87.0999984741211,92.4000015258789,81.55000305175781,84.94999694824219,790580,2024-02-19
2024-02-26,83.0999984741211,83.0999984741211,89.94999694824219,81.05000305175781,87.9000015258789,214595,2024-02-26
2024-03-04,84.0,84.0,86.75,79.6500015258789,83.0999984741211,250568,2024-03-04
2024-03-11,72.1500015258789,72.1500015258789,84.05000305175781,68.3499984741211,84.0,396799,2024-03-11
2024-03-18,74.0999984741211,74.0999984741211,77.9000015258789,72.3499984741211,73.5,159786,2024-03-18
2024-03-25,72.0,72.0,75.5,70.19999694824219,74.0999984741211,136950,2024-03-25
2024-04-01,79.80000305175781,79.80000305175781,81.0,72.80000305175781,72.80000305175781,294455,2024-04-01
2024-04-08,78.69999694824219,78.69999694824219,81.94999694824219,77.69999694824219,80.9000015258789,125189,2024-04-08
2024-04-15,76.0999984741211,76.0999984741211,78.5,73.80000305175781,75.0,57208,2024-04-15
2024-04-22,79.3499984741211,79.3499984741211,81.69999694824219,76.25,77.4000015258789,137984,2024-04-22
2024-04-29,76.5,76.5,81.44999694824219,75.44999694824219,79.3499984741211,99613,2024-04-29
2024-05-06,74.0,74.0,79.0,71.69999694824219,78.4000015258789,161071,2024-05-06
2024-05-13,74.5,74.5,76.05000305175781,71.5,74.5,60032,2024-05-13
2024-05-20,73.6500015258789,73.6500015258789,75.94999694824219,72.9000015258789,74.1500015258789,98310,2024-05-20
2024-05-27,73.19999694824219,73.19999694824219,80.80000305175781,72.55000305175781,73.19999694824219,374032,2024-05-27
2024-06-03,74.25,74.25,75.6500015258789,66.69999694824219,75.0999984741211,152635,2024-06-03
2024-06-10,77.25,77.25,78.98999786376953,73.80000305175781,74.47000122070312,262218,2024-06-10
2024-06-17,77.31999969482422,77.31999969482422,79.3499984741211,74.5,77.25,150147,2024-06-17
2024-06-24,77.12000274658203,77.12000274658203,80.5,76.19999694824219,78.0,200196,2024-06-24
2024-07-01,90.48999786376953,90.48999786376953,96.4000015258789,76.80999755859375,78.11000061035156,3173328,2024-07-01
2024-07-08,92.94999694824219,92.94999694824219,98.69999694824219,90.05000305175781,92.94999694824219,1348532,2024-07-08
2024-07-15,96.9800033569336,96.9800033569336,106.0999984741211,92.12000274658203,93.8499984741211,2188417,2024-07-15
2024-07-22,103.91999816894531,103.91999816894531,108.0,95.4000015258789,96.3499984741211,1316030,2024-07-22
2024-07-29,106.87000274658203,106.87000274658203,112.80000305175781,104.19999694824219,109.0,1156559,2024-07-29
2024-08-05,110.98999786376953,110.98999786376953,112.98999786376953,101.4000015258789,104.98999786376953,782961,2024-08-05
2024-08-12,106.25,106.25,113.80000305175781,99.70999908447266,111.0,528522,2024-08-12
2024-08-19,100.8499984741211,100.8499984741211,110.0,98.77999877929688,102.0999984741211,180501,2024-08-19
2024-08-26,101.0,101.0,104.0,96.5999984741211,99.25,128358,2024-08-26
2024-09-02,98.80999755859375,98.80999755859375,104.0,98.75,101.0,100504,2024-09-02
2024-09-09,95.22000122070312,95.22000122070312,98.80000305175781,94.05000305175781,98.80000305175781,61426,2024-09-09
2024-09-16,91.55999755859375,91.55999755859375,97.8499984741211,88.41000366210938,95.0,107368,2024-09-16
2024-09-23,92.37000274658203,92.37000274658203,94.5999984741211,89.0999984741211,90.0,100389,2024-09-23
2024-09-30,87.58999633789062,87.58999633789062,94.0,86.0,92.5,82977,2024-09-30
2024-10-07,92.98999786376953,92.98999786376953,94.0,86.19999694824219,86.19999694824219,81893,2024-10-07
2024-10-14,93.8499984741211,93.8499984741211,96.0,90.05000305175781,92.0,49498,2024-10-14
2024-10-21,89.18000030517578,89.18000030517578,95.80000305175781,87.0,95.30000305175781,160048,2024-10-21
2024-10-28,91.2300033569336,91.2300033569336,92.58999633789062,85.0,85.25,46928,2024-10-28
2024-11-04,96.13999938964844,96.13999938964844,99.0999984741211,90.55000305175781,94.0,59756,2024-11-04
2024-11-11,92.44000244140625,92.44000244140625,99.9000015258789,90.19999694824219,99.9000015258789,32109,2024-11-11
2024-11-18,90.22000122070312,90.22000122070312,98.91000366210938,83.0,98.33999633789062,59598,2024-11-18
2024-11-25,91.37000274658203,91.37000274658203,96.69000244140625,90.0,91.5199966430664,104097,2024-11-25
2024-12-02,96.4800033569336,96.4800033569336,99.9000015258789,91.19999694824219,91.5,135082,2024-12-02
2024-12-09,139.8300018310547,139.8300018310547,141.8800048828125,93.0,98.43000030517578,6299405,2024-12-09
2024-12-16,111.55000305175781,111.55000305175781,132.64999389648438,111.0,128.0,1787686,2024-12-16
2024-12-23,107.11000061035156,107.11000061035156,115.01000213623047,103.25,112.0999984741211,494926,2024-12-23
2024-12-30,112.12000274658203,112.12000274658203,115.20999908447266,102.01000213623047,107.55000305175781,242131,2024-12-30
2025-01-06,100.43000030517578,100.43000030517578,115.44999694824219,97.95999908447266,113.79000091552734,310534,2025-01-06
2025-01-13,108.04000091552734,108.04000091552734,115.88999938964844,98.0,100.4000015258789,392251,2025-01-13
2025-01-20,103.61000061035156,103.61000061035156,112.97000122070312,101.63999938964844,109.44999694824219,301013,2025-01-20
2025-01-27,101.5,101.5,103.9000015258789,91.66000366210938,103.0,203677,2025-01-27
2025-02-03,99.22000122070312,99.22000122070312,103.73999786376953,98.1500015258789,101.80000305175781,106305,2025-02-03
2025-02-10,102.18000030517578,102.18000030517578,110.0,97.5,99.76000213623047,350143,2025-02-10
2025-02-17,100.79000091552734,100.79000091552734,105.5,96.69999694824219,104.5,139303,2025-02-17
2025-02-24,100.70999908447266,100.70999908447266,106.80999755859375,95.5999984741211,101.29000091552734,283520,2025-02-24
2025-03-03,101.20999908447266,101.20999908447266,102.79000091552734,98.44999694824219,100.16999816894531,141285,2025-03-03
2025-03-10,97.41000366210938,97.41000366210938,102.58999633789062,96.01000213623047,100.06999969482422,55214,2025-03-10
2025-03-17,98.95999908447266,98.95999908447266,101.5,97.30000305175781,97.48999786376953,86949,2025-03-17
2025-03-24,97.13999938964844,97.13999938964844,105.80000305175781,96.30999755859375,99.22000122070312,160762,2025-03-24
2025-03-31,100.62999725341797,100.62999725341797,105.68000030517578,97.13999938964844,97.13999938964844,89378,2025-03-31
2025-04-07,97.98999786376953,97.98999786376953,99.0,92.56999969482422,97.25,85986,2025-04-07
2025-04-14,108.33999633789062,108.33999633789062,109.0199966430664,98.0,98.4000015258789,135359,2025-04-14
2025-04-21,105.19999694824219,105.19999694824219,112.2699966430664,102.16999816894531,109.0,147119,2025-04-21
2025-04-28,99.0,99.0,105.79000091552734,96.55000305175781,105.05000305175781,67278,2025-04-28
2025-05-05,97.72000122070312,97.72000122070312,104.1500015258789,94.80000305175781,99.2300033569336,133345,2025-05-05
2025-05-12,107.8499984741211,107.8499984741211,109.0,99.26000213623047,99.37999725341797,153546,2025-05-12
2025-05-19,112.19000244140625,112.19000244140625,114.44999694824219,106.0,109.69999694824219,185960,2025-05-19
2025-05-26,101.5199966430664,101.5199966430664,112.98999786376953,100.0,111.69999694824219,166842,2025-05-26
2025-06-02,103.05999755859375,103.05999755859375,108.98999786376953,100.1500015258789,101.0,125712,2025-06-02
2025-06-09,109.4800033569336,109.4800033569336,111.0,101.30000305175781,104.1500015258789,198089,2025-06-09
2025-06-16,101.6500015258789,101.6500015258789,110.29000091552734,100.51000213623047,108.0,92869,2025-06-16
2025-06-23,108.5999984741211,108.5999984741211,111.12999725341797,100.4000015258789,101.6500015258789,186071,2025-06-23
2025-06-30,104.80999755859375,104.80999755859375,109.9000015258789,104.0,109.9000015258789,80124,2025-06-30
2025-07-07,118.18000030517578,118.18000030517578,136.0,104.05000305175781,104.05000305175781,2468640,2025-07-07
2025-07-14,115.41999816894531,115.41999816894531,119.37999725341797,115.11000061035156,116.91000366210938,151014,2025-07-14
