Date,Adj Close_KAMATHOTEL.NS,Close_KAMATHOTEL.NS,High_KAMATHOTEL.NS,Low_KAMATHOTEL.NS,Open_KAMATHOTEL.NS,Volume_KAMATHOTEL.NS,Date
2022-01-03,48.650001525878906,48.650001525878906,50.599998474121094,47.0,48.0,337229,2022-01-03
2022-01-10,51.54999923706055,51.54999923706055,52.599998474121094,47.04999923706055,48.04999923706055,434144,2022-01-10
2022-01-17,49.54999923706055,49.54999923706055,53.599998474121094,49.099998474121094,51.45000076293945,221128,2022-01-17
2022-01-24,48.900001525878906,48.900001525878906,50.900001525878906,46.849998474121094,50.400001525878906,140829,2022-01-24
2022-01-31,56.599998474121094,56.599998474121094,59.0,49.25,49.25,855822,2022-01-31
2022-02-07,52.04999923706055,52.04999923706055,60.20000076293945,51.150001525878906,57.70000076293945,826351,2022-02-07
2022-02-14,62.54999923706055,62.54999923706055,63.349998474121094,46.25,52.099998474121094,2310141,2022-02-14
2022-02-21,53.79999923706055,53.79999923706055,67.4000015258789,49.95000076293945,64.19999694824219,3715593,2022-02-21
2022-02-28,57.95000076293945,57.95000076293945,61.599998474121094,51.099998474121094,52.400001525878906,1003659,2022-02-28
2022-03-07,63.45000076293945,63.45000076293945,66.3499984741211,55.150001525878906,57.599998474121094,1285482,2022-03-07
2022-03-14,62.75,62.75,67.0999984741211,60.150001525878906,63.900001525878906,1010452,2022-03-14
2022-03-21,70.69999694824219,70.69999694824219,75.94999694824219,60.150001525878906,62.95000076293945,3635670,2022-03-21
2022-03-28,70.80000305175781,70.80000305175781,74.25,68.0,71.44999694824219,1586885,2022-03-28
2022-04-04,76.69999694824219,76.69999694824219,81.4000015258789,70.0999984741211,71.5,2114016,2022-04-04
2022-04-11,79.4000015258789,79.4000015258789,82.9000015258789,74.0,76.9000015258789,738258,2022-04-11
2022-04-18,81.55000305175781,81.55000305175781,87.9000015258789,76.75,84.0,996415,2022-04-18
2022-04-25,85.6500015258789,85.6500015258789,94.5999984741211,76.25,78.0,2182365,2022-04-25
2022-05-02,77.55000305175781,77.55000305175781,86.80000305175781,75.0999984741211,84.25,478232,2022-05-02
2022-05-09,68.5999984741211,68.5999984741211,77.80000305175781,61.5,77.80000305175781,572447,2022-05-09
2022-05-16,67.44999694824219,67.44999694824219,78.0,66.6500015258789,69.0999984741211,798918,2022-05-16
2022-05-23,64.0999984741211,64.0999984741211,69.69999694824219,58.70000076293945,67.94999694824219,488642,2022-05-23
2022-05-30,62.04999923706055,62.04999923706055,70.0,52.599998474121094,64.5999984741211,567413,2022-05-30
2022-06-06,57.599998474121094,57.599998474121094,62.900001525878906,57.099998474121094,62.099998474121094,379707,2022-06-06
2022-06-13,53.79999923706055,53.79999923706055,59.0,52.099998474121094,58.45000076293945,161823,2022-06-13
2022-06-20,55.04999923706055,55.04999923706055,56.70000076293945,50.0,54.79999923706055,213262,2022-06-20
2022-06-27,57.45000076293945,57.45000076293945,59.349998474121094,54.5,55.75,194591,2022-06-27
2022-07-04,58.75,58.75,59.95000076293945,56.400001525878906,58.400001525878906,166264,2022-07-04
2022-07-11,58.650001525878906,58.650001525878906,62.29999923706055,57.150001525878906,59.400001525878906,260319,2022-07-11
2022-07-18,63.79999923706055,63.79999923706055,64.9000015258789,57.150001525878906,59.20000076293945,406120,2022-07-18
2022-07-25,63.95000076293945,63.95000076293945,66.19999694824219,62.400001525878906,63.95000076293945,395840,2022-07-25
2022-08-01,69.05000305175781,69.05000305175781,69.9000015258789,63.95000076293945,63.95000076293945,600404,2022-08-01
2022-08-08,70.5999984741211,70.5999984741211,71.9000015258789,66.8499984741211,69.5999984741211,457767,2022-08-08
2022-08-15,82.05000305175781,82.05000305175781,96.69999694824219,70.5999984741211,70.5999984741211,3362365,2022-08-15
2022-08-22,89.80000305175781,89.80000305175781,95.0,82.05000305175781,82.05000305175781,1546102,2022-08-22
2022-08-29,101.80000305175781,101.80000305175781,103.80000305175781,86.30000305175781,86.5,2170334,2022-08-29
2022-09-05,103.5999984741211,103.5999984741211,111.19999694824219,96.9000015258789,103.25,2076109,2022-09-05
2022-09-12,98.0999984741211,98.0999984741211,106.80000305175781,94.05000305175781,106.80000305175781,386938,2022-09-12
2022-09-19,93.8499984741211,93.8499984741211,99.0,91.44999694824219,98.0999984741211,232075,2022-09-19
2022-09-26,88.69999694824219,88.69999694824219,92.0,83.3499984741211,91.5,169557,2022-09-26
2022-10-03,92.55000305175781,92.55000305175781,96.4000015258789,87.0,88.8499984741211,151537,2022-10-03
2022-10-10,87.6500015258789,87.6500015258789,92.9000015258789,87.0999984741211,91.5999984741211,94263,2022-10-10
2022-10-17,87.5999984741211,87.5999984741211,90.94999694824219,85.8499984741211,89.75,76353,2022-10-17
2022-10-24,85.94999694824219,85.94999694824219,90.75,84.55000305175781,86.25,61701,2022-10-24
2022-10-31,89.3499984741211,89.3499984741211,89.5,83.19999694824219,85.05000305175781,142920,2022-10-31
2022-11-07,89.30000305175781,89.30000305175781,93.69999694824219,87.30000305175781,89.5,120886,2022-11-07
2022-11-14,87.94999694824219,87.94999694824219,89.0999984741211,80.6500015258789,85.05000305175781,242180,2022-11-14
2022-11-21,84.5,84.5,88.9000015258789,84.05000305175781,88.5,106810,2022-11-21
2022-11-28,96.5,96.5,97.5,84.0,84.5,262155,2022-11-28
2022-12-05,100.80000305175781,100.80000305175781,111.6500015258789,93.19999694824219,97.80000305175781,1021321,2022-12-05
2022-12-12,113.75,113.75,113.8499984741211,102.4000015258789,103.69999694824219,1154671,2022-12-12
2022-12-19,93.0,93.0,116.25,93.0,115.0,418581,2022-12-19
2022-12-26,98.8499984741211,98.8499984741211,100.0999984741211,88.3499984741211,89.25,512310,2022-12-26
2023-01-02,102.94999694824219,102.94999694824219,108.8499984741211,97.69999694824219,101.9000015258789,860470,2023-01-02
2023-01-09,121.8499984741211,121.8499984741211,121.8499984741211,101.0,106.8499984741211,982743,2023-01-09
2023-01-16,131.1999969482422,131.1999969482422,135.0,117.1500015258789,127.5,1744594,2023-01-16
2023-01-23,131.5,131.5,135.0,122.05000305175781,134.8000030517578,926311,2023-01-23
2023-01-30,125.6500015258789,125.6500015258789,134.64999389648438,120.55000305175781,132.0,418436,2023-01-30
2023-02-06,128.8000030517578,128.8000030517578,133.6999969482422,123.05000305175781,130.6999969482422,330941,2023-02-06
2023-02-13,120.44999694824219,120.44999694824219,134.5,118.0,128.8000030517578,791582,2023-02-13
2023-02-20,128.5500030517578,128.5500030517578,132.75,120.9000015258789,120.9000015258789,369179,2023-02-20
2023-02-27,125.69999694824219,125.69999694824219,129.64999389648438,122.25,129.64999389648438,225078,2023-02-27
2023-03-06,136.75,136.75,136.75,123.19999694824219,124.30000305175781,480173,2023-03-06
2023-03-13,129.1999969482422,129.1999969482422,143.0,123.5,141.0,909452,2023-03-13
2023-03-20,126.1500015258789,126.1500015258789,134.0,122.25,125.0999984741211,316037,2023-03-20
2023-03-27,131.5,131.5,132.10000610351562,119.8499984741211,126.9000015258789,221167,2023-03-27
2023-04-03,139.0,139.0,140.89999389648438,131.64999389648438,133.0,508741,2023-04-03
2023-04-10,131.60000610351562,131.60000610351562,143.8000030517578,129.9499969482422,143.8000030517578,236603,2023-04-10
2023-04-17,160.25,160.25,177.0,128.4499969482422,131.60000610351562,2949949,2023-04-17
2023-04-24,174.35000610351562,174.35000610351562,182.35000610351562,158.8000030517578,160.9499969482422,1457074,2023-04-24
2023-05-01,177.60000610351562,177.60000610351562,177.9499969482422,167.8000030517578,174.35000610351562,400525,2023-05-01
2023-05-08,180.1999969482422,180.1999969482422,195.5,169.0,178.75,843228,2023-05-08
2023-05-15,180.5,180.5,189.1999969482422,173.8000030517578,178.25,340517,2023-05-15
2023-05-22,190.25,190.25,195.0,178.0500030517578,183.0,264954,2023-05-22
2023-05-29,213.64999389648438,213.64999389648438,219.8000030517578,195.14999389648438,199.75,550587,2023-05-29
2023-06-05,206.9499969482422,206.9499969482422,216.9499969482422,200.0500030517578,215.0,286979,2023-06-05
2023-06-12,217.3000030517578,217.3000030517578,228.64999389648438,204.0,204.0,205570,2023-06-12
2023-06-19,218.5500030517578,218.5500030517578,224.89999389648438,206.9499969482422,216.0,127110,2023-06-19
2023-06-26,231.5500030517578,231.5500030517578,234.89999389648438,214.0,221.0,126502,2023-06-26
2023-07-03,239.1999969482422,239.1999969482422,246.14999389648438,228.0,239.60000610351562,159995,2023-07-03
2023-07-10,235.5500030517578,235.5500030517578,255.0,235.0500030517578,241.8000030517578,121976,2023-07-10
2023-07-17,243.9499969482422,243.9499969482422,248.0,230.0,239.0,97012,2023-07-17
2023-07-24,227.8000030517578,227.8000030517578,246.0,226.0,246.0,76258,2023-07-24
2023-07-31,237.8000030517578,237.8000030517578,239.75,226.5,232.0,65955,2023-07-31
2023-08-07,200.0500030517578,200.0500030517578,241.89999389648438,190.39999389648438,241.89999389648438,391363,2023-08-07
2023-08-14,204.39999389648438,204.39999389648438,210.0500030517578,190.0500030517578,190.0500030517578,159722,2023-08-14
2023-08-21,214.75,214.75,220.6999969482422,203.0,203.0,107135,2023-08-21
2023-08-28,203.1999969482422,203.1999969482422,217.85000610351562,200.0,214.6999969482422,148352,2023-08-28
2023-09-04,208.25,208.25,209.0,200.0,205.0,160157,2023-09-04
2023-09-11,209.60000610351562,209.60000610351562,218.89999389648438,202.10000610351562,209.10000610351562,185297,2023-09-11
2023-09-18,202.1999969482422,202.1999969482422,209.5,200.0,208.89999389648438,108744,2023-09-18
2023-09-25,199.85000610351562,199.85000610351562,205.14999389648438,199.3000030517578,203.6999969482422,68705,2023-09-25
2023-10-02,201.9499969482422,201.9499969482422,207.5500030517578,194.0,199.85000610351562,114886,2023-10-02
2023-10-09,206.5500030517578,206.5500030517578,212.9499969482422,193.35000610351562,197.0,246127,2023-10-09
2023-10-16,233.6999969482422,233.6999969482422,233.6999969482422,199.8000030517578,206.3000030517578,403883,2023-10-16
2023-10-23,196.5,196.5,224.0,196.5,222.10000610351562,576255,2023-10-23
2023-10-30,195.60000610351562,195.60000610351562,210.0500030517578,186.6999969482422,194.1999969482422,255913,2023-10-30
2023-11-06,198.35000610351562,198.35000610351562,202.5,195.3000030517578,196.0,100065,2023-11-06
2023-11-13,194.75,194.75,201.75,188.5,200.5,95129,2023-11-13
2023-11-20,195.25,195.25,203.4499969482422,191.5,199.0,239790,2023-11-20
2023-11-27,201.85000610351562,201.85000610351562,206.9499969482422,195.25,195.25,129465,2023-11-27
2023-12-04,238.0,238.0,238.9499969482422,202.25,205.0,485790,2023-12-04
2023-12-11,274.75,274.75,299.0,238.85000610351562,249.89999389648438,774819,2023-12-11
2023-12-18,277.54998779296875,277.54998779296875,293.0,258.75,270.0,585375,2023-12-18
2023-12-25,270.0,270.0,278.1499938964844,257.29998779296875,277.54998779296875,166657,2023-12-25
2024-01-01,267.54998779296875,267.54998779296875,283.29998779296875,265.0,272.0,145325,2024-01-01
2024-01-08,300.0,300.0,300.0,260.0,260.0,676439,2024-01-08
2024-01-15,346.8999938964844,346.8999938964844,365.0,305.0,309.0,2303508,2024-01-15
2024-01-22,333.5,333.5,372.0,324.1499938964844,346.8999938964844,625335,2024-01-22
2024-01-29,322.20001220703125,322.20001220703125,348.29998779296875,314.8999938964844,337.54998779296875,1408100,2024-01-29
2024-02-05,299.8999938964844,299.8999938964844,335.0,296.75,322.20001220703125,468475,2024-02-05
2024-02-12,301.45001220703125,301.45001220703125,309.0,285.04998779296875,307.8999938964844,252797,2024-02-12
2024-02-19,317.25,317.25,318.8999938964844,294.0,308.0,263629,2024-02-19
2024-02-26,294.54998779296875,294.54998779296875,322.0,291.54998779296875,320.29998779296875,214355,2024-02-26
2024-03-04,283.20001220703125,283.20001220703125,303.25,279.1000061035156,303.25,188821,2024-03-04
2024-03-11,267.8500061035156,267.8500061035156,292.5,238.0500030517578,292.5,393650,2024-03-11
2024-03-18,255.0,255.0,277.0,250.3000030517578,270.04998779296875,209257,2024-03-18
2024-03-25,249.8000030517578,249.8000030517578,261.0,244.8000030517578,255.0,232521,2024-03-25
2024-04-01,296.45001220703125,296.45001220703125,301.20001220703125,260.45001220703125,260.45001220703125,255414,2024-04-01
2024-04-08,295.6499938964844,295.6499938964844,315.1000061035156,291.5,302.8999938964844,211367,2024-04-08
2024-04-15,288.20001220703125,288.20001220703125,307.75,280.8999938964844,283.0,243516,2024-04-15
2024-04-22,294.20001220703125,294.20001220703125,300.5,284.0,292.0,223421,2024-04-22
2024-04-29,274.20001220703125,274.20001220703125,298.79998779296875,272.0,298.79998779296875,220565,2024-04-29
2024-05-06,256.54998779296875,256.54998779296875,289.0,251.0,279.0,518054,2024-05-06
2024-05-13,290.8999938964844,290.8999938964844,292.0,251.10000610351562,256.0,357251,2024-05-13
2024-05-20,250.6999969482422,250.6999969482422,292.0,248.0,285.8999938964844,313484,2024-05-20
2024-05-27,237.25,237.25,253.0,228.25,250.75,403105,2024-05-27
2024-06-03,224.60000610351562,224.60000610351562,242.0,209.10000610351562,241.0,468012,2024-06-03
2024-06-10,239.85000610351562,239.85000610351562,239.85000610351562,213.8699951171875,228.0,617393,2024-06-10
2024-06-17,232.60000610351562,232.60000610351562,247.5,229.1999969482422,240.0500030517578,311997,2024-06-17
2024-06-24,226.75,226.75,235.97999572753906,225.00999450683594,232.0,146457,2024-06-24
2024-07-01,222.6300048828125,222.6300048828125,236.5,220.0,227.52000427246094,218384,2024-07-01
2024-07-08,206.9499969482422,206.9499969482422,225.8800048828125,202.0,224.99000549316406,298576,2024-07-08
2024-07-15,204.02999877929688,204.02999877929688,213.39999389648438,201.82000732421875,208.0,201637,2024-07-15
2024-07-22,229.11000061035156,229.11000061035156,229.3699951171875,199.0,205.0,377802,2024-07-22
2024-07-29,224.36000061035156,224.36000061035156,237.89999389648438,218.0,234.0,239295,2024-07-29
2024-08-05,233.6699981689453,233.6699981689453,244.5,215.1999969482422,220.0,741363,2024-08-05
2024-08-12,193.52999877929688,193.52999877929688,240.0,189.00999450683594,230.8000030517578,785856,2024-08-12
2024-08-19,212.14999389648438,212.14999389648438,213.13999938964844,189.10000610351562,194.0,509964,2024-08-19
2024-08-26,210.5800018310547,210.5800018310547,215.0,203.02000427246094,210.0,211327,2024-08-26
2024-09-02,207.1300048828125,207.1300048828125,220.0,205.39999389648438,211.0,233461,2024-09-02
2024-09-09,212.00999450683594,212.00999450683594,215.0,200.10000610351562,206.3000030517578,108976,2024-09-09
2024-09-16,205.2100067138672,205.2100067138672,215.88999938964844,199.00999450683594,214.99000549316406,122792,2024-09-16
2024-09-23,202.47000122070312,202.47000122070312,207.9199981689453,196.41000366210938,206.1999969482422,133230,2024-09-23
2024-09-30,196.80999755859375,196.80999755859375,206.52000427246094,196.10000610351562,206.5,93238,2024-09-30
2024-10-07,199.5,199.5,205.64999389648438,185.0,200.9499969482422,226360,2024-10-07
2024-10-14,192.83999633789062,192.83999633789062,204.39999389648438,191.00999450683594,204.39999389648438,108321,2024-10-14
2024-10-21,221.86000061035156,221.86000061035156,223.32000732421875,175.0,198.6999969482422,814029,2024-10-21
2024-10-28,218.30999755859375,218.30999755859375,238.0,208.35000610351562,238.0,668911,2024-10-28
2024-11-04,213.82000732421875,213.82000732421875,220.0,203.72000122070312,218.35000610351562,269352,2024-11-04
2024-11-11,194.72999572753906,194.72999572753906,217.5,191.00999450683594,215.0,141513,2024-11-11
2024-11-18,203.00999450683594,203.00999450683594,209.0,188.11000061035156,197.64999389648438,151867,2024-11-18
2024-11-25,214.33999633789062,214.33999633789062,217.67999267578125,204.0,204.10000610351562,169490,2024-11-25
2024-12-02,223.25,223.25,229.64999389648438,211.91000366210938,216.0,356682,2024-12-02
2024-12-09,237.50999450683594,237.50999450683594,256.5,220.5,220.5,951933,2024-12-09
2024-12-16,241.4499969482422,241.4499969482422,251.2899932861328,224.11000061035156,237.5,428567,2024-12-16
2024-12-23,235.07000732421875,235.07000732421875,247.4499969482422,231.10000610351562,247.4499969482422,145897,2024-12-23
2024-12-30,239.6699981689453,239.6699981689453,244.0,225.47999572753906,231.0,173201,2024-12-30
2025-01-06,212.52999877929688,212.52999877929688,242.99000549316406,212.0399932861328,242.99000549316406,261381,2025-01-06
2025-01-13,208.47999572753906,208.47999572753906,213.86000061035156,197.14999389648438,212.52999877929688,148388,2025-01-13
2025-01-20,216.32000732421875,216.32000732421875,222.0,208.02999877929688,210.9499969482422,101210,2025-01-20
2025-01-27,227.94000244140625,227.94000244140625,229.0,202.97999572753906,220.64999389648438,281606,2025-01-27
2025-02-03,297.3900146484375,297.3900146484375,318.7699890136719,227.94000244140625,230.0,4727161,2025-02-03
2025-02-10,275.45001220703125,275.45001220703125,306.0,268.1000061035156,302.8999938964844,1116461,2025-02-10
2025-02-17,288.4800109863281,288.4800109863281,302.5,249.6199951171875,275.45001220703125,1971065,2025-02-17
2025-02-24,267.5,267.5,315.0,263.1000061035156,283.4800109863281,2065941,2025-02-24
2025-03-03,311.25,311.25,317.0,251.14999389648438,267.5,2252485,2025-03-03
2025-03-10,314.8999938964844,314.8999938964844,329.0,296.0,317.0,3633237,2025-03-10
2025-03-17,336.79998779296875,336.79998779296875,347.5,311.29998779296875,314.8999938964844,3612165,2025-03-17
2025-03-24,287.1000061035156,287.1000061035156,347.0,283.95001220703125,338.45001220703125,2242280,2025-03-24
2025-03-31,260.6000061035156,260.6000061035156,294.0,252.64999389648438,287.1000061035156,1624408,2025-03-31
2025-04-07,253.0500030517578,253.0500030517578,265.0,208.5,208.5,2186517,2025-04-07
2025-04-14,268.79998779296875,268.79998779296875,275.0,255.60000610351562,257.0,1209404,2025-04-14
2025-04-21,268.6499938964844,268.6499938964844,281.3500061035156,262.45001220703125,268.1000061035156,1289507,2025-04-21
2025-04-28,233.5,233.5,261.0,233.0,261.0,1265072,2025-04-28
2025-05-05,223.05999755859375,223.05999755859375,239.99000549316406,221.24000549316406,235.47999572753906,737613,2025-05-05
2025-05-12,243.3300018310547,243.3300018310547,249.39999389648438,230.97999572753906,230.97999572753906,585637,2025-05-12
2025-05-19,243.13999938964844,243.13999938964844,252.39999389648438,238.41000366210938,246.5,386942,2025-05-19
2025-05-26,239.44000244140625,239.44000244140625,249.75,230.0500030517578,245.60000610351562,370530,2025-05-26
2025-06-02,232.66000366210938,232.66000366210938,238.3300018310547,227.75999450683594,235.8000030517578,309311,2025-06-02
2025-06-09,231.8300018310547,231.8300018310547,242.0,223.41000366210938,232.89999389648438,385832,2025-06-09
2025-06-16,228.42999267578125,228.42999267578125,239.99000549316406,225.0,230.0,343582,2025-06-16
2025-06-23,245.64999389648438,245.64999389648438,254.39999389648438,224.58999633789062,225.0,934426,2025-06-23
2025-06-30,239.4499969482422,239.4499969482422,248.5,234.0,245.0,305665,2025-06-30
2025-07-07,239.3300018310547,239.3300018310547,242.0,230.5,237.0500030517578,280398,2025-07-07
2025-07-14,236.91000366210938,236.91000366210938,239.89999389648438,232.9199981689453,239.36000061035156,64845,2025-07-14
