Date,Adj Close_ACUTAAS.NS,Close_ACUTAAS.NS,High_ACUTAAS.NS,Low_ACUTAAS.NS,Open_ACUTAAS.NS,Volume_ACUTAAS.NS,Date
2025-06-02,1140.5,1140.5,1194.0,1102.699951171875,1170.0,1948220,2025-06-02
2025-06-09,1104.699951171875,1104.699951171875,1149.9000244140625,1086.5,1141.800048828125,1391002,2025-06-09
2025-06-16,1132.199951171875,1132.199951171875,1155.9000244140625,1072.0,1104.699951171875,1686856,2025-06-16
2025-06-23,1141.4000244140625,1141.4000244140625,1146.4000244140625,1059.0,1130.0,1635595,2025-06-23
2025-06-30,1122.0999755859375,1122.0999755859375,1169.0,1084.699951171875,1150.0,2200812,2025-06-30
2025-07-07,1146.4000244140625,1146.4000244140625,1155.9000244140625,1095.4000244140625,1122.0999755859375,1359392,2025-07-07
2025-07-14,1190.0,1190.0,1195.300048828125,1125.0,1141.5999755859375,770990,2025-07-14
