Date,Adj Close_SHAH.NS,Close_SHAH.NS,High_SHAH.NS,Low_SHAH.NS,Open_SHAH.NS,Volume_SHAH.NS,Date
2023-06-26,2.950000047683716,2.950000047683716,3.0999999046325684,2.75,2.8499999046325684,2751254,2023-06-26
2023-07-03,3.25,3.25,4.199999809265137,3.200000047683716,3.9000000953674316,10318580,2023-07-03
2023-07-10,3.049999952316284,3.049999952316284,3.4000000953674316,3.0,3.299999952316284,2891544,2023-07-10
2023-07-17,3.4000000953674316,3.4000000953674316,4.199999809265137,2.950000047683716,3.049999952316284,28551086,2023-07-17
2023-07-24,3.049999952316284,3.049999952316284,3.549999952316284,3.0,3.299999952316284,20745028,2023-07-24
2023-07-31,2.799999952316284,2.799999952316284,3.049999952316284,2.75,2.950000047683716,7341980,2023-07-31
2023-08-07,2.799999952316284,2.799999952316284,3.0,2.75,2.8499999046325684,27708445,2023-08-07
2023-08-14,2.799999952316284,2.799999952316284,2.8499999046325684,2.75,2.8499999046325684,4457872,2023-08-14
2023-08-21,2.75,2.75,2.8499999046325684,2.75,2.8499999046325684,4152421,2023-08-21
2023-08-28,2.799999952316284,2.799999952316284,2.8499999046325684,2.5999999046325684,2.799999952316284,8549401,2023-08-28
2023-09-04,2.9000000953674316,2.9000000953674316,3.0,2.75,2.8499999046325684,7981754,2023-09-04
2023-09-11,2.8499999046325684,2.8499999046325684,3.1500000953674316,2.799999952316284,2.9000000953674316,8930026,2023-09-11
2023-09-18,2.75,2.75,2.9000000953674316,2.75,2.8499999046325684,2659719,2023-09-18
2023-09-25,2.700000047683716,2.700000047683716,2.799999952316284,2.700000047683716,2.799999952316284,2406824,2023-09-25
2023-10-02,2.799999952316284,2.799999952316284,2.8499999046325684,2.6500000953674316,2.75,2732953,2023-10-02
2023-10-09,2.9000000953674316,2.9000000953674316,3.0999999046325684,2.700000047683716,2.75,10068557,2023-10-09
2023-10-16,2.799999952316284,2.799999952316284,3.0,2.75,2.950000047683716,6212761,2023-10-16
2023-10-23,2.75,2.75,2.9000000953674316,2.549999952316284,2.8499999046325684,5145333,2023-10-23
2023-10-30,2.700000047683716,2.700000047683716,2.75,2.5999999046325684,2.700000047683716,7298836,2023-10-30
2023-11-06,2.799999952316284,2.799999952316284,2.9000000953674316,2.6500000953674316,2.700000047683716,5237440,2023-11-06
2023-11-13,3.299999952316284,3.299999952316284,3.5,2.799999952316284,2.8499999046325684,26365684,2023-11-13
2023-11-20,2.950000047683716,2.950000047683716,3.4000000953674316,2.9000000953674316,3.3499999046325684,13144683,2023-11-20
2023-11-27,3.3499999046325684,3.3499999046325684,3.5,2.950000047683716,2.950000047683716,18981473,2023-11-27
2023-12-04,3.25,3.25,3.5999999046325684,3.0999999046325684,3.4000000953674316,17703749,2023-12-04
2023-12-11,3.299999952316284,3.299999952316284,3.450000047683716,3.200000047683716,3.299999952316284,10386638,2023-12-11
2023-12-18,4.599999904632568,4.599999904632568,4.599999904632568,3.299999952316284,3.3499999046325684,56647873,2023-12-18
2023-12-25,4.349999904632568,4.349999904632568,5.5,4.349999904632568,5.099999904632568,50117172,2023-12-25
2024-01-01,4.900000095367432,4.900000095367432,4.949999809265137,4.150000095367432,4.150000095367432,8067127,2024-01-01
2024-01-08,4.699999809265137,4.699999809265137,5.099999904632568,4.699999809265137,5.099999904632568,2921969,2024-01-08
2024-01-15,4.400000095367432,4.400000095367432,4.599999904632568,4.400000095367432,4.599999904632568,3175031,2024-01-15
2024-01-22,4.25,4.25,4.349999904632568,4.25,4.349999904632568,485414,2024-01-22
2024-01-29,4.050000190734863,4.050000190734863,4.199999809265137,4.0,4.199999809265137,2931625,2024-01-29
2024-02-05,3.799999952316284,3.799999952316284,4.0,3.799999952316284,4.0,1375991,2024-02-05
2024-02-12,3.549999952316284,3.549999952316284,3.75,3.549999952316284,3.75,985861,2024-02-12
2024-02-19,3.9000000953674316,3.9000000953674316,4.0,3.450000047683716,3.549999952316284,8084890,2024-02-19
2024-02-26,4.050000190734863,4.050000190734863,4.150000095367432,3.6500000953674316,3.950000047683716,4368563,2024-02-26
2024-03-04,3.5999999046325684,3.5999999046325684,4.199999809265137,3.5,4.150000095367432,2637635,2024-03-04
2024-03-11,3.049999952316284,3.049999952316284,3.75,3.0,3.700000047683716,3412015,2024-03-11
2024-03-18,3.25,3.25,3.25,2.9000000953674316,3.0999999046325684,2775690,2024-03-18
2024-03-25,2.950000047683716,2.950000047683716,3.4000000953674316,2.950000047683716,3.4000000953674316,3022015,2024-03-25
2024-04-01,3.549999952316284,3.549999952316284,3.6500000953674316,3.0999999046325684,3.1500000953674316,7745307,2024-04-01
2024-04-08,3.700000047683716,3.700000047683716,4.199999809265137,3.549999952316284,3.6500000953674316,17466749,2024-04-08
2024-04-15,3.6500000953674316,3.6500000953674316,3.799999952316284,3.4000000953674316,3.5999999046325684,8575165,2024-04-15
2024-04-22,3.799999952316284,3.799999952316284,3.9000000953674316,3.5,3.75,6929813,2024-04-22
2024-04-29,4.050000190734863,4.050000190734863,4.400000095367432,3.700000047683716,3.8499999046325684,22649609,2024-04-29
2024-05-06,3.799999952316284,3.799999952316284,4.099999904632568,3.549999952316284,4.099999904632568,7489203,2024-05-06
2024-05-13,3.9000000953674316,3.9000000953674316,3.950000047683716,3.5999999046325684,3.8499999046325684,5443547,2024-05-13
2024-05-20,3.799999952316284,3.799999952316284,4.0,3.799999952316284,3.9000000953674316,5550579,2024-05-20
2024-05-27,4.400000095367432,4.400000095367432,4.599999904632568,3.700000047683716,3.8499999046325684,20487490,2024-05-27
2024-06-03,4.050000190734863,4.050000190734863,4.599999904632568,3.6500000953674316,4.550000190734863,12984756,2024-06-03
2024-06-10,4.139999866485596,4.139999866485596,4.369999885559082,3.9700000286102295,4.050000190734863,5046462,2024-06-10
2024-06-17,4.059999942779541,4.059999942779541,4.510000228881836,3.7200000286102295,4.199999809265137,4623511,2024-06-17
2024-06-24,3.9800000190734863,3.9800000190734863,4.110000133514404,3.9000000953674316,4.110000133514404,4182606,2024-06-24
2024-07-01,4.159999847412109,4.159999847412109,4.269999980926514,3.7200000286102295,4.010000228881836,6656681,2024-07-01
2024-07-08,4.53000020980835,4.53000020980835,4.75,4.03000020980835,4.260000228881836,13950947,2024-07-08
2024-07-15,4.579999923706055,4.579999923706055,4.699999809265137,4.429999828338623,4.489999771118164,5043987,2024-07-15
2024-07-22,4.880000114440918,4.880000114440918,5.019999980926514,4.510000228881836,4.599999904632568,22038446,2024-07-22
2024-07-29,6.090000152587891,6.090000152587891,6.099999904632568,4.889999866485596,5.019999980926514,115231980,2024-07-29
2024-08-05,6.0,6.0,7.369999885559082,5.559999942779541,5.989999771118164,65215458,2024-08-05
2024-08-12,5.71999979019165,5.71999979019165,6.269999980926514,5.409999847412109,5.699999809265137,15099857,2024-08-12
2024-08-19,6.590000152587891,6.590000152587891,6.590000152587891,5.480000019073486,5.699999809265137,11821799,2024-08-19
2024-08-26,6.199999809265137,6.199999809265137,6.849999904632568,6.199999809265137,6.800000190734863,5506483,2024-08-26
2024-09-02,5.579999923706055,5.579999923706055,6.070000171661377,5.579999923706055,6.070000171661377,1254307,2024-09-02
2024-09-09,5.25,5.25,5.460000038146973,5.239999771118164,5.460000038146973,2706467,2024-09-09
2024-09-16,4.900000095367432,4.900000095367432,5.25,4.900000095367432,5.25,2529705,2024-09-16
2024-09-23,5.239999771118164,5.239999771118164,5.28000020980835,4.989999771118164,4.989999771118164,2246357,2024-09-23
2024-09-30,4.900000095367432,4.900000095367432,5.239999771118164,4.900000095367432,5.239999771118164,1435726,2024-09-30
2024-10-07,4.789999961853027,4.789999961853027,5.190000057220459,4.409999847412109,4.800000190734863,3958339,2024-10-07
2024-10-14,5.440000057220459,5.440000057220459,5.510000228881836,4.599999904632568,4.900000095367432,4875511,2024-10-14
2024-10-21,4.480000019073486,4.480000019073486,5.639999866485596,4.480000019073486,5.5,3279186,2024-10-21
2024-10-28,5.25,5.25,5.400000095367432,4.480000019073486,4.630000114440918,1758051,2024-10-28
2024-11-04,4.769999980926514,4.769999980926514,5.300000190734863,4.75,5.25,1243743,2024-11-04
2024-11-11,4.380000114440918,4.380000114440918,4.679999828338623,4.380000114440918,4.679999828338623,730410,2024-11-11
2024-11-18,4.019999980926514,4.019999980926514,4.289999961853027,4.019999980926514,4.289999961853027,1223798,2024-11-18
2024-11-25,4.420000076293945,4.420000076293945,4.420000076293945,4.099999904632568,4.099999904632568,429556,2024-11-25
2024-12-02,4.289999961853027,4.289999961853027,4.510000228881836,4.289999961853027,4.5,1897764,2024-12-02
2024-12-09,4.309999942779541,4.309999942779541,4.800000190734863,4.159999847412109,4.21999979019165,3173668,2024-12-09
2024-12-16,4.289999961853027,4.289999961853027,4.639999866485596,4.150000095367432,4.320000171661377,2624236,2024-12-16
2024-12-23,4.559999942779541,4.559999942779541,4.599999904632568,4.110000133514404,4.400000095367432,2812113,2024-12-23
2024-12-30,4.5,4.5,4.75,4.309999942779541,4.75,3438290,2024-12-30
2025-01-06,4.170000076293945,4.170000076293945,4.590000152587891,3.9000000953674316,4.519999980926514,5776300,2025-01-06
2025-01-13,4.010000228881836,4.010000228881836,4.369999885559082,3.950000047683716,4.199999809265137,4752871,2025-01-13
2025-01-20,3.880000114440918,3.880000114440918,4.210000038146973,3.799999952316284,4.070000171661377,3986321,2025-01-20
2025-01-27,3.9600000381469727,3.9600000381469727,4.03000020980835,3.319999933242798,3.9100000858306885,6592913,2025-01-27
2025-02-03,4.139999866485596,4.139999866485596,4.25,3.7899999618530273,3.930000066757202,3020499,2025-02-03
2025-02-10,3.5899999141693115,3.5899999141693115,4.159999847412109,3.5199999809265137,4.090000152587891,3831432,2025-02-10
2025-02-17,3.690000057220459,3.690000057220459,3.9200000762939453,3.200000047683716,3.5799999237060547,3897092,2025-02-17
2025-02-24,3.3299999237060547,3.3299999237060547,3.799999952316284,3.200000047683716,3.549999952316284,2084966,2025-02-24
2025-03-03,3.390000104904175,3.390000104904175,3.569999933242798,3.1500000953674316,3.380000114440918,3798736,2025-03-03
2025-03-10,3.2100000381469727,3.2100000381469727,3.4700000286102295,3.1600000858306885,3.440000057220459,3396980,2025-03-10
