Date,Adj Close_UNIECOM.NS,Close_UNIECOM.NS,High_UNIECOM.NS,Low_UNIECOM.NS,Open_UNIECOM.NS,Volume_UNIECOM.NS,Date
2024-08-12,189.60000610351562,189.60000610351562,255.99000549316406,188.5,235.0,45728057,2024-08-12
2024-08-19,226.02999877929688,226.02999877929688,263.989990234375,187.10000610351562,187.10000610351562,54436265,2024-08-19
2024-08-26,219.27999877929688,219.27999877929688,232.25,204.61000061035156,226.99000549316406,21919092,2024-08-26
2024-09-02,197.25,197.25,225.89999389648438,194.80999755859375,222.5,12517018,2024-09-02
2024-09-09,241.36000061035156,241.36000061035156,250.64999389648438,190.72999572753906,197.64999389648438,32329083,2024-09-09
2024-09-16,225.17999267578125,225.17999267578125,246.75,210.88999938964844,242.64999389648438,11765671,2024-09-16
2024-09-23,215.50999450683594,215.50999450683594,228.0,209.2100067138672,226.8000030517578,6227798,2024-09-23
2024-09-30,205.47000122070312,205.47000122070312,216.0,201.5,213.5,3063533,2024-09-30
2024-10-07,207.6999969482422,207.6999969482422,215.27000427246094,194.0,208.5399932861328,4663813,2024-10-07
2024-10-14,209.9199981689453,209.9199981689453,223.89999389648438,205.00999450683594,209.75,4120407,2024-10-14
2024-10-21,195.2100067138672,195.2100067138672,211.91000366210938,192.0,210.89999389648438,3543831,2024-10-21
2024-10-28,201.91000366210938,201.91000366210938,214.89999389648438,192.39999389648438,198.6999969482422,4873910,2024-10-28
2024-11-04,204.88999938964844,204.88999938964844,218.5,193.8699951171875,202.89999389648438,6765096,2024-11-04
2024-11-11,184.64999389648438,184.64999389648438,207.5,182.5,206.0,4712785,2024-11-11
2024-11-18,172.72000122070312,172.72000122070312,185.5,171.41000366210938,184.89999389648438,3628424,2024-11-18
2024-11-25,177.94000244140625,177.94000244140625,187.39999389648438,172.0,176.5,4222152,2024-11-25
2024-12-02,194.0,194.0,197.60000610351562,176.8000030517578,178.0,6016971,2024-12-02
2024-12-09,178.99000549316406,178.99000549316406,197.5,175.39999389648438,194.0,4566286,2024-12-09
2024-12-16,165.24000549316406,165.24000549316406,181.97999572753906,165.0,179.6999969482422,3343831,2024-12-16
2024-12-23,169.11000061035156,169.11000061035156,174.60000610351562,161.0,166.97000122070312,2693378,2024-12-23
2024-12-30,169.9199981689453,169.9199981689453,175.3000030517578,166.97000122070312,169.02999877929688,1504049,2024-12-30
2025-01-06,157.22000122070312,157.22000122070312,170.44000244140625,156.25,169.91000366210938,1990102,2025-01-06
2025-01-13,158.08999633789062,158.08999633789062,159.5,148.1999969482422,155.5,1745747,2025-01-13
2025-01-20,141.6199951171875,141.6199951171875,163.5399932861328,141.0,158.5,1894773,2025-01-20
2025-01-27,159.0399932861328,159.0399932861328,164.0,125.5,138.64999389648438,4965920,2025-01-27
2025-02-03,150.72000122070312,150.72000122070312,164.89999389648438,149.0500030517578,155.00999450683594,2517556,2025-02-03
2025-02-10,118.26000213623047,118.26000213623047,152.0,117.19999694824219,150.74000549316406,5074306,2025-02-10
2025-02-17,117.26000213623047,117.26000213623047,123.94000244140625,113.0,117.0,3713388,2025-02-17
2025-02-24,106.7699966430664,106.7699966430664,117.58999633789062,106.0,116.5,2134282,2025-02-24
2025-03-03,112.08999633789062,112.08999633789062,116.0,96.02999877929688,108.62000274658203,4343525,2025-03-03
2025-03-10,108.43000030517578,108.43000030517578,113.80999755859375,100.2300033569336,111.61000061035156,2232264,2025-03-10
2025-03-17,123.75,123.75,125.25,108.9000015258789,109.44999694824219,3444954,2025-03-17
2025-03-24,119.08000183105469,119.08000183105469,137.63999938964844,116.98999786376953,124.9000015258789,4728513,2025-03-24
2025-03-31,125.44999694824219,125.44999694824219,133.39999389648438,119.08000183105469,119.08000183105469,3400350,2025-03-31
2025-04-07,124.4000015258789,124.4000015258789,128.5,105.0,108.0,1713941,2025-04-07
2025-04-14,126.9800033569336,126.9800033569336,132.9199981689453,124.4000015258789,124.4000015258789,1253880,2025-04-14
2025-04-21,122.66999816894531,122.66999816894531,132.88999938964844,121.5,127.95999908447266,2012045,2025-04-21
2025-04-28,119.87999725341797,119.87999725341797,127.08999633789062,119.0999984741211,122.66999816894531,1143423,2025-04-28
2025-05-05,123.38999938964844,123.38999938964844,143.9600067138672,118.9800033569336,120.9800033569336,11163529,2025-05-05
2025-05-12,136.27000427246094,136.27000427246094,139.5,127.36000061035156,128.6999969482422,3706588,2025-05-12
2025-05-19,138.49000549316406,138.49000549316406,144.0,134.7899932861328,137.33999633789062,2842245,2025-05-19
2025-05-26,133.97000122070312,133.97000122070312,141.02000427246094,133.47000122070312,139.19000244140625,1379493,2025-05-26
2025-06-02,139.9600067138672,139.9600067138672,143.99000549316406,130.82000732421875,133.61000061035156,2998416,2025-06-02
2025-06-09,135.22999572753906,135.22999572753906,147.88999938964844,133.60000610351562,139.8000030517578,4460879,2025-06-09
2025-06-16,124.76000213623047,124.76000213623047,136.91000366210938,121.51000213623047,135.3699951171875,2532529,2025-06-16
2025-06-23,123.18000030517578,123.18000030517578,128.60000610351562,122.5,122.5,2593966,2025-06-23
2025-06-30,121.36000061035156,121.36000061035156,127.06999969482422,120.5,123.77999877929688,1463216,2025-06-30
2025-07-07,122.4800033569336,122.4800033569336,125.25,120.80000305175781,121.94999694824219,1413931,2025-07-07
2025-07-14,129.82000732421875,129.82000732421875,130.9499969482422,121.36000061035156,123.0999984741211,2105316,2025-07-14
