Date,Adj Close_SOLARA.NS,Close_SOLARA.NS,High_SOLARA.NS,Low_SOLARA.NS,Open_SOLARA.NS,Volume_SOLARA.NS,Date
2020-07-13,640.9716186523438,646.0999755859375,678.8499755859375,621.3499755859375,668.9500122070312,298596,2020-07-13
2020-07-20,636.8545532226562,641.9500122070312,674.4000244140625,637.2000122070312,646.0,465734,2020-07-20
2020-07-27,754.9100341796875,760.9500122070312,769.7999877929688,635.0999755859375,645.0999755859375,763663,2020-07-27
2020-08-03,867.536865234375,872.0,939.0,778.2999877929688,779.0,3332680,2020-08-03
2020-08-10,880.0723876953125,884.5999755859375,1028.800048828125,871.0,879.3499755859375,1341544,2020-08-10
2020-08-17,976.4266967773438,981.4500122070312,1030.0,888.0,894.0,983390,2020-08-17
2020-08-24,947.0279541015625,951.9000244140625,1021.0,937.0,998.0,811850,2020-08-24
2020-08-31,951.5049438476562,956.4000244140625,1010.0,910.0,957.9000244140625,879616,2020-08-31
2020-09-07,974.3374633789062,979.3499755859375,1004.9500122070312,885.2999877929688,950.0,604918,2020-09-07
2020-09-14,1049.0531005859375,1054.449951171875,1076.0,989.7999877929688,989.7999877929688,1101142,2020-09-14
2020-09-21,950.0126342773438,954.9000244140625,1090.0,900.0,1065.0,743434,2020-09-21
2020-09-28,1086.460693359375,1092.050048828125,1114.4000244140625,937.4000244140625,963.0,1111442,2020-09-28
2020-10-05,1147.695556640625,1153.5999755859375,1255.0,1035.0,1092.050048828125,2659146,2020-10-05
2020-10-12,1179.0841064453125,1185.1500244140625,1216.0,1105.25,1164.9000244140625,650061,2020-10-12
2020-10-19,1138.841064453125,1144.699951171875,1219.0,1130.0,1197.0,323010,2020-10-19
2020-10-26,1131.329833984375,1137.1500244140625,1174.300048828125,1084.75,1154.699951171875,553027,2020-10-26
2020-11-02,1089.8929443359375,1095.5,1144.0,1070.300048828125,1100.0,340781,2020-11-02
2020-11-09,1067.557861328125,1073.050048828125,1105.6500244140625,963.0,1090.0,465893,2020-11-09
2020-11-16,1025.126220703125,1030.4000244140625,1088.4000244140625,1020.2999877929688,1063.550048828125,143872,2020-11-16
2020-11-23,1167.6107177734375,1169.5,1180.550048828125,1030.050048828125,1031.0,461246,2020-11-23
2020-11-30,1274.93701171875,1277.0,1295.0,1158.6500244140625,1169.5,543400,2020-11-30
2020-12-07,1255.8179931640625,1257.8499755859375,1323.699951171875,1182.6500244140625,1308.699951171875,493401,2020-12-07
2020-12-14,1241.2415771484375,1243.25,1268.0,1223.8499755859375,1254.0,156070,2020-12-14
2020-12-21,1192.7200927734375,1194.6500244140625,1341.0,1120.0,1251.0,332588,2020-12-21
2020-12-28,1195.9149169921875,1197.8499755859375,1210.0,1155.6500244140625,1205.0,212120,2020-12-28
2021-01-04,1249.3284912109375,1251.3499755859375,1283.699951171875,1194.0,1210.0,338786,2021-01-04
2021-01-11,1223.6201171875,1225.5999755859375,1265.0,1193.3499755859375,1251.3499755859375,323631,2021-01-11
2021-01-18,1343.725830078125,1345.9000244140625,1360.0,1182.8499755859375,1225.5999755859375,698695,2021-01-18
2021-01-25,1482.6510009765625,1485.050048828125,1544.0,1258.4000244140625,1359.0,848126,2021-01-25
2021-02-01,1413.013671875,1415.300048828125,1534.5,1389.0,1485.0,676131,2021-02-01
2021-02-08,1564.3187255859375,1566.8499755859375,1624.9000244140625,1420.0,1420.0,643778,2021-02-08
2021-02-15,1368.5855712890625,1370.800048828125,1577.8499755859375,1355.550048828125,1570.0,353612,2021-02-15
2021-02-22,1390.4002685546875,1392.6500244140625,1467.0,1229.449951171875,1373.5999755859375,666200,2021-02-22
2021-03-01,1278.4813232421875,1280.550048828125,1418.8499755859375,1264.949951171875,1400.1500244140625,416495,2021-03-01
2021-03-08,1276.18505859375,1278.25,1320.9000244140625,1215.0,1277.0,402261,2021-03-08
2021-03-15,1203.1033935546875,1205.050048828125,1300.0,1180.0,1281.0,353794,2021-03-15
2021-03-22,1350.26513671875,1352.449951171875,1416.0,1195.0,1217.0,783619,2021-03-22
2021-03-29,1401.9315185546875,1404.199951171875,1414.9000244140625,1330.550048828125,1352.449951171875,282499,2021-03-29
2021-04-05,1375.5242919921875,1377.75,1419.0,1295.0,1410.0,310514,2021-04-05
2021-04-12,1459.937744140625,1462.300048828125,1529.949951171875,1401.0,1454.0,1470075,2021-04-12
2021-04-19,1512.0533447265625,1514.5,1559.0,1412.3499755859375,1450.0,1218376,2021-04-19
2021-04-26,1519.8408203125,1522.300048828125,1545.0,1485.0,1537.0,258282,2021-04-26
2021-05-03,1565.1175537109375,1567.6500244140625,1684.4000244140625,1503.0,1538.0,1577768,2021-05-03
2021-05-10,1716.72216796875,1719.5,1795.9000244140625,1575.0,1596.800048828125,1705669,2021-05-10
2021-05-17,1739.8348388671875,1742.6500244140625,1859.949951171875,1692.0,1722.0,834563,2021-05-17
2021-05-24,1763.6962890625,1766.550048828125,1839.0,1740.0,1765.0,583708,2021-05-24
2021-05-31,1732.6964111328125,1735.5,1819.9000244140625,1722.0,1785.0,366782,2021-05-31
2021-06-07,1712.9283447265625,1715.699951171875,1759.5,1684.0,1735.5,502506,2021-06-07
2021-06-14,1724.75927734375,1727.550048828125,1739.0,1645.0,1703.0,537783,2021-06-14
2021-06-21,1664.906005859375,1667.5999755859375,1778.0,1656.0,1727.550048828125,428631,2021-06-21
2021-06-28,1716.27294921875,1719.050048828125,1796.0,1666.0,1689.9000244140625,384661,2021-06-28
2021-07-05,1663.408447265625,1666.0999755859375,1763.9000244140625,1656.0,1760.0,262221,2021-07-05
2021-07-12,1664.1572265625,1666.8499755859375,1710.0,1651.0,1707.9000244140625,222908,2021-07-12
2021-07-19,1705.9896240234375,1708.75,1721.0,1650.0,1650.0,325222,2021-07-19
2021-07-26,1642.1429443359375,1644.800048828125,1762.0,1581.0,1700.0,545200,2021-07-26
2021-08-02,1774.1292724609375,1777.0,1827.0,1644.800048828125,1644.800048828125,2346405,2021-08-02
