Date,Adj Close_WSTCSTPAPR.NS,Close_WSTCSTPAPR.NS,High_WSTCSTPAPR.NS,Low_WSTCSTPAPR.NS,Open_WSTCSTPAPR.NS,Volume_WSTCSTPAPR.NS,Date
2021-01-04,177.65440368652344,186.89999389648438,196.5,184.5,188.0500030517578,1803364,2021-01-04
2021-01-11,177.0841064453125,186.3000030517578,194.0,181.1999969482422,188.14999389648438,999134,2021-01-11
2021-01-18,170.24026489257812,179.10000610351562,190.6999969482422,178.5,188.10000610351562,868337,2021-01-18
2021-01-25,169.1471405029297,177.9499969482422,182.64999389648438,174.9499969482422,180.5,429206,2021-01-25
2021-02-01,175.3731231689453,184.5,188.0500030517578,175.75,179.9499969482422,996242,2021-02-01
2021-02-08,181.0763397216797,190.5,195.0,183.0500030517578,184.5,1555141,2021-02-08
2021-02-15,202.70094299316406,213.25,224.89999389648438,186.60000610351562,190.4499969482422,2769319,2021-02-15
2021-02-22,200.89492797851562,211.35000610351562,223.5,203.75,211.6999969482422,1283749,2021-02-22
2021-03-01,238.72608947753906,251.14999389648438,277.0,212.5500030517578,213.89999389648438,3232064,2021-03-01
2021-03-08,231.78720092773438,243.85000610351562,271.45001220703125,242.10000610351562,256.0,985653,2021-03-08
2021-03-15,231.69215393066406,243.75,269.3999938964844,232.64999389648438,249.8000030517578,2763153,2021-03-15
2021-03-22,231.0267791748047,243.0500030517578,255.0,234.10000610351562,244.64999389648438,1001162,2021-03-22
2021-03-29,235.63685607910156,247.89999389648438,251.64999389648438,233.0,243.0500030517578,423860,2021-03-29
2021-04-05,217.48171997070312,228.8000030517578,247.10000610351562,225.0,247.10000610351562,1052833,2021-04-05
2021-04-12,193.05303955078125,203.10000610351562,225.60000610351562,202.14999389648438,224.39999389648438,569798,2021-04-12
2021-04-19,186.54188537597656,196.25,202.64999389648438,185.0500030517578,201.0,751928,2021-04-19
2021-04-26,193.67088317871094,203.75,213.60000610351562,197.35000610351562,197.5,720439,2021-04-26
2021-05-03,200.56222534179688,211.0,226.89999389648438,198.0,204.0,1595935,2021-05-03
2021-05-10,188.5380096435547,198.35000610351562,219.8000030517578,197.0,212.9499969482422,750594,2021-05-10
2021-05-17,203.1761932373047,213.75,215.89999389648438,196.89999389648438,200.3000030517578,2886786,2021-05-17
2021-05-24,205.4099578857422,216.10000610351562,224.14999389648438,209.10000610351562,214.0,1769621,2021-05-24
2021-05-31,222.80467224121094,234.39999389648438,238.35000610351562,213.75,216.0,3367525,2021-05-31
2021-06-07,228.79302978515625,240.6999969482422,242.64999389648438,221.75,233.1999969482422,3079575,2021-06-07
2021-06-14,216.911376953125,228.1999969482422,247.39999389648438,219.10000610351562,240.4499969482422,2965364,2021-06-14
2021-06-21,233.68826293945312,245.85000610351562,262.70001220703125,218.8000030517578,221.0,5824163,2021-06-21
2021-06-28,249.37205505371094,262.3500061035156,270.5,242.8000030517578,247.8000030517578,3840439,2021-06-28
2021-07-05,254.6474609375,267.8999938964844,288.70001220703125,261.6499938964844,264.45001220703125,4669873,2021-07-05
2021-07-12,249.22947692871094,262.20001220703125,275.0,261.0,267.0,1191709,2021-07-12
2021-07-19,241.3400421142578,253.89999389648438,266.70001220703125,238.5500030517578,261.3999938964844,1310303,2021-07-19
2021-07-26,248.51658630371094,261.45001220703125,281.0,241.25,252.0,2594336,2021-07-26
2021-08-02,250.70277404785156,263.75,277.0,251.89999389648438,265.3500061035156,2845418,2021-08-02
2021-08-09,244.80947875976562,257.54998779296875,274.5,243.0,266.0,3582148,2021-08-09
2021-08-16,222.66209411621094,234.25,262.04998779296875,232.0500030517578,257.6499938964844,933809,2021-08-16
2021-08-23,217.76687622070312,229.10000610351562,239.8000030517578,218.25,235.25,947780,2021-08-23
2021-08-30,224.23046875,235.89999389648438,240.0,229.1999969482422,229.25,1205778,2021-08-30
2021-09-06,222.13931274414062,233.6999969482422,242.1999969482422,228.64999389648438,236.89999389648438,1085358,2021-09-06
2021-09-13,225.79885864257812,237.5500030517578,244.39999389648438,230.5,233.6999969482422,1501839,2021-09-13
2021-09-20,233.26577758789062,244.35000610351562,258.0,227.10000610351562,232.10000610351562,1882442,2021-09-20
2021-09-27,253.8381805419922,265.8999938964844,277.0,245.0,245.5,3182198,2021-09-27
2021-10-04,264.6256408691406,277.20001220703125,295.79998779296875,266.3999938964844,267.25,3586140,2021-10-04
2021-10-11,263.2414245605469,275.75,287.0,266.6499938964844,278.0,879387,2021-10-11
2021-10-18,250.78338623046875,262.70001220703125,276.95001220703125,254.3000030517578,276.95001220703125,833170,2021-10-18
2021-10-25,238.42080688476562,249.75,272.5,245.0,263.8500061035156,552319,2021-10-25
2021-11-01,242.43028259277344,253.9499969482422,256.0,242.25,254.39999389648438,315628,2021-11-01
2021-11-08,247.10801696777344,258.8500061035156,269.0,254.0,257.45001220703125,711787,2021-11-08
2021-11-15,257.3703918457031,269.6000061035156,275.0,255.0,269.79998779296875,1022550,2021-11-15
2021-11-22,245.5328826904297,257.20001220703125,274.0,253.60000610351562,272.95001220703125,878310,2021-11-22
2021-11-29,238.6594696044922,250.0,260.8999938964844,244.0,250.0,703131,2021-11-29
2021-12-06,252.40625,264.3999938964844,270.70001220703125,243.6999969482422,248.25,431596,2021-12-06
2021-12-13,230.9268798828125,241.89999389648438,268.5,240.64999389648438,265.6000061035156,421652,2021-12-13
2021-12-20,223.289794921875,233.89999389648438,242.5,228.60000610351562,240.10000610351562,274470,2021-12-20
2021-12-27,224.91268920898438,235.60000610351562,239.89999389648438,228.0,232.0,423881,2021-12-27
2022-01-03,231.69061279296875,242.6999969482422,251.5,234.10000610351562,236.60000610351562,910802,2022-01-03
2022-01-10,234.26812744140625,245.39999389648438,249.4499969482422,237.14999389648438,244.0,698111,2022-01-10
2022-01-17,237.9434814453125,249.25,256.95001220703125,239.10000610351562,245.60000610351562,1016955,2022-01-17
2022-01-24,225.24681091308594,235.9499969482422,250.0,226.5,250.0,423446,2022-01-24
2022-01-31,249.6378173828125,261.5,268.0,237.5,237.5,1404768,2022-01-31
2022-02-07,232.45433044433594,243.5,279.0,241.0,263.6000061035156,1988008,2022-02-07
2022-02-14,239.5663604736328,250.9499969482422,255.9499969482422,233.0,238.0,1210041,2022-02-14
2022-02-21,220.04403686523438,230.5,254.0,217.0,248.0,802152,2022-02-21
2022-02-28,229.3040008544922,240.1999969482422,247.39999389648438,225.10000610351562,227.0,556686,2022-02-28
2022-03-07,254.840576171875,266.95001220703125,268.8999938964844,230.0500030517578,236.1999969482422,1122475,2022-03-07
2022-03-14,293.2647705078125,307.20001220703125,315.8999938964844,268.0,269.0,6692362,2022-03-14
2022-03-21,306.0091552734375,320.54998779296875,334.0,310.3500061035156,319.0,3288640,2022-03-21
2022-03-28,327.5362854003906,343.1000061035156,346.0,307.0,323.6499938964844,1791033,2022-03-28
2022-04-04,341.8558349609375,358.1000061035156,371.0,335.0,345.8500061035156,2256724,2022-04-04
2022-04-11,354.0274658203125,370.8500061035156,372.0,350.0,358.70001220703125,773038,2022-04-11
2022-04-18,341.9990234375,358.25,394.95001220703125,356.1499938964844,363.0,2200024,2022-04-18
2022-04-25,332.4526672363281,348.25,367.70001220703125,342.6499938964844,354.8999938964844,891858,2022-04-25
2022-05-02,327.2498474121094,342.79998779296875,356.75,320.3500061035156,343.0,1066388,2022-05-02
2022-05-09,294.8399353027344,308.8500061035156,340.04998779296875,296.0,336.6000061035156,1193171,2022-05-09
2022-05-16,324.0995788574219,339.5,346.3999938964844,306.20001220703125,308.79998779296875,1237041,2022-05-16
2022-05-23,321.1879577636719,336.45001220703125,367.0,310.75,341.0,2019894,2022-05-23
2022-05-30,332.7867736816406,348.6000061035156,364.70001220703125,329.0,342.6000061035156,1167558,2022-05-30
2022-06-06,322.3334655761719,337.6499938964844,357.3500061035156,335.0,347.3500061035156,911053,2022-06-06
2022-06-13,292.88287353515625,306.79998779296875,333.0,303.1000061035156,333.0,1235968,2022-06-13
2022-06-20,294.3148498535156,308.29998779296875,316.75,285.95001220703125,306.79998779296875,794919,2022-06-20
2022-06-27,331.40252685546875,347.1499938964844,349.8999938964844,311.6499938964844,311.70001220703125,1602784,2022-06-27
2022-07-04,321.8084411621094,337.1000061035156,354.79998779296875,331.29998779296875,349.0,854747,2022-07-04
2022-07-11,327.0111999511719,342.54998779296875,350.45001220703125,335.0,335.0,725759,2022-07-11
2022-07-18,357.082275390625,374.04998779296875,379.6000061035156,343.20001220703125,343.20001220703125,2589097,2022-07-18
2022-07-25,403.4299621582031,422.6000061035156,424.5,364.29998779296875,375.54998779296875,4063464,2022-07-25
2022-08-01,469.6818542480469,492.0,498.0,435.0,435.0,5982763,2022-08-01
2022-08-08,489.4428405761719,512.7000122070312,547.7999877929688,480.6499938964844,498.0,3001243,2022-08-08
2022-08-15,535.4469604492188,554.0499877929688,562.9500122070312,507.5,512.7000122070312,1984190,2022-08-15
2022-08-22,590.1465454101562,610.6500244140625,639.0,553.5,554.0499877929688,3168504,2022-08-22
2022-08-29,590.1948852539062,610.7000122070312,650.0,586.0,597.0,1654961,2022-08-29
2022-09-05,557.2398071289062,576.5999755859375,618.0,570.6500244140625,612.4000244140625,1280937,2022-09-05
2022-09-12,545.352783203125,564.2999877929688,589.0,546.5999755859375,577.0,1212382,2022-09-12
2022-09-19,506.21258544921875,523.7999877929688,572.2000122070312,520.0,565.0,1122670,2022-09-19
2022-09-26,479.82928466796875,496.5,529.0,464.04998779296875,523.7999877929688,1824134,2022-09-26
2022-10-03,488.38214111328125,505.3500061035156,511.0,484.6000061035156,495.0,1181146,2022-10-03
2022-10-10,518.0029907226562,536.0,553.0,495.04998779296875,497.95001220703125,1415979,2022-10-10
2022-10-17,551.3929443359375,570.5499877929688,592.7000122070312,532.0,535.7000122070312,1624484,2022-10-17
2022-10-24,580.675537109375,600.8499755859375,616.4500122070312,565.2000122070312,570.5999755859375,1008431,2022-10-24
2022-10-31,563.8115234375,583.4000244140625,624.9500122070312,570.9500122070312,610.0,1386296,2022-10-31
2022-11-07,563.71484375,583.2999877929688,619.0,578.0999755859375,586.9500122070312,1672317,2022-11-07
2022-11-14,566.6140747070312,586.2999877929688,614.5,574.0,587.9000244140625,1171612,2022-11-14
2022-11-21,604.739501953125,625.75,663.9500122070312,581.5999755859375,586.2999877929688,3086853,2022-11-21
2022-11-28,567.9671630859375,587.7000122070312,625.75,573.8499755859375,625.4000244140625,2566200,2022-11-28
2022-12-05,559.5109252929688,578.9500122070312,592.5,576.4000244140625,589.9000244140625,605087,2022-12-05
2022-12-12,528.19873046875,546.5499877929688,594.9500122070312,543.0,577.0999755859375,825743,2022-12-12
2022-12-19,453.8324890136719,469.6000061035156,604.0,464.70001220703125,543.1500244140625,1640972,2022-12-19
2022-12-26,506.01934814453125,523.5999755859375,525.9000244140625,461.0,461.6000061035156,737940,2022-12-26
2023-01-02,526.8458251953125,545.1500244140625,555.75,524.0,525.0,739908,2023-01-02
2023-01-09,521.240478515625,539.3499755859375,560.0,523.3499755859375,548.1500244140625,507532,2023-01-09
2023-01-16,516.5533447265625,534.5,543.3499755859375,525.5,540.0,254518,2023-01-16
2023-01-23,461.27392578125,477.29998779296875,536.9000244140625,472.5,534.5,465414,2023-01-23
2023-01-30,503.6516418457031,521.1500244140625,557.4000244140625,480.95001220703125,480.95001220703125,984215,2023-01-30
2023-02-06,515.1520385742188,533.0499877929688,568.4000244140625,520.6500244140625,523.7999877929688,1602641,2023-02-06
2023-02-13,486.5459289550781,503.45001220703125,540.0,499.0,534.0,924458,2023-02-13
2023-02-20,470.841552734375,487.20001220703125,507.95001220703125,467.5,505.8999938964844,848279,2023-02-20
2023-02-27,472.1462097167969,488.54998779296875,491.95001220703125,470.3999938964844,483.6000061035156,853845,2023-02-27
2023-03-06,498.7711486816406,516.0999755859375,531.9500122070312,491.3999938964844,491.45001220703125,867474,2023-03-06
2023-03-13,485.966064453125,502.8500061035156,526.7999877929688,487.0,514.0,734423,2023-03-13
2023-03-20,498.3363342285156,515.6500244140625,547.9500122070312,491.04998779296875,500.0,900046,2023-03-20
2023-03-27,512.7843017578125,530.5999755859375,539.7999877929688,506.1000061035156,511.20001220703125,449470,2023-03-27
2023-04-03,524.7680053710938,543.0,555.0,532.0499877929688,532.4500122070312,408407,2023-04-03
2023-04-10,547.38232421875,566.4000244140625,571.0,515.3499755859375,551.1500244140625,922388,2023-04-10
2023-04-17,520.708984375,538.7999877929688,578.0,535.0,567.0,618118,2023-04-17
2023-04-24,532.5476684570312,551.0499877929688,561.9500122070312,537.0,544.4000244140625,471834,2023-04-24
2023-05-01,545.2078857421875,564.1500244140625,571.75,542.0,551.0499877929688,584977,2023-05-01
2023-05-08,549.6050415039062,568.7000122070312,585.0,551.75,565.0,827211,2023-05-08
2023-05-15,542.936767578125,561.7999877929688,582.8499755859375,543.0999755859375,569.7000122070312,996887,2023-05-15
2023-05-22,505.43951416015625,523.0,568.9000244140625,517.0,568.9000244140625,606508,2023-05-22
2023-05-29,502.25030517578125,519.7000122070312,552.9000244140625,518.3499755859375,526.0499877929688,776674,2023-05-29
2023-06-05,485.77276611328125,502.6499938964844,527.9500122070312,500.54998779296875,526.2000122070312,721502,2023-06-05
2023-06-12,502.8784484863281,520.3499755859375,529.6500244140625,493.0,503.20001220703125,810608,2023-06-12
2023-06-19,490.9914855957031,508.04998779296875,535.5,501.6000061035156,525.0,834116,2023-06-19
2023-06-26,483.59832763671875,500.3999938964844,522.5499877929688,498.1499938964844,508.95001220703125,555707,2023-06-26
2023-07-03,463.73834228515625,479.8500061035156,507.70001220703125,470.0,507.0,1270077,2023-07-03
2023-07-10,462.14373779296875,478.20001220703125,491.3999938964844,472.75,482.70001220703125,609024,2023-07-10
2023-07-17,465.8161315917969,482.0,488.8999938964844,476.29998779296875,481.45001220703125,612909,2023-07-17
2023-07-24,457.8431396484375,473.75,491.1000061035156,465.29998779296875,483.0,1092543,2023-07-24
2023-07-31,460.1142272949219,476.1000061035156,500.0,474.6000061035156,478.8999938964844,1323182,2023-07-31
2023-08-07,503.0234680175781,520.5,526.5,478.04998779296875,478.20001220703125,2704367,2023-08-07
2023-08-14,561.0369262695312,568.6500244140625,609.3499755859375,507.0,525.0,3723336,2023-08-14
2023-08-21,612.68603515625,621.0,627.0,554.1500244140625,568.8499755859375,3912600,2023-08-21
2023-08-28,614.9059448242188,623.25,650.0,582.0,624.7999877929688,3026431,2023-08-28
2023-09-04,705.9208984375,715.5,749.0,621.0,625.7999877929688,6573227,2023-09-04
2023-09-11,676.6678466796875,685.8499755859375,745.7999877929688,646.0499877929688,727.0,3993268,2023-09-11
2023-09-18,672.869384765625,682.0,701.0,667.5,690.7999877929688,1626910,2023-09-18
2023-09-25,693.8842163085938,703.2999877929688,719.0,680.4000244140625,685.8499755859375,1750640,2023-09-25
2023-10-02,699.902587890625,709.4000244140625,733.0,690.1500244140625,703.2999877929688,1148244,2023-10-02
2023-10-09,749.3318481445312,759.5,780.0,675.5,706.4000244140625,2675792,2023-10-09
2023-10-16,751.5516967773438,761.75,778.0,732.5999755859375,764.0,1507878,2023-10-16
2023-10-23,714.3564453125,724.0499877929688,767.0,671.3499755859375,762.0,1224360,2023-10-23
2023-10-30,713.1231689453125,722.7999877929688,748.9500122070312,711.0,728.7999877929688,864898,2023-10-30
2023-11-06,695.6107788085938,705.0499877929688,746.4000244140625,679.7000122070312,723.4500122070312,1079031,2023-11-06
2023-11-13,689.2965087890625,698.6500244140625,738.0,696.0,725.0,665428,2023-11-13
2023-11-20,665.864501953125,674.9000244140625,710.0,673.0,703.7999877929688,667075,2023-11-20
2023-11-27,644.3562622070312,653.0999755859375,679.5999755859375,640.9000244140625,674.9000244140625,1137174,2023-11-27
2023-12-04,665.6671142578125,674.7000122070312,700.8499755859375,652.0,659.9500122070312,1927540,2023-12-04
2023-12-11,676.7665405273438,685.9500122070312,702.7999877929688,676.0,678.7999877929688,866994,2023-12-11
2023-12-18,717.4149780273438,727.1500244140625,768.0499877929688,681.8499755859375,690.7000122070312,3246453,2023-12-18
2023-12-25,719.6348266601562,729.4000244140625,754.0,721.0,727.1500244140625,916695,2023-12-25
2024-01-01,711.741943359375,721.4000244140625,735.0,705.25,731.2000122070312,671518,2024-01-01
2024-01-08,692.25634765625,701.6500244140625,725.9000244140625,695.0,720.0,663521,2024-01-08
2024-01-15,726.5411376953125,736.4000244140625,754.7999877929688,696.1500244140625,705.9500122070312,2206624,2024-01-15
2024-01-22,717.118896484375,726.8499755859375,738.0,696.2000122070312,736.4000244140625,691832,2024-01-22
2024-01-29,726.8864135742188,736.75,815.0,713.25,731.9000244140625,4513971,2024-01-29
2024-02-05,673.0173950195312,682.1500244140625,742.5999755859375,679.0999755859375,736.75,1426496,2024-02-05
2024-02-12,650.4239501953125,659.25,682.0,619.0999755859375,670.8499755859375,2052777,2024-02-12
2024-02-19,650.621337890625,659.4500122070312,677.5999755859375,637.9000244140625,659.9500122070312,684241,2024-02-19
2024-02-26,620.4309692382812,628.8499755859375,664.0,618.1500244140625,659.0,582578,2024-02-26
2024-03-04,657.2809448242188,666.2000122070312,694.6500244140625,638.5,656.0499877929688,1128853,2024-03-04
2024-03-11,603.1159057617188,611.2999877929688,670.5999755859375,598.25,670.0,712015,2024-03-11
2024-03-18,588.81005859375,596.7999877929688,620.5999755859375,584.2000122070312,611.2999877929688,663358,2024-03-18
2024-03-25,583.1863403320312,591.0999755859375,614.5999755859375,582.8499755859375,601.0,883308,2024-03-25
2024-04-01,627.7318725585938,636.25,648.9000244140625,595.0999755859375,597.0,846980,2024-04-01
2024-04-08,606.6677856445312,614.9000244140625,644.9000244140625,613.5999755859375,640.2000122070312,564507,2024-04-08
2024-04-15,596.2096557617188,604.2999877929688,627.0,590.25,601.0,389552,2024-04-15
2024-04-22,623.489501953125,631.9500122070312,652.5999755859375,608.0,608.6500244140625,814479,2024-04-22
2024-04-29,674.2999877929688,683.4500122070312,688.0,632.6500244140625,639.7000122070312,1313775,2024-04-29
2024-05-06,629.4091796875,637.9500122070312,683.4500122070312,612.0999755859375,683.0499877929688,619770,2024-05-06
2024-05-13,628.3238525390625,636.8499755859375,642.9000244140625,616.0499877929688,633.0,358789,2024-05-13
2024-05-20,623.2921752929688,631.75,654.9000244140625,628.6500244140625,653.0499877929688,299250,2024-05-20
2024-05-27,587.4288330078125,595.4000244140625,638.4000244140625,590.1500244140625,638.0499877929688,939479,2024-05-27
2024-06-03,585.9489135742188,593.9000244140625,614.7000122070312,551.5999755859375,601.9500122070312,1800848,2024-06-03
2024-06-10,668.67626953125,677.75,694.6500244140625,593.9000244140625,599.0,1920825,2024-06-10
2024-06-17,670.6495361328125,679.75,708.4000244140625,676.5,677.75,1420795,2024-06-17
2024-06-24,660.931396484375,669.9000244140625,718.4000244140625,664.5499877929688,682.6500244140625,1989278,2024-06-24
2024-07-01,705.3289794921875,714.9000244140625,753.5,670.0499877929688,673.0999755859375,4575660,2024-07-01
2024-07-08,681.4036254882812,690.6500244140625,723.9000244140625,672.0,718.5499877929688,1366906,2024-07-08
2024-07-15,646.6255493164062,655.4000244140625,698.0,652.0999755859375,690.6500244140625,918537,2024-07-15
2024-07-22,614.1659545898438,622.5,666.0,617.0999755859375,651.0999755859375,831151,2024-07-22
2024-07-29,622.3055419921875,630.75,638.5999755859375,617.0,622.5,791981,2024-07-29
2024-08-05,581.213134765625,589.0999755859375,617.8499755859375,586.1500244140625,617.0999755859375,884051,2024-08-05
2024-08-12,587.7000122070312,587.7000122070312,595.75,570.1500244140625,589.7000122070312,538488,2024-08-12
2024-08-19,637.9000244140625,637.9000244140625,643.7000122070312,591.0,593.4000244140625,887833,2024-08-19
2024-08-26,609.75,609.75,642.5999755859375,600.9500122070312,638.0499877929688,501803,2024-08-26
2024-09-02,602.75,602.75,613.5,596.5,613.5,337465,2024-09-02
2024-09-09,613.5999755859375,613.5999755859375,625.5499877929688,589.75,596.0999755859375,1185331,2024-09-09
2024-09-16,625.2999877929688,625.2999877929688,637.5999755859375,601.5999755859375,616.0,767717,2024-09-16
2024-09-23,614.9000244140625,614.9000244140625,639.1500244140625,605.9500122070312,629.0,752194,2024-09-23
2024-09-30,608.4000244140625,608.4000244140625,629.9500122070312,597.2999877929688,617.8499755859375,518647,2024-09-30
2024-10-07,611.25,611.25,620.0,581.5999755859375,614.5,619688,2024-10-07
2024-10-14,596.9500122070312,596.9500122070312,629.0,593.0,615.0,625319,2024-10-14
2024-10-21,548.9500122070312,548.9500122070312,606.7999877929688,546.4000244140625,606.75,597895,2024-10-21
2024-10-28,573.8499755859375,573.8499755859375,579.5,542.9000244140625,549.0,400743,2024-10-28
2024-11-04,555.4500122070312,555.4500122070312,581.9500122070312,548.5,578.0,423809,2024-11-04
2024-11-11,546.2999877929688,546.2999877929688,557.0999755859375,524.0999755859375,556.0,508113,2024-11-11
2024-11-18,548.4000244140625,548.4000244140625,562.25,529.0,544.9000244140625,342363,2024-11-18
2024-11-25,574.0999755859375,574.0999755859375,587.6500244140625,551.0499877929688,552.25,391896,2024-11-25
2024-12-02,632.1500244140625,632.1500244140625,638.0499877929688,566.0,574.0999755859375,1792245,2024-12-02
2024-12-09,580.25,580.25,638.8499755859375,572.0,638.2999877929688,923613,2024-12-09
2024-12-16,555.9500122070312,555.9500122070312,610.0499877929688,554.5,598.0,1182400,2024-12-16
2024-12-23,556.5,556.5,567.0,545.0999755859375,564.3499755859375,260268,2024-12-23
2024-12-30,561.4500122070312,561.4500122070312,577.9500122070312,540.0499877929688,557.9000244140625,305702,2024-12-30
2025-01-06,563.4500122070312,563.4500122070312,569.2999877929688,528.5,561.4500122070312,510412,2025-01-06
2025-01-13,540.8499755859375,540.8499755859375,557.9000244140625,529.5,551.0,372425,2025-01-13
2025-01-20,539.4000244140625,539.4000244140625,557.0,533.0,544.8499755859375,292832,2025-01-20
2025-01-27,542.1500244140625,542.1500244140625,547.9000244140625,510.0,540.9500122070312,458153,2025-01-27
2025-02-03,531.25,531.25,557.0,528.4500122070312,537.0999755859375,804383,2025-02-03
2025-02-10,484.3500061035156,484.3500061035156,533.9500122070312,464.1000061035156,529.0,688263,2025-02-10
2025-02-17,420.1000061035156,420.1000061035156,483.0,418.0,471.0,1269189,2025-02-17
2025-02-24,392.8500061035156,392.8500061035156,434.0,385.54998779296875,418.5,1281084,2025-02-24
2025-03-03,428.20001220703125,428.20001220703125,437.5,385.1000061035156,391.0,1097173,2025-03-03
2025-03-10,396.8500061035156,396.8500061035156,432.20001220703125,390.29998779296875,428.0,681724,2025-03-10
2025-03-17,432.25,432.25,441.8999938964844,390.0,397.0,672939,2025-03-17
2025-03-24,408.70001220703125,408.70001220703125,440.45001220703125,404.29998779296875,435.0,1188640,2025-03-24
2025-03-31,430.5,430.5,456.1499938964844,407.70001220703125,408.70001220703125,908653,2025-03-31
2025-04-07,435.6499938964844,435.6499938964844,439.3999938964844,399.5,415.75,527557,2025-04-07
2025-04-14,446.79998779296875,446.79998779296875,458.20001220703125,435.6499938964844,435.6499938964844,256348,2025-04-14
2025-04-21,433.8500061035156,433.8500061035156,458.8500061035156,424.6000061035156,449.8999938964844,459086,2025-04-21
2025-04-28,445.04998779296875,445.04998779296875,452.8999938964844,432.04998779296875,432.04998779296875,420753,2025-04-28
2025-05-05,423.5,423.5,452.0,412.3500061035156,444.6499938964844,429262,2025-05-05
2025-05-12,477.79998779296875,477.79998779296875,480.04998779296875,431.3500061035156,431.3500061035156,634101,2025-05-12
2025-05-19,473.25,473.25,493.5,463.0,484.5,875099,2025-05-19
2025-05-26,480.54998779296875,480.54998779296875,499.3999938964844,466.04998779296875,473.45001220703125,550914,2025-05-26
2025-06-02,496.1499938964844,496.1499938964844,498.0,474.3500061035156,481.0,433606,2025-06-02
2025-06-09,517.8499755859375,517.8499755859375,537.0,498.0,498.0,671698,2025-06-09
2025-06-16,503.3999938964844,503.3999938964844,518.0,492.20001220703125,513.0,301005,2025-06-16
2025-06-23,510.8999938964844,510.8999938964844,519.6500244140625,490.6000061035156,503.6000061035156,337836,2025-06-23
2025-06-30,563.1500244140625,563.1500244140625,568.0,501.6499938964844,510.8999938964844,934879,2025-06-30
2025-07-07,535.1500244140625,535.1500244140625,573.7000122070312,528.0999755859375,560.0499877929688,608215,2025-07-07
2025-07-14,551.2999877929688,551.2999877929688,556.0999755859375,527.0999755859375,533.0499877929688,172337,2025-07-14
