Date,Adj Close_WENDT.NS,Close_WENDT.NS,High_WENDT.NS,Low_WENDT.NS,Open_WENDT.NS,Volume_WENDT.NS,Date
2020-07-13,2490.036376953125,2597.85009765625,2645.050048828125,2575.0,2628.050048828125,817,2020-07-13
2020-07-20,2475.804443359375,2558.60009765625,2725.0,2515.0,2595.25,1655,2020-07-20
2020-07-27,2363.65478515625,2442.699951171875,2580.10009765625,2420.0,2559.949951171875,1120,2020-07-27
2020-08-03,2409.424072265625,2490.0,2505.300048828125,2403.0,2420.050048828125,676,2020-08-03
2020-08-10,2374.589111328125,2454.0,2589.89990234375,2450.0,2500.0,1293,2020-08-10
2020-08-17,2467.482666015625,2550.0,2585.0,2424.0,2466.199951171875,1094,2020-08-17
2020-08-24,3707.320068359375,3831.300048828125,4275.7001953125,2527.5,2561.050048828125,80007,2020-08-24
2020-08-31,3265.205078125,3374.39990234375,3800.0,3270.0,3780.0,12279,2020-08-31
2020-09-07,3161.377685546875,3267.10009765625,3450.0,3200.050048828125,3374.35009765625,2870,2020-09-07
2020-09-14,3276.04296875,3385.60009765625,3819.0,3262.0,3271.0,8707,2020-09-14
2020-09-21,3164.4736328125,3270.300048828125,3489.0,3012.0,3355.10009765625,2254,2020-09-21
2020-09-28,3176.61767578125,3282.85009765625,3435.0,3256.300048828125,3298.949951171875,1086,2020-09-28
2020-10-05,3176.230712890625,3282.449951171875,3435.0,3245.0,3296.25,1898,2020-10-05
2020-10-12,3028.133056640625,3129.39990234375,3298.800048828125,3101.14990234375,3281.35009765625,780,2020-10-12
2020-10-19,3013.231689453125,3114.0,3286.0,3000.0,3150.0,1769,2020-10-19
2020-10-26,2834.944091796875,2929.75,3140.0,2905.10009765625,3120.75,1604,2020-10-26
2020-11-02,2935.965576171875,3034.14990234375,3138.800048828125,2905.199951171875,2935.35009765625,1751,2020-11-02
2020-11-09,2973.267822265625,3072.699951171875,3123.0,2905.5,3080.0,968,2020-11-09
2020-11-16,3054.9375,3157.10009765625,3470.0,3001.14990234375,3041.449951171875,13190,2020-11-16
2020-11-23,3074.7734375,3177.60009765625,3346.0,3120.0,3157.10009765625,1294,2020-11-23
2020-11-30,3161.280517578125,3267.0,3310.0,3135.25,3177.60009765625,2421,2020-11-30
2020-12-07,3266.850341796875,3376.10009765625,3450.0,3165.0,3200.050048828125,3961,2020-12-07
2020-12-14,3225.677001953125,3333.550048828125,3477.0,3272.0,3477.0,3619,2020-12-14
2020-12-21,3056.630615234375,3158.85009765625,3400.0,2850.0,3340.0,13783,2020-12-21
2020-12-28,2990.056884765625,3090.050048828125,3216.050048828125,3040.949951171875,3200.050048828125,2076,2020-12-28
2021-01-04,3443.105712890625,3558.25,3563.449951171875,2820.0,3100.050048828125,104038,2021-01-04
2021-01-11,3253.544921875,3362.35009765625,3978.0,3317.0,3750.0,69991,2021-01-11
2021-01-18,3244.88427734375,3353.39990234375,3547.0,3221.0,3399.0,8865,2021-01-18
2021-01-25,3058.904052734375,3161.199951171875,3433.5,3120.0,3399.949951171875,3777,2021-01-25
2021-02-01,3150.394775390625,3255.75,3320.0,3111.0,3195.949951171875,3153,2021-02-01
2021-02-08,3098.149658203125,3191.800048828125,3322.0,3165.0,3305.25,2170,2021-02-08
2021-02-15,3223.51025390625,3320.949951171875,3350.0,3153.199951171875,3204.699951171875,3902,2021-02-15
2021-02-22,3156.58349609375,3252.0,3456.89990234375,3131.0,3386.35009765625,2721,2021-02-22
2021-03-01,3243.06884765625,3341.10009765625,3445.0,3259.14990234375,3259.199951171875,5100,2021-03-01
2021-03-08,3196.283203125,3292.89990234375,3440.0,3280.0,3285.300048828125,1484,2021-03-08
2021-03-15,3059.12890625,3151.60009765625,3389.75,3100.0,3340.0,2722,2021-03-15
2021-03-22,3043.210205078125,3135.199951171875,3228.0,3085.0,3210.0,1845,2021-03-22
2021-03-29,3095.43212890625,3189.0,3213.0,3104.0,3135.199951171875,727,2021-03-29
2021-04-05,3086.939208984375,3180.25,3230.0,3133.39990234375,3213.0,1632,2021-04-05
2021-04-12,3021.03076171875,3112.35009765625,3203.0,3100.89990234375,3191.89990234375,1417,2021-04-12
2021-04-19,3272.140380859375,3371.050048828125,3499.949951171875,3054.550048828125,3102.39990234375,7658,2021-04-19
2021-04-26,3121.056884765625,3215.39990234375,3486.60009765625,3152.0,3400.0,5158,2021-04-26
2021-05-03,3117.417236328125,3211.64990234375,3340.0,3126.0,3227.25,3986,2021-05-03
2021-05-10,3261.899658203125,3360.5,3449.0,3221.199951171875,3229.949951171875,7109,2021-05-10
2021-05-17,3290.533935546875,3390.0,3489.0,3269.949951171875,3489.0,5415,2021-05-17
2021-05-24,3321.643798828125,3422.050048828125,3600.0,3400.0,3500.0,17789,2021-05-24
2021-05-31,3667.732421875,3778.60009765625,4100.2001953125,3370.0,3464.050048828125,35574,2021-05-31
2021-06-07,3627.78955078125,3737.449951171875,3897.800048828125,3700.0,3780.0,13947,2021-06-07
2021-06-14,3585.129150390625,3693.5,3849.800048828125,3640.0,3811.89990234375,7843,2021-06-14
2021-06-21,3901.2724609375,4019.199951171875,4070.0,3638.14990234375,3720.0,13509,2021-06-21
2021-06-28,4212.078125,4339.39990234375,4498.0,3800.0,4000.0,51468,2021-06-28
2021-07-05,3951.067626953125,4070.5,4437.2001953125,4035.0,4437.0,9064,2021-07-05
2021-07-12,4263.08642578125,4391.9501953125,4872.60009765625,4102.0498046875,4150.0,45486,2021-07-12
2021-07-19,4798.6826171875,4922.5498046875,5140.0,4275.0,4391.9501953125,51188,2021-07-19
2021-07-26,4387.25341796875,4500.5,4972.35009765625,4391.0,4950.0,21848,2021-07-26
2021-08-02,4283.7255859375,4394.2998046875,4669.75,4298.35009765625,4585.5,8833,2021-08-02
2021-08-09,4115.85986328125,4222.10009765625,4427.25,4031.0,4390.0,9977,2021-08-09
2021-08-16,3974.41015625,4077.0,4319.35009765625,4050.0,4259.14990234375,2587,2021-08-16
2021-08-23,4159.0927734375,4266.4501953125,4330.0,3932.300048828125,4077.0,5296,2021-08-23
2021-08-30,4204.033203125,4312.5498046875,4390.0,4250.2001953125,4332.10009765625,3899,2021-08-30
2021-09-06,4166.111328125,4273.64990234375,4360.0,4208.0,4334.0498046875,1429,2021-09-06
2021-09-13,4350.6484375,4462.9501953125,4899.89990234375,4400.0,4444.0,29780,2021-09-13
2021-09-20,4209.4921875,4318.14990234375,4550.0,4300.0,4524.4501953125,5377,2021-09-20
2021-09-27,4180.92919921875,4288.85009765625,4451.0,4280.10009765625,4399.0,4869,2021-09-27
2021-10-04,4180.24658203125,4288.14990234375,4368.5498046875,4230.10009765625,4350.25,3063,2021-10-04
2021-10-11,4315.798828125,4427.2001953125,4638.64990234375,4290.0,4316.2998046875,5575,2021-10-11
2021-10-18,4437.94482421875,4552.5,4800.0,4250.0,4430.0,10936,2021-10-18
2021-10-25,4337.82958984375,4449.7998046875,4750.0,4294.2001953125,4574.9501953125,10848,2021-10-25
2021-11-01,4594.01708984375,4712.60009765625,4790.0,4406.0,4422.39990234375,3073,2021-11-01
2021-11-08,4516.126953125,4632.7001953125,5010.0,4600.0,4720.0498046875,6804,2021-11-08
2021-11-15,4582.708984375,4701.0,4799.0,4455.64990234375,4799.0,4389,2021-11-15
2021-11-22,5066.03173828125,5196.7998046875,5419.9501953125,4585.0,4620.2998046875,25501,2021-11-22
