Date,Adj Close_ORISSAMINE.NS,Close_ORISSAMINE.NS,High_ORISSAMINE.NS,Low_ORISSAMINE.NS,Open_ORISSAMINE.NS,Volume_ORISSAMINE.NS,Date
2021-02-22,2478.85009765625,2478.85009765625,2555.0,2350.0,2434.0,76636,2021-02-22
2021-03-01,2466.10009765625,2466.10009765625,2755.0,2435.0,2480.0,164310,2021-03-01
2021-03-08,2471.699951171875,2471.699951171875,2626.0,2440.0,2470.0,45553,2021-03-08
2021-03-15,2454.85009765625,2454.85009765625,2503.949951171875,2223.5,2450.0,40080,2021-03-15
2021-03-22,2348.85009765625,2348.85009765625,2484.949951171875,2250.0,2448.0,31414,2021-03-22
2021-03-29,2471.199951171875,2471.199951171875,2520.0,2310.050048828125,2348.85009765625,37215,2021-03-29
2021-04-05,2659.199951171875,2659.199951171875,2779.699951171875,2400.39990234375,2450.0,153145,2021-04-05
2021-04-12,2419.60009765625,2419.60009765625,2597.60009765625,2385.0,2568.0,48929,2021-04-12
2021-04-19,2306.64990234375,2306.64990234375,2390.0,2203.949951171875,2331.0,36949,2021-04-19
2021-04-26,2352.64990234375,2352.64990234375,2485.0,2291.0,2301.0,57061,2021-04-26
2021-05-03,2518.75,2518.75,2568.0,2332.050048828125,2348.699951171875,110072,2021-05-03
2021-05-10,2541.449951171875,2541.449951171875,2873.25,2474.64990234375,2590.0,298379,2021-05-10
2021-05-17,2479.800048828125,2479.800048828125,2654.050048828125,2466.0,2567.449951171875,60565,2021-05-17
2021-05-24,2767.85009765625,2767.85009765625,2965.0,2484.949951171875,2498.0,269483,2021-05-24
2021-05-31,3484.199951171875,3484.199951171875,3484.199951171875,2770.0,2789.949951171875,453170,2021-05-31
2021-06-07,3264.89990234375,3264.89990234375,3595.14990234375,3131.60009765625,3569.0,294264,2021-06-07
2021-06-14,3526.199951171875,3526.199951171875,3802.0,3120.0,3277.0,310026,2021-06-14
2021-06-21,3299.550048828125,3299.550048828125,3631.0,3280.5,3480.0,96549,2021-06-21
2021-06-28,3269.050048828125,3269.050048828125,3620.0,3245.0,3332.699951171875,137127,2021-06-28
2021-07-05,3232.949951171875,3232.949951171875,3451.0,3188.0,3292.0,243839,2021-07-05
2021-07-12,3238.5,3238.5,3355.0,3200.0,3259.0,87229,2021-07-12
2021-07-19,3071.800048828125,3071.800048828125,3262.0,3023.699951171875,3217.0,52969,2021-07-19
2021-07-26,3051.60009765625,3051.60009765625,3174.0,2890.0,3050.0,82056,2021-07-26
2021-08-02,2907.449951171875,2907.449951171875,3144.10009765625,2895.0,3080.0,62022,2021-08-02
2021-08-09,2869.449951171875,2869.449951171875,2998.0,2651.0,2940.0,58828,2021-08-09
2021-08-16,2760.550048828125,2760.550048828125,2987.949951171875,2710.0,2875.0,76053,2021-08-16
2021-08-23,2727.300048828125,2727.300048828125,2819.0,2662.550048828125,2814.0,44013,2021-08-23
2021-08-30,3004.14990234375,3004.14990234375,3055.60009765625,2700.0,2759.5,186775,2021-08-30
2021-09-06,2960.64990234375,2960.64990234375,3079.800048828125,2810.0,3017.0,155276,2021-09-06
2021-09-13,3113.25,3113.25,3188.0,2899.85009765625,2955.0,206219,2021-09-13
2021-09-20,2867.85009765625,2867.85009765625,3338.85009765625,2845.0,3301.0,182608,2021-09-20
2021-09-27,2856.39990234375,2856.39990234375,2939.449951171875,2809.0,2900.0,80076,2021-09-27
2021-10-04,2841.89990234375,2841.89990234375,2944.699951171875,2825.0,2900.0,107600,2021-10-04
2021-10-11,2856.35009765625,2856.35009765625,3017.0,2844.949951171875,2856.60009765625,107986,2021-10-11
2021-10-18,2675.14990234375,2675.14990234375,2935.0,2660.10009765625,2866.0,92991,2021-10-18
2021-10-25,2546.10009765625,2546.10009765625,2704.0,2503.25,2682.25,61673,2021-10-25
2021-11-01,2621.699951171875,2621.699951171875,2674.949951171875,2557.0,2558.85009765625,23362,2021-11-01
2021-11-08,2713.449951171875,2713.449951171875,2789.89990234375,2590.0,2622.25,41404,2021-11-08
2021-11-15,2524.949951171875,2524.949951171875,2770.0,2500.0,2760.0,26911,2021-11-15
2021-11-22,2382.199951171875,2382.199951171875,2518.0,2370.0,2500.550048828125,31840,2021-11-22
2021-11-29,2356.050048828125,2356.050048828125,2383.14990234375,2227.64990234375,2382.199951171875,33915,2021-11-29
2021-12-06,2395.60009765625,2395.60009765625,2500.0,2284.0,2385.0,38884,2021-12-06
2021-12-13,2316.85009765625,2316.85009765625,2544.0,2298.0,2407.60009765625,55178,2021-12-13
2021-12-20,2302.199951171875,2302.199951171875,2353.949951171875,2200.0,2298.0,26320,2021-12-20
2021-12-27,2296.800048828125,2296.800048828125,2344.0,2275.550048828125,2305.0,22316,2021-12-27
2022-01-03,2841.300048828125,2841.300048828125,2924.800048828125,2291.25,2308.300048828125,431738,2022-01-03
2022-01-10,2871.64990234375,2871.64990234375,3004.89990234375,2670.0,2860.0,180121,2022-01-10
2022-01-17,2889.199951171875,2889.199951171875,3125.949951171875,2850.0,2898.0,168798,2022-01-17
2022-01-24,2828.85009765625,2828.85009765625,2933.550048828125,2590.75,2919.0,90492,2022-01-24
2022-01-31,2988.050048828125,2988.050048828125,3080.10009765625,2736.050048828125,2828.85009765625,141358,2022-01-31
2022-02-07,2857.10009765625,2857.10009765625,3026.0,2801.0,3011.0,60372,2022-02-07
2022-02-14,2628.449951171875,2628.449951171875,2849.949951171875,2601.0,2825.0,53444,2022-02-14
2022-02-21,2413.10009765625,2413.10009765625,2669.949951171875,2282.449951171875,2600.0,61867,2022-02-21
2022-02-28,2502.64990234375,2502.64990234375,2645.449951171875,2355.0,2399.949951171875,50573,2022-02-28
2022-03-07,2887.699951171875,2887.699951171875,2966.60009765625,2384.0,2440.0,196304,2022-03-07
2022-03-14,2787.0,2787.0,2990.050048828125,2712.0,2887.60009765625,63033,2022-03-14
2022-03-21,2734.800048828125,2734.800048828125,2835.0,2696.64990234375,2806.0,63651,2022-03-21
2022-03-28,3071.35009765625,3071.35009765625,3100.0,2650.0,2729.89990234375,202030,2022-03-28
2022-04-04,3096.75,3096.75,3184.0,3009.0,3100.0,159190,2022-04-04
2022-04-11,3251.64990234375,3251.64990234375,3376.0,3103.0,3103.0,189219,2022-04-11
2022-04-18,3340.64990234375,3340.64990234375,3379.949951171875,3051.050048828125,3229.949951171875,159189,2022-04-18
2022-04-25,3391.75,3391.75,3674.800048828125,3280.0,3384.0,307206,2022-04-25
2022-05-02,3192.85009765625,3192.85009765625,3443.949951171875,3147.800048828125,3379.0,70570,2022-05-02
2022-05-09,2860.14990234375,2860.14990234375,3192.85009765625,2701.10009765625,3192.85009765625,84966,2022-05-09
2022-05-16,3146.89990234375,3146.89990234375,3260.0,2850.39990234375,2874.5,62434,2022-05-16
2022-05-23,2681.0,2681.0,3000.0,2569.449951171875,3000.0,20288,2022-05-23
2022-05-30,2809.949951171875,2809.949951171875,2935.0,2651.0,2710.0,18103,2022-05-30
2022-06-06,2683.85009765625,2683.85009765625,2839.89990234375,2650.0,2839.89990234375,5194,2022-06-06
2022-06-13,2411.85009765625,2411.85009765625,2693.0,2311.050048828125,2693.0,11005,2022-06-13
2022-06-20,2392.89990234375,2392.89990234375,2445.0,2250.0,2439.0,7612,2022-06-20
2022-06-27,2370.35009765625,2370.35009765625,2489.949951171875,2330.0,2400.0,3399,2022-06-27
2022-07-04,2459.10009765625,2459.10009765625,2488.0,2315.0,2353.949951171875,5835,2022-07-04
2022-07-11,2364.25,2364.25,2510.0,2350.0,2459.10009765625,8248,2022-07-11
2022-07-18,2713.300048828125,2713.300048828125,2713.300048828125,2385.39990234375,2445.0,23045,2022-07-18
2022-07-25,2814.25,2814.25,2850.0,2562.199951171875,2713.0,17772,2022-07-25
2022-08-01,2832.199951171875,2832.199951171875,2912.39990234375,2741.199951171875,2840.0,11535,2022-08-01
2022-08-08,2909.35009765625,2909.35009765625,2929.0,2811.199951171875,2836.0,8850,2022-08-08
2022-08-15,3089.10009765625,3089.10009765625,3367.85009765625,2861.0,2909.35009765625,34346,2022-08-15
2022-08-22,3094.050048828125,3094.050048828125,3200.0,2970.0,3099.89990234375,15570,2022-08-22
2022-08-29,3014.800048828125,3014.800048828125,3125.0,2971.0,3050.0,5118,2022-08-29
2022-09-05,2919.199951171875,2919.199951171875,3100.0,2880.0,3030.0,7306,2022-09-05
2022-09-12,2939.699951171875,2939.699951171875,3124.800048828125,2819.949951171875,2940.0,21955,2022-09-12
2022-09-19,2980.89990234375,2980.89990234375,3060.0,2887.0,2950.0,11226,2022-09-19
2022-09-26,2877.0,2877.0,2969.800048828125,2831.89990234375,2911.199951171875,7792,2022-09-26
2022-10-03,2854.64990234375,2854.64990234375,2901.0,2733.14990234375,2843.0,4255,2022-10-03
2022-10-10,2764.550048828125,2764.550048828125,2899.0,2734.0,2899.0,4459,2022-10-10
2022-10-17,2690.89990234375,2690.89990234375,2835.0,2600.0,2785.0,4694,2022-10-17
2022-10-24,2728.300048828125,2728.300048828125,2798.89990234375,2560.050048828125,2710.0,3082,2022-10-24
2022-10-31,2697.949951171875,2697.949951171875,2760.0,2650.0,2735.0,6660,2022-10-31
2022-11-07,2680.89990234375,2680.89990234375,2751.0,2610.0,2710.0,3080,2022-11-07
2022-11-14,2688.699951171875,2688.699951171875,2767.0,2617.0,2700.0,10627,2022-11-14
2022-11-21,2536.89990234375,2536.89990234375,2700.39990234375,2460.0,2690.0,17953,2022-11-21
2022-11-28,2967.39990234375,2967.39990234375,3092.0,2540.0,2550.0,60320,2022-11-28
2022-12-05,2905.10009765625,2905.10009765625,3090.0,2829.35009765625,2912.050048828125,32539,2022-12-05
2022-12-12,2999.39990234375,2999.39990234375,3131.5,2874.800048828125,2902.0,37759,2022-12-12
2022-12-19,2721.75,2721.75,3149.35009765625,2710.050048828125,3010.0,30895,2022-12-19
2022-12-26,2918.449951171875,2918.449951171875,3013.0,2716.050048828125,2740.0,19427,2022-12-26
2023-01-02,2847.35009765625,2847.35009765625,3001.0,2801.39990234375,2925.0,12385,2023-01-02
2023-01-09,3010.39990234375,3010.39990234375,3010.39990234375,2845.10009765625,2869.949951171875,28008,2023-01-09
2023-01-16,3205.949951171875,3205.949951171875,3299.0,3020.10009765625,3061.0,68135,2023-01-16
2023-01-23,2888.949951171875,2888.949951171875,3225.0,2875.5,3200.0,15197,2023-01-23
2023-01-30,2730.199951171875,2730.199951171875,2950.0,2650.050048828125,2830.050048828125,14372,2023-01-30
2023-02-06,2695.85009765625,2695.85009765625,2765.0,2641.0,2735.25,13938,2023-02-06
2023-02-13,2570.64990234375,2570.64990234375,2720.0,2525.699951171875,2710.0,14707,2023-02-13
2023-02-20,2513.35009765625,2513.35009765625,2680.0,2505.050048828125,2590.0,9787,2023-02-20
2023-02-27,2632.35009765625,2632.35009765625,2700.0,2427.10009765625,2540.0,17304,2023-02-27
2023-03-06,2688.0,2688.0,2720.0,2552.0,2660.0,19561,2023-03-06
2023-03-13,2614.0,2614.0,2780.0,2589.050048828125,2760.14990234375,26457,2023-03-13
2023-03-20,2475.949951171875,2475.949951171875,2629.949951171875,2400.050048828125,2579.800048828125,15936,2023-03-20
2023-03-27,2369.25,2369.25,2479.85009765625,2295.0,2460.0,34551,2023-03-27
2023-04-03,2486.85009765625,2486.85009765625,2531.10009765625,2403.0,2499.949951171875,11733,2023-04-03
2023-04-10,2780.300048828125,2780.300048828125,2804.10009765625,2456.050048828125,2508.0,53298,2023-04-10
2023-04-17,2673.35009765625,2673.35009765625,2857.10009765625,2660.0,2788.0,15365,2023-04-17
2023-04-24,2782.0,2782.0,2964.800048828125,2627.0,2652.0,53389,2023-04-24
2023-05-01,2735.699951171875,2735.699951171875,2849.0,2719.949951171875,2782.0,14867,2023-05-01
2023-05-08,2636.699951171875,2636.699951171875,2789.949951171875,2626.050048828125,2743.35009765625,14380,2023-05-08
2023-05-15,2611.25,2611.25,2690.0,2599.0,2630.199951171875,11796,2023-05-15
2023-05-22,2696.550048828125,2696.550048828125,2837.0,2584.050048828125,2603.35009765625,22512,2023-05-22
2023-05-29,2679.64990234375,2679.64990234375,2750.0,2638.050048828125,2703.14990234375,9322,2023-05-29
2023-06-05,2747.699951171875,2747.699951171875,2870.0,2668.0,2694.949951171875,41640,2023-06-05
2023-06-12,2869.14990234375,2869.14990234375,2899.949951171875,2710.89990234375,2731.0,47500,2023-06-12
2023-06-19,3287.5,3287.5,3434.800048828125,2728.0,2890.0,633254,2023-06-19
2023-06-26,3397.699951171875,3397.699951171875,3619.949951171875,3236.0,3336.800048828125,319770,2023-06-26
2023-07-03,3650.89990234375,3650.89990234375,3864.0,3350.050048828125,3350.050048828125,347210,2023-07-03
2023-07-10,4354.35009765625,4354.35009765625,4600.0,3576.050048828125,3620.050048828125,628451,2023-07-10
2023-07-17,3858.300048828125,3858.300048828125,4423.9501953125,3800.0,4395.0,306127,2023-07-17
2023-07-24,3917.39990234375,3917.39990234375,4017.0,3650.0,3869.0,154145,2023-07-24
2023-07-31,4058.85009765625,4058.85009765625,4124.5,3860.60009765625,3932.0,161656,2023-07-31
2023-08-07,4290.0,4290.0,4420.0,4000.050048828125,4025.0,133957,2023-08-07
2023-08-14,4080.699951171875,4080.699951171875,4440.0,4044.0,4440.0,65110,2023-08-14
2023-08-21,4495.35009765625,4495.35009765625,4840.0,4022.25,4100.0,258812,2023-08-21
2023-08-28,4528.9501953125,4528.9501953125,4826.39990234375,4501.0,4549.0,92014,2023-08-28
2023-09-04,4852.39990234375,4852.39990234375,4932.2998046875,4556.7001953125,4570.0,120154,2023-09-04
2023-09-11,4721.2001953125,4721.2001953125,5109.10009765625,4495.0,4878.7998046875,119649,2023-09-11
2023-09-18,4675.9501953125,4675.9501953125,4815.0498046875,4511.5498046875,4744.0,34477,2023-09-18
2023-09-25,5326.9501953125,5326.9501953125,5400.0,4596.5498046875,4719.7001953125,154118,2023-09-25
2023-10-02,5846.2001953125,5846.2001953125,5887.0,5262.14990234375,5326.9501953125,245796,2023-10-02
2023-10-09,6564.7001953125,6564.7001953125,6844.0,5724.0,5810.0498046875,384570,2023-10-09
2023-10-16,7391.10009765625,7391.10009765625,7688.0,6500.0498046875,6585.0,401022,2023-10-16
2023-10-23,6409.85009765625,6409.85009765625,6900.0,5415.0,6900.0,643776,2023-10-23
2023-10-30,6678.64990234375,6678.64990234375,6936.9501953125,6262.5,6430.0,171821,2023-10-30
2023-11-06,6674.14990234375,6674.14990234375,6923.9501953125,6550.0,6714.9501953125,105595,2023-11-06
2023-11-13,6909.5498046875,6909.5498046875,7255.5498046875,6783.9501953125,6875.0,104811,2023-11-13
2023-11-20,6910.14990234375,6910.14990234375,7380.0,6760.0,6950.9501953125,179435,2023-11-20
2023-11-27,7006.5,7006.5,7700.0,6815.14990234375,6910.14990234375,260027,2023-11-27
2023-12-04,6990.0,6990.0,7299.9501953125,6950.0,7139.7998046875,79071,2023-12-04
2023-12-11,7508.60009765625,7508.60009765625,8344.0,6961.0498046875,7048.0,313046,2023-12-11
2023-12-18,7243.2001953125,7243.2001953125,7690.0,7000.0,7508.60009765625,111626,2023-12-18
2023-12-25,7093.9501953125,7093.9501953125,7375.0,7069.10009765625,7243.2001953125,47602,2023-12-25
2024-01-01,7213.64990234375,7213.64990234375,7446.9501953125,7087.0498046875,7125.0,90733,2024-01-01
2024-01-08,7135.0,7135.0,7440.0,7079.9501953125,7215.0,75696,2024-01-08
2024-01-15,6827.7001953125,6827.7001953125,7274.89990234375,6592.64990234375,7175.0,88596,2024-01-15
2024-01-22,6423.2998046875,6423.2998046875,7055.0,6400.0,6827.7001953125,54231,2024-01-22
2024-01-29,7114.5,7114.5,7599.0,6430.2001953125,6500.0,198627,2024-01-29
2024-02-05,6957.2998046875,6957.2998046875,7390.0,6777.0,7114.0,92662,2024-02-05
2024-02-12,6820.85009765625,6820.85009765625,7052.0,6430.0,6950.0,84922,2024-02-12
2024-02-19,6735.0,6735.0,6919.89990234375,6683.7998046875,6820.0,32838,2024-02-19
2024-02-26,6716.5,6716.5,6927.0,6430.0,6751.0,57404,2024-02-26
2024-03-04,6546.5498046875,6546.5498046875,6855.0,6526.0,6787.9501953125,26249,2024-03-04
2024-03-11,5860.39990234375,5860.39990234375,6580.39990234375,5564.39990234375,6540.0,68908,2024-03-11
2024-03-18,5939.4501953125,5939.4501953125,6060.0,5700.0,5881.14990234375,54033,2024-03-18
2024-03-25,5913.14990234375,5913.14990234375,6100.0,5776.0,5939.4501953125,41299,2024-03-25
2024-04-01,6272.7001953125,6272.7001953125,6512.0,5933.75,5944.9501953125,56370,2024-04-01
2024-04-08,6763.2001953125,6763.2001953125,7230.0,6200.0,6325.0,182404,2024-04-08
2024-04-15,6596.64990234375,6596.64990234375,6855.0,6453.0498046875,6709.9501953125,51391,2024-04-15
2024-04-22,6699.7998046875,6699.7998046875,6975.0,6600.5,6600.5,63635,2024-04-22
2024-04-29,6863.10009765625,6863.10009765625,7179.0,6590.0,6769.0,86846,2024-04-29
2024-05-06,6348.5,6348.5,6932.0498046875,6070.0,6932.0498046875,64003,2024-05-06
2024-05-13,6262.0,6262.0,6735.0,6150.0,6396.10009765625,71744,2024-05-13
2024-05-20,5924.14990234375,5924.14990234375,6540.4501953125,5832.0498046875,6540.4501953125,98302,2024-05-20
2024-05-27,5641.10009765625,5641.10009765625,5989.0,5375.10009765625,5989.0,68365,2024-05-27
2024-06-03,6302.85009765625,6302.85009765625,6648.0,4734.0498046875,5899.0,212288,2024-06-03
2024-06-10,6630.5,6630.5,6950.0,6327.5,6360.0,122200,2024-06-10
2024-06-17,7451.10009765625,7451.10009765625,8500.0,6561.10009765625,6630.5,440591,2024-06-17
2024-06-24,7106.14990234375,7106.14990234375,7740.60009765625,6950.5,7487.0,106588,2024-06-24
2024-07-01,7392.75,7392.75,7649.0,7114.85009765625,7170.0,97639,2024-07-01
2024-07-08,7428.7998046875,7428.7998046875,7650.0,6834.0498046875,7392.75,140188,2024-07-08
2024-07-15,7079.89990234375,7079.89990234375,7549.7998046875,7031.89990234375,7331.0,61212,2024-07-15
2024-07-22,7837.5498046875,7837.5498046875,8661.5,6863.2001953125,6901.0,435710,2024-07-22
2024-07-29,7206.35009765625,7206.35009765625,7990.60009765625,7131.64990234375,7811.0498046875,130572,2024-07-29
2024-08-05,7219.4501953125,7219.4501953125,7604.0,6636.7001953125,7090.0,212934,2024-08-05
2024-08-12,7481.35009765625,7481.35009765625,7544.0,6775.0,7200.0,125050,2024-08-12
2024-08-19,7995.2998046875,7995.2998046875,8667.0,7490.0,7964.89990234375,361254,2024-08-19
2024-08-26,8176.7001953125,8176.7001953125,8485.0,7750.0,8088.0,204333,2024-08-26
2024-09-02,7796.5,7796.5,8330.0,7760.0,8255.0,79258,2024-09-02
2024-09-09,8148.14990234375,8148.14990234375,8550.0,7645.0498046875,7741.0,180673,2024-09-09
2024-09-16,9362.5,9362.5,9550.0,8247.25,8310.0,511816,2024-09-16
2024-09-23,8720.4501953125,8720.4501953125,9535.5498046875,8700.0,9444.0,171331,2024-09-23
2024-09-30,9145.2001953125,9145.2001953125,9624.0,8705.0,8710.0,236989,2024-09-30
2024-10-07,9118.900390625,9118.900390625,9721.0498046875,8580.0498046875,9281.5,173018,2024-10-07
2024-10-14,8806.849609375,8806.849609375,9209.7998046875,8675.7001953125,9200.0,80075,2024-10-14
2024-10-21,7760.14990234375,7760.14990234375,8781.9501953125,7676.0,8699.0,102805,2024-10-21
2024-10-28,8090.60009765625,8090.60009765625,8241.849609375,7716.10009765625,7750.0,44339,2024-10-28
2024-11-04,8034.39990234375,8034.39990234375,8349.9501953125,7832.0498046875,8050.0,47112,2024-11-04
2024-11-11,7467.64990234375,7467.64990234375,8000.0,7355.0498046875,8000.0,33099,2024-11-11
2024-11-18,7551.64990234375,7551.64990234375,7767.0498046875,7305.0498046875,7446.0,38809,2024-11-18
2024-11-25,7818.0,7818.0,8015.75,7610.14990234375,7710.0,39527,2024-11-25
2024-12-02,7716.39990234375,7716.39990234375,7927.0,7680.0498046875,7869.9501953125,29343,2024-12-02
2024-12-09,7679.4501953125,7679.4501953125,7870.0,7554.0498046875,7744.0,33212,2024-12-09
2024-12-16,7399.4501953125,7399.4501953125,7737.0,7328.5498046875,7679.4501953125,20806,2024-12-16
2024-12-23,7213.7001953125,7213.7001953125,7454.9501953125,7150.0,7429.10009765625,15052,2024-12-23
2024-12-30,7263.35009765625,7263.35009765625,7364.0,7000.0,7200.0,18367,2024-12-30
2025-01-06,6576.2998046875,6576.2998046875,7275.75,6498.85009765625,7263.35009765625,28392,2025-01-06
2025-01-13,6597.5498046875,6597.5498046875,6740.0,6139.64990234375,6455.0,34497,2025-01-13
2025-01-20,6081.5498046875,6081.5498046875,6701.85009765625,6015.0,6598.0,26186,2025-01-20
2025-01-27,6203.35009765625,6203.35009765625,6418.39990234375,5544.0498046875,6000.0,45253,2025-01-27
2025-02-03,6348.10009765625,6348.10009765625,6420.0,6075.0,6203.0,18256,2025-02-03
2025-02-10,5521.85009765625,5521.85009765625,6348.10009765625,5469.9501953125,6348.10009765625,30251,2025-02-10
2025-02-17,5672.25,5672.25,5880.0,5300.0,5521.0,30669,2025-02-17
2025-02-24,5078.35009765625,5078.35009765625,5724.0,4949.85009765625,5724.0,24165,2025-02-24
2025-03-03,5670.7001953125,5670.7001953125,5838.0,4860.0,5130.14990234375,55314,2025-03-03
2025-03-10,5057.0498046875,5057.0498046875,5725.0,5025.0498046875,5698.64990234375,35143,2025-03-10
2025-03-17,5480.2001953125,5480.2001953125,5549.75,4901.0,5100.0,42194,2025-03-17
2025-03-24,4991.7998046875,4991.7998046875,5620.60009765625,4928.7001953125,5519.9501953125,76001,2025-03-24
2025-03-31,4859.10009765625,4859.10009765625,5219.0,4822.5498046875,4991.7998046875,34846,2025-03-31
2025-04-07,4693.9501953125,4693.9501953125,4850.0,4310.0,4699.60009765625,54754,2025-04-07
2025-04-14,5013.5,5013.5,5149.7001953125,4693.9501953125,4693.9501953125,29896,2025-04-14
2025-04-21,5250.0,5250.0,5940.0,5027.2998046875,5078.0,132997,2025-04-21
2025-04-28,5071.5,5071.5,5315.89990234375,5003.0,5300.0,30396,2025-04-28
2025-05-05,4981.5,4981.5,5148.0,4800.5,5101.0,33400,2025-05-05
2025-05-12,5594.0,5594.0,5625.0,5117.5,5117.5,45077,2025-05-12
2025-05-19,5227.5,5227.5,5735.0,5079.0,5594.0,79503,2025-05-19
2025-05-26,5094.5,5094.5,5259.5,4850.0,5226.5,154397,2025-05-26
2025-06-02,5073.5,5073.5,5320.0,4825.5,5079.0,151546,2025-06-02
2025-06-09,4996.5,4996.5,5378.5,4954.5,5170.0,137810,2025-06-09
2025-06-16,4823.0,4823.0,5065.0,4753.0,5010.0,70921,2025-06-16
2025-06-23,4952.0,4952.0,5068.0,4764.0,4780.0,45829,2025-06-23
2025-06-30,4807.2001953125,4807.2001953125,5005.0,4793.0,4941.0,27530,2025-06-30
2025-07-07,4693.89990234375,4693.89990234375,4848.0,4661.10009765625,4807.2001953125,30312,2025-07-07
2025-07-14,4641.2001953125,4641.2001953125,4711.0,4625.0,4693.89990234375,11206,2025-07-14
