Date,Adj Close_SHARDAMOTR.NS,Close_SHARDAMOTR.NS,High_SHARDAMOTR.NS,Low_SHARDAMOTR.NS,Open_SHARDAMOTR.NS,Volume_SHARDAMOTR.NS,Date
2020-07-13,157.16421508789062,163.7100067138672,171.05999755859375,155.99000549316406,157.8000030517578,46665,2020-07-13
2020-07-20,149.8297119140625,156.07000732421875,165.7899932861328,151.99000549316406,165.0,46005,2020-07-20
2020-07-27,139.48072814941406,145.2899932861328,155.8800048828125,140.1999969482422,154.0,47200,2020-07-27
2020-08-03,160.89869689941406,167.60000610351562,173.60000610351562,142.39999389648438,145.27999877929688,104100,2020-08-03
2020-08-10,187.0687255859375,194.86000061035156,201.77999877929688,168.0,168.0,196055,2020-08-10
2020-08-17,208.30429077148438,216.97999572753906,230.0,196.0,205.0,290400,2020-08-17
2020-08-24,194.96966552734375,203.08999633789062,224.0,201.02000427246094,221.99000549316406,117635,2020-08-24
2020-08-31,188.54714965820312,196.39999389648438,210.39999389648438,182.97999572753906,202.25,71480,2020-08-31
2020-09-07,174.55010986328125,181.82000732421875,196.5500030517578,177.47999572753906,192.41000366210938,67450,2020-09-07
2020-09-14,169.1260223388672,176.1699981689453,196.0,174.0,187.6999969482422,106340,2020-09-14
2020-09-21,163.33712768554688,170.13999938964844,176.1699981689453,160.0,176.1699981689453,46655,2020-09-21
2020-09-28,168.0028076171875,175.0,181.8000030517578,162.77000427246094,175.8000030517578,26885,2020-09-28
2020-10-05,168.27162170410156,175.27999877929688,179.8000030517578,166.1999969482422,177.57000732421875,23715,2020-10-05
2020-10-12,163.2315216064453,170.02999877929688,177.41000366210938,160.0,177.41000366210938,25930,2020-10-12
2020-10-19,175.93252563476562,183.25999450683594,189.0800018310547,163.1999969482422,168.99000549316406,65285,2020-10-19
2020-10-26,163.20272827148438,170.0,189.0,168.91000366210938,188.5800018310547,41315,2020-10-26
2020-11-02,183.57427978515625,191.22000122070312,194.0,168.91000366210938,169.2899932861328,54850,2020-11-02
2020-11-09,281.46710205078125,293.19000244140625,298.0,188.83999633789062,200.0,655240,2020-11-09
2020-11-16,272.1837158203125,283.5199890136719,320.0,250.58999633789062,250.58999633789062,605250,2020-11-16
2020-11-23,302.6642761230469,315.2699890136719,324.0,277.20001220703125,287.0,260835,2020-11-23
2020-11-30,318.31256103515625,331.57000732421875,344.79998779296875,310.0,315.2699890136719,202450,2020-11-30
2020-12-07,339.7400817871094,353.8900146484375,358.0,317.3299865722656,325.6000061035156,148520,2020-12-07
2020-12-14,333.3464050292969,347.2300109863281,371.0,344.70001220703125,358.3999938964844,127770,2020-12-14
2020-12-21,342.5625305175781,356.8299865722656,358.6000061035156,311.04998779296875,348.8900146484375,125345,2020-12-21
2020-12-28,390.85137939453125,407.1300048828125,450.0,347.4100036621094,359.20001220703125,640180,2020-12-28
2021-01-04,398.7138977050781,415.32000732421875,432.79998779296875,401.489990234375,409.0,285615,2021-01-04
2021-01-11,366.2940979003906,381.54998779296875,419.1499938964844,357.0199890136719,419.1499938964844,150445,2021-01-11
2021-01-18,367.3213195800781,382.6199951171875,411.0,367.4800109863281,375.3900146484375,90115,2021-01-18
2021-01-25,372.0638122558594,387.55999755859375,410.0,378.0,397.0,93505,2021-01-25
2021-02-01,416.6661682128906,434.0199890136719,438.0,384.20001220703125,386.54998779296875,163465,2021-02-01
2021-02-08,462.074951171875,481.32000732421875,504.0,425.20001220703125,425.20001220703125,356965,2021-02-08
2021-02-15,431.5560607910156,449.5299987792969,487.0400085449219,429.0,481.4599914550781,91895,2021-02-15
2021-02-22,434.18646240234375,452.2699890136719,479.79998779296875,444.0,445.20001220703125,68410,2021-02-22
2021-03-01,402.9571228027344,419.739990234375,458.79998779296875,415.04998779296875,450.0,82195,2021-03-01
2021-03-08,405.0500183105469,421.9200134277344,438.0,400.29998779296875,420.95001220703125,63385,2021-03-08
2021-03-15,395.1233825683594,411.5799865722656,429.79998779296875,391.70001220703125,425.0,72840,2021-03-15
2021-03-22,406.15399169921875,423.07000732421875,438.0,401.04998779296875,416.0199890136719,64135,2021-03-22
2021-03-29,382.9984436035156,398.95001220703125,436.30999755859375,384.7799987792969,423.07000732421875,104010,2021-03-29
2021-04-05,387.6737060546875,403.82000732421875,459.989990234375,396.20001220703125,401.5899963378906,362170,2021-04-05
2021-04-12,384.39044189453125,400.3999938964844,412.0,367.0,403.82000732421875,190904,2021-04-12
2021-04-19,343.0617370605469,357.3500061035156,398.95001220703125,356.1000061035156,394.0,75414,2021-04-19
2021-04-26,328.6134948730469,342.29998779296875,364.0,327.1000061035156,364.0,277485,2021-04-26
2021-05-03,318.725341796875,332.0,345.0,324.8999938964844,345.0,118050,2021-05-03
2021-05-10,356.1659240722656,371.0,414.54998779296875,337.3999938964844,337.3999938964844,493838,2021-05-10
2021-05-17,377.3343200683594,393.04998779296875,404.3999938964844,365.0,376.0,187580,2021-05-17
2021-05-24,403.59075927734375,420.3999938964844,429.0,392.5,404.0,367881,2021-05-24
2021-05-31,392.6945495605469,409.04998779296875,433.29998779296875,404.8500061035156,424.95001220703125,156220,2021-05-31
2021-06-07,391.97454833984375,408.29998779296875,417.3999938964844,401.0,411.1000061035156,95670,2021-06-07
2021-06-14,412.0389099121094,429.20001220703125,455.8999938964844,392.04998779296875,410.1499938964844,506264,2021-06-14
2021-06-21,482.9360656738281,503.04998779296875,529.9000244140625,416.79998779296875,429.20001220703125,1915054,2021-06-21
2021-06-28,683.5313720703125,712.0,755.0,504.1499938964844,527.9000244140625,2903558,2021-06-28
2021-07-05,649.4988403320312,676.5499877929688,718.0,650.0,699.9500122070312,492271,2021-07-05
2021-07-12,603.4180908203125,628.5499877929688,685.0,613.0,685.0,72528,2021-07-12
2021-07-19,616.186279296875,641.8499755859375,660.6500244140625,584.5,628.0,91146,2021-07-19
2021-07-26,603.8021240234375,628.9500122070312,657.0,598.2000122070312,639.8499755859375,56540,2021-07-26
2021-08-02,624.6824340820312,650.7000122070312,685.0,612.0,640.0,80822,2021-08-02
2021-08-09,606.298095703125,631.5499877929688,666.0,574.0,656.5999755859375,121726,2021-08-09
2021-08-16,615.1301879882812,640.75,688.5499877929688,630.0,634.1500244140625,99418,2021-08-16
2021-08-23,626.374267578125,649.9500122070312,659.0,601.3499755859375,640.75,47791,2021-08-23
2021-08-30,603.678466796875,626.4000244140625,680.0,618.5499877929688,656.5999755859375,35467,2021-08-30
2021-09-06,589.22265625,611.4000244140625,639.0,595.2000122070312,639.0,19022,2021-09-06
2021-09-13,598.2333984375,620.75,655.0,601.0999755859375,612.0,53468,2021-09-13
2021-09-20,584.5003051757812,606.5,631.5,598.0,609.5999755859375,34318,2021-09-20
2021-09-27,583.7775268554688,605.75,636.7999877929688,590.0,615.0,38839,2021-09-27
2021-10-04,591.4873657226562,613.75,630.0,585.0,607.0,41230,2021-10-04
2021-10-11,666.2725830078125,691.3499755859375,691.3499755859375,605.0,640.0,86435,2021-10-11
2021-10-18,579.9226684570312,601.75,713.7999877929688,588.0,713.7999877929688,95140,2021-10-18
2021-10-25,570.3817138671875,591.8499755859375,620.6500244140625,588.1500244140625,605.5999755859375,37342,2021-10-25
2021-11-01,573.4656372070312,595.0499877929688,610.9500122070312,586.0,588.5,14275,2021-11-01
2021-11-08,658.46630859375,683.25,740.0,599.0,599.0,224832,2021-11-08
2021-11-15,693.1123046875,719.2000122070312,769.9500122070312,657.0,683.25,263718,2021-11-15
2021-11-22,769.343017578125,798.2999877929688,860.0,678.5,739.9500122070312,439595,2021-11-22
2021-11-29,787.3165893554688,816.9500122070312,837.0,711.0,798.2999877929688,214762,2021-11-29
2021-12-06,805.4346923828125,835.75,858.0,785.1500244140625,816.9500122070312,132889,2021-12-06
2021-12-13,782.257080078125,811.7000122070312,910.0,794.2999877929688,851.8499755859375,184710,2021-12-13
2021-12-20,775.0291748046875,804.2000122070312,841.7999877929688,746.8499755859375,806.6500244140625,94893,2021-12-20
2021-12-27,851.067138671875,883.0999755859375,954.9000244140625,790.0,800.0,372619,2021-12-27
2022-01-03,850.8744506835938,882.9000244140625,942.3499755859375,850.0,905.0,141205,2022-01-03
2022-01-10,840.1288452148438,871.75,905.0,844.9500122070312,880.0,89254,2022-01-10
2022-01-17,805.1456298828125,835.4500122070312,898.0,818.7000122070312,869.0,89369,2022-01-17
2022-01-24,764.476318359375,793.25,830.0,748.0,827.0499877929688,124154,2022-01-24
2022-01-31,772.2343139648438,801.2999877929688,823.5999755859375,775.1500244140625,786.0,63806,2022-01-31
2022-02-07,740.4312744140625,768.2999877929688,810.0,760.0,801.2999877929688,71418,2022-02-07
2022-02-14,699.472900390625,725.7999877929688,767.1500244140625,702.9000244140625,750.0,54619,2022-02-14
2022-02-21,691.0885009765625,717.0999755859375,734.5999755859375,672.0,710.1500244140625,99037,2022-02-21
2022-02-28,710.89306640625,737.6500244140625,750.0,705.0,730.0,74734,2022-02-28
2022-03-07,753.05615234375,781.4000244140625,819.9500122070312,703.3499755859375,724.0499877929688,65761,2022-03-07
2022-03-14,732.96240234375,760.5499877929688,790.0,749.75,785.4000244140625,33870,2022-03-14
2022-03-21,732.1913452148438,759.75,823.4000244140625,758.0,771.9500122070312,71319,2022-03-21
2022-03-28,726.1680908203125,753.5,775.0,730.0,770.9000244140625,94236,2022-03-28
2022-04-04,741.8768310546875,769.7999877929688,803.0,754.9000244140625,759.9500122070312,61306,2022-04-04
2022-04-11,722.9878540039062,750.2000122070312,786.7000122070312,730.5499877929688,772.0,38577,2022-04-11
2022-04-18,736.3836669921875,764.0999755859375,788.0,730.25,759.0,51377,2022-04-18
2022-04-25,744.6716918945312,772.7000122070312,800.0,740.5499877929688,773.9000244140625,69309,2022-04-25
2022-05-02,703.135009765625,729.5999755859375,782.0,700.2000122070312,782.0,56420,2022-05-02
2022-05-09,632.9757080078125,656.7999877929688,726.0499877929688,576.6500244140625,715.0999755859375,69994,2022-05-09
2022-05-16,639.5772705078125,663.6500244140625,688.2000122070312,620.5499877929688,670.0,43479,2022-05-16
2022-05-23,659.0927734375,683.9000244140625,695.1500244140625,621.5499877929688,660.0,37222,2022-05-23
2022-05-30,747.7556762695312,775.9000244140625,815.9500122070312,686.0,702.0,158235,2022-05-30
2022-06-06,751.128662109375,779.4000244140625,802.1500244140625,746.0,782.75,68711,2022-06-06
2022-06-13,695.6661376953125,721.8499755859375,777.0,685.4500122070312,771.0,64738,2022-06-13
2022-06-20,710.4112548828125,737.1500244140625,743.5,680.0,730.0,26919,2022-06-20
2022-06-27,758.0675048828125,786.5999755859375,819.8499755859375,724.25,750.2000122070312,180173,2022-06-27
2022-07-04,751.0322875976562,779.2999877929688,848.7999877929688,771.2000122070312,785.5,409290,2022-07-04
2022-07-11,721.2532348632812,748.4000244140625,798.0,733.0,780.0,104699,2022-07-11
2022-07-18,719.9039306640625,747.0,778.8499755859375,743.9500122070312,756.0,80622,2022-07-18
2022-07-25,716.5790405273438,743.5499877929688,771.0,725.0,741.0,59563,2022-07-25
2022-08-01,709.6884155273438,736.4000244140625,762.0,727.0499877929688,760.0,86410,2022-08-01
2022-08-08,722.0241088867188,749.2000122070312,785.0,730.8499755859375,749.9500122070312,109952,2022-08-08
2022-08-15,715.3743896484375,742.2999877929688,791.0,735.6500244140625,749.2000122070312,125302,2022-08-15
2022-08-22,732.8660278320312,760.4500122070312,784.5,727.9500122070312,745.0,112888,2022-08-22
