Date,Adj Close_SHARDAMOTR.NS,Close_SHARDAMOTR.NS,High_SHARDAMOTR.NS,Low_SHARDAMOTR.NS,Open_SHARDAMOTR.NS,Volume_SHARDAMOTR.NS,Date
2022-08-29,765.9700317382812,794.7999877929688,816.2000122070312,731.25,746.2000122070312,294461,2022-08-29
2022-09-05,839.7916259765625,871.4000244140625,949.9000244140625,795.0,795.0,772715,2022-09-05
2022-09-12,784.1363525390625,813.6500244140625,919.9000244140625,805.0999755859375,871.4000244140625,204239,2022-09-12
2022-09-19,799.6138305664062,821.9500122070312,898.9500122070312,812.75,819.4000244140625,231361,2022-09-19
2022-09-26,793.4364013671875,815.5999755859375,827.7999877929688,779.0,821.9500122070312,89828,2022-09-26
2022-10-03,790.0801391601562,812.1500244140625,824.9000244140625,792.5999755859375,802.0499877929688,62605,2022-10-03
2022-10-10,774.6121826171875,796.25,842.9500122070312,777.1500244140625,828.7999877929688,91870,2022-10-10
2022-10-17,762.7923583984375,784.0999755859375,804.0,771.0,794.0,38150,2022-10-17
2022-10-24,748.4918823242188,769.4000244140625,813.5,764.6500244140625,784.0999755859375,49961,2022-10-24
2022-10-31,733.8994750976562,754.4000244140625,787.9000244140625,744.5999755859375,782.9500122070312,100598,2022-10-31
2022-11-07,755.9339599609375,777.0499877929688,789.0,758.5499877929688,770.0,39600,2022-11-07
2022-11-14,782.3948364257812,804.25,858.9000244140625,779.0,786.5999755859375,205270,2022-11-14
2022-11-21,791.2474975585938,813.3499755859375,823.5999755859375,782.2999877929688,803.0499877929688,65029,2022-11-21
2022-11-28,781.4219970703125,803.25,828.7000122070312,800.0,819.9000244140625,41661,2022-11-28
2022-12-05,767.802490234375,789.25,830.0,783.0999755859375,812.7999877929688,163563,2022-12-05
2022-12-12,753.3073120117188,774.3499755859375,830.0,764.9500122070312,794.9500122070312,101119,2022-12-12
2022-12-19,679.4698486328125,698.4500122070312,775.0499877929688,688.7999877929688,774.5999755859375,76607,2022-12-19
2022-12-26,717.6046752929688,737.6500244140625,745.3499755859375,670.0,707.0,63328,2022-12-26
2023-01-02,704.0823974609375,723.75,748.7999877929688,718.0499877929688,748.7999877929688,35213,2023-01-02
2023-01-09,719.79345703125,739.9000244140625,750.9500122070312,727.0999755859375,745.5499877929688,44043,2023-01-09
2023-01-16,718.77197265625,738.8499755859375,754.0,729.9500122070312,742.9000244140625,29648,2023-01-16
2023-01-23,735.2614135742188,755.7999877929688,775.2000122070312,716.0499877929688,743.8499755859375,35350,2023-01-23
2023-01-30,680.7344970703125,699.75,750.0,676.2000122070312,750.0,211323,2023-01-30
2023-02-06,637.3952026367188,655.2000122070312,711.5,650.0,700.0,59752,2023-02-06
2023-02-13,638.4652709960938,656.2999877929688,688.4500122070312,648.4000244140625,664.0,41392,2023-02-13
2023-02-20,605.0487060546875,621.9500122070312,664.0,618.0,664.0,36100,2023-02-20
2023-02-27,582.9656372070312,599.25,628.9000244140625,585.0,628.9000244140625,62953,2023-02-27
2023-03-06,607.4807739257812,624.4500122070312,628.8499755859375,586.5999755859375,610.0,60587,2023-03-06
2023-03-13,586.7596435546875,603.1500244140625,650.0,591.0,634.0,65833,2023-03-13
2023-03-20,567.0599365234375,582.9000244140625,620.0,567.9000244140625,620.0,70641,2023-03-20
2023-03-27,545.9495849609375,561.2000122070312,599.0,550.4000244140625,599.0,65532,2023-03-27
2023-04-03,611.8585205078125,628.9500122070312,635.4000244140625,562.0,562.0,44209,2023-04-03
2023-04-10,614.2906494140625,631.4500122070312,639.0,606.0999755859375,638.4000244140625,48658,2023-04-10
2023-04-17,604.6596069335938,621.5499877929688,645.0,619.0,628.0499877929688,27263,2023-04-17
2023-04-24,680.977783203125,700.0,735.0,619.0499877929688,629.5999755859375,207657,2023-04-24
2023-05-01,714.8806762695312,734.8499755859375,747.2999877929688,699.5,700.0,98292,2023-05-01
2023-05-08,739.3473510742188,760.0,768.9500122070312,722.0,745.8499755859375,99268,2023-05-08
2023-05-15,775.48779296875,797.1500244140625,918.0,760.0,760.0,705458,2023-05-15
2023-05-22,758.9984130859375,780.2000122070312,799.2000122070312,731.25,760.0,308817,2023-05-22
2023-05-29,775.3418579101562,797.0,809.9000244140625,750.5,794.0,126412,2023-05-29
2023-06-05,801.851318359375,824.25,859.7999877929688,796.7999877929688,800.0,212538,2023-06-05
2023-06-12,787.9885864257812,810.0,849.7999877929688,797.0,824.25,176772,2023-06-12
2023-06-19,761.625,782.9000244140625,826.75,779.1500244140625,819.9500122070312,136122,2023-06-19
2023-06-26,756.66357421875,777.7999877929688,801.25,759.9500122070312,799.75,95848,2023-06-26
2023-07-03,810.9472045898438,833.5999755859375,840.25,780.0999755859375,788.6500244140625,147933,2023-07-03
2023-07-10,800.1488647460938,822.5,856.9500122070312,813.0999755859375,849.0,125072,2023-07-10
2023-07-17,806.6668090820312,829.2000122070312,838.9000244140625,815.0499877929688,815.0999755859375,74868,2023-07-17
2023-07-24,815.2277221679688,838.0,850.0999755859375,812.0,829.2000122070312,94306,2023-07-24
2023-07-31,856.135009765625,880.0499877929688,891.0999755859375,840.0499877929688,847.5999755859375,243356,2023-07-31
2023-08-07,832.106201171875,855.3499755859375,894.9500122070312,840.1500244140625,891.9500122070312,170817,2023-08-07
2023-08-14,832.5925903320312,855.8499755859375,882.0999755859375,830.9500122070312,866.9500122070312,66711,2023-08-14
2023-08-21,789.4478149414062,811.5,875.9500122070312,805.0,865.0,143518,2023-08-21
2023-08-28,988.828369140625,1016.4500122070312,1066.199951171875,848.0499877929688,850.0,1619120,2023-08-28
2023-09-04,1010.2791137695312,1038.5,1101.8499755859375,982.0999755859375,1033.25,454089,2023-09-04
2023-09-11,969.760986328125,996.8499755859375,1095.0,975.0999755859375,1058.0,282564,2023-09-11
2023-09-18,973.8468627929688,1001.0499877929688,1025.0,975.0499877929688,985.3499755859375,236431,2023-09-18
2023-09-25,959.1480102539062,977.4000244140625,1023.0,972.0,989.0,155796,2023-09-25
2023-10-02,954.879150390625,973.0499877929688,984.9500122070312,955.5,977.4000244140625,139749,2023-10-02
2023-10-09,958.0684814453125,976.2999877929688,982.0,939.0499877929688,967.0999755859375,114472,2023-10-09
2023-10-16,958.5100708007812,976.75,1005.0,943.0499877929688,976.2999877929688,272161,2023-10-16
2023-10-23,901.2987670898438,918.4500122070312,986.1500244140625,864.5999755859375,980.0999755859375,164365,2023-10-23
2023-10-30,955.173583984375,973.3499755859375,979.0,900.2000122070312,919.0,155245,2023-10-30
2023-11-06,1080.194580078125,1100.75,1158.75,960.0,973.75,680378,2023-11-06
2023-11-13,1269.2960205078125,1293.449951171875,1308.949951171875,1125.0,1168.050048828125,614922,2023-11-13
2023-11-20,1233.821044921875,1257.300048828125,1312.0,1242.0,1280.0999755859375,194110,2023-11-20
2023-11-27,1291.866455078125,1316.449951171875,1379.75,1257.300048828125,1257.300048828125,484241,2023-11-27
2023-12-04,1237.4520263671875,1261.0,1367.300048828125,1192.9000244140625,1360.0,422528,2023-12-04
2023-12-11,1193.0960693359375,1215.800048828125,1280.0,1208.0999755859375,1261.5,350296,2023-12-11
2023-12-18,1229.94482421875,1253.3499755859375,1282.0,1120.0,1224.0999755859375,490460,2023-12-18
2023-12-25,1282.1513671875,1306.550048828125,1347.0999755859375,1246.6500244140625,1253.3499755859375,297653,2023-12-25
2024-01-01,1367.5267333984375,1393.550048828125,1425.0,1285.050048828125,1322.449951171875,483774,2024-01-01
2024-01-08,1393.384765625,1419.9000244140625,1494.4000244140625,1371.0,1410.0,408557,2024-01-08
2024-01-15,1375.132080078125,1401.300048828125,1470.0,1320.0,1429.0,185757,2024-01-15
2024-01-22,1307.9112548828125,1332.800048828125,1401.300048828125,1290.1500244140625,1401.300048828125,96298,2024-01-22
2024-01-29,1308.892578125,1333.800048828125,1411.8499755859375,1308.1500244140625,1352.25,151276,2024-01-29
2024-02-05,1352.26708984375,1378.0,1455.0,1345.0,1369.949951171875,277965,2024-02-05
2024-02-12,1521.594970703125,1550.550048828125,1571.9000244140625,1320.050048828125,1360.0999755859375,524539,2024-02-12
2024-02-19,1423.9530029296875,1451.050048828125,1564.0999755859375,1442.0,1558.0,211099,2024-02-19
2024-02-26,1343.4842529296875,1369.050048828125,1468.699951171875,1341.050048828125,1463.0,149672,2024-02-26
2024-03-04,1302.219482421875,1327.0,1462.5,1296.0,1421.300048828125,156081,2024-03-04
2024-03-11,1189.5142822265625,1212.1500244140625,1346.0,1180.0,1346.0,238664,2024-03-11
2024-03-18,1240.052490234375,1263.6500244140625,1286.800048828125,1165.050048828125,1227.5,188116,2024-03-18
2024-03-25,1340.6875,1366.199951171875,1390.0,1263.6500244140625,1263.6500244140625,165821,2024-03-25
2024-04-01,1394.9547119140625,1421.5,1456.699951171875,1364.25,1380.0,146472,2024-04-01
2024-04-08,1508.543212890625,1537.25,1599.9000244140625,1421.5,1421.5,753060,2024-04-08
2024-04-15,1476.0614013671875,1504.1500244140625,1641.8499755859375,1495.0,1535.550048828125,625884,2024-04-15
2024-04-22,1455.110107421875,1482.800048828125,1539.0,1477.0,1539.0,303441,2024-04-22
2024-04-29,1490.0452880859375,1518.4000244140625,1584.9000244140625,1488.5,1525.0,369231,2024-04-29
2024-05-06,1436.121337890625,1463.449951171875,1528.9000244140625,1451.0999755859375,1518.4000244140625,169541,2024-05-06
2024-05-13,1466.787841796875,1494.699951171875,1519.0,1436.0,1473.199951171875,133346,2024-05-13
2024-05-20,1539.455078125,1568.75,1645.5,1482.199951171875,1483.5999755859375,473712,2024-05-20
2024-05-27,1555.401611328125,1585.0,1614.949951171875,1535.0,1591.0,309773,2024-05-27
2024-06-03,1570.1214599609375,1600.0,1646.0999755859375,1419.0999755859375,1612.0,431948,2024-06-03
2024-06-10,1751.4705810546875,1784.800048828125,1800.0,1614.75,1614.800048828125,673674,2024-06-10
2024-06-17,1769.9193115234375,1803.5999755859375,1843.9000244140625,1766.050048828125,1784.800048828125,233331,2024-06-17
2024-06-24,2161.075927734375,2202.199951171875,2224.0,1805.800048828125,1815.199951171875,1183752,2024-06-24
2024-07-01,2534.911865234375,2583.14990234375,2657.85009765625,2145.699951171875,2202.14990234375,1199153,2024-07-01
2024-07-08,2625.58642578125,2675.550048828125,2952.10009765625,2405.050048828125,2580.0,718689,2024-07-08
2024-07-15,2448.55517578125,2495.14990234375,2727.0,2425.85009765625,2679.0,245299,2024-07-15
2024-07-22,2395.9072265625,2441.5,2561.89990234375,2303.35009765625,2490.0,212832,2024-07-22
2024-07-29,2381.383544921875,2426.699951171875,2510.0,2390.35009765625,2454.949951171875,171374,2024-07-29
2024-08-05,2430.6953125,2476.949951171875,2491.050048828125,2200.050048828125,2312.0,275140,2024-08-05
2024-08-12,2579.31689453125,2628.39990234375,2744.60009765625,2495.050048828125,2548.0,293272,2024-08-12
2024-08-19,2664.49609375,2715.199951171875,2789.0,2570.0,2694.949951171875,241131,2024-08-19
2024-08-26,2660.37451171875,2711.0,2863.39990234375,2633.39990234375,2779.949951171875,402073,2024-08-26
2024-09-02,2562.68359375,2611.449951171875,2719.949951171875,2555.10009765625,2711.0,147236,2024-09-02
2024-09-09,2483.14697265625,2530.39990234375,2691.699951171875,2435.5,2592.10009765625,149844,2024-09-09
2024-09-16,2464.60009765625,2511.5,2578.85009765625,2372.10009765625,2539.050048828125,110773,2024-09-16
2024-09-23,2418.457763671875,2459.5,2524.949951171875,2401.10009765625,2511.5,78410,2024-09-23
2024-09-30,2245.4931640625,2283.60009765625,2480.0,2263.0,2380.0,71577,2024-09-30
2024-10-07,2096.07861328125,2131.64990234375,2349.949951171875,2012.050048828125,2338.0,392764,2024-10-07
2024-10-14,2109.55029296875,2145.35009765625,2230.0,2110.050048828125,2144.0,122700,2024-10-14
2024-10-21,1963.6756591796875,1997.0,2159.89990234375,1980.0,2145.35009765625,103311,2024-10-21
2024-10-28,2189.4443359375,2226.60009765625,2300.0,1974.199951171875,1997.0,98002,2024-10-28
2024-11-04,2119.4814453125,2155.449951171875,2370.10009765625,2132.35009765625,2223.0,110517,2024-11-04
2024-11-11,1985.062744140625,2018.75,2220.0,1937.0,2155.550048828125,137684,2024-11-11
2024-11-18,1884.863037109375,1916.8499755859375,2039.0,1884.0,2019.050048828125,91951,2024-11-18
2024-11-25,2012.84130859375,2047.0,2101.39990234375,1917.0,1944.25,106088,2024-11-25
2024-12-02,2044.6514892578125,2079.35009765625,2150.0,1981.0,2050.39990234375,217124,2024-12-02
2024-12-09,1978.1302490234375,2011.699951171875,2150.0,1981.25,2110.5,214143,2024-12-09
2024-12-16,1871.834228515625,1903.5999755859375,2124.0,1885.0,2017.449951171875,134513,2024-12-16
2024-12-23,1934.17626953125,1967.0,2034.0,1808.949951171875,1902.6500244140625,148984,2024-12-23
2024-12-30,925.44482421875,941.1500244140625,1995.050048828125,915.0,1977.4000244140625,197254,2024-12-30
2025-01-06,898.5020751953125,913.75,958.5,882.7750244140625,943.8499755859375,235776,2025-01-06
2025-01-13,877.2625122070312,892.1500244140625,942.6500244140625,881.0,906.4749755859375,179024,2025-01-13
2025-01-20,804.1531982421875,817.7999877929688,909.9249877929688,812.4500122070312,892.1500244140625,141726,2025-01-20
2025-01-27,906.5160522460938,921.9000244140625,924.7000122070312,770.5250244140625,817.5,179988,2025-01-27
2025-02-03,886.997314453125,902.0499877929688,949.7000122070312,863.0250244140625,912.5,137872,2025-02-03
2025-02-10,787.5844116210938,800.9500122070312,912.5,790.0,907.2000122070312,114886,2025-02-10
2025-02-17,801.006591796875,814.5999755859375,843.9749755859375,763.0,788.9500122070312,176506,2025-02-17
2025-02-24,772.6134033203125,785.7249755859375,862.5,780.9749755859375,806.7750244140625,101350,2025-02-24
2025-03-03,764.304443359375,777.2750244140625,815.0,741.0499877929688,775.0,297594,2025-03-03
2025-03-10,719.3179321289062,731.5250244140625,787.5999755859375,696.0,785.0,240220,2025-03-10
2025-03-17,737.3370971679688,749.8499755859375,763.0750122070312,726.6749877929688,728.0,230852,2025-03-17
2025-03-24,777.4070434570312,790.5999755859375,973.9749755859375,746.0499877929688,749.5,2213906,2025-03-24
2025-03-31,723.2756958007812,735.5499877929688,821.1749877929688,731.7999877929688,790.5999755859375,439296,2025-03-31
2025-04-07,737.779541015625,750.2999877929688,768.4749755859375,625.0,632.9000244140625,291384,2025-04-07
2025-04-14,754.0534057617188,766.8499755859375,796.4500122070312,750.2999877929688,750.2999877929688,175750,2025-04-14
2025-04-21,825.93359375,839.9500122070312,851.25,757.0499877929688,771.5,475174,2025-04-21
2025-04-28,801.2523803710938,814.8499755859375,858.25,808.5,839.9500122070312,272404,2025-04-28
2025-05-05,786.74853515625,800.0999755859375,824.5,751.0,810.0,163924,2025-05-05
2025-05-12,849.2872924804688,863.7000122070312,899.9500122070312,802.5,816.9000244140625,233214,2025-05-12
2025-05-19,965.6131591796875,982.0,988.0999755859375,890.0,907.0,747204,2025-05-19
2025-05-26,935.8187866210938,951.7000122070312,995.0,940.0,985.0,337364,2025-05-26
2025-06-02,947.421875,963.5,979.5,946.5499877929688,963.7000122070312,269266,2025-06-02
2025-06-09,942.6036376953125,958.5999755859375,1008.9500122070312,927.7999877929688,965.0,529632,2025-06-09
2025-06-16,929.5999755859375,929.5999755859375,971.0,917.25,950.0,207574,2025-06-16
2025-06-23,957.1500244140625,957.1500244140625,960.0499877929688,917.7999877929688,934.3499755859375,191278,2025-06-23
2025-06-30,1052.699951171875,1052.699951171875,1080.5,937.5,960.0,1635727,2025-06-30
2025-07-07,1056.9000244140625,1056.9000244140625,1248.0,1026.4000244140625,1045.0,1453094,2025-07-07
2025-07-14,1057.5999755859375,1057.5999755859375,1079.0,1023.7999877929688,1072.0,119818,2025-07-14
