Date,Adj Close_NBCC.NS,Close_NBCC.NS,High_NBCC.NS,Low_NBCC.NS,Open_NBCC.NS,Volume_NBCC.NS,Date
2023-09-11,39.83528518676758,40.233333587646484,42.33333206176758,35.70000076293945,40.0,323037331,2023-09-11
2023-09-18,38.482139587402344,38.86666488647461,40.79999923706055,37.79999923706055,40.33333206176758,136247295,2023-09-18
2023-09-25,38.61415481567383,39.0,40.96666717529297,37.79999923706055,38.86666488647461,121442272,2023-09-25
2023-10-02,40.29733657836914,40.70000076293945,41.233333587646484,37.900001525878906,39.0,112187540,2023-10-02
2023-10-09,41.58447265625,42.0,43.56666564941406,38.36666488647461,39.79999923706055,307714998,2023-10-09
2023-10-16,45.21486282348633,45.666664123535156,49.56666564941406,42.133331298828125,42.633331298828125,667989865,2023-10-16
2023-10-23,42.40956115722656,42.83333206176758,46.33333206176758,40.5,45.86666488647461,345916351,2023-10-23
2023-10-30,44.224754333496094,44.666664123535156,45.633331298828125,42.099998474121094,43.0,213972154,2023-10-30
2023-11-06,43.3996696472168,43.83333206176758,45.93333435058594,43.099998474121094,45.099998474121094,112102671,2023-11-06
2023-11-13,44.25776290893555,44.70000076293945,46.900001525878906,44.20000076293945,44.599998474121094,90070289,2023-11-13
2023-11-20,42.40956115722656,42.83333206176758,45.900001525878906,42.70000076293945,44.96666717529297,72119176,2023-11-20
2023-11-27,49.27429962158203,49.766666412353516,52.0,42.53333282470703,42.83333206176758,340018016,2023-11-27
2023-12-04,52.01359176635742,52.53333282470703,55.06666564941406,50.599998474121094,51.33333206176758,235998027,2023-12-04
2023-12-11,54.19182586669922,54.733333587646484,57.266666412353516,52.56666564941406,52.79999923706055,226382375,2023-12-11
2023-12-18,51.74956512451172,52.266666412353516,55.79999923706055,48.33333206176758,54.79999923706055,133911066,2023-12-18
2023-12-25,53.82878494262695,54.36666488647461,56.43333435058594,52.0,52.266666412353516,174422915,2023-12-25
2024-01-01,57.162147521972656,57.733333587646484,59.900001525878906,52.666664123535156,54.633331298828125,332390260,2024-01-01
2024-01-08,60.33049011230469,60.93333435058594,62.900001525878906,56.33333206176758,58.03333282470703,356423068,2024-01-08
2024-01-15,62.40970993041992,63.03333282470703,63.93333435058594,56.400001525878906,61.266666412353516,325856982,2024-01-15
2024-01-22,75.71014404296875,76.46666717529297,79.5999984741211,63.03333282470703,63.03333282470703,665949038,2024-01-22
2024-01-29,111.32096862792969,112.43333435058594,113.30000305175781,77.80000305175781,78.0,1044242178,2024-01-29
2024-02-05,97.65750122070312,98.63333129882812,117.9000015258789,93.0999984741211,116.30000305175781,373935575,2024-02-05
2024-02-12,88.84555053710938,89.73332977294922,97.83333587646484,80.5,97.83333587646484,198408221,2024-02-12
2024-02-19,94.6541748046875,95.5999984741211,98.53333282470703,89.9000015258789,91.0,138449321,2024-02-19
2024-02-26,87.75643920898438,88.63333129882812,96.26666259765625,85.76666259765625,96.19999694824219,78265497,2024-02-26
2024-03-04,84.02703857421875,84.86666870117188,90.96666717529297,84.0,89.96666717529297,48530418,2024-03-04
2024-03-11,73.82894134521484,74.56666564941406,85.26666259765625,70.06666564941406,84.96666717529297,119112136,2024-03-11
2024-03-18,75.941162109375,76.69999694824219,78.19999694824219,70.93333435058594,74.33333587646484,75761151,2024-03-18
2024-03-25,78.48243713378906,79.26666259765625,79.36666870117188,75.03333282470703,76.69999694824219,51349688,2024-03-25
2024-04-01,91.32081604003906,92.23332977294922,92.63333129882812,80.26666259765625,80.5999984741211,122797998,2024-04-01
2024-04-08,88.18548583984375,89.06666564941406,94.36666870117188,88.73332977294922,93.13333129882812,77017991,2024-04-08
2024-04-15,81.91480255126953,82.73332977294922,86.93333435058594,79.26666259765625,83.33333587646484,81521819,2024-04-15
2024-04-22,89.96768188476562,90.86666870117188,92.33333587646484,83.0,83.80000305175781,149894731,2024-04-22
2024-04-29,91.55184936523438,92.46666717529297,96.46666717529297,90.66666412353516,92.0,129339865,2024-04-29
2024-05-06,87.39339447021484,88.26666259765625,93.19999694824219,84.36666870117188,93.13333129882812,96759126,2024-05-06
2024-05-13,94.91820526123047,95.86666870117188,96.93333435058594,85.06666564941406,88.5999984741211,111180155,2024-05-13
2024-05-20,96.2053451538086,97.16666412353516,101.9000015258789,94.86666870117188,94.86666870117188,146003312,2024-05-20
2024-05-27,93.99411010742188,94.93333435058594,99.19999694824219,90.0,97.66666412353516,128717390,2024-05-27
2024-06-03,95.1162338256836,96.06666564941406,104.0,81.36666870117188,103.33333587646484,228631263,2024-06-03
2024-06-10,105.26152038574219,106.3133316040039,108.46666717529297,94.33333587646484,96.9000015258789,395276077,2024-06-10
2024-06-17,109.61798858642578,110.71333312988281,115.33333587646484,102.44000244140625,106.3133316040039,254867564,2024-06-17
2024-06-24,103.60474395751953,104.63999938964844,111.46666717529297,103.33333587646484,110.0,127571243,2024-06-24
2024-07-01,124.49598693847656,125.73999786376953,129.32666015625,103.86666870117188,104.65333557128906,477640468,2024-07-01
2024-07-08,125.27487182617188,126.52666473388672,132.1999969482422,119.46666717529297,126.33999633789062,287405625,2024-07-08
2024-07-15,113.43980407714844,114.57333374023438,129.26666259765625,114.0,127.0,137468319,2024-07-15
2024-07-22,115.19558715820312,116.34666442871094,124.53333282470703,100.0999984741211,113.33333587646484,256821723,2024-07-22
2024-07-29,120.00090026855469,121.19999694824219,126.8933334350586,115.88666534423828,117.0,192435004,2024-07-29
2024-08-05,121.97451782226562,123.1933364868164,125.5999984741211,108.66666412353516,115.86666870117188,253018195,2024-08-05
2024-08-12,120.65438079833984,121.86000061035156,125.76666259765625,114.76000213623047,122.63999938964844,172109455,2024-08-12
2024-08-19,117.61804962158203,118.7933349609375,128.89999389648438,118.4000015258789,122.42666625976562,184499720,2024-08-19
2024-08-26,123.01742553710938,124.24666595458984,139.8333282470703,117.04666900634766,120.06666564941406,743701878,2024-08-26
2024-09-02,117.96128845214844,119.13999938964844,128.0,118.19999694824219,126.33333587646484,142429226,2024-09-02
2024-09-09,118.73443603515625,119.50666809082031,122.43333435058594,115.0,118.5,114506940,2024-09-09
2024-09-16,115.29679107666016,116.04666900634766,120.22000122070312,112.8066635131836,119.66666412353516,68927213,2024-09-16
2024-09-23,117.50906372070312,118.27333068847656,119.5999984741211,112.0,116.69999694824219,62106158,2024-09-23
2024-09-30,111.94525146484375,112.67333221435547,121.13333129882812,101.5,118.66666412353516,70244196,2024-09-30
2024-10-07,113.32295989990234,114.05999755859375,119.80000305175781,110.37999725341797,118.0999984741211,51722527,2024-10-07
2024-10-14,107.2723159790039,107.97000122070312,114.58999633789062,106.5999984741211,114.06999969482422,20590431,2024-10-14
2024-10-21,87.3419418334961,87.91000366210938,108.38999938964844,87.45999908447266,107.87999725341797,59381108,2024-10-21
2024-10-28,99.32401275634766,99.97000122070312,100.9000015258789,85.20999908447266,87.55999755859375,54117203,2024-10-28
2024-11-04,96.39306640625,97.0199966430664,101.88999938964844,95.2699966430664,100.80000305175781,37601310,2024-11-04
2024-11-11,89.4184341430664,90.0,96.44999694824219,88.31999969482422,96.0,27325681,2024-11-11
2024-11-18,88.5540542602539,89.12999725341797,92.19999694824219,86.7699966430664,90.27999877929688,24717371,2024-11-18
2024-11-25,98.578857421875,99.22000122070312,100.5,92.76000213623047,93.0,50245724,2024-11-25
2024-12-02,102.95042419433594,103.62000274658203,104.94999694824219,96.91000366210938,97.76000213623047,46109393,2024-12-02
2024-12-09,98.64839935302734,99.29000091552734,105.19999694824219,97.61000061035156,104.44000244140625,36200913,2024-12-09
2024-12-16,93.81980895996094,94.43000030517578,102.68000030517578,93.30000305175781,99.75,28728741,2024-12-16
2024-12-23,92.78652954101562,93.38999938964844,95.44999694824219,91.66999816894531,95.0,15920574,2024-12-23
2024-12-30,91.9221420288086,92.5199966430664,94.56999969482422,87.72000122070312,93.52999877929688,42516635,2024-12-30
2025-01-06,83.94403839111328,84.48999786376953,93.22000122070312,84.04000091552734,93.22000122070312,40729220,2025-01-06
2025-01-13,94.6941146850586,95.30999755859375,96.98999786376953,78.38999938964844,81.12000274658203,99728209,2025-01-13
2025-01-20,90.72990417480469,91.31999969482422,99.18000030517578,90.3499984741211,97.0,79320090,2025-01-20
2025-01-27,94.7139892578125,95.33000183105469,104.1500015258789,84.91999816894531,89.94999694824219,99608954,2025-01-27
2025-02-03,91.88240814208984,92.4800033569336,97.0,90.30000305175781,93.7699966430664,44160122,2025-02-03
