Date,Adj Close_CARERATING.NS,Close_CARERATING.NS,High_CARERATING.NS,Low_CARERATING.NS,Open_CARERATING.NS,Volume_CARERATING.NS,Date
2021-07-26,667.6874389648438,726.1500244140625,737.9500122070312,695.5,716.8499755859375,1090342,2021-07-26
2021-08-02,650.9986572265625,708.0,783.4000244140625,685.0999755859375,729.0,3067183,2021-08-02
2021-08-09,616.8856811523438,670.9000244140625,713.9500122070312,647.1500244140625,713.9500122070312,1154961,2021-08-09
2021-08-16,599.1854858398438,651.6500244140625,695.7000122070312,650.0,670.0,519618,2021-08-16
2021-08-23,620.2417602539062,674.5499877929688,681.9500122070312,640.0499877929688,655.1500244140625,633111,2021-08-23
2021-08-30,644.6541137695312,701.0999755859375,715.0,673.0999755859375,677.9500122070312,729094,2021-08-30
2021-09-06,671.8251953125,730.6500244140625,739.9500122070312,675.25,703.0999755859375,1034991,2021-09-06
2021-09-13,658.7974853515625,710.3499755859375,744.0,693.0,733.75,1018705,2021-09-13
2021-09-20,636.2146606445312,686.0,718.75,675.0,705.2999877929688,473418,2021-09-20
2021-09-27,622.8132934570312,671.5499877929688,690.7999877929688,664.0,686.5499877929688,344388,2021-09-27
2021-10-04,625.5492553710938,674.5,699.0,669.6500244140625,674.8499755859375,444629,2021-10-04
2021-10-11,630.7427978515625,680.0999755859375,698.0,675.0,675.0,546842,2021-10-11
2021-10-18,646.8336791992188,697.4500122070312,733.2999877929688,685.8499755859375,689.0,1317584,2021-10-18
2021-10-25,636.1219482421875,685.9000244140625,704.7999877929688,669.6500244140625,698.0,323063,2021-10-25
2021-11-01,623.5087890625,672.2999877929688,682.0,662.0,676.7999877929688,441842,2021-11-01
2021-11-08,605.2849731445312,652.6500244140625,678.9000244140625,651.0499877929688,678.9000244140625,731207,2021-11-08
2021-11-15,608.811279296875,649.5499877929688,692.0,641.9000244140625,655.0,653777,2021-11-15
2021-11-22,589.596923828125,629.0499877929688,652.7999877929688,625.0,652.0,459598,2021-11-22
2021-11-29,594.7051391601562,634.5,660.0499877929688,603.4000244140625,625.0,425271,2021-11-29
2021-12-06,586.36328125,625.5999755859375,640.4000244140625,612.0,635.0,498311,2021-12-06
2021-12-13,565.6494140625,603.5,641.0,600.0,641.0,536904,2021-12-13
2021-12-20,549.7156982421875,586.5,603.0499877929688,556.6500244140625,603.0,643964,2021-12-20
2021-12-27,580.4116821289062,619.25,639.9000244140625,575.5,580.0,365474,2021-12-27
2022-01-03,596.251708984375,636.1500244140625,654.2000122070312,610.1500244140625,618.0999755859375,315644,2022-01-03
2022-01-10,598.9229125976562,639.0,654.8499755859375,612.0499877929688,640.0,425498,2022-01-10
2022-01-17,582.5672607421875,621.5499877929688,652.0,619.6500244140625,641.0,288414,2022-01-17
2022-01-24,570.9451293945312,609.1500244140625,628.0499877929688,598.0999755859375,620.0999755859375,209532,2022-01-24
2022-01-31,536.5936889648438,572.5,591.0,567.3499755859375,591.0,715035,2022-01-31
2022-02-07,508.94390869140625,543.0,575.0,540.5499877929688,575.0,463219,2022-02-07
2022-02-14,497.9776916503906,531.2999877929688,553.0,445.29998779296875,532.0,740307,2022-02-14
2022-02-21,500.74273681640625,534.25,553.8499755859375,490.0,526.0,692024,2022-02-21
2022-02-28,486.96466064453125,519.5499877929688,554.7999877929688,517.0999755859375,534.0,294168,2022-02-28
2022-03-07,485.4181213378906,517.9000244140625,536.0,494.54998779296875,515.0,475240,2022-03-07
2022-03-14,478.7165832519531,510.75,525.6500244140625,508.95001220703125,520.0,356152,2022-03-14
2022-03-21,483.9184875488281,516.2999877929688,529.8499755859375,499.0,513.4000244140625,632982,2022-03-21
2022-03-28,494.2285461425781,527.2999877929688,537.5499877929688,507.0,518.0,354773,2022-03-28
2022-04-04,508.99072265625,543.0499877929688,579.0,525.2999877929688,529.9500122070312,873466,2022-04-04
2022-04-11,525.90869140625,561.0999755859375,578.0,546.0499877929688,550.0,489613,2022-04-11
2022-04-18,521.1284790039062,556.0,568.0,549.0,553.0,554873,2022-04-18
2022-04-25,431.2432861328125,460.1000061035156,558.9000244140625,450.0,558.9000244140625,3909675,2022-04-25
2022-05-02,399.235107421875,425.95001220703125,469.95001220703125,418.3999938964844,460.1000061035156,637551,2022-05-02
2022-05-09,390.9870300292969,417.1499938964844,442.8999938964844,403.0,428.0,721641,2022-05-09
2022-05-16,418.16815185546875,446.1499938964844,454.25,403.0,415.1499938964844,1034820,2022-05-16
2022-05-23,435.36724853515625,464.5,474.0,426.04998779296875,445.0,477238,2022-05-23
2022-05-30,441.6939392089844,471.25,485.3999938964844,455.25,466.5,396321,2022-05-30
2022-06-06,421.49554443359375,449.70001220703125,471.20001220703125,447.20001220703125,465.0,146564,2022-06-06
2022-06-13,385.59765625,411.3999938964844,448.1499938964844,410.0,446.0,160795,2022-06-13
2022-06-20,388.45635986328125,414.45001220703125,424.04998779296875,406.0,411.5,123730,2022-06-20
2022-06-27,386.0194091796875,411.8500061035156,435.95001220703125,410.1499938964844,424.3500061035156,143860,2022-06-27
2022-07-04,393.65826416015625,420.0,432.54998779296875,412.0,413.95001220703125,174143,2022-07-04
2022-07-11,419.7615966796875,447.8500061035156,492.0,410.6499938964844,420.0,5223557,2022-07-11
2022-07-18,423.2294616699219,451.54998779296875,474.95001220703125,450.0,450.1000061035156,1154033,2022-07-18
2022-07-25,425.2915344238281,453.75,457.5,443.0,451.45001220703125,312798,2022-07-25
2022-08-01,432.97723388671875,461.95001220703125,467.0,452.20001220703125,457.95001220703125,382622,2022-08-01
2022-08-08,452.66015625,482.95001220703125,494.04998779296875,460.04998779296875,460.04998779296875,464563,2022-08-08
2022-08-15,471.59320068359375,503.1499938964844,520.0,476.75,482.95001220703125,551261,2022-08-15
2022-08-22,475.1080322265625,506.8999938964844,522.0,491.0,500.0,530569,2022-08-22
2022-08-29,476.4670715332031,508.3500061035156,517.0499877929688,494.54998779296875,502.0,331558,2022-08-29
2022-09-05,476.8888854980469,508.79998779296875,519.2999877929688,497.0,514.5,520361,2022-09-05
2022-09-12,467.4223327636719,498.70001220703125,536.5,493.29998779296875,514.9500122070312,795256,2022-09-12
2022-09-19,507.8060607910156,531.3499755859375,550.0,490.25,501.20001220703125,1181175,2022-09-19
2022-09-26,483.38818359375,505.79998779296875,529.7000122070312,499.1499938964844,525.5999755859375,448966,2022-09-26
2022-10-03,497.2934875488281,520.3499755859375,536.8499755859375,496.0,505.75,346668,2022-10-03
2022-10-10,476.2682800292969,498.3500061035156,526.0,496.6000061035156,515.0499877929688,232913,2022-10-10
2022-10-17,455.4342041015625,476.54998779296875,504.79998779296875,467.29998779296875,498.3500061035156,496273,2022-10-17
2022-10-24,465.0867004394531,486.6499938964844,504.0,482.0,485.0,240984,2022-10-24
2022-10-31,474.7391357421875,496.75,503.70001220703125,484.0,488.0,332775,2022-10-31
2022-11-07,515.0692749023438,538.9500122070312,565.0,496.95001220703125,501.0,1545735,2022-11-07
2022-11-14,502.88427734375,526.2000122070312,548.0499877929688,522.0,548.0,422154,2022-11-14
2022-11-21,530.551513671875,555.1500244140625,559.0,511.0,526.0,577532,2022-11-21
2022-11-28,546.7503662109375,572.0999755859375,580.0,543.4000244140625,547.0,498268,2022-11-28
2022-12-05,529.4046020507812,553.9500122070312,596.6500244140625,547.25,573.0999755859375,629573,2022-12-05
2022-12-12,561.99365234375,588.0499877929688,618.0,550.0,552.0,987835,2022-12-12
2022-12-19,530.4081420898438,555.0,609.2999877929688,550.0,583.25,637160,2022-12-19
2022-12-26,580.0084838867188,606.9000244140625,619.9000244140625,550.0,550.0999755859375,478934,2022-12-26
2023-01-02,579.8651123046875,606.75,635.25,601.3499755859375,609.0,659429,2023-01-02
2023-01-09,623.5401611328125,652.4500122070312,677.0,593.0999755859375,610.5,1346001,2023-01-09
2023-01-16,603.3750610351562,631.3499755859375,659.0,619.25,657.5,428494,2023-01-16
2023-01-23,595.1560668945312,622.75,657.4500122070312,619.2999877929688,643.7000122070312,353219,2023-01-23
2023-01-30,577.906005859375,604.7000122070312,640.2999877929688,592.0999755859375,598.2999877929688,479683,2023-01-30
2023-02-06,598.8833618164062,626.6500244140625,646.9000244140625,590.0,598.1500244140625,506836,2023-02-06
2023-02-13,663.4340209960938,683.2999877929688,695.3499755859375,608.0,621.0,1130202,2023-02-13
2023-02-20,626.3932495117188,645.1500244140625,698.5,630.0999755859375,679.1500244140625,921262,2023-02-20
2023-02-27,643.3359375,662.5999755859375,687.7999877929688,624.7999877929688,645.0,523971,2023-02-27
2023-03-06,655.4238891601562,675.0499877929688,683.0,651.0999755859375,663.0,383430,2023-03-06
2023-03-13,641.73388671875,660.9500122070312,689.0,645.0,676.0499877929688,471685,2023-03-13
2023-03-20,613.8682250976562,632.25,683.9500122070312,624.0,658.0499877929688,318612,2023-03-20
2023-03-27,624.1115112304688,642.7999877929688,646.75,610.1500244140625,627.0,213500,2023-03-27
2023-04-03,627.9952392578125,646.7999877929688,660.5999755859375,640.4500122070312,646.0499877929688,157357,2023-04-03
2023-04-10,633.5780639648438,652.5499877929688,656.0,631.5499877929688,648.0,176969,2023-04-10
2023-04-17,617.8976440429688,636.4000244140625,674.0999755859375,626.9500122070312,652.5499877929688,231903,2023-04-17
2023-04-24,619.9365844726562,638.5,659.7999877929688,627.1500244140625,636.4500122070312,174954,2023-04-24
2023-05-01,635.6170654296875,654.6500244140625,671.0,630.0,638.5,314243,2023-05-01
2023-05-08,648.044921875,667.4500122070312,695.5499877929688,650.2999877929688,662.0,675775,2023-05-08
2023-05-15,682.8526611328125,703.2999877929688,715.0,655.1500244140625,667.0,1140531,2023-05-15
2023-05-22,640.8600463867188,660.0499877929688,715.0,649.0,703.3499755859375,649871,2023-05-22
2023-05-29,659.0648803710938,678.7999877929688,684.0,632.0,663.3499755859375,568944,2023-05-29
2023-06-05,661.2980346679688,681.0999755859375,712.7000122070312,660.9500122070312,678.9000244140625,706035,2023-06-05
2023-06-12,661.9776611328125,681.7999877929688,689.9000244140625,662.0,682.0,325969,2023-06-12
2023-06-19,672.3665771484375,692.5,722.0,673.0499877929688,682.0499877929688,782813,2023-06-19
2023-06-26,681.8816528320312,702.2999877929688,707.75,683.2000122070312,689.9500122070312,223766,2023-06-26
2023-07-03,689.891845703125,710.5499877929688,735.2999877929688,698.0,703.0,1154858,2023-07-03
2023-07-10,681.3961791992188,701.7999877929688,721.9000244140625,690.25,711.0,441449,2023-07-10
2023-07-17,718.2914428710938,739.7999877929688,754.7000122070312,702.4500122070312,704.0,635010,2023-07-17
2023-07-24,699.5525512695312,720.5,766.2999877929688,715.0999755859375,740.0,401891,2023-07-24
2023-07-31,704.6984252929688,725.7999877929688,736.75,699.7000122070312,724.1500244140625,310013,2023-07-31
2023-08-07,735.6224975585938,757.6500244140625,794.0,711.0,726.5,863311,2023-08-07
2023-08-14,737.6614379882812,759.75,778.0,737.75,760.0,394471,2023-08-14
2023-08-21,795.33447265625,819.1500244140625,824.9500122070312,774.0,774.0,1155265,2023-08-21
2023-08-28,801.4512939453125,825.4500122070312,838.9500122070312,802.4000244140625,825.0,356547,2023-08-28
2023-09-04,803.198974609375,827.25,837.2000122070312,800.9500122070312,825.4500122070312,572828,2023-09-04
2023-09-11,826.9381103515625,851.7000122070312,877.8499755859375,810.0,827.2000122070312,675658,2023-09-11
2023-09-18,831.452880859375,856.3499755859375,863.0499877929688,832.5,856.0,235979,2023-09-18
2023-09-25,851.3568725585938,876.8499755859375,886.75,846.9500122070312,859.3499755859375,269745,2023-09-25
2023-10-02,829.1226806640625,853.9500122070312,888.7999877929688,840.5499877929688,876.8499755859375,220376,2023-10-02
2023-10-09,932.9146728515625,960.8499755859375,1010.0,841.0999755859375,843.2000122070312,2409783,2023-10-09
2023-10-16,927.3804321289062,955.1500244140625,993.0,938.0,965.7000122070312,483549,2023-10-16
2023-10-23,884.5625610351562,911.0499877929688,955.0999755859375,868.1500244140625,948.1500244140625,444936,2023-10-23
2023-10-30,824.3165893554688,849.0,924.9500122070312,831.2000122070312,911.0499877929688,557360,2023-10-30
2023-11-06,840.3368530273438,865.5,868.0,843.1500244140625,849.0999755859375,292319,2023-11-06
2023-11-13,835.3050537109375,853.25,872.8499755859375,840.1500244140625,872.8499755859375,226605,2023-11-13
2023-11-20,899.0359497070312,918.3499755859375,930.0,853.6500244140625,856.0,374933,2023-11-20
2023-11-27,887.5330200195312,906.5999755859375,927.0,905.0,918.3499755859375,158558,2023-11-27
2023-12-04,924.2933349609375,944.1500244140625,981.0,906.5999755859375,911.1500244140625,394223,2023-12-04
2023-12-11,896.6375122070312,915.9000244140625,967.0,906.0499877929688,944.5,301837,2023-12-11
2023-12-18,917.7342529296875,937.4500122070312,950.0,891.0,915.0,476625,2023-12-18
2023-12-25,931.586669921875,951.5999755859375,997.0,927.0,937.4500122070312,471501,2023-12-25
2024-01-01,935.7472534179688,955.8499755859375,997.0,925.0499877929688,957.0,402911,2024-01-01
2024-01-08,955.32666015625,975.8499755859375,979.8499755859375,932.7999877929688,946.2999877929688,247486,2024-01-08
2024-01-15,931.9782104492188,952.0,982.0,933.9500122070312,980.75,238573,2024-01-15
2024-01-22,1012.6941528320312,1034.449951171875,1047.0,938.5999755859375,952.0,510221,2024-01-22
2024-01-29,1140.2537841796875,1164.75,1183.0,1003.0999755859375,1021.5,1194202,2024-01-29
2024-02-05,1087.5364990234375,1110.9000244140625,1183.0,1078.1500244140625,1164.75,368263,2024-02-05
2024-02-12,1076.669921875,1099.800048828125,1125.0,1068.5,1113.0,134705,2024-02-12
2024-02-19,1155.8193359375,1180.6500244140625,1210.0,1100.0,1100.0,540307,2024-02-19
2024-02-26,1141.183837890625,1165.699951171875,1263.949951171875,1147.9000244140625,1191.0,807799,2024-02-26
2024-03-04,1128.4571533203125,1152.699951171875,1209.800048828125,1105.5999755859375,1164.0,375699,2024-03-04
2024-03-11,1059.4398193359375,1082.199951171875,1163.0,1049.050048828125,1151.9000244140625,264100,2024-03-11
2024-03-18,1103.6893310546875,1127.4000244140625,1138.8499755859375,1071.050048828125,1087.6500244140625,120269,2024-03-18
2024-03-25,1095.857666015625,1119.4000244140625,1160.0,1104.0,1127.4000244140625,61177,2024-03-25
2024-04-01,1128.8487548828125,1153.0999755859375,1187.199951171875,1114.6500244140625,1115.199951171875,107699,2024-04-01
2024-04-08,1116.9053955078125,1140.9000244140625,1185.449951171875,1130.1500244140625,1170.4000244140625,104765,2024-04-08
2024-04-15,1057.2373046875,1079.949951171875,1141.0,1064.1500244140625,1130.1500244140625,231915,2024-04-15
2024-04-22,1147.400390625,1172.050048828125,1204.550048828125,1071.1500244140625,1117.699951171875,214793,2024-04-22
2024-04-29,1186.069580078125,1211.550048828125,1235.050048828125,1155.0,1177.949951171875,280666,2024-04-29
2024-05-06,1069.6702880859375,1092.6500244140625,1217.449951171875,1081.0,1200.0,162142,2024-05-06
2024-05-13,1082.8372802734375,1106.0999755859375,1131.1500244140625,1074.699951171875,1090.0,138721,2024-05-13
2024-05-20,1049.5523681640625,1072.0999755859375,1120.0,1063.3499755859375,1090.0999755859375,314098,2024-05-20
2024-05-27,988.2200317382812,1009.4500122070312,1080.0,1005.0999755859375,1077.5,125309,2024-05-27
2024-06-03,1014.2115478515625,1036.0,1064.949951171875,941.0,1057.0,262315,2024-06-03
2024-06-10,1063.1109619140625,1085.949951171875,1109.0,1032.949951171875,1044.0,140369,2024-06-10
2024-06-17,1049.797119140625,1072.3499755859375,1091.4000244140625,1056.050048828125,1085.949951171875,116513,2024-06-17
2024-06-24,1051.389404296875,1062.949951171875,1079.949951171875,1038.0,1077.75,188980,2024-06-24
2024-07-01,1104.1097412109375,1116.25,1128.0,1062.5999755859375,1070.199951171875,162949,2024-07-01
2024-07-08,1084.12939453125,1096.050048828125,1162.0,1065.1500244140625,1106.0,434809,2024-07-08
2024-07-15,996.6908569335938,1007.6500244140625,1104.4000244140625,997.4500122070312,1091.0,312853,2024-07-15
2024-07-22,1007.1261596679688,1018.2000122070312,1043.199951171875,980.6500244140625,1003.9500122070312,337400,2024-07-22
2024-07-29,968.896484375,979.5499877929688,1036.0,974.0,1022.0,372383,2024-07-29
2024-08-05,972.4078369140625,983.0999755859375,1007.5,921.7999877929688,969.5499877929688,433238,2024-08-05
2024-08-12,963.8519287109375,974.4500122070312,992.3499755859375,955.0,983.0999755859375,190221,2024-08-12
2024-08-19,986.8490600585938,997.7000122070312,1017.0,970.0,970.2000122070312,203099,2024-08-19
2024-08-26,961.4285278320312,972.0,1006.9500122070312,967.75,998.7000122070312,228445,2024-08-26
2024-09-02,987.4425048828125,998.2999877929688,1014.9000244140625,960.0,972.3499755859375,192291,2024-09-02
2024-09-09,993.0805053710938,1004.0,1030.0,967.9000244140625,1010.0,209525,2024-09-09
2024-09-16,989.2724609375,1000.1500244140625,1037.5,985.0,1012.5999755859375,203179,2024-09-16
2024-09-23,1001.38916015625,1012.4000244140625,1050.0,983.6500244140625,1005.0,385187,2024-09-23
2024-09-30,1092.9324951171875,1104.949951171875,1125.0,992.0,1006.0,714819,2024-09-30
2024-10-07,1216.96875,1230.3499755859375,1250.0,1089.949951171875,1113.9000244140625,1041708,2024-10-07
2024-10-14,1218.1063232421875,1231.5,1279.5,1199.0,1230.0,517402,2024-10-14
2024-10-21,1395.7034912109375,1411.050048828125,1463.0,1122.3499755859375,1243.800048828125,2921894,2024-10-21
2024-10-28,1492.934326171875,1509.3499755859375,1531.699951171875,1360.949951171875,1396.0,1086115,2024-10-28
2024-11-04,1470.4317626953125,1486.5999755859375,1571.0,1465.050048828125,1510.0,451221,2024-11-04
2024-11-11,1417.3095703125,1426.25,1510.9000244140625,1383.050048828125,1503.8499755859375,244828,2024-11-11
2024-11-18,1376.964111328125,1385.6500244140625,1444.0,1316.1500244140625,1427.0,263895,2024-11-18
2024-11-25,1508.2857666015625,1517.800048828125,1553.3499755859375,1371.5,1398.949951171875,533463,2024-11-25
2024-12-02,1409.2105712890625,1418.0999755859375,1539.8499755859375,1405.449951171875,1519.0999755859375,445699,2024-12-02
2024-12-09,1357.2880859375,1365.8499755859375,1455.8499755859375,1337.0,1420.0,360131,2024-12-09
2024-12-16,1337.7613525390625,1346.199951171875,1432.0,1325.0,1381.5,222457,2024-12-16
2024-12-23,1318.93017578125,1327.25,1370.050048828125,1312.800048828125,1340.0,183728,2024-12-23
2024-12-30,1381.8333740234375,1390.550048828125,1448.0,1299.5,1329.0,296146,2024-12-30
2025-01-06,1268.8460693359375,1276.8499755859375,1422.949951171875,1264.1500244140625,1400.0,206566,2025-01-06
2025-01-13,1294.385009765625,1302.550048828125,1344.8499755859375,1205.0,1249.949951171875,241699,2025-01-13
2025-01-20,1272.622314453125,1280.6500244140625,1323.9000244140625,1233.050048828125,1301.199951171875,167235,2025-01-20
2025-01-27,1223.0350341796875,1230.75,1379.8499755859375,1183.050048828125,1269.699951171875,479656,2025-01-27
2025-02-03,1246.58642578125,1254.449951171875,1309.0,1166.3499755859375,1225.800048828125,361634,2025-02-03
2025-02-10,1145.9710693359375,1153.199951171875,1258.8499755859375,1131.25,1238.0,210587,2025-02-10
2025-02-17,1195.8067626953125,1203.3499755859375,1229.25,1135.0,1150.0,141724,2025-02-17
2025-02-24,1114.76806640625,1121.800048828125,1202.0,1111.0,1191.25,110807,2025-02-24
2025-03-03,1174.9383544921875,1182.3499755859375,1196.949951171875,1102.5,1138.6500244140625,162366,2025-03-03
2025-03-10,1100.3092041015625,1107.25,1186.0,1104.0,1182.3499755859375,512988,2025-03-10
2025-03-17,1153.37451171875,1160.6500244140625,1163.800048828125,1062.949951171875,1107.25,193158,2025-03-17
2025-03-24,1099.0670166015625,1106.0,1187.050048828125,1086.949951171875,1152.0,312105,2025-03-24
2025-03-31,1132.7545166015625,1139.9000244140625,1174.0,1089.4000244140625,1106.0,150582,2025-03-31
2025-04-07,1117.00390625,1124.050048828125,1144.0,1052.0,1055.5,150878,2025-04-07
2025-04-14,1160.6783447265625,1168.0,1204.800048828125,1124.050048828125,1124.050048828125,273360,2025-04-14
2025-04-21,1210.563720703125,1218.199951171875,1233.800048828125,1153.0999755859375,1180.0,575579,2025-04-21
2025-04-28,1223.6810302734375,1231.4000244140625,1244.0,1187.199951171875,1200.0999755859375,250390,2025-04-28
2025-05-05,1279.5286865234375,1287.5999755859375,1293.0999755859375,1205.0999755859375,1255.0,294941,2025-05-05
2025-05-12,1511.465576171875,1521.0,1596.9000244140625,1299.0999755859375,1303.5,2890166,2025-05-12
2025-05-19,1698.5853271484375,1709.300048828125,1738.699951171875,1509.0999755859375,1527.5,1055736,2025-05-19
2025-05-26,1784.7418212890625,1796.0,1800.0,1650.0,1729.0,607072,2025-05-26
2025-06-02,1763.4759521484375,1774.5999755859375,1857.9000244140625,1762.800048828125,1819.0,431155,2025-06-02
2025-06-09,1841.4837646484375,1853.0999755859375,1964.0,1779.0,1779.0,946913,2025-06-09
2025-06-16,1795.2752685546875,1806.5999755859375,1935.0,1792.300048828125,1885.0,564217,2025-06-16
2025-06-23,1755.327392578125,1766.4000244140625,1875.0,1739.0,1799.0999755859375,423784,2025-06-23
2025-06-30,1918.4000244140625,1918.4000244140625,1932.0,1755.9000244140625,1774.9000244140625,770810,2025-06-30
2025-07-07,1772.800048828125,1772.800048828125,1925.0,1753.0999755859375,1924.5,359225,2025-07-07
2025-07-14,1840.5999755859375,1840.5999755859375,1887.9000244140625,1727.9000244140625,1789.9000244140625,192515,2025-07-14
