Date,Adj Close_ASTRAMICRO.NS,Close_ASTRAMICRO.NS,High_ASTRAMICRO.NS,Low_ASTRAMICRO.NS,Open_ASTRAMICRO.NS,Volume_ASTRAMICRO.NS,Date
2021-07-26,167.93516540527344,171.1999969482422,178.6999969482422,167.3000030517578,170.5,2889061,2021-07-26
2021-08-02,170.9760284423828,174.3000030517578,184.8000030517578,169.9499969482422,170.75,4593513,2021-08-02
2021-08-09,163.27574157714844,166.4499969482422,174.6999969482422,150.0,174.0,3626009,2021-08-09
2021-08-16,149.44464111328125,152.35000610351562,166.5,149.14999389648438,166.0,1417227,2021-08-16
2021-08-23,151.5651397705078,153.35000610351562,161.3000030517578,146.10000610351562,152.8000030517578,1672364,2021-08-23
2021-08-30,156.8528594970703,158.6999969482422,162.14999389648438,151.64999389648438,154.89999389648438,1799565,2021-08-30
2021-09-06,170.39340209960938,172.39999389648438,174.39999389648438,160.85000610351562,161.1999969482422,3134960,2021-09-06
2021-09-13,171.8265380859375,173.85000610351562,184.89999389648438,169.10000610351562,172.60000610351562,5107579,2021-09-13
2021-09-20,200.73609924316406,203.10000610351562,210.0,170.0500030517578,170.5,14947829,2021-09-20
2021-09-27,203.70118713378906,206.10000610351562,214.0,189.0,204.0,5852663,2021-09-27
2021-10-04,191.6925811767578,193.9499969482422,212.39999389648438,190.5,206.9499969482422,2992073,2021-10-04
2021-10-11,204.1953582763672,206.60000610351562,214.8000030517578,193.3000030517578,194.6999969482422,3728811,2021-10-11
2021-10-18,189.4193572998047,191.64999389648438,211.4499969482422,191.0,207.0500030517578,2703796,2021-10-18
2021-10-25,217.63705444335938,220.1999969482422,238.3000030517578,191.89999389648438,193.9499969482422,9991635,2021-10-25
2021-11-01,255.59014892578125,258.6000061035156,261.75,221.0,222.10000610351562,6790632,2021-11-01
2021-11-08,272.5404968261719,275.75,283.8999938964844,253.0,261.6499938964844,10683352,2021-11-08
2021-11-15,259.8400573730469,262.8999938964844,290.0,259.5,278.70001220703125,4416658,2021-11-15
2021-11-22,245.90419006347656,248.8000030517578,268.8500061035156,246.3000030517578,263.1000061035156,1881864,2021-11-22
2021-11-29,254.35467529296875,257.3500061035156,261.6000061035156,240.0,240.0,1696655,2021-11-29
2021-12-06,258.3575439453125,261.3999938964844,269.8999938964844,252.10000610351562,259.3999938964844,2223374,2021-12-06
2021-12-13,236.0205841064453,238.8000030517578,263.8999938964844,237.10000610351562,263.3999938964844,1980874,2021-12-13
2021-12-20,225.19802856445312,227.85000610351562,235.0,217.6999969482422,234.0,1449018,2021-12-20
2021-12-27,231.47410583496094,234.1999969482422,243.89999389648438,225.9499969482422,228.75,1651264,2021-12-27
2022-01-03,231.91888427734375,234.64999389648438,243.89999389648438,232.3000030517578,234.85000610351562,1220191,2022-01-03
2022-01-10,229.20086669921875,231.89999389648438,241.3000030517578,230.60000610351562,235.89999389648438,1183660,2022-01-10
2022-01-17,224.95094299316406,227.60000610351562,253.14999389648438,223.64999389648438,233.89999389648438,2647670,2022-01-17
2022-01-24,210.12551879882812,212.60000610351562,229.3000030517578,206.3000030517578,225.64999389648438,1121704,2022-01-24
2022-01-31,227.27359008789062,229.9499969482422,244.3000030517578,213.0,215.0,1678815,2022-01-31
2022-02-07,212.596435546875,215.10000610351562,230.0,213.0500030517578,226.10000610351562,963554,2022-02-07
2022-02-14,200.489013671875,202.85000610351562,221.5,198.60000610351562,212.14999389648438,1393173,2022-02-14
2022-02-21,194.90476989746094,197.1999969482422,206.75,175.0,198.5,1688115,2022-02-21
2022-02-28,184.1316375732422,186.3000030517578,197.75,184.1999969482422,194.0,1012386,2022-02-28
2022-03-07,212.94235229492188,215.4499969482422,222.0,180.25,184.75,3382674,2022-03-07
2022-03-14,218.72425842285156,221.3000030517578,230.60000610351562,212.85000610351562,216.5500030517578,1481292,2022-03-14
2022-03-21,216.3027801513672,218.85000610351562,226.64999389648438,214.6999969482422,225.0,1279685,2022-03-21
2022-03-28,219.76205444335938,222.35000610351562,230.5,211.35000610351562,219.75,1794895,2022-03-28
2022-04-04,241.6048126220703,244.4499969482422,248.0,222.6999969482422,222.6999969482422,4720417,2022-04-04
2022-04-11,235.97116088867188,238.75,252.35000610351562,236.25,245.0,1448058,2022-04-11
2022-04-18,273.52886962890625,276.75,279.95001220703125,231.60000610351562,233.5,5782490,2022-04-18
2022-04-25,249.95645141601562,252.89999389648438,284.0,252.10000610351562,278.5,3062956,2022-04-25
2022-05-02,250.10472106933594,253.0500030517578,275.0,242.0500030517578,251.0,2596387,2022-05-02
2022-05-09,219.56436157226562,222.14999389648438,252.10000610351562,214.39999389648438,251.0,1610794,2022-05-09
2022-05-16,230.4363250732422,233.14999389648438,239.89999389648438,217.0,223.75,1827675,2022-05-16
2022-05-23,209.13717651367188,211.60000610351562,238.89999389648438,206.14999389648438,234.0,1058195,2022-05-23
2022-05-30,221.2939910888672,223.89999389648438,232.1999969482422,212.5,215.0,750891,2022-05-30
2022-06-06,219.959716796875,222.5500030517578,231.35000610351562,219.25,223.89999389648438,467018,2022-06-06
2022-06-13,192.4832763671875,194.75,223.0,193.10000610351562,223.0,878024,2022-06-13
2022-06-20,190.6053924560547,192.85000610351562,198.35000610351562,182.4499969482422,195.5,972117,2022-06-20
2022-06-27,193.42221069335938,195.6999969482422,202.0,192.10000610351562,195.0,470601,2022-06-27
2022-07-04,203.3058319091797,205.6999969482422,211.9499969482422,195.35000610351562,195.6999969482422,439953,2022-07-04
2022-07-11,212.2999267578125,214.8000030517578,216.0,205.0500030517578,205.39999389648438,434889,2022-07-11
2022-07-18,234.93338012695312,237.6999969482422,249.0,210.60000610351562,216.8000030517578,2937705,2022-07-18
2022-07-25,279.7061462402344,283.0,294.79998779296875,236.35000610351562,237.64999389648438,9124324,2022-07-25
2022-08-01,269.4765930175781,272.6499938964844,287.79998779296875,258.20001220703125,285.0,1964772,2022-08-01
2022-08-08,272.7876281738281,276.0,295.0,272.1000061035156,274.3999938964844,4152172,2022-08-08
2022-08-15,306.83502197265625,308.8999938964844,313.0,274.0,276.0,6828632,2022-08-15
2022-08-22,354.31549072265625,356.70001220703125,374.5,298.95001220703125,309.1499938964844,15118413,2022-08-22
2022-08-29,352.2792053222656,354.6499938964844,373.8999938964844,336.25,348.0,7648110,2022-08-29
2022-09-05,327.34698486328125,329.54998779296875,359.0,320.95001220703125,357.8999938964844,4405786,2022-09-05
2022-09-12,340.70709228515625,343.0,356.45001220703125,328.79998779296875,329.0,5153499,2022-09-12
2022-09-19,308.5733337402344,310.6499938964844,353.75,307.95001220703125,346.0,3506902,2022-09-19
2022-09-26,299.7328186035156,301.75,311.6499938964844,288.8500061035156,303.6000061035156,2827076,2022-09-26
2022-10-03,317.51318359375,319.6499938964844,321.29998779296875,299.1000061035156,303.79998779296875,2853777,2022-10-03
2022-10-10,303.60675048828125,305.6499938964844,328.45001220703125,295.6000061035156,316.29998779296875,2078469,2022-10-10
2022-10-17,303.3583984375,305.3999938964844,317.1000061035156,301.20001220703125,304.25,1750826,2022-10-17
2022-10-24,303.4080810546875,305.45001220703125,318.6000061035156,304.0,307.8999938964844,975205,2022-10-24
2022-10-31,325.11199951171875,327.29998779296875,333.5,302.8500061035156,305.70001220703125,2820866,2022-10-31
2022-11-07,315.2285461425781,317.3500061035156,346.8999938964844,308.95001220703125,332.20001220703125,3447543,2022-11-07
2022-11-14,320.54278564453125,322.70001220703125,340.0,309.6000061035156,318.20001220703125,2228557,2022-11-14
2022-11-21,310.1626281738281,312.25,336.0,310.0,322.70001220703125,1597749,2022-11-21
2022-11-28,306.1893615722656,308.25,317.0,302.1000061035156,311.0,1361522,2022-11-28
2022-12-05,318.8044738769531,320.95001220703125,331.8999938964844,304.0,308.79998779296875,4701833,2022-12-05
2022-12-12,297.10052490234375,299.1000061035156,319.3999938964844,296.70001220703125,319.3999938964844,1127668,2022-12-12
2022-12-19,257.96392822265625,259.70001220703125,300.04998779296875,257.1000061035156,299.04998779296875,2537039,2022-12-19
2022-12-26,283.7901306152344,285.70001220703125,297.70001220703125,251.64999389648438,261.0,4652511,2022-12-26
2023-01-02,281.70416259765625,283.6000061035156,304.0,274.8500061035156,287.0,3740770,2023-01-02
2023-01-09,281.65447998046875,283.54998779296875,298.79998779296875,281.0,286.3999938964844,1836933,2023-01-09
2023-01-16,279.2208557128906,281.1000061035156,288.0,279.0,284.04998779296875,765279,2023-01-16
2023-01-23,258.85791015625,260.6000061035156,282.5,251.14999389648438,281.8500061035156,1213539,2023-01-23
2023-01-30,252.05369567871094,253.75,280.95001220703125,250.0,265.5,1356847,2023-01-30
2023-02-06,269.08905029296875,270.8999938964844,290.0,253.3000030517578,253.75,2502448,2023-02-06
2023-02-13,276.34027099609375,278.20001220703125,284.5,259.79998779296875,274.75,1949231,2023-02-13
2023-02-20,267.35076904296875,269.1499938964844,282.0,257.1499938964844,279.79998779296875,1892660,2023-02-20
2023-02-27,261.14251708984375,262.8999938964844,269.79998779296875,258.1000061035156,269.0,1577723,2023-02-27
2023-03-06,255.82827758789062,257.54998779296875,268.6000061035156,256.3500061035156,263.3999938964844,1022395,2023-03-06
2023-03-13,239.33926391601562,240.9499969482422,258.95001220703125,237.10000610351562,257.95001220703125,2060210,2023-03-13
2023-03-20,226.92282104492188,228.4499969482422,243.35000610351562,225.35000610351562,240.6999969482422,1053621,2023-03-20
2023-03-27,223.19789123535156,224.6999969482422,229.89999389648438,213.3000030517578,228.0,1840228,2023-03-27
2023-04-03,247.1367950439453,248.8000030517578,252.0500030517578,226.1999969482422,227.0,1237662,2023-04-03
2023-04-10,259.45391845703125,261.20001220703125,264.0,245.3000030517578,250.0,1196015,2023-04-10
2023-04-17,254.53697204589844,256.25,264.8999938964844,252.1999969482422,257.29998779296875,846247,2023-04-17
2023-04-24,305.9410400390625,308.0,309.79998779296875,254.0,256.25,6459387,2023-04-24
2023-05-01,316.4701843261719,318.6000061035156,325.0,295.04998779296875,308.0,4408799,2023-05-01
2023-05-08,318.109130859375,320.25,324.8999938964844,304.95001220703125,319.8999938964844,2031600,2023-05-08
2023-05-15,331.7672424316406,334.0,341.0,317.0,317.0,3105436,2023-05-15
2023-05-22,323.1750793457031,325.3500061035156,353.0,316.20001220703125,334.0,3130112,2023-05-22
2023-05-29,350.0442199707031,352.3999938964844,354.8999938964844,322.1499938964844,322.1499938964844,2895606,2023-05-29
2023-06-05,364.00030517578125,366.45001220703125,369.0,345.54998779296875,355.25,3920387,2023-06-05
2023-06-12,345.97161865234375,348.29998779296875,372.70001220703125,346.1000061035156,365.0,1531850,2023-06-12
2023-06-19,365.49029541015625,367.95001220703125,389.5,350.29998779296875,351.79998779296875,5472877,2023-06-19
2023-06-26,364.74530029296875,367.20001220703125,376.04998779296875,358.3500061035156,368.1499938964844,1146650,2023-06-26
2023-07-03,353.17315673828125,355.54998779296875,385.0,353.95001220703125,368.0,2387294,2023-07-03
2023-07-10,359.2323913574219,361.6499938964844,377.0,354.04998779296875,355.54998779296875,1816304,2023-07-10
2023-07-17,368.27154541015625,370.75,378.0,357.04998779296875,362.0,3561350,2023-07-17
2023-07-24,370.4071960449219,372.8999938964844,379.8500061035156,360.5,372.0,1689926,2023-07-24
2023-07-31,355.06048583984375,357.45001220703125,387.0,354.1499938964844,373.79998779296875,3762468,2023-07-31
2023-08-07,359.0337219238281,361.45001220703125,388.0,356.45001220703125,359.95001220703125,4686121,2023-08-07
2023-08-14,350.5905456542969,352.95001220703125,367.0,341.54998779296875,362.8999938964844,2455581,2023-08-14
2023-08-21,374.6287841796875,377.1499938964844,398.3999938964844,346.3500061035156,352.0,6991295,2023-08-21
2023-08-28,391.2105712890625,392.1000061035156,405.1000061035156,381.0,383.0,3949342,2023-08-28
2023-09-04,420.39422607421875,421.3500061035156,444.0,381.1000061035156,395.25,8765949,2023-09-04
2023-09-11,426.6300354003906,427.6000061035156,434.79998779296875,390.79998779296875,425.0,4601561,2023-09-11
2023-09-18,410.6663513183594,411.6000061035156,434.8500061035156,405.0,429.8999938964844,1798987,2023-09-18
2023-09-25,426.8794860839844,427.8500061035156,437.0,405.20001220703125,414.0,2299214,2023-09-25
2023-10-02,445.23773193359375,446.25,452.6499938964844,424.95001220703125,427.8500061035156,2840803,2023-10-02
2023-10-09,445.28759765625,446.29998779296875,466.1000061035156,425.3999938964844,442.95001220703125,2616395,2023-10-09
2023-10-16,481.45538330078125,482.54998779296875,513.7999877929688,444.29998779296875,447.95001220703125,9923000,2023-10-16
2023-10-23,466.0404357910156,467.1000061035156,489.70001220703125,432.25,486.0,2474304,2023-10-23
2023-10-30,459.7547302246094,460.79998779296875,478.70001220703125,457.70001220703125,470.8999938964844,1400769,2023-10-30
2023-11-06,515.2785034179688,516.4500122070312,521.5,457.0,462.5,3746284,2023-11-06
2023-11-13,556.833984375,558.0999755859375,577.5999755859375,521.5,524.0,3628852,2023-11-13
2023-11-20,549.8997802734375,551.1500244140625,574.0,545.4500122070312,561.0,1604362,2023-11-20
2023-11-27,576.6889038085938,578.0,587.7999877929688,550.0999755859375,551.1500244140625,2703371,2023-11-27
2023-12-04,606.4212646484375,607.7999877929688,623.7999877929688,584.2000122070312,590.0,3011916,2023-12-04
2023-12-11,604.4757080078125,605.8499755859375,619.0,599.0499877929688,609.8499755859375,1193981,2023-12-11
2023-12-18,607.1196899414062,608.5,631.5,585.7000122070312,608.9000244140625,2088305,2023-12-18
2023-12-25,601.73193359375,603.0999755859375,623.4000244140625,600.2000122070312,608.5,922507,2023-12-25
2024-01-01,605.2239990234375,606.5999755859375,616.9500122070312,588.0999755859375,603.9000244140625,1287657,2024-01-01
2024-01-08,595.6956787109375,597.0499877929688,617.25,594.2999877929688,609.3499755859375,1515837,2024-01-08
2024-01-15,575.7410278320312,577.0499877929688,602.0,555.5499877929688,596.9000244140625,1175401,2024-01-15
2024-01-22,564.4666748046875,565.75,578.7999877929688,537.0,577.0499877929688,967169,2024-01-22
2024-01-29,609.0653076171875,610.4500122070312,618.4500122070312,548.0,569.4500122070312,2927232,2024-01-29
2024-02-05,645.1831665039062,646.6500244140625,694.0,620.0,625.0,4271383,2024-02-05
2024-02-12,670.3759155273438,671.9000244140625,677.2000122070312,610.0,649.8499755859375,2032892,2024-02-12
2024-02-19,634.6570434570312,636.0999755859375,685.0,632.0,680.0,1540840,2024-02-19
2024-02-26,612.7568969726562,614.1500244140625,652.0,609.2999877929688,630.0999755859375,1319301,2024-02-26
2024-03-04,618.4439086914062,619.8499755859375,643.0,610.0,622.7999877929688,1053719,2024-03-04
2024-03-11,566.3623657226562,567.6500244140625,626.0,510.1000061035156,619.8499755859375,1591682,2024-03-11
2024-03-18,556.0358276367188,557.2999877929688,574.8499755859375,532.0499877929688,570.2999877929688,964494,2024-03-18
2024-03-25,595.0970458984375,596.4500122070312,622.8499755859375,530.0,557.2999877929688,2422456,2024-03-25
2024-04-01,631.913330078125,633.3499755859375,645.0,604.7000122070312,604.7000122070312,1916243,2024-04-01
2024-04-08,664.18994140625,665.7000122070312,671.9500122070312,635.0,638.0499877929688,1563843,2024-04-08
2024-04-15,694.8701782226562,696.4500122070312,717.75,640.1500244140625,657.0,2417869,2024-04-15
2024-04-22,708.8883056640625,710.5,729.25,693.0,700.9000244140625,1549257,2024-04-22
2024-04-29,679.3055419921875,680.8499755859375,717.4500122070312,666.0,710.5,890095,2024-04-29
2024-05-06,697.3146362304688,698.9000244140625,709.0,632.0999755859375,680.9000244140625,2295927,2024-05-06
2024-05-13,759.4234619140625,761.1500244140625,768.5,673.0,698.8499755859375,3669304,2024-05-13
2024-05-20,798.185302734375,800.0,805.0,745.0,745.0,2729060,2024-05-20
2024-05-27,863.7861328125,865.75,914.6500244140625,837.0,847.9500122070312,10098228,2024-05-27
2024-06-03,804.1716918945312,806.0,919.0,697.4500122070312,915.0,4458437,2024-06-03
2024-06-10,963.2101440429688,965.4000244140625,981.0,799.0,810.0,7036665,2024-06-10
2024-06-17,964.8064575195312,967.0,1059.0,960.0499877929688,965.4000244140625,5918060,2024-06-17
2024-06-24,947.0967407226562,949.25,989.5,944.5999755859375,965.25,1943461,2024-06-24
2024-07-01,951.48681640625,953.6500244140625,978.5,929.0,948.0,4904063,2024-07-01
2024-07-08,914.5208129882812,916.5999755859375,974.7999877929688,896.0,959.0,3216062,2024-07-08
2024-07-15,894.6160888671875,896.6500244140625,943.25,891.0,920.0,1837635,2024-07-15
2024-07-22,891.5230712890625,893.5499877929688,918.4500122070312,857.0499877929688,892.0,2335276,2024-07-22
2024-07-29,877.0559692382812,879.0499877929688,933.5499877929688,873.0999755859375,898.0,1540711,2024-07-29
2024-08-05,827.6682739257812,829.5499877929688,858.2999877929688,810.0,846.0,1912013,2024-08-05
2024-08-12,875.3598022460938,877.3499755859375,882.0,806.5,825.0,2172768,2024-08-12
2024-08-19,879.6001586914062,881.5999755859375,899.9000244140625,861.1500244140625,887.0,1190917,2024-08-19
2024-08-26,904.5999755859375,904.5999755859375,910.0,860.0,885.25,1908806,2024-08-26
2024-09-02,866.5999755859375,866.5999755859375,910.9000244140625,856.4500122070312,910.9000244140625,1239223,2024-09-02
2024-09-09,920.7999877929688,920.7999877929688,943.0,847.0,866.8499755859375,2534310,2024-09-09
2024-09-16,916.0499877929688,916.0499877929688,932.9000244140625,848.0,925.4500122070312,3029080,2024-09-16
2024-09-23,847.75,847.75,929.0,832.9500122070312,921.4000244140625,952053,2024-09-23
2024-09-30,843.3499755859375,843.3499755859375,884.9000244140625,815.0,841.0499877929688,1215949,2024-09-30
2024-10-07,860.0999755859375,860.0999755859375,874.7999877929688,787.0,844.25,1044904,2024-10-07
2024-10-14,802.7999877929688,802.7999877929688,883.2999877929688,795.0,861.7999877929688,657570,2024-10-14
2024-10-21,729.0,729.0,805.0,718.0999755859375,802.7999877929688,1670061,2024-10-21
2024-10-28,801.7000122070312,801.7000122070312,817.75,718.4000244140625,720.0,658937,2024-10-28
2024-11-04,770.5499877929688,770.5499877929688,823.0,761.0,802.0,972769,2024-11-04
2024-11-11,752.0499877929688,752.0499877929688,814.9000244140625,733.1500244140625,770.5,1046907,2024-11-11
2024-11-18,748.75,748.75,767.6500244140625,736.5999755859375,747.0,535451,2024-11-18
2024-11-25,799.5499877929688,799.5499877929688,804.0,752.5499877929688,752.5499877929688,944085,2024-11-25
2024-12-02,796.9000244140625,796.9000244140625,830.0,785.0,800.0499877929688,1129025,2024-12-02
2024-12-09,832.4500122070312,832.4500122070312,868.9500122070312,790.0,797.0,2010227,2024-12-09
2024-12-16,797.2999877929688,797.2999877929688,867.9500122070312,790.1500244140625,840.0,1766161,2024-12-16
2024-12-23,774.5499877929688,774.5499877929688,812.7000122070312,757.4500122070312,810.0,795996,2024-12-23
2024-12-30,788.4500122070312,788.4500122070312,795.9500122070312,747.0999755859375,774.5499877929688,564379,2024-12-30
2025-01-06,756.7999877929688,756.7999877929688,793.9000244140625,755.0,789.0,711162,2025-01-06
2025-01-13,775.6500244140625,775.6500244140625,778.8499755859375,720.4500122070312,749.9000244140625,886783,2025-01-13
2025-01-20,736.5,736.5,789.9500122070312,730.5499877929688,781.7000122070312,863945,2025-01-20
2025-01-27,721.25,721.25,772.0,669.0,736.5,926370,2025-01-27
2025-02-03,732.4500122070312,732.4500122070312,750.0,683.25,701.0,1477585,2025-02-03
2025-02-10,626.0999755859375,626.0999755859375,734.9000244140625,616.0,734.9000244140625,1275525,2025-02-10
2025-02-17,606.7999877929688,606.7999877929688,642.0,597.0,625.0,1074173,2025-02-17
2025-02-24,607.0999755859375,607.0999755859375,620.0,595.0,606.0,570182,2025-02-24
2025-03-03,651.5499877929688,651.5499877929688,658.75,584.2000122070312,607.0499877929688,1505176,2025-03-03
2025-03-10,623.0999755859375,623.0999755859375,659.9000244140625,615.3499755859375,654.0,734652,2025-03-10
2025-03-17,706.7000122070312,706.7000122070312,709.9500122070312,615.0999755859375,630.0,1226629,2025-03-17
2025-03-24,672.3499755859375,672.3499755859375,729.75,660.0,713.7999877929688,1549731,2025-03-24
2025-03-31,676.7999877929688,676.7999877929688,703.9000244140625,668.0,672.3499755859375,664047,2025-03-31
2025-04-07,723.0,723.0,725.2000122070312,631.0,640.0,941841,2025-04-07
2025-04-14,767.4000244140625,767.4000244140625,769.0,723.0,723.0,1867128,2025-04-14
2025-04-21,786.2000122070312,786.2000122070312,835.9500122070312,769.6500244140625,771.0,1586220,2025-04-21
2025-04-28,832.6500244140625,832.6500244140625,862.0,777.0,780.0,2165301,2025-04-28
2025-05-05,882.0499877929688,882.0499877929688,889.5,820.0999755859375,830.0999755859375,3243513,2025-05-05
2025-05-12,1072.800048828125,1072.800048828125,1099.0,857.25,912.0,8938487,2025-05-12
2025-05-19,1089.4000244140625,1089.4000244140625,1150.0,1032.0,1099.0,9145422,2025-05-19
2025-05-26,1095.4000244140625,1095.4000244140625,1184.9000244140625,1059.0,1094.0,5735402,2025-05-26
2025-06-02,1132.0999755859375,1132.0999755859375,1195.9000244140625,1095.0,1097.0,3848836,2025-06-02
2025-06-09,1142.699951171875,1142.699951171875,1187.699951171875,1100.0,1139.9000244140625,3317183,2025-06-09
2025-06-16,1108.0,1108.0,1158.0999755859375,1072.0,1144.5999755859375,2467429,2025-06-16
2025-06-23,1047.199951171875,1047.199951171875,1150.0,1041.300048828125,1110.0,2545391,2025-06-23
2025-06-30,1076.300048828125,1076.300048828125,1109.0,1009.5,1042.0,3357817,2025-06-30
2025-07-07,993.7000122070312,993.7000122070312,1095.4000244140625,990.2000122070312,1095.4000244140625,1813553,2025-07-07
2025-07-14,994.5,994.5,1010.7999877929688,970.0999755859375,993.2999877929688,490127,2025-07-14
