Date,Adj Close_BLUEJET.NS,Close_BLUEJET.NS,High_BLUEJET.NS,Low_BLUEJET.NS,Open_BLUEJET.NS,Volume_BLUEJET.NS,Date
2023-10-30,389.1032409667969,389.8500061035156,433.3999938964844,378.0,380.0,28222411,2023-10-30
2023-11-06,387.00726318359375,387.75,419.8999938964844,357.3500061035156,372.0,5571649,2023-11-06
2023-11-13,380.7193298339844,381.45001220703125,415.0,379.0,403.0,2139210,2023-11-13
2023-11-20,373.5830078125,374.29998779296875,401.20001220703125,370.04998779296875,381.0,1786629,2023-11-20
2023-11-27,346.2854309082031,346.95001220703125,377.70001220703125,344.75,374.29998779296875,2034516,2023-11-27
2023-12-04,338.7998046875,339.45001220703125,369.95001220703125,332.8999938964844,350.54998779296875,2988733,2023-12-04
2023-12-11,346.5349426269531,347.20001220703125,353.0,319.5,341.29998779296875,5040108,2023-12-11
2023-12-18,360.60791015625,361.29998779296875,373.45001220703125,345.04998779296875,348.5,3171169,2023-12-18
2023-12-25,367.3948974609375,368.1000061035156,376.95001220703125,358.20001220703125,361.29998779296875,1445185,2023-12-25
2024-01-01,376.42755126953125,377.1499938964844,392.0,364.54998779296875,370.0,2069158,2024-01-01
2024-01-08,377.27593994140625,378.0,411.8999938964844,375.6499938964844,386.79998779296875,2975963,2024-01-08
2024-01-15,373.5331115722656,374.25,379.79998779296875,351.0,378.0,1097096,2024-01-15
2024-01-22,359.0608825683594,359.75,374.25,350.25,374.25,476180,2024-01-22
2024-01-29,334.25848388671875,334.8999938964844,385.0,333.25,360.8500061035156,1910232,2024-01-29
2024-02-05,354.8689270019531,355.54998779296875,363.0,324.0,337.6499938964844,2605132,2024-02-05
2024-02-12,340.6462097167969,341.29998779296875,361.8500061035156,330.20001220703125,355.54998779296875,590582,2024-02-12
2024-02-19,357.3641357421875,358.04998779296875,365.1000061035156,340.04998779296875,344.0,1269457,2024-02-19
2024-02-26,346.13568115234375,346.79998779296875,366.70001220703125,340.5,363.70001220703125,1186215,2024-02-26
2024-03-04,351.6750793457031,352.3500061035156,360.0,335.29998779296875,352.0,554896,2024-03-04
2024-03-11,346.6347351074219,347.29998779296875,352.0,329.6499938964844,352.0,734456,2024-03-11
2024-03-18,368.9918518066406,369.70001220703125,371.95001220703125,344.29998779296875,347.3500061035156,957006,2024-03-18
2024-03-25,382.1665344238281,382.8999938964844,384.6499938964844,356.04998779296875,369.70001220703125,857085,2024-03-25
2024-04-01,412.95745849609375,413.75,418.5,378.79998779296875,386.8999938964844,1484993,2024-04-01
2024-04-08,391.04949951171875,391.79998779296875,421.6499938964844,387.54998779296875,417.0,1016474,2024-04-08
2024-04-15,391.4986267089844,392.25,407.0,375.1499938964844,384.0,873544,2024-04-15
2024-04-22,383.8633117675781,384.6000061035156,401.04998779296875,374.95001220703125,396.0,1222829,2024-04-22
2024-04-29,370.23944091796875,370.95001220703125,397.0,367.6000061035156,386.0,777664,2024-04-29
2024-05-06,379.42181396484375,380.1499938964844,384.25,366.5,372.20001220703125,702044,2024-05-06
2024-05-13,361.85552978515625,362.54998779296875,382.79998779296875,359.0,380.1499938964844,489325,2024-05-13
2024-05-20,374.8805236816406,375.6000061035156,386.0,363.20001220703125,372.0,326282,2024-05-20
2024-05-27,381.56768798828125,382.29998779296875,385.0,364.95001220703125,365.0,557363,2024-05-27
2024-06-03,384.61187744140625,385.3500061035156,391.0,347.6000061035156,384.95001220703125,546962,2024-06-03
2024-06-10,391.19921875,391.95001220703125,401.0,374.1000061035156,391.3500061035156,696257,2024-06-10
2024-06-17,423.6868591308594,424.5,442.79998779296875,385.3500061035156,391.95001220703125,1454166,2024-06-17
2024-06-24,403.22613525390625,404.0,423.75,390.3999938964844,416.0,614629,2024-06-24
2024-07-01,428.1782531738281,429.0,439.5,401.54998779296875,408.8500061035156,1093776,2024-07-01
2024-07-08,423.53717041015625,424.3500061035156,447.0,400.0,429.8999938964844,1298699,2024-07-08
2024-07-15,405.67144775390625,406.45001220703125,429.95001220703125,403.1499938964844,425.0,541872,2024-07-15
2024-07-22,445.544921875,446.3999938964844,467.95001220703125,401.04998779296875,415.0,3080649,2024-07-22
2024-07-29,506.4779968261719,507.45001220703125,518.0,441.5,445.75,2955942,2024-07-29
2024-08-05,474.7388916015625,475.6499938964844,538.5,453.1499938964844,499.8999938964844,4312364,2024-08-05
2024-08-12,459.71771240234375,460.6000061035156,495.95001220703125,454.8500061035156,468.0,780258,2024-08-12
2024-08-19,471.9442443847656,472.8500061035156,485.0,460.0,460.0,764933,2024-08-19
2024-08-26,487.9136047363281,488.8500061035156,504.5,473.8500061035156,473.8500061035156,1074959,2024-08-26
2024-09-02,508.4741516113281,509.45001220703125,516.7000122070312,460.5,493.0,1421702,2024-09-02
2024-09-09,500.6890869140625,501.6499938964844,535.0,494.0,516.1500244140625,1468283,2024-09-09
2024-09-16,520.1517333984375,521.1500244140625,547.0,501.29998779296875,516.0,906434,2024-09-16
2024-09-23,515.0999755859375,515.0999755859375,553.3499755859375,512.0,524.9000244140625,742526,2024-09-23
2024-09-30,493.3500061035156,493.3500061035156,520.6500244140625,482.1000061035156,513.9000244140625,321699,2024-09-30
2024-10-07,523.1500244140625,523.1500244140625,532.8499755859375,465.0,489.8999938964844,584100,2024-10-07
2024-10-14,516.7000122070312,516.7000122070312,532.75,502.20001220703125,518.0499877929688,319758,2024-10-14
2024-10-21,472.3999938964844,472.3999938964844,524.0,465.0,521.0,381995,2024-10-21
2024-10-28,479.20001220703125,479.20001220703125,510.0,463.70001220703125,480.20001220703125,493131,2024-10-28
2024-11-04,542.75,542.75,568.0,468.5,481.0,1705955,2024-11-04
2024-11-11,528.4500122070312,528.4500122070312,563.9000244140625,515.0,542.0499877929688,978315,2024-11-11
2024-11-18,533.5,533.5,579.4000244140625,520.0,533.4500122070312,806792,2024-11-18
2024-11-25,519.4000244140625,519.4000244140625,550.0,515.5,550.0,691837,2024-11-25
2024-12-02,499.6000061035156,499.6000061035156,551.4000244140625,496.6000061035156,522.6500244140625,904061,2024-12-02
2024-12-09,502.1499938964844,502.1499938964844,518.6500244140625,493.0,500.0,625961,2024-12-09
2024-12-16,564.25,564.25,603.0,492.0,500.0,4930810,2024-12-16
2024-12-23,551.75,551.75,576.1500244140625,542.0499877929688,568.0,904375,2024-12-23
2024-12-30,598.9500122070312,598.9500122070312,608.2000122070312,551.0499877929688,559.6500244140625,1431892,2024-12-30
2025-01-06,571.5,571.5,624.0,560.5,612.0999755859375,1241347,2025-01-06
2025-01-13,596.0499877929688,596.0499877929688,606.8499755859375,555.25,564.0,911597,2025-01-13
2025-01-20,582.8499755859375,582.8499755859375,608.0,552.4000244140625,586.0,1110677,2025-01-20
2025-01-27,756.7999877929688,756.7999877929688,774.0,534.0,575.0,6794697,2025-01-27
2025-02-03,821.75,821.75,844.7999877929688,755.0499877929688,758.0,3191794,2025-02-03
2025-02-10,723.2000122070312,723.2000122070312,834.4500122070312,723.2000122070312,821.75,3220135,2025-02-10
2025-02-17,749.5499877929688,749.5499877929688,795.5499877929688,725.0499877929688,759.3499755859375,2935809,2025-02-17
2025-02-24,754.0,754.0,826.7000122070312,733.1500244140625,749.5499877929688,1264416,2025-02-24
2025-03-03,837.4000244140625,837.4000244140625,837.4000244140625,752.5499877929688,791.7000122070312,2665684,2025-03-03
2025-03-10,842.75,842.75,871.0,807.7000122070312,871.0,1528155,2025-03-10
2025-03-17,906.9500122070312,906.9500122070312,968.2999877929688,851.0,857.9500122070312,1630791,2025-03-17
2025-03-24,884.8499755859375,884.8499755859375,922.75,846.9000244140625,910.9500122070312,1435405,2025-03-24
