Date,Adj Close_SCHNEIDER.NS,Close_SCHNEIDER.NS,High_SCHNEIDER.NS,Low_SCHNEIDER.NS,Open_SCHNEIDER.NS,Volume_SCHNEIDER.NS,Date
2020-07-13,79.75,79.75,82.9000015258789,78.19999694824219,79.80000305175781,631090,2020-07-13
2020-07-20,78.44999694824219,78.44999694824219,82.0,78.1500015258789,79.75,673141,2020-07-20
2020-07-27,73.6500015258789,73.6500015258789,80.1500015258789,72.19999694824219,78.94999694824219,552654,2020-07-27
2020-08-03,76.5,76.5,79.8499984741211,72.5,73.5999984741211,804891,2020-08-03
2020-08-10,76.75,76.75,84.5999984741211,75.4000015258789,77.05000305175781,1910367,2020-08-10
2020-08-17,81.9000015258789,81.9000015258789,85.55000305175781,74.80000305175781,77.6500015258789,1566189,2020-08-17
2020-08-24,87.3499984741211,87.3499984741211,90.9000015258789,81.5,82.8499984741211,2438638,2020-08-24
2020-08-31,82.6500015258789,82.6500015258789,89.69999694824219,79.4000015258789,88.0999984741211,1979066,2020-08-31
2020-09-07,80.8499984741211,80.8499984741211,84.5,76.05000305175781,83.0,867529,2020-09-07
2020-09-14,79.5,79.5,82.80000305175781,78.30000305175781,81.0999984741211,743957,2020-09-14
2020-09-21,77.80000305175781,77.80000305175781,81.94999694824219,75.75,79.5,1007487,2020-09-21
2020-09-28,81.19999694824219,81.19999694824219,84.44999694824219,78.0999984741211,78.1500015258789,618570,2020-09-28
2020-10-05,77.44999694824219,77.44999694824219,81.55000305175781,76.9000015258789,81.5,363454,2020-10-05
2020-10-12,75.3499984741211,75.3499984741211,78.3499984741211,73.19999694824219,77.80000305175781,361412,2020-10-12
2020-10-19,73.05000305175781,73.05000305175781,76.9000015258789,70.9000015258789,75.75,486170,2020-10-19
2020-10-26,69.94999694824219,69.94999694824219,73.9000015258789,69.0999984741211,73.5,408019,2020-10-26
2020-11-02,70.30000305175781,70.30000305175781,71.5,67.5999984741211,71.0,336280,2020-11-02
2020-11-09,75.80000305175781,75.80000305175781,78.69999694824219,68.5999984741211,71.0999984741211,760096,2020-11-09
2020-11-16,92.75,92.75,94.69999694824219,75.25,75.25,4606376,2020-11-16
2020-11-23,90.75,90.75,95.5,87.19999694824219,93.5999984741211,2135297,2020-11-23
2020-11-30,89.44999694824219,89.44999694824219,96.0,87.0999984741211,90.75,1555931,2020-11-30
2020-12-07,85.9000015258789,85.9000015258789,92.1500015258789,84.5999984741211,90.0999984741211,1411021,2020-12-07
2020-12-14,86.55000305175781,86.55000305175781,95.6500015258789,84.6500015258789,86.4000015258789,3799796,2020-12-14
2020-12-21,81.30000305175781,81.30000305175781,88.69999694824219,76.9000015258789,87.0,1230647,2020-12-21
2020-12-28,85.69999694824219,85.69999694824219,86.44999694824219,81.80000305175781,82.0,1577830,2020-12-28
2021-01-04,88.3499984741211,88.3499984741211,91.0,84.5999984741211,86.0999984741211,3636509,2021-01-04
2021-01-11,96.9000015258789,96.9000015258789,100.69999694824219,88.69999694824219,89.0,7818336,2021-01-11
2021-01-18,101.94999694824219,101.94999694824219,108.9000015258789,92.75,96.0,22328921,2021-01-18
2021-01-25,95.69999694824219,95.69999694824219,104.3499984741211,94.69999694824219,103.3499984741211,3754989,2021-01-25
2021-02-01,101.19999694824219,101.19999694824219,105.0,93.30000305175781,95.19999694824219,4512049,2021-02-01
2021-02-08,102.05000305175781,102.05000305175781,113.69999694824219,101.44999694824219,102.69999694824219,7474236,2021-02-08
2021-02-15,112.75,112.75,117.6500015258789,96.4000015258789,103.0,12748802,2021-02-15
2021-02-22,114.44999694824219,114.44999694824219,120.8499984741211,105.25,113.75,10039854,2021-02-22
2021-03-01,107.30000305175781,107.30000305175781,117.80000305175781,106.25,115.5999984741211,4090288,2021-03-01
2021-03-08,102.19999694824219,102.19999694824219,112.9000015258789,101.19999694824219,108.6500015258789,3103531,2021-03-08
2021-03-15,96.80000305175781,96.80000305175781,103.5,91.30000305175781,103.05000305175781,3900175,2021-03-15
2021-03-22,95.55000305175781,95.55000305175781,102.9000015258789,92.8499984741211,95.8499984741211,2979876,2021-03-22
2021-03-29,96.75,96.75,98.9000015258789,93.25,95.55000305175781,1073889,2021-03-29
2021-04-05,96.5,96.5,99.5,91.69999694824219,96.94999694824219,3773352,2021-04-05
