Date,Adj Close_GMDCLTD.NS,Close_GMDCLTD.NS,High_GMDCLTD.NS,Low_GMDCLTD.NS,Open_GMDCLTD.NS,Volume_GMDCLTD.NS,Date
2021-02-08,50.81041717529297,56.099998474121094,64.0999984741211,55.0,59.900001525878906,13573524,2021-02-08
2021-02-15,51.39913558959961,56.75,59.400001525878906,54.25,56.349998474121094,7523840,2021-02-15
2021-02-22,56.199405670166016,62.04999923706055,64.44999694824219,55.599998474121094,56.20000076293945,18114661,2021-02-22
2021-03-01,55.610694885253906,61.400001525878906,66.05000305175781,61.0,62.54999923706055,13700083,2021-03-01
2021-03-08,54.56912612915039,60.25,64.5999984741211,59.20000076293945,61.900001525878906,9131891,2021-03-08
2021-03-15,53.43698501586914,59.0,60.650001525878906,53.29999923706055,60.400001525878906,6837776,2021-03-15
2021-03-22,49.270713806152344,54.400001525878906,59.5,53.599998474121094,59.5,4177525,2021-03-22
2021-03-29,53.391700744628906,58.95000076293945,59.75,54.400001525878906,54.400001525878906,4778095,2021-03-29
2021-04-05,54.478553771972656,60.150001525878906,61.70000076293945,56.099998474121094,59.29999923706055,9756268,2021-04-05
2021-04-12,50.5387077331543,55.79999923706055,58.0,54.75,58.0,4664562,2021-04-12
2021-04-19,48.81785583496094,53.900001525878906,55.54999923706055,51.79999923706055,54.20000076293945,3522302,2021-04-19
2021-04-26,53.25584030151367,58.79999923706055,59.79999923706055,54.25,54.79999923706055,6663027,2021-04-26
2021-05-03,61.31666946411133,67.69999694824219,69.1500015258789,60.150001525878906,60.900001525878906,31784998,2021-05-03
2021-05-10,65.66409301757812,72.5,83.3499984741211,69.5,69.5,66153624,2021-05-10
2021-05-17,67.56608581542969,74.5999984741211,80.69999694824219,71.55000305175781,73.0999984741211,27055045,2021-05-17
2021-05-24,67.52080535888672,74.55000305175781,77.69999694824219,72.3499984741211,75.19999694824219,13340322,2021-05-24
2021-05-31,67.70194244384766,74.75,75.44999694824219,71.3499984741211,74.8499984741211,8237188,2021-05-31
2021-06-07,70.87193298339844,78.25,79.5,72.05000305175781,75.25,15487331,2021-06-07
2021-06-14,66.02637481689453,72.9000015258789,81.69999694824219,70.6500015258789,79.25,15680155,2021-06-14
2021-06-21,68.0642318725586,75.1500015258789,77.94999694824219,70.0999984741211,71.0,8153801,2021-06-21
2021-06-28,62.22238540649414,68.69999694824219,77.30000305175781,67.5999984741211,75.75,12151901,2021-06-28
2021-07-05,62.94695281982422,69.5,71.19999694824219,67.19999694824219,69.0,6131114,2021-07-05
2021-07-12,61.814815521240234,68.25,70.9000015258789,67.5999984741211,70.5,3251338,2021-07-12
2021-07-19,59.595829010009766,65.80000305175781,69.19999694824219,65.30000305175781,67.0999984741211,2609740,2021-07-19
2021-07-26,63.12809371948242,69.69999694824219,73.4000015258789,64.0,66.1500015258789,13917106,2021-07-26
2021-08-02,63.71681213378906,70.3499984741211,73.5,68.1500015258789,70.19999694824219,5905210,2021-08-02
2021-08-09,59.8222541809082,66.05000305175781,70.9000015258789,62.0,70.8499984741211,4071038,2021-08-09
2021-08-16,56.697547912597656,62.599998474121094,65.69999694824219,60.5,64.44999694824219,3563309,2021-08-16
2021-08-23,63.943233489990234,70.5999984741211,71.1500015258789,57.599998474121094,62.95000076293945,11554956,2021-08-23
2021-08-30,61.5431022644043,67.94999694824219,73.69999694824219,67.6500015258789,71.25,8654161,2021-08-30
2021-09-06,62.131813049316406,68.5999984741211,73.30000305175781,66.9000015258789,67.55000305175781,7464829,2021-09-06
2021-09-13,62.26767349243164,68.75,72.5999984741211,67.5999984741211,68.75,5761655,2021-09-13
2021-09-20,61.9959602355957,68.44999694824219,71.9000015258789,65.0,67.4000015258789,5001500,2021-09-20
2021-09-27,68.29065704345703,75.4000015258789,76.8499984741211,68.0999984741211,68.6500015258789,15565455,2021-09-27
2021-10-04,70.01151275634766,77.30000305175781,83.25,76.05000305175781,76.5,18666627,2021-10-04
2021-10-11,70.6907958984375,78.05000305175781,80.80000305175781,77.0,78.0999984741211,6182953,2021-10-11
2021-10-18,65.8905258178711,72.75,79.4000015258789,70.69999694824219,79.0,8363949,2021-10-18
2021-10-25,66.52452087402344,73.44999694824219,79.4000015258789,70.5,73.30000305175781,12990767,2021-10-25
2021-11-01,66.38866424560547,73.30000305175781,74.9000015258789,72.0,74.0,1921216,2021-11-01
2021-11-08,64.12438201904297,70.80000305175781,73.9000015258789,69.4000015258789,73.44999694824219,2456802,2021-11-08
2021-11-15,60.99967956542969,67.3499984741211,72.0,66.5999984741211,70.80000305175781,1499178,2021-11-15
2021-11-22,61.177642822265625,67.3499984741211,70.9000015258789,64.5,67.44999694824219,3113545,2021-11-22
2021-11-29,61.495567321777344,67.69999694824219,68.69999694824219,64.30000305175781,67.30000305175781,2030890,2021-11-29
2021-12-06,64.85648345947266,71.4000015258789,74.1500015258789,66.75,67.75,3737061,2021-12-06
2021-12-13,64.62939453125,71.1500015258789,76.9000015258789,70.5,71.94999694824219,6849704,2021-12-13
2021-12-20,61.67724609375,67.9000015258789,71.8499984741211,66.75,70.0999984741211,2960446,2021-12-20
2021-12-27,67.08194732666016,73.8499984741211,74.55000305175781,66.80000305175781,67.9000015258789,3272340,2021-12-27
2022-01-03,67.99030303955078,74.8499984741211,78.5,73.0999984741211,73.9000015258789,5378300,2022-01-03
2022-01-10,99.78269958496094,109.8499984741211,111.75,74.5,74.75,76864686,2022-01-10
2022-01-17,96.87596130371094,106.6500015258789,115.5,100.30000305175781,109.6500015258789,39757961,2022-01-17
2022-01-24,108.95706176757812,119.94999694824219,121.75,92.30000305175781,107.80000305175781,17808371,2022-01-24
2022-01-31,120.35691833496094,132.5,134.9499969482422,110.5,121.9000015258789,23174429,2022-01-31
2022-02-07,120.44775390625,132.60000610351562,143.0,122.69999694824219,136.6999969482422,30734571,2022-02-07
2022-02-14,123.03656005859375,135.4499969482422,152.10000610351562,121.75,125.80000305175781,36088538,2022-02-14
2022-02-21,120.58399963378906,132.75,142.89999389648438,125.0,137.5,34663042,2022-02-21
2022-02-28,147.01712036132812,161.85000610351562,168.9499969482422,130.10000610351562,133.5,67477920,2022-02-28
2022-03-07,151.7859649658203,167.10000610351562,174.25,158.10000610351562,161.75,47618888,2022-03-07
2022-03-14,149.33340454101562,164.39999389648438,175.8000030517578,162.0500030517578,168.0,14417046,2022-03-14
2022-03-21,171.86058044433594,189.1999969482422,192.3000030517578,160.10000610351562,165.4499969482422,42420094,2022-03-21
2022-03-28,174.6310577392578,192.25,198.75,182.25,190.14999389648438,29745101,2022-03-28
2022-04-04,198.15744018554688,218.14999389648438,228.39999389648438,192.64999389648438,193.25,38704949,2022-04-04
2022-04-11,187.6659393310547,206.60000610351562,220.39999389648438,202.25,219.25,9995049,2022-04-11
2022-04-18,182.89710998535156,201.35000610351562,214.6999969482422,193.25,206.39999389648438,21739708,2022-04-18
2022-04-25,169.7713623046875,186.89999389648438,218.0,184.5,200.14999389648438,32909731,2022-04-25
2022-05-02,172.22393798828125,189.60000610351562,203.39999389648438,171.0,179.5,31918197,2022-05-02
2022-05-09,157.78109741210938,173.6999969482422,187.5,163.6999969482422,186.89999389648438,27913639,2022-05-09
2022-05-16,158.73486328125,174.75,183.6999969482422,165.25,176.75,16426228,2022-05-16
2022-05-23,129.4404754638672,142.5,173.85000610351562,122.5999984741211,171.8000030517578,42079424,2022-05-23
2022-05-30,135.34475708007812,149.0,161.35000610351562,138.75,143.35000610351562,24003753,2022-05-30
2022-06-06,129.2587890625,142.3000030517578,152.1999969482422,140.60000610351562,147.35000610351562,8434223,2022-06-06
2022-06-13,122.21903991699219,134.5500030517578,149.5500030517578,132.1999969482422,137.0500030517578,11257308,2022-06-13
2022-06-20,120.67485046386719,132.85000610351562,138.89999389648438,121.05000305175781,135.35000610351562,10920440,2022-06-20
2022-06-27,119.7210693359375,131.8000030517578,143.39999389648438,130.5,135.64999389648438,8548151,2022-06-27
2022-07-04,129.75839233398438,142.85000610351562,148.75,132.5,132.89999389648438,8284187,2022-07-04
2022-07-11,126.71538543701172,139.5,150.5,138.5,140.60000610351562,7611602,2022-07-11
2022-07-18,138.70565795898438,152.6999969482422,157.4499969482422,138.60000610351562,140.8000030517578,9918331,2022-07-18
2022-07-25,146.06332397460938,160.8000030517578,166.3000030517578,150.60000610351562,153.5,9918297,2022-07-25
2022-08-01,146.880859375,161.6999969482422,179.25,160.25,161.10000610351562,11087228,2022-08-01
2022-08-08,162.86788940429688,179.3000030517578,186.75,162.0500030517578,162.35000610351562,17417470,2022-08-08
2022-08-15,165.63836669921875,182.35000610351562,185.9499969482422,173.10000610351562,179.3000030517578,11470776,2022-08-15
2022-08-22,151.5588836669922,166.85000610351562,183.5,166.0,181.5,9988377,2022-08-22
2022-08-29,149.78758239746094,164.89999389648438,173.3000030517578,162.0,163.5,5851462,2022-08-29
2022-09-05,152.5126495361328,167.89999389648438,178.60000610351562,162.5,165.60000610351562,13243297,2022-09-05
2022-09-12,137.75189208984375,151.64999389648438,170.39999389648438,150.14999389648438,168.1999969482422,9911823,2022-09-12
2022-09-19,132.3017578125,145.64999389648438,154.4499969482422,145.0,151.64999389648438,6595498,2022-09-19
2022-09-26,126.9062728881836,135.75,145.0500030517578,130.64999389648438,144.0,6171364,2022-09-26
2022-10-03,133.31002807617188,142.60000610351562,145.1999969482422,133.39999389648438,136.0,4499710,2022-10-03
2022-10-10,130.9261474609375,140.0500030517578,145.85000610351562,137.8000030517578,141.1999969482422,3523116,2022-10-10
2022-10-17,129.4771270751953,138.5,148.89999389648438,136.64999389648438,139.39999389648438,7114652,2022-10-17
2022-10-24,128.07484436035156,137.0,141.0,136.5,140.10000610351562,1837873,2022-10-24
2022-10-31,141.72369384765625,151.60000610351562,152.14999389648438,137.9499969482422,138.0,7691500,2022-10-31
2022-11-07,144.2010498046875,154.25,156.8000030517578,150.6999969482422,152.6999969482422,5257785,2022-11-07
2022-11-14,131.48704528808594,140.64999389648438,154.6999969482422,139.0,153.5500030517578,2958976,2022-11-14
2022-11-21,135.273193359375,144.6999969482422,146.75,140.1999969482422,141.0,2575233,2022-11-21
2022-11-28,150.5580596923828,161.0500030517578,162.0,143.5500030517578,144.9499969482422,10514132,2022-11-28
2022-12-05,143.1259765625,153.10000610351562,163.4499969482422,151.5,161.9499969482422,5509603,2022-12-05
2022-12-12,142.3313446044922,152.25,158.5,151.60000610351562,153.1999969482422,5567235,2022-12-12
2022-12-19,120.50252532958984,128.89999389648438,153.5500030517578,128.0,153.0500030517578,5007557,2022-12-19
2022-12-26,137.09616088867188,146.64999389648438,150.8000030517578,129.10000610351562,129.10000610351562,5575281,2022-12-26
2023-01-02,139.15284729003906,148.85000610351562,156.9499969482422,145.25,148.8000030517578,5389467,2023-01-02
2023-01-09,147.5665283203125,157.85000610351562,160.6999969482422,148.10000610351562,150.0,9251843,2023-01-09
2023-01-16,145.3228759765625,155.4499969482422,160.0,152.75,157.85000610351562,3944047,2023-01-16
2023-01-23,133.31002807617188,142.60000610351562,157.1999969482422,141.0500030517578,156.10000610351562,2519927,2023-01-23
2023-01-30,129.66409301757812,138.6999969482422,146.5,135.10000610351562,142.4499969482422,4616376,2023-01-30
2023-02-06,127.09324645996094,135.9499969482422,138.9499969482422,135.0500030517578,138.89999389648438,2185047,2023-02-06
2023-02-13,136.02108764648438,145.5,145.9499969482422,127.05000305175781,136.9499969482422,12482444,2023-02-13
2023-02-20,127.74763488769531,136.64999389648438,146.0500030517578,136.10000610351562,145.75,3174471,2023-02-20
2023-02-27,129.80433654785156,138.85000610351562,140.60000610351562,133.0500030517578,136.64999389648438,2923547,2023-02-27
2023-03-06,133.16978454589844,142.4499969482422,146.39999389648438,137.39999389648438,139.0,4760595,2023-03-06
2023-03-13,127.60741424560547,136.5,143.0,133.6999969482422,142.5,3063743,2023-03-13
2023-03-20,122.55921936035156,131.10000610351562,138.4499969482422,130.35000610351562,136.5,2922185,2023-03-20
2023-03-27,118.35237121582031,126.5999984741211,131.0,122.69999694824219,130.0500030517578,4218130,2023-03-27
2023-04-03,123.1201171875,131.6999969482422,133.1999969482422,127.3499984741211,127.3499984741211,1849189,2023-04-03
2023-04-10,124.14846801757812,132.8000030517578,135.3000030517578,130.10000610351562,132.6999969482422,2204502,2023-04-10
2023-04-17,124.14846801757812,132.8000030517578,138.6999969482422,131.64999389648438,132.5,3091224,2023-04-17
2023-04-24,146.35121154785156,156.5500030517578,161.8000030517578,132.0,133.39999389648438,34666678,2023-04-24
2023-05-01,139.5735321044922,149.3000030517578,160.60000610351562,148.1999969482422,156.5500030517578,7284517,2023-05-01
2023-05-08,145.55657958984375,155.6999969482422,160.1999969482422,149.64999389648438,150.10000610351562,8694914,2023-05-08
2023-05-15,154.1572265625,164.89999389648438,171.8000030517578,152.8000030517578,155.10000610351562,19224515,2023-05-15
2023-05-22,156.2139129638672,167.10000610351562,169.6999969482422,161.60000610351562,165.85000610351562,7410150,2023-05-22
2023-05-29,156.35414123535156,167.25,172.5,162.60000610351562,168.0,8434557,2023-05-29
2023-06-05,153.3158721923828,164.0,174.75,163.14999389648438,168.0500030517578,6965105,2023-06-05
2023-06-12,150.6048126220703,161.10000610351562,165.0500030517578,158.39999389648438,164.6999969482422,5481089,2023-06-12
2023-06-19,156.7748260498047,167.6999969482422,174.39999389648438,159.64999389648438,161.10000610351562,13552018,2023-06-19
2023-06-26,154.67140197753906,165.4499969482422,168.5500030517578,163.60000610351562,168.5500030517578,3453276,2023-06-26
2023-07-03,155.46603393554688,166.3000030517578,170.9499969482422,164.10000610351562,166.0,6051149,2023-07-03
2023-07-10,162.99159240722656,174.35000610351562,175.0,165.14999389648438,167.0,10141515,2023-07-10
2023-07-17,172.05967712402344,184.0500030517578,185.0,174.60000610351562,176.1999969482422,14771183,2023-07-17
2023-07-24,166.82447814941406,178.4499969482422,187.89999389648438,176.5500030517578,184.4499969482422,9879478,2023-07-24
2023-07-31,159.25218200683594,170.35000610351562,185.9499969482422,167.0,180.10000610351562,15290329,2023-07-31
2023-08-07,165.70266723632812,177.25,178.39999389648438,167.75,172.0,7174066,2023-08-07
2023-08-14,169.9562530517578,181.8000030517578,183.75,170.0,177.3000030517578,8831331,2023-08-14
2023-08-21,211.83766174316406,226.60000610351562,232.6999969482422,180.8000030517578,183.25,69831715,2023-08-21
2023-08-28,233.05882263183594,249.3000030517578,265.0,228.0500030517578,228.5,59633224,2023-08-28
2023-09-04,241.05181884765625,257.8500061035156,269.20001220703125,235.64999389648438,250.64999389648438,44625503,2023-09-04
2023-09-11,269.7985534667969,288.6000061035156,301.70001220703125,256.20001220703125,260.0,78262548,2023-09-11
2023-09-18,249.7459259033203,267.1499938964844,300.0,265.45001220703125,288.70001220703125,19583189,2023-09-18
2023-09-25,308.9740295410156,317.1499938964844,323.8500061035156,263.29998779296875,269.0,39348321,2023-09-25
2023-10-02,321.0543518066406,329.54998779296875,341.75,309.1000061035156,317.1499938964844,50032162,2023-10-02
2023-10-09,398.4561767578125,409.0,423.6499938964844,316.25,325.20001220703125,103111452,2023-10-09
2023-10-16,383.1122131347656,393.25,434.3999938964844,381.6000061035156,409.0,37051274,2023-10-16
2023-10-23,359.1463928222656,368.6499938964844,396.0,343.0,393.25,33484678,2023-10-23
2023-10-30,318.81365966796875,327.25,369.79998779296875,312.20001220703125,369.6000061035156,28299193,2023-10-30
2023-11-06,369.4244384765625,379.20001220703125,382.5,307.1000061035156,330.70001220703125,47115216,2023-11-06
2023-11-13,376.00042724609375,385.95001220703125,404.95001220703125,383.3999938964844,390.0,20432078,2023-11-13
2023-11-20,377.900146484375,387.8999938964844,439.0,385.20001220703125,387.25,63496763,2023-11-20
2023-11-27,406.3960876464844,417.1499938964844,431.0,384.04998779296875,387.8999938964844,30065681,2023-11-27
2023-12-04,405.4705810546875,416.20001220703125,450.0,410.54998779296875,427.70001220703125,31149763,2023-12-04
2023-12-11,395.33868408203125,405.79998779296875,424.3999938964844,396.20001220703125,417.8500061035156,21608079,2023-12-11
2023-12-18,397.09228515625,407.6000061035156,423.8999938964844,376.1000061035156,407.95001220703125,21164184,2023-12-18
2023-12-25,396.50775146484375,407.0,427.3999938964844,404.3999938964844,407.6000061035156,13876187,2023-12-25
2024-01-01,438.44793701171875,450.04998779296875,461.3500061035156,407.8999938964844,409.45001220703125,48632271,2024-01-01
2024-01-08,455.6429443359375,467.70001220703125,502.8999938964844,448.6000061035156,452.20001220703125,38330997,2024-01-08
2024-01-15,461.00115966796875,473.20001220703125,477.5,441.25,470.3999938964844,17333745,2024-01-15
2024-01-22,445.9494323730469,457.75,481.70001220703125,420.0,473.20001220703125,8759259,2024-01-22
2024-01-29,460.5140380859375,472.70001220703125,484.3999938964844,448.3999938964844,460.0,14409668,2024-01-29
2024-02-05,418.6712646484375,429.75,506.0,414.25,477.29998779296875,28690323,2024-02-05
2024-02-12,397.287109375,407.79998779296875,425.8999938964844,362.54998779296875,412.0,20089240,2024-02-12
2024-02-19,403.81439208984375,414.5,420.8999938964844,391.8500061035156,409.54998779296875,11093306,2024-02-19
2024-02-26,387.9833068847656,398.25,414.8999938964844,382.79998779296875,410.0,6634105,2024-02-26
2024-03-04,385.8887634277344,396.1000061035156,409.0,380.0,392.0,7346855,2024-03-04
2024-03-11,341.51300048828125,350.54998779296875,397.5,316.79998779296875,395.8999938964844,13049304,2024-03-11
2024-03-18,350.1835632324219,359.45001220703125,364.8999938964844,340.1499938964844,353.3999938964844,8949109,2024-03-18
2024-03-25,335.0831604003906,343.95001220703125,362.6499938964844,342.1000061035156,359.45001220703125,5431300,2024-03-25
2024-04-01,378.63079833984375,388.6499938964844,396.0,348.5,348.70001220703125,12941389,2024-04-01
2024-04-08,393.4876708984375,403.8999938964844,424.0,380.45001220703125,390.5,18666298,2024-04-08
2024-04-15,377.9488525390625,387.95001220703125,401.54998779296875,373.6000061035156,393.54998779296875,8257146,2024-04-15
2024-04-22,423.591064453125,434.79998779296875,445.3999938964844,387.95001220703125,392.0,22138507,2024-04-22
2024-04-29,437.0840148925781,448.6499938964844,452.95001220703125,417.0,438.29998779296875,17219746,2024-04-29
2024-05-06,382.13800048828125,392.25,452.70001220703125,376.3500061035156,451.5,15202081,2024-05-06
2024-05-13,424.2243347167969,435.45001220703125,442.0,379.5,392.20001220703125,12725563,2024-05-13
2024-05-20,398.94329833984375,409.5,434.75,408.0,428.5,6056141,2024-05-20
2024-05-27,382.23541259765625,392.3500061035156,413.3999938964844,382.6499938964844,411.95001220703125,7121971,2024-05-27
2024-06-03,369.3269958496094,379.1000061035156,411.6499938964844,324.70001220703125,411.0,12010781,2024-06-03
2024-06-10,391.295654296875,401.6499938964844,405.0,380.0,380.0,6772621,2024-06-10
2024-06-17,388.9088439941406,399.20001220703125,414.29998779296875,394.25,401.6499938964844,7768967,2024-06-17
2024-06-24,382.8199768066406,392.95001220703125,414.8500061035156,392.0,399.20001220703125,8310151,2024-06-24
2024-07-01,391.100830078125,401.45001220703125,409.29998779296875,387.45001220703125,393.70001220703125,6083670,2024-07-01
2024-07-08,406.5909423828125,417.3500061035156,439.8999938964844,402.0,402.0,31231170,2024-07-08
2024-07-15,387.3013610839844,397.54998779296875,431.8999938964844,395.0,415.0,7483091,2024-07-15
2024-07-22,392.1237487792969,402.5,424.45001220703125,380.1000061035156,395.0,12496261,2024-07-22
2024-07-29,385.1580810546875,395.3500061035156,412.3500061035156,392.5,402.20001220703125,6922028,2024-07-29
2024-08-05,359.0489501953125,368.54998779296875,387.04998779296875,363.0,387.04998779296875,5513138,2024-08-05
2024-08-12,350.7680969238281,360.04998779296875,374.0,355.6000061035156,368.54998779296875,4346018,2024-08-12
2024-08-19,361.92291259765625,371.5,379.0,361.0,361.8999938964844,3766398,2024-08-19
2024-08-26,359.53607177734375,369.04998779296875,376.95001220703125,363.25,373.29998779296875,3211725,2024-08-26
2024-09-02,361.33837890625,370.8999938964844,379.5,363.5,370.8999938964844,6378876,2024-09-02
2024-09-09,358.41571044921875,367.8999938964844,375.0,359.04998779296875,370.8999938964844,4910262,2024-09-09
2024-09-16,354.3727111816406,363.75,378.0,362.1499938964844,369.75,4551126,2024-09-16
2024-09-23,359.79998779296875,359.79998779296875,371.0,358.5,366.0,3016394,2024-09-23
2024-09-30,334.1000061035156,334.1000061035156,372.79998779296875,333.0,362.0,4895423,2024-09-30
2024-10-07,340.0,340.0,344.0,308.79998779296875,336.45001220703125,7368964,2024-10-07
2024-10-14,358.29998779296875,358.29998779296875,362.8999938964844,334.20001220703125,344.0,5932289,2024-10-14
2024-10-21,343.8500061035156,343.8500061035156,373.5,326.0,360.04998779296875,25575121,2024-10-21
2024-10-28,373.04998779296875,373.04998779296875,376.95001220703125,338.8500061035156,348.0,7657834,2024-10-28
2024-11-04,359.70001220703125,359.70001220703125,377.45001220703125,351.3500061035156,371.0,6020280,2024-11-04
2024-11-11,330.6499938964844,330.6499938964844,361.5,327.70001220703125,359.0,3277910,2024-11-11
2024-11-18,328.70001220703125,328.70001220703125,347.45001220703125,319.04998779296875,330.5,4489122,2024-11-18
2024-11-25,345.29998779296875,345.29998779296875,357.3500061035156,337.0,338.0,3791963,2024-11-25
2024-12-02,364.6499938964844,364.6499938964844,366.29998779296875,341.6000061035156,345.5,4530665,2024-12-02
2024-12-09,358.25,358.25,374.29998779296875,352.04998779296875,366.6499938964844,3637472,2024-12-09
2024-12-16,326.0,326.0,362.75,324.5,359.20001220703125,2644892,2024-12-16
2024-12-23,328.04998779296875,328.04998779296875,333.54998779296875,319.5,329.79998779296875,2072941,2024-12-23
2024-12-30,326.54998779296875,326.54998779296875,335.0,313.3999938964844,327.45001220703125,2739676,2024-12-30
2025-01-06,297.6000061035156,297.6000061035156,326.3500061035156,295.54998779296875,325.0,3143894,2025-01-06
2025-01-13,327.25,327.25,336.8500061035156,279.04998779296875,297.54998779296875,40049363,2025-01-13
2025-01-20,303.25,303.25,331.79998779296875,301.0,325.0,3970641,2025-01-20
2025-01-27,320.70001220703125,320.70001220703125,336.29998779296875,275.25,295.0,12495868,2025-01-27
2025-02-03,308.3999938964844,308.3999938964844,320.25,302.54998779296875,314.6000061035156,3165006,2025-02-03
2025-02-10,269.70001220703125,269.70001220703125,309.25,265.04998779296875,308.0,4171917,2025-02-10
2025-02-17,266.95001220703125,266.95001220703125,278.8500061035156,250.0,267.5,4212199,2025-02-17
2025-02-24,241.39999389648438,241.39999389648438,266.95001220703125,238.1999969482422,266.95001220703125,2722339,2025-02-24
2025-03-03,261.80999755859375,261.80999755859375,264.8999938964844,226.58999633789062,244.92999267578125,5702828,2025-03-03
2025-03-10,250.1300048828125,250.1300048828125,263.7799987792969,248.2899932861328,262.0,2933582,2025-03-10
2025-03-17,271.7099914550781,271.7099914550781,279.3999938964844,245.0500030517578,251.08999633789062,5461581,2025-03-17
2025-03-24,265.2200012207031,265.2200012207031,279.989990234375,258.20001220703125,271.67999267578125,6456696,2025-03-24
2025-03-31,272.79998779296875,272.79998779296875,289.8500061035156,265.2200012207031,265.2200012207031,4866714,2025-03-31
2025-04-07,276.04998779296875,276.04998779296875,277.0,251.0,255.0,2908087,2025-04-07
2025-04-14,319.6000061035156,319.6000061035156,325.6499938964844,276.04998779296875,276.04998779296875,22343947,2025-04-14
2025-04-21,309.1000061035156,309.1000061035156,336.3999938964844,304.0,320.8500061035156,7268959,2025-04-21
2025-04-28,304.70001220703125,304.70001220703125,320.45001220703125,301.95001220703125,310.0,2778198,2025-04-28
2025-05-05,294.6499938964844,294.6499938964844,312.79998779296875,288.95001220703125,307.04998779296875,3204952,2025-05-05
2025-05-12,354.6000061035156,354.6000061035156,357.1499938964844,304.04998779296875,305.0,11208596,2025-05-12
2025-05-19,354.3500061035156,354.3500061035156,367.0,340.0,356.29998779296875,7797860,2025-05-19
2025-05-26,357.29998779296875,357.29998779296875,370.0,351.1000061035156,357.0,5833194,2025-05-26
2025-06-02,401.04998779296875,401.04998779296875,413.79998779296875,358.04998779296875,358.3999938964844,26312718,2025-06-02
2025-06-09,408.70001220703125,408.70001220703125,422.20001220703125,389.95001220703125,405.0,18495298,2025-06-09
2025-06-16,389.79998779296875,389.79998779296875,416.3999938964844,380.79998779296875,410.0,8207603,2025-06-16
2025-06-23,411.75,411.75,418.6000061035156,386.0,388.79998779296875,9052925,2025-06-23
