Date,Adj Close_NELCAST.NS,Close_NELCAST.NS,High_NELCAST.NS,Low_NELCAST.NS,Open_NELCAST.NS,Volume_NELCAST.NS,Date
2021-12-27,79.92625427246094,80.80000305175781,84.30000305175781,78.80000305175781,81.4000015258789,365798,2021-12-27
2022-01-03,87.88919067382812,88.8499984741211,91.5,81.5,82.4000015258789,1318124,2022-01-03
2022-01-10,91.10404205322266,92.0999984741211,95.0,88.0,90.0,3075474,2022-01-10
2022-01-17,85.86135864257812,86.80000305175781,95.69999694824219,85.75,92.94999694824219,1532319,2022-01-17
2022-01-24,80.81651306152344,81.69999694824219,87.8499984741211,79.0,87.0,512615,2022-01-24
2022-01-31,81.90462493896484,82.80000305175781,85.8499984741211,81.0999984741211,82.5999984741211,449090,2022-01-31
2022-02-07,79.18435668945312,80.05000305175781,83.5999984741211,79.0999984741211,82.80000305175781,337791,2022-02-07
2022-02-14,75.22761535644531,76.05000305175781,81.05000305175781,74.30000305175781,80.05000305175781,414448,2022-02-14
2022-02-21,67.11627960205078,67.8499984741211,76.0,62.849998474121094,75.5999984741211,431700,2022-02-21
2022-02-28,66.0281753540039,66.75,70.5999984741211,65.75,66.5,369980,2022-02-28
2022-03-07,66.4238510131836,67.1500015258789,67.80000305175781,58.849998474121094,67.80000305175781,850333,2022-03-07
2022-03-14,65.73141479492188,66.44999694824219,69.69999694824219,65.19999694824219,67.19999694824219,540146,2022-03-14
2022-03-21,64.2970962524414,65.0,69.5,64.75,67.0,587406,2022-03-21
2022-03-28,61.97251892089844,62.650001525878906,65.75,58.5,65.1500015258789,1169327,2022-03-28
2022-04-04,71.17195129394531,71.94999694824219,72.69999694824219,63.20000076293945,63.20000076293945,983019,2022-04-04
2022-04-11,71.17195129394531,71.94999694824219,74.9000015258789,70.5,72.6500015258789,382820,2022-04-11
2022-04-18,70.726806640625,71.5,74.5,69.0,71.25,525792,2022-04-18
2022-04-25,66.77007293701172,67.5,71.4000015258789,67.3499984741211,71.3499984741211,244311,2022-04-25
2022-05-02,67.46249389648438,68.19999694824219,69.0,63.5,67.5,322284,2022-05-02
2022-05-09,59.10387420654297,59.75,68.6500015258789,56.0,68.4000015258789,432900,2022-05-09
2022-05-16,62.961700439453125,63.650001525878906,68.19999694824219,57.0,60.900001525878906,1003414,2022-05-16
2022-05-23,59.647926330566406,60.29999923706055,66.9000015258789,57.650001525878906,62.599998474121094,360573,2022-05-23
2022-05-30,62.41764831542969,63.099998474121094,66.0,60.75,61.20000076293945,181616,2022-05-30
2022-06-06,61.675758361816406,62.349998474121094,64.44999694824219,61.5,63.04999923706055,114082,2022-06-06
2022-06-13,54.85037612915039,55.45000076293945,61.849998474121094,53.70000076293945,61.849998474121094,241558,2022-06-13
2022-06-20,58.80712127685547,59.45000076293945,59.70000076293945,50.0,55.45000076293945,165477,2022-06-20
2022-06-27,58.164146423339844,58.79999923706055,60.900001525878906,57.849998474121094,60.900001525878906,116637,2022-06-27
2022-07-04,66.4238510131836,67.1500015258789,70.0,59.29999923706055,59.29999923706055,907742,2022-07-04
2022-07-11,67.46249389648438,68.19999694824219,72.0,66.0,67.1500015258789,385456,2022-07-11
2022-07-18,66.91844177246094,67.6500015258789,69.8499984741211,67.0,69.30000305175781,249334,2022-07-18
2022-07-25,67.85816955566406,68.5999984741211,71.44999694824219,67.0,68.5,374241,2022-07-25
2022-08-01,69.45372009277344,69.9000015258789,77.5,68.4000015258789,69.0,1240562,2022-08-01
2022-08-08,72.53392028808594,73.0,73.80000305175781,66.05000305175781,69.9000015258789,811671,2022-08-08
2022-08-15,74.76956176757812,75.25,80.55000305175781,72.30000305175781,73.0,1576024,2022-08-15
2022-08-22,79.09178161621094,79.5999984741211,84.44999694824219,73.0,75.19999694824219,1540507,2022-08-22
2022-08-29,77.25359344482422,77.75,80.94999694824219,74.8499984741211,76.0,527806,2022-08-29
2022-09-05,79.58858489990234,80.0999984741211,82.0999984741211,76.19999694824219,78.6500015258789,1557651,2022-09-05
2022-09-12,83.11592864990234,83.6500015258789,90.94999694824219,80.0999984741211,80.0999984741211,2809159,2022-09-12
2022-09-19,77.35295867919922,77.8499984741211,86.75,76.9000015258789,86.19999694824219,745195,2022-09-19
2022-09-26,78.64466094970703,79.1500015258789,79.8499984741211,73.69999694824219,77.75,428691,2022-09-26
2022-10-03,79.3898696899414,79.9000015258789,85.0,77.25,79.3499984741211,818301,2022-10-03
2022-10-10,74.47146606445312,74.94999694824219,82.5,74.1500015258789,79.30000305175781,519180,2022-10-10
2022-10-17,82.96688079833984,83.5,86.55000305175781,72.0,76.0,1750743,2022-10-17
2022-10-24,82.0726318359375,82.5999984741211,85.69999694824219,80.0,84.5,349893,2022-10-24
2022-10-31,88.72985076904297,89.30000305175781,94.69999694824219,79.69999694824219,83.69999694824219,3010030,2022-10-31
2022-11-07,93.15144348144531,93.75,98.0,88.30000305175781,90.0,2583736,2022-11-07
2022-11-14,85.7986831665039,86.3499984741211,93.9000015258789,85.25,93.9000015258789,1161570,2022-11-14
2022-11-21,86.54389190673828,87.0999984741211,91.19999694824219,83.4000015258789,86.1500015258789,772745,2022-11-21
2022-11-28,94.3934555053711,95.0,96.1500015258789,86.0,86.8499984741211,1804077,2022-11-28
2022-12-05,103.38568878173828,104.05000305175781,110.94999694824219,97.5,97.5,8653090,2022-12-05
2022-12-12,103.23664093017578,103.9000015258789,117.94999694824219,102.44999694824219,104.0999984741211,6338794,2022-12-12
2022-12-19,93.89665222167969,94.5,119.75,93.25,103.94999694824219,6646115,2022-12-19
2022-12-26,98.66600799560547,99.30000305175781,104.19999694824219,92.19999694824219,93.69999694824219,3779411,2022-12-26
2023-01-02,113.22246551513672,113.94999694824219,118.4000015258789,99.0999984741211,99.30000305175781,8251465,2023-01-02
2023-01-09,125.54330444335938,126.3499984741211,128.60000610351562,111.94999694824219,114.19999694824219,8317951,2023-01-09
2023-01-16,121.71788024902344,122.5,131.89999389648438,121.4000015258789,128.5500030517578,3839792,2023-01-16
2023-01-23,109.14865112304688,109.8499984741211,124.1500015258789,105.44999694824219,123.0,2187582,2023-01-23
2023-01-30,99.06344604492188,99.69999694824219,117.30000305175781,97.05000305175781,110.0,3500379,2023-01-30
2023-02-06,99.1131362915039,99.75,102.5999984741211,95.30000305175781,99.9000015258789,1565107,2023-02-06
2023-02-13,105.32323455810547,106.0,108.0,96.75,100.30000305175781,2169995,2023-02-13
2023-02-20,99.85834503173828,100.5,108.8499984741211,99.25,106.5999984741211,1630308,2023-02-20
2023-02-27,101.8455810546875,102.5,106.19999694824219,98.1500015258789,101.30000305175781,1061888,2023-02-27
2023-03-06,101.39845275878906,102.05000305175781,104.94999694824219,99.44999694824219,103.5,670748,2023-03-06
2023-03-13,101.54749298095703,102.19999694824219,105.9000015258789,99.05000305175781,102.19999694824219,1065077,2023-03-13
2023-03-20,91.76038360595703,92.3499984741211,102.0,91.3499984741211,100.94999694824219,822748,2023-03-20
2023-03-27,88.23304748535156,88.80000305175781,93.0999984741211,85.5,92.5,1174033,2023-03-27
2023-04-03,90.66740417480469,91.25,93.8499984741211,87.30000305175781,88.3499984741211,663374,2023-04-03
2023-04-10,93.49920654296875,94.0999984741211,97.0999984741211,90.0,91.5,1110580,2023-04-10
2023-04-17,91.46229553222656,92.05000305175781,95.5999984741211,90.9000015258789,93.19999694824219,699523,2023-04-17
2023-04-24,100.85195922851562,101.5,103.80000305175781,91.9000015258789,92.55000305175781,2004024,2023-04-24
2023-05-01,99.90803527832031,100.55000305175781,103.69999694824219,99.3499984741211,101.5,1037656,2023-05-01
2023-05-08,102.24302673339844,102.9000015258789,104.9000015258789,100.0999984741211,101.0,1547253,2023-05-08
2023-05-15,95.33739471435547,95.94999694824219,104.30000305175781,91.9000015258789,102.94999694824219,2213839,2023-05-15
2023-05-22,93.44953155517578,94.05000305175781,96.8499984741211,91.94999694824219,96.0,740294,2023-05-22
2023-05-29,92.5055923461914,93.0999984741211,95.9000015258789,91.5999984741211,94.0,823501,2023-05-29
2023-06-05,93.94633483886719,94.55000305175781,99.80000305175781,93.0,93.5,850574,2023-06-05
2023-06-12,88.92858123779297,89.5,96.75,87.6500015258789,95.5,871306,2023-06-12
2023-06-19,90.46868133544922,91.05000305175781,94.94999694824219,89.19999694824219,89.19999694824219,1092918,2023-06-19
2023-06-26,91.1145248413086,91.69999694824219,93.0,90.4000015258789,91.0999984741211,292591,2023-06-26
2023-07-03,92.0584716796875,92.6500015258789,93.80000305175781,90.05000305175781,92.55000305175781,590765,2023-07-03
2023-07-10,93.05208587646484,93.6500015258789,97.75,91.0,93.0,944427,2023-07-10
2023-07-17,107.11174011230469,107.80000305175781,111.25,93.6500015258789,94.19999694824219,5976553,2023-07-17
2023-07-24,105.025146484375,105.69999694824219,111.0,104.1500015258789,107.80000305175781,1320781,2023-07-24
2023-07-31,120.22769927978516,120.55000305175781,122.3499984741211,106.25,106.25,5657639,2023-07-31
2023-08-07,117.98371124267578,118.30000305175781,126.44999694824219,115.8499984741211,120.5,2740245,2023-08-07
2023-08-14,121.07542419433594,121.4000015258789,125.5999984741211,115.3499984741211,120.0,1525361,2023-08-14
2023-08-21,138.279296875,138.64999389648438,140.0,120.19999694824219,121.25,6575797,2023-08-21
2023-08-28,137.1822509765625,137.5500030517578,143.64999389648438,133.39999389648438,139.0,4537913,2023-08-28
2023-09-04,137.5312957763672,137.89999389648438,142.39999389648438,134.5,136.89999389648438,1756414,2023-09-04
2023-09-11,129.45297241210938,129.8000030517578,140.10000610351562,125.05000305175781,137.85000610351562,1530495,2023-09-11
2023-09-18,146.15818786621094,146.5500030517578,146.5500030517578,120.3499984741211,129.6999969482422,2944669,2023-09-18
2023-09-25,163.2623291015625,163.6999969482422,173.39999389648438,151.0,154.8000030517578,16241670,2023-09-25
2023-10-02,163.2623291015625,163.6999969482422,166.8000030517578,159.85000610351562,163.6999969482422,971515,2023-10-02
2023-10-09,158.3255615234375,158.75,164.39999389648438,157.5500030517578,160.0,1070955,2023-10-09
2023-10-16,161.26766967773438,161.6999969482422,168.8000030517578,155.0,160.1999969482422,1622969,2023-10-16
2023-10-23,161.66661071777344,162.10000610351562,172.0,151.1999969482422,163.0,1504285,2023-10-23
2023-10-30,165.2071075439453,165.64999389648438,174.1999969482422,159.5,163.5,2507802,2023-10-30
2023-11-06,175.1803741455078,175.64999389648438,194.3000030517578,164.0500030517578,166.85000610351562,11390898,2023-11-06
2023-11-13,172.73692321777344,173.1999969482422,178.89999389648438,171.14999389648438,177.5,1227836,2023-11-13
2023-11-20,171.5900115966797,172.0500030517578,178.64999389648438,170.3000030517578,173.1999969482422,1177847,2023-11-20
2023-11-27,171.54013061523438,172.0,174.89999389648438,171.0500030517578,172.0500030517578,737042,2023-11-27
2023-12-04,175.32998657226562,175.8000030517578,179.3000030517578,171.5,174.39999389648438,1199796,2023-12-04
2023-12-11,170.19374084472656,170.64999389648438,176.9499969482422,169.0,176.3000030517578,646927,2023-12-11
2023-12-18,164.90792846679688,165.35000610351562,172.0500030517578,151.10000610351562,170.75,927817,2023-12-18
2023-12-25,157.4778289794922,157.89999389648438,167.0,154.39999389648438,165.35000610351562,580811,2023-12-25
2024-01-01,169.9444122314453,170.39999389648438,175.60000610351562,157.0,157.5,1632305,2024-01-01
2024-01-08,168.099365234375,168.5500030517578,171.8000030517578,162.35000610351562,171.3000030517578,640153,2024-01-08
2024-01-15,161.8162078857422,162.25,170.1999969482422,156.0,169.14999389648438,575335,2024-01-15
2024-01-22,169.3460235595703,169.8000030517578,172.8000030517578,156.39999389648438,162.25,976874,2024-01-22
2024-01-29,157.22850036621094,157.64999389648438,172.64999389648438,155.39999389648438,170.89999389648438,1281259,2024-01-29
2024-02-05,158.77435302734375,159.1999969482422,164.0,156.35000610351562,161.0,740863,2024-02-05
2024-02-12,154.08692932128906,154.5,160.39999389648438,148.0,159.1999969482422,492756,2024-02-12
2024-02-19,157.9764862060547,158.39999389648438,165.8000030517578,153.0,154.5500030517578,704168,2024-02-19
2024-02-26,156.8794403076172,157.3000030517578,162.89999389648438,148.60000610351562,159.3000030517578,493607,2024-02-26
2024-03-04,142.66754150390625,143.0500030517578,158.8000030517578,140.39999389648438,158.3000030517578,953310,2024-03-04
2024-03-11,130.20095825195312,130.5500030517578,143.5,121.6500015258789,142.0,880944,2024-03-11
2024-03-18,131.29800415039062,131.64999389648438,133.0,125.0,131.0,551691,2024-03-18
2024-03-25,128.15643310546875,128.5,135.1999969482422,127.0,130.60000610351562,541626,2024-03-25
2024-04-01,142.66754150390625,143.0500030517578,145.6999969482422,130.4499969482422,130.4499969482422,602121,2024-04-01
2024-04-08,150.74588012695312,151.14999389648438,157.8000030517578,139.75,143.0500030517578,849081,2024-04-08
2024-04-15,150.59628295898438,151.0,154.9499969482422,142.75,147.0,597188,2024-04-15
2024-04-22,151.79307556152344,152.1999969482422,156.0,151.0,151.8000030517578,420996,2024-04-22
2024-04-29,163.11273193359375,163.5500030517578,166.0,148.0,153.0,1071515,2024-04-29
2024-05-06,150.99520874023438,151.39999389648438,165.75,149.0,164.10000610351562,633295,2024-05-06
2024-05-13,144.0637969970703,144.4499969482422,155.3000030517578,142.0,153.64999389648438,1009310,2024-05-13
2024-05-20,138.12969970703125,138.5,146.89999389648438,137.60000610351562,144.4499969482422,420260,2024-05-20
2024-05-27,134.0905303955078,134.4499969482422,141.1999969482422,131.14999389648438,139.5,319542,2024-05-27
2024-06-03,138.02996826171875,138.39999389648438,140.35000610351562,116.5,138.85000610351562,509072,2024-06-03
2024-06-10,143.3157958984375,143.6999969482422,149.8000030517578,140.89999389648438,140.89999389648438,550261,2024-06-10
2024-06-17,151.29440307617188,151.6999969482422,155.9499969482422,140.47000122070312,143.6999969482422,634306,2024-06-17
2024-06-24,149.2100067138672,149.61000061035156,163.6999969482422,148.1699981689453,152.6999969482422,1748087,2024-06-24
2024-07-01,150.45664978027344,150.86000061035156,157.8800048828125,148.39999389648438,150.39999389648438,633988,2024-07-01
2024-07-08,148.64151000976562,149.0399932861328,154.14999389648438,148.1199951171875,151.5,501495,2024-07-08
2024-07-15,142.6276397705078,143.00999450683594,151.3800048828125,142.19000244140625,149.69000244140625,313527,2024-07-15
2024-07-22,150.6300048828125,150.6300048828125,158.0,138.91000366210938,140.00999450683594,864533,2024-07-22
2024-07-29,144.6999969482422,144.6999969482422,152.94000244140625,144.02000427246094,150.1199951171875,447511,2024-07-29
2024-08-05,145.61000061035156,145.61000061035156,150.60000610351562,135.3000030517578,140.99000549316406,497447,2024-08-05
2024-08-12,142.27000427246094,142.27000427246094,145.5,137.9199981689453,145.0,206371,2024-08-12
2024-08-19,144.6999969482422,144.6999969482422,149.0,140.39999389648438,140.39999389648438,247204,2024-08-19
2024-08-26,145.75,145.75,154.0,144.00999450683594,144.7100067138672,559400,2024-08-26
2024-09-02,140.41000366210938,140.41000366210938,153.14999389648438,139.41000366210938,146.5,324321,2024-09-02
2024-09-09,134.38999938964844,134.38999938964844,148.47999572753906,131.8000030517578,140.1999969482422,856082,2024-09-09
2024-09-16,144.1699981689453,144.1699981689453,145.0,129.89999389648438,136.1999969482422,2238307,2024-09-16
2024-09-23,140.1199951171875,140.1199951171875,148.8000030517578,136.5,145.39999389648438,1156728,2024-09-23
2024-09-30,130.41000366210938,130.41000366210938,141.8000030517578,129.30999755859375,141.8000030517578,381874,2024-09-30
2024-10-07,125.43000030517578,125.43000030517578,131.36000061035156,121.76000213623047,130.4199981689453,453366,2024-10-07
2024-10-14,124.9000015258789,124.9000015258789,128.41000366210938,121.68000030517578,126.5999984741211,380701,2024-10-14
2024-10-21,108.69999694824219,108.69999694824219,127.2300033569336,106.22000122070312,126.0,324178,2024-10-21
2024-10-28,120.30999755859375,120.30999755859375,120.9800033569336,108.26000213623047,109.3499984741211,198295,2024-10-28
2024-11-04,119.94000244140625,119.94000244140625,128.77000427246094,118.05000305175781,121.0,371628,2024-11-04
2024-11-11,108.97000122070312,108.97000122070312,120.0,105.20999908447266,120.0,382032,2024-11-11
2024-11-18,110.80999755859375,110.80999755859375,115.0,105.93000030517578,111.0,316673,2024-11-18
2024-11-25,117.22000122070312,117.22000122070312,118.80000305175781,110.5,112.25,397050,2024-11-25
2024-12-02,127.66999816894531,127.66999816894531,128.89999389648438,115.72000122070312,117.22000122070312,347580,2024-12-02
2024-12-09,131.07000732421875,131.07000732421875,134.0,125.01000213623047,128.1999969482422,366467,2024-12-09
2024-12-16,126.7300033569336,126.7300033569336,133.88999938964844,126.0,133.0,236430,2024-12-16
2024-12-23,122.02999877929688,122.02999877929688,129.75,121.0,127.3499984741211,149507,2024-12-23
2024-12-30,125.08999633789062,125.08999633789062,129.3000030517578,120.41000366210938,123.0,171470,2024-12-30
2025-01-06,111.45999908447266,111.45999908447266,126.51000213623047,110.12000274658203,126.0,207977,2025-01-06
2025-01-13,112.55000305175781,112.55000305175781,113.0,106.05000305175781,111.45999908447266,179314,2025-01-13
2025-01-20,107.5999984741211,107.5999984741211,114.88999938964844,106.0,112.5999984741211,164097,2025-01-20
2025-01-27,104.79000091552734,104.79000091552734,115.0,96.7699966430664,106.80000305175781,520924,2025-01-27
2025-02-03,108.68000030517578,108.68000030517578,112.05000305175781,103.97000122070312,105.0,244929,2025-02-03
2025-02-10,105.79000091552734,105.79000091552734,111.5999984741211,102.43000030517578,109.0,286543,2025-02-10
2025-02-17,105.80000305175781,105.80000305175781,111.58999633789062,101.0,102.1500015258789,233619,2025-02-17
2025-02-24,95.45999908447266,95.45999908447266,107.91000366210938,95.0,104.8499984741211,166855,2025-02-24
2025-03-03,91.0999984741211,91.0999984741211,97.58999633789062,85.9800033569336,97.0,459191,2025-03-03
2025-03-10,80.38999938964844,80.38999938964844,93.75,80.0,91.11000061035156,453063,2025-03-10
2025-03-17,92.25,92.25,96.0,78.66000366210938,82.3499984741211,1370887,2025-03-17
2025-03-24,82.98999786376953,82.98999786376953,95.25,81.41999816894531,92.4000015258789,888067,2025-03-24
2025-03-31,87.98999786376953,87.98999786376953,92.79000091552734,82.98999786376953,82.98999786376953,323932,2025-03-31
2025-04-07,86.36000061035156,86.36000061035156,87.79000091552734,80.5999984741211,84.95999908447266,184755,2025-04-07
2025-04-14,91.36000061035156,91.36000061035156,93.77999877929688,87.02999877929688,87.98999786376953,136339,2025-04-14
2025-04-21,88.51000213623047,88.51000213623047,98.5,88.12000274658203,93.0,254066,2025-04-21
2025-04-28,85.86000061035156,85.86000061035156,89.87999725341797,85.62000274658203,89.0,86534,2025-04-28
2025-05-05,82.80999755859375,82.80999755859375,90.0,81.0199966430664,86.2300033569336,154334,2025-05-05
2025-05-12,129.4499969482422,129.4499969482422,134.4499969482422,84.0999984741211,84.0999984741211,1812222,2025-05-12
2025-05-19,136.89999389648438,136.89999389648438,139.75,115.0,127.0,971105,2025-05-19
2025-05-26,136.7100067138672,136.7100067138672,144.0,133.41000366210938,141.99000549316406,746416,2025-05-26
2025-06-02,134.1199951171875,134.1199951171875,138.74000549316406,125.66000366210938,133.10000610351562,612161,2025-06-02
2025-06-09,128.77000427246094,128.77000427246094,140.0,128.0,135.10000610351562,681078,2025-06-09
2025-06-16,140.80999755859375,140.80999755859375,151.8000030517578,129.10000610351562,129.10000610351562,3420314,2025-06-16
2025-06-23,144.72000122070312,144.72000122070312,154.75,134.8699951171875,140.0,2212190,2025-06-23
2025-06-30,147.32000732421875,147.32000732421875,153.5,144.0,146.0,1113100,2025-06-30
2025-07-07,139.1699981689453,139.1699981689453,148.19000244140625,137.0,147.00999450683594,576949,2025-07-07
2025-07-14,140.35000610351562,140.35000610351562,141.5,135.5500030517578,137.8000030517578,133359,2025-07-14
