Date,Adj Close_TEXRAIL.NS,Close_TEXRAIL.NS,High_TEXRAIL.NS,Low_TEXRAIL.NS,Open_TEXRAIL.NS,Volume_TEXRAIL.NS,Date
2020-07-13,25.87755012512207,26.19571876525879,26.19571876525879,21.428733825683594,22.745328903198242,9217410,2020-07-13
2020-07-20,23.635129928588867,23.92572593688965,27.05831527709961,22.92692756652832,27.05831527709961,5181388,2020-07-20
2020-07-27,23.455732345581055,23.744125366210938,24.061925888061523,22.336729049682617,24.061925888061523,2202685,2020-07-27
2020-08-03,23.321191787719727,23.607925415039062,26.241117477416992,23.426326751708984,25.83251953125,4461068,2020-08-03
2020-08-10,23.769676208496094,24.061925888061523,24.969921112060547,22.972328186035156,23.607925415039062,3964054,2020-08-10
2020-08-17,25.563613891601562,25.877918243408203,28.82891082763672,23.607925415039062,24.33432388305664,12083800,2020-08-17
2020-08-24,28.61330795288086,28.965110778808594,33.05109786987305,25.83251953125,26.513517379760742,19785200,2020-08-24
2020-08-31,25.967247009277344,26.286518096923828,29.69150733947754,26.014118194580078,29.69150733947754,4294273,2020-08-31
2020-09-07,24.218158721923828,24.51592445373535,26.78591537475586,24.198123931884766,26.513517379760742,3122029,2020-09-07
2020-09-14,24.576946258544922,24.879121780395508,26.331918716430664,24.42512321472168,25.06072235107422,3421210,2020-09-14
2020-09-21,22.42422103881836,22.699928283691406,25.106121063232422,21.79193115234375,25.06072235107422,2103647,2020-09-21
2020-09-28,23.144309997558594,23.335527420043945,23.97112464904785,22.563730239868164,23.47172737121582,1928999,2020-09-28
2020-10-05,22.10866928100586,22.291330337524414,23.517126083374023,22.0643310546875,23.19932746887207,1753349,2020-10-05
2020-10-12,21.973583221435547,22.15513038635254,23.017728805541992,21.655731201171875,22.291330337524414,1321144,2020-10-12
2020-10-19,22.649002075195312,22.83612823486328,23.517126083374023,21.746532440185547,22.382129669189453,1724970,2020-10-19
2020-10-26,21.523305892944336,21.70113182067871,23.017728805541992,21.247133255004883,22.83612823486328,972353,2020-10-26
2020-11-02,21.208112716674805,21.383333206176758,21.97353172302246,21.065534591674805,21.928131103515625,895181,2020-11-02
2020-11-09,21.883527755737305,22.0643310546875,22.972328186035156,20.83853530883789,21.56493377685547,3611221,2020-11-09
2020-11-16,22.19872283935547,22.382129669189453,23.10852813720703,21.56493377685547,21.79193115234375,3586081,2020-11-16
2020-11-23,23.054250717163086,23.244726181030273,23.97112464904785,22.200531005859375,22.609128952026367,4533395,2020-11-23
2020-11-30,24.675254821777344,24.879121780395508,25.423921585083008,23.063127517700195,23.244726181030273,4317650,2020-11-30
2020-12-07,25.035478591918945,25.242321014404297,26.96751594543457,24.969921112060547,25.151521682739258,7383652,2020-12-07
2020-12-14,28.63770294189453,28.874309539794922,32.733299255371094,25.151521682739258,25.56011962890625,25911504,2020-12-14
2020-12-21,27.557039260864258,27.784713745117188,29.41910743713379,24.379724502563477,28.329511642456055,4749231,2020-12-21
2020-12-28,29.17803955078125,29.41910743713379,29.87310791015625,27.875513076782227,28.55651092529297,6316745,2020-12-28
2021-01-04,30.528873443603516,30.781103134155273,31.46210289001465,28.919710159301758,29.646108627319336,11593240,2021-01-04
2021-01-11,30.754013061523438,31.008102416992188,35.18489074707031,29.87310791015625,31.053503036499023,18598558,2021-01-11
2021-01-18,27.827205657958984,28.057113647460938,31.280502319335938,27.784713745117188,31.144302368164062,4830574,2021-01-18
2021-01-25,28.00731658935547,28.238712310791016,29.101308822631836,27.14911460876465,28.329511642456055,2887007,2021-01-25
2021-02-01,26.611452102661133,26.831315994262695,29.055908203125,25.605520248413086,29.055908203125,5716216,2021-02-01
2021-02-08,26.92664909362793,27.14911460876465,28.965110778808594,26.96751594543457,28.692710876464844,4045882,2021-02-08
2021-02-15,26.026090621948242,26.241117477416992,27.557714462280273,25.74172019958496,27.285314559936523,3160710,2021-02-15
2021-02-22,26.971675872802734,27.194515228271484,27.784713745117188,25.56011962890625,25.696319580078125,3981827,2021-02-22
2021-03-01,29.04295539855957,29.282909393310547,31.416702270507812,27.376115798950195,28.147911071777344,9159524,2021-03-01
2021-03-08,27.2868709564209,27.512313842773438,29.69150733947754,27.376115798950195,29.41910743713379,2460627,2021-03-08
2021-03-15,25.981061935424805,26.19571876525879,30.145505905151367,25.46932029724121,27.603113174438477,7464907,2021-03-15
2021-03-22,24.315032958984375,24.51592445373535,26.922115325927734,24.470523834228516,26.513517379760742,2660168,2021-03-22
2021-03-29,24.765310287475586,24.969921112060547,25.287721633911133,24.152725219726562,24.51592445373535,2407747,2021-03-29
2021-04-05,24.45011329650879,24.652122497558594,25.015321731567383,24.198123931884766,24.879121780395508,2178801,2021-04-05
2021-04-12,22.649002075195312,22.83612823486328,24.152725219726562,22.745328903198242,24.016525268554688,1609876,2021-04-12
2021-04-19,22.649002075195312,22.83612823486328,23.10852813720703,21.882732391357422,22.24593162536621,1577969,2021-04-19
2021-04-26,23.189334869384766,23.38092613220215,23.97112464904785,22.699928283691406,23.10852813720703,1523453,2021-04-26
2021-05-03,23.324419021606445,23.517126083374023,23.880325317382812,22.745328903198242,23.607925415039062,1829220,2021-05-03
2021-05-10,26.88161849975586,27.103715896606445,28.511110305786133,23.335527420043945,23.789525985717773,10630521,2021-05-10
2021-05-17,26.43134117126465,26.649717330932617,28.420310974121094,25.423921585083008,27.4215145111084,11522823,2021-05-17
2021-05-24,27.557039260864258,27.784713745117188,28.919710159301758,26.059518814086914,26.87671661376953,8704523,2021-05-24
2021-05-31,29.313119888305664,29.555307388305664,31.598302841186523,27.69391441345215,27.966312408447266,22078061,2021-05-31
2021-06-07,30.799041748046875,31.053503036499023,31.87070083618164,28.82891082763672,29.827707290649414,11217497,2021-06-07
2021-06-14,29.98853874206543,30.236305236816406,32.86949920654297,28.647310256958008,30.871904373168945,13120697,2021-06-14
2021-06-21,31.519487380981445,31.7799015045166,34.5038948059082,29.146709442138672,29.282909393310547,22183872,2021-06-21
2021-06-28,33.860931396484375,34.14069366455078,35.86588668823242,31.68910026550293,32.006900787353516,19835419,2021-06-28
2021-07-05,35.977237701416016,36.27448654174805,38.045082092285156,32.2338981628418,34.41309356689453,25048250,2021-07-05
2021-07-12,34.62640380859375,34.91249084472656,37.59108352661133,34.730892181396484,36.728485107421875,7552977,2021-07-12
2021-07-19,33.095462799072266,33.368896484375,34.86709213256836,32.32469940185547,34.41309356689453,4823134,2021-07-19
2021-07-26,32.1048469543457,32.37009811401367,34.68549346923828,32.006900787353516,33.368896484375,7127908,2021-07-26
2021-08-02,32.60015869140625,32.86949920654297,35.82048797607422,32.279300689697266,32.64249801635742,11574524,2021-08-02
2021-08-09,31.969764709472656,32.2338981628418,33.232696533203125,29.32830810546875,32.91489791870117,7246202,2021-08-09
2021-08-16,29.313119888305664,29.555307388305664,32.91489791870117,29.373708724975586,32.279300689697266,2684348,2021-08-16
2021-08-23,29.49323272705078,29.736906051635742,30.554105758666992,27.69391441345215,29.87310791015625,2551084,2021-08-23
2021-08-30,29.76340103149414,30.009305953979492,30.417905807495117,29.50990867614746,30.054706573486328,1942159,2021-08-30
2021-09-06,29.718374252319336,29.96390724182129,31.734500885009766,29.69150733947754,30.190906524658203,2928541,2021-09-06
2021-09-13,32.059818267822266,32.32469940185547,33.59589385986328,29.736906051635742,29.96390724182129,5425073,2021-09-13
2021-09-20,31.02005386352539,31.1897029876709,32.86949920654297,30.508705139160156,31.87070083618164,2762453,2021-09-20
2021-09-27,33.27770233154297,33.45969772338867,33.9590950012207,30.508705139160156,31.235103607177734,5334987,2021-09-27
2021-10-04,32.51009750366211,32.687896728515625,33.82289505004883,32.2338981628418,33.59589385986328,3846668,2021-10-04
2021-10-11,32.329490661621094,32.50629806518555,33.55049514770508,31.734500885009766,33.00569534301758,4158302,2021-10-11
2021-10-18,35.654998779296875,35.849998474121094,37.45488357543945,32.7786979675293,32.7786979675293,21492164,2021-10-18
2021-10-25,31.875667572021484,32.04999923706055,36.400001525878906,31.799999237060547,35.900001525878906,4244146,2021-10-25
2021-11-01,31.129749298095703,31.299999237060547,32.70000076293945,30.450000762939453,32.70000076293945,2176572,2021-11-01
2021-11-08,31.52757453918457,31.700000762939453,33.45000076293945,31.0,31.700000762939453,3968300,2021-11-08
