Date,Adj Close_SONATSOFTW.NS,Close_SONATSOFTW.NS,High_SONATSOFTW.NS,Low_SONATSOFTW.NS,Open_SONATSOFTW.NS,Volume_SONATSOFTW.NS,Date
2020-07-13,82.84786224365234,90.3375015258789,94.5,85.89375305175781,85.89375305175781,6225398,2020-07-13
2020-07-20,84.73936462402344,92.4000015258789,94.05000305175781,88.57499694824219,90.375,5288560,2020-07-20
2020-07-27,90.7577896118164,98.9625015258789,101.92500305175781,89.69999694824219,92.79374694824219,9608877,2020-07-27
2020-08-03,98.68489837646484,107.60624694824219,110.25,99.0,100.38749694824219,10907863,2020-08-03
2020-08-10,105.1676025390625,114.67500305175781,118.0875015258789,101.04374694824219,109.4625015258789,9352930,2020-08-10
2020-08-17,107.52336883544922,117.2437515258789,120.375,114.76875305175781,117.26249694824219,3036812,2020-08-17
2020-08-24,109.39768981933594,119.2874984741211,124.125,116.625,118.125,4635589,2020-08-24
2020-08-31,107.33422088623047,117.0374984741211,120.75,108.75,120.35624694824219,2640361,2020-08-31
2020-09-07,107.23104095458984,116.92500305175781,120.91874694824219,114.16874694824219,117.0,3765474,2020-09-07
2020-09-14,115.45049285888672,125.88749694824219,128.25,117.73124694824219,117.73124694824219,8859887,2020-09-14
2020-09-21,113.2322769165039,123.46875,129.75,114.375,126.75,6455934,2020-09-21
2020-09-28,106.97312927246094,116.64375305175781,124.5,116.32499694824219,123.8062515258789,3405403,2020-09-28
2020-10-05,112.63044738769531,122.8125,126.73124694824219,117.75,117.75,6858229,2020-10-05
2020-10-12,123.15409088134766,134.28750610351562,136.5,123.9937515258789,124.5,13458359,2020-10-12
2020-10-19,126.95426940917969,138.43124389648438,142.0124969482422,126.1875,135.0,9749912,2020-10-19
2020-10-26,109.00218963623047,118.85624694824219,139.6875,118.125,139.4250030517578,4860392,2020-10-26
2020-11-02,114.04046630859375,124.3499984741211,129.1687469482422,112.40625,118.875,5086301,2020-11-02
2020-11-09,119.52581787109375,130.3312530517578,131.9250030517578,121.66874694824219,123.1875,3433083,2020-11-09
2020-11-16,118.76923370361328,129.50625610351562,132.375,125.7750015258789,129.9375,2453888,2020-11-16
2020-11-23,118.80381774902344,128.0437469482422,133.08749389648438,125.625,126.4312515258789,6841264,2020-11-23
2020-11-30,119.63887786865234,128.94375610351562,130.875,127.5374984741211,128.0437469482422,2162590,2020-11-30
2020-12-07,123.5009994506836,133.1062469482422,135.33749389648438,128.4375,128.4375,8795373,2020-12-07
2020-12-14,128.00682067871094,137.96249389648438,139.81875610351562,131.02499389648438,133.5,7443831,2020-12-14
2020-12-21,135.47012329101562,146.00625610351562,148.55624389648438,127.5,137.625,7716539,2020-12-21
2020-12-28,136.84446716308594,147.4875030517578,152.00625610351562,144.9187469482422,147.75,6176338,2020-12-28
2021-01-04,149.47467041015625,161.10000610351562,162.0,145.5,148.4250030517578,8042420,2021-01-04
2021-01-11,139.31483459472656,150.14999389648438,163.125,148.1437530517578,162.75,3516957,2021-01-11
2021-01-18,143.64666748046875,154.81875610351562,160.875,146.3249969482422,150.0,3509712,2021-01-18
2021-01-25,134.3045196533203,144.75,156.69375610351562,142.9499969482422,154.875,1759942,2021-01-25
2021-02-01,141.29811096191406,152.28750610351562,155.39999389648438,133.3312530517578,141.375,6052512,2021-02-01
2021-02-08,139.33221435546875,150.1687469482422,157.8000030517578,149.25,152.58749389648438,3394373,2021-02-08
2021-02-15,139.28004455566406,150.1125030517578,152.90625,144.75,150.375,3918535,2021-02-15
2021-02-22,166.31491088867188,179.25,197.9250030517578,150.375,151.81875610351562,53900605,2021-02-22
2021-03-01,167.132568359375,180.13125610351562,190.44375610351562,174.5812530517578,181.875,6064552,2021-03-01
2021-03-08,175.18734741210938,188.8125,189.75,178.125,180.78750610351562,5694481,2021-03-08
2021-03-15,163.74017333984375,176.47500610351562,202.125,169.72500610351562,188.8125,12882469,2021-03-15
2021-03-22,170.68154907226562,183.9562530517578,190.125,171.75,173.9812469482422,6014120,2021-03-22
2021-03-29,182.91162109375,197.1374969482422,198.33749389648438,183.3000030517578,183.9562530517578,3761192,2021-03-29
2021-04-05,205.45806884765625,221.4375,227.7937469482422,192.5625,196.3312530517578,9132287,2021-04-05
2021-04-12,204.13589477539062,220.0124969482422,237.75,210.84375,219.22500610351562,4735054,2021-04-12
2021-04-19,199.3169403076172,214.81875610351562,226.8000030517578,210.78750610351562,217.46249389648438,1160165,2021-04-19
2021-04-26,199.33433532714844,214.83749389648438,225.0,206.25,215.58749389648438,2148586,2021-04-26
2021-05-03,207.84144592285156,224.00625610351562,230.2312469482422,211.875,214.5,1906375,2021-05-03
2021-05-10,202.34400939941406,218.0812530517578,229.78125,212.6437530517578,225.0,1514314,2021-05-10
2021-05-17,203.17904663085938,218.9812469482422,228.2624969482422,214.125,220.83749389648438,1784479,2021-05-17
2021-05-24,234.23263549804688,252.4499969482422,262.125,218.2312469482422,221.25,11782183,2021-05-24
2021-05-31,254.22171020507812,273.9937438964844,275.36248779296875,244.4250030517578,256.125,3762711,2021-05-31
2021-06-07,252.7777862548828,272.4375,281.25,260.4750061035156,275.625,3661146,2021-06-07
2021-06-14,252.4124755859375,272.04376220703125,276.3374938964844,252.5625,272.4375,3009144,2021-06-14
2021-06-21,247.9588165283203,267.2437438964844,280.5,264.0,271.0874938964844,2572069,2021-06-21
2021-06-28,262.1373291015625,282.5249938964844,288.35626220703125,266.25,268.875,3643149,2021-06-28
2021-07-05,262.2243347167969,282.6187438964844,290.625,273.75,284.625,1818453,2021-07-05
2021-07-12,272.1058044433594,293.26873779296875,305.04376220703125,280.5375061035156,285.0,5590002,2021-07-12
2021-07-19,272.2449951171875,293.41876220703125,301.5,285.0,293.25,1622070,2021-07-19
2021-07-26,268.7481994628906,289.6499938964844,295.76251220703125,280.5375061035156,294.375,2210338,2021-07-26
2021-08-02,293.0517272949219,315.84375,331.6499938964844,292.5,298.125,14545701,2021-08-02
2021-08-09,298.51202392578125,317.7749938964844,330.35626220703125,301.9125061035156,318.75,6260570,2021-08-09
2021-08-16,298.1421203613281,317.3812561035156,338.25,312.0375061035156,317.4937438964844,5804230,2021-08-16
2021-08-23,302.4221496582031,321.9375,340.79998779296875,299.70001220703125,321.375,5291795,2021-08-23
2021-08-30,301.4886779785156,320.9437561035156,327.8062438964844,310.6312561035156,325.40625,3208955,2021-08-30
2021-09-06,301.171630859375,320.60626220703125,326.26873779296875,313.5375061035156,322.875,2625309,2021-09-06
2021-09-13,308.5163879394531,328.42498779296875,333.63751220703125,315.75,321.7124938964844,5778975,2021-09-13
2021-09-20,330.81494140625,352.1625061035156,360.0,322.89373779296875,328.40625,7844544,2021-09-20
2021-09-27,311.8453369140625,331.96875,360.0,319.125,359.2124938964844,3669655,2021-09-27
2021-10-04,324.4388732910156,345.375,350.60626220703125,320.25,335.51251220703125,2275366,2021-10-04
2021-10-11,329.1945495605469,350.4375,355.79998779296875,341.25,348.75,1400290,2021-10-11
2021-10-18,281.4798278808594,299.64373779296875,384.3374938964844,290.8125,352.20001220703125,16686090,2021-10-18
2021-10-25,294.6370544433594,313.6499938964844,322.38751220703125,291.75,293.88751220703125,6548325,2021-10-25
2021-11-01,308.3690490722656,325.1625061035156,329.13751220703125,312.76873779296875,317.2124938964844,2196827,2021-11-01
2021-11-08,306.8220520019531,323.53125,335.2124938964844,318.7875061035156,325.1625061035156,2533506,2021-11-08
2021-11-15,300.3495178222656,316.70623779296875,327.0,307.5,325.125,4399422,2021-11-15
2021-11-22,281.2876892089844,296.60626220703125,317.9624938964844,294.75,316.89373779296875,2354837,2021-11-22
2021-11-29,298.3402099609375,314.5874938964844,352.4624938964844,275.64373779296875,281.8687438964844,7459036,2021-11-29
2021-12-06,295.1039733886719,311.17498779296875,318.75,305.625,315.0,1814221,2021-12-06
2021-12-13,296.9176940917969,313.0874938964844,323.0062561035156,308.71875,312.7875061035156,3913780,2021-12-13
2021-12-20,299.0870361328125,315.375,318.1875,292.5,311.17498779296875,2888588,2021-12-20
2021-12-27,311.4630432128906,328.42498779296875,332.8125,312.1875,313.5,2573493,2021-12-27
2022-01-03,307.46221923828125,324.20623779296875,337.0874938964844,321.0375061035156,331.04998779296875,1844079,2022-01-03
2022-01-10,306.76873779296875,323.4750061035156,330.7124938964844,319.125,324.8062438964844,1062758,2022-01-10
2022-01-17,306.093017578125,322.76251220703125,347.25,314.23126220703125,326.25,4288863,2022-01-17
2022-01-24,291.5476379394531,307.42498779296875,325.3125,294.75,324.0,1723165,2022-01-24
2022-01-31,298.9981689453125,315.28125,322.48126220703125,302.8500061035156,316.6499938964844,1147690,2022-01-31
2022-02-07,276.6288757324219,291.6937561035156,328.03125,287.2875061035156,317.2124938964844,1674075,2022-02-07
2022-02-14,270.60089111328125,285.3374938964844,299.625,278.1937561035156,288.75,2075037,2022-02-14
2022-02-21,262.830322265625,277.14373779296875,283.5,258.375,283.5,1885196,2022-02-21
2022-02-28,268.36041259765625,282.9750061035156,286.875,270.0,273.0375061035156,727168,2022-02-28
2022-03-07,268.46710205078125,283.0874938964844,296.98126220703125,274.0687561035156,279.0375061035156,1442962,2022-03-07
2022-03-14,276.57550048828125,291.63751220703125,293.73748779296875,278.6812438964844,284.25,638184,2022-03-14
2022-03-21,272.73468017578125,287.5874938964844,307.125,285.28125,293.98126220703125,1709160,2022-03-21
2022-03-28,267.311279296875,281.8687438964844,291.0,274.23748779296875,288.75,1494038,2022-03-28
2022-04-04,284.48834228515625,299.98126220703125,301.4624938964844,282.0,282.0,2429101,2022-04-04
2022-04-11,284.3638610839844,299.8500061035156,310.2749938964844,296.25,305.9437561035156,1740139,2022-04-11
2022-04-18,279.3316650390625,294.54376220703125,302.25,287.625,296.25,1700979,2022-04-18
2022-04-25,267.4713439941406,282.0375061035156,292.1625061035156,276.0,290.625,1433281,2022-04-25
2022-05-02,229.61422729492188,242.11874389648438,280.6499938964844,238.5,271.125,2143520,2022-05-02
