Date,Adj Close_NACLIND.NS,Close_NACLIND.NS,High_NACLIND.NS,Low_NACLIND.NS,Open_NACLIND.NS,Volume_NACLIND.NS,Date
2021-09-27,79.08394622802734,80.19999694824219,81.5,74.6500015258789,75.05000305175781,942518,2021-09-27
2021-10-04,79.42908477783203,80.55000305175781,86.94999694824219,77.5999984741211,79.25,1500067,2021-10-04
2021-10-11,76.9638671875,78.05000305175781,81.19999694824219,75.80000305175781,81.0,618001,2021-10-11
2021-10-18,70.5050277709961,71.5,80.5999984741211,69.6500015258789,78.05000305175781,592928,2021-10-18
2021-10-25,77.21039581298828,78.30000305175781,81.0,68.6500015258789,72.94999694824219,773732,2021-10-25
2021-11-01,74.10424041748047,75.1500015258789,82.1500015258789,74.4000015258789,81.75,533072,2021-11-01
2021-11-08,70.15990447998047,71.1500015258789,76.0999984741211,70.19999694824219,75.1500015258789,319595,2021-11-08
2021-11-15,66.05782318115234,66.8499984741211,71.30000305175781,64.69999694824219,71.30000305175781,415006,2021-11-15
2021-11-22,66.60131072998047,67.4000015258789,70.69999694824219,65.55000305175781,66.80000305175781,233332,2021-11-22
2021-11-29,67.24361419677734,68.05000305175781,69.94999694824219,62.45000076293945,67.0,247774,2021-11-29
2021-12-06,72.48080444335938,73.3499984741211,75.0,66.25,69.0,408075,2021-12-06
2021-12-13,82.16468811035156,83.1500015258789,94.80000305175781,74.80000305175781,76.0,4641805,2021-12-13
2021-12-20,81.967041015625,82.94999694824219,89.5999984741211,76.0,81.44999694824219,1208286,2021-12-20
2021-12-27,92.29322052001953,93.4000015258789,102.69999694824219,81.5999984741211,83.9000015258789,5625399,2021-12-27
2022-01-03,91.25565338134766,92.3499984741211,102.69999694824219,91.0999984741211,94.25,1798402,2022-01-03
2022-01-10,95.2576675415039,96.4000015258789,100.0,93.0999984741211,94.5,1473174,2022-01-10
2022-01-17,95.85055541992188,97.0,104.4000015258789,94.05000305175781,96.5,2319401,2022-01-17
2022-01-24,94.0718765258789,95.19999694824219,99.30000305175781,88.0,99.0,1084530,2022-01-24
2022-01-31,88.09357452392578,89.1500015258789,95.9000015258789,86.0999984741211,95.05000305175781,1377286,2022-01-31
2022-02-07,86.11727905273438,87.1500015258789,90.5,83.30000305175781,88.5,784084,2022-02-07
2022-02-14,80.67677307128906,81.5,85.4000015258789,78.0999984741211,85.0,450299,2022-02-14
2022-02-21,74.04444885253906,74.80000305175781,82.19999694824219,70.05000305175781,80.0999984741211,622949,2022-02-21
2022-02-28,75.38080596923828,76.1500015258789,78.25,72.0,77.0,552650,2022-02-28
2022-03-07,79.6868667602539,80.5,84.0,72.6500015258789,73.30000305175781,1135911,2022-03-07
2022-03-14,79.24142456054688,80.05000305175781,83.75,79.30000305175781,81.94999694824219,303291,2022-03-14
2022-03-21,81.61717224121094,82.44999694824219,88.4000015258789,80.05000305175781,81.1500015258789,687584,2022-03-21
2022-03-28,81.61717224121094,82.44999694824219,84.75,79.55000305175781,82.4000015258789,360022,2022-03-28
2022-04-04,90.92222595214844,91.8499984741211,94.9000015258789,85.55000305175781,85.55000305175781,1138480,2022-04-04
2022-04-11,91.26868438720703,92.19999694824219,94.5999984741211,88.6500015258789,93.75,392508,2022-04-11
2022-04-18,95.82222747802734,96.80000305175781,98.9000015258789,87.0,92.0,1767785,2022-04-18
2022-04-25,87.11111450195312,88.0,98.1500015258789,87.4000015258789,96.5,816136,2022-04-25
2022-05-02,83.84444427490234,84.69999694824219,89.30000305175781,81.69999694824219,89.0,452478,2022-05-02
2022-05-09,74.34141540527344,75.0999984741211,85.0,73.69999694824219,85.0,545691,2022-05-09
2022-05-16,73.64849090576172,74.4000015258789,79.0,70.4000015258789,76.0,456809,2022-05-16
2022-05-23,72.51010131835938,73.25,77.0,70.0999984741211,75.8499984741211,267158,2022-05-23
2022-05-30,78.2020263671875,79.0,81.0,74.0,75.0,264982,2022-05-30
2022-06-06,77.7565689086914,78.55000305175781,82.5,77.5,80.0,232686,2022-06-06
2022-06-13,73.00505065917969,73.75,79.5,70.19999694824219,76.5999984741211,221402,2022-06-13
2022-06-20,73.89595794677734,74.6500015258789,76.5,72.0,74.5,203733,2022-06-20
2022-06-27,74.1434326171875,74.9000015258789,77.5,73.1500015258789,75.44999694824219,96576,2022-06-27
2022-07-04,73.89595794677734,74.6500015258789,77.6500015258789,73.4000015258789,75.5,163348,2022-07-04
2022-07-11,73.25252532958984,74.0,77.0,73.5,74.6500015258789,121666,2022-07-11
2022-07-18,74.34141540527344,75.0999984741211,78.9000015258789,73.0999984741211,74.0,505106,2022-07-18
2022-07-25,73.59898376464844,74.3499984741211,79.9000015258789,74.0,74.5,473763,2022-07-25
2022-08-01,71.7676773071289,72.5,76.94999694824219,71.94999694824219,74.55000305175781,407339,2022-08-01
2022-08-08,74.19292449951172,74.94999694824219,79.69999694824219,72.25,72.25,1151829,2022-08-08
2022-08-15,75.38080596923828,76.1500015258789,76.9000015258789,74.30000305175781,74.94999694824219,293950,2022-08-15
2022-08-22,75.43030548095703,76.19999694824219,78.0,74.0,75.19999694824219,354039,2022-08-22
2022-08-29,74.24242401123047,75.0,77.8499984741211,73.8499984741211,74.0,196549,2022-08-29
2022-09-05,80.67677307128906,81.5,82.9000015258789,74.5999984741211,74.5999984741211,501114,2022-09-05
2022-09-12,77.06364440917969,77.8499984741211,83.0,77.30000305175781,82.25,293778,2022-09-12
2022-09-19,73.93781280517578,74.55000305175781,79.0,73.30000305175781,77.0999984741211,380611,2022-09-19
2022-09-26,72.64847564697266,73.25,78.05000305175781,72.0999984741211,74.9000015258789,386841,2022-09-26
2022-10-03,74.83040618896484,75.44999694824219,77.80000305175781,72.5999984741211,73.94999694824219,186045,2022-10-03
2022-10-10,74.6320571899414,75.25,76.44999694824219,73.69999694824219,75.0,215092,2022-10-10
2022-10-17,73.83863067626953,74.44999694824219,76.1500015258789,71.8499984741211,75.75,243816,2022-10-17
2022-10-24,83.50855255126953,84.19999694824219,91.9000015258789,76.25,78.0,1832076,2022-10-24
2022-10-31,83.06226348876953,83.75,87.30000305175781,80.5999984741211,85.1500015258789,550640,2022-10-31
2022-11-07,84.65628051757812,85.05000305175781,89.69999694824219,81.5999984741211,85.0,665136,2022-11-07
2022-11-14,86.04979705810547,86.44999694824219,91.4000015258789,82.5999984741211,85.5,1028907,2022-11-14
2022-11-21,93.01739501953125,93.44999694824219,96.6500015258789,85.3499984741211,86.05000305175781,1173658,2022-11-21
2022-11-28,94.9583740234375,95.4000015258789,102.0,92.55000305175781,94.25,2591805,2022-11-28
2022-12-05,92.12156677246094,92.55000305175781,97.9000015258789,91.75,95.4000015258789,1156073,2022-12-05
2022-12-12,89.53359985351562,89.94999694824219,96.5999984741211,89.0,92.4000015258789,658771,2022-12-12
2022-12-19,85.40281677246094,85.80000305175781,92.94999694824219,81.5,90.05000305175781,1131378,2022-12-19
2022-12-26,104.01624298095703,104.5,110.75,86.0,86.0,11983979,2022-12-26
2023-01-02,98.29286193847656,98.75,110.6500015258789,97.8499984741211,105.6500015258789,3887706,2023-01-02
2023-01-09,104.0660171508789,104.55000305175781,110.5,97.05000305175781,98.75,4714810,2023-01-09
2023-01-16,102.07527160644531,102.55000305175781,107.6500015258789,101.0,104.94999694824219,1234856,2023-01-16
2023-01-23,94.9583740234375,95.4000015258789,108.80000305175781,93.0999984741211,103.44999694824219,1410925,2023-01-23
2023-01-30,95.05790710449219,95.5,103.3499984741211,89.55000305175781,95.44999694824219,1379163,2023-01-30
2023-02-06,96.25234985351562,96.69999694824219,100.44999694824219,93.30000305175781,94.55000305175781,930261,2023-02-06
2023-02-13,96.65150451660156,96.94999694824219,97.5,92.55000305175781,97.44999694824219,509172,2023-02-13
2023-02-20,87.23060607910156,87.5,97.44999694824219,87.0999984741211,96.94999694824219,442746,2023-02-20
2023-02-27,85.93460083007812,86.19999694824219,89.55000305175781,79.0,86.19999694824219,734410,2023-02-27
2023-03-06,85.0373764038086,85.30000305175781,89.5,84.1500015258789,86.94999694824219,300499,2023-03-06
2023-03-13,82.74446105957031,83.0,86.80000305175781,80.3499984741211,84.44999694824219,591555,2023-03-13
2023-03-20,80.20230865478516,80.44999694824219,86.4000015258789,79.05000305175781,80.3499984741211,949863,2023-03-20
2023-03-27,81.44845581054688,81.69999694824219,86.5,79.8499984741211,81.6500015258789,1523487,2023-03-27
2023-04-03,86.13399505615234,86.4000015258789,87.0,81.75,82.3499984741211,206865,2023-04-03
2023-04-10,86.73213958740234,87.0,87.94999694824219,83.69999694824219,86.94999694824219,503390,2023-04-10
2023-04-17,84.8878402709961,85.1500015258789,88.25,84.3499984741211,88.25,149062,2023-04-17
2023-04-24,84.23983764648438,84.5,87.0,83.0999984741211,85.1500015258789,179557,2023-04-24
2023-05-01,84.6884536743164,84.94999694824219,89.75,83.9000015258789,84.5,263741,2023-05-01
2023-05-08,84.48906707763672,84.75,87.8499984741211,82.75,86.80000305175781,286229,2023-05-08
2023-05-15,83.44229888916016,83.69999694824219,85.94999694824219,82.94999694824219,85.0,251672,2023-05-15
2023-05-22,97.79796600341797,98.0999984741211,103.0,83.69999694824219,83.69999694824219,3955648,2023-05-22
2023-05-29,97.99735260009766,98.30000305175781,105.0,97.30000305175781,99.0,1031696,2023-05-29
2023-06-05,96.9007339477539,97.19999694824219,100.94999694824219,93.75,99.4000015258789,557850,2023-06-05
2023-06-12,94.70751190185547,95.0,100.0999984741211,94.1500015258789,98.1500015258789,669721,2023-06-12
2023-06-19,94.40843200683594,94.69999694824219,97.5,93.5999984741211,95.94999694824219,417088,2023-06-19
2023-06-26,94.95674133300781,95.25,97.0,94.0,95.9000015258789,391700,2023-06-26
2023-07-03,89.92228698730469,90.19999694824219,100.5,88.69999694824219,95.30000305175781,1235765,2023-07-03
2023-07-10,87.72906494140625,88.0,91.0,86.25,90.0,823818,2023-07-10
2023-07-17,87.23060607910156,87.5,90.1500015258789,84.0999984741211,88.9000015258789,606736,2023-07-17
2023-07-24,82.99369049072266,83.25,90.0,82.30000305175781,87.4000015258789,1638592,2023-07-24
2023-07-31,84.5389175415039,84.80000305175781,88.75,81.0,83.44999694824219,1606266,2023-07-31
2023-08-07,81.6478500366211,81.9000015258789,85.44999694824219,78.0999984741211,84.94999694824219,1237736,2023-08-07
2023-08-14,79.55431365966797,79.80000305175781,82.5,79.5,82.0,367038,2023-08-14
2023-08-21,79.60415649414062,79.8499984741211,81.9000015258789,78.94999694824219,79.80000305175781,482009,2023-08-21
2023-08-28,81.99676513671875,82.25,85.0,79.5999984741211,80.0,761423,2023-08-28
2023-09-04,81.09953308105469,81.3499984741211,83.94999694824219,79.9000015258789,83.4000015258789,695872,2023-09-04
2023-09-11,78.94999694824219,78.94999694824219,82.1500015258789,75.94999694824219,82.1500015258789,804812,2023-09-11
2023-09-18,81.8499984741211,81.8499984741211,83.3499984741211,78.30000305175781,79.5,608389,2023-09-18
2023-09-25,80.4000015258789,80.4000015258789,82.69999694824219,78.30000305175781,82.3499984741211,356701,2023-09-25
2023-10-02,79.44999694824219,79.44999694824219,81.0,78.69999694824219,80.4000015258789,198917,2023-10-02
2023-10-09,77.5999984741211,77.5999984741211,78.9000015258789,76.80000305175781,78.1500015258789,371295,2023-10-09
2023-10-16,78.0,78.0,81.3499984741211,77.19999694824219,77.5999984741211,628974,2023-10-16
2023-10-23,77.80000305175781,77.80000305175781,78.94999694824219,74.30000305175781,78.05000305175781,223364,2023-10-23
2023-10-30,74.69999694824219,74.69999694824219,77.6500015258789,71.5999984741211,77.6500015258789,380124,2023-10-30
2023-11-06,74.19999694824219,74.19999694824219,77.25,73.55000305175781,74.69999694824219,417001,2023-11-06
2023-11-13,72.75,72.75,75.94999694824219,72.0999984741211,75.55000305175781,365599,2023-11-13
2023-11-20,73.6500015258789,73.6500015258789,77.3499984741211,72.0,72.94999694824219,1200823,2023-11-20
2023-11-27,73.5,73.5,75.25,72.5999984741211,73.6500015258789,350840,2023-11-27
2023-12-04,74.6500015258789,74.6500015258789,77.0,73.5999984741211,74.8499984741211,1189696,2023-12-04
2023-12-11,73.69999694824219,73.69999694824219,75.75,71.9000015258789,74.6500015258789,1120031,2023-12-11
2023-12-18,74.05000305175781,74.05000305175781,77.4000015258789,72.4000015258789,74.19999694824219,910305,2023-12-18
2023-12-25,73.69999694824219,73.69999694824219,76.75,73.3499984741211,74.05000305175781,521576,2023-12-25
2024-01-01,76.8499984741211,76.8499984741211,78.44999694824219,72.5,73.0,1692182,2024-01-01
2024-01-08,81.19999694824219,81.19999694824219,85.0,73.9000015258789,77.3499984741211,6143070,2024-01-08
2024-01-15,78.25,78.25,82.30000305175781,75.75,81.94999694824219,1177320,2024-01-15
2024-01-22,74.05000305175781,74.05000305175781,80.80000305175781,72.9000015258789,78.25,998855,2024-01-22
2024-01-29,74.3499984741211,74.3499984741211,75.5,72.0,74.0999984741211,983263,2024-01-29
2024-02-05,71.9000015258789,71.9000015258789,77.9000015258789,70.80000305175781,74.9000015258789,1014099,2024-02-05
2024-02-12,72.8499984741211,72.8499984741211,75.3499984741211,67.75,71.5,1084906,2024-02-12
2024-02-19,71.75,71.75,75.0,71.1500015258789,74.4000015258789,714950,2024-02-19
2024-02-26,70.80000305175781,70.80000305175781,74.0,70.0,71.75,1753242,2024-02-26
2024-03-04,67.4000015258789,67.4000015258789,72.0,67.0,71.1500015258789,585601,2024-03-04
2024-03-11,59.5,59.5,68.0,57.150001525878906,67.75,1361783,2024-03-11
2024-03-18,59.599998474121094,59.599998474121094,61.150001525878906,57.400001525878906,59.150001525878906,705633,2024-03-18
2024-03-25,56.25,56.25,63.0,55.54999923706055,59.599998474121094,2543890,2024-03-25
2024-04-01,63.849998474121094,63.849998474121094,65.0,56.349998474121094,57.5,1411918,2024-04-01
2024-04-08,62.70000076293945,62.70000076293945,65.8499984741211,62.25,65.0,566867,2024-04-08
2024-04-15,62.150001525878906,62.150001525878906,63.5,60.400001525878906,62.0,362997,2024-04-15
2024-04-22,65.19999694824219,65.19999694824219,66.0,61.70000076293945,62.45000076293945,547960,2024-04-22
2024-04-29,69.80000305175781,69.80000305175781,72.80000305175781,65.55000305175781,66.69999694824219,1535673,2024-04-29
2024-05-06,65.25,65.25,69.75,62.75,69.0,663971,2024-05-06
2024-05-13,67.30000305175781,67.30000305175781,68.5,62.54999923706055,64.9000015258789,364784,2024-05-13
2024-05-20,67.80000305175781,67.80000305175781,71.5,66.94999694824219,66.94999694824219,443193,2024-05-20
2024-05-27,67.75,67.75,69.9000015258789,65.55000305175781,68.75,425840,2024-05-27
2024-06-03,66.1500015258789,66.1500015258789,70.4000015258789,60.5,68.9000015258789,626902,2024-06-03
2024-06-10,73.30999755859375,73.30999755859375,73.66999816894531,66.0999984741211,66.1500015258789,1442832,2024-06-10
2024-06-17,78.22000122070312,78.22000122070312,79.19999694824219,73.30999755859375,73.30999755859375,2171883,2024-06-17
2024-06-24,73.83999633789062,73.83999633789062,79.08999633789062,71.69999694824219,77.0,886683,2024-06-24
2024-07-01,70.1500015258789,70.1500015258789,76.02999877929688,68.1500015258789,73.0,1741278,2024-07-01
2024-07-08,67.52999877929688,67.52999877929688,71.55000305175781,65.01000213623047,71.55000305175781,1119932,2024-07-08
2024-07-15,66.38999938964844,66.38999938964844,68.37999725341797,65.7699966430664,68.33999633789062,504021,2024-07-15
2024-07-22,70.66999816894531,70.66999816894531,75.98999786376953,63.7599983215332,65.01000213623047,3003798,2024-07-22
2024-07-29,66.77999877929688,66.77999877929688,71.30000305175781,66.62000274658203,70.94999694824219,935581,2024-07-29
2024-08-05,63.2599983215332,63.2599983215332,66.29000091552734,63.029998779296875,66.05000305175781,851647,2024-08-05
2024-08-12,60.02000045776367,60.02000045776367,63.86000061035156,59.400001525878906,63.09000015258789,753455,2024-08-12
2024-08-19,57.189998626708984,57.189998626708984,63.79999923706055,55.88999938964844,60.849998474121094,2656004,2024-08-19
2024-08-26,55.209999084472656,55.209999084472656,60.20000076293945,53.5,58.099998474121094,2412652,2024-08-26
2024-09-02,57.43000030517578,57.43000030517578,60.900001525878906,54.47999954223633,55.72999954223633,4034873,2024-09-02
2024-09-09,56.56999969482422,56.56999969482422,59.0,55.86000061035156,58.29999923706055,1132346,2024-09-09
2024-09-16,55.599998474121094,55.599998474121094,57.400001525878906,55.0,57.400001525878906,562546,2024-09-16
2024-09-23,54.709999084472656,54.709999084472656,57.29999923706055,54.0099983215332,56.790000915527344,800564,2024-09-23
2024-09-30,54.290000915527344,54.290000915527344,56.599998474121094,53.619998931884766,54.97999954223633,341327,2024-09-30
2024-10-07,53.13999938964844,53.13999938964844,54.9900016784668,52.15999984741211,54.9900016784668,291208,2024-10-07
2024-10-14,53.47999954223633,53.47999954223633,56.380001068115234,52.20000076293945,53.150001525878906,439795,2024-10-14
2024-10-21,53.95000076293945,53.95000076293945,56.79999923706055,50.11000061035156,53.47999954223633,696476,2024-10-21
2024-10-28,53.9900016784668,53.9900016784668,56.0,51.66999816894531,54.84000015258789,369042,2024-10-28
2024-11-04,52.08000183105469,52.08000183105469,55.02000045776367,51.849998474121094,54.70000076293945,614448,2024-11-04
2024-11-11,50.0,50.0,53.380001068115234,49.130001068115234,53.380001068115234,250092,2024-11-11
2024-11-18,50.29999923706055,50.29999923706055,51.95000076293945,49.0,50.880001068115234,162191,2024-11-18
2024-11-25,51.310001373291016,51.310001373291016,52.15999984741211,49.5,50.54999923706055,411627,2024-11-25
2024-12-02,53.279998779296875,53.279998779296875,53.97999954223633,50.31999969482422,51.0,445992,2024-12-02
2024-12-09,58.02000045776367,58.02000045776367,64.44999694824219,52.689998626708984,53.4900016784668,6499414,2024-12-09
2024-12-16,60.56999969482422,60.56999969482422,63.630001068115234,56.2599983215332,57.5,2919754,2024-12-16
2024-12-23,65.69000244140625,65.69000244140625,66.08999633789062,59.900001525878906,62.0,1963394,2024-12-23
2024-12-30,68.33999633789062,68.33999633789062,70.0,64.47000122070312,67.5999984741211,2855939,2024-12-30
2025-01-06,68.38999938964844,68.38999938964844,72.0,64.0,68.55000305175781,2556388,2025-01-06
2025-01-13,66.63999938964844,66.63999938964844,68.30000305175781,62.849998474121094,66.5199966430664,1266826,2025-01-13
2025-01-20,65.41000366210938,65.41000366210938,69.0,65.0,66.97000122070312,869864,2025-01-20
2025-01-27,68.87000274658203,68.87000274658203,71.80000305175781,58.2599983215332,65.01000213623047,2618695,2025-01-27
2025-02-03,69.80000305175781,69.80000305175781,73.56999969482422,65.98999786376953,68.55000305175781,1355690,2025-02-03
2025-02-10,57.869998931884766,57.869998931884766,69.37000274658203,56.529998779296875,67.5999984741211,2047067,2025-02-10
2025-02-17,59.88999938964844,59.88999938964844,67.2300033569336,55.220001220703125,57.93000030517578,1360046,2025-02-17
2025-02-24,56.650001525878906,56.650001525878906,61.97999954223633,53.7599983215332,59.88999938964844,537952,2025-02-24
2025-03-03,70.66000366210938,70.66000366210938,71.19999694824219,56.0099983215332,56.25,2720956,2025-03-03
2025-03-10,92.37999725341797,92.37999725341797,94.0,66.80000305175781,70.69999694824219,22603650,2025-03-10
2025-03-17,101.66000366210938,101.66000366210938,110.8499984741211,88.16000366210938,90.5,26293406,2025-03-17
2025-03-24,101.77999877929688,101.77999877929688,107.81999969482422,98.1500015258789,102.88999938964844,5077934,2025-03-24
2025-03-31,134.88999938964844,134.88999938964844,136.8300018310547,101.77999877929688,101.77999877929688,19971460,2025-03-31
2025-04-07,163.94000244140625,163.94000244140625,163.94000244140625,128.13999938964844,128.13999938964844,6532908,2025-04-07
2025-04-14,189.75999450683594,189.75999450683594,189.75999450683594,172.1300048828125,172.1300048828125,5325207,2025-04-14
2025-04-21,179.36000061035156,179.36000061035156,219.66000366210938,179.36000061035156,199.24000549316406,8116141,2025-04-21
2025-04-28,193.0,193.0,197.22999572753906,161.8800048828125,174.0,3558827,2025-04-28
2025-05-05,164.4499969482422,164.4499969482422,188.5,158.08999633789062,188.5,1998845,2025-05-05
2025-05-12,192.9199981689453,192.9199981689453,199.6999969482422,167.0500030517578,172.5,1687586,2025-05-12
2025-05-19,187.8300018310547,187.8300018310547,211.0,180.72000122070312,197.39999389648438,1356638,2025-05-19
2025-05-26,176.67999267578125,176.67999267578125,192.0,171.0500030517578,186.99000549316406,935872,2025-05-26
2025-06-02,173.8000030517578,173.8000030517578,184.89999389648438,171.10000610351562,174.89999389648438,758666,2025-06-02
2025-06-09,182.89999389648438,182.89999389648438,188.0399932861328,166.75,174.99000549316406,1353951,2025-06-09
2025-06-16,177.67999267578125,177.67999267578125,187.0,172.10000610351562,179.39999389648438,988992,2025-06-16
2025-06-23,207.97999572753906,207.97999572753906,207.97999572753906,174.10000610351562,174.10000610351562,1221711,2025-06-23
2025-06-30,264.20001220703125,264.20001220703125,265.3999938964844,205.0,214.0,2687962,2025-06-30
2025-07-07,257.6199951171875,257.6199951171875,263.0,226.50999450683594,263.0,1631040,2025-07-07
2025-07-14,261.4599914550781,261.4599914550781,261.5899963378906,242.10000610351562,253.0,735899,2025-07-14
