Date,Adj Close_CONTROLPR.NS,Close_CONTROLPR.NS,High_CONTROLPR.NS,Low_CONTROLPR.NS,Open_CONTROLPR.NS,Volume_CONTROLPR.NS,Date
2020-07-13,187.90667724609375,205.6999969482422,214.5,197.5,200.10000610351562,24406,2020-07-13
2020-07-20,199.32540893554688,218.1999969482422,223.1999969482422,204.0,211.89999389648438,53147,2020-07-20
2020-07-27,191.65203857421875,209.8000030517578,229.4499969482422,207.64999389648438,219.9499969482422,92074,2020-07-27
2020-08-03,189.8250274658203,207.8000030517578,215.6999969482422,206.0,212.0500030517578,43075,2020-08-03
2020-08-10,192.4741668701172,210.6999969482422,229.0,207.0,208.0500030517578,66972,2020-08-10
2020-08-17,222.4825897216797,243.5500030517578,257.3999938964844,210.0,214.6999969482422,1153935,2020-08-17
2020-08-24,209.46522521972656,229.3000030517578,247.8000030517578,225.0,246.4499969482422,48386,2020-08-24
2020-08-31,205.08041381835938,224.5,243.0,215.0500030517578,235.8000030517578,41006,2020-08-31
2020-09-07,205.6285858154297,225.10000610351562,248.64999389648438,213.0,223.0,396848,2020-09-07
2020-09-14,210.60711669921875,230.5500030517578,243.0,223.4499969482422,228.0,155201,2020-09-14
2020-09-21,204.48670959472656,223.85000610351562,232.0,214.0,230.35000610351562,35067,2020-09-21
2020-09-28,209.46522521972656,229.3000030517578,251.0,227.1999969482422,230.0,100094,2020-09-28
2020-10-05,190.19039916992188,208.1999969482422,234.5,206.75,230.0,81270,2020-10-05
2020-10-12,187.54127502441406,205.3000030517578,214.9499969482422,200.3000030517578,205.10000610351562,138288,2020-10-12
2020-10-19,195.39735412597656,213.89999389648438,224.39999389648438,202.25,206.64999389648438,114712,2020-10-19
2020-10-26,198.00079345703125,216.75,222.0,204.0,221.0,54081,2020-10-26
2020-11-02,196.85894775390625,215.5,223.75,213.64999389648438,215.0,21887,2020-11-02
2020-11-09,198.320556640625,217.10000610351562,222.0,210.5,222.0,26608,2020-11-09
2020-11-16,196.90463256835938,215.5500030517578,229.89999389648438,213.64999389648438,215.39999389648438,51325,2020-11-16
2020-11-23,197.04164123535156,215.6999969482422,225.35000610351562,213.3000030517578,214.5500030517578,76343,2020-11-23
2020-11-30,205.76556396484375,225.25,233.8000030517578,214.9499969482422,215.6999969482422,223029,2020-11-30
2020-12-07,201.38076782226562,220.4499969482422,234.6999969482422,220.0,225.1999969482422,73002,2020-12-07
2020-12-14,212.16004943847656,232.25,243.9499969482422,215.89999389648438,219.6999969482422,202131,2020-12-14
2020-12-21,207.54689025878906,227.1999969482422,234.9499969482422,213.0,232.25,54825,2020-12-21
2020-12-28,231.9829864501953,253.9499969482422,264.8999938964844,225.5,231.0,354035,2020-12-28
2021-01-04,224.9490509033203,246.25,260.0,244.0500030517578,255.0,84043,2021-01-04
2021-01-11,223.16770935058594,244.3000030517578,269.79998779296875,238.0,250.0,206964,2021-01-11
2021-01-18,214.67214965820312,235.0,247.0,232.0,244.3000030517578,51686,2021-01-18
2021-01-25,215.85972595214844,236.3000030517578,254.0,232.5,238.0,52925,2021-01-25
2021-02-01,215.17457580566406,235.5500030517578,255.25,233.9499969482422,233.9499969482422,84280,2021-02-01
2021-02-08,212.8451690673828,233.0,249.9499969482422,232.0,249.9499969482422,71825,2021-02-08
2021-02-15,210.01016235351562,226.0,243.1999969482422,225.0,240.0,78826,2021-02-15
2021-02-22,212.00808715820312,228.14999389648438,239.8000030517578,220.0,226.0500030517578,41179,2021-02-22
2021-03-01,212.2404022216797,228.39999389648438,237.0,224.75,233.85000610351562,69586,2021-03-01
2021-03-08,212.10101318359375,228.25,232.0,225.60000610351562,229.0,23886,2021-03-08
2021-03-15,246.9014129638672,265.70001220703125,292.0,228.0500030517578,228.35000610351562,383101,2021-03-15
2021-03-22,240.6289520263672,258.95001220703125,275.0,236.6999969482422,264.0,136267,2021-03-22
2021-03-29,229.7567138671875,247.25,258.95001220703125,240.10000610351562,258.95001220703125,26161,2021-03-29
2021-04-05,228.26992797851562,245.64999389648438,248.89999389648438,240.0500030517578,245.0,32953,2021-04-05
2021-04-12,228.50222778320312,245.89999389648438,247.3000030517578,230.10000610351562,244.0,41406,2021-04-12
2021-04-19,240.6289520263672,258.95001220703125,267.20001220703125,239.25,246.0,68601,2021-04-19
2021-04-26,282.2592468261719,303.75,335.0,281.20001220703125,285.0,838288,2021-04-26
2021-05-03,287.3701171875,309.25,334.8999938964844,296.8500061035156,300.0,246688,2021-05-03
2021-05-10,296.3374328613281,318.8999938964844,340.0,302.0,302.0,186492,2021-05-10
2021-05-17,339.3616027832031,365.20001220703125,387.70001220703125,305.54998779296875,315.0,383204,2021-05-17
2021-05-24,337.1778564453125,362.8500061035156,401.0,359.0,366.0,403106,2021-05-24
2021-05-31,339.082763671875,364.8999938964844,393.8999938964844,358.25,368.79998779296875,135323,2021-05-31
2021-06-07,331.83465576171875,357.1000061035156,374.04998779296875,348.04998779296875,366.04998779296875,85350,2021-06-07
2021-06-14,342.38165283203125,368.45001220703125,395.0,345.6499938964844,367.8500061035156,395380,2021-06-14
2021-06-21,342.19580078125,368.25,376.0,356.45001220703125,360.0,122212,2021-06-21
2021-06-28,348.0965270996094,374.6000061035156,387.0,358.0,368.0,143313,2021-06-28
2021-07-05,355.1123352050781,382.1499938964844,394.0,366.0,384.0,151824,2021-07-05
2021-07-12,362.5097351074219,385.5,412.0,382.0,384.0,346496,2021-07-12
2021-07-19,346.05340576171875,368.0,385.0,350.04998779296875,384.1499938964844,235504,2021-07-19
2021-07-26,369.9857177734375,393.45001220703125,411.3500061035156,370.1000061035156,372.0,622453,2021-07-26
2021-08-02,330.1612854003906,351.1000061035156,400.0,350.1000061035156,400.0,165453,2021-08-02
2021-08-09,343.0442199707031,364.79998779296875,372.8999938964844,325.04998779296875,353.0,240215,2021-08-09
2021-08-16,326.21173095703125,346.8999938964844,378.79998779296875,345.0,378.79998779296875,68916,2021-08-16
2021-08-23,324.6131591796875,345.20001220703125,362.0,328.1000061035156,345.1000061035156,94870,2021-08-23
2021-08-30,325.6005554199219,346.25,356.75,329.70001220703125,345.5,74097,2021-08-30
2021-09-06,318.1246337890625,338.29998779296875,350.0,335.0,350.0,85990,2021-09-06
2021-09-13,319.11199951171875,339.3500061035156,355.0,334.1499938964844,341.45001220703125,109899,2021-09-13
2021-09-20,317.74847412109375,337.8999938964844,374.3500061035156,315.6000061035156,337.1000061035156,366955,2021-09-20
2021-09-27,309.5673828125,329.20001220703125,343.0,322.0,341.70001220703125,87696,2021-09-27
2021-10-04,308.4389343261719,328.0,336.79998779296875,324.0,328.0,88322,2021-10-04
2021-10-11,306.0880432128906,325.5,333.3999938964844,321.20001220703125,329.04998779296875,180217,2021-10-11
2021-10-18,288.9263916015625,307.25,331.0,293.0,328.79998779296875,179467,2021-10-18
2021-10-25,286.1053161621094,304.25,330.0,300.0,320.95001220703125,184474,2021-10-25
2021-11-01,310.789794921875,330.5,333.0,301.04998779296875,301.04998779296875,82570,2021-11-01
2021-11-08,317.2312927246094,337.3500061035156,370.5,320.6499938964844,330.54998779296875,353066,2021-11-08
2021-11-15,320.4285583496094,340.75,348.70001220703125,337.95001220703125,340.0,91976,2021-11-15
2021-11-22,305.28863525390625,324.6499938964844,344.0,321.1000061035156,344.0,62472,2021-11-22
2021-11-29,325.03631591796875,345.6499938964844,354.5,302.1000061035156,321.1000061035156,122067,2021-11-29
2021-12-06,336.8848876953125,358.25,363.3500061035156,333.75,340.1000061035156,112493,2021-12-06
2021-12-13,331.0545959472656,352.04998779296875,368.0,332.20001220703125,365.0,86452,2021-12-13
2021-12-20,323.1086120605469,343.6000061035156,363.79998779296875,329.0,352.04998779296875,115604,2021-12-20
2021-12-27,318.5008544921875,338.70001220703125,353.70001220703125,335.79998779296875,346.95001220703125,35764,2021-12-27
2022-01-03,324.6131591796875,345.20001220703125,348.79998779296875,331.5,335.54998779296875,44726,2022-01-03
2022-01-10,364.0143127441406,387.1000061035156,399.0,340.29998779296875,345.20001220703125,592105,2022-01-10
2022-01-17,389.6862487792969,414.3999938964844,445.0,375.0,391.95001220703125,1391620,2022-01-17
2022-01-24,363.5912170410156,386.6499938964844,419.0,379.0,410.0,231020,2022-01-24
2022-01-31,363.3560791015625,386.3999938964844,395.8500061035156,376.54998779296875,392.0,138693,2022-01-31
2022-02-07,340.27020263671875,361.8500061035156,392.0,360.20001220703125,391.0,90374,2022-02-07
2022-02-14,340.36126708984375,358.20001220703125,368.3999938964844,334.6000061035156,360.3999938964844,75966,2022-02-14
2022-02-21,334.5175476074219,352.04998779296875,375.0,338.0,353.0,208509,2022-02-21
2022-02-28,336.9405517578125,354.6000061035156,364.04998779296875,343.0,350.0,42171,2022-02-28
2022-03-07,336.0853271484375,353.70001220703125,370.0,341.1000061035156,354.1000061035156,66606,2022-03-07
2022-03-14,374.7110290527344,394.3500061035156,423.45001220703125,346.5,356.0,773168,2022-03-14
2022-03-21,351.0985107421875,369.5,397.79998779296875,367.0,396.0,139224,2022-03-21
2022-03-28,350.8134765625,369.20001220703125,377.0,352.1000061035156,370.0,85489,2022-03-28
2022-04-04,388.2037658691406,408.54998779296875,414.0,371.0,374.95001220703125,222263,2022-04-04
2022-04-11,412.67138671875,434.29998779296875,442.25,393.95001220703125,415.0,122649,2022-04-11
2022-04-18,430.7727355957031,453.3500061035156,494.0,436.70001220703125,444.0,679716,2022-04-18
2022-04-25,444.5505676269531,467.8500061035156,477.0,436.04998779296875,440.04998779296875,160982,2022-04-25
2022-05-02,417.3748779296875,439.25,487.8999938964844,433.3500061035156,467.79998779296875,164570,2022-05-02
2022-05-09,378.32171630859375,398.1499938964844,443.6499938964844,386.6000061035156,441.6499938964844,128390,2022-05-09
2022-05-16,421.0806579589844,443.1499938964844,491.70001220703125,398.25,398.25,160552,2022-05-16
2022-05-23,401.26904296875,422.29998779296875,456.0,390.25,456.0,90266,2022-05-23
2022-05-30,425.2615661621094,447.54998779296875,455.0,423.29998779296875,437.0,75455,2022-05-30
2022-06-06,428.9673156738281,451.45001220703125,460.0,435.04998779296875,459.0,51860,2022-06-06
2022-06-13,398.7035217285156,419.6000061035156,450.95001220703125,406.5,450.95001220703125,40974,2022-06-13
2022-06-20,402.7893371582031,423.8999938964844,424.95001220703125,390.6499938964844,420.0,59439,2022-06-20
2022-06-27,416.2821350097656,438.1000061035156,451.6000061035156,419.0,430.0,56898,2022-06-27
2022-07-04,425.1190185546875,447.3999938964844,460.95001220703125,429.6499938964844,438.1000061035156,47763,2022-07-04
2022-07-11,415.9495849609375,437.75,452.0,423.29998779296875,447.45001220703125,44098,2022-07-11
2022-07-18,428.9147033691406,446.3500061035156,460.0,425.29998779296875,441.0,592257,2022-07-18
2022-07-25,442.3678894042969,460.3500061035156,487.0,430.20001220703125,447.75,308209,2022-07-25
2022-08-01,437.8995056152344,455.70001220703125,484.95001220703125,433.04998779296875,464.5,179810,2022-08-01
2022-08-08,466.6795959472656,485.6499938964844,499.0,450.70001220703125,454.0,392865,2022-08-08
2022-08-15,446.88427734375,465.04998779296875,494.1499938964844,463.0,485.6499938964844,121973,2022-08-15
2022-08-22,471.48431396484375,490.6499938964844,521.9500122070312,449.20001220703125,468.79998779296875,549453,2022-08-22
2022-08-29,451.3045959472656,469.6499938964844,490.0,463.54998779296875,475.0,124777,2022-08-29
2022-09-05,467.78466796875,486.79998779296875,509.70001220703125,473.0,478.5,183435,2022-09-05
2022-09-12,461.97100830078125,480.75,498.0,474.5,491.6499938964844,134530,2022-09-12
2022-09-19,442.0315246582031,460.0,483.20001220703125,458.0,478.20001220703125,60962,2022-09-19
2022-09-26,404.2186279296875,420.6499938964844,460.0,416.20001220703125,449.0,100322,2022-09-26
2022-10-03,416.4705810546875,433.3999938964844,444.95001220703125,417.54998779296875,419.6499938964844,36942,2022-10-03
2022-10-10,413.9241027832031,430.75,445.0,421.04998779296875,437.0,97408,2022-10-10
2022-10-17,418.7768249511719,435.79998779296875,458.0,422.0,434.79998779296875,130720,2022-10-17
