Date,Adj Close_CONTROLPR.NS,Close_CONTROLPR.NS,High_CONTROLPR.NS,Low_CONTROLPR.NS,Open_CONTROLPR.NS,Volume_CONTROLPR.NS,Date
2022-10-24,413.8280029296875,430.6499938964844,447.8999938964844,430.0,440.1499938964844,30354,2022-10-24
2022-10-31,421.61163330078125,438.75,444.04998779296875,416.0,434.95001220703125,66689,2022-10-31
2022-11-07,393.7444152832031,409.75,444.8999938964844,405.0,444.8999938964844,64952,2022-11-07
2022-11-14,404.02642822265625,420.45001220703125,425.95001220703125,409.5,410.0,41810,2022-11-14
2022-11-21,397.7803649902344,413.95001220703125,424.5,410.1000061035156,420.45001220703125,26346,2022-11-21
2022-11-28,407.62994384765625,424.20001220703125,428.8999938964844,412.0,413.95001220703125,45664,2022-11-28
2022-12-05,407.3897399902344,423.95001220703125,432.0,415.0,429.75,37964,2022-12-05
2022-12-12,395.8104248046875,411.8999938964844,433.5,410.25,423.0,48022,2022-12-12
2022-12-19,370.4416198730469,385.5,416.3500061035156,375.0,412.5,81956,2022-12-19
2022-12-26,387.8346252441406,403.6000061035156,405.3999938964844,377.04998779296875,388.95001220703125,32197,2022-12-26
2023-01-02,380.09906005859375,395.54998779296875,409.95001220703125,393.95001220703125,395.0,32780,2023-01-02
2023-01-09,379.2342224121094,394.6499938964844,409.8999938964844,386.1000061035156,409.8999938964844,19321,2023-01-09
2023-01-16,402.2486877441406,418.6000061035156,419.3999938964844,387.0,401.0,52100,2023-01-16
2023-01-23,437.7073059082031,455.5,490.0,433.1000061035156,440.0,318373,2023-01-23
2023-01-30,420.0741271972656,437.1499938964844,465.79998779296875,430.0,460.04998779296875,82200,2023-01-30
2023-02-06,456.899169921875,471.20001220703125,478.0,435.0,439.8999938964844,86587,2023-02-06
2023-02-13,440.89996337890625,454.70001220703125,477.1000061035156,443.95001220703125,476.0,87445,2023-02-13
2023-02-20,448.12384033203125,462.1499938964844,474.5,454.6000061035156,455.95001220703125,68985,2023-02-20
2023-02-27,478.5223693847656,493.5,502.0,453.20001220703125,457.20001220703125,123651,2023-02-27
2023-03-06,491.3702392578125,506.75,539.9000244140625,490.6000061035156,490.6000061035156,360708,2023-03-06
2023-03-13,479.637451171875,494.6499938964844,506.75,462.5,503.5,151688,2023-03-13
2023-03-20,502.86053466796875,518.5999755859375,532.3499755859375,485.45001220703125,507.0,182535,2023-03-20
2023-03-27,505.0908203125,520.9000244140625,546.2000122070312,496.54998779296875,523.7000122070312,383848,2023-03-27
2023-04-03,522.593017578125,538.9500122070312,542.0,510.54998779296875,521.0,129030,2023-04-03
2023-04-10,529.3804931640625,545.9500122070312,551.9000244140625,529.0999755859375,549.0,209011,2023-04-10
2023-04-17,550.9552001953125,568.2000122070312,585.5,550.2999877929688,564.9000244140625,569805,2023-04-17
2023-04-24,559.1488037109375,576.6500244140625,582.0,554.0,573.8499755859375,224531,2023-04-24
2023-05-01,564.578857421875,582.25,597.0,557.0999755859375,576.6500244140625,555931,2023-05-01
2023-05-08,586.1050415039062,604.4500122070312,623.0,588.0,591.0,457908,2023-05-08
2023-05-15,573.208740234375,591.1500244140625,613.0,588.0,601.0,177097,2023-05-15
2023-05-22,572.5299682617188,590.4500122070312,614.0,578.0,598.0,174125,2023-05-22
2023-05-29,626.3456420898438,645.9500122070312,666.5999755859375,595.0,597.2000122070312,698394,2023-05-29
2023-06-05,619.4125366210938,638.7999877929688,670.0,635.0,650.4000244140625,275451,2023-06-05
2023-06-12,615.4854125976562,634.75,658.9000244140625,628.1500244140625,645.0,130738,2023-06-12
2023-06-19,591.3896484375,609.9000244140625,655.0,605.6500244140625,639.0,245647,2023-06-19
2023-06-26,628.963623046875,648.6500244140625,663.5,609.8499755859375,609.8499755859375,409401,2023-06-26
2023-07-03,632.5997314453125,652.4000244140625,658.2999877929688,616.0499877929688,651.25,339371,2023-07-03
2023-07-10,639.0479125976562,659.0499877929688,664.0,641.0499877929688,657.0,295095,2023-07-10
2023-07-17,622.0181884765625,636.5499877929688,687.0,628.0,664.0,707743,2023-07-17
2023-07-24,646.7894287109375,661.9000244140625,679.7999877929688,635.5,640.0,552351,2023-07-24
2023-07-31,702.8790283203125,719.2999877929688,729.0,630.0,668.4500122070312,1983721,2023-07-31
2023-08-07,691.8370361328125,708.0,718.9500122070312,694.0,718.9500122070312,251017,2023-08-07
2023-08-14,715.679931640625,732.4000244140625,786.0,709.0499877929688,719.9000244140625,575824,2023-08-14
2023-08-21,727.308349609375,744.2999877929688,757.2000122070312,722.4000244140625,740.9500122070312,205834,2023-08-21
2023-08-28,769.9130249023438,787.9000244140625,794.7000122070312,744.2999877929688,744.2999877929688,272875,2023-08-28
2023-09-04,793.755859375,812.2999877929688,867.9500122070312,777.25,798.0,382955,2023-09-04
2023-09-11,758.3334350585938,776.0499877929688,819.25,735.5499877929688,817.0,283656,2023-09-11
2023-09-18,734.88134765625,752.0499877929688,780.0,728.2000122070312,779.6500244140625,116628,2023-09-18
2023-09-25,739.1809692382812,756.4500122070312,774.7999877929688,738.0,754.9500122070312,113891,2023-09-25
2023-10-02,769.9617919921875,787.9500122070312,794.0,735.5499877929688,756.4500122070312,115297,2023-10-02
2023-10-09,779.5869750976562,797.7999877929688,816.9500122070312,755.0499877929688,787.6500244140625,210263,2023-10-09
2023-10-16,813.9345092773438,832.9500122070312,841.0,785.0,797.7999877929688,281252,2023-10-16
2023-10-23,844.4711303710938,864.2000122070312,896.3499755859375,793.0,835.0,413217,2023-10-23
2023-10-30,852.5327758789062,872.4500122070312,887.0999755859375,835.0,862.0499877929688,234037,2023-10-30
2023-11-06,831.9144897460938,851.3499755859375,885.0,842.2000122070312,879.0,138700,2023-11-06
2023-11-13,870.6593017578125,891.0,932.2000122070312,861.0,879.5499877929688,189523,2023-11-13
2023-11-20,843.787109375,863.5,911.0,854.0999755859375,889.0,128307,2023-11-20
2023-11-27,832.549560546875,852.0,880.0,837.9500122070312,863.5,86173,2023-11-27
2023-12-04,882.3853149414062,903.0,909.9500122070312,857.2000122070312,860.0,186031,2023-12-04
2023-12-11,929.4850463867188,951.2000122070312,958.7999877929688,890.0,900.0,335015,2023-12-11
2023-12-18,979.5161743164062,1002.4000244140625,1006.75,918.3499755859375,951.2999877929688,300341,2023-12-18
2023-12-25,978.9786987304688,1001.8499755859375,1052.0999755859375,989.0499877929688,1002.4000244140625,180729,2023-12-25
2024-01-01,1008.6846923828125,1032.25,1065.5,1009.1500244140625,1016.9000244140625,179079,2024-01-01
2024-01-08,1000.3299560546875,1023.7000122070312,1060.0,1010.2000122070312,1040.0,92053,2024-01-08
2024-01-15,1033.7491455078125,1057.9000244140625,1060.0,970.0499877929688,1024.0,130386,2024-01-15
2024-01-22,980.3955688476562,1003.2999877929688,1057.9000244140625,930.75,1057.9000244140625,298964,2024-01-22
2024-01-29,973.8485717773438,996.5999755859375,1030.449951171875,982.5499877929688,1002.0499877929688,119083,2024-01-29
2024-02-05,830.546630859375,846.5499877929688,1000.0999755859375,841.5,996.0,427455,2024-02-05
2024-02-12,893.0914306640625,910.2999877929688,936.0,831.2999877929688,841.0499877929688,270092,2024-02-12
2024-02-19,915.9509887695312,933.5999755859375,969.2999877929688,910.2999877929688,924.9500122070312,131904,2024-02-19
2024-02-26,909.4266967773438,926.9500122070312,947.5999755859375,895.5499877929688,933.0,74331,2024-02-26
2024-03-04,980.4579467773438,999.3499755859375,1019.9000244140625,903.1500244140625,925.0,326656,2024-03-04
2024-03-11,900.4986572265625,917.8499755859375,1012.8499755859375,858.0,1002.0,214376,2024-03-11
2024-03-18,916.9320678710938,934.5999755859375,937.5499877929688,880.0,907.0,75189,2024-03-18
2024-03-25,912.2718505859375,929.8499755859375,1009.7000122070312,918.0,934.5999755859375,153381,2024-03-25
2024-04-01,948.376220703125,966.6500244140625,969.8499755859375,912.25,922.25,176302,2024-04-01
2024-04-08,924.044921875,941.8499755859375,991.0,929.5,967.0,110284,2024-04-08
2024-04-15,903.1967163085938,920.5999755859375,938.9500122070312,891.0499877929688,920.0,98617,2024-04-15
2024-04-22,921.4942016601562,939.25,961.9000244140625,921.0,927.75,91871,2024-04-22
2024-04-29,896.5252075195312,913.7999877929688,953.0,911.0,946.75,60870,2024-04-29
2024-05-06,893.434814453125,910.6500244140625,932.9500122070312,884.4000244140625,910.0999755859375,101441,2024-05-06
2024-05-13,881.9559936523438,898.9500122070312,920.9500122070312,855.8499755859375,904.25,149466,2024-05-13
2024-05-20,819.5582885742188,835.3499755859375,910.9000244140625,805.1500244140625,899.7000122070312,207707,2024-05-20
2024-05-27,838.6896362304688,854.8499755859375,913.9500122070312,815.0,838.5999755859375,392151,2024-05-27
2024-06-03,813.328369140625,829.0,898.0,796.4000244140625,861.6500244140625,337295,2024-06-03
2024-06-10,818.03759765625,833.7999877929688,860.0,827.75,844.2000122070312,157328,2024-06-10
2024-06-17,830.30126953125,846.2999877929688,854.2999877929688,801.0999755859375,833.7999877929688,197832,2024-06-17
2024-06-24,855.711669921875,872.2000122070312,879.0,818.5999755859375,833.5999755859375,228736,2024-06-24
2024-07-01,824.0223388671875,839.9000244140625,874.0,837.0,870.0,127494,2024-07-01
2024-07-08,804.449462890625,819.9500122070312,845.9500122070312,809.0,839.9000244140625,125603,2024-07-08
2024-07-15,797.4345703125,812.7999877929688,826.9500122070312,779.2000122070312,819.9500122070312,188779,2024-07-15
2024-07-22,850.6590576171875,867.0499877929688,876.1500244140625,799.7000122070312,801.0,216334,2024-07-22
2024-07-29,827.9405517578125,838.9000244140625,887.6500244140625,832.0,872.25,163505,2024-07-29
2024-08-05,819.5515747070312,830.4000244140625,854.0,818.0499877929688,838.4500122070312,193663,2024-08-05
2024-08-12,787.2294311523438,797.6500244140625,841.4500122070312,796.0,829.5,130037,2024-08-12
2024-08-19,772.5240478515625,782.75,814.0999755859375,777.7000122070312,799.9000244140625,178887,2024-08-19
2024-08-26,783.28173828125,793.6500244140625,809.4000244140625,768.0,793.0,279078,2024-08-26
2024-09-02,813.1365356445312,823.9000244140625,869.9500122070312,788.0,797.5,648721,2024-09-02
2024-09-09,791.4239501953125,801.9000244140625,829.5999755859375,792.2000122070312,820.5499877929688,196043,2024-09-09
2024-09-16,806.4253540039062,817.0999755859375,838.2999877929688,780.0,812.0,193931,2024-09-16
2024-09-23,823.1539306640625,834.0499877929688,856.2000122070312,807.4500122070312,817.0999755859375,145807,2024-09-23
2024-09-30,792.904296875,803.4000244140625,852.7000122070312,794.75,835.0,99842,2024-09-30
2024-10-07,797.296142578125,807.8499755859375,822.5,775.0,804.5,85185,2024-10-07
2024-10-14,791.9667358398438,802.4500122070312,834.0,788.4000244140625,808.0499877929688,94597,2024-10-14
2024-10-21,793.8418579101562,804.3499755859375,823.0499877929688,766.5499877929688,809.0,112828,2024-10-21
2024-10-28,712.9131469726562,722.3499755859375,804.4500122070312,640.0999755859375,788.0499877929688,543692,2024-10-28
2024-11-04,709.2120971679688,718.5999755859375,735.0,700.0,722.4000244140625,142414,2024-11-04
2024-11-11,672.5474853515625,681.4500122070312,726.2999877929688,680.0,719.0,86509,2024-11-11
2024-11-18,685.7723999023438,694.8499755859375,707.5999755859375,671.3499755859375,678.2000122070312,52842,2024-11-18
2024-11-25,712.1235961914062,721.5499877929688,757.0,695.0,695.0,143002,2024-11-25
2024-12-02,729.2469482421875,738.9000244140625,756.8499755859375,712.0,712.0,92914,2024-12-02
2024-12-09,722.4863891601562,732.0499877929688,748.0999755859375,717.5,730.2000122070312,64263,2024-12-09
2024-12-16,703.685302734375,713.0,748.0499877929688,694.0499877929688,725.4000244140625,79545,2024-12-16
2024-12-23,725.6446533203125,735.25,754.9000244140625,692.0499877929688,710.0,189252,2024-12-23
2024-12-30,740.5966796875,750.4000244140625,770.9500122070312,722.7000122070312,735.25,120593,2024-12-30
2025-01-06,727.6678466796875,737.2999877929688,755.0,713.3499755859375,752.5,100366,2025-01-06
2025-01-13,720.3151245117188,729.8499755859375,739.7999877929688,698.0499877929688,726.25,78380,2025-01-13
2025-01-20,666.1817626953125,675.0,719.0,666.0,718.9000244140625,155209,2025-01-20
2025-01-27,679.8214111328125,684.7999877929688,701.9000244140625,634.0,660.0,92732,2025-01-27
2025-02-03,662.4486694335938,667.2999877929688,685.9000244140625,655.0,684.4500122070312,29244,2025-02-03
2025-02-10,619.6619873046875,624.2000122070312,673.9000244140625,611.2999877929688,669.9000244140625,59192,2025-02-10
2025-02-17,604.0265502929688,608.4500122070312,635.0499877929688,600.0,624.2000122070312,115858,2025-02-17
2025-02-24,585.1646728515625,589.4500122070312,607.4500122070312,582.0,606.7000122070312,54738,2025-02-24
2025-03-03,643.7853393554688,648.5,681.8499755859375,584.0,585.0,154829,2025-03-03
2025-03-10,615.4925537109375,620.0,661.0,591.5499877929688,649.4000244140625,131573,2025-03-10
2025-03-17,652.8688354492188,657.6500244140625,666.3499755859375,610.2999877929688,610.2999877929688,113048,2025-03-17
2025-03-24,628.8447875976562,633.4500122070312,675.0,625.2999877929688,657.0,207458,2025-03-24
2025-03-31,609.9332885742188,614.4000244140625,640.9500122070312,608.0,633.4500122070312,117671,2025-03-31
2025-04-07,646.4656982421875,651.2000122070312,657.2000122070312,547.0,547.0,132487,2025-04-07
2025-04-14,647.3095092773438,652.0499877929688,677.9500122070312,644.2000122070312,658.0,69334,2025-04-14
2025-04-21,627.3060302734375,631.9000244140625,675.0,625.1500244140625,645.5,123205,2025-04-21
2025-04-28,620.35693359375,624.9000244140625,639.5999755859375,615.0,626.2000122070312,32323,2025-04-28
2025-05-05,597.87158203125,602.25,626.8499755859375,582.75,625.4500122070312,65754,2025-05-05
2025-05-12,623.8314819335938,628.4000244140625,635.0999755859375,613.4000244140625,615.0,71212,2025-05-12
2025-05-19,706.1287841796875,711.2999877929688,718.7000122070312,623.0499877929688,630.0,147871,2025-05-19
2025-05-26,708.9580688476562,714.1500244140625,809.0,695.0999755859375,750.0,854419,2025-05-26
2025-06-02,731.9397583007812,737.2999877929688,765.0499877929688,715.0,720.0,191467,2025-06-02
2025-06-09,748.5183715820312,754.0,770.5499877929688,722.0999755859375,739.0999755859375,219897,2025-06-09
2025-06-16,764.6502075195312,770.25,828.9000244140625,753.9500122070312,754.0,525313,2025-06-16
2025-06-23,781.377685546875,787.0999755859375,806.0,760.4000244140625,770.0,166438,2025-06-23
2025-06-30,822.4271240234375,828.4500122070312,840.0,788.75,789.6500244140625,221270,2025-06-30
2025-07-07,835.25,835.25,841.0999755859375,801.1500244140625,808.4500122070312,196516,2025-07-07
2025-07-14,893.0999755859375,893.0999755859375,917.5,827.7000122070312,839.0999755859375,487258,2025-07-14
