Date,Adj Close_KIRLOSIND.NS,Close_KIRLOSIND.NS,High_KIRLOSIND.NS,Low_KIRLOSIND.NS,Open_KIRLOSIND.NS,Volume_KIRLOSIND.NS,Date
2021-02-08,1015.8806762695312,1035.050048828125,1040.0,917.6500244140625,920.0,39788,2021-02-08
2021-02-15,1439.68359375,1466.8499755859375,1599.0,1030.8499755859375,1059.0,241480,2021-02-15
2021-02-22,1211.489501953125,1234.3499755859375,1479.75,1222.0,1466.8499755859375,43916,2021-02-22
2021-03-01,1370.0477294921875,1395.9000244140625,1444.800048828125,1180.0,1241.550048828125,33042,2021-03-01
2021-03-08,1274.0098876953125,1298.050048828125,1400.0,1275.050048828125,1400.0,12917,2021-03-08
2021-03-15,1258.2078857421875,1281.949951171875,1305.0,1220.0,1305.0,9870,2021-03-15
2021-03-22,1231.904296875,1255.1500244140625,1379.8499755859375,1233.25,1250.0,9120,2021-03-22
2021-03-29,1237.400634765625,1260.75,1354.949951171875,1224.0,1255.1500244140625,9694,2021-03-29
2021-04-05,1329.8560791015625,1354.949951171875,1395.5999755859375,1246.5,1279.0,10602,2021-04-05
2021-04-12,1261.00537109375,1284.800048828125,1390.0,1250.0,1380.0,7921,2021-04-12
2021-04-19,1202.95068359375,1225.6500244140625,1275.0,1210.0,1275.0,3576,2021-04-19
2021-04-26,1283.3829345703125,1307.5999755859375,1385.800048828125,1198.050048828125,1224.300048828125,13037,2021-04-26
2021-05-03,1423.6363525390625,1450.5,1492.0,1267.1500244140625,1329.699951171875,23433,2021-05-03
2021-05-10,1462.6011962890625,1490.199951171875,1537.0,1431.300048828125,1455.0,14488,2021-05-10
2021-05-17,1444.787353515625,1472.050048828125,1563.0,1439.9000244140625,1500.0,22936,2021-05-17
2021-05-24,1455.5836181640625,1483.050048828125,1560.0,1440.0,1475.0,14239,2021-05-24
2021-05-31,1783.4468994140625,1817.0999755859375,1973.8499755859375,1462.0999755859375,1462.0999755859375,106366,2021-05-31
2021-06-07,1695.751708984375,1727.75,1864.0,1705.0,1864.0,32318,2021-06-07
2021-06-14,1680.931396484375,1712.6500244140625,1798.949951171875,1633.0,1730.0,32946,2021-06-14
2021-06-21,1659.7314453125,1691.050048828125,1729.9000244140625,1650.0,1710.0,11084,2021-06-21
2021-06-28,1674.6990966796875,1706.300048828125,1789.949951171875,1686.0999755859375,1740.0,16983,2021-06-28
2021-07-05,1685.151611328125,1716.949951171875,1770.0,1685.0,1765.0,11674,2021-07-05
2021-07-12,1646.726806640625,1677.800048828125,1800.0,1636.5999755859375,1740.0,18281,2021-07-12
2021-07-19,1671.558349609375,1703.0999755859375,1721.25,1653.050048828125,1677.800048828125,125473,2021-07-19
2021-07-26,1652.762939453125,1683.949951171875,1715.0,1655.199951171875,1700.0,59239,2021-07-26
2021-08-02,1506.1788330078125,1534.5999755859375,1735.0,1455.8499755859375,1724.4000244140625,234757,2021-08-02
2021-08-09,1415.1588134765625,1433.300048828125,1594.0,1356.8499755859375,1568.0,279028,2021-08-09
2021-08-16,1327.9268798828125,1344.949951171875,1455.0,1335.0,1414.0,157481,2021-08-16
2021-08-23,1380.552490234375,1398.25,1422.3499755859375,1305.25,1380.0,164505,2021-08-23
2021-08-30,1583.747802734375,1604.050048828125,1658.4000244140625,1392.949951171875,1408.8499755859375,438709,2021-08-30
2021-09-06,1520.6563720703125,1540.1500244140625,1644.699951171875,1531.800048828125,1611.949951171875,122628,2021-09-06
2021-09-13,1664.9072265625,1686.25,1734.4000244140625,1501.0,1559.0,127008,2021-09-13
2021-09-20,1596.286865234375,1616.75,1766.0,1579.300048828125,1690.0,73222,2021-09-20
2021-09-27,1634.9906005859375,1655.949951171875,1706.0,1560.0,1621.0,42619,2021-09-27
2021-10-04,1591.9425048828125,1612.3499755859375,1688.9000244140625,1604.949951171875,1644.0,27770,2021-10-04
2021-10-11,1599.3970947265625,1619.9000244140625,1673.949951171875,1605.550048828125,1611.0,27572,2021-10-11
2021-10-18,1542.0816650390625,1561.8499755859375,1658.9000244140625,1540.0,1635.0,19748,2021-10-18
2021-10-25,1505.6982421875,1525.0,1638.9000244140625,1450.949951171875,1562.550048828125,23916,2021-10-25
2021-11-01,1570.1221923828125,1590.25,1620.0,1538.5,1574.800048828125,11867,2021-11-01
2021-11-08,1567.0120849609375,1587.0999755859375,1690.0,1575.0,1600.300048828125,47272,2021-11-08
2021-11-15,1482.6929931640625,1501.699951171875,1600.0,1472.449951171875,1550.0,24040,2021-11-15
2021-11-22,1421.033447265625,1439.25,1548.949951171875,1411.199951171875,1546.9000244140625,21430,2021-11-22
2021-11-29,1498.7867431640625,1518.0,1583.3499755859375,1416.0,1449.0,36331,2021-11-29
2021-12-06,1473.806884765625,1492.699951171875,1562.699951171875,1482.0999755859375,1544.75,14290,2021-12-06
2021-12-13,1482.49560546875,1501.5,1549.5999755859375,1462.5999755859375,1538.0,16868,2021-12-13
2021-12-20,1462.650146484375,1481.4000244140625,1509.949951171875,1444.0999755859375,1506.1500244140625,11249,2021-12-20
2021-12-27,1482.3475341796875,1501.3499755859375,1529.75,1450.0999755859375,1499.949951171875,14897,2021-12-27
2022-01-03,1465.85888671875,1484.6500244140625,1529.949951171875,1471.0,1525.9000244140625,15075,2022-01-03
2022-01-10,1643.728759765625,1664.800048828125,1695.0,1487.6500244140625,1489.949951171875,49419,2022-01-10
2022-01-17,1511.47412109375,1530.8499755859375,1707.0,1503.0,1694.0,36003,2022-01-17
2022-01-24,1470.9437255859375,1489.800048828125,1574.9000244140625,1458.5,1560.0,13511,2022-01-24
2022-01-31,1462.99560546875,1481.75,1540.0,1461.0,1489.800048828125,20506,2022-01-31
2022-02-07,1479.977783203125,1498.949951171875,1509.9000244140625,1450.5,1475.0,14332,2022-02-07
2022-02-14,1445.9144287109375,1464.449951171875,1504.8499755859375,1410.0999755859375,1485.0,18432,2022-02-14
2022-02-21,1417.5777587890625,1435.75,1475.199951171875,1340.0,1426.0,30701,2022-02-21
2022-02-28,1357.6953125,1375.0999755859375,1431.300048828125,1351.300048828125,1407.0,13194,2022-02-28
2022-03-07,1471.684326171875,1490.550048828125,1598.0,1301.949951171875,1311.199951171875,43601,2022-03-07
2022-03-14,1635.97802734375,1656.949951171875,1699.0,1497.0,1595.0,96459,2022-03-14
2022-03-21,1505.8956298828125,1525.199951171875,1652.0,1505.0,1627.550048828125,19689,2022-03-21
2022-03-28,1556.1512451171875,1576.0999755859375,1589.25,1512.050048828125,1561.199951171875,14793,2022-03-28
2022-04-04,1571.40576171875,1591.550048828125,1649.0,1551.0,1551.0,13976,2022-04-04
2022-04-11,1547.5615234375,1567.4000244140625,1640.0,1555.050048828125,1600.8499755859375,7325,2022-04-11
2022-04-18,1583.5994873046875,1603.9000244140625,1632.449951171875,1544.0,1567.4000244140625,14930,2022-04-18
2022-04-25,1519.61962890625,1539.0999755859375,1628.0,1508.550048828125,1628.0,7098,2022-04-25
2022-05-02,1469.3638916015625,1488.199951171875,1600.0,1478.5,1526.550048828125,7675,2022-05-02
2022-05-09,1290.753662109375,1307.300048828125,1540.0,1300.050048828125,1540.0,11792,2022-05-09
2022-05-16,1387.710693359375,1405.5,1432.1500244140625,1321.300048828125,1349.0,5234,2022-05-16
2022-05-23,1330.9384765625,1348.0,1428.0,1280.0,1405.5,10819,2022-05-23
2022-05-30,1361.39794921875,1378.8499755859375,1436.6500244140625,1334.5999755859375,1348.0,6084,2022-05-30
2022-06-06,1308.18017578125,1324.949951171875,1408.0,1320.5,1408.0,4106,2022-06-06
2022-06-13,1207.8660888671875,1223.3499755859375,1344.949951171875,1209.1500244140625,1294.0,5662,2022-06-13
2022-06-20,1271.0068359375,1287.300048828125,1297.199951171875,1201.050048828125,1226.0,4974,2022-06-20
2022-06-27,1286.6561279296875,1303.1500244140625,1540.0,1270.0,1309.0,8661,2022-06-27
2022-07-04,1327.433349609375,1344.449951171875,1358.1500244140625,1277.0,1302.75,5053,2022-07-04
2022-07-11,1294.456298828125,1311.050048828125,1365.050048828125,1252.6500244140625,1344.0,6295,2022-07-11
2022-07-18,1326.14990234375,1343.1500244140625,1360.0,1275.0,1301.0,7061,2022-07-18
2022-07-25,1365.298095703125,1382.800048828125,1544.0,1342.050048828125,1365.0,9567,2022-07-25
2022-08-01,1358.8802490234375,1376.300048828125,1463.0,1370.0,1380.0,9367,2022-08-01
2022-08-08,1443.8662109375,1451.800048828125,1477.949951171875,1349.5999755859375,1377.050048828125,20173,2022-08-08
2022-08-15,1539.391357421875,1547.8499755859375,1592.050048828125,1435.0,1451.800048828125,15368,2022-08-15
2022-08-22,1538.6951904296875,1547.1500244140625,1590.0,1475.0,1527.1500244140625,18911,2022-08-22
2022-08-29,1572.758056640625,1581.4000244140625,1600.0,1502.0,1503.1500244140625,9588,2022-08-29
2022-09-05,1676.4383544921875,1685.6500244140625,1750.050048828125,1568.300048828125,1594.8499755859375,53432,2022-09-05
2022-09-12,1593.2454833984375,1602.0,1740.0,1599.050048828125,1740.0,25034,2022-09-12
2022-09-19,1830.3426513671875,1840.4000244140625,1940.0,1600.0,1626.050048828125,253241,2022-09-19
2022-09-26,1707.6668701171875,1717.050048828125,1870.0,1675.0,1870.0,41182,2022-09-26
2022-10-03,1780.7650146484375,1790.550048828125,1875.0,1701.0999755859375,1735.0,17676,2022-10-03
2022-10-10,1779.2236328125,1789.0,1848.0,1750.0,1798.0,21209,2022-10-10
2022-10-17,1842.227294921875,1852.3499755859375,1895.5999755859375,1779.4000244140625,1814.550048828125,49537,2022-10-17
2022-10-24,1789.7159423828125,1799.550048828125,1878.0,1757.0,1871.0999755859375,8682,2022-10-24
2022-10-31,1745.9564208984375,1755.550048828125,1817.550048828125,1741.25,1817.550048828125,10824,2022-10-31
2022-11-07,1805.72802734375,1815.6500244140625,1880.0,1754.9000244140625,1777.5999755859375,50420,2022-11-07
2022-11-14,1981.1142578125,1992.0,2096.39990234375,1806.449951171875,1840.0,109445,2022-11-14
2022-11-21,1942.625732421875,1953.300048828125,2169.0,1941.4000244140625,2013.949951171875,95974,2022-11-21
2022-11-28,1918.7569580078125,1929.300048828125,2009.3499755859375,1925.0,1948.0,26228,2022-11-28
2022-12-05,1850.9793701171875,1861.1500244140625,1983.5,1854.75,1929.300048828125,28758,2022-12-05
2022-12-12,1885.091796875,1895.449951171875,2015.449951171875,1809.0,1874.0,27600,2022-12-12
2022-12-19,1793.14697265625,1803.0,1940.0,1771.300048828125,1897.0,18517,2022-12-19
2022-12-26,1917.4141845703125,1927.949951171875,2024.9000244140625,1775.949951171875,1777.0999755859375,20201,2022-12-26
2023-01-02,2112.691162109375,2124.300048828125,2144.25,1942.199951171875,1942.199951171875,33559,2023-01-02
2023-01-09,2023.282470703125,2034.4000244140625,2169.0,2019.050048828125,2124.300048828125,26696,2023-01-09
2023-01-16,1983.948486328125,1994.8499755859375,2087.35009765625,1980.0,2060.0,6646,2023-01-16
2023-01-23,1906.6732177734375,1917.1500244140625,2020.0,1902.0,2020.0,6067,2023-01-23
2023-01-30,1989.1202392578125,2000.050048828125,2026.25,1890.0,1906.5999755859375,8932,2023-01-30
2023-02-06,2091.607177734375,2103.10009765625,2182.449951171875,1936.0999755859375,2005.050048828125,37247,2023-02-06
2023-02-13,2051.17919921875,2062.449951171875,2160.0,2010.8499755859375,2130.0,20114,2023-02-13
2023-02-20,2191.95556640625,2204.0,2284.800048828125,2080.300048828125,2085.0,106048,2023-02-20
2023-02-27,2209.45947265625,2221.60009765625,2374.89990234375,2197.449951171875,2225.0,72579,2023-02-27
2023-03-06,2301.20556640625,2313.85009765625,2444.0,2221.39990234375,2230.0,84855,2023-03-06
2023-03-13,2266.098388671875,2278.550048828125,2327.89990234375,2200.0,2300.0,43305,2023-03-13
2023-03-20,2430.196533203125,2443.550048828125,2478.14990234375,2250.0,2276.300048828125,70408,2023-03-20
2023-03-27,2418.610107421875,2431.89990234375,2480.0,2351.0,2451.0,43871,2023-03-27
2023-04-03,2685.145751953125,2699.89990234375,2800.0,2380.0,2400.5,60287,2023-04-03
2023-04-10,2766.49853515625,2781.699951171875,2830.0,2630.0,2724.0,38449,2023-04-10
2023-04-17,2664.26025390625,2678.89990234375,2797.60009765625,2650.050048828125,2796.0,21403,2023-04-17
2023-04-24,2552.971923828125,2567.0,2703.449951171875,2523.050048828125,2678.10009765625,23498,2023-04-24
2023-05-01,2543.971435546875,2557.949951171875,2623.85009765625,2458.050048828125,2567.0,15960,2023-05-01
2023-05-08,2646.159912109375,2660.699951171875,2948.0,2537.949951171875,2547.0,77894,2023-05-08
2023-05-15,2547.651123046875,2561.64990234375,2681.800048828125,2495.0,2681.800048828125,28926,2023-05-15
2023-05-22,2587.58203125,2601.800048828125,2920.0,2501.64990234375,2581.949951171875,150719,2023-05-22
2023-05-29,2634.623291015625,2649.10009765625,2675.0,2524.89990234375,2640.85009765625,49196,2023-05-29
2023-06-05,2571.718994140625,2585.85009765625,2764.85009765625,2569.050048828125,2640.0,33660,2023-06-05
2023-06-12,3061.129638671875,3077.949951171875,3158.89990234375,2581.14990234375,2581.14990234375,116347,2023-06-12
2023-06-19,3189.474609375,3207.0,3385.75,3033.25,3098.0,76195,2023-06-19
2023-06-26,3299.519775390625,3317.64990234375,3541.699951171875,3208.0,3248.800048828125,52932,2023-06-26
2023-07-03,3266.20263671875,3284.14990234375,3384.949951171875,3234.800048828125,3357.949951171875,33486,2023-07-03
2023-07-10,3316.4765625,3334.699951171875,3395.0,3242.64990234375,3284.14990234375,21780,2023-07-10
2023-07-17,3215.033935546875,3232.699951171875,3395.0,3213.0,3350.0,13695,2023-07-17
2023-07-24,3429.65478515625,3448.5,3475.050048828125,3162.64990234375,3240.0,23090,2023-07-24
2023-07-31,3589.625732421875,3609.35009765625,3620.0,3401.14990234375,3455.0,33782,2023-07-31
2023-08-07,3583.834716796875,3592.39990234375,3757.800048828125,3529.0,3617.0,28084,2023-08-07
2023-08-14,3565.57861328125,3574.10009765625,3686.75,3371.550048828125,3452.0,28733,2023-08-14
2023-08-21,3477.23974609375,3485.550048828125,3629.0,3440.050048828125,3574.10009765625,12904,2023-08-21
2023-08-28,3545.17724609375,3553.64990234375,3723.949951171875,3459.199951171875,3503.89990234375,24161,2023-08-28
2023-09-04,3431.29931640625,3439.5,3609.0,3430.0,3530.0,20263,2023-09-04
2023-09-11,3479.484375,3487.800048828125,3550.0,3260.0,3491.10009765625,23351,2023-09-11
2023-09-18,3271.4814453125,3279.300048828125,3507.5,3241.0,3487.800048828125,12654,2023-09-18
2023-09-25,3246.93994140625,3254.699951171875,3277.75,3161.300048828125,3275.0,11565,2023-09-25
2023-10-02,3108.820068359375,3116.25,3254.699951171875,3100.0,3254.699951171875,9179,2023-10-02
2023-10-09,3080.1884765625,3087.550048828125,3229.550048828125,3010.0,3050.0,9408,2023-10-09
2023-10-16,3059.0888671875,3066.39990234375,3128.89990234375,3055.60009765625,3085.050048828125,9307,2023-10-16
2023-10-23,3107.273681640625,3114.699951171875,3279.0,2857.60009765625,3065.75,11900,2023-10-23
2023-10-30,3068.815673828125,3076.14990234375,3150.0,3035.25,3115.0,3594,2023-10-30
2023-11-06,3265.944580078125,3273.75,3489.0,3047.89990234375,3121.550048828125,39575,2023-11-06
2023-11-13,3167.280517578125,3174.85009765625,3305.0,3120.0,3305.0,9074,2023-11-13
2023-11-20,3461.876220703125,3470.14990234375,3548.0,3177.10009765625,3190.0,56614,2023-11-20
2023-11-27,3464.76953125,3473.050048828125,3550.0,3326.050048828125,3470.14990234375,26639,2023-11-27
2023-12-04,3417.033447265625,3425.199951171875,3547.0,3335.050048828125,3490.949951171875,13058,2023-12-04
2023-12-11,3417.582275390625,3425.75,3535.0,3317.0,3448.0,22188,2023-12-11
2023-12-18,3334.830078125,3342.800048828125,3511.699951171875,3321.0,3440.0,14224,2023-12-18
2023-12-25,3523.828369140625,3532.25,3682.0,3340.949951171875,3342.800048828125,40366,2023-12-25
2024-01-01,3477.38916015625,3485.699951171875,3624.0,3465.5,3532.25,12860,2024-01-01
2024-01-08,3817.4765625,3826.60009765625,3850.0,3425.0,3485.699951171875,66760,2024-01-08
2024-01-15,3973.004638671875,3982.5,4000.0,3736.60009765625,3851.0,30807,2024-01-15
2024-01-22,4128.08447265625,4137.9501953125,4150.0,3945.0,3982.5,10651,2024-01-22
2024-01-29,4205.54931640625,4215.60009765625,4238.0,4000.0,4142.0,16518,2024-01-29
2024-02-05,4169.3857421875,4179.35009765625,4240.9501953125,3925.10009765625,4240.9501953125,21536,2024-02-05
2024-02-12,4110.5263671875,4120.35009765625,4153.60009765625,3920.0,4131.5498046875,12397,2024-02-12
2024-02-19,4127.2861328125,4137.14990234375,4250.0,4086.10009765625,4141.5498046875,8835,2024-02-19
2024-02-26,4196.37060546875,4206.39990234375,4429.9501953125,4101.10009765625,4137.0,23361,2024-02-26
2024-03-04,4139.90576171875,4149.7998046875,4223.0,4046.0,4154.10009765625,10920,2024-03-04
2024-03-11,4011.113525390625,4020.699951171875,4174.0,3775.050048828125,4160.7998046875,19267,2024-03-11
2024-03-18,4052.5146484375,4062.199951171875,4157.0,3979.60009765625,4046.300048828125,11670,2024-03-18
2024-03-25,4104.7900390625,4114.60009765625,4149.0,3962.75,4062.199951171875,4569,2024-03-25
2024-04-01,4337.03466796875,4347.39990234375,4350.0,4118.10009765625,4132.0,12743,2024-04-01
2024-04-08,4350.95166015625,4361.35009765625,4477.0,4276.60009765625,4360.0,13519,2024-04-08
2024-04-15,4197.16943359375,4207.2001953125,4356.35009765625,4172.75,4327.0,12880,2024-04-15
2024-04-22,5220.173828125,5232.64990234375,5444.0,4124.0,4274.0,84397,2024-04-22
2024-04-29,5464.19091796875,5477.25,5644.25,4995.2001953125,5319.9501953125,60922,2024-04-29
2024-05-06,5425.03466796875,5438.0,5544.0,4980.0,5544.0,56196,2024-05-06
2024-05-13,6456.36962890625,6471.7998046875,6698.89990234375,5205.64990234375,5444.7998046875,135235,2024-05-13
2024-05-20,6326.87890625,6342.0,6597.5,6152.39990234375,6247.60009765625,85926,2024-05-20
2024-05-27,6098.17578125,6112.75,6550.0,6000.0,6300.0,111621,2024-05-27
2024-06-03,6110.9951171875,6125.60009765625,6335.89990234375,5301.0,6335.89990234375,40648,2024-06-03
2024-06-10,6335.45849609375,6350.60009765625,6500.0,6078.75,6126.0,46958,2024-06-10
2024-06-17,6136.98291015625,6151.64990234375,6404.9501953125,6051.5,6350.60009765625,22068,2024-06-17
2024-06-24,5987.34033203125,6001.64990234375,6376.0,5877.0,6190.0,49660,2024-06-24
2024-07-01,6067.89794921875,6082.39990234375,6190.0,5979.2998046875,6088.7001953125,17890,2024-07-01
2024-07-08,6037.7705078125,6052.2001953125,6466.0,5868.10009765625,6170.9501953125,68457,2024-07-08
2024-07-15,5694.78955078125,5708.39990234375,6130.0,5572.35009765625,6065.0,21749,2024-07-15
2024-07-22,5909.87548828125,5924.0,5948.85009765625,5578.75,5708.39990234375,17773,2024-07-22
2024-07-29,5759.83447265625,5773.60009765625,6374.85009765625,5751.0,5982.9501953125,41850,2024-07-29
2024-08-05,5432.3671875,5445.35009765625,5646.0,5365.0,5550.64990234375,19615,2024-08-05
2024-08-12,5817.64599609375,5831.5498046875,6274.0,5135.0,5382.7998046875,86661,2024-08-12
2024-08-19,5860.2939453125,5874.2998046875,6115.35009765625,5632.75,5820.0,30775,2024-08-19
2024-08-26,5689.751953125,5703.35009765625,5886.5,5633.0,5874.2998046875,18940,2024-08-26
2024-09-02,5536.06884765625,5549.2998046875,5828.39990234375,5501.0,5672.0498046875,23375,2024-09-02
2024-09-09,5491.4755859375,5504.60009765625,5620.0,5391.0,5620.0,19170,2024-09-09
2024-09-16,5435.6591796875,5448.64990234375,5647.89990234375,5170.0,5504.64990234375,17652,2024-09-16
2024-09-23,5374.0498046875,5374.0498046875,5522.85009765625,5312.5,5500.0,16608,2024-09-23
2024-09-30,5296.0498046875,5296.0498046875,5521.2998046875,5200.0,5325.5498046875,11534,2024-09-30
2024-10-07,5379.5498046875,5379.5498046875,5424.0,4992.0,5296.0498046875,9940,2024-10-07
2024-10-14,5065.9501953125,5065.9501953125,5475.0,4952.0,5402.7998046875,16117,2024-10-14
2024-10-21,4549.89990234375,4549.89990234375,5094.75,4490.0,5094.7001953125,19432,2024-10-21
2024-10-28,4884.5,4884.5,4939.0,4399.89990234375,4490.0,19437,2024-10-28
2024-11-04,4919.5,4919.5,5077.4501953125,4708.10009765625,4888.35009765625,10357,2024-11-04
2024-11-11,4547.10009765625,4547.10009765625,5074.9501953125,4460.0,4920.0,20957,2024-11-11
2024-11-18,4602.2998046875,4602.2998046875,4667.64990234375,4402.60009765625,4583.9501953125,12019,2024-11-18
2024-11-25,4797.5,4797.5,4810.14990234375,4594.75,4668.0,9563,2024-11-25
2024-12-02,4667.89990234375,4667.89990234375,4915.0,4650.39990234375,4750.0,10224,2024-12-02
2024-12-09,4710.2998046875,4710.2998046875,4880.0,4599.10009765625,4667.89990234375,14667,2024-12-09
2024-12-16,4538.60009765625,4538.60009765625,4760.0,4507.2998046875,4675.0,6972,2024-12-16
2024-12-23,4464.25,4464.25,4610.35009765625,4445.10009765625,4539.0,3366,2024-12-23
2024-12-30,4413.75,4413.75,4630.0,4385.0,4499.4501953125,10000,2024-12-30
2025-01-06,4267.75,4267.75,4548.4501953125,4229.0,4435.0,7662,2025-01-06
2025-01-13,4122.60009765625,4122.60009765625,4270.0,3951.550048828125,4200.0,11833,2025-01-13
2025-01-20,3936.75,3936.75,4233.4501953125,3899.949951171875,4059.0,10535,2025-01-20
2025-01-27,3791.89990234375,3791.89990234375,4100.0,3591.550048828125,3918.5,20254,2025-01-27
2025-02-03,3895.699951171875,3895.699951171875,3989.949951171875,3649.949951171875,3790.0,20485,2025-02-03
2025-02-10,3384.14990234375,3384.14990234375,3911.5,3310.39990234375,3911.5,32538,2025-02-10
2025-02-17,3500.14990234375,3500.14990234375,3608.60009765625,3150.0,3348.14990234375,16158,2025-02-17
2025-02-24,3227.85009765625,3227.85009765625,3550.050048828125,3189.5,3549.75,13086,2025-02-24
2025-03-03,3548.300048828125,3548.300048828125,3550.0,3029.550048828125,3274.699951171875,27994,2025-03-03
2025-03-10,3315.699951171875,3315.699951171875,3591.800048828125,3251.0,3549.0,11911,2025-03-10
2025-03-17,3491.75,3491.75,3554.10009765625,3274.050048828125,3297.0,18463,2025-03-17
2025-03-24,3120.949951171875,3120.949951171875,3591.949951171875,3073.10009765625,3480.0,66299,2025-03-24
2025-03-31,3313.75,3313.75,3550.0,3120.949951171875,3120.949951171875,25526,2025-03-31
2025-04-07,3145.800048828125,3145.800048828125,3413.60009765625,3000.0,3000.0,25745,2025-04-07
2025-04-14,3233.300048828125,3233.300048828125,3271.699951171875,3165.800048828125,3224.39990234375,53664,2025-04-14
2025-04-21,3095.5,3095.5,3281.0,3055.0,3281.0,50166,2025-04-21
2025-04-28,3096.800048828125,3096.800048828125,3192.5,3000.0,3114.800048828125,29636,2025-04-28
2025-05-05,2886.60009765625,2886.60009765625,3100.0,2810.800048828125,3100.0,47384,2025-05-05
2025-05-12,3167.0,3167.0,3396.0,2925.89990234375,3000.0,185114,2025-05-12
2025-05-19,3580.699951171875,3580.699951171875,3699.0,3179.5,3180.0,347336,2025-05-19
2025-05-26,3721.0,3721.0,3797.0,3510.0,3600.39990234375,87096,2025-05-26
2025-06-02,3861.89990234375,3861.89990234375,3944.89990234375,3714.10009765625,3748.0,73963,2025-06-02
2025-06-09,3704.89990234375,3704.89990234375,3920.10009765625,3630.10009765625,3887.699951171875,36480,2025-06-09
2025-06-16,3546.89990234375,3546.89990234375,3778.5,3520.0,3725.800048828125,40476,2025-06-16
2025-06-23,4196.7001953125,4196.7001953125,4387.10009765625,3488.0,3530.10009765625,182828,2025-06-23
2025-06-30,4247.89990234375,4247.89990234375,4379.2001953125,4065.0,4278.89990234375,127910,2025-06-30
2025-07-07,4129.89990234375,4129.89990234375,4344.0,4111.60009765625,4248.0,46580,2025-07-07
2025-07-14,4403.7998046875,4403.7998046875,4446.0,4050.0,4120.0,71740,2025-07-14
