Date,Adj Close_SYRMA.NS,Close_SYRMA.NS,High_SYRMA.NS,Low_SYRMA.NS,Open_SYRMA.NS,Volume_SYRMA.NS,Date
2023-01-09,271.2269592285156,272.95001220703125,275.79998779296875,269.3999938964844,272.0,533592,2023-01-09
2023-01-16,269.5873718261719,271.29998779296875,274.0,264.3500061035156,273.79998779296875,554893,2023-01-16
2023-01-23,257.9115295410156,259.54998779296875,276.95001220703125,251.0,275.0,929450,2023-01-23
2023-01-30,251.6016387939453,253.1999969482422,271.70001220703125,248.10000610351562,259.70001220703125,1562183,2023-01-30
2023-02-06,275.05267333984375,276.79998779296875,281.0,250.35000610351562,254.5,2639093,2023-02-06
2023-02-13,259.3027038574219,260.95001220703125,280.95001220703125,260.1000061035156,278.0,1461875,2023-02-13
2023-02-20,275.30108642578125,277.04998779296875,287.29998779296875,256.79998779296875,261.95001220703125,2459931,2023-02-20
2023-02-27,267.8981018066406,269.6000061035156,282.79998779296875,263.04998779296875,277.1000061035156,1393647,2023-02-27
2023-03-06,276.14569091796875,277.8999938964844,288.0,271.0,271.0,1821538,2023-03-06
2023-03-13,256.967529296875,258.6000061035156,280.45001220703125,257.0,271.1000061035156,1701824,2023-03-13
2023-03-20,258.6568298339844,260.29998779296875,268.70001220703125,250.60000610351562,258.8999938964844,1796048,2023-03-20
2023-03-27,260.8926086425781,262.54998779296875,267.54998779296875,252.3000030517578,261.0,1354047,2023-03-27
2023-04-03,280.4185791015625,282.20001220703125,286.70001220703125,260.8500061035156,262.5,1229031,2023-04-03
2023-04-10,292.8893737792969,294.75,296.0,275.8999938964844,284.0,2193995,2023-04-10
2023-04-17,290.7529296875,292.6000061035156,297.6499938964844,289.0,291.75,1397483,2023-04-17
2023-04-24,293.28680419921875,295.1499938964844,304.0,290.54998779296875,294.0,1357122,2023-04-24
2023-05-01,294.8270568847656,296.70001220703125,307.70001220703125,292.04998779296875,295.1499938964844,1135786,2023-05-01
2023-05-08,310.92474365234375,312.8999938964844,316.0,285.1000061035156,296.95001220703125,3255974,2023-05-08
2023-05-15,326.4263000488281,328.5,335.3999938964844,305.1499938964844,310.5,9506815,2023-05-15
2023-05-22,363.7889404296875,366.1000061035156,378.0,323.79998779296875,328.0,12728331,2023-05-22
2023-05-29,383.61297607421875,386.04998779296875,399.0,358.25,366.95001220703125,7545065,2023-05-29
2023-06-05,399.7604064941406,402.29998779296875,412.6000061035156,381.6000061035156,388.0,4481345,2023-06-05
2023-06-12,440.2034912109375,443.0,461.0,398.0,404.20001220703125,7109233,2023-06-12
2023-06-19,429.7201232910156,432.45001220703125,458.0,429.04998779296875,444.04998779296875,4610458,2023-06-19
2023-06-26,445.0725402832031,447.8999938964844,472.79998779296875,428.54998779296875,431.0,6877504,2023-06-26
2023-07-03,441.7436828613281,444.54998779296875,451.8999938964844,438.0,450.3999938964844,2316832,2023-07-03
2023-07-10,480.5472106933594,483.6000061035156,511.8500061035156,439.04998779296875,446.29998779296875,8052965,2023-07-10
2023-07-17,466.9833984375,469.95001220703125,494.0,465.1000061035156,485.95001220703125,2588520,2023-07-17
2023-07-24,466.2878112792969,469.25,483.70001220703125,466.04998779296875,475.0,1978920,2023-07-24
2023-07-31,474.1379089355469,477.1499938964844,517.0,466.70001220703125,471.8999938964844,7498207,2023-07-31
2023-08-07,470.1631774902344,473.1499938964844,490.0,470.04998779296875,480.5,1661407,2023-08-07
2023-08-14,467.1820983886719,470.1499938964844,475.6499938964844,448.0,475.6499938964844,2585633,2023-08-14
2023-08-21,534.3553466796875,537.75,540.0,463.0,473.95001220703125,6319573,2023-08-21
2023-08-28,532.1195678710938,535.5,579.2999877929688,531.7000122070312,542.1500244140625,6318248,2023-08-28
2023-09-04,563.0969848632812,565.0999755859375,588.0,533.2000122070312,542.9000244140625,5305733,2023-09-04
2023-09-11,543.4169921875,545.3499755859375,578.9000244140625,505.0,567.5,3053401,2023-09-11
2023-09-18,531.758544921875,533.6500244140625,567.0,516.2000122070312,545.0,3261854,2023-09-18
2023-09-25,609.4820556640625,611.6500244140625,623.8499755859375,535.0499877929688,536.4500122070312,6417425,2023-09-25
2023-10-02,635.8881225585938,638.1500244140625,647.0,593.4500122070312,611.6500244140625,6044612,2023-10-02
2023-10-09,636.834716796875,639.0999755859375,658.7999877929688,606.2999877929688,625.0,5217876,2023-10-09
2023-10-16,654.272705078125,656.5999755859375,664.7999877929688,629.0499877929688,642.25,3804228,2023-10-16
2023-10-23,598.32177734375,600.4500122070312,661.8499755859375,562.2000122070312,656.9500122070312,4650099,2023-10-23
2023-10-30,508.19232177734375,510.0,637.5,484.95001220703125,603.7999877929688,11834735,2023-10-30
2023-11-06,529.765625,531.6500244140625,536.6500244140625,492.79998779296875,515.0,5155711,2023-11-06
2023-11-13,533.7015380859375,535.5999755859375,541.6500244140625,521.0999755859375,540.0,1682779,2023-11-13
2023-11-20,557.8656005859375,559.8499755859375,561.6500244140625,536.0,547.5999755859375,3771727,2023-11-20
2023-11-27,565.6380004882812,567.6500244140625,579.0,540.5499877929688,559.8499755859375,3530176,2023-11-27
2023-12-04,617.6529541015625,619.8499755859375,626.2999877929688,560.5499877929688,579.7999877929688,4226259,2023-12-04
2023-12-11,667.5753784179688,669.9500122070312,679.9500122070312,608.0999755859375,620.9000244140625,4453913,2023-12-11
2023-12-18,668.42236328125,670.7999877929688,705.2000122070312,646.0,667.8499755859375,5788376,2023-12-18
2023-12-25,668.6217041015625,671.0,677.0,652.0999755859375,670.7999877929688,2529523,2023-12-25
2024-01-01,628.9627685546875,631.2000122070312,672.7999877929688,623.3499755859375,665.4500122070312,2396322,2024-01-01
2024-01-08,611.77392578125,613.9500122070312,635.0,604.1500244140625,635.0,2394965,2024-01-08
2024-01-15,608.7845458984375,610.9500122070312,629.5,594.5999755859375,613.9500122070312,2553607,2024-01-15
2024-01-22,598.37158203125,600.5,622.9500122070312,588.5,610.9500122070312,1158494,2024-01-22
2024-01-29,579.3392944335938,581.4000244140625,610.0,579.25,604.9000244140625,1551434,2024-01-29
2024-02-05,510.6834716796875,512.5,587.6500244140625,491.3500061035156,587.6500244140625,7279074,2024-02-05
2024-02-12,506.44854736328125,508.25,518.5999755859375,491.0,512.5,2203311,2024-02-12
2024-02-19,523.3384399414062,525.2000122070312,530.0,506.29998779296875,517.4500122070312,2941316,2024-02-19
2024-02-26,534.2496948242188,536.1500244140625,542.6500244140625,494.1000061035156,525.9000244140625,3585347,2024-02-26
2024-03-04,523.6871948242188,525.5499877929688,569.9500122070312,515.0,547.2000122070312,3850205,2024-03-04
2024-03-11,505.2029724121094,507.0,528.25,450.0,528.2000122070312,6648658,2024-03-11
2024-03-18,480.29156494140625,482.0,509.04998779296875,472.20001220703125,507.0,2576234,2024-03-18
2024-03-25,463.7503967285156,465.3999938964844,484.0,461.29998779296875,482.0,1457292,2024-03-25
2024-04-01,491.35223388671875,493.1000061035156,503.25,472.6000061035156,474.3500061035156,2342255,2024-04-01
2024-04-08,486.61907958984375,488.3500061035156,500.0,472.0,496.70001220703125,1296966,2024-04-08
2024-04-15,464.1988220214844,465.8500061035156,484.95001220703125,464.04998779296875,476.5,870418,2024-04-15
2024-04-22,473.56549072265625,475.25,489.6499938964844,466.1000061035156,471.04998779296875,1776905,2024-04-22
2024-04-29,486.170654296875,487.8999938964844,506.0,475.29998779296875,477.8999938964844,1945822,2024-04-29
2024-05-06,471.2736511230469,472.95001220703125,493.0,459.79998779296875,492.0,1177443,2024-05-06
2024-05-13,411.1375732421875,412.6000061035156,475.0,386.1000061035156,474.0,12085714,2024-05-13
2024-05-20,477.0032958984375,478.70001220703125,488.3500061035156,395.3999938964844,395.3999938964844,8446203,2024-05-20
2024-05-27,478.3484802246094,480.04998779296875,492.8999938964844,462.6000061035156,478.70001220703125,3683994,2024-05-27
2024-06-03,463.10272216796875,464.75,504.0,411.54998779296875,495.0,6809366,2024-06-03
2024-06-10,464.14898681640625,465.79998779296875,480.54998779296875,459.5,470.6499938964844,2485801,2024-06-10
2024-06-17,499.3736877441406,501.1499938964844,528.8499755859375,465.79998779296875,465.79998779296875,9357367,2024-06-17
2024-06-24,495.2384033203125,497.0,521.8499755859375,488.75,503.1000061035156,6565944,2024-06-24
2024-07-01,500.2206726074219,502.0,512.9000244140625,484.0,497.0,2638041,2024-07-01
2024-07-08,485.5727844238281,487.29998779296875,506.0,480.0,504.79998779296875,1646637,2024-07-08
2024-07-15,451.4940185546875,453.1000061035156,492.20001220703125,448.29998779296875,489.6000061035156,1713183,2024-07-15
2024-07-22,473.9142761230469,475.6000061035156,487.95001220703125,440.04998779296875,440.04998779296875,2292760,2024-07-22
2024-07-29,489.7579040527344,491.5,505.70001220703125,478.0,484.0,3220722,2024-07-29
2024-08-05,413.3297424316406,414.79998779296875,484.8999938964844,401.54998779296875,484.8999938964844,7660521,2024-08-05
2024-08-12,409.8421630859375,411.29998779296875,418.5,390.6000061035156,417.79998779296875,2128906,2024-08-12
2024-08-19,452.68975830078125,454.29998779296875,462.95001220703125,414.20001220703125,416.45001220703125,2670613,2024-08-19
2024-08-26,436.7962951660156,438.3500061035156,460.95001220703125,429.0,455.1000061035156,1836705,2024-08-26
2024-09-02,428.12713623046875,429.6499938964844,444.0,428.1000061035156,444.0,1134532,2024-09-02
2024-09-09,466.49066162109375,468.1499938964844,480.5,417.20001220703125,429.6499938964844,6680660,2024-09-09
2024-09-16,443.04998779296875,443.04998779296875,468.95001220703125,435.0,465.20001220703125,2321844,2024-09-16
2024-09-23,440.79998779296875,440.79998779296875,472.79998779296875,438.1499938964844,443.04998779296875,4054171,2024-09-23
2024-09-30,416.0,416.0,446.0,414.3500061035156,445.5,1711697,2024-09-30
2024-10-07,416.8500061035156,416.8500061035156,421.3999938964844,400.70001220703125,419.8999938964844,1673405,2024-10-07
2024-10-14,406.8999938964844,406.8999938964844,419.04998779296875,398.8999938964844,418.54998779296875,1706857,2024-10-14
2024-10-21,379.54998779296875,379.54998779296875,410.0,376.3500061035156,407.20001220703125,2615824,2024-10-21
2024-10-28,509.0,509.0,530.0,385.8500061035156,389.54998779296875,52329244,2024-10-28
2024-11-04,549.3499755859375,549.3499755859375,580.25,500.0,501.0,19769096,2024-11-04
2024-11-11,547.6500244140625,547.6500244140625,559.0,522.75,549.3499755859375,3949844,2024-11-11
2024-11-18,527.3499755859375,527.3499755859375,584.0,519.0999755859375,550.0,3924700,2024-11-18
2024-11-25,566.1500244140625,566.1500244140625,590.0,532.0,539.0,6036151,2024-11-25
2024-12-02,550.9000244140625,550.9000244140625,595.0,541.0,564.0,5033736,2024-12-02
2024-12-09,607.5,607.5,614.3499755859375,550.0,551.7999877929688,10305737,2024-12-09
2024-12-16,595.0,595.0,631.7999877929688,572.0,613.0,7552790,2024-12-16
2024-12-23,596.25,596.25,619.0,579.0499877929688,600.9000244140625,3579433,2024-12-23
2024-12-30,627.5999755859375,627.5999755859375,642.2999877929688,570.0,599.0,8375303,2024-12-30
2025-01-06,567.7999877929688,567.7999877929688,647.0999755859375,554.4000244140625,630.0,6737185,2025-01-06
2025-01-13,532.3499755859375,532.3499755859375,588.7999877929688,525.0,575.75,4971072,2025-01-13
2025-01-20,460.8999938964844,460.8999938964844,545.0999755859375,452.5,537.4000244140625,6521076,2025-01-20
2025-01-27,532.25,532.25,554.75,402.45001220703125,458.3999938964844,24305346,2025-01-27
2025-02-03,519.8499755859375,519.8499755859375,569.3499755859375,511.25,531.0,6544794,2025-02-03
2025-02-10,441.54998779296875,441.54998779296875,522.0,437.0,520.0499877929688,3656738,2025-02-10
2025-02-17,425.70001220703125,425.70001220703125,456.0,419.29998779296875,440.0,5344361,2025-02-17
2025-02-24,413.8500061035156,413.8500061035156,458.0,406.1499938964844,424.3500061035156,6245061,2025-02-24
2025-03-03,449.54998779296875,449.54998779296875,456.0,397.0,419.95001220703125,4507709,2025-03-03
2025-03-10,413.75,413.75,454.29998779296875,409.5,451.95001220703125,2372996,2025-03-10
2025-03-17,468.8999938964844,468.8999938964844,486.3999938964844,414.0,423.0,3539078,2025-03-17
2025-03-24,459.8999938964844,459.8999938964844,492.54998779296875,454.95001220703125,474.0,3939434,2025-03-24
2025-03-31,442.1499938964844,442.1499938964844,475.8999938964844,440.1000061035156,459.8999938964844,2056115,2025-03-31
2025-04-07,479.79998779296875,479.79998779296875,484.8999938964844,370.0,382.54998779296875,4971389,2025-04-07
2025-04-14,500.8999938964844,500.8999938964844,511.8999938964844,479.79998779296875,479.79998779296875,2836918,2025-04-14
2025-04-21,489.75,489.75,533.2000122070312,486.04998779296875,503.95001220703125,5792713,2025-04-21
2025-04-28,464.5,464.5,494.8999938964844,453.79998779296875,490.25,2346006,2025-04-28
2025-05-05,478.45001220703125,478.45001220703125,508.0,446.79998779296875,456.8999938964844,7721504,2025-05-05
2025-05-12,529.6500244140625,529.6500244140625,573.0,505.0,505.0,14855751,2025-05-12
2025-05-19,536.25,536.25,552.9500122070312,519.0,531.75,4380311,2025-05-19
2025-05-26,538.7999877929688,538.7999877929688,558.0,530.0,538.9000244140625,3707661,2025-05-26
2025-06-02,534.9000244140625,534.9000244140625,576.0,532.0499877929688,548.0,4443268,2025-06-02
2025-06-09,522.75,522.75,549.4500122070312,511.25,537.4000244140625,2671395,2025-06-09
2025-06-16,506.6499938964844,506.6499938964844,541.8499755859375,504.0,522.9500122070312,6143711,2025-06-16
2025-06-23,556.9500122070312,556.9500122070312,564.2000122070312,500.0,500.0,8628951,2025-06-23
2025-06-30,609.5499877929688,609.5499877929688,614.7999877929688,555.0,557.4500122070312,9935426,2025-06-30
2025-07-07,678.4500122070312,678.4500122070312,685.0,600.9000244140625,606.5999755859375,22770137,2025-07-07
2025-07-14,695.4500122070312,695.4500122070312,700.75,668.0,679.7999877929688,3589382,2025-07-14
