Date,Adj Close_CONCORDBIO.NS,Close_CONCORDBIO.NS,High_CONCORDBIO.NS,Low_CONCORDBIO.NS,Open_CONCORDBIO.NS,Volume_CONCORDBIO.NS,Date
2023-08-14,937.551513671875,942.7999877929688,987.7000122070312,900.0499877929688,900.0499877929688,24249334,2023-08-14
2023-08-21,968.279541015625,973.7000122070312,1022.3499755859375,921.0999755859375,939.9500122070312,7449959,2023-08-21
2023-08-28,965.6442260742188,971.0499877929688,1006.25,958.0,979.9000244140625,1385757,2023-08-28
2023-09-04,1008.603759765625,1014.25,1075.0,960.0,975.0,1911260,2023-09-04
2023-09-11,1008.2059936523438,1013.8499755859375,1047.5999755859375,973.0,1020.0,1050988,2023-09-11
2023-09-18,977.925537109375,983.4000244140625,1027.5,958.7000122070312,1012.9500122070312,617508,2023-09-18
2023-09-25,1077.9654541015625,1084.0,1090.0999755859375,986.0,990.0,1249752,2023-09-25
2023-10-02,1115.2069091796875,1121.449951171875,1177.0,1051.0,1084.0,984591,2023-10-02
2023-10-09,1134.4990234375,1140.8499755859375,1174.75,1082.0,1090.0999755859375,577003,2023-10-09
2023-10-16,1168.011474609375,1174.550048828125,1214.25,1145.0,1152.300048828125,560890,2023-10-16
2023-10-23,1198.49072265625,1205.199951171875,1259.0,1136.0999755859375,1162.0,657590,2023-10-23
2023-10-30,1138.5264892578125,1144.9000244140625,1222.199951171875,1125.550048828125,1219.6500244140625,517733,2023-10-30
2023-11-06,1295.3485107421875,1302.5999755859375,1397.050048828125,1133.050048828125,1149.949951171875,2188065,2023-11-06
2023-11-13,1273.0732421875,1280.199951171875,1377.0,1272.050048828125,1310.800048828125,890250,2023-11-13
2023-11-20,1250.84765625,1257.8499755859375,1312.5,1205.449951171875,1275.0,1440380,2023-11-20
2023-11-27,1298.4810791015625,1305.75,1357.4000244140625,1221.0,1257.8499755859375,1612345,2023-11-27
2023-12-04,1309.171142578125,1316.5,1372.800048828125,1300.0999755859375,1322.6500244140625,635747,2023-12-04
2023-12-11,1313.6461181640625,1321.0,1368.0,1289.0,1316.550048828125,356538,2023-12-11
2023-12-18,1496.323486328125,1504.699951171875,1539.9000244140625,1314.0,1341.0,1671031,2023-12-18
2023-12-25,1463.606689453125,1471.800048828125,1523.949951171875,1438.0,1504.699951171875,581432,2023-12-25
2024-01-01,1541.321533203125,1549.949951171875,1587.0,1449.949951171875,1471.949951171875,641099,2024-01-01
2024-01-08,1420.895751953125,1428.8499755859375,1607.0,1422.5999755859375,1562.5,794875,2024-01-08
2024-01-15,1382.11279296875,1389.8499755859375,1448.949951171875,1355.1500244140625,1428.8499755859375,340374,2024-01-15
2024-01-22,1378.3836669921875,1386.0999755859375,1431.0,1370.800048828125,1389.8499755859375,190223,2024-01-22
2024-01-29,1456.0489501953125,1464.199951171875,1492.5999755859375,1368.0,1400.0,395201,2024-01-29
2024-02-05,1448.9884033203125,1457.0999755859375,1512.1500244140625,1370.550048828125,1462.949951171875,956540,2024-02-05
2024-02-12,1455.85009765625,1464.0,1478.949951171875,1373.800048828125,1453.5,495900,2024-02-12
2024-02-19,1467.0374755859375,1475.25,1487.8499755859375,1375.0,1460.25,997773,2024-02-19
2024-02-26,1470.5677490234375,1478.800048828125,1535.6500244140625,1420.5,1496.9000244140625,433050,2024-02-26
2024-03-04,1523.7698974609375,1532.300048828125,1597.800048828125,1384.550048828125,1454.699951171875,436189,2024-03-04
2024-03-11,1394.0460205078125,1401.8499755859375,1523.0,1350.050048828125,1520.0,613195,2024-03-11
2024-03-18,1484.7880859375,1493.0999755859375,1524.5,1393.1500244140625,1408.9000244140625,407356,2024-03-18
2024-03-25,1512.3338623046875,1520.800048828125,1559.75,1460.0,1493.0999755859375,212725,2024-03-25
2024-04-01,1527.7972412109375,1536.3499755859375,1565.0,1469.9000244140625,1565.0,348574,2024-04-01
2024-04-08,1551.315673828125,1560.0,1660.0,1495.0999755859375,1553.949951171875,930336,2024-04-08
2024-04-15,1584.1319580078125,1593.0,1626.949951171875,1487.050048828125,1540.0,685057,2024-04-15
2024-04-22,1650.8087158203125,1660.050048828125,1677.949951171875,1571.199951171875,1607.3499755859375,444184,2024-04-22
2024-04-29,1608.744140625,1617.75,1725.0,1609.949951171875,1684.5,279238,2024-04-29
2024-05-06,1500.698974609375,1509.0999755859375,1641.0,1491.4000244140625,1641.0,181936,2024-05-06
2024-05-13,1484.1416015625,1492.449951171875,1530.0,1422.6500244140625,1517.0,299605,2024-05-13
2024-05-20,1443.56884765625,1451.6500244140625,1492.0,1430.1500244140625,1431.699951171875,320320,2024-05-20
2024-05-27,1455.3529052734375,1463.5,1529.8499755859375,1355.0,1450.0,6790091,2024-05-27
2024-06-03,1445.4085693359375,1453.5,1507.050048828125,1327.050048828125,1478.0,525919,2024-06-03
2024-06-10,1521.9798583984375,1530.5,1545.9000244140625,1426.050048828125,1461.9000244140625,508117,2024-06-10
2024-06-17,1550.9676513671875,1559.6500244140625,1595.4000244140625,1526.6500244140625,1530.5,273978,2024-06-17
2024-06-24,1549.050048828125,1549.050048828125,1585.0,1460.5,1541.300048828125,250706,2024-06-24
2024-07-01,1683.699951171875,1683.699951171875,1745.0,1513.800048828125,1544.050048828125,489736,2024-07-01
2024-07-08,1689.9000244140625,1689.9000244140625,1799.0,1655.0,1694.9000244140625,315497,2024-07-08
2024-07-15,1672.550048828125,1672.550048828125,1738.949951171875,1631.300048828125,1700.0,224111,2024-07-15
2024-07-22,1702.6500244140625,1702.6500244140625,1756.300048828125,1636.949951171875,1636.949951171875,311465,2024-07-22
2024-07-29,1579.300048828125,1579.300048828125,1721.8499755859375,1568.75,1711.0,391009,2024-07-29
2024-08-05,1553.6500244140625,1553.6500244140625,1640.0,1479.449951171875,1540.0,423402,2024-08-05
2024-08-12,1634.199951171875,1634.199951171875,1655.75,1472.699951171875,1546.3499755859375,397223,2024-08-12
2024-08-19,1643.75,1643.75,1686.949951171875,1585.25,1634.0,221984,2024-08-19
2024-08-26,1665.9000244140625,1665.9000244140625,1815.0,1570.0,1640.0,2935867,2024-08-26
2024-09-02,1835.9000244140625,1835.9000244140625,1914.449951171875,1694.75,1700.0,2010348,2024-09-02
2024-09-09,2079.300048828125,2079.300048828125,2138.75,1821.6500244140625,1829.949951171875,1343851,2024-09-09
2024-09-16,2601.10009765625,2601.10009765625,2664.0,2025.5999755859375,2050.0,5037069,2024-09-16
2024-09-23,2047.800048828125,2047.800048828125,2609.60009765625,2030.0,2507.25,1795437,2024-09-23
2024-09-30,1921.25,1921.25,2066.449951171875,1872.050048828125,2048.10009765625,512213,2024-09-30
2024-10-07,1895.6500244140625,1895.6500244140625,1989.0,1820.0,1921.9000244140625,370206,2024-10-07
2024-10-14,2018.050048828125,2018.050048828125,2120.5,1877.050048828125,1899.949951171875,776490,2024-10-14
2024-10-21,1807.4000244140625,1807.4000244140625,2029.75,1773.5999755859375,2018.050048828125,396098,2024-10-21
2024-10-28,1861.300048828125,1861.300048828125,1882.3499755859375,1761.5999755859375,1780.300048828125,385052,2024-10-28
2024-11-04,1850.0,1850.0,1875.300048828125,1795.0,1875.300048828125,195800,2024-11-04
2024-11-11,1897.75,1897.75,1933.949951171875,1823.050048828125,1849.949951171875,472560,2024-11-11
2024-11-18,2019.300048828125,2019.300048828125,2045.0,1844.949951171875,1929.949951171875,570082,2024-11-18
