Date,Adj Close_SNOWMAN.NS,Close_SNOWMAN.NS,High_SNOWMAN.NS,Low_SNOWMAN.NS,Open_SNOWMAN.NS,Volume_SNOWMAN.NS,Date
2025-04-07,47.38999938964844,47.38999938964844,48.25,43.29999923706055,44.0,1069214,2025-04-07
2025-04-14,51.119998931884766,51.119998931884766,52.11000061035156,48.04999923706055,48.279998779296875,1926634,2025-04-14
2025-04-21,52.630001068115234,52.630001068115234,56.36000061035156,50.7599983215332,51.56999969482422,4198156,2025-04-21
2025-04-28,51.75,51.75,53.20000076293945,51.75,52.400001525878906,852384,2025-04-28
2025-05-05,48.40999984741211,48.40999984741211,52.20000076293945,46.20000076293945,51.11000061035156,1679917,2025-05-05
2025-05-12,54.09000015258789,54.09000015258789,55.45000076293945,49.75,49.75,2301244,2025-05-12
2025-05-19,58.68000030517578,58.68000030517578,60.939998626708984,53.099998474121094,54.09000015258789,4011722,2025-05-19
2025-05-26,58.720001220703125,58.720001220703125,62.5,58.099998474121094,59.0,3628216,2025-05-26
2025-06-02,57.880001068115234,57.880001068115234,59.97999954223633,57.459999084472656,58.709999084472656,1594521,2025-06-02
2025-06-09,62.310001373291016,62.310001373291016,64.4000015258789,57.91999816894531,58.189998626708984,6382938,2025-06-09
2025-06-16,59.040000915527344,59.040000915527344,64.12000274658203,58.099998474121094,62.7400016784668,2691584,2025-06-16
2025-06-23,60.95000076293945,60.95000076293945,63.79999923706055,57.529998779296875,58.099998474121094,2280193,2025-06-23
2025-06-30,60.119998931884766,60.119998931884766,61.68000030517578,58.45000076293945,61.0099983215332,1640819,2025-06-30
2025-07-07,59.66999816894531,59.66999816894531,62.0,58.52000045776367,60.099998474121094,2014622,2025-07-07
2025-07-14,59.08000183105469,59.08000183105469,60.65999984741211,58.599998474121094,59.099998474121094,624235,2025-07-14
