Date,Adj Close_BSHSL.NS,Close_BSHSL.NS,High_BSHSL.NS,Low_BSHSL.NS,Open_BSHSL.NS,Volume_BSHSL.NS,Date
2020-07-13,8.31750202178955,8.31750202178955,8.31750202178955,8.062501907348633,8.070001602172852,79997,2020-07-13
2020-07-20,8.070001602172852,8.070001602172852,8.070001602172852,8.025001525878906,8.025001525878906,175995,2020-07-20
2020-07-27,8.13750171661377,8.13750171661377,8.13750171661377,8.025001525878906,8.10000228881836,207995,2020-07-27
2020-08-03,8.182501792907715,8.182501792907715,8.70000171661377,7.98750114440918,7.98750114440918,511995,2020-08-03
2020-08-10,8.220002174377441,8.220002174377441,9.045001983642578,8.025001525878906,8.32500171661377,719995,2020-08-10
2020-08-17,9.22500228881836,9.22500228881836,9.22500228881836,8.212501525878906,9.07500171661377,207995,2020-08-17
2020-08-24,11.050000190734863,11.050000190734863,11.510000228881836,9.105002403259277,9.375001907348633,639997,2020-08-24
2020-08-31,9.800000190734863,9.800000190734863,10.524999618530273,9.800000190734863,10.524999618530273,112000,2020-08-31
2020-09-07,9.635000228881836,9.635000228881836,9.680000305175781,9.0,9.0,224000,2020-09-07
2020-09-14,9.050000190734863,9.050000190734863,10.699999809265137,8.920000076293945,9.449999809265137,160000,2020-09-14
2020-09-21,9.399999618530273,9.399999618530273,9.5,9.050000190734863,9.050000190734863,96000,2020-09-21
2020-09-28,9.0,9.0,9.600000381469727,7.75,9.539999961853027,80000,2020-09-28
2020-10-05,9.0,9.0,9.300000190734863,9.0,9.0,144000,2020-10-05
2020-10-12,9.199999809265137,9.199999809265137,9.199999809265137,9.050000190734863,9.050000190734863,80000,2020-10-12
2020-10-19,9.199999809265137,9.199999809265137,9.210000038146973,9.100000381469727,9.109999656677246,80000,2020-10-19
2020-10-26,8.899999618530273,8.899999618530273,9.994999885559082,8.164999961853027,9.125,170560,2020-10-26
2020-11-02,9.300000190734863,9.300000190734863,9.739999771118164,8.704999923706055,9.739999771118164,20250,2020-11-02
2020-11-09,9.430000305175781,9.430000305175781,9.489999771118164,8.329999923706055,9.300000190734863,25590,2020-11-09
2020-11-16,9.085000038146973,9.085000038146973,9.994999885559082,7.804999828338623,9.430000305175781,430590,2020-11-16
2020-11-23,9.1850004196167,9.1850004196167,9.880000114440918,8.649999618530273,9.0,50840,2020-11-23
2020-11-30,9.015000343322754,9.015000343322754,9.4350004196167,8.324999809265137,9.1850004196167,42000,2020-11-30
2020-12-07,9.154999732971191,9.154999732971191,9.494999885559082,7.519999980926514,8.744999885559082,135730,2020-12-07
2020-12-14,9.135000228881836,9.135000228881836,9.600000381469727,8.8100004196167,9.295000076293945,65500,2020-12-14
2020-12-21,8.949999809265137,8.949999809265137,9.600000381469727,8.420000076293945,9.135000228881836,37360,2020-12-21
2020-12-28,9.350000381469727,9.350000381469727,9.800000190734863,9.15999984741211,9.1899995803833,51170,2020-12-28
2021-01-04,9.319999694824219,9.319999694824219,9.59000015258789,8.75,9.59000015258789,35750,2021-01-04
2021-01-11,13.604999542236328,13.604999542236328,13.604999542236328,8.899999618530273,9.329999923706055,2718510,2021-01-11
2021-01-18,13.470000267028809,13.470000267028809,14.96500015258789,13.095000267028809,14.0,2699490,2021-01-18
2021-01-25,13.484999656677246,13.484999656677246,14.295000076293945,12.494999885559082,13.520000457763672,778800,2021-01-25
2021-02-01,13.520000457763672,13.520000457763672,14.09000015258789,12.859999656677246,13.989999771118164,229120,2021-02-01
2021-02-08,13.385000228881836,13.385000228881836,14.085000038146973,13.024999618530273,13.520000457763672,234820,2021-02-08
2021-02-15,14.0,14.0,14.494999885559082,13.100000381469727,13.795000076293945,181890,2021-02-15
2021-02-22,13.550000190734863,13.550000190734863,14.100000381469727,13.020000457763672,14.0,78460,2021-02-22
2021-03-01,13.789999961853027,13.789999961853027,13.989999771118164,13.15999984741211,13.899999618530273,89520,2021-03-01
2021-03-08,13.694999694824219,13.694999694824219,14.270000457763672,13.010000228881836,13.789999961853027,52950,2021-03-08
2021-03-15,13.199999809265137,13.199999809265137,13.994999885559082,13.100000381469727,13.600000381469727,66960,2021-03-15
2021-03-22,13.800000190734863,13.800000190734863,14.0,12.8149995803833,13.699999809265137,106500,2021-03-22
2021-03-29,13.989999771118164,13.989999771118164,14.0,13.119999885559082,13.800000190734863,38910,2021-03-29
2021-04-05,13.600000381469727,13.600000381469727,13.989999771118164,13.300000190734863,13.449999809265137,73360,2021-04-05
2021-04-12,13.789999961853027,13.789999961853027,14.279999732971191,13.010000228881836,14.0,18620,2021-04-12
2021-04-19,13.1850004196167,13.1850004196167,13.78499984741211,13.010000228881836,13.149999618530273,99270,2021-04-19
