Date,Adj Close_ASAHISONG.NS,Close_ASAHISONG.NS,High_ASAHISONG.NS,Low_ASAHISONG.NS,Open_ASAHISONG.NS,Volume_ASAHISONG.NS,Date
2020-07-13,170.73240661621094,173.25,182.9499969482422,160.0500030517578,179.39999389648438,155791,2020-07-13
2020-07-20,206.8990936279297,209.9499969482422,243.6999969482422,172.0,173.9499969482422,1845693,2020-07-20
2020-07-27,206.4063720703125,209.4499969482422,227.5500030517578,200.0,207.35000610351562,339877,2020-07-27
2020-08-03,214.58575439453125,217.75,238.0,205.35000610351562,212.64999389648438,429591,2020-08-03
2020-08-10,203.69631958007812,206.6999969482422,225.0,201.5,224.9499969482422,174688,2020-08-10
2020-08-17,210.89024353027344,214.0,224.0500030517578,203.0,207.6999969482422,314467,2020-08-17
2020-08-24,210.10186767578125,213.1999969482422,254.85000610351562,208.60000610351562,216.0,826910,2020-08-24
2020-08-31,214.24082946777344,217.39999389648438,220.6999969482422,169.75,213.25,605568,2020-08-31
2020-09-07,202.0703125,205.0500030517578,219.0,200.0,219.0,103367,2020-09-07
2020-09-14,212.417724609375,215.5500030517578,225.0,207.0,209.75,175799,2020-09-14
2020-09-21,209.26422119140625,212.35000610351562,223.9499969482422,192.5,216.75,201878,2020-09-21
2020-09-28,209.26422119140625,212.35000610351562,219.5,209.0,215.0,65130,2020-09-28
2020-10-05,220.7449188232422,224.0,232.89999389648438,205.25,214.64999389648438,301189,2020-10-05
2020-10-12,210.29896545410156,213.39999389648438,225.39999389648438,208.0,224.14999389648438,89886,2020-10-12
2020-10-19,214.78285217285156,217.9499969482422,234.89999389648438,205.0,216.0,383163,2020-10-19
2020-10-26,214.14230346679688,217.3000030517578,230.5,211.10000610351562,220.89999389648438,158908,2020-10-26
2020-11-02,236.16751098632812,239.64999389648438,255.0,212.10000610351562,217.3000030517578,757426,2020-11-02
2020-11-09,227.69248962402344,231.0500030517578,249.0,222.5,249.0,217501,2020-11-09
2020-11-16,217.5914306640625,220.8000030517578,237.0,218.0,226.4499969482422,140471,2020-11-16
2020-11-23,214.14230346679688,217.3000030517578,224.75,211.64999389648438,223.0,118838,2020-11-23
2020-11-30,226.5592041015625,229.89999389648438,233.85000610351562,213.14999389648438,217.3000030517578,133653,2020-11-30
2020-12-07,232.3241729736328,235.75,239.89999389648438,218.10000610351562,235.0,158889,2020-12-07
2020-12-14,244.05125427246094,247.64999389648438,282.8500061035156,235.0,241.0,645303,2020-12-14
2020-12-21,244.79034423828125,248.39999389648438,255.0,216.60000610351562,245.0,158559,2020-12-21
2020-12-28,245.52944946289062,249.14999389648438,254.89999389648438,237.10000610351562,254.8000030517578,94343,2020-12-28
2021-01-04,240.30648803710938,243.85000610351562,272.0,241.75,254.0,251040,2021-01-04
2021-01-11,229.219970703125,232.60000610351562,248.75,230.0,243.10000610351562,110050,2021-01-11
2021-01-18,239.66590881347656,243.1999969482422,249.25,226.0,233.14999389648438,134230,2021-01-18
2021-01-25,242.5730438232422,246.14999389648438,256.29998779296875,241.5,243.9499969482422,214407,2021-01-25
2021-02-01,240.01083374023438,243.5500030517578,255.14999389648438,239.10000610351562,249.75,127317,2021-02-01
2021-02-08,238.4833526611328,242.0,255.0,240.10000610351562,240.10000610351562,120378,2021-02-08
2021-02-15,255.03919982910156,258.79998779296875,267.79998779296875,238.75,242.0,302446,2021-02-15
2021-02-22,274.79791259765625,278.8500061035156,291.0,253.8000030517578,258.0,321245,2021-02-22
2021-03-01,266.51995849609375,270.45001220703125,289.0,267.79998779296875,280.20001220703125,119382,2021-03-01
2021-03-08,311.2109069824219,315.79998779296875,330.0,259.8999938964844,270.54998779296875,262257,2021-03-08
2021-03-15,316.4339294433594,321.1000061035156,338.8999938964844,302.5,326.5,355801,2021-03-15
2021-03-22,304.9039306640625,309.3999938964844,325.45001220703125,302.04998779296875,317.0,58274,2021-03-22
2021-03-29,318.8975830078125,323.6000061035156,329.0,309.3999938964844,309.3999938964844,38241,2021-03-29
2021-04-05,333.53179931640625,338.45001220703125,364.0,311.0,327.95001220703125,187442,2021-04-05
2021-04-12,315.4977111816406,320.1499938964844,337.54998779296875,305.1000061035156,327.0,60745,2021-04-12
2021-04-19,314.4629821777344,319.1000061035156,340.0,309.1000061035156,326.0,89283,2021-04-19
2021-04-26,335.010009765625,339.95001220703125,358.29998779296875,316.1000061035156,325.0,100883,2021-04-26
2021-05-03,362.89874267578125,368.25,398.79998779296875,335.25,338.95001220703125,277063,2021-05-03
2021-05-10,359.5481262207031,364.8500061035156,388.70001220703125,358.0,369.0,106993,2021-05-10
2021-05-17,353.5860900878906,358.79998779296875,382.0,356.5,366.0,62836,2021-05-17
2021-05-24,343.04156494140625,348.1000061035156,384.75,342.70001220703125,364.95001220703125,177557,2021-05-24
2021-05-31,376.7445373535156,382.29998779296875,391.5,339.20001220703125,350.0,238369,2021-05-31
2021-06-07,350.2354736328125,355.3999938964844,379.8500061035156,354.0,373.0,313238,2021-06-07
2021-06-14,339.1982421875,344.20001220703125,365.8500061035156,333.25,363.95001220703125,137378,2021-06-14
2021-06-21,333.3839416503906,338.29998779296875,357.95001220703125,333.3500061035156,344.1499938964844,93470,2021-06-21
2021-06-28,347.1805419921875,352.29998779296875,356.75,334.6000061035156,338.29998779296875,112759,2021-06-28
2021-07-05,347.4761657714844,352.6000061035156,369.95001220703125,337.0,355.3999938964844,144170,2021-07-05
2021-07-12,364.376953125,369.75,385.0,352.70001220703125,359.0,244683,2021-07-12
2021-07-19,358.3656005859375,363.6499938964844,380.5,346.1000061035156,371.0,154107,2021-07-19
2021-07-26,406.94921875,412.95001220703125,425.0,358.0,363.6499938964844,470202,2021-07-26
2021-08-02,370.4375915527344,375.8999938964844,447.0,353.54998779296875,423.70001220703125,948233,2021-08-02
2021-08-09,361.07562255859375,366.3999938964844,382.3999938964844,316.0,379.79998779296875,299850,2021-08-09
2021-08-16,339.4446105957031,344.45001220703125,370.29998779296875,340.0,366.3999938964844,140382,2021-08-16
2021-08-23,327.717529296875,332.54998779296875,351.0,323.29998779296875,351.0,105472,2021-08-23
2021-08-30,328.801513671875,333.6499938964844,347.0,326.79998779296875,334.0,96964,2021-08-30
2021-09-06,361.322021484375,366.6499938964844,385.8999938964844,329.0,335.5,301625,2021-09-06
2021-09-13,349.1514587402344,354.29998779296875,370.25,345.0,364.0,141056,2021-09-13
2021-09-20,341.4648132324219,346.5,364.45001220703125,340.1000061035156,353.8999938964844,62786,2021-09-20
2021-09-27,339.30657958984375,340.8500061035156,366.0,338.0,355.20001220703125,138350,2021-09-27
2021-10-04,358.0711975097656,359.70001220703125,384.0,341.1499938964844,345.95001220703125,234700,2021-10-04
2021-10-11,347.71826171875,349.29998779296875,370.0,347.5,370.0,92977,2021-10-11
2021-10-18,330.894775390625,332.3999938964844,360.29998779296875,330.0,352.8999938964844,85126,2021-10-18
2021-10-25,312.4288330078125,313.8500061035156,335.70001220703125,292.79998779296875,335.20001220703125,148884,2021-10-25
2021-11-01,312.9762878417969,314.3999938964844,318.79998779296875,300.0,313.8500061035156,62174,2021-11-01
2021-11-08,302.1257019042969,303.5,334.0,301.79998779296875,318.79998779296875,61405,2021-11-08
2021-11-15,273.2072448730469,274.45001220703125,318.8500061035156,273.04998779296875,303.5,120283,2021-11-15
2021-11-22,263.50140380859375,264.70001220703125,283.75,261.29998779296875,275.04998779296875,85006,2021-11-22
2021-11-29,281.02166748046875,282.29998779296875,290.20001220703125,254.64999389648438,264.25,101655,2021-11-29
2021-12-06,290.97637939453125,292.29998779296875,298.0,268.25,279.8999938964844,76739,2021-12-06
2021-12-13,282.0669250488281,283.3500061035156,332.70001220703125,281.0,295.0,177912,2021-12-13
2021-12-20,294.9582824707031,296.29998779296875,309.79998779296875,267.6000061035156,282.25,217872,2021-12-20
2021-12-27,293.0171203613281,294.3500061035156,308.70001220703125,284.1499938964844,295.0,75608,2021-12-27
2022-01-03,293.31573486328125,294.6499938964844,307.20001220703125,291.1000061035156,292.04998779296875,79110,2022-01-03
2022-01-10,304.5148010253906,305.8999938964844,320.0,292.25,300.0,230562,2022-01-10
