Date,Adj Close_ORIENTHOT.NS,Close_ORIENTHOT.NS,High_ORIENTHOT.NS,Low_ORIENTHOT.NS,Open_ORIENTHOT.NS,Volume_ORIENTHOT.NS,Date
2020-07-13,19.519269943237305,19.899999618530273,20.549999237060547,18.5,19.700000762939453,42540,2020-07-13
2020-07-20,19.61735725402832,20.0,20.5,19.149999618530273,20.0,61217,2020-07-20
2020-07-27,18.974315643310547,19.149999618530273,20.350000381469727,19.0,19.350000381469727,71046,2020-07-27
2020-08-03,19.271564483642578,19.450000762939453,19.799999237060547,18.5,19.200000762939453,65872,2020-08-03
2020-08-10,21.748628616333008,21.950000762939453,22.75,19.049999237060547,19.5,236816,2020-08-10
2020-08-17,23.482574462890625,23.700000762939453,25.049999237060547,20.149999618530273,21.950000762939453,470666,2020-08-17
2020-08-24,22.541288375854492,22.75,24.0,22.5,24.0,210380,2020-08-24
2020-08-31,21.699087142944336,21.899999618530273,23.299999237060547,21.100000381469727,22.350000381469727,154416,2020-08-31
2020-09-07,20.51009750366211,20.700000762939453,22.350000381469727,20.450000762939453,21.899999618530273,62370,2020-09-07
2020-09-14,21.50092315673828,21.700000762939453,22.350000381469727,20.100000381469727,20.700000762939453,66171,2020-09-14
2020-09-21,20.163307189941406,20.350000381469727,22.0,19.350000381469727,20.899999618530273,153411,2020-09-21
2020-09-28,20.70825958251953,20.899999618530273,21.600000381469727,20.0,20.049999237060547,59956,2020-09-28
2020-10-05,20.55963706970215,20.75,21.5,20.100000381469727,21.450000762939453,58152,2020-10-05
2020-10-12,19.816518783569336,20.0,21.0,19.100000381469727,20.450000762939453,50754,2020-10-12
2020-10-19,19.91560173034668,20.100000381469727,20.5,19.5,20.0,57973,2020-10-19
2020-10-26,19.76697540283203,19.950000762939453,20.600000381469727,19.200000762939453,19.5,72249,2020-10-26
2020-11-02,20.014684677124023,20.200000762939453,21.450000762939453,18.799999237060547,19.350000381469727,133902,2020-11-02
2020-11-09,21.104591369628906,21.299999237060547,22.0,19.649999618530273,20.350000381469727,203853,2020-11-09
2020-11-16,22.04587745666504,22.25,22.950000762939453,20.799999237060547,20.799999237060547,177122,2020-11-16
2020-11-23,21.946792602539062,22.149999618530273,22.799999237060547,20.799999237060547,22.049999237060547,199917,2020-11-23
2020-11-30,23.680736541748047,23.899999618530273,24.299999237060547,22.0,22.149999618530273,250048,2020-11-30
2020-12-07,26.058719635009766,26.299999237060547,28.0,23.399999618530273,24.25,671668,2020-12-07
2020-12-14,27.000003814697266,27.25,28.950000762939453,26.100000381469727,26.799999237060547,622248,2020-12-14
2020-12-21,25.21651840209961,25.450000762939453,27.649999618530273,22.75,27.649999618530273,343580,2020-12-21
2020-12-28,25.1174373626709,25.350000381469727,26.0,24.149999618530273,25.549999237060547,243511,2020-12-28
2021-01-04,25.365142822265625,25.600000381469727,28.0,21.649999618530273,25.899999618530273,222279,2021-01-04
2021-01-11,24.86972999572754,25.100000381469727,26.549999237060547,24.25,26.149999618530273,187410,2021-01-11
2021-01-18,24.077068328857422,24.299999237060547,26.0,24.049999237060547,25.600000381469727,174442,2021-01-18
2021-01-25,23.086240768432617,23.299999237060547,25.850000381469727,22.5,24.700000762939453,331560,2021-01-25
2021-02-01,23.532114028930664,23.75,25.149999618530273,22.950000762939453,22.950000762939453,331007,2021-02-01
2021-02-08,23.38349151611328,23.600000381469727,25.0,23.049999237060547,24.399999618530273,291268,2021-02-08
2021-02-15,23.185325622558594,23.399999618530273,24.200000762939453,23.0,23.950000762939453,147370,2021-02-15
2021-02-22,23.38349151611328,23.600000381469727,24.049999237060547,22.649999618530273,24.049999237060547,186013,2021-02-22
2021-03-01,25.21651840209961,25.450000762939453,27.899999618530273,23.100000381469727,23.600000381469727,1419351,2021-03-01
2021-03-08,24.32477569580078,24.549999237060547,26.0,24.100000381469727,25.600000381469727,211082,2021-03-08
2021-03-15,22.937618255615234,23.149999618530273,25.399999618530273,22.0,25.200000762939453,202809,2021-03-15
2021-03-22,21.996334075927734,22.200000762939453,24.5,21.950000762939453,24.5,199790,2021-03-22
2021-03-29,22.73945426940918,22.950000762939453,23.299999237060547,21.75,22.200000762939453,152604,2021-03-29
2021-04-05,24.968812942504883,25.200000762939453,26.100000381469727,21.899999618530273,22.100000381469727,906049,2021-04-05
2021-04-12,22.39266586303711,22.600000381469727,25.049999237060547,22.200000762939453,25.049999237060547,171276,2021-04-12
2021-04-19,22.590829849243164,22.799999237060547,23.350000381469727,21.649999618530273,22.600000381469727,103474,2021-04-19
2021-04-26,24.86972999572754,25.100000381469727,26.399999618530273,22.299999237060547,22.600000381469727,857248,2021-04-26
2021-05-03,24.126609802246094,24.350000381469727,26.950000762939453,24.049999237060547,24.649999618530273,360154,2021-05-03
2021-05-10,24.32477569580078,24.549999237060547,26.0,24.299999237060547,24.450000762939453,255801,2021-05-10
2021-05-17,29.922943115234375,30.200000762939453,30.700000762939453,24.299999237060547,24.950000762939453,2636287,2021-05-17
2021-05-24,37.60184097290039,37.95000076293945,41.95000076293945,33.099998474121094,33.79999923706055,8414280,2021-05-24
2021-05-31,41.069732666015625,41.45000076293945,43.349998474121094,37.0,38.5,3418749,2021-05-31
2021-06-07,39.33578872680664,39.70000076293945,42.79999923706055,39.400001525878906,42.400001525878906,1568723,2021-06-07
2021-06-14,38.14679718017578,38.5,39.849998474121094,37.45000076293945,39.650001525878906,828327,2021-06-14
2021-06-21,38.44404220581055,38.79999923706055,40.5,37.5,37.5,785240,2021-06-21
2021-06-28,37.750465393066406,38.099998474121094,39.599998474121094,37.5,39.599998474121094,563111,2021-06-28
2021-07-05,38.2954216003418,38.650001525878906,40.5,37.900001525878906,38.29999923706055,939361,2021-07-05
2021-07-12,37.155967712402344,37.5,39.349998474121094,37.04999923706055,38.650001525878906,570362,2021-07-12
2021-07-19,35.71927261352539,36.04999923706055,37.900001525878906,35.0,37.04999923706055,356992,2021-07-19
2021-07-26,37.056888580322266,37.400001525878906,37.849998474121094,35.400001525878906,36.75,590155,2021-07-26
2021-08-02,36.759639739990234,37.099998474121094,39.400001525878906,36.0,37.79999923706055,807397,2021-08-02
2021-08-09,36.01652145385742,36.349998474121094,39.70000076293945,34.20000076293945,37.79999923706055,1021703,2021-08-09
2021-08-16,35.07523727416992,35.400001525878906,38.0,34.5,36.349998474121094,547182,2021-08-16
2021-08-23,34.72844696044922,35.04999923706055,36.45000076293945,34.25,35.5,290746,2021-08-23
2021-08-30,34.777984619140625,35.099998474121094,35.70000076293945,34.29999923706055,35.04999923706055,349979,2021-08-30
2021-09-06,35.91743850708008,36.25,37.70000076293945,34.79999923706055,35.45000076293945,696975,2021-09-06
2021-09-13,34.62936782836914,34.95000076293945,37.29999923706055,34.849998474121094,36.650001525878906,611666,2021-09-13
2021-09-20,36.31377029418945,36.650001525878906,39.29999923706055,34.0,34.650001525878906,3122254,2021-09-20
2021-09-27,38.19633865356445,38.54999923706055,41.79999923706055,36.099998474121094,37.349998474121094,4715222,2021-09-27
2021-10-04,38.98899459838867,39.349998474121094,40.70000076293945,37.70000076293945,38.95000076293945,1880285,2021-10-04
2021-10-11,38.6422119140625,39.0,41.29999923706055,38.70000076293945,40.0,1758981,2021-10-11
2021-10-18,38.84037780761719,39.20000076293945,43.79999923706055,38.599998474121094,39.70000076293945,4441620,2021-10-18
2021-10-25,36.511932373046875,36.849998474121094,39.95000076293945,36.29999923706055,39.400001525878906,743360,2021-10-25
2021-11-01,37.948631286621094,38.29999923706055,38.849998474121094,36.849998474121094,37.400001525878906,343946,2021-11-01
2021-11-08,40.82202911376953,41.20000076293945,43.900001525878906,37.70000076293945,38.849998474121094,2027880,2021-11-08
2021-11-15,37.89908981323242,38.25,41.900001525878906,38.0,40.5,755856,2021-11-15
2021-11-22,35.62018966674805,35.95000076293945,39.650001525878906,35.70000076293945,38.650001525878906,1000705,2021-11-22
2021-11-29,37.84954833984375,38.20000076293945,39.349998474121094,33.150001525878906,35.29999923706055,776985,2021-11-29
2021-12-06,40.128448486328125,40.5,41.650001525878906,37.45000076293945,39.349998474121094,1338411,2021-12-06
2021-12-13,37.50275802612305,37.849998474121094,41.70000076293945,37.29999923706055,40.599998474121094,737332,2021-12-13
2021-12-20,37.304595947265625,37.650001525878906,39.95000076293945,35.20000076293945,37.0,772201,2021-12-20
2021-12-27,38.6422119140625,39.0,39.75,36.20000076293945,37.900001525878906,712478,2021-12-27
2022-01-03,45.18165969848633,45.599998474121094,49.75,39.04999923706055,39.75,8849601,2022-01-03
2022-01-10,54.644046783447266,55.150001525878906,58.75,45.099998474121094,46.29999923706055,12547097,2022-01-10
2022-01-17,56.62569808959961,57.150001525878906,62.0,53.29999923706055,56.150001525878906,8816050,2022-01-17
2022-01-24,54.54496383666992,55.04999923706055,57.75,50.25,57.75,2892023,2022-01-24
2022-01-31,58.06239318847656,58.599998474121094,61.650001525878906,55.04999923706055,55.79999923706055,3356077,2022-01-31
2022-02-07,54.24771499633789,54.75,59.150001525878906,54.29999923706055,59.150001525878906,1025487,2022-02-07
2022-02-14,53.35597229003906,53.849998474121094,56.04999923706055,49.70000076293945,53.04999923706055,1947617,2022-02-14
2022-02-21,48.50092697143555,48.95000076293945,55.5,46.20000076293945,53.29999923706055,3030679,2022-02-21
2022-02-28,53.15781021118164,53.650001525878906,57.150001525878906,46.0,48.400001525878906,3913051,2022-02-28
2022-03-07,55.73395538330078,56.25,58.5,50.45000076293945,52.5,3059227,2022-03-07
2022-03-14,60.143131256103516,60.70000076293945,64.5,54.75,56.5,8446471,2022-03-14
2022-03-21,61.38166427612305,61.95000076293945,64.4000015258789,57.599998474121094,61.5,4800564,2022-03-21
2022-03-28,63.90827178955078,64.5,67.25,61.599998474121094,62.54999923706055,5967784,2022-03-28
2022-04-04,66.48441314697266,67.0999984741211,69.94999694824219,64.19999694824219,65.0999984741211,5328795,2022-04-04
2022-04-11,65.93946075439453,66.55000305175781,69.0999984741211,64.19999694824219,67.4000015258789,3519664,2022-04-11
2022-04-18,65.14680480957031,65.75,68.0,62.25,66.0,4219514,2022-04-18
2022-04-25,63.95781326293945,64.55000305175781,67.6500015258789,64.5,65.75,2479235,2022-04-25
2022-05-02,62.76881790161133,63.349998474121094,68.30000305175781,62.04999923706055,64.9000015258789,3109752,2022-05-02
2022-05-09,55.23854446411133,55.75,63.79999923706055,53.95000076293945,63.04999923706055,2013291,2022-05-09
2022-05-16,56.72478103637695,57.25,59.20000076293945,55.150001525878906,56.70000076293945,1012982,2022-05-16
2022-05-23,51.8201904296875,52.29999923706055,58.20000076293945,50.599998474121094,57.25,555601,2022-05-23
2022-05-30,57.121116638183594,57.650001525878906,60.5,52.75,52.75,908498,2022-05-30
2022-06-06,54.198177337646484,54.70000076293945,58.25,54.150001525878906,57.54999923706055,299219,2022-06-06
2022-06-13,53.55413818359375,54.04999923706055,55.5,52.04999923706055,54.0,407975,2022-06-13
2022-06-20,54.84221267700195,55.349998474121094,61.0,53.20000076293945,54.45000076293945,427320,2022-06-20
2022-06-27,54.346797943115234,54.849998474121094,58.0,54.5,58.0,180820,2022-06-27
2022-07-04,56.922950744628906,57.45000076293945,58.75,54.599998474121094,55.900001525878906,532182,2022-07-04
2022-07-11,59.69725799560547,60.25,62.75,56.70000076293945,57.95000076293945,1645488,2022-07-11
2022-07-18,64.4036865234375,65.0,66.5,58.349998474121094,62.0,2348810,2022-07-18
2022-07-25,62.32294845581055,62.900001525878906,66.69999694824219,62.349998474121094,65.0999984741211,4617096,2022-07-25
2022-08-01,72.37983703613281,73.05000305175781,73.69999694824219,62.0,62.29999923706055,15208541,2022-08-01
2022-08-08,69.25873565673828,69.9000015258789,76.19999694824219,69.25,74.5999984741211,9311236,2022-08-08
2022-08-15,66.13762664794922,66.75,73.80000305175781,66.3499984741211,69.9000015258789,5154877,2022-08-15
2022-08-22,66.63304138183594,67.25,70.5,65.19999694824219,65.5,4542798,2022-08-22
2022-08-29,67.42569732666016,68.05000305175781,70.30000305175781,65.0,65.4000015258789,3526924,2022-08-29
2022-09-05,65.59266662597656,66.19999694824219,70.0999984741211,65.30000305175781,68.44999694824219,5964370,2022-09-05
2022-09-12,73.46974182128906,74.1500015258789,78.4000015258789,66.30000305175781,66.5,27501771,2022-09-12
2022-09-19,72.82569885253906,73.5,78.19999694824219,72.19999694824219,75.0,13640919,2022-09-19
2022-09-26,73.46974182128906,74.1500015258789,75.5999984741211,70.05000305175781,72.80000305175781,6290301,2022-09-26
2022-10-03,78.02754211425781,78.75,84.5999984741211,73.80000305175781,74.1500015258789,15508937,2022-10-03
2022-10-10,75.4513931274414,76.1500015258789,80.9000015258789,75.0999984741211,77.75,4955572,2022-10-10
2022-10-17,71.19083404541016,71.8499984741211,79.44999694824219,71.3499984741211,76.0,4936226,2022-10-17
