Date,Adj Close_FMGOETZE.NS,Close_FMGOETZE.NS,High_FMGOETZE.NS,Low_FMGOETZE.NS,Open_FMGOETZE.NS,Volume_FMGOETZE.NS,Date
2020-11-30,345.75,345.75,350.0,322.0,330.6499938964844,296525,2020-11-30
2020-12-07,316.79998779296875,316.79998779296875,354.0,316.79998779296875,345.29998779296875,653539,2020-12-07
2020-12-14,318.95001220703125,318.95001220703125,325.0,309.95001220703125,320.0,164804,2020-12-14
2020-12-21,309.3500061035156,309.3500061035156,324.8500061035156,293.0,321.54998779296875,80242,2020-12-21
2020-12-28,311.3999938964844,311.3999938964844,319.20001220703125,306.3999938964844,319.20001220703125,44679,2020-12-28
2021-01-04,315.6000061035156,315.6000061035156,320.0,310.0,312.8999938964844,69602,2021-01-04
2021-01-11,309.6000061035156,309.6000061035156,317.95001220703125,307.6000061035156,316.8999938964844,74652,2021-01-11
2021-01-18,305.6000061035156,305.6000061035156,321.3999938964844,300.95001220703125,309.04998779296875,105087,2021-01-18
2021-01-25,289.1499938964844,289.1499938964844,309.95001220703125,288.04998779296875,307.6000061035156,123835,2021-01-25
2021-02-01,281.20001220703125,281.20001220703125,298.6000061035156,278.0,294.8999938964844,473653,2021-02-01
2021-02-08,307.8999938964844,307.8999938964844,307.8999938964844,278.0,282.54998779296875,1249148,2021-02-08
2021-02-15,302.1499938964844,302.1499938964844,322.0,296.5,314.0,305782,2021-02-15
2021-02-22,304.45001220703125,304.45001220703125,310.0,301.1000061035156,302.20001220703125,108576,2021-02-22
2021-03-01,308.5,308.5,317.79998779296875,302.1499938964844,302.1499938964844,107555,2021-03-01
2021-03-08,307.45001220703125,307.45001220703125,313.8999938964844,304.95001220703125,309.0,35475,2021-03-08
2021-03-15,290.8999938964844,290.8999938964844,308.0,285.0,303.04998779296875,78077,2021-03-15
2021-03-22,282.6499938964844,282.6499938964844,301.8500061035156,276.1000061035156,292.6499938964844,40469,2021-03-22
2021-03-29,288.45001220703125,288.45001220703125,290.0,280.04998779296875,282.6499938964844,19876,2021-03-29
2021-04-05,302.25,302.25,311.04998779296875,281.5,289.54998779296875,73806,2021-04-05
2021-04-12,308.20001220703125,308.20001220703125,316.0,290.0,298.0,50802,2021-04-12
2021-04-19,286.0,286.0,310.54998779296875,284.95001220703125,308.20001220703125,46114,2021-04-19
2021-04-26,291.8999938964844,291.8999938964844,302.75,256.54998779296875,260.0,11866837,2021-04-26
2021-05-03,285.1499938964844,285.1499938964844,305.8999938964844,283.70001220703125,290.04998779296875,2044660,2021-05-03
2021-05-10,285.75,285.75,296.0,284.25,285.25,1002532,2021-05-10
2021-05-17,287.95001220703125,287.95001220703125,298.6000061035156,285.5,288.79998779296875,1192138,2021-05-17
2021-05-24,303.3500061035156,303.3500061035156,315.29998779296875,283.8999938964844,289.95001220703125,2626638,2021-05-24
2021-05-31,327.70001220703125,327.70001220703125,340.70001220703125,301.3500061035156,303.95001220703125,3790388,2021-05-31
2021-06-07,340.6499938964844,340.6499938964844,351.0,322.0,335.0,2173514,2021-06-07
2021-06-14,324.6000061035156,324.6000061035156,344.95001220703125,317.5,342.0,1236529,2021-06-14
2021-06-21,339.1000061035156,339.1000061035156,346.8999938964844,319.04998779296875,320.0,904142,2021-06-21
2021-06-28,316.1499938964844,316.1499938964844,358.95001220703125,311.04998779296875,342.0,2092708,2021-06-28
2021-07-05,307.29998779296875,307.29998779296875,321.75,304.95001220703125,319.8500061035156,735524,2021-07-05
2021-07-12,307.70001220703125,307.70001220703125,322.0,305.8999938964844,311.6000061035156,799758,2021-07-12
2021-07-19,306.20001220703125,306.20001220703125,313.54998779296875,291.6000061035156,306.0,685172,2021-07-19
2021-07-26,312.6499938964844,312.6499938964844,319.0,294.0,306.04998779296875,1290041,2021-07-26
2021-08-02,302.25,302.25,319.6000061035156,297.8999938964844,314.45001220703125,1294110,2021-08-02
2021-08-09,285.1000061035156,285.1000061035156,309.0,275.6499938964844,304.0,702025,2021-08-09
2021-08-16,269.75,269.75,288.6000061035156,268.1000061035156,285.3500061035156,291125,2021-08-16
2021-08-23,280.1000061035156,280.1000061035156,281.45001220703125,258.1000061035156,273.0,408334,2021-08-23
2021-08-30,280.6000061035156,280.6000061035156,285.0,275.3999938964844,284.95001220703125,210800,2021-08-30
2021-09-06,290.45001220703125,290.45001220703125,299.8500061035156,281.0,285.0,549789,2021-09-06
2021-09-13,279.79998779296875,279.79998779296875,294.79998779296875,278.0,290.3999938964844,357025,2021-09-13
2021-09-20,270.54998779296875,270.54998779296875,282.6000061035156,269.29998779296875,278.04998779296875,362243,2021-09-20
2021-09-27,283.3500061035156,283.3500061035156,289.8999938964844,272.0,272.0,903841,2021-09-27
2021-10-04,279.75,279.75,286.1499938964844,274.3999938964844,286.0,374221,2021-10-04
2021-10-11,279.0,279.0,284.70001220703125,276.79998779296875,282.3999938964844,296356,2021-10-11
2021-10-18,263.6499938964844,263.6499938964844,282.79998779296875,261.0,280.29998779296875,364909,2021-10-18
2021-10-25,257.70001220703125,257.70001220703125,269.0,256.0,264.8999938964844,187354,2021-10-25
2021-11-01,262.79998779296875,262.79998779296875,266.0,258.0,259.0,86427,2021-11-01
2021-11-08,267.79998779296875,267.79998779296875,278.79998779296875,260.1000061035156,263.54998779296875,278279,2021-11-08
2021-11-15,255.5500030517578,255.5500030517578,272.5,250.9499969482422,272.5,304459,2021-11-15
2021-11-22,243.0500030517578,243.0500030517578,257.8999938964844,242.10000610351562,257.8999938964844,251860,2021-11-22
2021-11-29,240.8000030517578,240.8000030517578,248.0500030517578,224.14999389648438,243.0,183986,2021-11-29
2021-12-06,238.5,238.5,242.75,234.39999389648438,242.75,199198,2021-12-06
2021-12-13,231.89999389648438,231.89999389648438,241.9499969482422,229.5500030517578,240.0,259812,2021-12-13
2021-12-20,214.6999969482422,214.6999969482422,230.8000030517578,202.35000610351562,230.8000030517578,507197,2021-12-20
2021-12-27,215.1999969482422,215.1999969482422,217.6999969482422,208.0,214.8000030517578,433069,2021-12-27
2022-01-03,231.14999389648438,231.14999389648438,239.4499969482422,214.4499969482422,214.5,635236,2022-01-03
2022-01-10,236.1999969482422,236.1999969482422,243.89999389648438,231.8000030517578,231.8000030517578,266458,2022-01-10
2022-01-17,233.5500030517578,233.5500030517578,243.85000610351562,233.10000610351562,236.10000610351562,168921,2022-01-17
2022-01-24,233.85000610351562,233.85000610351562,242.39999389648438,216.0,235.0,171509,2022-01-24
2022-01-31,233.8000030517578,233.8000030517578,237.60000610351562,225.0,232.25,124678,2022-01-31
2022-02-07,243.0,243.0,252.5,231.5,235.0,646314,2022-02-07
2022-02-14,234.75,234.75,241.0,223.1999969482422,241.0,502481,2022-02-14
2022-02-21,266.79998779296875,266.79998779296875,274.0,235.0,235.0,4055782,2022-02-21
2022-02-28,265.0,265.0,273.3999938964844,264.1000061035156,266.5,584604,2022-02-28
2022-03-07,263.25,263.25,267.3999938964844,260.1000061035156,264.1000061035156,512625,2022-03-07
2022-03-14,266.79998779296875,266.79998779296875,268.79998779296875,262.3500061035156,262.70001220703125,771440,2022-03-14
2022-03-21,266.45001220703125,266.45001220703125,269.5,264.29998779296875,266.79998779296875,1086393,2022-03-21
2022-03-28,267.70001220703125,267.70001220703125,270.75,263.3999938964844,266.45001220703125,483606,2022-03-28
2022-04-04,278.20001220703125,278.20001220703125,282.0,265.1000061035156,271.5,663398,2022-04-04
2022-04-11,274.0,274.0,287.0,271.6000061035156,282.0,232416,2022-04-11
2022-04-18,270.75,270.75,278.0,270.1000061035156,271.5,232486,2022-04-18
2022-04-25,271.0,271.0,276.0,269.25,269.25,211308,2022-04-25
2022-05-02,271.04998779296875,271.04998779296875,274.8999938964844,268.29998779296875,271.0,145164,2022-05-02
2022-05-09,267.45001220703125,267.45001220703125,272.3999938964844,265.5,269.25,313563,2022-05-09
2022-05-16,272.79998779296875,272.79998779296875,273.70001220703125,266.5,268.79998779296875,100641,2022-05-16
2022-05-23,271.6499938964844,271.6499938964844,274.5,270.0,274.0,150843,2022-05-23
2022-05-30,274.8500061035156,274.8500061035156,276.75,270.1000061035156,273.45001220703125,118868,2022-05-30
2022-06-06,283.45001220703125,283.45001220703125,292.5,271.54998779296875,271.54998779296875,809031,2022-06-06
2022-06-13,276.0,276.0,284.6499938964844,274.29998779296875,282.3999938964844,226170,2022-06-13
2022-06-20,275.0,275.0,279.0,273.25,276.3999938964844,126860,2022-06-20
2022-06-27,279.79998779296875,279.79998779296875,284.79998779296875,274.54998779296875,275.0,87460,2022-06-27
2022-07-04,283.79998779296875,283.79998779296875,286.0,277.54998779296875,279.8999938964844,109757,2022-07-04
2022-07-11,289.04998779296875,289.04998779296875,295.75,283.0,285.0,203712,2022-07-11
2022-07-18,297.3500061035156,297.3500061035156,298.3999938964844,285.25,285.25,220404,2022-07-18
2022-07-25,288.1499938964844,288.1499938964844,303.79998779296875,285.04998779296875,298.0,173787,2022-07-25
2022-08-01,289.8500061035156,289.8500061035156,294.95001220703125,286.5,290.29998779296875,176051,2022-08-01
2022-08-08,287.5,287.5,293.3999938964844,286.8999938964844,292.6499938964844,125095,2022-08-08
2022-08-15,285.79998779296875,285.79998779296875,293.0,285.1000061035156,287.5,137613,2022-08-15
2022-08-22,288.1000061035156,288.1000061035156,293.3500061035156,284.0,285.79998779296875,167586,2022-08-22
2022-08-29,290.8999938964844,290.8999938964844,294.79998779296875,285.04998779296875,285.1000061035156,183906,2022-08-29
2022-09-05,295.95001220703125,295.95001220703125,303.20001220703125,291.1000061035156,293.0,435195,2022-09-05
2022-09-12,300.5,300.5,312.75,294.6499938964844,296.79998779296875,676969,2022-09-12
2022-09-19,327.8500061035156,327.8500061035156,334.0,300.5,301.79998779296875,796923,2022-09-19
2022-09-26,327.6499938964844,327.6499938964844,334.0,306.3999938964844,329.0,739989,2022-09-26
2022-10-03,337.25,337.25,341.3999938964844,325.1000061035156,330.0,572756,2022-10-03
2022-10-10,329.6499938964844,329.6499938964844,347.5,325.1000061035156,336.0,462553,2022-10-10
2022-10-17,315.6499938964844,315.6499938964844,331.8999938964844,312.04998779296875,331.8999938964844,276776,2022-10-17
2022-10-24,315.25,315.25,321.75,310.20001220703125,315.0,143799,2022-10-24
2022-10-31,318.75,318.75,330.79998779296875,315.1000061035156,323.0,332429,2022-10-31
2022-11-07,312.45001220703125,312.45001220703125,322.79998779296875,311.3999938964844,321.95001220703125,82701,2022-11-07
2022-11-14,335.25,335.25,343.8999938964844,307.0,312.0,677846,2022-11-14
2022-11-21,309.04998779296875,309.04998779296875,350.0,307.45001220703125,338.95001220703125,827006,2022-11-21
2022-11-28,308.79998779296875,308.79998779296875,313.0,304.0,307.5,476865,2022-11-28
2022-12-05,306.8999938964844,306.8999938964844,311.5,305.0,311.1499938964844,349478,2022-12-05
2022-12-12,309.1499938964844,309.1499938964844,318.8999938964844,306.25,309.0,614675,2022-12-12
2022-12-19,299.54998779296875,299.54998779296875,314.75,298.0,312.1499938964844,544989,2022-12-19
2022-12-26,315.75,315.75,321.95001220703125,298.54998779296875,300.0,554787,2022-12-26
2023-01-02,309.75,309.75,319.8999938964844,308.5,316.0,211055,2023-01-02
2023-01-09,306.45001220703125,306.45001220703125,313.20001220703125,304.1000061035156,313.0,118175,2023-01-09
2023-01-16,310.29998779296875,310.29998779296875,311.95001220703125,300.20001220703125,307.0,123544,2023-01-16
2023-01-23,301.29998779296875,301.29998779296875,311.3500061035156,299.04998779296875,307.8500061035156,136079,2023-01-23
2023-01-30,300.45001220703125,300.45001220703125,307.3999938964844,298.1000061035156,303.8999938964844,162308,2023-01-30
2023-02-06,301.29998779296875,301.29998779296875,305.0,296.45001220703125,299.95001220703125,122705,2023-02-06
2023-02-13,302.45001220703125,302.45001220703125,306.0,299.1000061035156,305.79998779296875,101691,2023-02-13
2023-02-20,305.75,305.75,308.75,297.8999938964844,305.0,169431,2023-02-20
2023-02-27,312.3999938964844,312.3999938964844,313.70001220703125,301.75,308.0,227251,2023-02-27
2023-03-06,309.8999938964844,309.8999938964844,317.0,305.0,315.0,158485,2023-03-06
2023-03-13,310.29998779296875,310.29998779296875,313.0,301.8999938964844,311.95001220703125,142395,2023-03-13
2023-03-20,305.79998779296875,305.79998779296875,309.8999938964844,302.25,309.0,81166,2023-03-20
2023-03-27,305.5,305.5,308.5,300.29998779296875,306.0,84468,2023-03-27
2023-04-03,304.29998779296875,304.29998779296875,313.1499938964844,301.79998779296875,308.5,48059,2023-04-03
2023-04-10,307.95001220703125,307.95001220703125,310.5,303.54998779296875,304.29998779296875,81596,2023-04-10
2023-04-17,311.79998779296875,311.79998779296875,319.70001220703125,301.0,309.5,330750,2023-04-17
2023-04-24,333.6000061035156,333.6000061035156,344.95001220703125,316.95001220703125,318.95001220703125,942012,2023-04-24
2023-05-01,323.1499938964844,323.1499938964844,339.45001220703125,320.25,333.6000061035156,187086,2023-05-01
2023-05-08,320.95001220703125,320.95001220703125,330.0,312.79998779296875,323.25,144492,2023-05-08
2023-05-15,323.95001220703125,323.95001220703125,329.0,314.3999938964844,320.95001220703125,152138,2023-05-15
2023-05-22,320.25,320.25,341.79998779296875,317.04998779296875,323.95001220703125,683666,2023-05-22
2023-05-29,321.1499938964844,321.1499938964844,330.0,316.6499938964844,330.0,184577,2023-05-29
2023-06-05,368.45001220703125,368.45001220703125,370.0,319.3500061035156,321.70001220703125,2630821,2023-06-05
2023-06-12,375.79998779296875,375.79998779296875,399.5,372.95001220703125,377.0,3705027,2023-06-12
2023-06-19,370.3999938964844,370.3999938964844,393.79998779296875,364.25,377.0,1350428,2023-06-19
2023-06-26,372.20001220703125,372.20001220703125,384.8999938964844,365.8999938964844,378.5,650258,2023-06-26
2023-07-03,385.54998779296875,385.54998779296875,389.0,366.29998779296875,374.1499938964844,947256,2023-07-03
2023-07-10,372.04998779296875,372.04998779296875,398.0,369.6000061035156,389.5,717868,2023-07-10
2023-07-17,369.20001220703125,369.20001220703125,393.8999938964844,365.0,373.04998779296875,1079355,2023-07-17
2023-07-24,368.25,368.25,382.1499938964844,366.0,376.45001220703125,523635,2023-07-24
2023-07-31,371.20001220703125,371.20001220703125,379.8500061035156,358.20001220703125,369.79998779296875,720995,2023-07-31
2023-08-07,373.04998779296875,373.04998779296875,379.0,366.6000061035156,371.20001220703125,505225,2023-08-07
2023-08-14,356.3500061035156,356.3500061035156,378.0,350.0,377.95001220703125,470310,2023-08-14
2023-08-21,359.0,359.0,374.79998779296875,357.75,365.0,564853,2023-08-21
2023-08-28,364.0,364.0,372.1000061035156,360.1000061035156,360.1000061035156,439169,2023-08-28
2023-09-04,422.5,422.5,432.0,365.0,369.70001220703125,4571778,2023-09-04
2023-09-11,369.45001220703125,369.45001220703125,427.0,358.45001220703125,423.79998779296875,1966179,2023-09-11
2023-09-18,356.8500061035156,356.8500061035156,372.3500061035156,354.04998779296875,369.45001220703125,445250,2023-09-18
2023-09-25,360.1000061035156,360.1000061035156,367.0,355.0,356.8500061035156,321963,2023-09-25
2023-10-02,356.95001220703125,356.95001220703125,363.29998779296875,344.3999938964844,360.1000061035156,233002,2023-10-02
2023-10-09,346.70001220703125,346.70001220703125,358.1000061035156,343.6000061035156,352.79998779296875,311546,2023-10-09
2023-10-16,357.6499938964844,357.6499938964844,371.0,343.70001220703125,346.70001220703125,1130946,2023-10-16
2023-10-23,343.04998779296875,343.04998779296875,357.0,330.79998779296875,355.25,382742,2023-10-23
2023-10-30,350.45001220703125,350.45001220703125,354.5,338.0,343.04998779296875,224624,2023-10-30
2023-11-06,357.1000061035156,357.1000061035156,370.8999938964844,349.0,351.8999938964844,590839,2023-11-06
2023-11-13,359.3500061035156,359.3500061035156,375.54998779296875,356.6499938964844,362.70001220703125,433451,2023-11-13
2023-11-20,362.6499938964844,362.6499938964844,368.04998779296875,354.6000061035156,361.0,377969,2023-11-20
2023-11-27,375.04998779296875,375.04998779296875,385.75,321.20001220703125,362.6499938964844,1458633,2023-11-27
2023-12-04,373.79998779296875,373.79998779296875,398.54998779296875,370.5,385.0,1605950,2023-12-04
2023-12-11,361.04998779296875,361.04998779296875,380.0,359.20001220703125,379.95001220703125,589230,2023-12-11
2023-12-18,368.20001220703125,368.20001220703125,376.95001220703125,346.3999938964844,367.8999938964844,1037789,2023-12-18
2023-12-25,360.6499938964844,360.6499938964844,374.0,358.0,368.20001220703125,369128,2023-12-25
2024-01-01,364.54998779296875,364.54998779296875,369.0,357.8500061035156,358.0,582351,2024-01-01
2024-01-08,366.3999938964844,366.3999938964844,371.0,360.1000061035156,364.8999938964844,544510,2024-01-08
2024-01-15,367.95001220703125,367.95001220703125,397.8500061035156,360.04998779296875,370.0,1760453,2024-01-15
2024-01-22,367.79998779296875,367.79998779296875,382.0,361.79998779296875,367.95001220703125,287805,2024-01-22
2024-01-29,376.25,376.25,379.95001220703125,366.54998779296875,370.0,882384,2024-01-29
2024-02-05,374.54998779296875,374.54998779296875,397.95001220703125,367.25,378.0,1655983,2024-02-05
2024-02-12,371.75,371.75,378.54998779296875,351.95001220703125,378.54998779296875,1008156,2024-02-12
2024-02-19,367.29998779296875,367.29998779296875,382.3999938964844,364.0,372.1499938964844,488993,2024-02-19
2024-02-26,356.70001220703125,356.70001220703125,370.5,350.95001220703125,370.0,361763,2024-02-26
2024-03-04,349.6499938964844,349.6499938964844,359.45001220703125,345.04998779296875,358.0,221354,2024-03-04
2024-03-11,342.3999938964844,342.3999938964844,354.75,321.0,351.0,724906,2024-03-11
2024-03-18,326.6499938964844,326.6499938964844,347.8500061035156,324.95001220703125,343.45001220703125,690014,2024-03-18
2024-03-25,322.1000061035156,322.1000061035156,333.8999938964844,313.04998779296875,326.6499938964844,673289,2024-03-25
2024-04-01,355.6000061035156,355.6000061035156,361.0,323.1499938964844,323.1499938964844,530220,2024-04-01
2024-04-08,367.1000061035156,367.1000061035156,373.5,350.75,357.3999938964844,830137,2024-04-08
2024-04-15,374.70001220703125,374.70001220703125,383.5,354.1499938964844,364.8999938964844,867486,2024-04-15
2024-04-22,376.54998779296875,376.54998779296875,390.0,369.20001220703125,369.20001220703125,795635,2024-04-22
2024-04-29,364.0,364.0,380.20001220703125,358.0,377.0,328530,2024-04-29
2024-05-06,364.54998779296875,364.54998779296875,371.29998779296875,352.29998779296875,362.0,296789,2024-05-06
2024-05-13,388.75,388.75,391.79998779296875,355.1499938964844,364.54998779296875,673297,2024-05-13
2024-05-20,396.6499938964844,396.6499938964844,415.5,376.8500061035156,376.8500061035156,1505660,2024-05-20
2024-05-27,386.8999938964844,386.8999938964844,405.0,366.0,396.6499938964844,1495320,2024-05-27
2024-06-03,393.0,393.0,404.0,365.0,395.0,1656833,2024-06-03
2024-06-10,435.75,435.75,444.0,393.95001220703125,395.0,2626345,2024-06-10
2024-06-17,437.20001220703125,437.20001220703125,453.1000061035156,431.3999938964844,435.75,1213052,2024-06-17
2024-06-24,441.70001220703125,441.70001220703125,458.6000061035156,428.5,435.95001220703125,972449,2024-06-24
2024-07-01,431.54998779296875,431.54998779296875,457.3999938964844,428.1499938964844,447.29998779296875,823269,2024-07-01
2024-07-08,434.29998779296875,434.29998779296875,440.0,415.54998779296875,433.6000061035156,502141,2024-07-08
2024-07-15,416.45001220703125,416.45001220703125,436.20001220703125,415.0,434.29998779296875,623372,2024-07-15
2024-07-22,432.6499938964844,432.6499938964844,440.0,400.0,410.20001220703125,527083,2024-07-22
2024-07-29,433.0,433.0,456.0,427.5,431.0,846009,2024-07-29
2024-08-05,468.95001220703125,468.95001220703125,482.0,408.70001220703125,429.1000061035156,1305058,2024-08-05
2024-08-12,452.5,452.5,481.0,441.8500061035156,469.79998779296875,593489,2024-08-12
2024-08-19,461.29998779296875,461.29998779296875,489.0,446.1000061035156,458.3999938964844,829234,2024-08-19
2024-08-26,436.75,436.75,463.5,430.0,463.5,514970,2024-08-26
2024-09-02,430.8999938964844,430.8999938964844,450.0,427.29998779296875,443.29998779296875,500066,2024-09-02
2024-09-09,444.70001220703125,444.70001220703125,450.0,422.79998779296875,435.0,334153,2024-09-09
2024-09-16,450.54998779296875,450.54998779296875,462.45001220703125,441.1000061035156,446.75,583451,2024-09-16
2024-09-23,440.1499938964844,440.1499938964844,460.0,437.3500061035156,450.0,346837,2024-09-23
2024-09-30,405.8500061035156,405.8500061035156,446.29998779296875,404.5,440.45001220703125,329831,2024-09-30
2024-10-07,419.04998779296875,419.04998779296875,420.0,380.04998779296875,405.0,395436,2024-10-07
2024-10-14,420.1499938964844,420.1499938964844,430.8500061035156,411.6000061035156,420.0,271451,2024-10-14
2024-10-21,400.79998779296875,400.79998779296875,422.0,391.54998779296875,422.0,253486,2024-10-21
2024-10-28,399.8500061035156,399.8500061035156,403.1499938964844,387.8999938964844,400.70001220703125,199481,2024-10-28
2024-11-04,408.75,408.75,422.8999938964844,387.04998779296875,399.8500061035156,291739,2024-11-04
2024-11-11,388.6000061035156,388.6000061035156,410.3500061035156,381.0,408.0,83488,2024-11-11
2024-11-18,397.5,397.5,400.0,378.3500061035156,378.3500061035156,206478,2024-11-18
2024-11-25,398.70001220703125,398.70001220703125,407.0,392.0,402.0,154861,2024-11-25
2024-12-02,415.70001220703125,415.70001220703125,423.8999938964844,398.70001220703125,398.70001220703125,252334,2024-12-02
2024-12-09,423.8500061035156,423.8500061035156,435.0,411.0,419.79998779296875,349651,2024-12-09
2024-12-16,404.29998779296875,404.29998779296875,431.3500061035156,399.54998779296875,425.0,163506,2024-12-16
2024-12-23,379.54998779296875,379.54998779296875,411.1499938964844,378.0,407.0,307713,2024-12-23
2024-12-30,399.1000061035156,399.1000061035156,402.45001220703125,374.0,375.0,207447,2024-12-30
2025-01-06,389.20001220703125,389.20001220703125,406.0,385.3500061035156,399.1000061035156,280976,2025-01-06
2025-01-13,382.29998779296875,382.29998779296875,397.1000061035156,376.20001220703125,388.1000061035156,246461,2025-01-13
2025-01-20,381.95001220703125,381.95001220703125,390.1000061035156,374.0,382.20001220703125,155868,2025-01-20
2025-01-27,389.1499938964844,389.1499938964844,392.29998779296875,354.8999938964844,376.8999938964844,179571,2025-01-27
2025-02-03,409.25,409.25,411.0,370.04998779296875,386.54998779296875,199404,2025-02-03
2025-02-10,366.54998779296875,366.54998779296875,408.29998779296875,365.79998779296875,408.29998779296875,248571,2025-02-10
2025-02-17,335.45001220703125,335.45001220703125,389.0,332.8999938964844,360.20001220703125,569910,2025-02-17
2025-02-24,330.45001220703125,330.45001220703125,343.70001220703125,328.54998779296875,335.45001220703125,199867,2025-02-24
2025-03-03,332.25,332.25,336.0,323.0,333.25,453775,2025-03-03
2025-03-10,329.75,329.75,336.0,308.0,332.25,942754,2025-03-10
2025-03-17,339.1000061035156,339.1000061035156,344.75,323.04998779296875,330.0,685413,2025-03-17
2025-03-24,324.1499938964844,324.1499938964844,344.8999938964844,319.6499938964844,340.0,371768,2025-03-24
2025-03-31,348.20001220703125,348.20001220703125,368.79998779296875,324.1499938964844,324.1499938964844,311161,2025-03-31
2025-04-07,339.6000061035156,339.6000061035156,347.75,320.04998779296875,330.0,108074,2025-04-07
2025-04-14,352.45001220703125,352.45001220703125,354.0,341.0,341.0,71484,2025-04-14
2025-04-21,338.45001220703125,338.45001220703125,367.0,335.5,352.45001220703125,175503,2025-04-21
2025-04-28,329.6499938964844,329.6499938964844,344.8500061035156,328.04998779296875,338.0,84234,2025-04-28
2025-05-05,338.75,338.75,340.0,320.0,329.1499938964844,140324,2025-05-05
2025-05-12,345.3500061035156,345.3500061035156,351.20001220703125,340.0,349.0,112179,2025-05-12
2025-05-19,355.25,355.25,360.45001220703125,344.5,349.29998779296875,132220,2025-05-19
2025-05-26,450.04998779296875,450.04998779296875,459.0,350.25,350.25,3556671,2025-05-26
2025-06-02,509.0,509.0,528.4000244140625,441.6499938964844,453.0,1908626,2025-06-02
2025-06-09,496.3999938964844,496.3999938964844,526.4500122070312,475.0,509.0,757534,2025-06-09
2025-06-16,530.9000244140625,530.9000244140625,556.0,485.6499938964844,503.0,1918465,2025-06-16
2025-06-23,524.4000244140625,524.4000244140625,548.75,512.0,530.9500122070312,832305,2025-06-23
2025-06-30,567.3499755859375,567.3499755859375,622.0,539.1500244140625,545.0,4095415,2025-06-30
2025-07-07,553.9000244140625,553.9000244140625,569.75,545.2999877929688,566.0499877929688,384231,2025-07-07
2025-07-14,578.5999755859375,578.5999755859375,586.5,541.6500244140625,553.9000244140625,216361,2025-07-14
