Date,Adj Close_EXIDEIND.NS,Close_EXIDEIND.NS,High_EXIDEIND.NS,Low_EXIDEIND.NS,Open_EXIDEIND.NS,Volume_EXIDEIND.NS,Date
2021-03-08,196.76979064941406,201.4499969482422,208.39999389648438,200.14999389648438,205.75,10358689,2021-03-08
2021-03-15,182.85086059570312,187.1999969482422,203.0,182.5,203.0,19037521,2021-03-15
2021-03-22,178.16236877441406,182.39999389648438,191.0,180.0,188.6999969482422,17839094,2021-03-22
2021-03-29,181.4833984375,185.8000030517578,187.9499969482422,182.39999389648438,182.39999389648438,9298075,2021-03-29
2021-04-05,181.92294311523438,186.25,189.1999969482422,181.0,185.89999389648438,13083079,2021-04-05
2021-04-12,173.376220703125,177.5,185.0,175.10000610351562,183.5,10452379,2021-04-12
2021-04-19,167.12490844726562,171.10000610351562,176.0,170.5500030517578,175.0,9861380,2021-04-19
2021-04-26,173.8157501220703,177.9499969482422,182.75,171.39999389648438,172.0,25337604,2021-04-26
2021-05-03,179.13912963867188,183.39999389648438,185.4499969482422,177.25,178.1999969482422,15049642,2021-05-03
2021-05-10,177.13677978515625,181.35000610351562,190.5,181.0,184.5,18886038,2021-05-10
2021-05-17,182.80201721191406,187.14999389648438,189.35000610351562,181.0500030517578,182.6999969482422,12966734,2021-05-17
2021-05-24,187.44166564941406,191.89999389648438,194.64999389648438,187.0,188.14999389648438,25395368,2021-05-24
2021-05-31,189.05332946777344,193.5500030517578,194.75,189.5,192.75,11151124,2021-05-31
2021-06-07,187.0998077392578,191.5500030517578,199.0,189.35000610351562,194.60000610351562,16563523,2021-06-07
2021-06-14,180.6042938232422,184.89999389648438,194.0,181.85000610351562,192.35000610351562,10298425,2021-06-14
2021-06-21,178.50425720214844,182.75,187.8000030517578,181.5,183.0,8107527,2021-06-21
2021-06-28,178.21121215820312,182.4499969482422,185.1999969482422,181.0500030517578,183.64999389648438,8376042,2021-06-28
2021-07-05,177.82049560546875,182.0500030517578,186.6999969482422,181.14999389648438,183.75,10716047,2021-07-05
2021-07-12,179.7740478515625,184.0500030517578,185.0,182.3000030517578,183.0,6698175,2021-07-12
2021-07-19,174.54832458496094,178.6999969482422,183.75,178.0500030517578,183.75,6198876,2021-07-19
2021-07-26,174.49949645996094,178.64999389648438,181.0,174.0,178.39999389648438,13782304,2021-07-26
2021-08-02,167.9551544189453,171.9499969482422,180.4499969482422,170.5,180.35000610351562,19182244,2021-08-02
2021-08-09,162.38758850097656,166.25,173.10000610351562,165.0,172.85000610351562,20831656,2021-08-09
2021-08-16,156.5269775390625,160.25,166.9499969482422,159.64999389648438,166.25,9015209,2021-08-16
2021-08-23,153.9385528564453,157.60000610351562,162.10000610351562,156.75,161.0500030517578,15290773,2021-08-23
2021-08-30,185.2439422607422,189.64999389648438,204.89999389648438,158.25,158.64999389648438,113551567,2021-08-30
2021-09-06,177.77166748046875,182.0,193.8000030517578,181.14999389648438,190.9499969482422,33673378,2021-09-06
2021-09-13,180.1647491455078,184.4499969482422,186.5500030517578,180.1999969482422,181.5,24402578,2021-09-13
2021-09-20,175.03672790527344,179.1999969482422,186.0,175.0,183.39999389648438,26262725,2021-09-20
2021-09-27,174.69485473632812,178.85000610351562,183.35000610351562,177.1999969482422,179.9499969482422,23262727,2021-09-27
2021-10-04,180.50662231445312,184.8000030517578,186.25,179.0500030517578,179.85000610351562,20901722,2021-10-04
2021-10-11,181.67874145507812,186.0,191.89999389648438,185.14999389648438,185.5,18106880,2021-10-11
2021-10-18,174.49949645996094,178.64999389648438,189.8000030517578,177.85000610351562,186.89999389648438,16397461,2021-10-18
2021-10-25,168.88308715820312,172.89999389648438,179.39999389648438,170.1999969482422,179.0,11937367,2021-10-25
2021-11-01,175.671630859375,179.85000610351562,181.39999389648438,173.60000610351562,173.6999969482422,7301895,2021-11-01
2021-11-08,177.13677978515625,181.35000610351562,185.4499969482422,179.14999389648438,180.75,8972985,2021-11-08
2021-11-15,171.9599151611328,176.0500030517578,183.4499969482422,174.6999969482422,182.0500030517578,6754908,2021-11-15
2021-11-22,161.85035705566406,165.6999969482422,177.0,165.3000030517578,177.0,11671674,2021-11-22
2021-11-29,161.11778259277344,164.9499969482422,168.0500030517578,160.25,165.0500030517578,9237544,2021-11-29
2021-12-06,164.78065490722656,168.6999969482422,170.0500030517578,162.0,165.8000030517578,7418831,2021-12-06
2021-12-13,156.08743286132812,159.8000030517578,170.3000030517578,159.10000610351562,169.9499969482422,9492082,2021-12-13
2021-12-20,158.8223876953125,162.60000610351562,165.25,152.60000610351562,159.39999389648438,16655231,2021-12-20
2021-12-27,164.4387969970703,168.35000610351562,169.60000610351562,161.35000610351562,163.0,11863537,2021-12-27
2022-01-03,165.70858764648438,169.64999389648438,172.39999389648438,168.0500030517578,170.0,9616736,2022-01-03
2022-01-10,169.85984802246094,173.89999389648438,176.35000610351562,169.8000030517578,170.8000030517578,17626433,2022-01-10
2022-01-17,172.00875854492188,176.10000610351562,184.0500030517578,174.75,176.9499969482422,22484686,2022-01-17
2022-01-24,171.2761688232422,175.35000610351562,178.75,170.0500030517578,175.9499969482422,10010478,2022-01-24
2022-01-31,167.17373657226562,171.14999389648438,181.3000030517578,170.5500030517578,178.85000610351562,21581487,2022-01-31
2022-02-07,159.94566345214844,163.75,171.14999389648438,163.14999389648438,170.5,13941652,2022-02-07
2022-02-14,154.62213134765625,156.4499969482422,161.89999389648438,154.6999969482422,161.10000610351562,11887590,2022-02-14
2022-02-21,147.25917053222656,149.0,156.3000030517578,140.5,156.0,12901747,2022-02-21
2022-02-28,143.20706176757812,144.89999389648438,150.9499969482422,144.5500030517578,148.3000030517578,8013437,2022-02-28
2022-03-07,151.85482788085938,153.64999389648438,156.35000610351562,139.3000030517578,143.89999389648438,13726973,2022-03-07
2022-03-14,154.473876953125,156.3000030517578,158.89999389648438,152.0500030517578,154.35000610351562,7549162,2022-03-14
2022-03-21,151.6571807861328,153.4499969482422,158.5,152.8000030517578,158.5,10877125,2022-03-21
2022-03-28,155.06686401367188,156.89999389648438,157.9499969482422,150.4499969482422,153.25,13919243,2022-03-28
2022-04-04,160.15670776367188,162.0500030517578,162.8000030517578,157.3000030517578,158.1999969482422,11426231,2022-04-04
2022-04-11,155.1162872314453,156.9499969482422,162.64999389648438,155.6999969482422,162.0500030517578,5384812,2022-04-11
2022-04-18,154.5727081298828,156.39999389648438,157.75,151.25,156.9499969482422,7633461,2022-04-18
2022-04-25,151.41009521484375,153.1999969482422,155.4499969482422,151.1999969482422,154.9499969482422,7803778,2022-04-25
2022-05-02,144.5413055419922,146.25,156.39999389648438,144.3000030517578,151.5,13133297,2022-05-02
2022-05-09,140.48919677734375,142.14999389648438,149.9499969482422,139.5500030517578,146.75,11890019,2022-05-09
2022-05-16,142.4164276123047,144.10000610351562,146.6999969482422,140.8000030517578,142.4499969482422,7996426,2022-05-16
2022-05-23,143.15765380859375,144.85000610351562,145.39999389648438,135.39999389648438,144.8000030517578,10238589,2022-05-23
2022-05-30,145.57904052734375,147.3000030517578,148.5500030517578,145.39999389648438,146.0,5962510,2022-05-30
2022-06-06,145.08486938476562,146.8000030517578,150.5,144.5500030517578,147.8000030517578,6393687,2022-06-06
2022-06-13,134.5098876953125,136.10000610351562,145.10000610351562,135.39999389648438,145.0,5834578,2022-06-13
2022-06-20,135.4982147216797,137.10000610351562,138.0500030517578,130.25,136.64999389648438,8755702,2022-06-20
2022-06-27,139.74795532226562,141.39999389648438,141.9499969482422,136.8000030517578,138.75,6347279,2022-06-27
2022-07-04,143.4541473388672,145.14999389648438,146.6999969482422,140.1999969482422,141.8000030517578,5515965,2022-07-04
2022-07-11,147.7039031982422,149.4499969482422,152.75,143.8000030517578,144.0500030517578,9967908,2022-07-11
2022-07-18,149.08755493164062,150.85000610351562,153.10000610351562,148.75,150.0,6828483,2022-07-18
2022-07-25,156.64817810058594,158.5,161.64999389648438,149.4499969482422,151.60000610351562,22003851,2022-07-25
2022-08-01,154.5727081298828,156.39999389648438,161.89999389648438,154.14999389648438,160.8000030517578,12031039,2022-08-01
2022-08-08,157.33998107910156,159.1999969482422,160.89999389648438,155.85000610351562,156.60000610351562,8141728,2022-08-08
2022-08-15,158.32830810546875,160.1999969482422,165.5,159.0,159.1999969482422,13039915,2022-08-15
2022-08-22,159.02012634277344,160.89999389648438,162.25,152.89999389648438,159.0,9327972,2022-08-22
2022-08-29,157.5376434326172,159.39999389648438,161.5,156.3000030517578,156.5,6698134,2022-08-29
2022-09-05,169.19979858398438,171.1999969482422,175.8000030517578,159.64999389648438,160.0,39578668,2022-09-05
2022-09-12,165.44418334960938,167.39999389648438,176.8000030517578,166.6999969482422,172.6999969482422,20081704,2022-09-12
2022-09-19,156.49993896484375,158.35000610351562,169.5500030517578,157.8000030517578,167.39999389648438,12598155,2022-09-19
2022-09-26,155.1162872314453,156.9499969482422,158.5,152.6999969482422,158.0,13363502,2022-09-26
2022-10-03,155.3633575439453,157.1999969482422,160.1999969482422,153.1999969482422,156.89999389648438,7677742,2022-10-03
2022-10-10,152.4478302001953,154.25,158.5,152.75,157.1999969482422,7319534,2022-10-10
2022-10-17,157.142333984375,159.0,161.5,153.10000610351562,154.5,7683222,2022-10-17
2022-10-24,163.1710662841797,165.10000610351562,167.5,159.0,162.0,7891154,2022-10-24
2022-10-31,173.4989776611328,175.5500030517578,177.75,163.75,165.25,23231094,2022-10-31
2022-11-07,168.85389709472656,170.85000610351562,179.14999389648438,168.75,176.5,22345816,2022-11-07
2022-11-14,182.09732055664062,184.25,188.0,170.64999389648438,171.89999389648438,38060757,2022-11-14
2022-11-21,183.38214111328125,185.5500030517578,186.64999389648438,180.1999969482422,184.25,15685789,2022-11-21
2022-11-28,188.37313842773438,190.60000610351562,191.5,184.14999389648438,185.89999389648438,19863261,2022-11-28
2022-12-05,189.21319580078125,191.4499969482422,194.1999969482422,188.75,191.14999389648438,15240758,2022-12-05
2022-12-12,187.3354034423828,189.5500030517578,193.35000610351562,186.6999969482422,191.5,11315509,2022-12-12
2022-12-19,175.27793884277344,177.35000610351562,192.5500030517578,176.60000610351562,189.5,11841752,2022-12-19
2022-12-26,178.14407348632812,180.25,182.25,174.85000610351562,177.10000610351562,10303969,2022-12-26
2023-01-02,176.315673828125,178.39999389648438,183.0,176.89999389648438,181.0,7835455,2023-01-02
2023-01-09,180.91134643554688,183.0500030517578,185.5,178.8000030517578,179.0,8884673,2023-01-09
2023-01-16,184.32102966308594,186.5,191.35000610351562,181.89999389648438,182.39999389648438,14773049,2023-01-16
2023-01-23,181.05958557128906,183.1999969482422,188.0500030517578,180.0500030517578,186.89999389648438,7429690,2023-01-23
2023-01-30,178.0946502685547,180.1999969482422,188.85000610351562,173.0,182.75,19879214,2023-01-30
2023-02-06,177.74874877929688,179.85000610351562,183.0,175.64999389648438,182.0,12329904,2023-02-06
2023-02-13,178.63821411132812,180.75,182.85000610351562,178.64999389648438,181.0,6076248,2023-02-13
2023-02-20,173.59779357910156,175.64999389648438,181.4499969482422,172.10000610351562,180.85000610351562,7829226,2023-02-20
2023-02-27,178.48997497558594,180.60000610351562,182.10000610351562,171.60000610351562,175.1999969482422,10601927,2023-02-27
2023-03-06,181.35609436035156,183.5,187.39999389648438,180.60000610351562,180.9499969482422,6578935,2023-03-06
2023-03-13,176.61215209960938,178.6999969482422,183.85000610351562,174.75,183.3000030517578,6387202,2023-03-13
2023-03-20,173.40013122558594,175.4499969482422,180.85000610351562,174.3000030517578,176.10000610351562,5613502,2023-03-20
2023-03-27,175.8709259033203,177.9499969482422,180.1999969482422,170.5,175.5,5870113,2023-03-27
2023-04-03,178.93470764160156,181.0500030517578,181.5,178.0500030517578,178.89999389648438,3749932,2023-04-03
2023-04-10,183.23388671875,185.39999389648438,188.0500030517578,178.89999389648438,181.0500030517578,9495098,2023-04-10
2023-04-17,185.60585021972656,187.8000030517578,189.89999389648438,184.35000610351562,185.39999389648438,9700914,2023-04-17
2023-04-24,193.5618133544922,195.85000610351562,196.35000610351562,187.0500030517578,187.8000030517578,13170594,2023-04-24
2023-05-01,184.81520080566406,187.0,197.25,186.0,195.85000610351562,9795620,2023-05-01
2023-05-08,187.7801513671875,190.0,193.5500030517578,186.14999389648438,188.75,16308733,2023-05-08
2023-05-15,202.20957946777344,204.60000610351562,208.64999389648438,187.1999969482422,190.35000610351562,46807343,2023-05-15
2023-05-22,206.70640563964844,209.14999389648438,211.25,201.0,204.60000610351562,14404459,2023-05-22
2023-05-29,209.27603149414062,211.75,214.5,206.5500030517578,210.0,9888736,2023-05-29
2023-06-05,203.2967071533203,205.6999969482422,214.1999969482422,204.89999389648438,212.75,10442381,2023-06-05
2023-06-12,212.48805236816406,215.0,217.0,203.85000610351562,205.6999969482422,15933922,2023-06-12
2023-06-19,229.7836151123047,232.5,235.6999969482422,212.3000030517578,217.10000610351562,41077841,2023-06-19
2023-06-26,233.9345245361328,236.6999969482422,238.6999969482422,229.0,234.9499969482422,13473184,2023-06-26
2023-07-03,245.00367736816406,247.89999389648438,252.0,236.10000610351562,238.5500030517578,19510775,2023-07-03
2023-07-10,251.27947998046875,254.25,257.45001220703125,247.0,248.9499969482422,19845363,2023-07-10
2023-07-17,248.85812377929688,251.8000030517578,255.9499969482422,244.25,255.9499969482422,14755544,2023-07-17
2023-07-24,248.2156982421875,251.14999389648438,257.0,246.75,252.75,14221541,2023-07-24
2023-07-31,253.6514434814453,256.6499938964844,266.70001220703125,247.10000610351562,252.5,29594741,2023-07-31
2023-08-07,268.1042785644531,269.1000061035156,271.5,257.25,258.04998779296875,16078774,2023-08-07
2023-08-14,266.7592468261719,267.75,270.0,261.0,269.95001220703125,8891061,2023-08-14
2023-08-21,258.0416259765625,259.0,273.0,256.8500061035156,268.6000061035156,11576948,2023-08-21
2023-08-28,264.76666259765625,265.75,269.3999938964844,258.8500061035156,260.3999938964844,11907413,2023-08-28
2023-09-04,272.43817138671875,273.45001220703125,276.95001220703125,265.75,265.75,13006639,2023-09-04
2023-09-11,267.2574157714844,268.25,279.75,263.54998779296875,276.79998779296875,12592013,2023-09-11
2023-09-18,255.2519989013672,256.20001220703125,270.3999938964844,253.75,269.75,7913342,2023-09-18
2023-09-25,259.6357116699219,260.6000061035156,262.8999938964844,253.60000610351562,256.20001220703125,6587479,2023-09-25
2023-10-02,258.0416259765625,259.0,263.0,255.10000610351562,260.6000061035156,5726802,2023-10-02
2023-10-09,261.5286865234375,262.5,268.0,253.1999969482422,256.0,9284775,2023-10-09
2023-10-16,257.0951232910156,258.04998779296875,274.0,257.0,262.70001220703125,14935519,2023-10-16
2023-10-23,250.46975708007812,251.39999389648438,258.79998779296875,241.6999969482422,258.04998779296875,6575912,2023-10-23
2023-10-30,255.15237426757812,256.1000061035156,258.95001220703125,249.0,251.39999389648438,6495531,2023-10-30
2023-11-06,267.15777587890625,268.1499938964844,273.25,257.75,258.0,16112451,2023-11-06
2023-11-13,280.05987548828125,281.1000061035156,282.45001220703125,267.29998779296875,269.5,12365822,2023-11-13
2023-11-20,280.4583740234375,281.5,287.45001220703125,280.3500061035156,282.8999938964844,13640325,2023-11-20
2023-11-27,290.42138671875,291.5,297.0,281.0,281.5,11984798,2023-11-27
2023-12-04,288.8273010253906,289.8999938964844,299.3999938964844,287.25,297.3999938964844,12962174,2023-12-04
2023-12-11,294.4563903808594,295.54998779296875,299.0,285.3999938964844,290.70001220703125,10363878,2023-12-11
2023-12-18,292.2645263671875,293.3500061035156,309.8999938964844,278.5,295.54998779296875,23879678,2023-12-18
2023-12-25,316.67388916015625,317.8500061035156,324.25,292.79998779296875,293.3500061035156,17604550,2023-12-25
2024-01-01,328.1313171386719,329.3500061035156,331.0,315.5,319.8500061035156,16666543,2024-01-01
2024-01-08,336.4006042480469,337.6499938964844,341.79998779296875,322.6000061035156,331.25,16934806,2024-01-08
2024-01-15,325.9892883300781,327.20001220703125,339.6000061035156,309.3500061035156,339.6000061035156,21746707,2024-01-15
2024-01-22,309.2514343261719,310.3999938964844,327.6000061035156,307.45001220703125,327.20001220703125,11383228,2024-01-22
2024-01-29,342.07952880859375,343.3500061035156,347.5,311.29998779296875,314.70001220703125,24931834,2024-01-29
2024-02-05,337.1478271484375,338.3999938964844,354.0,332.5,346.8999938964844,15109953,2024-02-05
2024-02-12,335.2548522949219,336.5,341.3999938964844,321.3999938964844,341.0,9554965,2024-02-12
2024-02-19,328.7789306640625,330.0,344.0,323.29998779296875,340.29998779296875,8060666,2024-02-19
2024-02-26,322.9007568359375,324.1000061035156,332.20001220703125,316.04998779296875,331.04998779296875,8040725,2024-02-26
2024-03-04,326.9357604980469,328.1499938964844,332.04998779296875,316.54998779296875,327.79998779296875,6585984,2024-03-04
2024-03-11,304.1702880859375,305.29998779296875,332.29998779296875,294.6499938964844,331.0,13769787,2024-03-11
2024-03-18,306.06329345703125,307.20001220703125,309.1000061035156,290.3500061035156,305.0,10959381,2024-03-18
2024-03-25,303.4230651855469,304.54998779296875,307.5,302.79998779296875,307.20001220703125,5271041,2024-03-25
2024-04-01,320.6590881347656,321.8500061035156,323.95001220703125,305.0,305.0,11936858,2024-04-01
2024-04-08,396.6767272949219,398.1499938964844,403.0,321.0,324.5,170365975,2024-04-08
2024-04-15,442.6559753417969,444.29998779296875,481.70001220703125,398.8500061035156,401.0,176684260,2024-04-15
2024-04-22,464.92327880859375,466.6499938964844,476.6000061035156,433.5,447.0,65342421,2024-04-22
2024-04-29,467.21478271484375,468.95001220703125,485.54998779296875,453.1000061035156,468.95001220703125,32688440,2024-04-29
2024-05-06,450.5765686035156,452.25,471.79998779296875,445.1000061035156,471.0,18422799,2024-05-06
2024-05-13,474.58740234375,476.3500061035156,485.0,435.0,452.25,20644897,2024-05-13
2024-05-20,472.9933166503906,474.75,495.5,460.3500061035156,476.29998779296875,26839336,2024-05-20
2024-05-27,486.443359375,488.25,517.4000244140625,468.45001220703125,479.8999938964844,69027576,2024-05-27
2024-06-03,525.0997924804688,527.0499877929688,536.7000122070312,429.20001220703125,512.7000122070312,52212921,2024-06-03
2024-06-10,540.2435302734375,542.25,549.9000244140625,522.3499755859375,530.0,33891829,2024-06-10
2024-06-17,567.5919799804688,569.7000122070312,576.2000122070312,542.25,542.25,25204901,2024-06-17
2024-06-24,562.4111938476562,564.5,620.3499755859375,557.25,567.0,69306598,2024-06-24
2024-07-01,565.8484497070312,567.9500122070312,572.75,559.5999755859375,567.25,15316607,2024-07-01
2024-07-08,556.9813842773438,559.0499877929688,585.5,549.0499877929688,570.0,20595146,2024-07-08
2024-07-15,538.5,540.5,569.2000122070312,538.0,561.2999877929688,15647260,2024-07-15
2024-07-22,551.7009887695312,553.75,555.9500122070312,523.4000244140625,538.0,19726964,2024-07-22
2024-07-29,508.8500061035156,508.8500061035156,560.0,502.75,557.0,31598877,2024-07-29
2024-08-05,493.20001220703125,493.20001220703125,502.6000061035156,479.79998779296875,490.0,17454864,2024-08-05
2024-08-12,495.70001220703125,495.70001220703125,507.45001220703125,485.0,488.0,11316815,2024-08-12
2024-08-19,499.3999938964844,499.3999938964844,514.7999877929688,490.6000061035156,498.04998779296875,12821613,2024-08-19
2024-08-26,492.8999938964844,492.8999938964844,505.45001220703125,484.6000061035156,502.79998779296875,13566779,2024-08-26
2024-09-02,483.0,483.0,499.70001220703125,482.04998779296875,493.0,14118361,2024-09-02
2024-09-09,485.3999938964844,485.3999938964844,488.75,466.5,483.0,12878124,2024-09-09
2024-09-16,466.29998779296875,466.29998779296875,493.1000061035156,454.04998779296875,489.45001220703125,12568845,2024-09-16
2024-09-23,497.29998779296875,497.29998779296875,500.3999938964844,465.3999938964844,468.0,21855186,2024-09-23
2024-09-30,502.3999938964844,502.3999938964844,515.6500244140625,488.54998779296875,498.0,24585476,2024-09-30
2024-10-07,530.5,530.5,532.9000244140625,473.8500061035156,505.0,44606315,2024-10-07
2024-10-14,495.79998779296875,495.79998779296875,534.4000244140625,486.0,533.2000122070312,20677474,2024-10-14
2024-10-21,449.8999938964844,449.8999938964844,498.6499938964844,444.6499938964844,495.6499938964844,15558088,2024-10-21
2024-10-28,458.95001220703125,458.95001220703125,474.95001220703125,446.6499938964844,450.0,15983839,2024-10-28
2024-11-04,437.04998779296875,437.04998779296875,459.79998779296875,433.0,459.79998779296875,23216841,2024-11-04
2024-11-11,418.1000061035156,418.1000061035156,447.3500061035156,412.3500061035156,434.75,16456507,2024-11-11
2024-11-18,424.04998779296875,424.04998779296875,430.79998779296875,411.0,418.1000061035156,8905264,2024-11-18
2024-11-25,452.6000061035156,452.6000061035156,459.8999938964844,425.1000061035156,430.0,25430655,2024-11-25
2024-12-02,462.70001220703125,462.70001220703125,465.79998779296875,448.1000061035156,456.70001220703125,14249544,2024-12-02
2024-12-09,455.1499938964844,455.1499938964844,472.5,446.04998779296875,463.0,13644294,2024-12-09
2024-12-16,426.29998779296875,426.29998779296875,466.79998779296875,414.6000061035156,455.1499938964844,18106692,2024-12-16
2024-12-23,418.3999938964844,418.3999938964844,429.0,411.29998779296875,426.29998779296875,7958740,2024-12-23
2024-12-30,424.75,424.75,431.6000061035156,408.5,418.3999938964844,9704649,2024-12-30
2025-01-06,389.1000061035156,389.1000061035156,426.5,386.6000061035156,425.04998779296875,12296223,2025-01-06
2025-01-13,389.54998779296875,389.54998779296875,393.79998779296875,367.25,386.79998779296875,9633739,2025-01-13
2025-01-20,369.04998779296875,369.04998779296875,394.3999938964844,366.95001220703125,391.6000061035156,9806882,2025-01-20
2025-01-27,382.29998779296875,382.29998779296875,390.95001220703125,336.6499938964844,366.1000061035156,30620370,2025-01-27
2025-02-03,377.1000061035156,377.1000061035156,387.5,370.04998779296875,382.75,14403074,2025-02-03
2025-02-10,358.54998779296875,358.54998779296875,379.20001220703125,350.6499938964844,377.1000061035156,10150946,2025-02-10
2025-02-17,365.29998779296875,365.29998779296875,381.0,346.95001220703125,355.04998779296875,9087190,2025-02-17
2025-02-24,347.79998779296875,347.79998779296875,367.75,345.3500061035156,360.04998779296875,7768013,2025-02-24
2025-03-03,355.8500061035156,355.8500061035156,364.45001220703125,338.0,347.79998779296875,9102277,2025-03-03
2025-03-10,333.0,333.0,358.3999938964844,332.25,355.8500061035156,6728237,2025-03-10
2025-03-17,358.6499938964844,358.6499938964844,361.5,330.8500061035156,333.5,9952075,2025-03-17
2025-03-24,360.45001220703125,360.45001220703125,374.70001220703125,352.5,365.0,20404164,2025-03-24
2025-03-31,364.3999938964844,364.3999938964844,373.54998779296875,357.79998779296875,360.45001220703125,7813053,2025-03-31
2025-04-07,369.29998779296875,369.29998779296875,373.70001220703125,328.0,328.0,9774907,2025-04-07
2025-04-14,375.29998779296875,375.29998779296875,383.5,368.54998779296875,369.29998779296875,9334446,2025-04-14
2025-04-21,370.5,370.5,388.6000061035156,366.79998779296875,377.0,12338125,2025-04-21
2025-04-28,355.0,355.0,383.29998779296875,347.0,368.1499938964844,18202506,2025-04-28
2025-05-05,360.95001220703125,360.95001220703125,378.6000061035156,350.5,358.0,14834424,2025-05-05
2025-05-12,393.04998779296875,393.04998779296875,395.45001220703125,369.0,370.0,11199077,2025-05-12
2025-05-19,382.1499938964844,382.1499938964844,397.20001220703125,380.04998779296875,394.0,9529077,2025-05-19
2025-05-26,386.8500061035156,386.8500061035156,390.3500061035156,375.5,383.8999938964844,9458504,2025-05-26
2025-06-02,393.29998779296875,393.29998779296875,394.5,382.20001220703125,385.0,9219087,2025-06-02
2025-06-09,384.8500061035156,384.8500061035156,410.0,377.04998779296875,395.0,16798893,2025-06-09
2025-06-16,380.25,380.25,386.5,370.1000061035156,384.8500061035156,10182952,2025-06-16
2025-06-23,388.45001220703125,388.45001220703125,393.79998779296875,376.0,376.0,13148667,2025-06-23
2025-06-30,383.45001220703125,383.45001220703125,391.75,380.6000061035156,389.0,9553308,2025-06-30
2025-07-07,380.6499938964844,380.6499938964844,390.3500061035156,378.6000061035156,382.54998779296875,6638316,2025-07-07
