Date,Adj Close_APOLLOHOSP.NS,Close_APOLLOHOSP.NS,High_APOLLOHOSP.NS,Low_APOLLOHOSP.NS,Open_APOLLOHOSP.NS,Volume_APOLLOHOSP.NS,Date
2021-04-19,3166.9912109375,3200.050048828125,3334.10009765625,3005.64990234375,3038.0,8465275,2021-04-19
2021-04-26,3164.467529296875,3197.5,3310.0,3152.0,3230.35009765625,3135108,2021-04-26
2021-05-03,3276.646728515625,3310.85009765625,3397.0,3140.0,3208.800048828125,4889508,2021-05-03
2021-05-10,3108.501708984375,3140.949951171875,3342.60009765625,3095.35009765625,3315.0,2844124,2021-05-10
2021-05-17,3214.198486328125,3247.75,3272.75,3115.10009765625,3147.0,3421751,2021-05-17
2021-05-24,3116.81494140625,3149.35009765625,3285.0,3140.0,3248.0,3134992,2021-05-24
2021-05-31,3345.23095703125,3380.14990234375,3435.0,3125.0,3145.0,3664481,2021-05-31
2021-06-07,3302.0810546875,3336.550048828125,3380.14990234375,3251.0,3380.14990234375,2908360,2021-06-07
2021-06-14,3188.219482421875,3221.5,3360.0,3162.550048828125,3345.0,2075937,2021-06-14
2021-06-21,3403.47265625,3439.0,3465.0,3141.75,3195.0,6744915,2021-06-21
2021-06-28,3694.633544921875,3733.199951171875,3744.89990234375,3402.199951171875,3447.85009765625,6223425,2021-06-28
2021-07-05,3687.40869140625,3725.89990234375,3762.949951171875,3657.0,3760.0,2184380,2021-07-05
2021-07-12,3740.0595703125,3779.10009765625,3798.0,3708.89990234375,3745.0,1732551,2021-07-12
2021-07-19,3878.4150390625,3918.89990234375,4004.0,3765.0,3779.10009765625,2498720,2021-07-19
2021-07-26,3993.315673828125,4035.0,4189.64990234375,3930.0,3937.0,4374246,2021-07-26
2021-08-02,4045.817626953125,4088.050048828125,4225.0,4035.050048828125,4059.64990234375,2619439,2021-08-02
2021-08-09,4022.114990234375,4064.10009765625,4145.75,3915.0,4109.0,2738684,2021-08-09
2021-08-16,4697.46484375,4746.5,4974.0,4125.14990234375,4146.0,17051011,2021-08-16
2021-08-23,4718.75,4765.10009765625,4888.9501953125,4646.39990234375,4780.0,4483962,2021-08-23
2021-08-30,4965.77392578125,5014.5498046875,5122.0,4721.60009765625,4790.2001953125,5826116,2021-08-30
2021-09-06,4673.6435546875,4719.5498046875,5040.0,4685.0,5029.0,2399582,2021-09-06
2021-09-13,4860.5087890625,4908.25,4945.5,4681.35009765625,4735.0,3933942,2021-09-13
2021-09-20,4685.77392578125,4731.7998046875,5198.0,4711.5498046875,4864.0,4105820,2021-09-20
2021-09-27,4416.02392578125,4459.39990234375,4771.0,4376.0,4748.7998046875,4851523,2021-09-27
2021-10-04,4336.6533203125,4379.25,4576.85009765625,4356.0,4459.89990234375,1987847,2021-10-04
2021-10-11,4286.29736328125,4328.39990234375,4429.75,4293.2998046875,4401.10009765625,1682515,2021-10-11
2021-10-18,3989.216064453125,4028.39990234375,4449.0,4002.35009765625,4449.0,2186152,2021-10-18
2021-10-25,4220.59375,4262.0498046875,4349.0,3955.0,4045.39990234375,3808829,2021-10-25
2021-11-01,4395.37646484375,4438.5498046875,4478.0,4258.0,4281.2001953125,1366138,2021-11-01
2021-11-08,4624.080078125,4669.5,4728.10009765625,4378.0,4438.60009765625,2726973,2021-11-08
2021-11-15,5534.240234375,5588.60009765625,5844.39990234375,4800.7998046875,4800.7998046875,12810011,2021-11-15
2021-11-22,5632.2783203125,5687.60009765625,5935.39990234375,5305.10009765625,5597.0,6854997,2021-11-22
2021-11-29,5379.5595703125,5432.39990234375,5858.0,5420.0,5770.0,5458296,2021-11-29
2021-12-06,5194.27880859375,5245.2998046875,5468.0,5211.0,5467.0,2747844,2021-12-06
2021-12-13,4740.14013671875,4786.7001953125,5329.0,4730.0,5286.7001953125,3264539,2021-12-13
2021-12-20,4795.39697265625,4842.5,4905.9501953125,4643.14990234375,4780.0,3710221,2021-12-20
2021-12-27,4964.63525390625,5013.39990234375,5056.7998046875,4755.0,4854.35009765625,2646318,2021-12-27
2022-01-03,4973.0029296875,5021.85009765625,5138.64990234375,4905.0,5038.4501953125,2782221,2022-01-03
2022-01-10,4925.66748046875,4974.0498046875,5141.5,4930.0,5021.85009765625,2310141,2022-01-10
2022-01-17,4646.0146484375,4691.64990234375,4984.7001953125,4400.0,4974.0,10005560,2022-01-17
2022-01-24,4435.03759765625,4478.60009765625,4710.7998046875,4150.0,4690.0,3831425,2022-01-24
2022-01-31,4642.30126953125,4687.89990234375,4794.0,4358.0498046875,4584.0,3766371,2022-01-31
2022-02-07,4470.9833984375,4514.89990234375,4724.5498046875,4380.0,4687.39990234375,3128648,2022-02-07
2022-02-14,4428.05517578125,4471.5498046875,4724.0,4402.75,4479.10009765625,3377973,2022-02-14
2022-02-21,4588.38134765625,4633.4501953125,4747.60009765625,4300.0,4471.0,3982848,2022-02-21
2022-02-28,4701.07373046875,4747.25,4969.0,4571.2001953125,4615.0,4481637,2022-02-28
2022-03-07,4806.88427734375,4854.10009765625,4863.0,4583.85009765625,4620.0,2561246,2022-03-07
2022-03-14,4792.822265625,4839.89990234375,5016.5498046875,4700.0,4890.0,2643936,2022-03-14
2022-03-21,4637.646484375,4683.2001953125,4914.89990234375,4471.85009765625,4875.0,4349041,2022-03-21
2022-03-28,4463.06103515625,4506.89990234375,4720.0,4455.10009765625,4712.7998046875,8196625,2022-03-28
2022-04-04,4561.34619140625,4606.14990234375,4628.5,4490.0,4557.0,2859674,2022-04-04
2022-04-11,4698.3017578125,4744.4501953125,4764.0,4575.5,4607.0,2038657,2022-04-11
2022-04-18,4766.87744140625,4813.7001953125,4903.64990234375,4518.0,4724.5,4223500,2022-04-18
2022-04-25,4411.02294921875,4454.35009765625,4765.60009765625,4431.0,4765.60009765625,2463532,2022-04-25
2022-05-02,3790.121826171875,3827.35009765625,4440.0,3791.050048828125,4440.0,4312641,2022-05-02
2022-05-09,3513.291015625,3547.800048828125,3807.949951171875,3530.0,3805.0,3558124,2022-05-09
2022-05-16,3632.32177734375,3668.0,3842.0,3553.050048828125,3581.0,3136508,2022-05-16
2022-05-23,3824.186767578125,3861.75,3880.0,3361.550048828125,3668.0,4708111,2022-05-23
2022-05-30,3553.891845703125,3588.800048828125,3999.800048828125,3546.35009765625,3890.0,6019993,2022-05-30
2022-06-06,3664.50537109375,3700.5,3715.0,3525.0,3580.10009765625,2502126,2022-06-06
2022-06-13,3665.248291015625,3701.25,3775.0,3556.10009765625,3649.0,3092834,2022-06-13
2022-06-20,3801.06396484375,3838.39990234375,3922.0,3682.89990234375,3700.0,3299899,2022-06-20
2022-06-27,3699.80859375,3736.14990234375,3870.0,3635.199951171875,3849.0,2591102,2022-06-27
2022-07-04,3897.863037109375,3936.14990234375,3946.0,3700.050048828125,3732.0,1826851,2022-07-04
2022-07-11,3893.456787109375,3931.699951171875,4098.7001953125,3861.199951171875,3935.0,2685462,2022-07-11
2022-07-18,4085.173095703125,4125.2998046875,4169.85009765625,3890.14990234375,3940.10009765625,2379011,2022-07-18
2022-07-25,4171.3271484375,4212.2998046875,4252.89990234375,4022.0,4144.0,2629303,2022-07-25
2022-08-01,4331.55322265625,4374.10009765625,4422.0,4190.0,4240.0,1686125,2022-08-01
2022-08-08,4270.80029296875,4312.75,4625.9501953125,4276.10009765625,4388.9501953125,3171890,2022-08-08
2022-08-15,4095.1259765625,4135.35009765625,4381.5498046875,4120.0,4312.75,2398411,2022-08-15
2022-08-22,4185.6708984375,4215.25,4239.85009765625,3987.85009765625,4133.0,2934064,2022-08-22
2022-08-29,4282.08935546875,4312.35009765625,4398.0,4086.0,4100.0,2887547,2022-08-29
2022-09-05,4429.05126953125,4460.35009765625,4474.89990234375,4233.0,4282.0,3036771,2022-09-05
2022-09-12,4249.71826171875,4279.75,4520.0,4257.0,4473.0,1889518,2022-09-12
2022-09-19,4387.4453125,4418.4501953125,4719.0,4226.7001953125,4295.89990234375,4335179,2022-09-19
2022-09-26,4352.640625,4383.39990234375,4484.89990234375,4183.10009765625,4418.4501953125,3284013,2022-09-26
2022-10-03,4363.26611328125,4394.10009765625,4490.0,4350.9501953125,4385.0,1534758,2022-10-03
2022-10-10,4266.99658203125,4297.14990234375,4420.0,4236.0,4375.0,1618841,2022-10-10
2022-10-17,4358.25146484375,4389.0498046875,4430.0,4221.0498046875,4290.0,1627127,2022-10-17
2022-10-24,4534.9521484375,4567.0,4584.0,4320.0,4410.2001953125,1618321,2022-10-24
2022-10-31,4331.986328125,4362.60009765625,4647.0,4340.0498046875,4582.10009765625,3070102,2022-10-31
2022-11-07,4390.37451171875,4421.39990234375,4540.0,4250.0,4384.4501953125,2947240,2022-11-07
2022-11-14,4368.2802734375,4399.14990234375,4629.0,4320.0,4430.0,2695293,2022-11-14
2022-11-21,4755.84130859375,4789.4501953125,4885.0,4341.0,4403.9501953125,4339022,2022-11-21
2022-11-28,4837.26611328125,4871.4501953125,4882.9501953125,4642.60009765625,4761.0,4229850,2022-11-28
2022-12-05,4652.2236328125,4685.10009765625,4901.9501953125,4675.25,4885.0,2002878,2022-12-05
2022-12-12,4533.11474609375,4565.14990234375,4761.35009765625,4551.7001953125,4677.0,1824874,2022-12-12
2022-12-19,4667.16748046875,4700.14990234375,4848.7998046875,4521.0498046875,4600.0,2843996,2022-12-19
2022-12-26,4446.1796875,4477.60009765625,4740.0,4468.10009765625,4723.7001953125,1666584,2022-12-26
2023-01-02,4356.66259765625,4387.4501953125,4516.7001953125,4356.0,4488.0,1860106,2023-01-02
2023-01-09,4305.12646484375,4335.5498046875,4489.0,4268.0498046875,4424.35009765625,2002844,2023-01-09
2023-01-16,4255.1796875,4285.25,4364.25,4264.2001953125,4364.25,1242110,2023-01-16
2023-01-23,4214.3681640625,4244.14990234375,4353.5,4192.10009765625,4294.39990234375,1185790,2023-01-23
2023-01-30,4221.765625,4251.60009765625,4352.0,4123.0,4236.5,2508660,2023-01-30
2023-02-06,4385.26025390625,4416.25,4425.2998046875,4189.64990234375,4211.0,1470980,2023-02-06
2023-02-13,4582.31787109375,4614.7001953125,4668.9501953125,4170.0,4430.39990234375,5164655,2023-02-13
2023-02-20,4439.27880859375,4470.64990234375,4649.9501953125,4396.89990234375,4593.0,1859410,2023-02-20
2023-02-27,4383.2783203125,4408.2998046875,4494.75,4337.25,4485.0,1297137,2023-02-27
2023-03-06,4292.74560546875,4317.25,4538.25,4291.64990234375,4416.0,1502234,2023-03-06
2023-03-13,4321.82958984375,4346.5,4435.9501953125,4266.0,4327.0,1724005,2023-03-13
2023-03-20,4259.0380859375,4283.35009765625,4354.64990234375,4195.0,4322.0,1693831,2023-03-20
2023-03-27,4286.431640625,4310.89990234375,4407.89990234375,4245.0498046875,4304.7001953125,1555976,2023-03-27
2023-04-03,4178.10009765625,4201.9501953125,4343.9501953125,4168.0,4343.5,1402832,2023-04-03
2023-04-10,4373.33544921875,4398.2998046875,4481.10009765625,4187.2998046875,4215.0,2169292,2023-04-10
2023-04-17,4336.54541015625,4361.2998046875,4448.39990234375,4221.5498046875,4410.0,2231088,2023-04-17
2023-04-24,4488.0810546875,4513.7001953125,4529.0,4362.2998046875,4362.2998046875,2376198,2023-04-24
2023-05-01,4576.3759765625,4602.5,4630.0,4476.89990234375,4513.7001953125,1396170,2023-05-01
2023-05-08,4579.1103515625,4605.25,4660.0,4535.0,4611.0,1612627,2023-05-08
2023-05-15,4421.908203125,4447.14990234375,4689.0,4410.25,4609.9501953125,1323837,2023-05-15
2023-05-22,4583.73486328125,4609.89990234375,4625.0,4451.9501953125,4459.7998046875,1513536,2023-05-22
2023-05-29,4939.10546875,4967.2998046875,5002.2001953125,4525.0,4635.0,6304895,2023-05-29
2023-06-05,4898.736328125,4926.7001953125,5040.0,4893.5,4967.9501953125,2295086,2023-06-05
2023-06-12,5170.53466796875,5200.0498046875,5294.0,4915.0498046875,4949.0,3522307,2023-06-12
2023-06-19,5016.8125,5045.4501953125,5261.9501953125,5001.0,5220.0,1737498,2023-06-19
2023-06-26,5069.2626953125,5098.2001953125,5175.9501953125,5000.0498046875,5049.9501953125,1760521,2023-06-26
2023-07-03,5117.0400390625,5146.25,5310.0,5050.39990234375,5127.5,2475520,2023-07-03
2023-07-10,5142.4453125,5171.7998046875,5289.89990234375,5096.25,5179.85009765625,1884299,2023-07-10
2023-07-17,5175.357421875,5204.89990234375,5324.0,5106.4501953125,5152.2001953125,1836235,2023-07-17
2023-07-24,5316.6015625,5346.9501953125,5364.0,5143.0498046875,5144.0,1912034,2023-07-24
2023-07-31,4952.0322265625,4980.2998046875,5339.9501953125,4956.2998046875,5339.9501953125,3520813,2023-07-31
2023-08-07,4878.30322265625,4906.14990234375,5055.0,4811.14990234375,4980.2998046875,2832846,2023-08-07
2023-08-14,4820.83154296875,4848.35009765625,4960.0,4730.0,4863.0,2212180,2023-08-14
2023-08-21,4846.79931640625,4865.5,4987.0,4840.0,4881.0,1798990,2023-08-21
2023-08-28,4821.74609375,4840.35009765625,4945.0,4801.2001953125,4874.89990234375,1886196,2023-08-28
2023-09-04,4965.9892578125,4985.14990234375,5049.7998046875,4817.60009765625,4860.0,2317787,2023-09-04
2023-09-11,5072.2294921875,5091.7998046875,5150.39990234375,4945.0,5004.0,2331332,2023-09-11
2023-09-18,4970.3720703125,4989.5498046875,5162.0,4929.0,5100.0,1652867,2023-09-18
2023-09-25,5118.0029296875,5137.75,5186.9501953125,4972.85009765625,5014.89990234375,1932897,2023-09-25
2023-10-02,5040.80078125,5060.25,5154.9501953125,4982.2998046875,5137.75,1482006,2023-10-02
2023-10-09,4998.015625,5017.2998046875,5140.0,4871.7001953125,5000.0,2154648,2023-10-09
2023-10-16,4958.41796875,4977.5498046875,5068.0,4935.14990234375,5030.0,1303577,2023-10-16
2023-10-23,4811.634765625,4830.2001953125,5010.5498046875,4726.0,4977.0,2428393,2023-10-23
2023-10-30,5133.39404296875,5153.2001953125,5165.5,4783.0498046875,4840.0,2269658,2023-10-30
2023-11-06,5258.21240234375,5278.5,5338.0,5087.4501953125,5141.0498046875,2751047,2023-11-06
2023-11-13,5457.8916015625,5478.9501953125,5493.35009765625,5200.2001953125,5250.0,1691389,2023-11-13
2023-11-20,5380.53955078125,5401.2998046875,5595.0,5395.0,5475.0,1716786,2023-11-20
2023-11-27,5569.65966796875,5591.14990234375,5687.64990234375,5341.0,5401.2998046875,1962116,2023-11-27
2023-12-04,5533.998046875,5555.35009765625,5689.0,5439.0498046875,5626.0,3265460,2023-12-04
2023-12-11,5529.8642578125,5551.2001953125,5588.0,5369.39990234375,5550.0,2170422,2023-12-11
2023-12-18,5520.10107421875,5541.39990234375,5675.35009765625,5284.85009765625,5550.5,2256148,2023-12-18
2023-12-25,5682.17578125,5704.10009765625,5770.0,5526.14990234375,5541.39990234375,1444289,2023-12-25
2024-01-01,5732.13330078125,5754.25,5839.9501953125,5673.0498046875,5741.0,858072,2024-01-01
2024-01-08,5773.423828125,5795.7001953125,5922.0,5640.0,5750.0,1190315,2024-01-08
2024-01-15,6071.224609375,6094.64990234375,6120.0,5804.0,5835.0,2019443,2024-01-15
2024-01-22,6145.1396484375,6168.85009765625,6428.7001953125,6083.35009765625,6094.64990234375,1755431,2024-01-22
2024-01-29,6296.25634765625,6320.5498046875,6387.85009765625,6177.7998046875,6199.0498046875,1852723,2024-01-29
2024-02-05,6412.60791015625,6437.35009765625,6473.9501953125,6150.0,6320.5498046875,2525860,2024-02-05
2024-02-12,6575.18017578125,6600.5498046875,6775.0,6375.0,6464.89990234375,2522122,2024-02-12
2024-02-19,6748.013671875,6774.0498046875,6874.4501953125,6511.0498046875,6620.0,2348139,2024-02-19
2024-02-26,6067.47900390625,6085.39990234375,6791.75,5941.85009765625,6769.9501953125,4596302,2024-02-26
2024-03-04,6030.986328125,6048.7998046875,6171.75,5945.0,6145.0,2602960,2024-03-04
2024-03-11,5965.580078125,5983.2001953125,6274.25,5941.60009765625,6048.7998046875,2563310,2024-03-11
2024-03-18,6357.123046875,6375.89990234375,6390.89990234375,5978.64990234375,5997.75,2453193,2024-03-18
2024-03-25,6338.0791015625,6356.7998046875,6463.4501953125,6112.5,6375.89990234375,2050610,2024-03-25
2024-04-01,6378.9091796875,6397.75,6557.0,6311.0,6401.0,1730451,2024-04-01
2024-04-08,6387.68310546875,6406.5498046875,6540.0,6280.0,6397.75,1710040,2024-04-08
2024-04-15,6151.380859375,6169.5498046875,6399.10009765625,6050.0,6325.10009765625,1620132,2024-04-15
2024-04-22,6240.16943359375,6258.60009765625,6402.2001953125,6150.0,6154.5,1403402,2024-04-22
2024-04-29,5991.90234375,6009.60009765625,6200.0,5733.0,6200.0,4962108,2024-04-29
2024-05-06,5825.24462890625,5842.4501953125,6086.14990234375,5753.25,6050.0,2357043,2024-05-06
2024-05-13,5936.41650390625,5953.9501953125,5988.0,5740.0,5820.0,2073452,2024-05-13
2024-05-20,5896.9326171875,5914.35009765625,6041.89990234375,5844.9501953125,5953.0498046875,2259347,2024-05-20
2024-05-27,5822.00439453125,5839.2001953125,5971.4501953125,5743.0,5950.0,2866863,2024-05-27
2024-06-03,5996.83740234375,6014.5498046875,6031.0,5693.2001953125,5986.2998046875,2860821,2024-06-03
2024-06-10,6189.3193359375,6207.60009765625,6219.9501953125,5992.0498046875,6040.0,1904766,2024-06-10
2024-06-17,6151.830078125,6170.0,6269.0,6115.75,6207.60009765625,1357028,2024-06-17
2024-06-24,6167.4833984375,6185.7001953125,6315.0,6055.0,6170.0,2020081,2024-06-24
2024-07-01,6309.91259765625,6328.5498046875,6342.85009765625,6077.0,6180.0,1571523,2024-07-01
2024-07-08,6335.18798828125,6353.89990234375,6419.9501953125,6255.89990234375,6380.0,1355665,2024-07-08
2024-07-15,6363.15576171875,6381.9501953125,6539.7001953125,6340.5,6340.5,1469826,2024-07-15
2024-07-22,6644.9228515625,6664.5498046875,6679.9501953125,6324.7998046875,6381.9501953125,1661602,2024-07-22
2024-07-29,6690.388671875,6710.14990234375,6795.85009765625,6584.10009765625,6777.0,1934199,2024-07-29
2024-08-05,6568.44921875,6587.85009765625,6768.0,6500.0,6689.0,2226117,2024-08-05
2024-08-12,6667.20751953125,6686.89990234375,6865.0,6420.9501953125,6550.0,2964678,2024-08-12
2024-08-19,6851.01025390625,6860.7001953125,6927.39990234375,6565.0498046875,6750.0,1649010,2024-08-19
2024-08-26,6917.7158203125,6927.5,6990.0,6608.7998046875,6830.0,2092215,2024-08-26
2024-09-02,6897.044921875,6906.7998046875,7044.0,6790.0498046875,6989.0,1572837,2024-09-02
2024-09-09,7009.236328125,7019.14990234375,7099.9501953125,6820.4501953125,6906.7998046875,1951145,2024-09-09
2024-09-16,7072.646484375,7082.64990234375,7152.4501953125,6960.75,7025.0,1644934,2024-09-16
2024-09-23,7223.78271484375,7234.0,7279.89990234375,7074.14990234375,7090.39990234375,2002704,2024-09-23
2024-09-30,6764.033203125,6773.60009765625,7316.9501953125,6727.35009765625,7160.5,1838205,2024-09-30
2024-10-07,6973.53662109375,6983.39990234375,7070.0,6743.14990234375,6801.0,1311693,2024-10-07
2024-10-14,6973.037109375,6982.89990234375,7150.35009765625,6950.0,6976.85009765625,1134816,2024-10-14
2024-10-21,6935.041015625,6944.85009765625,7037.25,6854.75,6972.25,766979,2024-10-21
2024-10-28,7022.0185546875,7031.9501953125,7050.0,6794.25,6923.0,869194,2024-10-28
2024-11-04,7410.91796875,7421.39990234375,7545.0,6814.25,7090.0,4514544,2024-11-04
2024-11-11,6850.9599609375,6860.64990234375,7454.14990234375,6827.0498046875,7400.0,1312226,2024-11-11
2024-11-18,6925.30517578125,6935.10009765625,6950.2998046875,6594.14990234375,6874.4501953125,1315931,2024-11-18
2024-11-25,6819.2548828125,6828.89990234375,7147.0,6812.0,6980.0,1868745,2024-11-25
2024-12-02,7223.08349609375,7233.2998046875,7334.9501953125,6821.10009765625,6858.0,2235490,2024-12-02
2024-12-09,7249.19677734375,7259.4501953125,7364.0,7162.75,7162.75,1639907,2024-12-09
2024-12-16,7241.4580078125,7251.7001953125,7389.89990234375,7137.39990234375,7251.64990234375,1353129,2024-12-16
2024-12-23,7236.0654296875,7246.2998046875,7329.89990234375,7155.0,7251.10009765625,631404,2024-12-23
2024-12-30,7288.0419921875,7298.35009765625,7445.0,7220.0498046875,7240.0,1429137,2024-12-30
2025-01-06,7026.8115234375,7036.75,7545.35009765625,6991.10009765625,7298.35009765625,1866703,2025-01-06
2025-01-13,6818.4560546875,6828.10009765625,7000.0,6608.0,7000.0,2087636,2025-01-13
2025-01-20,6735.52294921875,6745.0498046875,7014.9501953125,6728.4501953125,6901.0,1755616,2025-01-20
2025-01-27,6831.43798828125,6841.10009765625,6940.0,6635.0498046875,6700.0,1049643,2025-01-27
2025-02-03,6780.958984375,6790.5498046875,7008.0,6706.2998046875,6781.60009765625,1457402,2025-02-03
2025-02-10,6261.6435546875,6270.5,6834.35009765625,6215.0,6817.2001953125,4032451,2025-02-10
2025-02-17,6317.5498046875,6317.5498046875,6469.4501953125,6150.0,6150.0,1283246,2025-02-17
2025-02-24,6052.60009765625,6052.60009765625,6282.25,6001.35009765625,6275.0,2122757,2025-02-24
2025-03-03,6216.10009765625,6216.10009765625,6314.75,6001.0,6025.60009765625,1748591,2025-03-03
2025-03-10,6105.64990234375,6105.64990234375,6212.0,6040.0,6206.39990234375,1290519,2025-03-10
2025-03-17,6611.5498046875,6611.5498046875,6634.10009765625,6002.0,6002.0,1821439,2025-03-17
2025-03-24,6616.2001953125,6616.2001953125,6699.9501953125,6430.25,6649.39990234375,2038111,2025-03-24
2025-03-31,6714.5498046875,6714.5498046875,6774.9501953125,6545.64990234375,6616.2001953125,1205018,2025-03-31
2025-04-07,6780.9501953125,6780.9501953125,6870.9501953125,6490.85009765625,6565.0,2655094,2025-04-07
2025-04-14,7073.5,7073.5,7092.0,6780.9501953125,6780.9501953125,1933746,2025-04-14
2025-04-21,6953.0,6953.0,7243.0,6898.0,7150.0,1665630,2025-04-21
2025-04-28,6928.0,6928.0,7098.0,6918.0,6954.5,1261251,2025-04-28
2025-05-05,6722.0,6722.0,7074.0,6677.5,6960.0,1701470,2025-05-05
2025-05-12,7015.0,7015.0,7105.0,6758.5,6800.0,1812118,2025-05-12
2025-05-19,7064.5,7064.5,7088.0,6891.0,6985.0,1673879,2025-05-19
2025-05-26,6880.5,6880.5,7124.5,6853.5,7095.0,1944374,2025-05-26
2025-06-02,6942.5,6942.5,7090.0,6772.0,6944.0,3095017,2025-06-02
2025-06-09,6994.5,6994.5,7055.0,6863.0,6976.5,2245637,2025-06-09
2025-06-16,7063.5,7063.5,7138.0,6912.0,7010.5,2088015,2025-06-16
2025-06-23,7308.5,7308.5,7324.0,6993.5,7000.0,1704624,2025-06-23
2025-06-30,7553.5,7553.5,7600.5,7203.5,7336.5,4380961,2025-06-30
2025-07-07,7189.5,7189.5,7635.0,7159.0,7562.5,2160204,2025-07-07
2025-07-14,7360.5,7360.5,7369.5,7173.0,7200.0,1188153,2025-07-14
