Date,Adj Close_DHRUV.NS,Close_DHRUV.NS,High_DHRUV.NS,Low_DHRUV.NS,Open_DHRUV.NS,Volume_DHRUV.NS,Date
2021-11-22,76.49958801269531,77.0999984741211,84.3499984741211,64.3499984741211,68.94999694824219,706113,2021-11-22
2021-11-29,67.42084503173828,67.94999694824219,78.94999694824219,66.55000305175781,75.5999984741211,989851,2021-11-29
2021-12-06,65.23797607421875,65.75,73.0,61.650001525878906,70.4000015258789,329231,2021-12-06
2021-12-13,52.38882827758789,52.79999923706055,69.9000015258789,52.0,69.9000015258789,309699,2021-12-13
2021-12-20,57.3002815246582,57.75,59.70000076293945,47.70000076293945,53.900001525878906,154382,2021-12-20
2021-12-27,57.3002815246582,57.75,63.5,56.20000076293945,60.599998474121094,228171,2021-12-27
2022-01-03,57.74677658081055,58.20000076293945,62.95000076293945,55.349998474121094,57.70000076293945,242174,2022-01-03
2022-01-10,59.731201171875,60.20000076293945,60.25,56.0,59.79999923706055,66451,2022-01-10
2022-01-17,58.09404754638672,58.54999923706055,62.95000076293945,54.349998474121094,61.5,268154,2022-01-17
2022-01-24,56.95301055908203,57.400001525878906,59.70000076293945,54.150001525878906,58.849998474121094,96591,2022-01-24
2022-01-31,56.20884704589844,56.650001525878906,59.5,55.099998474121094,58.54999923706055,120153,2022-01-31
2022-02-07,55.56391143798828,56.0,58.79999923706055,54.150001525878906,58.79999923706055,49213,2022-02-07
2022-02-14,55.06779861450195,55.5,60.400001525878906,51.650001525878906,56.0,160346,2022-02-14
2022-02-21,48.91608428955078,49.29999923706055,57.5,46.400001525878906,56.400001525878906,128887,2022-02-21
2022-02-28,50.10673904418945,50.5,53.95000076293945,47.0,52.650001525878906,46538,2022-02-28
2022-03-07,51.09894943237305,51.5,52.04999923706055,46.400001525878906,50.45000076293945,59301,2022-03-07
2022-03-14,57.250667572021484,57.70000076293945,58.54999923706055,49.54999923706055,52.95000076293945,170650,2022-03-14
2022-03-21,60.276920318603516,60.75,62.0,51.29999923706055,58.0,354765,2022-03-21
2022-03-28,65.6348648071289,66.1500015258789,66.4000015258789,56.0,60.75,300634,2022-03-28
2022-04-04,62.06290054321289,62.54999923706055,68.5999984741211,60.20000076293945,68.0999984741211,247181,2022-04-04
2022-04-11,63.501609802246094,64.0,65.3499984741211,61.04999923706055,62.0,115835,2022-04-11
2022-04-18,61.666019439697266,62.150001525878906,66.4000015258789,60.099998474121094,64.94999694824219,232938,2022-04-18
2022-04-25,58.590152740478516,59.04999923706055,66.9000015258789,55.25,63.0,527124,2022-04-25
2022-05-02,59.185482025146484,59.650001525878906,65.75,57.900001525878906,59.849998474121094,100209,2022-05-02
2022-05-09,55.61351776123047,56.04999923706055,60.349998474121094,50.349998474121094,60.349998474121094,123999,2022-05-09
2022-05-16,54.96858215332031,55.400001525878906,59.04999923706055,51.849998474121094,58.0,138010,2022-05-16
2022-05-23,54.86935806274414,55.29999923706055,62.0,51.04999923706055,56.150001525878906,336523,2022-05-23
2022-05-30,52.98415756225586,53.400001525878906,58.20000076293945,52.04999923706055,56.04999923706055,109695,2022-05-30
2022-06-06,49.759464263916016,50.150001525878906,57.79999923706055,48.349998474121094,57.79999923706055,86015,2022-06-06
2022-06-13,46.13788604736328,46.5,50.900001525878906,43.29999923706055,50.20000076293945,114859,2022-06-13
2022-06-20,44.15346145629883,44.5,48.0,38.54999923706055,48.0,62387,2022-06-20
2022-06-27,44.500732421875,44.849998474121094,49.25,43.0,45.150001525878906,88632,2022-06-27
2022-07-04,44.69917678833008,45.04999923706055,47.0,43.099998474121094,45.400001525878906,40124,2022-07-04
2022-07-11,47.278934478759766,47.650001525878906,54.099998474121094,44.5,45.650001525878906,319013,2022-07-11
2022-07-18,49.51141357421875,49.900001525878906,51.75,47.5,48.349998474121094,112954,2022-07-18
2022-07-25,50.057125091552734,50.45000076293945,51.04999923706055,47.099998474121094,50.900001525878906,116761,2022-07-25
2022-08-01,49.7098503112793,50.099998474121094,53.150001525878906,48.099998474121094,51.099998474121094,113845,2022-08-01
2022-08-08,47.77503967285156,48.150001525878906,52.0,46.0,50.79999923706055,48828,2022-08-08
2022-08-15,48.122314453125,48.5,51.75,46.650001525878906,48.150001525878906,142418,2022-08-15
2022-08-22,56.25845718383789,56.70000076293945,58.70000076293945,47.0,48.75,525406,2022-08-22
2022-08-29,63.89849853515625,64.4000015258789,71.94999694824219,53.0,56.400001525878906,781500,2022-08-29
2022-09-05,59.33431625366211,59.79999923706055,67.0,59.20000076293945,65.9000015258789,240869,2022-09-05
2022-09-12,59.63197708129883,60.099998474121094,64.80000305175781,59.75,60.70000076293945,169262,2022-09-12
2022-09-19,58.34210205078125,58.79999923706055,64.9000015258789,58.29999923706055,60.900001525878906,99290,2022-09-19
2022-09-26,55.61351776123047,56.04999923706055,62.5,54.599998474121094,57.95000076293945,121893,2022-09-26
2022-10-03,60.425750732421875,60.900001525878906,63.599998474121094,54.099998474121094,57.900001525878906,121826,2022-10-03
