Date,Adj Close_SUNDRMFAST.NS,Close_SUNDRMFAST.NS,High_SUNDRMFAST.NS,Low_SUNDRMFAST.NS,Open_SUNDRMFAST.NS,Volume_SUNDRMFAST.NS,Date
2021-01-04,540.0690307617188,557.4500122070312,565.0,523.9000244140625,527.0,533058,2021-01-04
2021-01-11,530.4777221679688,547.5499877929688,575.0,536.9000244140625,559.9500122070312,682240,2021-01-11
2021-01-18,547.044677734375,564.6500244140625,570.0,539.0,547.5499877929688,690956,2021-01-18
2021-01-25,541.8612670898438,559.2999877929688,575.0,535.0,568.0,382765,2021-01-25
2021-02-01,585.700439453125,604.5499877929688,625.0,540.0,563.4500122070312,1104028,2021-02-01
2021-02-08,602.9940185546875,622.4000244140625,626.0,585.0999755859375,607.6500244140625,461787,2021-02-08
2021-02-15,685.14990234375,707.2000122070312,719.2999877929688,617.5,623.9500122070312,1306124,2021-02-15
2021-02-22,694.4506225585938,716.7999877929688,751.0,667.0,739.0,1156324,2021-02-22
2021-03-01,687.95947265625,710.0999755859375,736.9000244140625,703.0,725.0,658448,2021-03-01
2021-03-08,722.5947875976562,745.8499755859375,749.7999877929688,706.0,715.0,438470,2021-03-08
2021-03-15,721.2384643554688,744.4500122070312,825.0,731.9500122070312,750.0,1855550,2021-03-15
2021-03-22,711.0658569335938,733.9500122070312,778.0,695.25,744.0,582024,2021-03-22
2021-03-29,773.3126220703125,798.2000122070312,839.9000244140625,727.0,733.9500122070312,533238,2021-03-29
2021-04-05,708.1110229492188,730.9000244140625,806.9000244140625,730.0,806.9000244140625,386243,2021-04-05
2021-04-12,686.3125,708.4000244140625,723.0,680.0499877929688,723.0,301745,2021-04-12
2021-04-19,661.849853515625,683.1500244140625,700.0,666.0,700.0,201347,2021-04-19
2021-04-26,676.8180541992188,698.5999755859375,711.0,659.0,681.0,357051,2021-04-26
2021-05-03,701.4744873046875,724.0499877929688,767.4000244140625,698.0,705.0,1192665,2021-05-03
2021-05-10,659.427734375,680.6500244140625,736.0,676.0,729.0,331634,2021-05-10
2021-05-17,704.57470703125,727.25,775.7000122070312,680.0499877929688,682.0999755859375,983419,2021-05-17
2021-05-24,770.7192993164062,791.8499755859375,812.7000122070312,730.4000244140625,730.5999755859375,1379554,2021-05-24
2021-05-31,788.8716430664062,810.5,844.7000122070312,772.3499755859375,794.9500122070312,759292,2021-05-31
2021-06-07,807.559326171875,829.7000122070312,867.7000122070312,811.0,811.7000122070312,705191,2021-06-07
2021-06-14,785.8543090820312,807.4000244140625,857.0,777.25,836.5,643763,2021-06-14
2021-06-21,769.2593383789062,790.3499755859375,807.5999755859375,771.4500122070312,790.0499877929688,337836,2021-06-21
2021-06-28,802.3033447265625,824.2999877929688,849.0,790.0,799.0,629289,2021-06-28
2021-07-05,763.7600708007812,784.7000122070312,839.0,778.7000122070312,831.5,228002,2021-07-05
2021-07-12,768.3834228515625,789.4500122070312,815.0,783.0,793.9000244140625,204668,2021-07-12
2021-07-19,741.7630615234375,762.0999755859375,798.9500122070312,756.6500244140625,789.0,174890,2021-07-19
2021-07-26,743.2718505859375,763.6500244140625,779.9500122070312,720.0999755859375,779.9500122070312,535731,2021-07-26
2021-08-02,763.0300903320312,783.9500122070312,809.0,762.0,767.0,662683,2021-08-02
2021-08-09,756.9468383789062,777.7000122070312,819.0,735.5,785.0,1136782,2021-08-09
2021-08-16,735.87451171875,756.0499877929688,798.75,750.25,783.0,379072,2021-08-16
2021-08-23,754.3676147460938,775.0499877929688,797.0,743.8499755859375,757.0,425797,2021-08-23
2021-08-30,774.0772094726562,795.2999877929688,813.8499755859375,780.2000122070312,790.0,503138,2021-08-30
2021-09-06,872.7714233398438,896.7000122070312,904.7000122070312,798.6500244140625,804.0,2438432,2021-09-06
2021-09-13,879.2439575195312,903.3499755859375,941.2000122070312,879.2000122070312,899.3499755859375,1676171,2021-09-13
2021-09-20,883.2831420898438,907.5,959.0,898.7999877929688,907.0,942339,2021-09-20
2021-09-27,904.20947265625,929.0,938.0,891.5,918.2000122070312,795062,2021-09-27
2021-10-04,920.220458984375,945.4500122070312,993.7000122070312,911.0,944.2000122070312,773903,2021-10-04
2021-10-11,914.6725463867188,939.75,962.3499755859375,931.25,948.0,229467,2021-10-11
2021-10-18,807.9485473632812,830.0999755859375,955.6500244140625,775.25,945.0,461900,2021-10-18
2021-10-25,813.2044677734375,835.5,857.2999877929688,811.4500122070312,837.0,296183,2021-10-25
2021-11-01,827.3661499023438,850.0499877929688,880.9000244140625,812.0999755859375,812.0999755859375,238332,2021-11-01
2021-11-08,801.9627075195312,823.9500122070312,869.5,817.4000244140625,860.0,370724,2021-11-08
2021-11-15,777.6785278320312,799.0,838.0,790.4500122070312,823.9500122070312,358699,2021-11-15
2021-11-22,791.888916015625,813.5999755859375,847.7999877929688,767.5499877929688,806.0,983710,2021-11-22
2021-11-29,827.5608520507812,850.25,892.5,778.0499877929688,802.25,381048,2021-11-29
2021-12-06,838.997314453125,862.0,889.9500122070312,822.25,846.0,304405,2021-12-06
2021-12-13,831.6974487304688,854.5,876.4500122070312,822.25,872.0,192594,2021-12-13
2021-12-20,841.1873168945312,864.25,914.0,801.0999755859375,854.0,361399,2021-12-20
2021-12-27,888.4417724609375,912.7999877929688,915.0,845.0499877929688,870.0,220368,2021-12-27
2022-01-03,855.835693359375,879.2999877929688,922.0,873.5999755859375,920.0,306544,2022-01-03
2022-01-10,883.3804321289062,907.5999755859375,922.0,871.4500122070312,879.2999877929688,273510,2022-01-10
2022-01-17,847.8544311523438,871.0999755859375,929.9000244140625,864.0,915.0,136653,2022-01-17
2022-01-24,812.0364379882812,834.2999877929688,879.0,805.75,865.0,171533,2022-01-24
2022-01-31,818.655029296875,841.0999755859375,900.0,791.2999877929688,845.0,146945,2022-01-31
2022-02-07,822.25634765625,844.7999877929688,863.0,813.0,845.5,174315,2022-02-07
2022-02-14,838.6080322265625,861.5999755859375,876.9500122070312,815.5999755859375,825.0,204164,2022-02-14
2022-02-21,803.1793823242188,825.2000122070312,866.0999755859375,781.0,866.0,220250,2022-02-21
2022-02-28,805.1185302734375,821.0,874.0,805.1500244140625,829.9500122070312,165348,2022-02-28
2022-03-07,795.6061401367188,811.2999877929688,867.7000122070312,778.4000244140625,800.0,161536,2022-03-07
2022-03-14,855.67138671875,872.5499877929688,884.0,806.5,812.0,489726,2022-03-14
2022-03-21,898.6241455078125,916.3499755859375,951.4000244140625,857.0999755859375,877.0999755859375,549404,2022-03-21
2022-03-28,896.2705688476562,913.9500122070312,974.7999877929688,885.5499877929688,921.2000122070312,939907,2022-03-28
2022-04-04,839.0984497070312,855.6500244140625,933.9500122070312,840.5499877929688,927.0,300577,2022-04-04
2022-04-11,830.468505859375,846.8499755859375,874.9500122070312,840.0999755859375,855.6500244140625,98364,2022-04-11
2022-04-18,817.4747924804688,833.5999755859375,863.1500244140625,827.0999755859375,836.7000122070312,360948,2022-04-18
2022-04-25,789.9183959960938,805.5,834.5,775.6500244140625,817.0,617318,2022-04-25
2022-05-02,740.640380859375,755.25,819.9500122070312,750.0,809.7000122070312,278816,2022-05-02
2022-05-09,691.6076049804688,705.25,768.9000244140625,673.0499877929688,749.0,226766,2022-05-09
2022-05-16,703.8168334960938,717.7000122070312,759.0,689.0,705.25,187748,2022-05-16
2022-05-23,715.829833984375,729.9500122070312,749.0,702.2000122070312,720.0999755859375,123135,2022-05-23
2022-05-30,755.6934814453125,770.5999755859375,811.1500244140625,731.5999755859375,733.7999877929688,453985,2022-05-30
2022-06-06,717.0556640625,731.2000122070312,778.9500122070312,720.0,774.7000122070312,258110,2022-06-06
2022-06-13,677.1429443359375,690.5,731.7000122070312,676.5,719.0,345729,2022-06-13
2022-06-20,700.629638671875,714.4500122070312,716.9500122070312,675.0,687.0,418331,2022-06-20
2022-06-27,727.4506225585938,741.7999877929688,755.5999755859375,702.0,728.9000244140625,489108,2022-06-27
2022-07-04,763.5879516601562,778.6500244140625,787.2000122070312,725.5,748.9500122070312,743864,2022-07-04
2022-07-11,784.8189086914062,800.2999877929688,802.0,770.0,778.0,329038,2022-07-11
2022-07-18,804.383056640625,820.25,824.5,775.5999755859375,804.2999877929688,323365,2022-07-18
2022-07-25,813.3070068359375,829.3499755859375,850.0,795.0999755859375,820.0,475574,2022-07-25
2022-08-01,827.2813720703125,843.5999755859375,873.2000122070312,802.5999755859375,845.0,625443,2022-08-01
2022-08-08,803.206298828125,819.0499877929688,859.7999877929688,800.0999755859375,856.25,407585,2022-08-08
2022-08-15,824.2904052734375,840.5499877929688,865.0,819.0499877929688,819.0499877929688,704287,2022-08-15
2022-08-22,829.6349487304688,846.0,864.25,827.1500244140625,854.0,693697,2022-08-22
2022-08-29,825.8103637695312,842.0999755859375,855.0,830.4500122070312,835.0,637650,2022-08-29
2022-09-05,862.045654296875,879.0499877929688,896.0,829.2999877929688,846.2999877929688,899568,2022-09-05
2022-09-12,884.9440307617188,902.4000244140625,924.7000122070312,846.0999755859375,883.7000122070312,1438765,2022-09-12
2022-09-19,885.679443359375,903.1500244140625,934.5,871.0,907.0999755859375,893589,2022-09-19
2022-09-26,891.4163208007812,909.0,918.4000244140625,860.0,903.1500244140625,723201,2022-09-26
2022-10-03,913.7262573242188,931.75,945.0,906.0499877929688,913.7999877929688,510880,2022-10-03
2022-10-10,903.6255493164062,921.4500122070312,945.0,907.0,924.75,471747,2022-10-10
2022-10-17,886.611083984375,904.0999755859375,940.5999755859375,874.2999877929688,916.0,542422,2022-10-17
2022-10-24,895.1917114257812,912.8499755859375,928.0,890.0499877929688,928.0,220064,2022-10-24
2022-10-31,950.2067260742188,968.9500122070312,984.0,905.0499877929688,916.8499755859375,882903,2022-10-31
2022-11-07,941.8709716796875,960.4500122070312,1010.0,938.0999755859375,973.0,1254095,2022-11-07
2022-11-14,889.1608276367188,906.7000122070312,965.0,889.0499877929688,965.0,570730,2022-11-14
2022-11-21,889.3953247070312,903.4000244140625,915.4500122070312,878.2999877929688,900.0,486808,2022-11-21
2022-11-28,895.89306640625,910.0,940.0,895.25,900.1500244140625,460383,2022-11-28
2022-12-05,914.20458984375,928.5999755859375,937.9000244140625,907.2999877929688,909.0,490432,2022-12-05
2022-12-12,968.450439453125,983.7000122070312,999.9500122070312,918.0,933.25,1108642,2022-12-12
2022-12-19,909.2821044921875,923.5999755859375,988.9000244140625,915.0,988.9000244140625,469867,2022-12-19
2022-12-26,956.6364135742188,971.7000122070312,995.0,910.0499877929688,910.0499877929688,248988,2022-12-26
2023-01-02,975.7357177734375,991.0999755859375,1030.0,954.4000244140625,976.5499877929688,1867587,2023-01-02
2023-01-09,961.362060546875,976.5,1012.0,955.5,992.0,250347,2023-01-09
2023-01-16,976.0311279296875,991.4000244140625,1019.0,959.0,974.7000122070312,1530805,2023-01-16
2023-01-23,982.8240966796875,998.2999877929688,1003.2999877929688,972.0,995.0,235968,2023-01-23
2023-01-30,954.8643798828125,969.9000244140625,1018.0,962.0,999.0,433796,2023-01-30
2023-02-06,984.84228515625,1000.3499755859375,1005.0,964.0499877929688,966.4500122070312,630189,2023-02-06
2023-02-13,978.8368530273438,994.25,1033.800048828125,974.8499755859375,1005.3499755859375,385343,2023-02-13
2023-02-20,962.1987915039062,977.3499755859375,999.5,970.0999755859375,999.25,740291,2023-02-20
2023-02-27,982.5287475585938,998.0,1005.0,972.0499877929688,972.0499877929688,726209,2023-02-27
2023-03-06,965.841552734375,981.0499877929688,1008.0,964.0,1000.0,221279,2023-03-06
2023-03-13,960.8698120117188,976.0,992.0,952.0999755859375,980.3499755859375,1315173,2023-03-13
2023-03-20,969.2380981445312,984.5,996.5,962.5999755859375,976.0,450195,2023-03-20
2023-03-27,962.8387451171875,978.0,988.0,962.8499755859375,984.5,433356,2023-03-27
2023-04-03,980.1658935546875,995.5999755859375,1006.0499877929688,972.6500244140625,978.0,534656,2023-04-03
2023-04-10,979.7721557617188,995.2000122070312,1017.9000244140625,981.75,992.0,602482,2023-04-10
2023-04-17,993.7520751953125,1009.4000244140625,1070.0,990.0999755859375,998.0,1056582,2023-04-17
2023-04-24,1029.8831787109375,1046.0999755859375,1052.0,994.5499877929688,1019.0,275249,2023-04-24
2023-05-01,1048.6868896484375,1065.199951171875,1090.0,1028.4000244140625,1046.0999755859375,563437,2023-05-01
2023-05-08,1062.1253662109375,1078.8499755859375,1087.0,1039.0,1070.75,764103,2023-05-08
2023-05-15,1056.3660888671875,1073.0,1097.4000244140625,1054.0,1087.0,525551,2023-05-15
2023-05-22,1056.4305419921875,1070.0,1088.0,1049.0,1066.300048828125,584512,2023-05-22
2023-05-29,1096.7625732421875,1110.8499755859375,1172.0,1069.0,1074.699951171875,775403,2023-05-29
2023-06-05,1130.62744140625,1145.1500244140625,1172.0,1110.949951171875,1110.949951171875,514605,2023-06-05
2023-06-12,1178.364501953125,1193.5,1212.0,1140.300048828125,1151.199951171875,603151,2023-06-12
2023-06-19,1146.819580078125,1161.550048828125,1208.0,1155.0,1192.0,289054,2023-06-19
2023-06-26,1201.516845703125,1216.949951171875,1234.800048828125,1149.1500244140625,1156.050048828125,721555,2023-06-26
2023-07-03,1238.6895751953125,1254.5999755859375,1264.800048828125,1200.199951171875,1223.0,555357,2023-07-03
2023-07-10,1226.347900390625,1242.0999755859375,1266.25,1216.050048828125,1254.949951171875,368919,2023-07-10
2023-07-17,1214.5001220703125,1230.0999755859375,1270.0,1220.0999755859375,1248.25,347669,2023-07-17
2023-07-24,1225.01513671875,1240.75,1255.050048828125,1173.199951171875,1231.5,932140,2023-07-24
2023-07-31,1216.6722412109375,1232.300048828125,1275.5,1216.550048828125,1246.949951171875,679973,2023-07-31
2023-08-07,1189.1754150390625,1204.449951171875,1259.0999755859375,1168.6500244140625,1246.050048828125,400326,2023-08-07
2023-08-14,1224.521484375,1240.25,1245.0,1175.4000244140625,1206.949951171875,375498,2023-08-14
2023-08-21,1214.2532958984375,1229.8499755859375,1281.949951171875,1216.550048828125,1243.1500244140625,505504,2023-08-21
2023-08-28,1258.041015625,1274.199951171875,1275.5,1218.550048828125,1229.8499755859375,687493,2023-08-28
2023-09-04,1256.461181640625,1272.5999755859375,1340.699951171875,1262.5999755859375,1274.199951171875,406527,2023-09-04
2023-09-11,1223.8304443359375,1239.550048828125,1296.1500244140625,1215.0,1276.949951171875,332936,2023-09-11
2023-09-18,1212.081298828125,1227.6500244140625,1247.6500244140625,1185.449951171875,1238.0,170684,2023-09-18
2023-09-25,1244.21826171875,1260.199951171875,1265.0,1210.5,1233.0,246782,2023-09-25
2023-10-02,1218.7950439453125,1234.449951171875,1294.0,1229.300048828125,1260.199951171875,204488,2023-10-02
2023-10-09,1259.07763671875,1275.25,1283.6500244140625,1223.300048828125,1232.0,839852,2023-10-09
2023-10-16,1281.9832763671875,1298.449951171875,1333.0,1260.699951171875,1290.449951171875,473674,2023-10-16
2023-10-23,1272.060791015625,1288.4000244140625,1325.0,1243.550048828125,1298.449951171875,577633,2023-10-23
2023-10-30,1262.4837646484375,1278.699951171875,1312.5,1240.550048828125,1294.800048828125,699582,2023-10-30
2023-11-06,1249.7967529296875,1265.8499755859375,1309.800048828125,1237.5,1280.0,250916,2023-11-06
2023-11-13,1227.0885009765625,1242.8499755859375,1284.9000244140625,1217.6500244140625,1281.949951171875,271262,2023-11-13
2023-11-20,1210.287353515625,1223.199951171875,1254.8499755859375,1216.1500244140625,1242.8499755859375,423330,2023-11-20
2023-11-27,1221.0228271484375,1234.050048828125,1249.699951171875,1205.9000244140625,1223.199951171875,698150,2023-11-27
2023-12-04,1235.96337890625,1249.1500244140625,1275.0,1234.050048828125,1250.0,1006935,2023-12-04
2023-12-11,1238.4864501953125,1251.699951171875,1270.050048828125,1216.0,1249.1500244140625,777922,2023-12-11
2023-12-18,1246.2537841796875,1259.550048828125,1267.75,1221.300048828125,1251.699951171875,399114,2023-12-18
2023-12-25,1235.716064453125,1248.9000244140625,1276.0,1222.449951171875,1259.550048828125,543017,2023-12-25
2024-01-01,1230.422607421875,1243.550048828125,1257.0,1221.3499755859375,1242.949951171875,541082,2024-01-01
2024-01-08,1241.8011474609375,1255.050048828125,1278.800048828125,1234.3499755859375,1235.5,240540,2024-01-08
2024-01-15,1260.8974609375,1274.3499755859375,1295.0,1237.0,1260.0,236433,2024-01-15
2024-01-22,1256.7911376953125,1270.199951171875,1289.1500244140625,1250.0,1274.3499755859375,138518,2024-01-22
2024-01-29,1215.1356201171875,1228.0999755859375,1280.0,1210.25,1270.0,611370,2024-01-29
2024-02-05,1116.68603515625,1128.5999755859375,1286.5,1124.199951171875,1220.0,1057906,2024-02-05
2024-02-12,1088.9815673828125,1100.5999755859375,1139.5,1035.0,1134.5,792363,2024-02-12
2024-02-19,1087.8931884765625,1099.5,1122.0,1087.550048828125,1103.449951171875,246090,2024-02-19
2024-02-26,1085.468994140625,1097.050048828125,1124.699951171875,1051.4000244140625,1098.800048828125,398516,2024-02-26
2024-03-04,1026.992919921875,1037.949951171875,1098.3499755859375,1015.0999755859375,1096.0,510633,2024-03-04
2024-03-11,1007.1051635742188,1017.8499755859375,1072.0,1003.0499877929688,1039.0,777044,2024-03-11
2024-03-18,1028.5760498046875,1039.550048828125,1072.0,1009.2000122070312,1018.0,443076,2024-03-18
2024-03-25,1082.055419921875,1093.5999755859375,1108.8499755859375,1028.300048828125,1038.050048828125,284822,2024-03-25
2024-04-01,1072.50732421875,1083.949951171875,1117.4000244140625,1072.0,1093.5999755859375,929314,2024-04-01
2024-04-08,1113.371337890625,1125.25,1164.9000244140625,1090.0,1090.0,1122061,2024-04-08
2024-04-15,1079.235595703125,1090.75,1144.5999755859375,1079.0,1123.6500244140625,758679,2024-04-15
2024-04-22,1091.504638671875,1103.1500244140625,1110.0,1048.550048828125,1096.5,1898253,2024-04-22
2024-04-29,1123.612060546875,1135.5999755859375,1144.1500244140625,1085.550048828125,1110.4000244140625,547852,2024-04-29
2024-05-06,1122.4248046875,1134.4000244140625,1174.0,1115.199951171875,1141.300048828125,563854,2024-05-06
2024-05-13,1176.5472412109375,1189.0999755859375,1225.0,1120.199951171875,1139.3499755859375,1055307,2024-05-13
2024-05-20,1147.556640625,1159.800048828125,1204.550048828125,1144.75,1204.550048828125,198783,2024-05-20
2024-05-27,1178.7734375,1191.3499755859375,1223.800048828125,1145.800048828125,1166.5999755859375,1829089,2024-05-27
2024-06-03,1240.76220703125,1254.0,1285.949951171875,1184.949951171875,1285.6500244140625,1238433,2024-06-03
2024-06-10,1279.9222412109375,1289.050048828125,1319.5999755859375,1248.550048828125,1260.199951171875,993264,2024-06-10
2024-06-17,1283.7945556640625,1292.949951171875,1338.0,1271.5,1299.0,1159364,2024-06-17
2024-06-24,1343.4691162109375,1353.050048828125,1396.0,1293.699951171875,1299.800048828125,1017970,2024-06-24
2024-07-01,1397.6328125,1407.5999755859375,1436.3499755859375,1322.3499755859375,1322.3499755859375,788898,2024-07-01
2024-07-08,1387.40576171875,1397.300048828125,1430.0,1383.800048828125,1409.3499755859375,399310,2024-07-08
2024-07-15,1367.994140625,1377.75,1505.949951171875,1365.0,1404.300048828125,1452853,2024-07-15
2024-07-22,1409.845703125,1419.9000244140625,1442.199951171875,1367.449951171875,1377.75,330322,2024-07-22
2024-07-29,1386.1646728515625,1396.050048828125,1457.9000244140625,1380.300048828125,1428.0,537130,2024-07-29
2024-08-05,1343.320068359375,1352.9000244140625,1411.300048828125,1340.0,1385.0,309877,2024-08-05
2024-08-12,1330.6107177734375,1340.0999755859375,1376.949951171875,1325.199951171875,1352.949951171875,229946,2024-08-12
2024-08-19,1333.2916259765625,1342.800048828125,1374.8499755859375,1318.0,1345.0,272568,2024-08-19
2024-08-26,1343.171142578125,1352.75,1393.050048828125,1331.5,1345.0,353380,2024-08-26
2024-09-02,1374.8948974609375,1384.699951171875,1415.0,1323.0,1360.0,328841,2024-09-02
2024-09-09,1394.3065185546875,1404.25,1411.0999755859375,1362.800048828125,1392.0,283148,2024-09-09
2024-09-16,1411.9307861328125,1422.0,1444.949951171875,1365.050048828125,1404.25,317055,2024-09-16
2024-09-23,1386.3134765625,1396.199951171875,1453.0,1380.0,1422.0999755859375,386683,2024-09-23
2024-09-30,1408.406005859375,1418.449951171875,1438.0,1364.0,1366.0,331655,2024-09-30
2024-10-07,1424.0941162109375,1434.25,1490.699951171875,1373.0,1418.449951171875,414865,2024-10-07
2024-10-14,1385.5687255859375,1395.449951171875,1497.550048828125,1386.0,1434.25,386622,2024-10-14
2024-10-21,1357.916015625,1367.5999755859375,1403.199951171875,1329.1500244140625,1386.0,174344,2024-10-21
2024-10-28,1332.4476318359375,1341.949951171875,1374.4000244140625,1296.0999755859375,1365.0999755859375,187544,2024-10-28
2024-11-04,1285.631591796875,1294.800048828125,1399.9000244140625,1286.25,1341.949951171875,404624,2024-11-04
2024-11-11,1180.0345458984375,1188.449951171875,1301.300048828125,1182.5999755859375,1299.25,175887,2024-11-11
2024-11-18,1143.2965087890625,1151.449951171875,1194.949951171875,1141.800048828125,1188.449951171875,191865,2024-11-18
2024-11-25,1146.88671875,1152.1500244140625,1190.3499755859375,1126.550048828125,1175.75,268011,2024-11-25
2024-12-02,1127.07763671875,1132.25,1162.449951171875,1120.25,1153.0,284858,2024-12-02
2024-12-09,1144.0,1149.25,1199.0,1131.9000244140625,1138.199951171875,2381392,2024-12-09
2024-12-16,1083.5274658203125,1088.5,1161.0,1081.050048828125,1150.050048828125,477312,2024-12-16
2024-12-23,1068.9942626953125,1073.9000244140625,1105.949951171875,1051.0,1097.0,271597,2024-12-23
2024-12-30,1066.655029296875,1071.550048828125,1091.699951171875,1041.0,1073.9000244140625,758508,2024-12-30
2025-01-06,1050.62841796875,1055.449951171875,1078.449951171875,1035.0999755859375,1072.300048828125,204186,2025-01-06
2025-01-13,1058.2933349609375,1063.1500244140625,1070.6500244140625,975.0,1053.1500244140625,214397,2025-01-13
2025-01-20,1038.7828369140625,1043.550048828125,1102.699951171875,1036.949951171875,1060.0,478635,2025-01-20
2025-01-27,1044.7554931640625,1049.550048828125,1080.0,969.4500122070312,1040.4000244140625,1929441,2025-01-27
2025-02-03,1045.7508544921875,1050.550048828125,1059.949951171875,1008.1500244140625,1048.199951171875,487222,2025-02-03
2025-02-10,982.043212890625,986.5499877929688,1059.0,971.0,1050.550048828125,511130,2025-02-10
2025-02-17,965.2702026367188,969.7000122070312,999.0,948.0999755859375,986.5499877929688,992018,2025-02-17
2025-02-24,929.6337890625,933.9000244140625,979.1500244140625,920.0499877929688,965.0,435886,2025-02-24
2025-03-03,945.8095092773438,950.1500244140625,964.0,904.0,921.0999755859375,491581,2025-03-03
2025-03-10,915.8469848632812,920.0499877929688,975.4000244140625,915.75,956.3499755859375,2023343,2025-03-10
2025-03-17,932.3214111328125,936.5999755859375,945.8499755859375,893.1500244140625,920.0499877929688,435032,2025-03-17
2025-03-24,908.9785766601562,913.1500244140625,964.5,884.0,954.0,1365244,2025-03-24
2025-03-31,878.8667602539062,882.9000244140625,931.4500122070312,878.7999877929688,913.1500244140625,266615,2025-03-31
2025-04-07,882.8982543945312,886.9500122070312,927.1500244140625,831.1500244140625,863.0499877929688,1587574,2025-04-07
2025-04-14,912.1638793945312,916.3499755859375,928.8499755859375,879.0499877929688,896.0,1355682,2025-04-14
2025-04-21,924.3081665039062,928.5499877929688,945.5,900.8499755859375,914.0,1469580,2025-04-21
2025-04-28,903.6529541015625,907.7999877929688,939.5499877929688,903.0499877929688,928.0,437070,2025-04-28
2025-05-05,943.9679565429688,948.2999877929688,982.0,909.9500122070312,922.0,561807,2025-05-05
2025-05-12,981.5,981.5,993.2000122070312,940.0499877929688,960.0,487248,2025-05-12
2025-05-19,1000.25,1000.25,1005.4500122070312,965.0,983.0,415222,2025-05-19
2025-05-26,1026.5,1026.5,1032.0999755859375,993.25,1000.0,349515,2025-05-26
2025-06-02,1002.0,1002.0,1042.4000244140625,990.0,1026.5,1071938,2025-06-02
2025-06-09,981.5999755859375,981.5999755859375,1022.0,963.0,1020.0,311957,2025-06-09
2025-06-16,964.2000122070312,964.2000122070312,1000.0,958.2000122070312,981.5,319678,2025-06-16
2025-06-23,998.7999877929688,998.7999877929688,1011.0999755859375,955.0,964.0,2014222,2025-06-23
2025-06-30,1070.300048828125,1070.300048828125,1075.0,1008.5,1015.0,1000447,2025-06-30
2025-07-07,1030.0999755859375,1030.0999755859375,1080.0,1009.2999877929688,1077.5,689065,2025-07-07
2025-07-14,1036.5999755859375,1036.5999755859375,1049.9000244140625,1015.5,1030.0999755859375,355523,2025-07-14
