Date,Adj Close_MARKSANS.NS,Close_MARKSANS.NS,High_MARKSANS.NS,Low_MARKSANS.NS,Open_MARKSANS.NS,Volume_MARKSANS.NS,Date
2020-07-13,36.87958908081055,37.54999923706055,37.650001525878906,34.5,36.20000076293945,6373617,2020-07-13
2020-07-20,35.50458526611328,36.150001525878906,39.400001525878906,35.900001525878906,37.75,14062129,2020-07-20
2020-07-27,38.94210433959961,39.650001525878906,39.650001525878906,34.349998474121094,36.400001525878906,13348147,2020-07-27
2020-08-03,45.326053619384766,46.150001525878906,48.04999923706055,40.29999923706055,40.400001525878906,22588563,2020-08-03
2020-08-10,48.0760612487793,48.95000076293945,50.29999923706055,45.25,47.45000076293945,14256574,2020-08-10
2020-08-17,51.90642547607422,52.849998474121094,57.099998474121094,48.599998474121094,49.79999923706055,17872181,2020-08-17
2020-08-24,47.14301681518555,48.0,54.25,47.95000076293945,54.0,11656887,2020-08-24
2020-08-31,45.91533660888672,46.75,49.400001525878906,43.650001525878906,47.599998474121094,11416150,2020-08-31
2020-09-07,44.88408660888672,45.70000076293945,48.95000076293945,44.79999923706055,46.599998474121094,5937180,2020-09-07
2020-09-14,50.236778259277344,51.150001525878906,55.0,46.400001525878906,46.400001525878906,12926615,2020-09-14
2020-09-21,46.65194320678711,47.5,52.150001525878906,45.04999923706055,51.79999923706055,7556210,2020-09-21
2020-09-28,50.881656646728516,51.70000076293945,52.400001525878906,49.0,49.400001525878906,5591599,2020-09-28
2020-10-05,52.702369689941406,53.54999923706055,56.400001525878906,51.04999923706055,51.54999923706055,20638501,2020-10-05
2020-10-12,51.02928161621094,51.849998474121094,55.0,48.0,53.650001525878906,10260094,2020-10-12
2020-10-19,51.81661605834961,52.650001525878906,53.45000076293945,49.349998474121094,52.04999923706055,6768868,2020-10-19
2020-10-26,50.09431838989258,50.900001525878906,53.400001525878906,49.95000076293945,53.099998474121094,4843838,2020-10-26
2020-11-02,51.02928161621094,51.849998474121094,54.95000076293945,50.0,51.20000076293945,12308356,2020-11-02
2020-11-09,49.503814697265625,50.29999923706055,53.5,48.099998474121094,52.849998474121094,9031015,2020-11-09
2020-11-16,60.034446716308594,61.0,62.150001525878906,49.599998474121094,49.599998474121094,28534235,2020-11-16
2020-11-23,58.01689910888672,58.95000076293945,62.650001525878906,57.29999923706055,61.54999923706055,12382296,2020-11-23
2020-11-30,62.83932876586914,63.849998474121094,65.69999694824219,58.599998474121094,58.95000076293945,12510195,2020-11-30
2020-12-07,59.44394302368164,60.400001525878906,66.19999694824219,58.099998474121094,64.0,10435096,2020-12-07
2020-12-14,58.066104888916016,59.0,62.400001525878906,58.54999923706055,60.79999923706055,10261403,2020-12-14
2020-12-21,57.13113784790039,58.04999923706055,63.70000076293945,49.0,59.04999923706055,14218256,2020-12-21
2020-12-28,59.985233306884766,60.95000076293945,62.900001525878906,57.400001525878906,58.70000076293945,9141058,2020-12-28
2021-01-04,59.936031341552734,60.900001525878906,64.3499984741211,59.29999923706055,61.5,10718631,2021-01-04
2021-01-11,58.066104888916016,59.0,62.400001525878906,58.5,61.45000076293945,6200226,2021-01-11
2021-01-18,55.55646514892578,56.45000076293945,58.79999923706055,55.5,58.5,4537455,2021-01-18
2021-01-25,54.52308654785156,55.400001525878906,57.04999923706055,53.0,56.79999923706055,3712706,2021-01-25
2021-02-01,57.96768569946289,58.900001525878906,59.349998474121094,54.29999923706055,55.900001525878906,4923399,2021-02-01
2021-02-08,55.90092849731445,56.79999923706055,64.25,56.400001525878906,59.900001525878906,11899240,2021-02-08
2021-02-15,54.71991729736328,55.599998474121094,57.650001525878906,54.599998474121094,56.79999923706055,4266681,2021-02-15
2021-02-22,54.670711517333984,55.54999923706055,56.849998474121094,53.29999923706055,56.25,4782038,2021-02-22
2021-03-01,53.096038818359375,53.95000076293945,58.0,53.5,56.099998474121094,7348666,2021-03-01
2021-03-08,58.164520263671875,59.099998474121094,61.79999923706055,53.75,54.099998474121094,26333149,2021-03-08
2021-03-15,52.16107940673828,53.0,59.650001525878906,50.54999923706055,59.25,9541278,2021-03-15
2021-03-22,48.56884765625,49.349998474121094,54.900001525878906,49.150001525878906,53.0,6991635,2021-03-22
2021-03-29,53.14524841308594,54.0,54.5,49.349998474121094,49.349998474121094,4979902,2021-03-29
2021-04-05,55.113590240478516,56.0,56.75,50.95000076293945,54.5,15660541,2021-04-05
2021-04-12,53.83416748046875,54.70000076293945,56.900001525878906,52.0,55.5,14147282,2021-04-12
2021-04-19,69.28565979003906,70.4000015258789,76.9000015258789,52.599998474121094,53.75,103122317,2021-04-19
2021-04-26,70.36824035644531,71.5,75.5,67.5,71.5,55757038,2021-04-26
2021-05-03,72.82866668701172,74.0,77.80000305175781,70.30000305175781,70.94999694824219,54952492,2021-05-03
2021-05-10,72.58263397216797,73.75,81.94999694824219,73.0999984741211,74.0999984741211,42391729,2021-05-10
2021-05-17,73.51758575439453,74.69999694824219,77.75,71.5999984741211,74.30000305175781,20060904,2021-05-17
2021-05-24,72.77945709228516,73.94999694824219,77.4000015258789,73.19999694824219,74.94999694824219,15693232,2021-05-24
2021-05-31,70.61428833007812,71.75,77.0,71.25,74.5,18656832,2021-05-31
2021-06-07,82.37512969970703,83.69999694824219,83.69999694824219,68.30000305175781,72.19999694824219,58348356,2021-06-07
2021-06-14,83.45772552490234,84.80000305175781,97.5999984741211,81.6500015258789,87.5,117974140,2021-06-14
