Date,Adj Close_BALKRISIND.NS,Close_BALKRISIND.NS,High_BALKRISIND.NS,Low_BALKRISIND.NS,Open_BALKRISIND.NS,Volume_BALKRISIND.NS,Date
2020-07-13,1207.5462646484375,1253.050048828125,1282.9000244140625,1230.1500244140625,1255.25,1679712,2020-07-13
2020-07-20,1211.9312744140625,1257.5999755859375,1292.0,1240.0,1250.0,4629404,2020-07-20
2020-07-27,1274.0406494140625,1322.050048828125,1327.0,1230.0,1267.0,4988315,2020-07-27
2020-08-03,1300.8311767578125,1349.8499755859375,1383.550048828125,1301.0,1330.0,4197583,2020-08-03
2020-08-10,1268.2103271484375,1316.0,1405.0,1305.0,1359.0,4052436,2020-08-10
2020-08-17,1317.45458984375,1367.0999755859375,1415.0,1295.550048828125,1319.699951171875,2886305,2020-08-17
2020-08-24,1332.52685546875,1379.699951171875,1413.0,1355.25,1370.0,2743784,2020-08-24
2020-08-31,1245.9903564453125,1290.0999755859375,1385.0,1282.550048828125,1379.0,2723518,2020-08-31
2020-09-07,1257.773193359375,1302.300048828125,1309.0,1237.5,1290.0999755859375,2786733,2020-09-07
2020-09-14,1346.772705078125,1394.449951171875,1411.5999755859375,1304.199951171875,1312.949951171875,4887967,2020-09-14
2020-09-21,1309.5888671875,1355.949951171875,1431.9000244140625,1282.4000244140625,1402.0,4039200,2020-09-21
2020-09-28,1413.02734375,1463.050048828125,1514.699951171875,1351.0,1362.9000244140625,6959646,2020-09-28
2020-10-05,1358.74853515625,1406.8499755859375,1485.0,1403.3499755859375,1464.949951171875,4517305,2020-10-05
2020-10-12,1334.65185546875,1381.9000244140625,1422.949951171875,1345.0999755859375,1410.0,3049508,2020-10-12
2020-10-19,1340.6396484375,1388.0999755859375,1418.0,1329.699951171875,1382.25,4403573,2020-10-19
2020-10-26,1301.476318359375,1347.550048828125,1412.0,1315.0,1387.9000244140625,3704060,2020-10-26
2020-11-02,1403.320556640625,1453.0,1468.449951171875,1306.300048828125,1345.0,3807066,2020-11-02
2020-11-09,1527.86181640625,1581.949951171875,1597.0,1406.050048828125,1479.0,8931337,2020-11-09
2020-11-16,1561.492919921875,1612.5,1685.0,1576.0,1589.25,5641819,2020-11-16
2020-11-23,1606.9090576171875,1659.4000244140625,1701.449951171875,1580.0999755859375,1626.0999755859375,14341823,2020-11-23
2020-11-30,1597.3223876953125,1649.5,1720.0,1630.0,1659.4000244140625,3719682,2020-11-30
2020-12-07,1613.0101318359375,1665.699951171875,1698.0999755859375,1630.800048828125,1653.5999755859375,4099736,2020-12-07
2020-12-14,1562.4127197265625,1613.449951171875,1670.199951171875,1605.0,1665.699951171875,3627561,2020-12-14
2020-12-21,1506.58642578125,1555.800048828125,1609.6500244140625,1515.5,1603.949951171875,2472143,2020-12-21
2020-12-28,1590.1566162109375,1642.0999755859375,1652.800048828125,1549.3499755859375,1563.5,4743146,2020-12-28
2021-01-04,1667.3837890625,1721.8499755859375,1733.449951171875,1617.0,1640.5,3123869,2021-01-04
2021-01-11,1600.6630859375,1652.949951171875,1747.5,1640.4000244140625,1735.0,3355266,2021-01-11
2021-01-18,1625.4052734375,1678.5,1767.699951171875,1585.25,1651.0,4666145,2021-01-18
2021-01-25,1538.1065673828125,1588.3499755859375,1712.3499755859375,1580.0,1689.0999755859375,2270520,2021-01-25
2021-02-01,1741.7061767578125,1798.5999755859375,1850.0,1561.550048828125,1593.5999755859375,4867734,2021-02-01
2021-02-08,1602.79345703125,1655.1500244140625,1875.0,1617.050048828125,1814.0,14110853,2021-02-08
2021-02-15,1501.2120361328125,1550.25,1669.6500244140625,1535.75,1660.0,5715716,2021-02-15
2021-02-22,1513.288330078125,1558.0,1610.800048828125,1516.6500244140625,1547.8499755859375,4322969,2021-02-22
2021-03-01,1555.1514892578125,1601.0999755859375,1648.0,1556.0,1556.0,3366782,2021-03-01
2021-03-08,1581.4736328125,1628.199951171875,1642.199951171875,1574.0999755859375,1613.4000244140625,1642324,2021-03-08
2021-03-15,1570.4493408203125,1616.8499755859375,1655.0,1530.050048828125,1629.0,2854530,2021-03-15
2021-03-22,1601.48291015625,1648.800048828125,1676.0,1587.0999755859375,1615.0,2478770,2021-03-22
2021-03-29,1633.5355224609375,1681.800048828125,1708.199951171875,1643.0,1648.800048828125,1524578,2021-03-29
2021-04-05,1604.396484375,1651.800048828125,1702.75,1625.550048828125,1671.0,2211108,2021-04-05
2021-04-12,1638.926025390625,1687.3499755859375,1695.5,1552.0,1622.0,2094444,2021-04-12
2021-04-19,1646.211181640625,1694.8499755859375,1740.0,1640.449951171875,1650.0,2178821,2021-04-19
2021-04-26,1719.155517578125,1769.949951171875,1807.4000244140625,1695.050048828125,1703.949951171875,1874936,2021-04-26
2021-05-03,1780.1048583984375,1832.699951171875,1848.0,1742.199951171875,1751.0,1677575,2021-05-03
2021-05-10,1841.6854248046875,1896.0999755859375,1965.0,1830.050048828125,1830.050048828125,2811264,2021-05-10
2021-05-17,2069.94189453125,2131.10009765625,2209.0,1877.550048828125,1920.0,9196209,2021-05-17
2021-05-24,2127.9765625,2190.85009765625,2223.10009765625,2120.050048828125,2131.0,2672685,2021-05-24
2021-05-31,2149.685302734375,2213.199951171875,2255.550048828125,2161.800048828125,2190.0,1973263,2021-05-31
