Date,Adj Close_KERNEX.NS,Close_KERNEX.NS,High_KERNEX.NS,Low_KERNEX.NS,Open_KERNEX.NS,Volume_KERNEX.NS,Date
2020-07-13,18.5,18.5,19.799999237060547,18.049999237060547,19.799999237060547,14119,2020-07-13
2020-07-20,17.700000762939453,17.700000762939453,19.450000762939453,17.5,17.75,28571,2020-07-20
2020-07-27,16.75,16.75,18.399999618530273,16.649999618530273,17.149999618530273,10492,2020-07-27
2020-08-03,17.899999618530273,17.899999618530273,18.700000762939453,16.299999237060547,17.0,4969,2020-08-03
2020-08-10,18.049999237060547,18.049999237060547,19.5,17.049999237060547,17.899999618530273,35876,2020-08-10
2020-08-17,19.5,19.5,20.549999237060547,18.100000381469727,18.950000762939453,53110,2020-08-17
2020-08-24,19.299999237060547,19.299999237060547,20.600000381469727,18.100000381469727,19.299999237060547,29871,2020-08-24
2020-08-31,18.600000381469727,18.600000381469727,20.149999618530273,17.700000762939453,19.799999237060547,18792,2020-08-31
2020-09-07,18.149999618530273,18.149999618530273,19.149999618530273,17.549999237060547,19.0,5995,2020-09-07
2020-09-14,18.0,18.0,19.600000381469727,17.799999237060547,19.0,30680,2020-09-14
2020-09-21,18.5,18.5,19.450000762939453,17.200000762939453,17.200000762939453,14439,2020-09-21
2020-09-28,18.850000381469727,18.850000381469727,19.25,17.649999618530273,17.649999618530273,26390,2020-09-28
2020-10-05,19.25,19.25,19.950000762939453,18.049999237060547,18.850000381469727,38643,2020-10-05
2020-10-12,17.25,17.25,18.549999237060547,16.75,18.5,11010,2020-10-12
2020-10-19,17.5,17.5,17.5,16.5,16.649999618530273,9702,2020-10-19
2020-10-26,17.350000381469727,17.350000381469727,18.350000381469727,16.450000762939453,17.5,13346,2020-10-26
2020-11-02,22.100000381469727,22.100000381469727,22.100000381469727,16.799999237060547,16.799999237060547,24475,2020-11-02
2020-11-09,23.799999237060547,23.799999237060547,27.5,23.0,23.200000762939453,264436,2020-11-09
2020-11-16,23.450000762939453,23.450000762939453,24.950000762939453,21.450000762939453,24.950000762939453,27237,2020-11-16
2020-11-23,23.100000381469727,23.100000381469727,24.649999618530273,22.350000381469727,23.950000762939453,21010,2020-11-23
2020-11-30,23.049999237060547,23.049999237060547,24.049999237060547,21.850000381469727,23.100000381469727,19945,2020-11-30
2020-12-07,24.25,24.25,26.399999618530273,22.600000381469727,22.600000381469727,43201,2020-12-07
2020-12-14,24.0,24.0,27.350000381469727,23.200000762939453,24.299999237060547,56756,2020-12-14
2020-12-21,25.200000762939453,25.200000762939453,25.200000762939453,22.100000381469727,23.0,88531,2020-12-21
2020-12-28,30.5,30.5,30.549999237060547,24.25,26.399999618530273,82019,2020-12-28
2021-01-04,30.850000381469727,30.850000381469727,33.54999923706055,28.100000381469727,30.200000762939453,108613,2021-01-04
2021-01-11,28.600000381469727,28.600000381469727,33.650001525878906,28.200000762939453,32.349998474121094,43758,2021-01-11
2021-01-18,27.0,27.0,29.5,26.0,27.200000762939453,20620,2021-01-18
2021-01-25,24.899999618530273,24.899999618530273,28.350000381469727,24.549999237060547,26.0,15217,2021-01-25
2021-02-01,24.25,24.25,26.850000381469727,23.100000381469727,25.950000762939453,90569,2021-02-01
2021-02-08,26.149999618530273,26.149999618530273,27.649999618530273,24.25,24.25,25709,2021-02-08
2021-02-15,24.899999618530273,24.899999618530273,27.25,23.399999618530273,27.0,24402,2021-02-15
2021-02-22,30.049999237060547,30.049999237060547,31.049999237060547,24.0,25.899999618530273,81571,2021-02-22
2021-03-01,33.099998474121094,33.099998474121094,33.099998474121094,28.600000381469727,28.600000381469727,68223,2021-03-01
2021-03-08,39.79999923706055,39.79999923706055,39.79999923706055,31.5,34.75,100080,2021-03-08
2021-03-15,50.45000076293945,50.45000076293945,50.45000076293945,37.849998474121094,41.75,310411,2021-03-15
2021-03-22,60.29999923706055,60.29999923706055,60.29999923706055,48.25,52.95000076293945,631769,2021-03-22
2021-03-29,66.75,66.75,69.75,60.29999923706055,60.29999923706055,187939,2021-03-29
2021-04-05,56.650001525878906,56.650001525878906,71.0,56.650001525878906,67.0,230485,2021-04-05
2021-04-12,48.150001525878906,48.150001525878906,56.650001525878906,47.650001525878906,56.0,83350,2021-04-12
2021-04-19,40.099998474121094,40.099998474121094,48.0,40.099998474121094,45.75,133431,2021-04-19
