Date,Adj Close_SOMICONVEY.NS,Close_SOMICONVEY.NS,High_SOMICONVEY.NS,Low_SOMICONVEY.NS,Open_SOMICONVEY.NS,Volume_SOMICONVEY.NS,Date
2020-07-13,15.949999809265137,15.949999809265137,17.950000762939453,15.25,17.700000762939453,16092,2020-07-13
2020-07-20,15.399999618530273,15.399999618530273,16.649999618530273,14.5,15.949999809265137,15734,2020-07-20
2020-07-27,14.649999618530273,14.649999618530273,16.149999618530273,14.100000381469727,15.649999618530273,14881,2020-07-27
2020-08-03,17.350000381469727,17.350000381469727,18.0,13.850000381469727,13.850000381469727,45030,2020-08-03
2020-08-10,17.200000762939453,17.200000762939453,21.5,15.600000381469727,17.950000762939453,122815,2020-08-10
2020-08-17,29.850000381469727,29.850000381469727,29.850000381469727,16.649999618530273,18.700000762939453,592172,2020-08-17
2020-08-24,28.049999237060547,28.049999237060547,36.04999923706055,27.5,31.399999618530273,609498,2020-08-24
2020-08-31,23.299999237060547,23.299999237060547,29.0,21.700000762939453,29.0,168570,2020-08-31
2020-09-07,25.049999237060547,25.049999237060547,26.799999237060547,23.399999618530273,24.399999618530273,94128,2020-09-07
2020-09-14,23.649999618530273,23.649999618530273,25.75,23.299999237060547,25.100000381469727,36478,2020-09-14
2020-09-21,20.200000762939453,20.200000762939453,24.049999237060547,19.75,23.649999618530273,50967,2020-09-21
2020-09-28,21.700000762939453,21.700000762939453,22.600000381469727,20.049999237060547,20.799999237060547,17170,2020-09-28
2020-10-05,22.350000381469727,22.350000381469727,23.299999237060547,20.850000381469727,22.350000381469727,47729,2020-10-05
2020-10-12,20.75,20.75,23.950000762939453,20.0,21.399999618530273,39110,2020-10-12
2020-10-19,21.100000381469727,21.100000381469727,22.950000762939453,20.0,20.75,19720,2020-10-19
2020-10-26,21.549999237060547,21.549999237060547,22.75,19.200000762939453,21.899999618530273,34577,2020-10-26
2020-11-02,20.149999618530273,20.149999618530273,21.600000381469727,19.100000381469727,21.600000381469727,24199,2020-11-02
2020-11-09,20.200000762939453,20.200000762939453,21.549999237060547,19.5,20.799999237060547,28587,2020-11-09
2020-11-16,20.399999618530273,20.399999618530273,21.899999618530273,19.799999237060547,20.75,37098,2020-11-16
2020-11-23,21.399999618530273,21.399999618530273,21.549999237060547,19.799999237060547,20.100000381469727,44573,2020-11-23
2020-11-30,22.299999237060547,22.299999237060547,23.299999237060547,20.350000381469727,21.399999618530273,52908,2020-11-30
2020-12-07,24.649999618530273,24.649999618530273,29.100000381469727,21.600000381469727,22.0,266005,2020-12-07
2020-12-14,26.950000762939453,26.950000762939453,29.700000762939453,22.200000762939453,25.649999618530273,132907,2020-12-14
2020-12-21,25.799999237060547,25.799999237060547,28.5,23.549999237060547,26.049999237060547,47033,2020-12-21
2020-12-28,28.200000762939453,28.200000762939453,29.549999237060547,26.0,27.5,86831,2020-12-28
2021-01-04,41.099998474121094,41.099998474121094,41.099998474121094,27.0,30.5,972998,2021-01-04
2021-01-11,35.849998474121094,35.849998474121094,42.04999923706055,33.29999923706055,41.79999923706055,492240,2021-01-11
2021-01-18,34.25,34.25,37.70000076293945,33.29999923706055,37.70000076293945,105026,2021-01-18
2021-01-25,33.45000076293945,33.45000076293945,35.150001525878906,32.04999923706055,34.29999923706055,39313,2021-01-25
2021-02-01,34.650001525878906,34.650001525878906,35.599998474121094,31.399999618530273,33.45000076293945,39474,2021-02-01
2021-02-08,34.150001525878906,34.150001525878906,36.0,33.20000076293945,35.54999923706055,38161,2021-02-08
2021-02-15,32.599998474121094,32.599998474121094,34.29999923706055,32.20000076293945,34.0,48245,2021-02-15
2021-02-22,31.850000381469727,31.850000381469727,33.45000076293945,30.549999237060547,33.45000076293945,42155,2021-02-22
2021-03-01,30.799999237060547,30.799999237060547,32.79999923706055,30.0,32.79999923706055,52178,2021-03-01
2021-03-08,31.149999618530273,31.149999618530273,31.5,30.0,30.0,24791,2021-03-08
2021-03-15,32.20000076293945,32.20000076293945,33.0,30.200000762939453,31.149999618530273,30985,2021-03-15
2021-03-22,31.0,31.0,33.599998474121094,30.600000381469727,32.20000076293945,24363,2021-03-22
2021-03-29,30.899999618530273,30.899999618530273,32.25,30.5,31.0,12420,2021-03-29
2021-04-05,36.75,36.75,36.75,30.100000381469727,30.899999618530273,56861,2021-04-05
2021-04-12,35.0,35.0,38.54999923706055,33.29999923706055,38.54999923706055,55431,2021-04-12
2021-04-19,34.20000076293945,34.20000076293945,34.95000076293945,31.649999618530273,33.29999923706055,19405,2021-04-19
2021-04-26,40.150001525878906,40.150001525878906,40.25,32.70000076293945,33.5,135123,2021-04-26
