Date,Adj Close_AAREYDRUGS.NS,Close_AAREYDRUGS.NS,High_AAREYDRUGS.NS,Low_AAREYDRUGS.NS,Open_AAREYDRUGS.NS,Volume_AAREYDRUGS.NS,Date
2021-08-02,43.349998474121094,43.349998474121094,44.599998474121094,42.75,43.75,239282,2021-08-02
2021-08-09,41.849998474121094,41.849998474121094,44.099998474121094,36.29999923706055,44.099998474121094,632139,2021-08-09
2021-08-16,37.150001525878906,37.150001525878906,42.5,36.54999923706055,41.04999923706055,222141,2021-08-16
2021-08-23,37.95000076293945,37.95000076293945,41.099998474121094,31.149999618530273,37.150001525878906,283213,2021-08-23
2021-08-30,37.29999923706055,37.29999923706055,38.95000076293945,36.25,37.79999923706055,147392,2021-08-30
2021-09-06,37.29999923706055,37.29999923706055,38.900001525878906,37.0,37.70000076293945,146730,2021-09-06
2021-09-13,37.04999923706055,37.04999923706055,41.0,36.29999923706055,37.5,241304,2021-09-13
2021-09-20,36.400001525878906,36.400001525878906,37.650001525878906,35.20000076293945,36.79999923706055,150819,2021-09-20
2021-09-27,36.29999923706055,36.29999923706055,37.75,35.20000076293945,36.75,183949,2021-09-27
2021-10-04,36.849998474121094,36.849998474121094,38.5,36.099998474121094,37.0,241023,2021-10-04
2021-10-11,37.20000076293945,37.20000076293945,39.599998474121094,36.29999923706055,37.45000076293945,278206,2021-10-11
2021-10-18,34.599998474121094,34.599998474121094,38.0,32.400001525878906,38.0,229476,2021-10-18
2021-10-25,32.900001525878906,32.900001525878906,34.95000076293945,32.650001525878906,34.599998474121094,160448,2021-10-25
2021-11-01,33.45000076293945,33.45000076293945,34.900001525878906,32.20000076293945,33.849998474121094,84028,2021-11-01
2021-11-08,36.650001525878906,36.650001525878906,39.45000076293945,33.29999923706055,33.5,483210,2021-11-08
2021-11-15,34.95000076293945,34.95000076293945,38.5,34.5,36.650001525878906,213336,2021-11-15
2021-11-22,36.95000076293945,36.95000076293945,37.75,31.649999618530273,37.0,273489,2021-11-22
2021-11-29,37.54999923706055,37.54999923706055,39.20000076293945,33.5,37.900001525878906,398440,2021-11-29
2021-12-06,38.849998474121094,38.849998474121094,41.599998474121094,37.5,38.650001525878906,776948,2021-12-06
2021-12-13,38.04999923706055,38.04999923706055,42.099998474121094,34.5,38.900001525878906,572903,2021-12-13
2021-12-20,39.599998474121094,39.599998474121094,39.95000076293945,36.20000076293945,37.900001525878906,251197,2021-12-20
2021-12-27,42.95000076293945,42.95000076293945,44.150001525878906,38.0,39.599998474121094,722877,2021-12-27
2022-01-03,54.599998474121094,54.599998474121094,58.900001525878906,42.45000076293945,43.599998474121094,4248349,2022-01-03
