Date,Adj Close_SIGMA.NS,Close_SIGMA.NS,High_SIGMA.NS,Low_SIGMA.NS,Open_SIGMA.NS,Volume_SIGMA.NS,Date
2021-12-27,212.70396423339844,213.39999389648438,213.4600067138672,176.0,176.0,18000,2021-12-27
2022-01-03,232.95770263671875,233.72000122070312,233.72000122070312,204.10000610351562,224.05999755859375,30000,2022-01-03
2022-01-10,281.1998596191406,282.1199951171875,282.1199951171875,240.8000030517578,245.27999877929688,60000,2022-01-10
2022-01-17,289.0541076660156,290.0,296.0,267.1600036621094,282.3999938964844,48000,2022-01-17
2022-01-24,271.1128234863281,272.0,296.0,255.25999450683594,296.0,30000,2022-01-24
2022-01-31,265.1324157714844,266.0,298.29998779296875,259.8399963378906,284.3999938964844,16500,2022-01-31
2022-02-07,261.1454772949219,262.0,266.0,259.9800109863281,266.0,3000,2022-02-07
2022-02-14,214.2987518310547,215.0,262.0,214.83999633789062,262.0,48000,2022-02-14
2022-02-21,189.3802947998047,190.0,215.0,188.10000610351562,215.0,39000,2022-02-21
2022-02-28,219.2027130126953,219.9199981689453,219.9199981689453,199.5,199.5,12000,2022-02-28
2022-03-07,258.3546142578125,259.20001220703125,262.0,228.39999389648438,228.39999389648438,21000,2022-03-07
2022-03-14,243.38357543945312,244.17999267578125,256.0,228.0,256.0,19500,2022-03-14
2022-03-21,243.6028594970703,244.39999389648438,252.0,236.0,250.0,20250,2022-03-21
2022-03-28,238.41983032226562,239.1999969482422,244.39999389648438,216.97999572753906,244.39999389648438,15750,2022-03-28
2022-04-04,234.83157348632812,235.60000610351562,249.39999389648438,235.60000610351562,244.0,11250,2022-04-04
2022-04-11,245.19766235351562,246.0,246.0,244.0,245.60000610351562,3000,2022-04-11
2022-04-18,238.8185272216797,239.60000610351562,247.8000030517578,239.52000427246094,246.0,3000,2022-04-18
2022-04-25,227.25636291503906,228.0,239.60000610351562,222.39999389648438,239.60000610351562,8250,2022-04-25
2022-05-02,227.25636291503906,228.0,239.1999969482422,217.0,239.1999969482422,3750,2022-05-02
2022-05-09,236.3466033935547,237.1199951171875,237.1999969482422,206.44000244140625,228.0,9750,2022-05-09
2022-05-16,252.2744903564453,253.10000610351562,253.60000610351562,232.0,237.1199951171875,9000,2022-05-16
2022-05-23,274.8008117675781,275.70001220703125,275.70001220703125,251.94000244140625,265.20001220703125,4500,2022-05-23
2022-05-30,249.1846160888672,250.0,288.6000061035156,236.39999389648438,288.6000061035156,16500,2022-05-30
2022-06-06,244.69927978515625,245.5,250.0,233.94000244140625,250.0,10500,2022-06-06
2022-06-13,267.0262145996094,267.8999938964844,267.8999938964844,233.0399932861328,245.5,8250,2022-06-13
2022-06-20,241.16793823242188,241.75999450683594,267.8999938964844,229.72000122070312,267.8999938964844,9000,2022-06-20
2022-06-27,239.3723602294922,239.9600067138672,247.89999389648438,229.67999267578125,229.67999267578125,29250,2022-06-27
2022-07-04,224.24949645996094,224.8000030517578,251.0,216.63999938964844,227.97999572753906,20250,2022-07-04
2022-07-11,233.8060302734375,234.3800048828125,244.39999389648438,228.0,233.60000610351562,20250,2022-07-11
2022-07-18,231.43185424804688,232.0,236.8000030517578,211.72000122070312,224.10000610351562,31500,2022-07-18
2022-07-25,215.69049072265625,216.22000122070312,231.97999572753906,214.39999389648438,231.97999572753906,9750,2022-07-25
2022-08-01,227.441650390625,228.0,235.5,225.97999572753906,225.97999572753906,4500,2022-08-01
2022-08-08,227.441650390625,228.0,228.0,228.0,228.0,0,2022-08-08
2022-08-15,207.49063110351562,208.0,228.0,198.72000122070312,228.0,8250,2022-08-15
2022-08-22,230.95303344726562,231.52000427246094,231.52000427246094,200.0,203.60000610351562,17250,2022-08-22
2022-08-29,240.21031188964844,240.8000030517578,243.0800018310547,220.0,242.8000030517578,29250,2022-08-29
2022-09-05,234.5641632080078,235.13999938964844,249.89999389648438,228.4199981689453,232.05999755859375,66000,2022-09-05
2022-09-12,227.441650390625,228.0,243.89999389648438,228.0,243.89999389648438,17250,2022-09-12
2022-09-19,207.09161376953125,207.60000610351562,228.4199981689453,195.60000610351562,228.0,21000,2022-09-19
2022-09-26,203.4605255126953,203.9600067138672,210.39999389648438,190.0,207.60000610351562,75750,2022-09-26
2022-10-03,246.39511108398438,247.0,247.0,208.0,214.0,22500,2022-10-03
2022-10-10,302.158203125,302.8999938964844,307.79998779296875,258.75,258.75,12000,2022-10-10
2022-10-17,273.0297546386719,273.70001220703125,301.75,273.70001220703125,301.75,17250,2022-10-17
2022-10-24,234.125244140625,234.6999969482422,260.04998779296875,234.6999969482422,260.04998779296875,6750,2022-10-24
2022-10-31,244.89878845214844,245.5,260.0,211.85000610351562,211.85000610351562,30750,2022-10-31
2022-11-07,233.47683715820312,234.0500030517578,249.0,211.85000610351562,234.0,6750,2022-11-07
2022-11-14,221.4563446044922,222.0,246.64999389648438,204.0,245.75,22500,2022-11-14
2022-11-21,218.11453247070312,218.64999389648438,235.0,211.25,221.89999389648438,44250,2022-11-21
2022-11-28,217.81529235839844,218.35000610351562,228.9499969482422,213.75,227.9499969482422,19500,2022-11-28
2022-12-05,224.44898986816406,225.0,225.0,211.25,215.0,17250,2022-12-05
2022-12-12,208.28866577148438,208.8000030517578,225.0,207.25,225.0,16500,2022-12-12
2022-12-19,190.03347778320312,190.5,209.0,189.0,208.8000030517578,10500,2022-12-19
2022-12-26,204.4979705810547,205.0,210.0,200.0,200.0,2250,2022-12-26
2023-01-02,228.2397003173828,228.8000030517578,228.8000030517578,201.8000030517578,205.0,9000,2023-01-02
2023-01-09,231.38197326660156,231.9499969482422,234.85000610351562,217.39999389648438,220.0,10500,2023-01-09
2023-01-16,227.6910400390625,228.25,231.9499969482422,217.4499969482422,231.9499969482422,1500,2023-01-16
2023-01-23,222.95266723632812,223.5,228.0,212.64999389648438,216.85000610351562,10500,2023-01-23
2023-01-30,216.4685821533203,217.0,227.8000030517578,216.4499969482422,223.39999389648438,4500,2023-01-30
2023-02-06,213.27642822265625,213.8000030517578,217.0,210.6999969482422,217.0,3000,2023-02-06
2023-02-13,210.4832763671875,211.0,231.75,211.0,213.8000030517578,5250,2023-02-13
2023-02-20,190.5322723388672,191.0,215.0,189.5500030517578,215.0,19500,2023-02-20
2023-02-27,196.51756286621094,197.0,208.6999969482422,191.0,191.0,6000,2023-02-27
2023-03-06,206.99185180664062,207.5,207.5,186.3000030517578,206.0,27000,2023-03-06
2023-03-13,194.5224609375,195.0,197.14999389648438,181.0,197.14999389648438,8250,2023-03-13
2023-03-20,183.649169921875,184.10000610351562,195.0,184.10000610351562,195.0,5250,2023-03-20
2023-03-27,188.68678283691406,189.14999389648438,199.5,171.8000030517578,192.89999389648438,16500,2023-03-27
2023-04-03,182.55184936523438,183.0,189.14999389648438,179.6999969482422,189.14999389648438,6750,2023-04-03
2023-04-10,181.8535614013672,182.3000030517578,189.8000030517578,174.8000030517578,177.0,6750,2023-04-10
2023-04-17,211.4808349609375,212.0,215.0,173.1999969482422,174.1999969482422,51000,2023-04-17
2023-04-24,209.7849884033203,210.3000030517578,222.60000610351562,209.0,212.0,18000,2023-04-24
2023-05-01,238.6142120361328,239.1999969482422,239.1999969482422,199.8000030517578,210.3000030517578,67500,2023-05-01
2023-05-08,233.27732849121094,233.85000610351562,251.10000610351562,233.85000610351562,251.10000610351562,19500,2023-05-08
2023-05-15,262.75494384765625,263.3999938964844,263.3999938964844,225.1999969482422,225.1999969482422,21000,2023-05-15
2023-05-22,244.4000244140625,245.0,276.0,237.75,267.0,33750,2023-05-22
2023-05-29,276.52117919921875,277.20001220703125,277.20001220703125,233.0500030517578,248.0,44250,2023-05-29
2023-06-05,301.6095886230469,302.3500061035156,328.5,281.0,290.54998779296875,116025,2023-06-05
2023-06-12,348.1951904296875,349.04998779296875,349.04998779296875,307.1499938964844,315.0,217346,2023-06-12
2023-06-19,348.9932556152344,349.8500061035156,401.95001220703125,349.8500061035156,363.1000061035156,256689,2023-06-19
2023-06-26,358.07098388671875,358.95001220703125,364.3500061035156,326.6499938964844,332.3500061035156,126863,2023-06-26
2023-07-03,362.160888671875,363.04998779296875,372.8999938964844,337.70001220703125,366.1499938964844,75349,2023-07-03
2023-07-10,346.9482421875,347.79998779296875,374.3999938964844,333.6499938964844,369.8500061035156,94618,2023-07-10
2023-07-17,366.3506164550781,367.25,379.0,349.54998779296875,363.20001220703125,83745,2023-07-17
2023-07-24,439.57086181640625,440.6499938964844,440.6499938964844,367.0,380.6499938964844,108930,2023-07-24
2023-07-31,450.74346923828125,451.8500061035156,502.70001220703125,451.8500061035156,462.6499938964844,81648,2023-07-31
2023-08-07,438.12445068359375,439.20001220703125,442.70001220703125,382.6000061035156,429.25,35563,2023-08-07
2023-08-14,475.23333740234375,476.3999938964844,509.0,439.20001220703125,453.95001220703125,24354,2023-08-14
2023-08-21,427.2511291503906,428.29998779296875,483.70001220703125,420.6000061035156,461.0,20826,2023-08-21
2023-08-28,416.4775695800781,417.5,449.70001220703125,405.0,409.0,15267,2023-08-28
2023-09-04,399.0204162597656,400.0,425.0,380.20001220703125,400.5,28193,2023-09-04
2023-09-11,461.9659118652344,463.1000061035156,481.6000061035156,385.04998779296875,401.0,42713,2023-09-11
2023-09-18,441.6158752441406,442.70001220703125,477.0,422.1000061035156,477.0,24755,2023-09-18
2023-09-25,471.03643798828125,471.6499938964844,478.6000061035156,435.0,459.95001220703125,52760,2023-09-25
2023-10-02,447.0676574707031,447.6499938964844,489.95001220703125,438.8999938964844,471.6499938964844,32763,2023-10-02
2023-10-09,435.732421875,436.29998779296875,459.95001220703125,432.04998779296875,447.6499938964844,40618,2023-10-09
2023-10-16,535.951904296875,536.6500244140625,570.0,439.04998779296875,447.95001220703125,242798,2023-10-16
2023-10-23,503.29443359375,503.95001220703125,554.0,472.75,554.0,51117,2023-10-23
2023-10-30,508.08819580078125,508.75,527.0,482.0,525.0,72745,2023-10-30
2023-11-06,457.7537536621094,458.3500061035156,524.9500122070312,458.3500061035156,524.9500122070312,74321,2023-11-06
2023-11-13,462.5474853515625,463.1499938964844,479.79998779296875,456.70001220703125,466.45001220703125,59131,2023-11-13
2023-11-20,460.150634765625,460.75,473.95001220703125,439.6499938964844,470.0,77577,2023-11-20
2023-11-27,451.0624694824219,451.6499938964844,483.0,448.0,460.75,57633,2023-11-27
2023-12-04,462.6473693847656,463.25,467.8999938964844,423.0,460.0,124991,2023-12-04
2023-12-11,454.65777587890625,455.25,470.20001220703125,428.0,470.20001220703125,88853,2023-12-11
2023-12-18,457.1046142578125,457.70001220703125,489.79998779296875,444.79998779296875,459.8999938964844,96536,2023-12-18
2023-12-25,465.2939147949219,465.8999938964844,486.5,450.8500061035156,457.70001220703125,63215,2023-12-25
2024-01-01,497.15240478515625,497.79998779296875,515.0,475.54998779296875,479.8999938964844,136081,2024-01-01
2024-01-08,485.2179870605469,485.8500061035156,513.0,469.95001220703125,509.95001220703125,74863,2024-01-08
2024-01-15,483.02081298828125,483.6499938964844,498.0,460.0,485.8500061035156,45994,2024-01-15
2024-01-22,478.5766296386719,479.20001220703125,496.8500061035156,473.04998779296875,483.6499938964844,26241,2024-01-22
2024-01-29,459.7012023925781,460.29998779296875,488.70001220703125,450.0,487.8999938964844,62062,2024-01-29
2024-02-05,441.87445068359375,442.45001220703125,491.0,435.0,467.75,82326,2024-02-05
2024-02-12,427.7428283691406,428.29998779296875,456.95001220703125,417.0,441.0,106158,2024-02-12
2024-02-19,430.4892578125,431.04998779296875,447.8500061035156,421.54998779296875,432.8999938964844,54117,2024-02-19
2024-02-26,415.8083801269531,416.3500061035156,437.5,414.54998779296875,437.5,45651,2024-02-26
2024-03-04,394.2864074707031,394.79998779296875,421.95001220703125,385.0,417.45001220703125,58334,2024-03-04
2024-03-11,397.7818603515625,398.29998779296875,408.0,341.1000061035156,402.0,68053,2024-03-11
2024-03-18,382.7015075683594,383.20001220703125,405.0,378.04998779296875,405.0,31764,2024-03-18
2024-03-25,355.5868225097656,356.04998779296875,389.8999938964844,350.0,383.20001220703125,59908,2024-03-25
2024-04-01,425.59564208984375,426.1499938964844,464.8999938964844,367.5,367.5,313391,2024-04-01
2024-04-08,408.3680725097656,408.8999938964844,436.1499938964844,400.54998779296875,436.0,29992,2024-04-08
2024-04-15,405.22216796875,405.75,419.8999938964844,381.54998779296875,400.0,39457,2024-04-15
2024-04-22,408.7675476074219,409.29998779296875,416.75,402.0,405.95001220703125,31628,2024-04-22
2024-04-29,414.8096923828125,415.3500061035156,418.8999938964844,400.1000061035156,413.0,27055,2024-04-29
2024-05-06,398.9803161621094,399.5,419.3500061035156,387.1000061035156,418.8999938964844,27642,2024-05-06
2024-05-13,395.98419189453125,396.5,409.3999938964844,387.0,405.95001220703125,31048,2024-05-13
2024-05-20,399.7293395996094,400.25,414.8999938964844,393.79998779296875,396.1499938964844,50474,2024-05-20
2024-05-27,391.6398620605469,392.1499938964844,480.0,389.04998779296875,404.8500061035156,179502,2024-05-27
2024-06-03,399.0801696777344,399.6000061035156,404.0,350.5,400.20001220703125,66153,2024-06-03
2024-06-10,394.5860290527344,395.1000061035156,409.0,391.04998779296875,395.1000061035156,40969,2024-06-10
2024-06-17,400.1288146972656,400.6499938964844,404.25,392.3500061035156,395.1000061035156,31714,2024-06-17
2024-06-24,401.82659912109375,402.3500061035156,435.0,398.54998779296875,403.8999938964844,44880,2024-06-24
2024-07-01,425.0962829589844,425.6499938964844,430.0,403.54998779296875,409.0,59373,2024-07-01
2024-07-08,423.5982360839844,424.1499938964844,440.0,405.04998779296875,436.95001220703125,46314,2024-07-08
2024-07-15,414.46014404296875,415.0,430.0,408.5,430.0,43519,2024-07-15
2024-07-22,406.96990966796875,407.5,419.0,400.0,418.8999938964844,27912,2024-07-22
2024-07-29,402.0263366699219,402.54998779296875,415.8999938964844,396.0,413.5,24369,2024-07-29
2024-08-05,386.6963195800781,387.20001220703125,400.0,378.5,392.20001220703125,42511,2024-08-05
2024-08-12,364.7249450683594,365.20001220703125,399.8500061035156,347.6499938964844,389.8999938964844,32321,2024-08-12
2024-08-19,383.1000061035156,383.1000061035156,431.6499938964844,361.95001220703125,362.0,117030,2024-08-19
2024-08-26,398.8999938964844,398.8999938964844,415.0,383.1000061035156,389.0,41678,2024-08-26
2024-09-02,391.5,391.5,404.0,386.20001220703125,404.0,18856,2024-09-02
2024-09-09,388.1000061035156,388.1000061035156,397.8999938964844,382.0,396.79998779296875,17460,2024-09-09
2024-09-16,379.75,379.75,403.8999938964844,377.0,392.95001220703125,23394,2024-09-16
2024-09-23,382.95001220703125,382.95001220703125,391.1499938964844,376.1000061035156,384.0,22729,2024-09-23
2024-09-30,374.1499938964844,374.1499938964844,385.95001220703125,370.04998779296875,384.0,15137,2024-09-30
2024-10-07,373.6000061035156,373.6000061035156,382.95001220703125,351.04998779296875,365.0,22464,2024-10-07
2024-10-14,373.54998779296875,373.54998779296875,386.1499938964844,367.54998779296875,375.0,17284,2024-10-14
2024-10-21,348.79998779296875,348.79998779296875,374.95001220703125,344.5,373.54998779296875,23026,2024-10-21
2024-10-28,357.6000061035156,357.6000061035156,369.3999938964844,327.1000061035156,340.0,37845,2024-10-28
2024-11-04,350.5,350.5,369.0,345.0,369.0,16734,2024-11-04
2024-11-11,330.54998779296875,330.54998779296875,361.79998779296875,325.95001220703125,353.95001220703125,20071,2024-11-11
2024-11-18,315.5,315.5,328.95001220703125,302.1000061035156,302.1000061035156,30273,2024-11-18
2024-11-25,348.8999938964844,348.8999938964844,415.0,321.1499938964844,321.8999938964844,384748,2024-11-25
2024-12-02,370.6499938964844,370.6499938964844,400.0,344.04998779296875,348.8999938964844,224954,2024-12-02
2024-12-09,361.1000061035156,361.1000061035156,393.5,358.54998779296875,383.75,156569,2024-12-09
2024-12-16,336.79998779296875,336.79998779296875,364.95001220703125,336.04998779296875,358.0,106502,2024-12-16
2024-12-23,341.1000061035156,341.1000061035156,359.6499938964844,334.0,335.0,90231,2024-12-23
2024-12-30,353.3500061035156,353.3500061035156,374.5,313.6000061035156,342.8999938964844,180635,2024-12-30
2025-01-06,351.1000061035156,351.1000061035156,369.0,336.04998779296875,350.1000061035156,145175,2025-01-06
2025-01-13,326.75,326.75,356.0,322.0,345.8500061035156,150826,2025-01-13
2025-01-20,316.79998779296875,316.79998779296875,354.8999938964844,311.0,328.3999938964844,214417,2025-01-20
2025-01-27,312.20001220703125,312.20001220703125,328.20001220703125,285.0,313.8999938964844,185799,2025-01-27
2025-02-03,308.1000061035156,308.1000061035156,325.0,305.0,325.0,57850,2025-02-03
2025-02-10,289.54998779296875,289.54998779296875,312.3999938964844,279.79998779296875,308.1000061035156,102342,2025-02-10
2025-02-17,280.54998779296875,280.54998779296875,292.0,267.1499938964844,285.20001220703125,127448,2025-02-17
2025-02-24,259.0,259.0,282.79998779296875,251.0,282.79998779296875,107215,2025-02-24
2025-03-03,265.45001220703125,265.45001220703125,274.0,245.3000030517578,254.0,156236,2025-03-03
2025-03-10,249.0,249.0,271.6000061035156,246.35000610351562,265.0,109019,2025-03-10
2025-03-17,261.6000061035156,261.6000061035156,272.1499938964844,239.35000610351562,249.0,106976,2025-03-17
2025-03-24,242.14999389648438,242.14999389648438,274.8500061035156,240.0,274.8500061035156,161091,2025-03-24
2025-03-31,245.63999938964844,245.63999938964844,257.0,242.14999389648438,242.14999389648438,16796,2025-03-31
2025-04-07,253.9499969482422,253.9499969482422,255.0,210.10000610351562,210.10000610351562,19778,2025-04-07
2025-04-14,264.1600036621094,264.1600036621094,273.25,257.2099914550781,264.0,77558,2025-04-14
2025-04-21,303.5199890136719,303.5199890136719,357.0,261.5799865722656,261.5799865722656,273242,2025-04-21
2025-04-28,289.75,289.75,304.5,280.0,303.5199890136719,55016,2025-04-28
2025-05-05,285.45001220703125,285.45001220703125,307.0,275.04998779296875,285.1499938964844,159017,2025-05-05
2025-05-12,313.25,313.25,321.95001220703125,290.1000061035156,290.1000061035156,120719,2025-05-12
2025-05-19,380.1000061035156,380.1000061035156,380.1000061035156,303.75,308.1000061035156,294437,2025-05-19
2025-05-26,372.29998779296875,372.29998779296875,415.0,366.5,407.6000061035156,224960,2025-05-26
2025-06-02,367.25,367.25,375.1000061035156,350.1499938964844,366.29998779296875,17510,2025-06-02
2025-06-09,365.6000061035156,365.6000061035156,379.79998779296875,360.0,360.0,13438,2025-06-09
2025-06-16,379.20001220703125,379.20001220703125,400.70001220703125,361.04998779296875,366.0,53278,2025-06-16
2025-06-23,378.8500061035156,378.8500061035156,385.0,362.5,363.1000061035156,25124,2025-06-23
2025-06-30,377.0,377.0,384.8500061035156,359.8999938964844,382.5,30168,2025-06-30
2025-07-07,376.8999938964844,376.8999938964844,390.0,365.0,383.0,13929,2025-07-07
2025-07-14,368.8500061035156,368.8500061035156,384.3999938964844,364.20001220703125,384.3999938964844,5278,2025-07-14
