Date,Adj Close_SBC.NS,Close_SBC.NS,High_SBC.NS,Low_SBC.NS,Open_SBC.NS,Volume_SBC.NS,Date
2023-07-24,8.777776718139648,8.777776718139648,9.11111068725586,8.733332633972168,9.04444408416748,1675899,2023-07-24
2023-07-31,8.822221755981445,8.822221755981445,9.088888168334961,8.666666030883789,8.888888359069824,1778602,2023-07-31
2023-08-07,9.04444408416748,9.04444408416748,9.11111068725586,8.622221946716309,8.866665840148926,1871456,2023-08-07
2023-08-14,9.888888359069824,9.888888359069824,9.955554962158203,9.04444408416748,9.244443893432617,3327344,2023-08-14
2023-08-21,9.911110877990723,9.911110877990723,10.377777099609375,9.333333015441895,10.199999809265137,3953257,2023-08-21
2023-08-28,9.688887596130371,9.688887596130371,10.199999809265137,9.377777099609375,9.822221755981445,2007864,2023-08-28
2023-09-04,9.600000381469727,9.600000381469727,9.911110877990723,9.399999618530273,9.733332633972168,1795602,2023-09-04
2023-09-11,9.199999809265137,9.199999809265137,9.844444274902344,8.888888359069824,9.844444274902344,2289729,2023-09-11
2023-09-18,9.04444408416748,9.04444408416748,9.55555534362793,8.955554962158203,9.288887977600098,6672160,2023-09-18
2023-09-25,10.733332633972168,10.733332633972168,11.133333206176758,9.355554580688477,9.600000381469727,30756137,2023-09-25
2023-10-02,10.955554962158203,10.955554962158203,11.422222137451172,10.488887786865234,10.733332633972168,18866428,2023-10-02
2023-10-09,11.600000381469727,11.600000381469727,12.0,10.622221946716309,11.11111068725586,28576978,2023-10-09
2023-10-16,12.866665840148926,12.866665840148926,12.933333396911621,11.777776718139648,11.800000190734863,38938632,2023-10-16
2023-10-23,12.244443893432617,12.244443893432617,13.266666412353516,11.822221755981445,12.977776527404785,18156033,2023-10-23
2023-10-30,12.622221946716309,12.622221946716309,12.888888359069824,12.04444408416748,12.311111450195312,16741844,2023-10-30
2023-11-06,12.800000190734863,12.800000190734863,13.022221565246582,12.55555534362793,12.666666030883789,17245706,2023-11-06
2023-11-13,12.666666030883789,12.666666030883789,12.844444274902344,12.244443893432617,12.644444465637207,13326015,2023-11-13
2023-11-20,13.844444274902344,13.844444274902344,15.55555534362793,12.666666030883789,12.911110877990723,43950012,2023-11-20
2023-11-27,13.577776908874512,13.577776908874512,14.15555477142334,12.955554962158203,13.844444274902344,13562735,2023-11-27
2023-12-04,13.311111450195312,13.311111450195312,15.022221565246582,13.199999809265137,13.977776527404785,44870412,2023-12-04
2023-12-11,13.733332633972168,13.733332633972168,14.022221565246582,12.755555152893066,13.444443702697754,29622609,2023-12-11
2023-12-18,13.666666030883789,13.666666030883789,13.866665840148926,12.955554962158203,13.822221755981445,17566076,2023-12-18
2023-12-25,13.333333015441895,13.333333015441895,14.333333015441895,13.311111450195312,13.666666030883789,19412420,2023-12-25
2024-01-01,13.244443893432617,13.244443893432617,13.822221755981445,13.066665649414062,13.333333015441895,20016948,2024-01-01
2024-01-08,13.822221755981445,13.822221755981445,15.244443893432617,13.355554580688477,13.533332824707031,91177211,2024-01-08
2024-01-15,19.133333206176758,19.133333206176758,19.133333206176758,13.822221755981445,13.822221755981445,87396876,2024-01-15
2024-01-22,19.600000381469727,19.600000381469727,22.333332061767578,17.633333206176758,19.133333206176758,17354519,2024-01-22
2024-01-29,17.833332061767578,17.833332061767578,21.0,17.366666793823242,20.466665267944336,18872628,2024-01-29
2024-02-05,15.566665649414062,15.566665649414062,17.833332061767578,15.366665840148926,17.833332061767578,24864642,2024-02-05
2024-02-12,15.533332824707031,15.533332824707031,17.100000381469727,14.066665649414062,15.800000190734863,19172778,2024-02-12
2024-02-19,15.800000190734863,15.800000190734863,16.600000381469727,15.633333206176758,15.833333015441895,12084893,2024-02-19
2024-02-26,15.466666221618652,15.466666221618652,16.0,14.5,16.0,10466917,2024-02-26
2024-03-04,14.466666221618652,14.466666221618652,15.733332633972168,14.233332633972168,15.733332633972168,4988517,2024-03-04
2024-03-11,13.766666412353516,13.766666412353516,14.933333396911621,12.266666412353516,14.633333206176758,11134122,2024-03-11
2024-03-18,13.433333396911621,13.433333396911621,14.533332824707031,13.266666412353516,13.933333396911621,9130548,2024-03-18
2024-03-25,13.366665840148926,13.366665840148926,13.666666030883789,12.899999618530273,13.433333396911621,6355555,2024-03-25
2024-04-01,15.333333015441895,15.333333015441895,15.633333206176758,13.600000381469727,13.633333206176758,11766058,2024-04-01
2024-04-08,17.100000381469727,17.100000381469727,17.100000381469727,15.199999809265137,15.633333206176758,20962563,2024-04-08
2024-04-15,16.766666412353516,16.766666412353516,17.866666793823242,15.733332633972168,16.5,22337385,2024-04-15
2024-04-22,18.0,18.0,18.366666793823242,16.66666603088379,16.899999618530273,25326340,2024-04-22
2024-04-29,17.200000762939453,17.200000762939453,18.333332061767578,16.833332061767578,18.16666603088379,15650782,2024-04-29
2024-05-06,18.53333282470703,18.53333282470703,19.03333282470703,17.266666412353516,17.466665267944336,27515259,2024-05-06
2024-05-13,18.733333587646484,18.733333587646484,19.299999237060547,17.866666793823242,18.633333206176758,21955927,2024-05-13
2024-05-20,19.233333587646484,19.233333587646484,19.399999618530273,18.333332061767578,18.733333587646484,18077481,2024-05-20
2024-05-27,21.03333282470703,21.03333282470703,21.299999237060547,19.433332443237305,19.66666603088379,37664280,2024-05-27
2024-06-03,20.433332443237305,20.433332443237305,21.433332443237305,18.700000762939453,21.333332061767578,22694712,2024-06-03
2024-06-10,19.31333351135254,19.31333351135254,20.833332061767578,18.733333587646484,20.633333206176758,21664266,2024-06-10
2024-06-17,19.406665802001953,19.406665802001953,21.31999969482422,19.073333740234375,19.31333351135254,31901820,2024-06-17
2024-06-24,18.566665649414062,18.566665649414062,19.66666603088379,18.34666633605957,19.5,23557997,2024-06-24
2024-07-01,18.406665802001953,18.406665802001953,19.280000686645508,18.333332061767578,18.66666603088379,16734617,2024-07-01
2024-07-08,17.51333236694336,17.51333236694336,18.65333366394043,17.280000686645508,18.53333282470703,18044398,2024-07-08
2024-07-15,18.913333892822266,18.913333892822266,19.833332061767578,16.806665420532227,17.600000381469727,31736237,2024-07-15
2024-07-22,19.079999923706055,19.079999923706055,19.600000381469727,17.333332061767578,18.933332443237305,17743401,2024-07-22
2024-07-29,18.860000610351562,18.860000610351562,20.933332443237305,18.433332443237305,20.3266658782959,21355267,2024-07-29
2024-08-05,19.113332748413086,19.113332748413086,19.5,17.633333206176758,18.646665573120117,18024578,2024-08-05
2024-08-12,20.97333335876465,20.97333335876465,21.626665115356445,18.760000228881836,19.66666603088379,39217158,2024-08-12
2024-08-19,20.639999389648438,20.639999389648438,21.633333206176758,20.01333236694336,20.933332443237305,40791072,2024-08-19
2024-08-26,20.866666793823242,20.866666793823242,21.0,20.133333206176758,20.81999969482422,24285342,2024-08-26
2024-09-02,23.553333282470703,23.553333282470703,25.0,20.47333335876465,21.299999237060547,95092138,2024-09-02
2024-09-09,24.273332595825195,24.273332595825195,24.65999984741211,22.67333221435547,23.766666412353516,53412664,2024-09-09
2024-09-16,23.633333206176758,23.633333206176758,25.266666412353516,22.946666717529297,24.53333282470703,47924499,2024-09-16
2024-09-23,22.579999923706055,22.579999923706055,24.333332061767578,22.366666793823242,24.0,34309374,2024-09-23
2024-09-30,21.726665496826172,21.726665496826172,23.233333587646484,21.106666564941406,22.700000762939453,22493215,2024-09-30
2024-10-07,21.593332290649414,21.593332290649414,22.399999618530273,20.440000534057617,21.726665496826172,25980208,2024-10-07
2024-10-14,19.54666519165039,19.54666519165039,21.926666259765625,19.0,21.68666648864746,23052814,2024-10-14
2024-10-21,18.020000457763672,18.020000457763672,20.600000381469727,17.733333587646484,19.566665649414062,54783435,2024-10-21
2024-10-28,19.286666870117188,19.286666870117188,19.899999618530273,17.84666633605957,18.02666664123535,13415621,2024-10-28
2024-11-04,18.793333053588867,18.793333053588867,19.479999542236328,18.413333892822266,19.333332061767578,16625118,2024-11-04
2024-11-11,18.053333282470703,18.053333282470703,18.866666793823242,17.66666603088379,18.799999237060547,13518082,2024-11-11
2024-11-18,18.459999084472656,18.459999084472656,18.85333251953125,17.799999237060547,18.15333366394043,13799875,2024-11-18
2024-11-25,18.15999984741211,18.15999984741211,18.766666412353516,17.540000915527344,18.700000762939453,17869730,2024-11-25
2024-12-02,18.366666793823242,18.366666793823242,18.799999237060547,17.806665420532227,18.0,17145781,2024-12-02
2024-12-09,18.366666793823242,18.366666793823242,19.133333206176758,17.97333335876465,18.31999969482422,21367990,2024-12-09
2024-12-16,17.899999618530273,17.899999618530273,18.66666603088379,17.700000762939453,18.453332901000977,14862151,2024-12-16
2024-12-23,18.213333129882812,18.213333129882812,18.366666793823242,17.5,17.899999618530273,12869959,2024-12-23
2024-12-30,18.01333236694336,18.01333236694336,18.393333435058594,17.739999771118164,18.066665649414062,19236883,2024-12-30
2025-01-06,17.593332290649414,17.593332290649414,18.126665115356445,17.366666793823242,18.00666618347168,16390311,2025-01-06
2025-01-13,17.373332977294922,17.373332977294922,18.946666717529297,16.100000381469727,17.586666107177734,21914494,2025-01-13
2025-01-20,15.813332557678223,15.813332557678223,17.946666717529297,14.973333358764648,17.51333236694336,21523518,2025-01-20
2025-01-27,14.460000038146973,14.460000038146973,16.399999618530273,14.119999885559082,15.539999961853027,38248491,2025-01-27
2025-02-03,13.553333282470703,13.553333282470703,15.100000381469727,13.41333293914795,14.293333053588867,35110965,2025-02-03
2025-02-10,11.513333320617676,11.513333320617676,13.646665573120117,11.326665878295898,13.553333282470703,28084544,2025-02-10
2025-02-17,12.600000381469727,12.600000381469727,12.993332862854004,11.039999961853027,11.69333267211914,23172206,2025-02-17
2025-02-24,13.226666450500488,13.226666450500488,13.966666221618652,12.133333206176758,12.600000381469727,24751931,2025-02-24
2025-03-03,13.766666412353516,13.766666412353516,14.146665573120117,12.420000076293945,13.199999809265137,35997970,2025-03-03
2025-03-10,12.399999618530273,12.399999618530273,16.520000457763672,11.75,14.350000381469727,24963081,2025-03-10
2025-03-17,12.470000267028809,12.470000267028809,12.930000305175781,12.210000038146973,12.59000015258789,19261460,2025-03-17
2025-03-24,12.59000015258789,12.59000015258789,12.75,12.130000114440918,12.550000190734863,43135697,2025-03-24
2025-03-31,12.600000381469727,12.600000381469727,12.859999656677246,12.34000015258789,12.59000015258789,15720182,2025-03-31
2025-04-07,12.970000267028809,12.970000267028809,13.15999984741211,10.949999809265137,11.0,18413387,2025-04-07
2025-04-14,14.729999542236328,14.729999542236328,15.680000305175781,12.970000267028809,12.970000267028809,31243488,2025-04-14
2025-04-21,13.40999984741211,13.40999984741211,14.989999771118164,13.199999809265137,14.84000015258789,27789291,2025-04-21
2025-04-28,13.239999771118164,13.239999771118164,13.760000228881836,12.850000381469727,13.569999694824219,18475569,2025-04-28
2025-05-05,13.229999542236328,13.229999542236328,13.569999694824219,13.0,13.539999961853027,29261968,2025-05-05
2025-05-12,14.680000305175781,14.680000305175781,15.199999809265137,13.109999656677246,13.550000190734863,38403726,2025-05-12
2025-05-19,14.859999656677246,14.859999656677246,15.199999809265137,14.270000457763672,14.680000305175781,32948973,2025-05-19
2025-05-26,14.890000343322754,14.890000343322754,15.0,14.359999656677246,14.890000343322754,31218157,2025-05-26
2025-06-02,14.720000267028809,14.720000267028809,15.0,14.479999542236328,14.979999542236328,33721217,2025-06-02
2025-06-09,14.869999885559082,14.869999885559082,15.0600004196167,14.510000228881836,14.65999984741211,30513852,2025-06-09
2025-06-16,14.550000190734863,14.550000190734863,16.34000015258789,14.210000038146973,14.720000267028809,67971629,2025-06-16
2025-06-23,14.829999923706055,14.829999923706055,15.149999618530273,14.220000267028809,14.550000190734863,49546573,2025-06-23
2025-06-30,14.9399995803833,14.9399995803833,15.050000190734863,14.479999542236328,14.899999618530273,32873499,2025-06-30
2025-07-07,16.15999984741211,16.15999984741211,16.3700008392334,14.859999656677246,14.9399995803833,48327820,2025-07-07
2025-07-14,15.739999771118164,15.739999771118164,16.389999389648438,15.050000190734863,16.15999984741211,16891323,2025-07-14
