Date,Adj Close_SBC.NS,Close_SBC.NS,High_SBC.NS,Low_SBC.NS,Open_SBC.NS,Volume_SBC.NS,Date
2021-11-22,2.5199999809265137,2.5199999809265137,2.5199999809265137,1.4455549716949463,1.6333329677581787,12031335,2021-11-22
2021-11-29,2.384443998336792,2.384443998336792,2.6322219371795654,2.2911109924316406,2.5555551052093506,22600575,2021-11-29
2021-12-06,2.4733328819274902,2.4733328819274902,2.559999942779541,2.314444065093994,2.3588879108428955,9717660,2021-12-06
2021-12-13,2.50333309173584,2.50333309173584,2.676666021347046,2.45444393157959,2.5233330726623535,6704100,2021-12-13
2021-12-20,2.5977768898010254,2.5977768898010254,2.6222219467163086,2.4000000953674316,2.50333309173584,5013360,2021-12-20
2021-12-27,3.3111109733581543,3.3111109733581543,3.3111109733581543,2.634443998336792,2.6888880729675293,21903165,2021-12-27
2022-01-03,4.20444393157959,4.20444393157959,4.20444393157959,3.47666597366333,3.47666597366333,59621715,2022-01-03
2022-01-10,3.5977768898010254,3.5977768898010254,4.634444236755371,3.5977768898010254,4.4144439697265625,50180490,2022-01-10
2022-01-17,3.774444103240967,3.774444103240967,3.955554962158203,3.4188880920410156,3.4222218990325928,22167000,2022-01-17
2022-01-24,3.7955551147460938,3.7955551147460938,3.951111078262329,3.4322218894958496,3.933332920074463,9571320,2022-01-24
2022-01-31,3.5899999141693115,3.5899999141693115,4.0444440841674805,3.4466660022735596,3.9111111164093018,19550610,2022-01-31
2022-02-07,3.281111001968384,3.281111001968384,3.7722220420837402,3.258888006210327,3.5899999141693115,22498245,2022-02-07
2022-02-14,3.3333330154418945,3.3333330154418945,3.3555550575256348,2.814444065093994,3.2888879776000977,22640175,2022-02-14
2022-02-21,3.2666659355163574,3.2666659355163574,3.5999999046325684,3.166666030883789,3.4000000953674316,17746696,2022-02-21
2022-02-28,2.955554962158203,2.955554962158203,3.2666659355163574,2.955554962158203,3.1111109256744385,9228616,2022-02-28
2022-03-07,2.3333330154418945,2.3333330154418945,2.8222219944000244,2.3333330154418945,2.8222219944000244,13571373,2022-03-07
2022-03-14,2.177777051925659,2.177777051925659,2.2666659355163574,2.0222220420837402,2.222222089767456,17157615,2022-03-14
2022-03-21,2.711111068725586,2.711111068725586,2.711111068725586,2.244443893432617,2.2666659355163574,5119338,2022-03-21
2022-03-28,2.5555551052093506,2.5555551052093506,2.888887882232666,2.3555550575256348,2.8444440364837646,36930788,2022-03-28
2022-04-04,2.7777769565582275,2.7777769565582275,2.888887882232666,2.5777769088745117,2.644443988800049,24506779,2022-04-04
2022-04-11,3.444443941116333,3.444443941116333,3.444443941116333,2.799999952316284,2.8444440364837646,20192526,2022-04-11
2022-04-18,3.2666659355163574,3.2666659355163574,3.5999999046325684,2.8444440364837646,3.51111102104187,41031095,2022-04-18
2022-04-25,2.7777769565582275,2.7777769565582275,3.2666659355163574,2.7777769565582275,3.2666659355163574,17583928,2022-04-25
2022-05-02,2.644443988800049,2.644443988800049,2.8222219944000244,2.6222219467163086,2.711111068725586,9682410,2022-05-02
2022-05-09,2.51111102104187,2.51111102104187,2.7777769565582275,2.3555550575256348,2.6222219467163086,12472430,2022-05-09
2022-05-16,2.4888880252838135,2.4888880252838135,2.711111068725586,2.3555550575256348,2.5777769088745117,13210967,2022-05-16
2022-05-23,2.3333330154418945,2.3333330154418945,2.5333330631256104,2.200000047683716,2.5333330631256104,12222165,2022-05-23
2022-05-30,2.4888880252838135,2.4888880252838135,2.51111102104187,2.3333330154418945,2.377777099609375,7509803,2022-05-30
2022-06-06,2.444443941116333,2.444443941116333,2.5777769088745117,2.3555550575256348,2.4888880252838135,6087505,2022-06-06
2022-06-13,2.2888879776000977,2.2888879776000977,2.4888880252838135,2.2666659355163574,2.4222218990325928,7372366,2022-06-13
2022-06-20,2.4000000953674316,2.4000000953674316,2.4222218990325928,2.1111109256744385,2.3555550575256348,5911699,2022-06-20
2022-06-27,2.4666659832000732,2.4666659832000732,2.5555551052093506,2.3555550575256348,2.4222218990325928,9149695,2022-06-27
2022-07-04,2.666666030883789,2.666666030883789,2.711111068725586,2.4000000953674316,2.4666659832000732,8833165,2022-07-04
2022-07-11,2.5777769088745117,2.5777769088745117,2.711111068725586,2.5333330631256104,2.6888880729675293,5003280,2022-07-11
2022-07-18,3.0,3.0,3.0222220420837402,2.5555551052093506,2.5555551052093506,11505008,2022-07-18
2022-07-25,2.9111111164093018,2.9111111164093018,3.155555009841919,2.8444440364837646,3.0222220420837402,11936278,2022-07-25
2022-08-01,3.0222220420837402,3.0222220420837402,3.0444440841674805,2.799999952316284,2.888887882232666,11444653,2022-08-01
2022-08-08,2.933332920074463,2.933332920074463,3.200000047683716,2.4888880252838135,3.0666658878326416,9981256,2022-08-08
2022-08-15,2.9777770042419434,2.9777770042419434,3.1111109256744385,2.933332920074463,2.933332920074463,7154616,2022-08-15
2022-08-22,3.244443893432617,3.244443893432617,3.3555550575256348,2.6888880729675293,2.933332920074463,14701832,2022-08-22
2022-08-29,3.2666659355163574,3.2666659355163574,3.4000000953674316,2.888887882232666,2.888887882232666,10171131,2022-08-29
2022-09-05,4.088888168334961,4.088888168334961,4.533332824707031,3.244443893432617,3.3333330154418945,35417556,2022-09-05
2022-09-12,3.8444440364837646,3.8444440364837646,4.17777681350708,3.7555549144744873,4.17777681350708,17835493,2022-09-12
2022-09-19,3.7555549144744873,3.7555549144744873,3.955554962158203,3.222222089767456,3.933332920074463,12743112,2022-09-19
2022-09-26,3.7777769565582275,3.7777769565582275,3.9777770042419434,3.4666659832000732,3.733333110809326,10607271,2022-09-26
2022-10-03,3.866666078567505,3.866666078567505,3.955554962158203,3.6222219467163086,3.7555549144744873,8769659,2022-10-03
2022-10-10,3.8444440364837646,3.8444440364837646,4.0,3.6888880729675293,3.866666078567505,13326116,2022-10-10
2022-10-17,4.02222204208374,4.02222204208374,4.17777681350708,3.6888880729675293,3.8444440364837646,12656844,2022-10-17
2022-10-24,3.955554962158203,3.955554962158203,4.199999809265137,3.7777769565582275,4.199999809265137,7899153,2022-10-24
2022-10-31,4.088888168334961,4.088888168334961,4.111111164093018,3.888887882232666,4.0,11717828,2022-10-31
2022-11-07,4.488887786865234,4.488887786865234,4.5555548667907715,3.8444440364837646,4.17777681350708,21166924,2022-11-07
2022-11-14,4.8222222328186035,4.8222222328186035,5.0,4.355555057525635,4.466666221618652,41218153,2022-11-14
2022-11-21,4.911110877990723,4.911110877990723,4.933332920074463,4.5555548667907715,4.8222222328186035,30644888,2022-11-21
2022-11-28,7.222221851348877,7.222221851348877,7.511110782623291,4.888887882232666,4.911110877990723,131105428,2022-11-28
2022-12-05,6.444444179534912,6.444444179534912,7.622221946716309,6.266665935516357,7.3333330154418945,36800032,2022-12-05
2022-12-12,7.0444440841674805,7.0444440841674805,7.511110782623291,5.933332920074463,6.5555548667907715,17059828,2022-12-12
2022-12-19,6.288887977600098,6.288887977600098,7.3333330154418945,6.288887977600098,7.111111164093018,9355426,2022-12-19
2022-12-26,6.8222222328186035,6.8222222328186035,7.111111164093018,5.977777004241943,5.977777004241943,4646876,2022-12-26
2023-01-02,6.666666030883789,6.666666030883789,6.888887882232666,6.400000095367432,6.888887882232666,4891984,2023-01-02
2023-01-09,6.688888072967529,6.688888072967529,6.755555152893066,6.444444179534912,6.5555548667907715,3561735,2023-01-09
2023-01-16,6.8444437980651855,6.8444437980651855,7.311110973358154,6.666666030883789,6.888887882232666,5129675,2023-01-16
2023-01-23,6.622221946716309,6.622221946716309,7.0,6.488887786865234,7.0,2152607,2023-01-23
2023-01-30,6.511110782623291,6.511110782623291,6.800000190734863,6.3333330154418945,6.577776908874512,2493775,2023-01-30
2023-02-06,6.577776908874512,6.577776908874512,6.711111068725586,6.222221851348877,6.644443988800049,2548950,2023-02-06
2023-02-13,7.0,7.0,7.0,6.311110973358154,6.644443988800049,2960838,2023-02-13
2023-02-20,7.311110973358154,7.311110973358154,7.533332824707031,6.977777004241943,7.3333330154418945,5222858,2023-02-20
2023-02-27,7.02222204208374,7.02222204208374,7.5555548667907715,6.777777194976807,7.444444179534912,14380255,2023-02-27
2023-03-06,6.8444437980651855,6.8444437980651855,7.111111164093018,6.777777194976807,6.933332920074463,15926235,2023-03-06
2023-03-13,7.622221946716309,7.622221946716309,7.777777194976807,6.800000190734863,6.8222222328186035,31803921,2023-03-13
2023-03-20,8.0,8.0,8.022221565246582,7.244443893432617,7.977777004241943,29224066,2023-03-20
2023-03-27,8.15555477142334,8.15555477142334,8.288887977600098,7.777777194976807,8.177777290344238,22182760,2023-03-27
2023-04-03,8.133333206176758,8.133333206176758,8.355554580688477,7.733333110809326,8.288887977600098,16877224,2023-04-03
2023-04-10,8.088888168334961,8.088888168334961,8.222222328186035,7.8222222328186035,8.133333206176758,20940433,2023-04-10
2023-04-17,8.822221755981445,8.822221755981445,9.066665649414062,8.0,8.04444408416748,36056152,2023-04-17
2023-04-24,9.15555477142334,9.15555477142334,9.600000381469727,8.822221755981445,9.022221565246582,45668575,2023-04-24
2023-05-01,9.488887786865234,9.488887786865234,9.888888359069824,8.444443702697754,9.15555477142334,32409460,2023-05-01
2023-05-08,10.199999809265137,10.199999809265137,10.266666412353516,9.066665649414062,9.55555534362793,40883686,2023-05-08
2023-05-15,9.977776527404785,9.977776527404785,10.600000381469727,9.55555534362793,10.355554580688477,44491095,2023-05-15
2023-05-22,9.333333015441895,9.333333015441895,10.11111068725586,8.733332633972168,10.088888168334961,17576170,2023-05-22
2023-05-29,9.288887977600098,9.288887977600098,9.755555152893066,9.04444408416748,9.422222137451172,12131737,2023-05-29
2023-06-05,9.266666412353516,9.266666412353516,10.177777290344238,9.133333206176758,9.133333206176758,11700059,2023-06-05
2023-06-12,9.199999809265137,9.199999809265137,9.51111125946045,8.688887596130371,9.266666412353516,3129784,2023-06-12
2023-06-19,8.688887596130371,8.688887596130371,9.51111125946045,8.422222137451172,9.177777290344238,3331175,2023-06-19
2023-06-26,8.577776908874512,8.577776908874512,8.844444274902344,8.288887977600098,8.577776908874512,1763751,2023-06-26
2023-07-03,8.955554962158203,8.955554962158203,8.977776527404785,8.399999618530273,8.800000190734863,2536531,2023-07-03
2023-07-10,8.866665840148926,8.866665840148926,9.399999618530273,8.644444465637207,9.222222328186035,3184764,2023-07-10
2023-07-17,8.911110877990723,8.911110877990723,9.222222328186035,8.533332824707031,8.866665840148926,1506105,2023-07-17
