Date,Adj Close_SINTERCOM.NS,Close_SINTERCOM.NS,High_SINTERCOM.NS,Low_SINTERCOM.NS,Open_SINTERCOM.NS,Volume_SINTERCOM.NS,Date
2020-07-13,75.55000305175781,75.55000305175781,75.5999984741211,68.0,68.0,32000,2020-07-13
2020-07-20,76.5,76.5,82.6500015258789,76.0,79.0,44000,2020-07-20
2020-07-27,75.5,75.5,76.0,75.0,76.0,18000,2020-07-27
2020-08-03,75.0,75.0,76.0,75.0,76.0,16000,2020-08-03
2020-08-10,75.0,75.0,76.0,75.0,75.0,10000,2020-08-10
2020-08-17,75.0,75.0,75.0,74.0,75.0,10000,2020-08-17
2020-08-24,75.0,75.0,75.0,74.0,75.0,22000,2020-08-24
2020-08-31,74.5,74.5,76.0,73.0,75.0,12000,2020-08-31
2020-09-07,74.0,74.0,75.0,74.0,75.0,6000,2020-09-07
2020-09-14,74.0,74.0,74.0,74.0,74.0,8000,2020-09-14
2020-09-21,75.0,75.0,75.0,73.0,74.05000305175781,24000,2020-09-21
2020-09-28,79.75,79.75,79.75,74.0,74.0,8000,2020-09-28
2020-10-05,79.94999694824219,79.94999694824219,84.69999694824219,78.9000015258789,80.0,140346,2020-10-05
2020-10-12,78.05000305175781,78.05000305175781,80.0,78.0,80.0,22481,2020-10-12
2020-10-19,78.0,78.0,79.5,78.0,78.0,22907,2020-10-19
2020-10-26,78.0,78.0,81.55000305175781,78.0,79.94999694824219,11472,2020-10-26
2020-11-02,77.0,77.0,79.5,76.0,78.0,17086,2020-11-02
2020-11-09,79.5,79.5,81.0,77.0,78.0,13366,2020-11-09
2020-11-16,78.0,78.0,80.94999694824219,77.0,79.5,9859,2020-11-16
2020-11-23,70.94999694824219,70.94999694824219,79.5,70.0,77.0,55457,2020-11-23
2020-11-30,74.6500015258789,74.6500015258789,77.69999694824219,70.0,70.94999694824219,24989,2020-11-30
2020-12-07,76.0,76.0,79.80000305175781,72.19999694824219,75.55000305175781,18569,2020-12-07
2020-12-14,81.0,81.0,84.0,68.0,76.0,44497,2020-12-14
2020-12-21,80.94999694824219,80.94999694824219,88.0,72.30000305175781,85.25,19784,2020-12-21
2020-12-28,79.9000015258789,79.9000015258789,84.25,78.0,84.25,19189,2020-12-28
2021-01-04,79.19999694824219,79.19999694824219,83.0,78.0,78.05000305175781,22023,2021-01-04
2021-01-11,79.19999694824219,79.19999694824219,86.80000305175781,78.0,81.55000305175781,60091,2021-01-11
2021-01-18,82.0,82.0,82.94999694824219,78.0,82.80000305175781,11859,2021-01-18
2021-01-25,83.8499984741211,83.8499984741211,85.0,78.0999984741211,78.0999984741211,20178,2021-01-25
2021-02-01,90.0999984741211,90.0999984741211,94.05000305175781,82.25,85.5,82272,2021-02-01
2021-02-08,90.30000305175781,90.30000305175781,95.0,89.0,93.5999984741211,31669,2021-02-08
2021-02-15,93.1500015258789,93.1500015258789,99.44999694824219,89.0,90.4000015258789,27817,2021-02-15
2021-02-22,89.3499984741211,89.3499984741211,94.5,89.0,93.4000015258789,18592,2021-02-22
2021-03-01,89.0,89.0,99.0,87.0,90.1500015258789,45614,2021-03-01
2021-03-08,88.80000305175781,88.80000305175781,98.94999694824219,87.5,89.0,8541,2021-03-08
2021-03-15,87.0,87.0,94.5,83.44999694824219,94.5,7293,2021-03-15
2021-03-22,83.80000305175781,83.80000305175781,97.19999694824219,76.6500015258789,86.94999694824219,46998,2021-03-22
2021-03-29,83.5,83.5,95.9000015258789,75.0,83.80000305175781,40004,2021-03-29
2021-04-05,83.55000305175781,83.55000305175781,88.30000305175781,77.1500015258789,88.30000305175781,30147,2021-04-05
2021-04-12,72.05000305175781,72.05000305175781,83.55000305175781,65.6500015258789,79.30000305175781,67769,2021-04-12
2021-04-19,79.0999984741211,79.0999984741211,91.0,74.0,74.0,64954,2021-04-19
2021-04-26,75.0,75.0,82.55000305175781,72.75,81.3499984741211,27054,2021-04-26
2021-05-03,76.94999694824219,76.94999694824219,84.4000015258789,61.20000076293945,78.55000305175781,90855,2021-05-03
2021-05-10,76.25,76.25,82.44999694824219,75.0,79.30000305175781,25928,2021-05-10
2021-05-17,77.75,77.75,81.19999694824219,76.4000015258789,76.55000305175781,8388,2021-05-17
2021-05-24,75.69999694824219,75.69999694824219,79.94999694824219,75.05000305175781,75.05000305175781,21169,2021-05-24
2021-05-31,77.30000305175781,77.30000305175781,80.1500015258789,76.4000015258789,78.3499984741211,24207,2021-05-31
2021-06-07,79.80000305175781,79.80000305175781,90.0,77.55000305175781,80.1500015258789,393279,2021-06-07
2021-06-14,75.6500015258789,75.6500015258789,82.0,75.0,80.1500015258789,193613,2021-06-14
2021-06-21,77.44999694824219,77.44999694824219,80.05000305175781,75.0,75.0,323176,2021-06-21
2021-06-28,78.3499984741211,78.3499984741211,80.5,77.0,79.94999694824219,208221,2021-06-28
2021-07-05,78.0,78.0,83.19999694824219,76.44999694824219,83.19999694824219,217592,2021-07-05
2021-07-12,79.19999694824219,79.19999694824219,82.9000015258789,78.0,82.9000015258789,230074,2021-07-12
2021-07-19,78.0,78.0,80.0,76.0,79.19999694824219,104162,2021-07-19
2021-07-26,96.3499984741211,96.3499984741211,99.0,77.55000305175781,79.0999984741211,1859484,2021-07-26
2021-08-02,87.94999694824219,87.94999694824219,104.80000305175781,84.94999694824219,100.0,656909,2021-08-02
2021-08-09,87.30000305175781,87.30000305175781,90.0,78.55000305175781,89.80000305175781,153582,2021-08-09
2021-08-16,85.19999694824219,85.19999694824219,94.19999694824219,84.1500015258789,88.80000305175781,93100,2021-08-16
2021-08-23,84.19999694824219,84.19999694824219,89.0,83.0,89.0,87526,2021-08-23
2021-08-30,84.05000305175781,84.05000305175781,86.9000015258789,84.0,84.5999984741211,67522,2021-08-30
2021-09-06,84.0,84.0,85.05000305175781,82.0999984741211,82.0999984741211,23949,2021-09-06
2021-09-13,84.05000305175781,84.05000305175781,90.9000015258789,82.19999694824219,82.19999694824219,118306,2021-09-13
2021-09-20,84.3499984741211,84.3499984741211,86.30000305175781,83.0,84.94999694824219,48808,2021-09-20
2021-09-27,84.0,84.0,88.5,84.0,84.44999694824219,29510,2021-09-27
2021-10-04,87.5,87.5,97.5999984741211,84.0,84.1500015258789,399798,2021-10-04
2021-10-11,86.05000305175781,86.05000305175781,91.9000015258789,83.94999694824219,91.25,46090,2021-10-11
2021-10-18,83.0,83.0,88.25,82.05000305175781,87.5999984741211,54413,2021-10-18
2021-10-25,81.0,81.0,83.9000015258789,79.5,82.19999694824219,39726,2021-10-25
2021-11-01,83.3499984741211,83.3499984741211,85.0,76.3499984741211,81.0999984741211,29486,2021-11-01
2021-11-08,84.1500015258789,84.1500015258789,85.9000015258789,81.05000305175781,85.9000015258789,11702,2021-11-08
2021-11-15,83.5,83.5,87.05000305175781,80.0,83.0999984741211,43494,2021-11-15
