Date,Adj Close_TVSELECT.NS,Close_TVSELECT.NS,High_TVSELECT.NS,Low_TVSELECT.NS,Open_TVSELECT.NS,Volume_TVSELECT.NS,Date
2020-07-13,91.37245178222656,92.94999694824219,97.94999694824219,90.69999694824219,95.5,35362,2020-07-13
2020-07-20,91.5198974609375,93.0999984741211,96.0,91.1500015258789,92.94999694824219,56724,2020-07-20
2020-07-27,85.9166488647461,87.4000015258789,93.0999984741211,87.0,93.0999984741211,61987,2020-07-27
2020-08-03,90.58602905273438,92.1500015258789,93.9000015258789,85.0,87.4000015258789,65677,2020-08-03
2020-08-10,101.15357971191406,102.9000015258789,105.05000305175781,88.19999694824219,91.94999694824219,235029,2020-08-10
2020-08-17,98.10619354248047,99.80000305175781,105.55000305175781,96.19999694824219,101.0,330860,2020-08-17
2020-08-24,104.39756774902344,106.19999694824219,117.80000305175781,99.8499984741211,100.94999694824219,930770,2020-08-24
2020-08-31,98.05704498291016,99.75,107.75,98.0,106.5,167576,2020-08-31
2020-09-07,97.61467742919922,99.30000305175781,102.69999694824219,93.0,99.75,160368,2020-09-07
2020-09-14,98.05704498291016,99.75,104.94999694824219,99.0,99.3499984741211,155177,2020-09-14
2020-09-21,88.17760467529297,89.69999694824219,101.25,84.1500015258789,100.5,98612,2020-09-21
2020-09-28,91.76566314697266,93.3499984741211,96.3499984741211,90.5999984741211,91.69999694824219,57301,2020-09-28
2020-10-05,95.7469253540039,97.4000015258789,105.44999694824219,91.0999984741211,96.5,566898,2020-10-05
2020-10-12,90.93009185791016,92.5,99.0,90.0,99.0,95961,2020-10-12
2020-10-19,92.35547637939453,93.94999694824219,97.69999694824219,91.55000305175781,94.9000015258789,102757,2020-10-19
2020-10-26,89.30809020996094,90.8499984741211,95.5,90.44999694824219,94.80000305175781,75178,2020-10-26
2020-11-02,95.00965881347656,96.6500015258789,101.69999694824219,89.30000305175781,92.4000015258789,448991,2020-11-02
2020-11-09,95.20626068115234,96.8499984741211,99.5,92.5,97.9000015258789,126161,2020-11-09
2020-11-16,94.37068939208984,96.0,100.8499984741211,93.8499984741211,97.44999694824219,191074,2020-11-16
2020-11-23,100.07225799560547,101.80000305175781,109.30000305175781,95.1500015258789,96.05000305175781,626680,2020-11-23
2020-11-30,102.13660430908203,103.9000015258789,107.0,101.0999984741211,101.80000305175781,413130,2020-11-30
2020-12-07,144.80001831054688,147.3000030517578,150.5,111.05000305175781,111.05000305175781,4803948,2020-12-07
2020-12-14,128.87496948242188,131.10000610351562,154.9499969482422,131.10000610351562,146.3000030517578,1266677,2020-12-14
2020-12-21,123.46830749511719,125.5999984741211,134.89999389648438,118.3499984741211,130.0,134266,2020-12-21
2020-12-28,125.43436431884766,127.5999984741211,129.60000610351562,121.0,125.5999984741211,113398,2020-12-28
2021-01-04,132.16810607910156,134.4499969482422,135.4499969482422,125.0,127.94999694824219,200152,2021-01-04
2021-01-11,123.56661987304688,125.69999694824219,137.89999389648438,125.0,136.0,127640,2021-01-11
2021-01-18,122.43614196777344,124.55000305175781,131.0,124.0,127.5,112370,2021-01-18
2021-01-25,112.75331115722656,114.69999694824219,126.4000015258789,109.0,124.55000305175781,100215,2021-01-25
2021-02-01,121.35480499267578,123.44999694824219,128.8000030517578,112.0,116.69999694824219,211749,2021-02-01
2021-02-08,125.92589569091797,128.10000610351562,134.64999389648438,119.9000015258789,124.80000305175781,542146,2021-02-08
2021-02-15,128.03941345214844,130.25,138.0,127.30000305175781,137.8000030517578,487290,2021-02-15
2021-02-22,171.4400634765625,174.39999389648438,174.39999389648438,130.0,135.0,1952296,2021-02-22
2021-03-01,159.6437530517578,162.39999389648438,192.25,161.25,183.10000610351562,1472816,2021-03-01
2021-03-08,145.2423858642578,147.75,166.39999389648438,145.0,165.85000610351562,312754,2021-03-08
2021-03-15,134.96975708007812,137.3000030517578,150.0,130.0500030517578,150.0,169633,2021-03-15
2021-03-22,126.71229553222656,128.89999389648438,141.0,125.0,135.0,129559,2021-03-22
2021-03-29,131.87319946289062,134.14999389648438,134.14999389648438,125.25,128.89999389648438,45768,2021-03-29
2021-04-05,134.5273895263672,136.85000610351562,143.4499969482422,132.10000610351562,137.9499969482422,100006,2021-04-05
2021-04-12,126.07333374023438,128.25,136.75,123.4000015258789,136.0,64007,2021-04-12
2021-04-19,120.5683822631836,122.6500015258789,129.9499969482422,118.0,124.0,70917,2021-04-19
2021-04-26,133.3477325439453,135.64999389648438,143.75,122.30000305175781,125.0,314632,2021-04-26
2021-05-03,131.82406616210938,134.10000610351562,138.64999389648438,130.0,137.6999969482422,214304,2021-05-03
2021-05-10,131.03762817382812,133.3000030517578,137.5,132.10000610351562,136.8000030517578,135872,2021-05-10
2021-05-17,143.96444702148438,146.4499969482422,152.0,132.9499969482422,135.85000610351562,465532,2021-05-17
2021-05-24,146.27456665039062,148.8000030517578,161.39999389648438,145.5500030517578,153.75,733718,2021-05-24
2021-05-31,148.6829833984375,151.25,157.75,141.0500030517578,148.8000030517578,578983,2021-05-31
2021-06-07,163.37925720214844,166.1999969482422,174.9499969482422,149.14999389648438,152.0,1519707,2021-06-07
2021-06-14,155.36756896972656,158.0500030517578,170.4499969482422,153.75,167.5,349923,2021-06-14
2021-06-21,160.9216766357422,163.6999969482422,174.4499969482422,152.39999389648438,152.39999389648438,1067622,2021-06-21
2021-06-28,169.08082580566406,172.0,174.89999389648438,159.9499969482422,165.0,516723,2021-06-28
2021-07-05,201.61904907226562,205.10000610351562,217.0,178.0500030517578,180.0,2712757,2021-07-05
2021-07-12,193.50906372070312,196.85000610351562,207.9499969482422,193.0,205.9499969482422,429929,2021-07-12
