Date,Adj Close_STALLION.NS,Close_STALLION.NS,High_STALLION.NS,Low_STALLION.NS,Open_STALLION.NS,Volume_STALLION.NS,Date
2025-01-20,119.69999694824219,119.69999694824219,126.0,119.69999694824219,120.0,9216982,2025-01-20
2025-01-27,92.87999725341797,92.87999725341797,113.70999908447266,92.87999725341797,113.70999908447266,5997629,2025-01-27
2025-02-03,94.08000183105469,94.08000183105469,109.91000366210938,87.30000305175781,88.2300033569336,11283292,2025-02-03
2025-02-10,82.37000274658203,82.37000274658203,104.5,78.41000366210938,97.0,13544311,2025-02-10
2025-02-17,73.16000366210938,73.16000366210938,82.9000015258789,71.11000061035156,82.9000015258789,8548744,2025-02-17
2025-02-24,64.56999969482422,64.56999969482422,73.0199966430664,62.189998626708984,72.1500015258789,5719844,2025-02-24
2025-03-03,72.30999755859375,72.30999755859375,74.48999786376953,60.0,66.9000015258789,5542512,2025-03-03
2025-03-10,78.69000244140625,78.69000244140625,87.0,70.26000213623047,72.33999633789062,7891101,2025-03-10
2025-03-17,73.79000091552734,73.79000091552734,80.44000244140625,69.06999969482422,79.9000015258789,2493192,2025-03-17
2025-03-24,67.9000015258789,67.9000015258789,76.9000015258789,66.69000244140625,74.3499984741211,3184013,2025-03-24
2025-03-31,74.97000122070312,74.97000122070312,76.9000015258789,67.11000061035156,67.9000015258789,2677784,2025-03-31
2025-04-07,72.63999938964844,72.63999938964844,77.0,60.099998474121094,60.099998474121094,3022715,2025-04-07
2025-04-14,72.76000213623047,72.76000213623047,76.73999786376953,72.33999633789062,74.29000091552734,1157506,2025-04-14
2025-04-21,67.0999984741211,67.0999984741211,73.30000305175781,67.0999984741211,72.0,3459660,2025-04-21
2025-04-28,68.44999694824219,68.44999694824219,72.69000244140625,64.5999984741211,68.87999725341797,814478,2025-04-28
2025-05-05,64.01000213623047,64.01000213623047,69.94999694824219,63.0,68.5,604509,2025-05-05
2025-05-12,76.08000183105469,76.08000183105469,76.38999938964844,66.30000305175781,67.19999694824219,1140248,2025-05-12
2025-05-19,76.66999816894531,76.66999816894531,79.87999725341797,73.70999908447266,79.87999725341797,915879,2025-05-19
2025-05-26,78.12000274658203,78.12000274658203,78.12000274658203,73.62000274658203,75.12999725341797,604881,2025-05-26
2025-06-02,74.80000305175781,74.80000305175781,79.68000030517578,74.5999984741211,79.0,572434,2025-06-02
2025-06-09,79.94000244140625,79.94000244140625,80.5,76.29000091552734,76.29000091552734,626452,2025-06-09
2025-06-16,74.0,74.0,79.5,74.0,78.33999633789062,374912,2025-06-16
2025-06-23,78.5,78.5,79.0,74.0,75.12000274658203,452258,2025-06-23
2025-06-30,87.6500015258789,87.6500015258789,90.86000061035156,82.41999816894531,82.41999816894531,1504841,2025-06-30
2025-07-07,94.56999969482422,94.56999969482422,96.62999725341797,90.0,92.02999877929688,2670610,2025-07-07
2025-07-14,100.73999786376953,100.73999786376953,100.75,93.19999694824219,94.9000015258789,965674,2025-07-14
