Date,Adj Close_HPAL.NS,Close_HPAL.NS,High_HPAL.NS,Low_HPAL.NS,Open_HPAL.NS,Volume_HPAL.NS,Date
2021-12-27,80.13191223144531,80.37999725341797,80.37999725341797,63.0,63.0,8729235,2021-12-27
2022-01-03,92.49363708496094,92.77999877929688,92.77999877929688,80.01000213623047,84.38999938964844,3558700,2022-01-03
2022-01-10,88.19694519042969,88.47000122070312,101.0,84.16999816894531,96.95999908447266,14057870,2022-01-10
2022-01-17,83.7806167602539,84.04000091552734,90.5999984741211,83.22000122070312,89.0,2850010,2022-01-17
2022-01-24,78.35740661621094,78.5999984741211,86.4000015258789,76.94000244140625,84.0,5289150,2022-01-24
2022-01-31,78.50694274902344,78.75,84.73999786376953,76.51000213623047,79.80000305175781,7296835,2022-01-31
2022-02-07,77.64959716796875,77.88999938964844,81.87999725341797,76.01000213623047,78.80000305175781,3339625,2022-02-07
2022-02-14,74.160400390625,74.38999938964844,79.52999877929688,72.2300033569336,76.41000366210938,2317795,2022-02-14
2022-02-21,75.47632598876953,75.70999908447266,78.4000015258789,67.0,73.41999816894531,7036105,2022-02-21
2022-02-28,73.19338989257812,73.41999816894531,78.11000061035156,72.5,74.5999984741211,2607705,2022-02-28
2022-03-07,78.00848388671875,78.25,80.0,70.8499984741211,72.0,3103230,2022-03-07
2022-03-14,76.47323608398438,76.70999908447266,78.94000244140625,74.80000305175781,78.05999755859375,829220,2022-03-14
2022-03-21,75.47632598876953,75.70999908447266,78.66999816894531,75.19999694824219,77.0,887620,2022-03-21
2022-03-28,84.2591323852539,84.5199966430664,87.5999984741211,73.87999725341797,75.97000122070312,4623240,2022-03-28
2022-04-04,87.83805084228516,88.11000061035156,89.77999877929688,80.41000366210938,85.5999984741211,3130230,2022-04-04
2022-04-11,86.60188293457031,86.87000274658203,91.36000061035156,85.41000366210938,89.01000213623047,2025660,2022-04-11
2022-04-18,81.4976806640625,81.75,87.83000183105469,81.0,87.83000183105469,1764485,2022-04-18
2022-04-25,77.23089599609375,77.47000122070312,84.5999984741211,77.20999908447266,81.0199966430664,1139295,2022-04-25
2022-05-02,73.50244140625,73.7300033569336,78.0,72.0199966430664,76.5999984741211,612515,2022-05-02
2022-05-09,68.58765411376953,68.80000305175781,75.0,68.0,72.19999694824219,1563445,2022-05-09
2022-05-16,73.87129211425781,74.0999984741211,75.0,67.9000015258789,70.0,1056315,2022-05-16
2022-05-23,71.11981201171875,71.33999633789062,75.0,68.04000091552734,74.44999694824219,575480,2022-05-23
2022-05-30,75.05762481689453,75.29000091552734,80.79000091552734,72.0,73.0,873445,2022-05-30
2022-06-06,74.0706787109375,74.30000305175781,76.02999877929688,72.4000015258789,76.02999877929688,1007090,2022-06-06
2022-06-13,72.22638702392578,72.44999694824219,78.29000091552734,72.08000183105469,73.5999984741211,605740,2022-06-13
2022-06-20,71.2195053100586,71.44000244140625,73.56999969482422,67.7300033569336,72.0,832000,2022-06-20
2022-06-27,70.97027587890625,71.19000244140625,74.18000030517578,70.04000091552734,72.0,557545,2022-06-27
2022-07-04,75.01774597167969,75.25,76.55999755859375,70.80999755859375,71.4000015258789,817505,2022-07-04
2022-07-11,74.20027923583984,74.43000030517578,75.79000091552734,73.68000030517578,74.0,313600,2022-07-11
2022-07-18,77.39039611816406,77.62999725341797,78.05000305175781,74.31999969482422,74.86000061035156,861335,2022-07-18
2022-07-25,76.87200164794922,77.11000061035156,81.80000305175781,76.62000274658203,78.0,924915,2022-07-25
2022-08-01,82.65410614013672,82.91000366210938,83.4000015258789,76.87000274658203,77.75,1362950,2022-08-01
2022-08-08,88.31656646728516,88.58999633789062,89.19999694824219,78.63999938964844,83.72000122070312,4982440,2022-08-08
2022-08-15,90.85870361328125,91.13999938964844,94.0,86.0,88.58999633789062,4234135,2022-08-15
2022-08-22,89.36332702636719,89.63999938964844,94.80000305175781,88.6500015258789,91.77999877929688,3795530,2022-08-22
2022-08-29,90.68922424316406,90.97000122070312,94.05999755859375,86.80000305175781,86.91000366210938,2955155,2022-08-29
2022-09-05,90.87864685058594,91.16000366210938,95.0,89.0999984741211,92.19999694824219,2830765,2022-09-05
2022-09-12,86.08348083496094,86.3499984741211,92.31999969482422,85.19999694824219,91.19999694824219,2093080,2022-09-12
2022-09-19,84.28904724121094,84.55000305175781,92.5199966430664,81.62000274658203,85.4000015258789,3658595,2022-09-19
2022-09-26,80.63036346435547,80.87999725341797,83.9000015258789,79.9800033569336,83.9000015258789,1609110,2022-09-26
2022-10-03,80.94937896728516,81.19999694824219,82.4000015258789,79.5999984741211,81.58999633789062,1152655,2022-10-03
2022-10-10,80.32132720947266,80.56999969482422,81.5,78.27999877929688,81.5,1308145,2022-10-10
2022-10-17,80.16181945800781,80.41000366210938,81.98999786376953,77.4000015258789,80.56999969482422,1292365,2022-10-17
2022-10-24,81.18864440917969,81.44000244140625,83.0,79.0199966430664,80.4000015258789,915150,2022-10-24
2022-10-31,80.52070617675781,80.7699966430664,82.5999984741211,78.25,82.5999984741211,1055205,2022-10-31
2022-11-07,81.32820892333984,81.58000183105469,82.5999984741211,78.29000091552734,81.37999725341797,1616445,2022-11-07
2022-11-14,78.39727783203125,78.63999938964844,82.52999877929688,77.93000030517578,81.80000305175781,1953935,2022-11-14
2022-11-21,77.8190689086914,78.05999755859375,81.76000213623047,76.80000305175781,78.23999786376953,1444100,2022-11-21
2022-11-28,79.38422393798828,79.62999725341797,80.02999877929688,75.0999984741211,77.66000366210938,1179670,2022-11-28
2022-12-05,80.40107727050781,80.6500015258789,89.0,78.01000213623047,80.41000366210938,3092035,2022-12-05
2022-12-12,79.30447387695312,79.55000305175781,82.9000015258789,78.0,80.0999984741211,1094805,2022-12-12
2022-12-19,71.97715759277344,72.19999694824219,80.48999786376953,71.5999984741211,79.55000305175781,1115770,2022-12-19
2022-12-26,74.40962982177734,74.63999938964844,77.12999725341797,71.86000061035156,72.0,1080400,2022-12-26
2023-01-02,75.09749603271484,75.33000183105469,84.0,73.16000366210938,74.6500015258789,8219760,2023-01-02
2023-01-09,75.13737487792969,75.37000274658203,77.91999816894531,74.0199966430664,75.22000122070312,1539360,2023-01-09
2023-01-16,76.47323608398438,76.70999908447266,77.55000305175781,73.69999694824219,76.12000274658203,1181710,2023-01-16
2023-01-23,71.74787139892578,71.97000122070312,78.87999725341797,71.33000183105469,76.9800033569336,1491085,2023-01-23
2023-01-30,67.01252746582031,67.22000122070312,73.18000030517578,64.0,71.97000122070312,1809525,2023-01-30
2023-02-06,68.63749694824219,68.8499984741211,71.19999694824219,66.55999755859375,67.4000015258789,2042495,2023-02-06
2023-02-13,68.80696868896484,69.0199966430664,72.0,67.4000015258789,72.0,2824865,2023-02-13
2023-02-20,64.5999984741211,64.80000305175781,69.02999877929688,64.36000061035156,68.41000366210938,2005835,2023-02-20
2023-02-27,65.40750122070312,65.61000061035156,66.51000213623047,61.79999923706055,65.4000015258789,1663830,2023-02-27
2023-03-06,73.16348266601562,73.38999938964844,74.55000305175781,66.0,66.4000015258789,2998455,2023-03-06
2023-03-13,67.97953796386719,68.19000244140625,74.37999725341797,67.33999633789062,74.0,1498135,2023-03-13
2023-03-20,68.94654846191406,69.16000366210938,71.4000015258789,66.9800033569336,67.61000061035156,1219265,2023-03-20
2023-03-27,72.71487426757812,72.94000244140625,74.88999938964844,65.0,68.12000274658203,2600335,2023-03-27
2023-04-03,74.4893798828125,74.72000122070312,77.58000183105469,70.5199966430664,71.80999755859375,1756505,2023-04-03
2023-04-10,73.49246978759766,73.72000122070312,75.87999725341797,73.37000274658203,75.0,1105340,2023-04-10
2023-04-17,72.59524536132812,72.81999969482422,74.58000183105469,72.08000183105469,73.77999877929688,1085725,2023-04-17
2023-04-24,74.61898040771484,74.8499984741211,77.33000183105469,69.41999816894531,73.5199966430664,2428405,2023-04-24
2023-05-01,78.62657165527344,78.87000274658203,79.5999984741211,74.0,74.8499984741211,1305645,2023-05-01
2023-05-08,80.68021392822266,80.93000030517578,84.41000366210938,77.1500015258789,79.5,7375420,2023-05-08
2023-05-15,81.3182373046875,81.56999969482422,84.68000030517578,80.22000122070312,81.88999938964844,5096740,2023-05-15
2023-05-22,83.52141571044922,83.77999877929688,86.87999725341797,80.97000122070312,82.9800033569336,2167775,2023-05-22
2023-05-29,87.44925689697266,87.72000122070312,88.76000213623047,83.37999725341797,84.9800033569336,1955920,2023-05-29
2023-06-05,85.57505798339844,85.83999633789062,90.27999877929688,84.79000091552734,87.56999969482422,3022890,2023-06-05
2023-06-12,88.07730865478516,88.3499984741211,91.11000061035156,82.4000015258789,86.0,3316315,2023-06-12
2023-06-19,85.38565063476562,85.6500015258789,91.91999816894531,84.18000030517578,88.80000305175781,1848850,2023-06-19
2023-06-26,85.12644958496094,85.38999938964844,88.20999908447266,85.02999877929688,86.0,1067015,2023-06-26
2023-07-03,85.21617126464844,85.4800033569336,89.80000305175781,85.16000366210938,86.0,2282060,2023-07-03
2023-07-10,88.75521087646484,89.02999877929688,92.87000274658203,84.55999755859375,86.4000015258789,4067055,2023-07-10
2023-07-17,87.05049133300781,87.31999969482422,90.0,86.51000213623047,88.01000213623047,2283350,2023-07-17
2023-07-24,88.63558959960938,88.91000366210938,91.58999633789062,86.79000091552734,88.29000091552734,2411900,2023-07-24
2023-07-31,96.03268432617188,96.33000183105469,100.5999984741211,88.05999755859375,89.4000015258789,5159275,2023-07-31
2023-08-07,99.71128845214844,100.0199966430664,101.98999786376953,95.20999908447266,97.0,5060135,2023-08-07
2023-08-14,104.31703186035156,104.63999938964844,108.0,96.41999816894531,101.19999694824219,9890940,2023-08-14
2023-08-21,103.45968627929688,103.77999877929688,107.83999633789062,102.11000061035156,105.66000366210938,4683575,2023-08-21
2023-08-28,105.88218688964844,106.20999908447266,107.58999633789062,101.80999755859375,104.56999969482422,4990755,2023-08-28
2023-09-04,100.31940460205078,100.62999725341797,109.30000305175781,100.22000122070312,107.37999725341797,3478440,2023-09-04
2023-09-11,97.1990737915039,97.5,101.7300033569336,92.51000213623047,101.7300033569336,2801790,2023-09-11
2023-09-18,91.65623474121094,91.94000244140625,98.9800033569336,90.0,98.4800033569336,1916495,2023-09-18
2023-09-25,92.37401580810547,92.66000366210938,93.19000244140625,89.47000122070312,91.97000122070312,1969680,2023-09-25
2023-10-02,93.17153930664062,93.45999908447266,94.79000091552734,89.11000061035156,92.66000366210938,1968670,2023-10-02
2023-10-09,94.65693664550781,94.94999694824219,97.33999633789062,92.08999633789062,94.72000122070312,2492925,2023-10-09
2023-10-16,94.26814270019531,94.55999755859375,96.80000305175781,93.58999633789062,96.0999984741211,2128760,2023-10-16
2023-10-23,91.94534301757812,92.2300033569336,95.55999755859375,85.20999908447266,94.01000213623047,2149320,2023-10-23
2023-10-30,91.7658920288086,92.05000305175781,95.80999755859375,91.0199966430664,93.0,2841030,2023-10-30
2023-11-06,100.68827056884766,101.0,104.0,90.98999786376953,92.31999969482422,6873212,2023-11-06
2023-11-13,97.69752502441406,98.0,101.9000015258789,97.6500015258789,101.9000015258789,1568043,2023-11-13
2023-11-20,95.95292663574219,96.25,99.30000305175781,95.4000015258789,98.5,1148764,2023-11-20
2023-11-27,102.03410339355469,102.3499984741211,105.9000015258789,92.55000305175781,96.25,3491606,2023-11-27
2023-12-04,101.78487396240234,102.0999984741211,105.0,98.69999694824219,104.4000015258789,2178547,2023-12-04
2023-12-11,97.3486099243164,97.6500015258789,103.8499984741211,96.6500015258789,103.8499984741211,1393858,2023-12-11
2023-12-18,96.35169982910156,96.6500015258789,99.3499984741211,90.80000305175781,98.1500015258789,1770490,2023-12-18
2023-12-25,99.89073181152344,100.19999694824219,109.0,95.4000015258789,96.6500015258789,4309005,2023-12-25
2024-01-01,100.68827056884766,101.0,103.69999694824219,98.94999694824219,100.19999694824219,1483342,2024-01-01
2024-01-08,98.49506378173828,98.80000305175781,102.5,96.8499984741211,102.5,1536167,2024-01-08
2024-01-15,114.99398040771484,115.3499984741211,117.44999694824219,95.8499984741211,98.80000305175781,7224229,2024-01-15
2024-01-22,109.61064147949219,109.94999694824219,117.94999694824219,108.0,115.3499984741211,2955475,2024-01-22
2024-01-29,120.22777557373047,120.5999984741211,129.14999389648438,107.5999984741211,110.5,7548746,2024-01-29
2024-02-05,117.3865737915039,117.75,131.0,114.30000305175781,121.94999694824219,4573132,2024-02-05
2024-02-12,113.69799041748047,114.05000305175781,118.8499984741211,106.94999694824219,118.0,1989577,2024-02-12
2024-02-19,111.55462646484375,111.9000015258789,115.75,109.0,115.75,1017546,2024-02-19
2024-02-26,118.83209228515625,119.19999694824219,122.3499984741211,107.0,112.4000015258789,4055397,2024-02-26
2024-03-04,108.46419525146484,108.80000305175781,122.1500015258789,107.5999984741211,122.0,1382210,2024-03-04
2024-03-11,98.79412841796875,99.0999984741211,113.0,92.55000305175781,109.1500015258789,2827971,2024-03-11
2024-03-18,97.39845275878906,97.69999694824219,100.5999984741211,95.0,99.0999984741211,1291805,2024-03-18
2024-03-25,95.1553955078125,95.44999694824219,97.9000015258789,93.80000305175781,97.69999694824219,895594,2024-03-25
2024-04-01,105.67283630371094,106.0,108.4000015258789,96.8499984741211,96.9000015258789,1954572,2024-04-01
2024-04-08,102.23348999023438,102.55000305175781,107.80000305175781,101.30000305175781,106.0,640457,2024-04-08
2024-04-15,100.9375,101.25,103.0,96.55000305175781,99.0,1145831,2024-04-15
2024-04-22,104.12761688232422,104.44999694824219,108.80000305175781,103.80000305175781,104.9000015258789,1106496,2024-04-22
2024-04-29,103.37992858886719,103.69999694824219,105.80000305175781,101.0,105.3499984741211,537346,2024-04-29
2024-05-06,99.0433578491211,99.3499984741211,106.0,97.9000015258789,105.80000305175781,691994,2024-05-06
2024-05-13,102.03410339355469,102.3499984741211,105.30000305175781,97.0,99.9000015258789,958643,2024-05-13
2024-05-20,99.59166717529297,99.9000015258789,103.69999694824219,97.30000305175781,101.8499984741211,650387,2024-05-20
2024-05-27,97.59783935546875,97.9000015258789,100.9000015258789,96.44999694824219,100.0,678764,2024-05-27
2024-06-03,96.10247039794922,96.4000015258789,101.55000305175781,87.5,101.0,1595756,2024-06-03
2024-06-10,99.31253051757812,99.62000274658203,100.69999694824219,96.5,97.0,1217279,2024-06-10
2024-06-17,97.62774658203125,97.93000030517578,101.0,96.29000091552734,99.62000274658203,1035819,2024-06-17
2024-06-24,95.56413269042969,95.86000061035156,100.19999694824219,95.44999694824219,98.0,1180508,2024-06-24
2024-07-01,99.15302276611328,99.45999908447266,101.30999755859375,95.77999877929688,96.0,1589771,2024-07-01
2024-07-08,98.96360778808594,99.2699966430664,104.0999984741211,97.58999633789062,100.5,1580069,2024-07-08
2024-07-15,96.72055053710938,97.0199966430664,101.0,96.5,99.80000305175781,786852,2024-07-15
2024-07-22,101.116943359375,101.43000030517578,105.0,93.30000305175781,96.0999984741211,2016036,2024-07-22
2024-07-29,102.49268341064453,102.80999755859375,107.5,101.44999694824219,102.69999694824219,2483726,2024-07-29
2024-08-05,98.82403564453125,99.12999725341797,101.0,96.4000015258789,100.30000305175781,1078469,2024-08-05
2024-08-12,95.47441101074219,95.7699966430664,100.16999816894531,95.0,99.0,922022,2024-08-12
2024-08-19,98.3853988647461,98.69000244140625,102.19000244140625,96.11000061035156,96.5999984741211,1069321,2024-08-19
2024-08-26,98.61468505859375,98.91999816894531,102.6500015258789,98.3499984741211,98.5,1018097,2024-08-26
2024-09-02,97.89690399169922,98.19999694824219,102.30000305175781,97.70999908447266,99.44999694824219,1125950,2024-09-02
2024-09-09,97.7374038696289,98.04000091552734,99.79000091552734,96.88999938964844,99.55000305175781,861719,2024-09-09
2024-09-16,95.12000274658203,95.12000274658203,99.79000091552734,94.51000213623047,99.48999786376953,1059770,2024-09-16
2024-09-23,91.72000122070312,91.72000122070312,96.44000244140625,91.30999755859375,95.9000015258789,1251886,2024-09-23
2024-09-30,89.76000213623047,89.76000213623047,92.44999694824219,89.0,92.16000366210938,831714,2024-09-30
2024-10-07,89.91000366210938,89.91000366210938,91.9000015258789,86.30999755859375,90.0,895336,2024-10-07
2024-10-14,88.06999969482422,88.06999969482422,90.9000015258789,86.0,90.30000305175781,674509,2024-10-14
2024-10-21,80.91999816894531,80.91999816894531,89.08999633789062,79.68000030517578,88.70999908447266,669711,2024-10-21
2024-10-28,84.72000122070312,84.72000122070312,84.94000244140625,80.11000061035156,81.0,439674,2024-10-28
2024-11-04,82.86000061035156,82.86000061035156,85.58999633789062,80.80000305175781,84.72000122070312,571127,2024-11-04
2024-11-11,77.2699966430664,77.2699966430664,83.0,77.0,82.0,416723,2024-11-11
2024-11-18,76.27999877929688,76.27999877929688,78.80000305175781,75.30000305175781,77.69999694824219,306725,2024-11-18
2024-11-25,82.2300033569336,82.2300033569336,82.9000015258789,76.4000015258789,77.0199966430664,438010,2024-11-25
2024-12-02,85.55999755859375,85.55999755859375,86.5,81.26000213623047,82.2300033569336,504689,2024-12-02
2024-12-09,80.18000030517578,80.18000030517578,86.19999694824219,79.0,86.19999694824219,484231,2024-12-09
2024-12-16,78.9000015258789,78.9000015258789,82.0,77.98999786376953,80.5999984741211,353613,2024-12-16
2024-12-23,77.73999786376953,77.73999786376953,80.54000091552734,77.5,80.0,233612,2024-12-23
2024-12-30,79.22000122070312,79.22000122070312,83.45999908447266,76.7300033569336,78.0999984741211,420164,2024-12-30
2025-01-06,74.5999984741211,74.5999984741211,80.83000183105469,73.01000213623047,80.0,338654,2025-01-06
2025-01-13,71.55000305175781,71.55000305175781,75.0,70.47000122070312,75.0,439210,2025-01-13
2025-01-20,70.5999984741211,70.5999984741211,74.0,70.0,73.9000015258789,390857,2025-01-20
2025-01-27,67.86000061035156,67.86000061035156,70.9000015258789,54.84000015258789,70.5999984741211,1080749,2025-01-27
2025-02-03,66.18000030517578,66.18000030517578,71.0,65.51000213623047,67.86000061035156,389151,2025-02-03
2025-02-10,51.84000015258789,51.84000015258789,67.0,49.119998931884766,66.80000305175781,1852492,2025-02-10
2025-02-17,53.08000183105469,53.08000183105469,54.900001525878906,47.27000045776367,51.9900016784668,1260700,2025-02-17
2025-02-24,46.709999084472656,46.709999084472656,53.04999923706055,45.0,53.04999923706055,677733,2025-02-24
2025-03-03,51.36000061035156,51.36000061035156,52.779998779296875,42.650001525878906,46.70000076293945,945474,2025-03-03
2025-03-10,45.31999969482422,45.31999969482422,52.75,44.91999816894531,50.900001525878906,855326,2025-03-10
2025-03-17,52.849998474121094,52.849998474121094,53.70000076293945,44.65999984741211,45.79999923706055,1274260,2025-03-17
2025-03-24,48.04999923706055,48.04999923706055,54.4900016784668,47.59000015258789,52.849998474121094,1342503,2025-03-24
2025-03-31,52.58000183105469,52.58000183105469,54.79999923706055,48.04999923706055,48.04999923706055,845948,2025-03-31
2025-04-07,52.43000030517578,52.43000030517578,52.900001525878906,48.060001373291016,51.0,479875,2025-04-07
2025-04-14,56.310001373291016,56.310001373291016,56.79999923706055,52.43000030517578,52.43000030517578,534876,2025-04-14
2025-04-21,53.31999969482422,53.31999969482422,57.54999923706055,52.790000915527344,56.59000015258789,646527,2025-04-21
2025-04-28,52.15999984741211,52.15999984741211,53.9900016784668,52.0099983215332,53.0,230590,2025-04-28
2025-05-05,49.650001525878906,49.650001525878906,53.4900016784668,48.25,52.0,390694,2025-05-05
2025-05-12,52.58000183105469,52.58000183105469,54.40999984741211,50.900001525878906,52.150001525878906,900156,2025-05-12
2025-05-19,52.310001373291016,52.310001373291016,54.599998474121094,50.349998474121094,54.599998474121094,880593,2025-05-19
2025-05-26,51.27000045776367,51.27000045776367,53.47999954223633,50.75,52.310001373291016,669134,2025-05-26
2025-06-02,50.88999938964844,50.88999938964844,52.5,50.47999954223633,51.459999084472656,540213,2025-06-02
2025-06-09,51.0,51.0,54.119998931884766,50.45000076293945,51.20000076293945,1242568,2025-06-09
2025-06-16,50.060001373291016,50.060001373291016,51.9900016784668,47.650001525878906,50.79999923706055,576811,2025-06-16
2025-06-23,51.41999816894531,51.41999816894531,52.0,49.15999984741211,49.599998474121094,563260,2025-06-23
2025-06-30,50.97999954223633,50.97999954223633,53.70000076293945,50.540000915527344,51.70000076293945,503811,2025-06-30
2025-07-07,51.16999816894531,51.16999816894531,52.29999923706055,50.29999923706055,51.189998626708984,1214571,2025-07-07
2025-07-14,51.599998474121094,51.599998474121094,53.11000061035156,50.52000045776367,51.470001220703125,605341,2025-07-14
