Date,Adj Close_JPPOWER.NS,Close_JPPOWER.NS,High_JPPOWER.NS,Low_JPPOWER.NS,Open_JPPOWER.NS,Volume_JPPOWER.NS,Date
2020-07-13,1.7999999523162842,1.7999999523162842,1.850000023841858,1.7000000476837158,1.7999999523162842,31452466,2020-07-13
2020-07-20,2.0,2.0,2.0999999046325684,1.850000023841858,1.850000023841858,37962878,2020-07-20
2020-07-27,2.200000047683716,2.200000047683716,2.200000047683716,1.899999976158142,1.9500000476837158,16090006,2020-07-27
2020-08-03,2.700000047683716,2.700000047683716,2.700000047683716,2.299999952316284,2.299999952316284,4253047,2020-08-03
2020-08-10,3.049999952316284,3.049999952316284,3.299999952316284,2.700000047683716,2.799999952316284,67640924,2020-08-10
2020-08-17,2.8499999046325684,2.8499999046325684,3.1500000953674316,2.700000047683716,3.1500000953674316,53252077,2020-08-17
2020-08-24,2.75,2.75,3.0999999046325684,2.75,2.9000000953674316,81904962,2020-08-24
2020-08-31,2.6500000953674316,2.6500000953674316,2.8499999046325684,2.3499999046325684,2.799999952316284,90969191,2020-08-31
2020-09-07,2.6500000953674316,2.6500000953674316,2.8499999046325684,2.5999999046325684,2.75,38544891,2020-09-07
2020-09-14,2.5,2.5,2.75,2.450000047683716,2.6500000953674316,36414147,2020-09-14
2020-09-21,2.200000047683716,2.200000047683716,2.5,2.049999952316284,2.5,33336819,2020-09-21
2020-09-28,2.3499999046325684,2.3499999046325684,2.5,2.25,2.299999952316284,33118157,2020-09-28
2020-10-05,2.5,2.5,2.6500000953674316,2.3499999046325684,2.4000000953674316,31809519,2020-10-05
2020-10-12,2.299999952316284,2.299999952316284,2.549999952316284,2.25,2.549999952316284,18991658,2020-10-12
2020-10-19,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.200000047683716,2.3499999046325684,43867629,2020-10-19
2020-10-26,2.299999952316284,2.299999952316284,2.700000047683716,2.25,2.700000047683716,28495000,2020-10-26
2020-11-02,2.549999952316284,2.549999952316284,2.5999999046325684,2.25,2.299999952316284,31799972,2020-11-02
2020-11-09,2.3499999046325684,2.3499999046325684,2.799999952316284,2.25,2.75,60581319,2020-11-09
2020-11-16,2.5,2.5,2.549999952316284,2.200000047683716,2.299999952316284,80362281,2020-11-16
2020-11-23,2.3499999046325684,2.3499999046325684,2.5999999046325684,2.299999952316284,2.5,37094190,2020-11-23
2020-11-30,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.25,2.3499999046325684,64256152,2020-11-30
2020-12-07,3.9000000953674316,3.9000000953674316,3.9000000953674316,2.75,2.799999952316284,353916403,2020-12-07
2020-12-14,3.3499999046325684,3.3499999046325684,4.25,3.200000047683716,4.150000095367432,296891428,2020-12-14
2020-12-21,3.1500000953674316,3.1500000953674316,3.4000000953674316,2.9000000953674316,3.4000000953674316,103132161,2020-12-21
2020-12-28,3.299999952316284,3.299999952316284,3.4000000953674316,3.0999999046325684,3.200000047683716,119857166,2020-12-28
2021-01-04,3.299999952316284,3.299999952316284,3.5,3.1500000953674316,3.3499999046325684,162536881,2021-01-04
2021-01-11,3.0,3.0,3.3499999046325684,2.950000047683716,3.3499999046325684,77864645,2021-01-11
2021-01-18,2.8499999046325684,2.8499999046325684,3.0999999046325684,2.8499999046325684,3.0,68235444,2021-01-18
2021-01-25,2.8499999046325684,2.8499999046325684,3.0,2.75,2.8499999046325684,45752386,2021-01-25
2021-02-01,2.75,2.75,2.950000047683716,2.700000047683716,2.75,98646153,2021-02-01
2021-02-08,2.75,2.75,2.75,2.4000000953674316,2.6500000953674316,87306738,2021-02-08
2021-02-15,2.8499999046325684,2.8499999046325684,3.4000000953674316,2.8499999046325684,3.0,170493662,2021-02-15
2021-02-22,2.75,2.75,2.9000000953674316,2.6500000953674316,2.75,56146998,2021-02-22
2021-03-01,2.9000000953674316,2.9000000953674316,3.049999952316284,2.75,2.799999952316284,75562974,2021-03-01
2021-03-08,2.75,2.75,2.950000047683716,2.700000047683716,2.9000000953674316,58117419,2021-03-08
2021-03-15,2.549999952316284,2.549999952316284,2.799999952316284,2.450000047683716,2.75,69499415,2021-03-15
2021-03-22,3.049999952316284,3.049999952316284,3.049999952316284,2.6500000953674316,2.6500000953674316,137473311,2021-03-22
2021-03-29,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.049999952316284,3.049999952316284,142401067,2021-03-29
2021-04-05,3.200000047683716,3.200000047683716,3.549999952316284,3.0,3.549999952316284,192249729,2021-04-05
2021-04-12,3.0999999046325684,3.0999999046325684,3.3499999046325684,2.799999952316284,3.1500000953674316,116372517,2021-04-12
2021-04-19,2.950000047683716,2.950000047683716,3.0999999046325684,2.8499999046325684,2.950000047683716,56840363,2021-04-19
2021-04-26,3.1500000953674316,3.1500000953674316,3.25,2.8499999046325684,2.950000047683716,97065409,2021-04-26
2021-05-03,3.0,3.0,3.200000047683716,2.950000047683716,3.0999999046325684,57417819,2021-05-03
2021-05-10,3.9000000953674316,3.9000000953674316,4.099999904632568,3.0,3.049999952316284,486780133,2021-05-10
2021-05-17,3.5999999046325684,3.5999999046325684,4.050000190734863,3.299999952316284,3.950000047683716,194364116,2021-05-17
2021-05-24,3.9000000953674316,3.9000000953674316,4.050000190734863,3.6500000953674316,3.75,241828516,2021-05-24
2021-05-31,3.9000000953674316,3.9000000953674316,4.050000190734863,3.700000047683716,3.9000000953674316,230944714,2021-05-31
2021-06-07,5.0,5.0,5.050000190734863,3.799999952316284,3.950000047683716,815987162,2021-06-07
2021-06-14,5.849999904632568,5.849999904632568,5.849999904632568,4.75,4.900000095367432,693652541,2021-06-14
2021-06-21,5.550000190734863,5.550000190734863,6.550000190734863,5.550000190734863,6.050000190734863,429984781,2021-06-21
2021-06-28,5.75,5.75,5.849999904632568,5.300000190734863,5.449999809265137,515205781,2021-06-28
2021-07-05,6.300000190734863,6.300000190734863,6.300000190734863,5.699999809265137,6.0,394919554,2021-07-05
2021-07-12,5.849999904632568,5.849999904632568,6.849999904632568,5.75,6.550000190734863,418163975,2021-07-12
2021-07-19,5.300000190734863,5.300000190734863,6.199999809265137,5.300000190734863,5.800000190734863,211900354,2021-07-19
2021-07-26,4.900000095367432,4.900000095367432,5.5,4.550000190734863,5.150000095367432,372576097,2021-07-26
2021-08-02,5.050000190734863,5.050000190734863,5.599999904632568,4.800000190734863,4.949999809265137,234651429,2021-08-02
2021-08-09,4.400000095367432,4.400000095367432,4.900000095367432,4.199999809265137,4.849999904632568,241598972,2021-08-09
2021-08-16,3.6500000953674316,3.6500000953674316,4.349999904632568,3.6500000953674316,4.349999904632568,248688179,2021-08-16
2021-08-23,4.099999904632568,4.099999904632568,4.099999904632568,3.3499999046325684,3.6500000953674316,211051162,2021-08-23
2021-08-30,4.0,4.0,4.300000190734863,3.8499999046325684,4.099999904632568,116423766,2021-08-30
2021-09-06,4.050000190734863,4.050000190734863,4.199999809265137,3.9000000953674316,4.050000190734863,68592781,2021-09-06
2021-09-13,4.349999904632568,4.349999904632568,4.599999904632568,3.950000047683716,4.099999904632568,146170417,2021-09-13
2021-09-20,4.300000190734863,4.300000190734863,4.449999809265137,4.050000190734863,4.300000190734863,156478474,2021-09-20
2021-09-27,4.199999809265137,4.199999809265137,4.550000190734863,4.150000095367432,4.349999904632568,180788520,2021-09-27
2021-10-04,5.199999809265137,5.199999809265137,5.199999809265137,4.199999809265137,4.25,632602352,2021-10-04
2021-10-11,5.449999809265137,5.449999809265137,6.0,4.900000095367432,5.699999809265137,978266443,2021-10-11
2021-10-18,4.900000095367432,4.900000095367432,6.0,4.800000190734863,5.5,462221942,2021-10-18
2021-10-25,4.400000095367432,4.400000095367432,5.0,4.25,4.900000095367432,318458878,2021-10-25
2021-11-01,4.800000190734863,4.800000190734863,4.949999809265137,4.25,4.449999809265137,146509204,2021-11-01
2021-11-08,4.699999809265137,4.699999809265137,4.900000095367432,4.550000190734863,4.849999904632568,88377927,2021-11-08
2021-11-15,4.349999904632568,4.349999904632568,4.599999904632568,4.099999904632568,4.099999904632568,146692821,2021-11-15
2021-11-22,4.75,4.75,5.150000095367432,4.099999904632568,4.400000095367432,300531316,2021-11-22
2021-11-29,4.599999904632568,4.599999904632568,4.849999904632568,4.300000190734863,4.800000190734863,230969127,2021-11-29
2021-12-06,5.5,5.5,5.949999809265137,4.5,4.599999904632568,690394462,2021-12-06
2021-12-13,5.099999904632568,5.099999904632568,6.300000190734863,5.0,5.75,538981946,2021-12-13
2021-12-20,5.599999904632568,5.599999904632568,6.0,4.75,5.099999904632568,550213677,2021-12-20
2021-12-27,6.199999809265137,6.199999809265137,6.75,5.400000095367432,5.599999904632568,1037179740,2021-12-27
2022-01-03,8.449999809265137,8.449999809265137,8.75,6.349999904632568,6.349999904632568,1779131161,2022-01-03
2022-01-10,9.899999618530273,9.899999618530273,11.149999618530273,8.600000381469727,8.699999809265137,2193936813,2022-01-10
2022-01-17,9.600000381469727,9.600000381469727,10.350000381469727,8.800000190734863,9.899999618530273,793617257,2022-01-17
2022-01-24,9.100000381469727,9.100000381469727,9.550000190734863,8.100000381469727,9.449999809265137,553587258,2022-01-24
2022-01-31,9.0,9.0,9.5,8.850000381469727,9.300000190734863,392982379,2022-01-31
2022-02-07,8.5,8.5,9.199999809265137,8.199999809265137,9.100000381469727,330165281,2022-02-07
2022-02-14,7.949999809265137,7.949999809265137,9.25,7.849999904632568,8.850000381469727,413703126,2022-02-14
2022-02-21,6.949999809265137,6.949999809265137,7.800000190734863,6.650000095367432,7.800000190734863,346224567,2022-02-21
2022-02-28,7.0,7.0,7.5,6.800000190734863,6.900000095367432,268661065,2022-02-28
2022-03-07,7.25,7.25,7.400000095367432,6.650000095367432,6.849999904632568,213216805,2022-03-07
2022-03-14,7.050000190734863,7.050000190734863,7.349999904632568,6.900000095367432,7.25,106502479,2022-03-14
2022-03-21,6.849999904632568,6.849999904632568,7.150000095367432,6.75,7.050000190734863,177759579,2022-03-21
2022-03-28,7.0,7.0,7.099999904632568,6.449999809265137,6.900000095367432,304046665,2022-03-28
2022-04-04,8.25,8.25,8.449999809265137,7.050000190734863,7.099999904632568,497402216,2022-04-04
2022-04-11,7.949999809265137,7.949999809265137,8.449999809265137,7.800000190734863,8.25,150496239,2022-04-11
2022-04-18,7.900000095367432,7.900000095367432,8.050000190734863,7.449999809265137,7.949999809265137,235581550,2022-04-18
2022-04-25,7.400000095367432,7.400000095367432,7.900000095367432,7.050000190734863,7.849999904632568,231698663,2022-04-25
2022-05-02,6.900000095367432,6.900000095367432,7.599999904632568,6.849999904632568,7.300000190734863,90326042,2022-05-02
2022-05-09,6.449999809265137,6.449999809265137,7.199999809265137,6.099999904632568,6.849999904632568,168583063,2022-05-09
2022-05-16,7.5,7.5,7.599999904632568,6.550000190734863,6.650000095367432,133920558,2022-05-16
2022-05-23,6.900000095367432,6.900000095367432,7.550000190734863,6.699999809265137,7.550000190734863,178597945,2022-05-23
2022-05-30,7.050000190734863,7.050000190734863,7.449999809265137,6.599999904632568,6.699999809265137,251998721,2022-05-30
2022-06-06,7.0,7.0,7.400000095367432,6.75,6.949999809265137,200951387,2022-06-06
2022-06-13,6.050000190734863,6.050000190734863,6.900000095367432,6.0,6.800000190734863,142150135,2022-06-13
2022-06-20,6.550000190734863,6.550000190734863,6.800000190734863,5.449999809265137,6.099999904632568,202785594,2022-06-20
2022-06-27,6.400000095367432,6.400000095367432,6.699999809265137,6.300000190734863,6.599999904632568,79469784,2022-06-27
2022-07-04,6.300000190734863,6.300000190734863,6.550000190734863,6.150000095367432,6.400000095367432,65400802,2022-07-04
2022-07-11,6.25,6.25,6.650000095367432,6.199999809265137,6.300000190734863,78587525,2022-07-11
2022-07-18,6.5,6.5,6.949999809265137,6.25,6.300000190734863,139779397,2022-07-18
2022-07-25,6.400000095367432,6.400000095367432,6.599999904632568,6.050000190734863,6.550000190734863,73235492,2022-07-25
2022-08-01,7.650000095367432,7.650000095367432,7.800000190734863,6.349999904632568,6.5,365089233,2022-08-01
