Date,Adj Close_TTKHLTCARE.NS,Close_TTKHLTCARE.NS,High_TTKHLTCARE.NS,Low_TTKHLTCARE.NS,Open_TTKHLTCARE.NS,Volume_TTKHLTCARE.NS,Date
2021-05-03,576.9075927734375,597.5499877929688,623.9500122070312,561.9500122070312,615.0,82907,2021-05-03
2021-05-10,561.5569458007812,581.6500244140625,620.4000244140625,580.0,597.5499877929688,42788,2021-05-10
2021-05-17,574.9766845703125,595.5499877929688,597.9000244140625,564.0,588.6500244140625,46785,2021-05-17
2021-05-24,603.698974609375,625.2999877929688,710.0,595.0,604.0,478140,2021-05-24
2021-05-31,648.49609375,671.7000122070312,734.9500122070312,601.5999755859375,625.2999877929688,689775,2021-05-31
2021-06-07,636.1383056640625,658.9000244140625,683.4500122070312,646.7000122070312,677.5999755859375,105701,2021-06-07
2021-06-14,599.7406005859375,621.2000122070312,660.0,611.1500244140625,660.0,114994,2021-06-14
2021-06-21,604.5197143554688,626.1500244140625,664.5999755859375,609.25,609.25,94910,2021-06-21
2021-06-28,655.8818359375,679.3499755859375,698.9500122070312,626.5,626.5,186367,2021-06-28
2021-07-05,705.7958374023438,731.0499877929688,778.7999877929688,680.0499877929688,681.0,583654,2021-07-05
2021-07-12,760.8268432617188,788.0499877929688,800.0,723.0,731.5999755859375,408692,2021-07-12
2021-07-19,766.4747314453125,793.9000244140625,825.0,768.1500244140625,778.9000244140625,259678,2021-07-19
2021-07-26,759.716552734375,786.9000244140625,808.75,757.0499877929688,794.0,126561,2021-07-26
2021-08-02,709.850830078125,735.25,796.0,717.0499877929688,796.0,189603,2021-08-02
2021-08-09,684.6041259765625,709.0999755859375,748.9500122070312,663.9500122070312,745.0,87077,2021-08-09
2021-08-16,652.4534301757812,670.0999755859375,724.9000244140625,657.5,703.0,74529,2021-08-16
2021-08-23,675.7727661132812,694.0499877929688,717.0,657.2000122070312,679.7000122070312,50268,2021-08-23
2021-08-30,686.2396240234375,704.7999877929688,719.0,689.0,703.9500122070312,32182,2021-08-30
2021-09-06,684.1950073242188,702.7000122070312,717.0,672.0999755859375,700.0,54039,2021-09-06
2021-09-13,663.9427490234375,681.9000244140625,740.8499755859375,677.0,702.7000122070312,140880,2021-09-13
2021-09-20,649.921875,667.5,700.0,650.0,689.9000244140625,44112,2021-09-20
2021-09-27,649.921875,667.5,680.3499755859375,653.0,670.0,32076,2021-09-27
2021-10-04,660.4375,678.2999877929688,688.0499877929688,651.1500244140625,684.0,32472,2021-10-04
2021-10-11,664.7703247070312,682.75,713.2000122070312,675.0999755859375,680.0,35215,2021-10-11
2021-10-18,633.2722778320312,650.4000244140625,708.0,640.0,689.7999877929688,37003,2021-10-18
2021-10-25,664.3322143554688,682.2999877929688,730.0,636.3499755859375,662.4000244140625,118034,2021-10-25
2021-11-01,677.0384521484375,695.3499755859375,702.0,640.0,690.0,35625,2021-11-01
2021-11-08,634.0025024414062,651.1500244140625,702.0,647.0,696.0,34954,2021-11-08
2021-11-15,641.5484008789062,658.9000244140625,669.9000244140625,647.5499877929688,664.9500122070312,25885,2021-11-15
2021-11-22,654.4981689453125,672.2000122070312,695.9500122070312,629.8499755859375,659.0,48641,2021-11-22
2021-11-29,681.858154296875,700.2999877929688,705.0499877929688,639.5,667.0,45035,2021-11-29
2021-12-06,771.38671875,792.25,815.0499877929688,673.5999755859375,700.2999877929688,308909,2021-12-06
2021-12-13,709.8023071289062,729.0,824.8499755859375,715.0999755859375,810.0,141811,2021-12-13
2021-12-20,659.1231079101562,676.9500122070312,718.5499877929688,665.0999755859375,702.1500244140625,81926,2021-12-20
2021-12-27,688.1383056640625,706.75,717.75,674.3499755859375,677.2999877929688,24292,2021-12-27
2022-01-03,704.3010864257812,723.3499755859375,728.5,702.25,720.0,36142,2022-01-03
2022-01-10,687.5540771484375,706.1500244140625,739.9500122070312,700.0499877929688,732.0,30268,2022-01-10
2022-01-17,664.380859375,682.3499755859375,715.0,680.7000122070312,710.0,32645,2022-01-17
2022-01-24,658.1980590820312,676.0,697.0,660.0,689.1500244140625,26602,2022-01-24
2022-01-31,664.380859375,682.3499755859375,713.0,670.0,713.0,44610,2022-01-31
2022-02-07,675.7727661132812,694.0499877929688,722.0,662.25,687.9500122070312,143408,2022-02-07
2022-02-14,701.7696533203125,720.75,725.9500122070312,665.0,665.0,37432,2022-02-14
2022-02-21,643.301025390625,660.7000122070312,725.0,622.3499755859375,721.4000244140625,82115,2022-02-21
2022-02-28,753.1304931640625,773.5,785.0,644.0,664.0,148330,2022-02-28
2022-03-07,785.261474609375,806.5,873.5,729.9000244140625,764.8499755859375,558180,2022-03-07
2022-03-14,785.6509399414062,806.9000244140625,838.9000244140625,782.4500122070312,816.0,88674,2022-03-14
2022-03-21,771.9221801757812,792.7999877929688,934.0,788.0,831.0,497935,2022-03-21
2022-03-28,818.2687377929688,840.4000244140625,843.7000122070312,766.75,792.7999877929688,86393,2022-03-28
2022-04-04,790.421875,811.7999877929688,855.3499755859375,805.3499755859375,845.0,55646,2022-04-04
2022-04-11,762.8671875,783.5,835.0,771.0,821.9000244140625,31236,2022-04-11
2022-04-18,755.6133422851562,776.0499877929688,809.0,756.5499877929688,773.5999755859375,72707,2022-04-18
2022-04-25,744.9030151367188,765.0499877929688,793.6500244140625,755.25,779.9000244140625,55109,2022-04-25
2022-05-02,718.9548950195312,738.4000244140625,779.0,725.0,756.0999755859375,13432,2022-05-02
2022-05-09,725.6731567382812,745.2999877929688,792.7999877929688,726.0,735.5999755859375,37833,2022-05-09
2022-05-16,826.8370361328125,849.2000122070312,870.0,700.0499877929688,759.0,162971,2022-05-16
2022-05-23,714.0864868164062,733.4000244140625,865.0,722.0,849.2000122070312,99701,2022-05-23
2022-05-30,710.0458374023438,729.25,749.9500122070312,725.0,732.9500122070312,18426,2022-05-30
2022-06-06,678.7911376953125,697.1500244140625,755.0,680.3499755859375,728.3499755859375,21094,2022-06-06
2022-06-13,711.5549926757812,730.7999877929688,797.7000122070312,667.0,696.5,93095,2022-06-13
2022-06-20,720.4153442382812,739.9000244140625,785.0499877929688,694.0,720.6500244140625,39211,2022-06-20
2022-06-27,766.4210815429688,787.1500244140625,831.2999877929688,728.1500244140625,744.0,90698,2022-06-27
2022-07-04,778.5431518554688,799.5999755859375,829.0,786.0999755859375,790.0,36281,2022-07-04
2022-07-11,847.5274047851562,870.4500122070312,899.4500122070312,794.0,794.0,110586,2022-07-11
2022-07-18,776.2550659179688,797.25,880.0,783.0,880.0,40283,2022-07-18
2022-07-25,829.4171752929688,851.8499755859375,878.2999877929688,794.4500122070312,803.9000244140625,282273,2022-07-25
2022-08-01,838.9739990234375,851.4000244140625,867.25,836.0,855.0,36061,2022-08-01
2022-08-08,811.5797119140625,823.5999755859375,885.0,815.2000122070312,856.0,27934,2022-08-08
2022-08-15,827.6911010742188,839.9500122070312,865.0,814.0,823.5999755859375,76154,2022-08-15
2022-08-22,841.2404174804688,853.7000122070312,860.0,833.6500244140625,842.0,52390,2022-08-22
2022-08-29,866.3682861328125,879.2000122070312,939.0,834.4500122070312,853.0,87883,2022-08-29
2022-09-05,861.6383666992188,874.4000244140625,903.0,854.0499877929688,878.3499755859375,52222,2022-09-05
2022-09-12,902.8775024414062,916.25,970.0,880.4500122070312,894.0,126040,2022-09-12
2022-09-19,894.945068359375,908.2000122070312,940.75,901.0999755859375,916.0,26786,2022-09-19
2022-09-26,924.2608032226562,937.9500122070312,945.0,851.0,919.0,37231,2022-09-26
2022-10-03,936.2335205078125,950.0999755859375,987.9000244140625,920.0,951.9500122070312,57764,2022-10-03
2022-10-10,887.7515869140625,900.9000244140625,990.3499755859375,891.1500244140625,950.0,42700,2022-10-10
2022-10-17,871.2460327148438,884.1500244140625,934.9500122070312,865.0,899.0,29218,2022-10-17
2022-10-24,922.6348876953125,936.2999877929688,974.8499755859375,886.7000122070312,901.75,151866,2022-10-24
2022-10-31,895.7826538085938,909.0499877929688,947.4000244140625,847.0,944.7999877929688,113878,2022-10-31
2022-11-07,888.1949462890625,901.3499755859375,934.75,867.0,909.0499877929688,34716,2022-11-07
2022-11-14,894.15673828125,907.4000244140625,920.6500244140625,881.2999877929688,890.0,23634,2022-11-14
2022-11-21,884.1055908203125,897.2000122070312,948.0,881.2000122070312,907.0,19353,2022-11-21
2022-11-28,896.7680053710938,910.0499877929688,942.0499877929688,883.0,895.5999755859375,33623,2022-11-28
2022-12-05,987.2775268554688,1001.9000244140625,1039.0,915.2999877929688,923.6500244140625,207206,2022-12-05
2022-12-12,991.9088745117188,1006.5999755859375,1125.0,996.9500122070312,1009.9000244140625,189965,2022-12-12
2022-12-19,930.5673828125,944.3499755859375,1050.0,923.9000244140625,1006.5999755859375,59623,2022-12-19
2022-12-26,991.6132202148438,1006.2999877929688,1046.949951171875,950.0,950.0,56101,2022-12-26
2023-01-02,992.1552734375,1006.8499755859375,1075.0,974.75,1006.0,76971,2023-01-02
2023-01-09,993.4363403320312,1008.1500244140625,1044.0,984.0,1040.0,63442,2023-01-09
2023-01-16,987.8687133789062,1002.5,1059.1500244140625,1000.0,1004.6500244140625,83205,2023-01-16
2023-01-23,968.3084716796875,982.6500244140625,1029.0,955.2999877929688,1005.5,40621,2023-01-23
2023-01-30,920.3684692382812,934.0,994.8499755859375,930.0,983.5,36324,2023-01-30
2023-02-06,945.2991943359375,959.2999877929688,1014.0,928.25,930.0,74401,2023-02-06
2023-02-13,942.6386108398438,956.5999755859375,987.7999877929688,920.0,987.7999877929688,20081,2023-02-13
2023-02-20,910.3665771484375,923.8499755859375,960.75,912.5,952.1500244140625,18600,2023-02-20
2023-02-27,880.0653686523438,893.0999755859375,937.0,880.0,937.0,20815,2023-02-27
2023-03-06,880.3610229492188,893.4000244140625,924.0499877929688,882.0499877929688,899.8499755859375,16491,2023-03-06
2023-03-13,852.0799560546875,864.7000122070312,907.0,828.0999755859375,907.0,34745,2023-03-13
2023-03-20,1004.1279296875,1019.0,1055.0,850.5499877929688,864.25,213687,2023-03-20
2023-03-27,1022.8506469726562,1038.0,1075.0,1005.0,1021.8499755859375,197712,2023-03-27
2023-04-03,1277.380859375,1296.300048828125,1474.0,1042.0999755859375,1042.0999755859375,1301232,2023-04-03
2023-04-10,1269.694580078125,1288.5,1339.0,1261.0999755859375,1296.5999755859375,224759,2023-04-10
2023-04-17,1258.8551025390625,1277.5,1350.0,1251.0,1300.0,528354,2023-04-17
2023-04-24,1235.5504150390625,1253.8499755859375,1304.800048828125,1252.0,1271.0,126004,2023-04-24
2023-05-01,1230.179931640625,1248.4000244140625,1286.0,1242.0,1253.8499755859375,40017,2023-05-01
2023-05-08,1198.6961669921875,1216.449951171875,1260.0,1205.0,1260.0,76426,2023-05-08
2023-05-15,1222.838623046875,1240.949951171875,1248.8499755859375,1205.0,1216.449951171875,49270,2023-05-15
2023-05-22,1241.2164306640625,1259.5999755859375,1310.0,1215.0,1245.0,294247,2023-05-22
2023-05-29,1247.7200927734375,1266.199951171875,1295.0,1259.0,1266.449951171875,163166,2023-05-29
2023-06-05,1240.132568359375,1258.5,1292.0,1252.0999755859375,1272.550048828125,112625,2023-06-05
2023-06-12,1243.5321044921875,1261.949951171875,1280.0,1245.0,1264.800048828125,68126,2023-06-12
2023-06-19,1231.165283203125,1249.4000244140625,1280.0,1245.300048828125,1265.0,66643,2023-06-19
2023-06-26,1245.355224609375,1263.800048828125,1272.0,1213.5,1251.0,78516,2023-06-26
2023-07-03,1264.1270751953125,1282.8499755859375,1329.800048828125,1235.699951171875,1277.0,170656,2023-07-03
2023-07-10,1287.13623046875,1306.199951171875,1347.300048828125,1273.0,1282.8499755859375,167666,2023-07-10
2023-07-17,1257.0814208984375,1275.699951171875,1336.0999755859375,1270.050048828125,1301.050048828125,173541,2023-07-17
2023-07-24,1176.992431640625,1185.300048828125,1285.8499755859375,1162.550048828125,1275.949951171875,243872,2023-07-24
2023-07-31,1180.1202392578125,1188.449951171875,1271.949951171875,1180.0,1203.0999755859375,269502,2023-07-31
2023-08-07,1149.784423828125,1157.9000244140625,1194.5,1154.0,1188.449951171875,56835,2023-08-07
2023-08-14,1190.1495361328125,1198.550048828125,1208.0,1136.0,1140.550048828125,49355,2023-08-14
2023-08-21,1176.4461669921875,1184.75,1221.0,1173.5,1196.9000244140625,80825,2023-08-21
2023-08-28,1163.537353515625,1171.75,1198.5,1165.0,1185.5,57930,2023-08-28
2023-09-04,1147.9969482421875,1156.0999755859375,1195.5,1146.550048828125,1176.25,73581,2023-09-04
2023-09-11,1155.0472412109375,1163.199951171875,1184.5999755859375,1140.0,1152.4000244140625,58985,2023-09-11
2023-09-18,1154.7989501953125,1162.949951171875,1224.0,1145.0999755859375,1164.0,62274,2023-09-18
2023-09-25,1153.1109619140625,1161.25,1182.9000244140625,1141.0,1168.800048828125,51784,2023-09-25
2023-10-02,1139.5565185546875,1147.5999755859375,1198.0,1139.4000244140625,1161.25,48481,2023-10-02
2023-10-09,1179.0279541015625,1187.3499755859375,1205.0,1101.199951171875,1101.199951171875,103746,2023-10-09
2023-10-16,1227.9327392578125,1236.5999755859375,1271.949951171875,1176.1500244140625,1187.0,95696,2023-10-16
2023-10-23,1211.995361328125,1220.550048828125,1249.0,1190.6500244140625,1238.0,53297,2023-10-23
2023-10-30,1249.2325439453125,1258.050048828125,1314.800048828125,1177.9000244140625,1200.0,162387,2023-10-30
2023-11-06,1279.1214599609375,1288.1500244140625,1309.800048828125,1245.0,1248.0,74115,2023-11-06
2023-11-13,1289.9947509765625,1299.0999755859375,1324.800048828125,1275.050048828125,1281.300048828125,47884,2023-11-13
2023-11-20,1319.784423828125,1329.0999755859375,1350.0,1272.0,1305.5999755859375,77294,2023-11-20
2023-11-27,1347.7371826171875,1357.25,1380.0,1329.0999755859375,1329.0999755859375,82512,2023-11-27
2023-12-04,1386.7120361328125,1396.5,1400.5999755859375,1330.0,1380.0,63092,2023-12-04
2023-12-11,1386.215576171875,1396.0,1428.5999755859375,1328.050048828125,1403.5,49392,2023-12-11
2023-12-18,1391.92529296875,1401.75,1500.0,1321.0,1403.0,239590,2023-12-18
2023-12-25,1407.4158935546875,1417.3499755859375,1440.0,1345.5,1401.75,42640,2023-12-25
2024-01-01,1346.197998046875,1355.699951171875,1440.0,1335.0,1423.0,41849,2024-01-01
2024-01-08,1388.102294921875,1397.9000244140625,1425.0,1360.0,1362.5,39463,2024-01-08
2024-01-15,1401.60693359375,1411.5,1490.0,1377.5999755859375,1404.9000244140625,65913,2024-01-15
2024-01-22,1444.603515625,1454.800048828125,1484.0,1390.0999755859375,1411.5,56430,2024-01-22
2024-01-29,1474.9393310546875,1485.3499755859375,1520.6500244140625,1407.0999755859375,1450.0,203852,2024-01-29
2024-02-05,1466.4493408203125,1476.800048828125,1583.5999755859375,1421.0,1500.0,327123,2024-02-05
2024-02-12,1484.670654296875,1495.1500244140625,1524.949951171875,1454.050048828125,1484.199951171875,43963,2024-02-12
2024-02-19,1499.1683349609375,1509.75,1540.949951171875,1465.0,1496.0,40387,2024-02-19
2024-02-26,1482.23779296875,1492.699951171875,1518.75,1460.0,1517.300048828125,41682,2024-02-26
2024-03-04,1531.29150390625,1542.0999755859375,1599.0,1474.550048828125,1475.0999755859375,256986,2024-03-04
2024-03-11,1476.1805419921875,1486.5999755859375,1699.0,1460.0,1525.1500244140625,108729,2024-03-11
2024-03-18,1482.6846923828125,1493.1500244140625,1521.5999755859375,1462.050048828125,1463.0,24432,2024-03-18
2024-03-25,1466.1016845703125,1476.449951171875,1508.6500244140625,1452.050048828125,1493.1500244140625,7954,2024-03-25
2024-04-01,1636.4990234375,1648.050048828125,1679.949951171875,1483.8499755859375,1483.8499755859375,83368,2024-04-01
2024-04-08,1597.4246826171875,1608.699951171875,1744.0,1581.0,1670.0,38403,2024-04-08
2024-04-15,1514.212158203125,1524.9000244140625,1616.75,1506.0999755859375,1585.0999755859375,29015,2024-04-15
2024-04-22,1581.536865234375,1592.699951171875,1640.0,1507.1500244140625,1547.800048828125,44828,2024-04-22
2024-04-29,1505.0269775390625,1515.6500244140625,1598.8499755859375,1500.550048828125,1592.1500244140625,20879,2024-04-29
2024-05-06,1454.036865234375,1464.300048828125,1530.75,1452.050048828125,1523.25,24992,2024-05-06
2024-05-13,1504.72900390625,1515.3499755859375,1538.9000244140625,1460.0,1467.949951171875,23880,2024-05-13
2024-05-20,1466.59814453125,1476.949951171875,1552.050048828125,1460.0,1515.550048828125,46003,2024-05-20
2024-05-27,1470.917724609375,1481.300048828125,1498.6500244140625,1455.0,1484.3499755859375,27827,2024-05-27
2024-06-03,1440.5321044921875,1450.699951171875,1510.0,1310.1500244140625,1501.0,51301,2024-06-03
2024-06-10,1456.61865234375,1466.9000244140625,1525.0,1450.0,1451.050048828125,32489,2024-06-10
2024-06-17,1450.6109619140625,1460.8499755859375,1499.9000244140625,1451.0999755859375,1466.9000244140625,21798,2024-06-17
2024-06-24,1460.292724609375,1470.5999755859375,1507.3499755859375,1441.550048828125,1442.0,40029,2024-06-24
2024-07-01,1438.79443359375,1448.949951171875,1485.0,1443.0,1485.0,108004,2024-07-01
2024-07-08,1413.6717529296875,1423.6500244140625,1469.949951171875,1415.0,1450.0,31919,2024-07-08
2024-07-15,1443.560791015625,1453.75,1469.0,1417.050048828125,1438.0,42867,2024-07-15
2024-07-22,1521.1500244140625,1521.1500244140625,1528.949951171875,1440.199951171875,1461.050048828125,87105,2024-07-22
2024-07-29,1636.199951171875,1636.199951171875,1805.9000244140625,1518.199951171875,1520.0,420247,2024-07-29
2024-08-05,1586.5,1586.5,1617.699951171875,1539.25,1540.0,96422,2024-08-05
2024-08-12,1592.699951171875,1592.699951171875,1633.449951171875,1563.699951171875,1586.5,40799,2024-08-12
2024-08-19,1638.0999755859375,1638.0999755859375,1697.0,1581.050048828125,1600.699951171875,47660,2024-08-19
2024-08-26,1586.6500244140625,1586.6500244140625,1652.449951171875,1577.5999755859375,1637.300048828125,24723,2024-08-26
2024-09-02,1732.699951171875,1732.699951171875,1763.0,1575.25,1590.8499755859375,79274,2024-09-02
2024-09-09,1739.800048828125,1739.800048828125,1893.949951171875,1663.25,1732.699951171875,126909,2024-09-09
2024-09-16,1672.1500244140625,1672.1500244140625,1793.5999755859375,1653.0,1748.5,46821,2024-09-16
2024-09-23,1673.550048828125,1673.550048828125,1770.0,1627.050048828125,1676.25,60227,2024-09-23
2024-09-30,1611.550048828125,1611.550048828125,1690.3499755859375,1606.0999755859375,1674.300048828125,24590,2024-09-30
2024-10-07,1651.3499755859375,1651.3499755859375,1689.800048828125,1581.050048828125,1592.050048828125,97210,2024-10-07
2024-10-14,1649.949951171875,1649.949951171875,1755.0,1628.0999755859375,1657.9000244140625,54964,2024-10-14
2024-10-21,1554.5,1554.5,1663.0,1521.050048828125,1658.199951171875,47574,2024-10-21
2024-10-28,1540.800048828125,1540.800048828125,1586.8499755859375,1497.050048828125,1562.300048828125,29806,2024-10-28
2024-11-04,1525.75,1525.75,1575.0,1502.5999755859375,1540.800048828125,16454,2024-11-04
2024-11-11,1419.5999755859375,1419.5999755859375,1525.050048828125,1399.050048828125,1519.25,40029,2024-11-11
2024-11-18,1496.75,1496.75,1528.8499755859375,1412.0,1419.5999755859375,15854,2024-11-18
2024-11-25,1498.949951171875,1498.949951171875,1548.0,1436.800048828125,1534.9000244140625,23083,2024-11-25
2024-12-02,1543.300048828125,1543.300048828125,1559.0,1476.1500244140625,1503.4000244140625,20007,2024-12-02
2024-12-09,1499.550048828125,1499.550048828125,1550.0,1472.3499755859375,1544.75,10606,2024-12-09
2024-12-16,1443.449951171875,1443.449951171875,1594.949951171875,1440.5999755859375,1521.550048828125,20778,2024-12-16
2024-12-23,1417.5999755859375,1417.5999755859375,1467.6500244140625,1400.0,1464.6500244140625,7138,2024-12-23
2024-12-30,1417.25,1417.25,1432.449951171875,1393.050048828125,1416.199951171875,11303,2024-12-30
2025-01-06,1336.6500244140625,1336.6500244140625,1436.0,1329.050048828125,1434.5999755859375,24710,2025-01-06
2025-01-13,1344.550048828125,1344.550048828125,1353.75,1313.050048828125,1347.75,8175,2025-01-13
2025-01-20,1321.449951171875,1321.449951171875,1398.800048828125,1295.050048828125,1350.0,50557,2025-01-20
2025-01-27,1307.25,1307.25,1347.8499755859375,1249.050048828125,1347.8499755859375,25992,2025-01-27
2025-02-03,1280.300048828125,1280.300048828125,1342.0999755859375,1251.0,1285.0,59622,2025-02-03
2025-02-10,1204.949951171875,1204.949951171875,1299.0999755859375,1200.0,1294.6500244140625,46639,2025-02-10
2025-02-17,1210.949951171875,1210.949951171875,1249.949951171875,1194.1500244140625,1213.0999755859375,31778,2025-02-17
2025-02-24,1169.949951171875,1169.949951171875,1215.0,1165.050048828125,1209.699951171875,9581,2025-02-24
2025-03-03,1183.800048828125,1183.800048828125,1240.0,1145.050048828125,1161.050048828125,28119,2025-03-03
2025-03-10,1104.5,1104.5,1200.0,1103.050048828125,1182.0,112822,2025-03-10
2025-03-17,1193.8499755859375,1193.8499755859375,1206.0999755859375,1101.050048828125,1104.5,127107,2025-03-17
2025-03-24,1190.050048828125,1190.050048828125,1250.0,1165.0,1181.800048828125,104632,2025-03-24
2025-03-31,1234.9000244140625,1234.9000244140625,1352.0,1175.050048828125,1190.050048828125,30087,2025-03-31
2025-04-07,1231.0999755859375,1231.0999755859375,1244.0,1159.949951171875,1220.0,20094,2025-04-07
2025-04-14,1245.0999755859375,1245.0999755859375,1265.0,1225.0,1242.199951171875,8943,2025-04-14
2025-04-21,1204.800048828125,1204.800048828125,1295.5999755859375,1201.0,1264.0,26197,2025-04-21
2025-04-28,1213.800048828125,1213.800048828125,1295.0,1165.0,1209.199951171875,21537,2025-04-28
2025-05-05,1173.0999755859375,1173.0999755859375,1224.9000244140625,1125.0,1219.0999755859375,14662,2025-05-05
2025-05-12,1205.5999755859375,1205.5999755859375,1241.300048828125,1171.0,1191.0,20808,2025-05-12
2025-05-19,1286.0999755859375,1286.0999755859375,1324.699951171875,1211.5999755859375,1223.4000244140625,52873,2025-05-19
2025-05-26,1215.0,1215.0,1295.0,1206.0,1290.0999755859375,28038,2025-05-26
2025-06-02,1220.5999755859375,1220.5999755859375,1242.300048828125,1196.0999755859375,1202.5,21825,2025-06-02
2025-06-09,1273.800048828125,1273.800048828125,1364.9000244140625,1217.0,1220.5,81305,2025-06-09
2025-06-16,1277.0999755859375,1277.0999755859375,1320.0,1236.199951171875,1260.0,29310,2025-06-16
2025-06-23,1282.300048828125,1282.300048828125,1306.4000244140625,1260.4000244140625,1296.0,12720,2025-06-23
2025-06-30,1357.800048828125,1357.800048828125,1394.9000244140625,1270.0,1298.0,53156,2025-06-30
2025-07-07,1315.699951171875,1315.699951171875,1380.0,1272.199951171875,1357.800048828125,22729,2025-07-07
2025-07-14,1355.5999755859375,1355.5999755859375,1398.9000244140625,1308.4000244140625,1308.4000244140625,22710,2025-07-14
