Date,Adj Close_BBL.NS,Close_BBL.NS,High_BBL.NS,Low_BBL.NS,Open_BBL.NS,Volume_BBL.NS,Date
2021-04-19,560.736328125,572.4249877929688,614.9749755859375,532.5,538.5,253986,2021-04-19
2021-04-26,569.846435546875,581.7249755859375,604.5,569.625,576.5250244140625,179834,2021-04-26
2021-05-03,549.17724609375,560.625,585.0,558.0250244140625,575.0,76560,2021-05-03
2021-05-10,639.6170654296875,652.9500122070312,705.0,563.25,570.9749755859375,698178,2021-05-10
2021-05-17,650.9557495117188,664.5250244140625,694.0,629.9500122070312,668.125,181102,2021-05-17
2021-05-24,632.0742797851562,645.25,742.5,634.8499755859375,671.5,759670,2021-05-24
2021-05-31,622.8907470703125,635.875,654.8499755859375,620.0499877929688,650.0,147060,2021-05-31
2021-06-07,647.6986083984375,661.2000122070312,684.8499755859375,625.0,639.0,387908,2021-06-07
2021-06-14,611.91943359375,624.6749877929688,674.9500122070312,612.5250244140625,660.0,191894,2021-06-14
2021-06-21,612.0908203125,624.8499755859375,633.6500244140625,609.5,621.0,85478,2021-06-21
2021-06-28,600.7277221679688,613.25,636.5750122070312,602.5,625.0,111926,2021-06-28
2021-07-05,632.83349609375,646.0250244140625,678.0,612.3250122070312,616.3250122070312,309652,2021-07-05
2021-07-12,673.3145751953125,687.3499755859375,757.0,646.5,646.5,1288290,2021-07-12
2021-07-19,664.3269653320312,678.1749877929688,711.3499755859375,667.5499877929688,677.0,178802,2021-07-19
2021-07-26,667.020751953125,680.9249877929688,704.5,672.4249877929688,682.5,244708,2021-07-26
2021-08-02,682.0818481445312,696.2999877929688,742.4749755859375,681.0499877929688,692.4749755859375,599760,2021-08-02
2021-08-09,683.5757446289062,697.8250122070312,762.0,661.8250122070312,720.0,526362,2021-08-09
2021-08-16,628.8660888671875,641.9749755859375,710.0,638.7750244140625,704.7999877929688,129776,2021-08-16
2021-08-23,637.5354614257812,650.8250122070312,665.2000122070312,615.2249755859375,649.9749755859375,139204,2021-08-23
2021-08-30,677.1594848632812,691.2750244140625,699.0,634.5750122070312,660.1749877929688,220528,2021-08-30
2021-09-06,676.7676391601562,690.875,718.0,688.125,703.5,144240,2021-09-06
2021-09-13,680.5880737304688,694.7750244140625,722.2000122070312,678.0,691.0,160246,2021-09-13
2021-09-20,644.2908325195312,655.3499755859375,697.5,652.5,690.5,164616,2021-09-20
2021-09-27,649.476806640625,660.625,698.5,650.5,660.5,321150,2021-09-27
2021-10-04,656.4815673828125,667.75,682.4749755859375,660.0,663.9500122070312,106248,2021-10-04
2021-10-11,669.4588012695312,680.9500122070312,685.0,658.0,671.0999755859375,175264,2021-10-11
2021-10-18,675.6033325195312,687.2000122070312,717.5,678.9500122070312,680.9500122070312,277268,2021-10-18
2021-10-25,732.059326171875,744.625,774.5,660.0,690.6500244140625,361388,2021-10-25
2021-11-01,828.1597290039062,842.375,872.5,744.625,764.0,998562,2021-11-01
2021-11-08,904.9417724609375,920.4749755859375,975.625,832.625,865.875,765188,2021-11-08
2021-11-15,922.318603515625,938.1500244140625,992.7999877929688,895.0,923.5,439366,2021-11-15
2021-11-22,862.3724975585938,877.1749877929688,969.4000244140625,872.0499877929688,950.0,307790,2021-11-22
2021-11-29,872.6215209960938,887.5999755859375,946.5,828.0,874.2000122070312,317828,2021-11-29
2021-12-06,964.6174926757812,981.1749877929688,997.0,868.5,888.0,511496,2021-12-06
2021-12-13,910.2506713867188,925.875,1026.0,920.7249755859375,990.0,548210,2021-12-13
2021-12-20,905.3350219726562,920.875,937.5,857.8250122070312,937.5,271492,2021-12-20
2021-12-27,943.43115234375,959.625,991.4749755859375,908.0,935.0,207360,2021-12-27
2022-01-03,941.169921875,957.3250122070312,984.9000244140625,937.5750122070312,959.625,130822,2022-01-03
2022-01-10,942.669189453125,958.8499755859375,975.0,925.0,953.0999755859375,157474,2022-01-10
2022-01-17,1017.8535766601562,1035.324951171875,1059.074951171875,941.0250244140625,954.5,461352,2022-01-17
2022-01-24,983.4688720703125,1000.3499755859375,1075.0,951.3250122070312,1050.0,322010,2022-01-24
2022-01-31,1028.078125,1045.7249755859375,1084.9749755859375,990.375,1007.5,299546,2022-01-31
2022-02-07,916.3214721679688,932.0499877929688,1075.0,925.0,1045.7249755859375,327072,2022-02-07
2022-02-14,872.1300048828125,887.0999755859375,937.5,870.0999755859375,907.5,193916,2022-02-14
2022-02-21,842.5870971679688,857.0499877929688,885.9249877929688,807.4749755859375,875.0,144192,2022-02-21
2022-02-28,836.8358764648438,851.2000122070312,900.9249877929688,836.1500244140625,860.5,103860,2022-02-28
2022-03-07,895.331787109375,910.7000122070312,945.0,818.0250244140625,849.0,212120,2022-03-07
2022-03-14,910.5210571289062,926.1500244140625,943.9749755859375,901.2000122070312,914.9500122070312,59378,2022-03-14
2022-03-21,881.5925903320312,896.7249755859375,937.0499877929688,890.0,915.0250244140625,89346,2022-03-21
2022-03-28,865.5184936523438,880.375,904.4249877929688,863.25,897.5,75426,2022-03-28
2022-04-04,877.0455932617188,892.0999755859375,924.4749755859375,879.5,879.5,112858,2022-04-04
2022-04-11,867.4601440429688,882.3499755859375,909.875,875.625,883.4249877929688,64210,2022-04-11
2022-04-18,886.5819091796875,901.7999877929688,939.625,856.0,875.0,266062,2022-04-18
2022-04-25,841.45654296875,855.9000244140625,902.0499877929688,845.9249877929688,902.0499877929688,114936,2022-04-25
2022-05-02,789.3509521484375,802.9000244140625,883.5,790.0,850.0,127800,2022-05-02
2022-05-09,733.63232421875,746.2249755859375,809.875,717.0,795.0,110084,2022-05-09
2022-05-16,749.4359741210938,762.2999877929688,824.375,731.125,747.5,123456,2022-05-16
2022-05-23,697.5516357421875,709.5250244140625,768.4749755859375,685.0,762.5499877929688,86656,2022-05-23
2022-05-30,750.1734008789062,763.0499877929688,792.5,710.0499877929688,710.0499877929688,82516,2022-05-30
2022-06-06,789.5474853515625,803.0999755859375,809.0,753.1500244140625,753.1500244140625,68602,2022-06-06
2022-06-13,743.6110229492188,756.375,814.9000244140625,739.2999877929688,799.5,76442,2022-06-13
2022-06-20,786.9176635742188,800.4249877929688,822.5250244140625,722.5,750.0,62670,2022-06-20
2022-06-27,798.1007080078125,811.7999877929688,900.0499877929688,777.7000122070312,804.4500122070312,71332,2022-06-27
2022-07-04,845.511962890625,860.0250244140625,908.4749755859375,800.0499877929688,800.0499877929688,176810,2022-07-04
2022-07-11,797.9287109375,811.625,872.0,802.5999755859375,861.9500122070312,56044,2022-07-11
2022-07-18,874.9073486328125,889.9249877929688,915.875,807.625,822.5,326840,2022-07-18
2022-07-25,858.3417358398438,873.0750122070312,911.8499755859375,862.5250244140625,875.5,170808,2022-07-25
2022-08-01,833.8618774414062,848.1749877929688,902.5,836.0,875.625,144766,2022-08-01
2022-08-08,839.736083984375,854.1500244140625,875.0,840.0,852.4249877929688,55564,2022-08-08
2022-08-15,859.5951538085938,874.3499755859375,937.9749755859375,854.1500244140625,854.1500244140625,195658,2022-08-15
2022-08-22,942.1776123046875,958.3499755859375,1014.0,863.5,877.5999755859375,360680,2022-08-22
2022-08-29,954.4175415039062,970.7999877929688,994.0,928.0,947.5,109900,2022-08-29
2022-09-05,1006.6460571289062,1023.9249877929688,1052.5,960.0499877929688,975.6749877929688,228230,2022-09-05
2022-09-12,976.6116333007812,993.375,1064.625,981.625,1029.050048828125,147402,2022-09-12
2022-09-19,914.2322998046875,929.9249877929688,995.0,916.375,993.0,131362,2022-09-19
2022-09-26,929.5198974609375,945.4749755859375,964.5,890.5,912.5,158348,2022-09-26
2022-10-03,958.5466918945312,975.0,1001.375,934.4249877929688,949.5750122070312,168176,2022-10-03
2022-10-10,934.2634887695312,950.2999877929688,1000.0,938.875,975.0,111302,2022-10-10
2022-10-17,982.018798828125,998.875,1017.5,945.6500244140625,959.0,116178,2022-10-17
2022-10-24,1183.95263671875,1204.2750244140625,1219.9749755859375,982.5250244140625,1009.5,915558,2022-10-24
2022-10-31,1086.1563720703125,1104.800048828125,1227.5,1100.6500244140625,1215.0,279778,2022-10-31
2022-11-07,1119.3367919921875,1138.550048828125,1187.675048828125,1105.0,1105.0,173114,2022-11-07
2022-11-14,1073.228271484375,1091.6500244140625,1209.5,1075.0,1147.949951171875,232118,2022-11-14
2022-11-21,1138.9500732421875,1158.5,1175.0,1056.449951171875,1095.0,154420,2022-11-21
2022-11-28,1166.6497802734375,1186.675048828125,1269.9749755859375,1162.5,1164.675048828125,396840,2022-11-28
2022-12-05,1159.0303955078125,1178.925048828125,1250.0,1167.0999755859375,1200.0,203660,2022-12-05
2022-12-12,1237.36083984375,1258.5999755859375,1303.75,1147.550048828125,1184.824951171875,304086,2022-12-12
2022-12-19,1093.1119384765625,1111.875,1324.5,1099.949951171875,1269.875,289180,2022-12-19
2022-12-26,1198.7978515625,1219.375,1245.5,1101.0,1117.449951171875,113184,2022-12-26
2023-01-02,1194.93896484375,1215.449951171875,1251.0,1186.175048828125,1225.4749755859375,100128,2023-01-02
2023-01-09,1157.801513671875,1177.675048828125,1262.0,1165.300048828125,1219.925048828125,169542,2023-01-09
2023-01-16,1220.868896484375,1241.824951171875,1261.5,1182.5,1182.5,235608,2023-01-16
2023-01-23,1221.802978515625,1242.7750244140625,1370.0,1226.5,1260.125,637626,2023-01-23
2023-01-30,1344.9884033203125,1368.074951171875,1381.550048828125,1245.050048828125,1255.0,351798,2023-01-30
2023-02-06,1371.409912109375,1394.949951171875,1436.5,1337.550048828125,1380.0,235898,2023-02-06
2023-02-13,1353.0255126953125,1376.25,1423.5,1331.5999755859375,1391.324951171875,147194,2023-02-13
2023-02-20,1265.8223876953125,1287.550048828125,1412.0250244140625,1249.75,1383.1500244140625,202492,2023-02-20
2023-02-27,1318.665283203125,1341.300048828125,1353.2249755859375,1249.050048828125,1288.5,141400,2023-02-27
2023-03-06,1313.9217529296875,1336.4749755859375,1362.5250244140625,1322.0,1348.0,46184,2023-03-06
2023-03-13,1241.047607421875,1262.3499755859375,1347.574951171875,1249.0,1342.2249755859375,60864,2023-03-13
2023-03-20,1223.6217041015625,1244.625,1291.5,1195.75,1267.9749755859375,84598,2023-03-20
2023-03-27,1244.709716796875,1266.074951171875,1287.449951171875,1200.0,1246.0,60696,2023-03-27
2023-04-03,1309.1290283203125,1331.5999755859375,1337.7249755859375,1262.5250244140625,1285.0250244140625,97322,2023-04-03
2023-04-10,1320.6070556640625,1343.2750244140625,1391.0,1312.5,1337.5,128904,2023-04-10
2023-04-17,1300.526611328125,1322.8499755859375,1357.0250244140625,1318.0,1344.5,75270,2023-04-17
2023-04-24,1352.239013671875,1375.449951171875,1399.0,1321.1500244140625,1330.0,120618,2023-04-24
2023-05-01,1327.365966796875,1350.1500244140625,1392.5,1315.5250244140625,1375.449951171875,140536,2023-05-01
2023-05-08,1485.6243896484375,1511.125,1529.199951171875,1345.5,1356.925048828125,491816,2023-05-08
2023-05-15,1394.7099609375,1418.6500244140625,1518.699951171875,1410.0,1518.0,172428,2023-05-15
2023-05-22,1495.9964599609375,1521.675048828125,1534.9749755859375,1414.5,1430.4749755859375,241804,2023-05-22
2023-05-29,1502.681640625,1528.4749755859375,1579.9000244140625,1507.5,1524.949951171875,256960,2023-05-29
2023-06-05,1512.7586669921875,1538.7249755859375,1600.0,1532.0250244140625,1536.125,158796,2023-06-05
2023-06-12,1507.13037109375,1533.0,1573.9749755859375,1507.074951171875,1546.425048828125,148142,2023-06-12
2023-06-19,1478.1773681640625,1503.550048828125,1574.5,1485.2750244140625,1547.449951171875,131982,2023-06-19
2023-06-26,1475.7196044921875,1501.050048828125,1541.9749755859375,1477.875,1511.074951171875,107090,2023-06-26
2023-07-03,1634.1009521484375,1662.1500244140625,1697.3499755859375,1507.699951171875,1515.0250244140625,305400,2023-07-03
2023-07-10,1804.5255126953125,1835.5,1859.0,1650.0,1675.0,343866,2023-07-10
2023-07-17,1845.644775390625,1877.324951171875,1991.5,1801.3499755859375,1842.9749755859375,566330,2023-07-17
2023-07-24,1849.35595703125,1881.0999755859375,1915.0,1857.5,1875.0,135694,2023-07-24
2023-07-31,1824.63037109375,1855.949951171875,1924.5,1840.5,1881.0999755859375,137702,2023-07-31
2023-08-07,1860.02294921875,1891.949951171875,2000.0,1850.5,1862.0,193922,2023-08-07
2023-08-14,1851.9859619140625,1883.7750244140625,1929.9749755859375,1826.824951171875,1900.0,117054,2023-08-14
2023-08-21,1827.0145263671875,1858.375,1912.5,1850.050048828125,1888.5,203976,2023-08-21
2023-08-28,2070.510009765625,2106.050048828125,2198.97509765625,1842.9749755859375,1879.75,751678,2023-08-28
2023-09-04,1969.59228515625,2003.4000244140625,2179.47509765625,1962.7750244140625,2122.5,348810,2023-09-04
2023-09-11,1991.857666015625,2006.300048828125,2049.5,1835.0,2037.0,235110,2023-09-11
2023-09-18,1865.89599609375,1879.425048828125,2035.0,1845.0,2017.4000244140625,109254,2023-09-18
2023-09-25,1789.89697265625,1802.875,1905.0,1767.550048828125,1899.925048828125,154070,2023-09-25
2023-10-02,1907.618408203125,1921.449951171875,1930.699951171875,1790.0,1802.875,123232,2023-10-02
2023-10-09,1860.1624755859375,1873.6500244140625,1934.0250244140625,1837.5,1921.449951171875,174354,2023-10-09
2023-10-16,1890.517333984375,1904.2249755859375,1936.2249755859375,1858.3499755859375,1884.0250244140625,136616,2023-10-16
2023-10-23,1861.4779052734375,1874.9749755859375,1922.25,1712.5,1909.0,172172,2023-10-23
2023-10-30,1813.823486328125,1826.9749755859375,1990.0,1794.0,1885.5,261430,2023-10-30
2023-11-06,1776.9656982421875,1789.8499755859375,1894.0,1785.5,1834.9749755859375,122196,2023-11-06
2023-11-13,1785.9505615234375,1798.9000244140625,1860.699951171875,1786.5,1854.0,239626,2023-11-13
2023-11-20,1855.1737060546875,1868.625,1926.5,1812.824951171875,1824.5,327262,2023-11-20
2023-11-27,1899.15478515625,1912.925048828125,1937.0,1868.625,1868.625,202466,2023-11-27
2023-12-04,1934.1014404296875,1948.125,2066.35009765625,1907.5250244140625,1939.0,411578,2023-12-04
2023-12-11,1944.3768310546875,1958.4749755859375,1998.625,1940.625,1954.5,132912,2023-12-11
2023-12-18,2021.0955810546875,2035.75,2045.0,1896.2750244140625,1968.2750244140625,297030,2023-12-18
2023-12-25,2398.980712890625,2416.375,2450.0,2035.75,2035.75,1157458,2023-12-25
2024-01-01,2369.072509765625,2386.25,2505.0,2331.02490234375,2419.97509765625,317976,2024-01-01
2024-01-08,2309.38037109375,2326.125,2709.97509765625,2293.0,2425.0,1202040,2024-01-08
2024-01-15,2296.647705078125,2313.300048828125,2398.449951171875,2170.050048828125,2375.0,755696,2024-01-15
2024-01-22,2331.668701171875,2348.574951171875,2373.85009765625,2172.699951171875,2313.300048828125,206122,2024-01-22
2024-01-29,2511.24169921875,2529.449951171875,2714.199951171875,2416.85009765625,2441.125,1141436,2024-01-29
2024-02-05,2946.90771484375,2968.27490234375,3019.0,2526.27490234375,2550.0,1071952,2024-02-05
2024-02-12,2882.226806640625,2903.125,3042.5,2805.5,2992.5,523368,2024-02-12
2024-02-19,2840.38037109375,2860.97509765625,2961.97509765625,2771.550048828125,2903.125,220304,2024-02-19
2024-02-26,2963.5869140625,2985.074951171875,3019.97509765625,2820.925048828125,2891.25,340882,2024-02-26
2024-03-04,2793.122802734375,2813.375,2990.0,2700.0,2971.64990234375,183604,2024-03-04
2024-03-11,2560.55908203125,2579.125,2835.85009765625,2375.0,2835.0,292968,2024-03-11
2024-03-18,2722.0380859375,2741.77490234375,2754.25,2495.89990234375,2555.0,263450,2024-03-18
2024-03-25,3184.981689453125,3208.074951171875,3245.0,2722.5,2741.77490234375,611590,2024-03-25
2024-04-01,3253.410400390625,3277.0,3365.574951171875,3134.925048828125,3210.050048828125,293150,2024-04-01
2024-04-08,3253.8076171875,3277.39990234375,3497.35009765625,3260.0,3300.0,352064,2024-04-08
2024-04-15,3356.41357421875,3380.75,3397.5,3150.5,3200.0,262012,2024-04-15
2024-04-22,3208.684814453125,3231.949951171875,3500.0,3007.300048828125,3450.0,640109,2024-04-22
2024-04-29,3272.025390625,3295.75,3350.0,3180.0,3250.0,208812,2024-04-29
2024-05-06,3105.6318359375,3128.14990234375,3430.0,3100.050048828125,3307.0,220647,2024-05-06
2024-05-13,3856.885009765625,3884.85009765625,3884.85009765625,3075.050048828125,3154.14990234375,587650,2024-05-13
2024-05-20,4472.91845703125,4505.35009765625,4850.0,3699.89990234375,3699.89990234375,893845,2024-05-20
2024-05-27,4281.45654296875,4312.5,4560.0,4120.0,4560.0,195620,2024-05-27
2024-06-03,4464.1318359375,4496.5,4620.0,3725.949951171875,4601.0,372352,2024-06-03
2024-06-10,4950.15771484375,4986.0498046875,5190.0,4331.10009765625,4543.7001953125,467528,2024-06-10
2024-06-17,4816.67578125,4851.60009765625,5187.0,4766.0498046875,4986.0498046875,157272,2024-06-17
2024-06-24,4618.95947265625,4652.4501953125,5035.0,4630.0,4780.10009765625,204621,2024-06-24
2024-07-01,5400.69140625,5439.85009765625,5510.0,4654.5498046875,4675.0,365780,2024-07-01
2024-07-08,5169.41796875,5206.89990234375,5689.64990234375,5075.0,5468.0,338467,2024-07-08
2024-07-15,4379.74365234375,4411.5,5399.0,4273.7998046875,5246.7001953125,558615,2024-07-15
2024-07-22,4733.677734375,4768.0,4876.0,4300.0,4400.0,244366,2024-07-22
2024-07-29,4835.68798828125,4870.75,5196.0,4800.0,4845.0,193875,2024-07-29
2024-08-05,4690.5400390625,4724.5498046875,4848.0,4481.35009765625,4749.0,154682,2024-08-05
2024-08-12,4791.50830078125,4826.25,4950.0,4660.60009765625,4800.0,95062,2024-08-12
2024-08-19,4793.890625,4828.64990234375,4999.0,4732.0,4849.9501953125,102363,2024-08-19
2024-08-26,5384.2001953125,5384.2001953125,5470.0,4780.0498046875,4800.0,374689,2024-08-26
2024-09-02,4998.75,4998.75,5423.7998046875,4969.0,5385.0,133481,2024-09-02
2024-09-09,4925.7001953125,4925.7001953125,5104.0,4781.2998046875,4959.14990234375,119432,2024-09-09
2024-09-16,4594.35009765625,4594.35009765625,4975.0,4545.0498046875,4940.0,90942,2024-09-16
2024-09-23,4841.89990234375,4841.89990234375,4900.0,4545.0,4650.0,110172,2024-09-23
2024-09-30,4677.64990234375,4677.64990234375,4838.5,4554.10009765625,4742.0,69385,2024-09-30
2024-10-07,4891.0,4891.0,5000.0,4305.0,4680.0,149916,2024-10-07
2024-10-14,4810.7998046875,4810.7998046875,5062.0,4714.5498046875,4900.14990234375,99699,2024-10-14
2024-10-21,4378.89990234375,4378.89990234375,4861.7998046875,4263.10009765625,4810.7998046875,103296,2024-10-21
2024-10-28,4691.7998046875,4691.7998046875,4721.0,4291.0498046875,4381.9501953125,93813,2024-10-28
2024-11-04,4011.14990234375,4011.14990234375,4816.25,3861.85009765625,4691.7998046875,316782,2024-11-04
2024-11-11,3762.35009765625,3762.35009765625,4000.0,3576.10009765625,4000.0,217492,2024-11-11
2024-11-18,3722.64990234375,3722.64990234375,3834.949951171875,3528.0,3791.5,134267,2024-11-18
2024-11-25,3876.550048828125,3876.550048828125,3925.050048828125,3743.5,3770.949951171875,142158,2024-11-25
2024-12-02,4030.949951171875,4030.949951171875,4189.89990234375,3834.050048828125,3918.35009765625,154753,2024-12-02
2024-12-09,3755.550048828125,3755.550048828125,4108.10009765625,3665.0,4048.949951171875,372030,2024-12-09
2024-12-16,3696.14990234375,3696.14990234375,3928.949951171875,3672.5,3773.0,149178,2024-12-16
2024-12-23,3691.10009765625,3691.10009765625,3839.0,3615.0,3725.89990234375,76433,2024-12-23
2024-12-30,3815.199951171875,3815.199951171875,3913.85009765625,3582.60009765625,3651.050048828125,74077,2024-12-30
2025-01-06,3278.5,3278.5,3829.949951171875,3249.800048828125,3829.949951171875,161584,2025-01-06
2025-01-13,3309.89990234375,3309.89990234375,3444.699951171875,3101.550048828125,3278.0,186735,2025-01-13
2025-01-20,3093.35009765625,3093.35009765625,3378.949951171875,3080.449951171875,3360.0,69839,2025-01-20
2025-01-27,3084.60009765625,3084.60009765625,3299.0,2799.0,3069.949951171875,169931,2025-01-27
2025-02-03,3170.199951171875,3170.199951171875,3700.0,2851.0,3054.0,685008,2025-02-03
2025-02-10,2954.85009765625,2954.85009765625,3184.949951171875,2867.550048828125,3159.800048828125,257740,2025-02-10
2025-02-17,2773.64990234375,2773.64990234375,2980.0,2612.699951171875,2925.050048828125,352786,2025-02-17
2025-02-24,2494.800048828125,2494.800048828125,2875.0,2430.0,2760.89990234375,330167,2025-02-24
2025-03-03,2752.949951171875,2752.949951171875,2775.0,2448.050048828125,2532.0,407149,2025-03-03
2025-03-10,2483.14990234375,2483.14990234375,2814.0,2475.10009765625,2755.0,255074,2025-03-10
2025-03-17,2794.199951171875,2794.199951171875,2853.75,2478.64990234375,2512.5,329822,2025-03-17
2025-03-24,2882.85009765625,2882.85009765625,3085.0,2820.050048828125,2826.0,494705,2025-03-24
2025-03-31,2846.35009765625,2846.35009765625,2990.0,2770.0,2882.85009765625,189428,2025-03-31
2025-04-07,2881.199951171875,2881.199951171875,2894.85009765625,2350.0,2352.60009765625,227164,2025-04-07
2025-04-14,2948.0,2948.0,3018.0,2911.10009765625,2945.0,139375,2025-04-14
2025-04-21,2953.39990234375,2953.39990234375,3150.800048828125,2902.0,2930.0,357394,2025-04-21
2025-04-28,2951.0,2951.0,3050.0,2882.89990234375,2949.89990234375,116448,2025-04-28
2025-05-05,2998.10009765625,2998.10009765625,3097.39990234375,2853.0,2968.300048828125,343747,2025-05-05
2025-05-12,3457.0,3457.0,3475.0,3088.89990234375,3119.0,409250,2025-05-12
2025-05-19,3001.699951171875,3001.699951171875,3370.0,2980.199951171875,3370.0,1076886,2025-05-19
2025-05-26,2978.199951171875,2978.199951171875,3042.89990234375,2958.300048828125,3009.0,319857,2025-05-26
2025-06-02,2987.300048828125,2987.300048828125,3070.0,2855.0,2975.0,400312,2025-06-02
2025-06-09,2926.39990234375,2926.39990234375,3083.0,2892.89990234375,3028.0,249056,2025-06-09
2025-06-16,2817.0,2817.0,2980.5,2784.60009765625,2950.0,227022,2025-06-16
2025-06-23,3065.199951171875,3065.199951171875,3200.0,2780.60009765625,2815.0,683588,2025-06-23
2025-06-30,3027.39990234375,3027.39990234375,3149.0,2996.10009765625,3065.199951171875,174876,2025-06-30
2025-07-07,3253.800048828125,3253.800048828125,3360.89990234375,2982.0,3025.0,380749,2025-07-07
2025-07-14,3267.0,3267.0,3330.0,3205.60009765625,3254.0,91331,2025-07-14
