Date,Adj Close_TARACHAND.NS,Close_TARACHAND.NS,High_TARACHAND.NS,Low_TARACHAND.NS,Open_TARACHAND.NS,Volume_TARACHAND.NS,Date
2021-02-22,6.3568925857543945,6.380000114440918,7.400000095367432,5.949999809265137,6.389999866485596,150000,2021-02-22
2021-03-01,7.452908515930176,7.480000019073486,7.699999809265137,6.199999809265137,7.559999942779541,380000,2021-03-01
2021-03-08,7.9311699867248535,7.960000038146973,8.569999694824219,7.0,7.599999904632568,370000,2021-03-08
2021-03-15,6.695660591125488,6.71999979019165,7.960000038146973,5.820000171661377,7.960000038146973,90000,2021-03-15
2021-03-22,6.695660591125488,6.71999979019165,6.71999979019165,6.71999979019165,6.71999979019165,0,2021-03-22
2021-03-29,6.5860595703125,6.610000133514404,6.71999979019165,6.610000133514404,6.71999979019165,10000,2021-03-29
2021-04-05,6.735516548156738,6.760000228881836,6.760000228881836,5.480000019073486,6.610000133514404,20000,2021-04-05
2021-04-12,6.775371551513672,6.800000190734863,7.599999904632568,6.760000228881836,6.760000228881836,20000,2021-04-12
2021-04-19,6.695660591125488,6.71999979019165,7.0,6.71999979019165,7.0,20000,2021-04-19
2021-04-26,6.974647045135498,7.0,7.0,6.800000190734863,6.900000095367432,40000,2021-04-26
2021-05-03,7.40308952331543,7.429999828338623,7.559999942779541,7.289999961853027,7.289999961853027,570000,2021-05-03
2021-05-10,7.582437515258789,7.610000133514404,8.020000457763672,7.429999828338623,7.429999828338623,190000,2021-05-10
2021-05-17,7.37319803237915,7.400000095367432,7.610000133514404,7.400000095367432,7.610000133514404,10000,2021-05-17
2021-05-24,7.37319803237915,7.400000095367432,7.599999904632568,6.0,7.599999904632568,50000,2021-05-24
2021-05-31,8.817946434020996,8.850000381469727,8.850000381469727,7.400000095367432,7.400000095367432,140000,2021-05-31
2021-06-07,8.568852424621582,8.600000381469727,10.470000267028809,8.600000381469727,9.0,500000,2021-06-07
2021-06-14,8.13044548034668,8.15999984741211,8.649999618530273,8.039999961853027,8.449999809265137,210000,2021-06-14
2021-06-21,7.771749496459961,7.800000190734863,8.1899995803833,7.599999904632568,7.800000190734863,120000,2021-06-21
2021-06-28,7.642220497131348,7.670000076293945,8.0,7.599999904632568,7.829999923706055,120000,2021-06-28
2021-07-05,7.8116044998168945,7.840000152587891,8.59000015258789,7.840000152587891,7.989999771118164,200000,2021-07-05
2021-07-12,8.060699462890625,8.09000015258789,8.359999656677246,7.0,7.900000095367432,220000,2021-07-12
2021-07-19,8.090590476989746,8.119999885559082,8.489999771118164,8.010000228881836,8.09000015258789,50000,2021-07-19
2021-07-26,7.602365016937256,7.630000114440918,8.0,7.409999847412109,7.409999847412109,50000,2021-07-26
2021-08-02,7.602365016937256,7.630000114440918,7.980000019073486,7.630000114440918,7.630000114440918,30000,2021-08-02
2021-08-09,7.602365016937256,7.630000114440918,8.0,7.630000114440918,7.630000114440918,30000,2021-08-09
2021-08-16,7.40308952331543,7.429999828338623,7.699999809265137,7.429999828338623,7.429999828338623,30000,2021-08-16
2021-08-23,7.562510013580322,7.590000152587891,8.359999656677246,7.199999809265137,7.989999771118164,160000,2021-08-23
2021-08-30,7.562510013580322,7.590000152587891,7.590000152587891,7.590000152587891,7.590000152587891,0,2021-08-30
2021-09-06,7.522655010223389,7.550000190734863,7.550000190734863,7.21999979019165,7.230000019073486,70000,2021-09-06
2021-09-13,7.4230170249938965,7.449999809265137,7.550000190734863,7.050000190734863,7.550000190734863,80000,2021-09-13
2021-09-20,7.46287202835083,7.489999771118164,7.690000057220459,6.599999904632568,7.449999809265137,140000,2021-09-20
2021-09-27,7.711966514587402,7.739999771118164,7.789999961853027,7.070000171661377,7.5,140000,2021-09-27
2021-10-04,7.95109748840332,7.980000019073486,7.980000019073486,7.739999771118164,7.739999771118164,20000,2021-10-04
2021-10-11,8.459250450134277,8.489999771118164,8.59000015258789,8.0,8.100000381469727,190000,2021-10-11
2021-10-18,7.941133499145508,7.96999979019165,8.399999618530273,7.96999979019165,8.399999618530273,250000,2021-10-18
2021-10-25,8.25001049041748,8.279999732971191,8.350000381469727,8.0,8.289999961853027,210000,2021-10-25
2021-11-01,8.279902458190918,8.3100004196167,8.579999923706055,8.029999732971191,8.029999732971191,290000,2021-11-01
2021-11-08,8.55888843536377,8.59000015258789,8.880000114440918,8.1899995803833,8.600000381469727,410000,2021-11-08
2021-11-15,8.55888843536377,8.59000015258789,8.800000190734863,8.050000190734863,8.779999732971191,120000,2021-11-15
2021-11-22,8.548924446105957,8.579999923706055,8.59000015258789,8.079999923706055,8.199999809265137,160000,2021-11-22
2021-11-29,8.080626487731934,8.109999656677246,8.579999923706055,8.109999656677246,8.300000190734863,80000,2021-11-29
2021-12-06,8.528997421264648,8.5600004196167,8.59000015258789,8.229999542236328,8.59000015258789,170000,2021-12-06
2021-12-13,8.708344459533691,8.739999771118164,8.779999732971191,8.399999618530273,8.539999961853027,190000,2021-12-13
2021-12-20,8.887693405151367,8.920000076293945,9.399999618530273,8.380000114440918,8.720000267028809,250000,2021-12-20
2021-12-27,8.728272438049316,8.760000228881836,8.979999542236328,8.229999542236328,8.3100004196167,200000,2021-12-27
2022-01-03,8.887693405151367,8.920000076293945,10.0,8.600000381469727,8.979999542236328,510000,2022-01-03
2022-01-10,11.159435272216797,11.199999809265137,11.279999732971191,8.899999618530273,8.899999618530273,1440000,2022-01-10
2022-01-17,12.145849227905273,12.1899995803833,13.199999809265137,10.640000343322754,11.399999618530273,1990000,2022-01-17
2022-01-24,11.548022270202637,11.59000015258789,11.9399995803833,10.850000381469727,11.600000381469727,190000,2022-01-24
2022-01-31,10.920304298400879,10.960000038146973,11.199999809265137,10.0,10.850000381469727,480000,2022-01-31
2022-02-07,11.249109268188477,11.289999961853027,12.399999618530273,10.430000305175781,12.0,460000,2022-02-07
2022-02-14,10.2626953125,10.300000190734863,11.239999771118164,10.300000190734863,11.170000076293945,870000,2022-02-14
2022-02-21,10.910340309143066,10.949999809265137,11.15999984741211,10.0,10.800000190734863,780000,2022-02-21
2022-02-28,10.40218734741211,10.4399995803833,10.960000038146973,9.6899995803833,10.960000038146973,410000,2022-02-28
2022-03-07,9.864143371582031,9.899999618530273,10.600000381469727,9.800000190734863,10.5600004196167,820000,2022-03-07
2022-03-14,10.063419342041016,10.100000381469727,10.65999984741211,9.039999961853027,10.199999809265137,510000,2022-03-14
2022-03-21,9.794397354125977,9.829999923706055,10.789999961853027,9.600000381469727,10.399999618530273,500000,2022-03-21
2022-03-28,9.953817367553711,9.989999771118164,10.699999809265137,9.800000190734863,10.199999809265137,360000,2022-03-28
2022-04-04,10.063419342041016,10.100000381469727,10.5600004196167,9.800000190734863,10.5600004196167,240000,2022-04-04
2022-04-11,10.023564338684082,10.0600004196167,10.399999618530273,9.729999542236328,9.829999923706055,150000,2022-04-11
2022-04-18,9.565230369567871,9.600000381469727,10.34000015258789,8.399999618530273,10.34000015258789,250000,2022-04-18
2022-04-25,9.166678428649902,9.199999809265137,10.399999618530273,8.40999984741211,9.859999656677246,150000,2022-04-25
2022-05-02,9.10689640045166,9.140000343322754,10.079999923706055,8.899999618530273,9.199999809265137,80000,2022-05-02
2022-05-09,9.266316413879395,9.300000190734863,9.600000381469727,8.890000343322754,8.890000343322754,40000,2022-05-09
2022-05-16,9.884071350097656,9.920000076293945,9.920000076293945,9.199999809265137,9.199999809265137,80000,2022-05-16
2022-05-23,8.409430503845215,8.4399995803833,9.9399995803833,8.399999618530273,9.920000076293945,110000,2022-05-23
2022-05-30,8.568852424621582,8.600000381469727,9.399999618530273,8.430000305175781,8.4399995803833,60000,2022-05-30
2022-06-06,8.010880470275879,8.039999961853027,8.600000381469727,8.039999961853027,8.600000381469727,30000,2022-06-06
2022-06-13,8.758163452148438,8.789999961853027,8.899999618530273,8.0,8.550000190734863,50000,2022-06-13
2022-06-20,8.758163452148438,8.789999961853027,8.789999961853027,8.789999961853027,8.789999961853027,0,2022-06-20
2022-06-27,7.990952968597412,8.020000457763672,9.1899995803833,7.369999885559082,8.460000038146973,40000,2022-06-27
2022-07-04,8.070663452148438,8.100000381469727,8.100000381469727,8.020000457763672,8.020000457763672,10000,2022-07-04
2022-07-11,8.94747543334961,8.979999542236328,8.979999542236328,8.100000381469727,8.100000381469727,180000,2022-07-11
2022-07-18,8.568852424621582,8.600000381469727,9.359999656677246,8.600000381469727,8.979999542236328,150000,2022-07-18
2022-07-25,7.771749496459961,7.800000190734863,8.600000381469727,7.800000190734863,8.600000381469727,70000,2022-07-25
2022-08-01,8.409430503845215,8.4399995803833,8.979999542236328,8.4399995803833,8.979999542236328,120000,2022-08-01
2022-08-08,8.957439422607422,8.989999771118164,9.489999771118164,8.4399995803833,8.4399995803833,30000,2022-08-08
2022-08-15,8.150373458862305,8.180000305175781,9.640000343322754,8.119999885559082,8.989999771118164,180000,2022-08-15
2022-08-22,8.837873458862305,8.869999885559082,8.880000114440918,8.180000305175781,8.180000305175781,230000,2022-08-22
2022-08-29,8.070663452148438,8.100000381469727,9.279999732971191,7.599999904632568,8.869999885559082,260000,2022-08-29
2022-09-05,11.03986930847168,11.079999923706055,12.199999809265137,8.100000381469727,8.100000381469727,1160000,2022-09-05
2022-09-12,13.451105117797852,13.5,14.579999923706055,11.079999923706055,11.079999923706055,1670000,2022-09-12
2022-09-19,11.059797286987305,11.100000381469727,13.760000228881836,10.8100004196167,13.760000228881836,350000,2022-09-19
2022-09-26,11.059797286987305,11.100000381469727,11.100000381469727,11.100000381469727,11.100000381469727,0,2022-09-26
2022-10-03,11.009978294372559,11.050000190734863,11.270000457763672,10.149999618530273,11.270000457763672,260000,2022-10-03
2022-10-10,11.259073257446289,11.300000190734863,11.300000190734863,10.220000267028809,10.489999771118164,160000,2022-10-10
2022-10-17,11.55798625946045,11.600000381469727,12.369999885559082,11.100000381469727,11.300000190734863,200000,2022-10-17
2022-10-24,12.913060188293457,12.960000038146973,13.0,11.600000381469727,11.600000381469727,350000,2022-10-24
2022-10-31,13.241865158081055,13.289999961853027,14.0,13.050000190734863,13.789999961853027,910000,2022-10-31
2022-11-07,14.347845077514648,14.399999618530273,17.200000762939453,13.899999618530273,13.899999618530273,2410000,2022-11-07
2022-11-14,12.853277206420898,12.899999618530273,14.970000267028809,12.800000190734863,14.100000381469727,980000,2022-11-14
2022-11-21,14.577012062072754,14.630000114440918,15.399999618530273,11.0,12.899999618530273,960000,2022-11-21
2022-11-28,14.098750114440918,14.149999618530273,15.800000190734863,13.199999809265137,15.350000381469727,870000,2022-11-28
2022-12-05,13.471033096313477,13.520000457763672,14.1899995803833,12.850000381469727,14.149999618530273,230000,2022-12-05
2022-12-12,13.879547119140625,13.930000305175781,13.960000038146973,12.5,12.5,270000,2022-12-12
2022-12-19,11.976465225219727,12.020000457763672,13.869999885559082,12.0,12.779999732971191,270000,2022-12-19
2022-12-26,12.49458122253418,12.539999961853027,12.899999618530273,10.699999809265137,12.899999618530273,210000,2022-12-26
2023-01-02,12.454726219177246,12.5,12.800000190734863,12.319999694824219,12.649999618530273,50000,2023-01-02
2023-01-09,12.753640174865723,12.800000190734863,12.890000343322754,12.699999809265137,12.890000343322754,40000,2023-01-09
2023-01-16,15.324295997619629,15.380000114440918,15.899999618530273,12.399999618530273,12.800000190734863,1030000,2023-01-16
2023-01-23,13.949294090270996,14.0,15.380000114440918,14.0,15.300000190734863,130000,2023-01-23
2023-01-30,15.164875030517578,15.220000267028809,16.399999618530273,11.75,11.75,910000,2023-01-30
2023-02-06,18.004552841186523,18.06999969482422,19.799999237060547,14.8100004196167,15.859999656677246,3430000,2023-02-06
2023-02-13,17.247304916381836,17.309999465942383,18.5,16.5,18.200000762939453,1310000,2023-02-13
2023-02-20,17.685710906982422,17.75,18.299999237060547,16.6200008392334,17.0,620000,2023-02-20
2023-02-27,16.151288986206055,16.209999084472656,17.700000762939453,16.200000762939453,17.399999618530273,440000,2023-02-27
2023-03-06,17.90491485595703,17.969999313354492,19.450000762939453,16.5,16.649999618530273,880000,2023-03-06
2023-03-13,16.240962982177734,16.299999237060547,18.100000381469727,16.0,17.600000381469727,420000,2023-03-13
2023-03-20,16.838788986206055,16.899999618530273,18.0,15.260000228881836,15.260000228881836,360000,2023-03-20
2023-03-27,16.93842887878418,17.0,17.399999618530273,16.010000228881836,17.399999618530273,340000,2023-03-27
2023-04-03,17.038066864013672,17.100000381469727,17.3700008392334,16.1200008392334,17.200000762939453,240000,2023-04-03
2023-04-10,17.73552894592285,17.799999237060547,19.899999618530273,17.770000457763672,17.770000457763672,690000,2023-04-10
2023-04-17,18.074298858642578,18.139999389648438,19.0,17.8799991607666,17.8799991607666,490000,2023-04-17
2023-04-24,18.462886810302734,18.530000686645508,20.739999771118164,17.510000228881836,18.040000915527344,1970000,2023-04-24
2023-05-01,17.476472854614258,17.540000915527344,18.850000381469727,17.399999618530273,18.530000686645508,500000,2023-05-01
2023-05-08,17.93480682373047,18.0,18.75,17.100000381469727,17.100000381469727,280000,2023-05-08
2023-05-15,18.114154815673828,18.18000030517578,18.969999313354492,17.200000762939453,18.280000686645508,270000,2023-05-15
2023-05-22,17.805278778076172,17.8700008392334,18.799999237060547,17.010000228881836,18.5,400000,2023-05-22
2023-05-29,17.416688919067383,17.479999542236328,19.200000762939453,17.0,17.600000381469727,350000,2023-05-29
2023-06-05,17.62592887878418,17.690000534057617,17.84000015258789,16.399999618530273,17.0,400000,2023-06-05
2023-06-12,18.12411880493164,18.190000534057617,18.600000381469727,17.139999389648438,17.530000686645508,460000,2023-06-12
2023-06-19,17.73552894592285,17.799999237060547,19.0,17.5,18.0,270000,2023-06-19
2023-06-26,18.134082794189453,18.200000762939453,19.0,17.600000381469727,18.360000610351562,250000,2023-06-26
2023-07-03,17.038066864013672,17.100000381469727,18.489999771118164,16.739999771118164,18.299999237060547,410000,2023-07-03
2023-07-10,16.80889892578125,16.8700008392334,18.389999389648438,16.420000076293945,18.389999389648438,300000,2023-07-10
2023-07-17,17.187522888183594,17.25,17.739999771118164,16.600000381469727,16.8700008392334,40000,2023-07-17
2023-07-24,16.81886100769043,16.8799991607666,17.399999618530273,16.440000534057617,16.440000534057617,140000,2023-07-24
2023-07-31,17.067956924438477,17.1299991607666,17.200000762939453,16.600000381469727,16.799999237060547,250000,2023-07-31
2023-08-07,17.018138885498047,17.079999923706055,18.200000762939453,15.890000343322754,16.860000610351562,650000,2023-08-07
2023-08-14,20.80437469482422,20.8799991607666,20.8799991607666,17.200000762939453,17.5,2450000,2023-08-14
2023-08-21,23.315248489379883,23.399999618530273,24.510000228881836,21.0,22.200000762939453,3190000,2023-08-21
2023-08-28,21.232816696166992,21.309999465942383,22.399999618530273,20.399999618530273,22.260000228881836,910000,2023-08-28
2023-09-04,21.302562713623047,21.3799991607666,22.15999984741211,20.0,21.200000762939453,860000,2023-09-04
2023-09-11,21.1331787109375,21.209999084472656,22.3799991607666,19.5,21.350000381469727,640000,2023-09-11
2023-09-18,20.525390625,20.600000381469727,22.18000030517578,20.600000381469727,21.799999237060547,260000,2023-09-18
2023-09-25,22.039884567260742,22.1200008392334,22.75,19.799999237060547,21.0,930000,2023-09-25
2023-10-02,23.424850463867188,23.510000228881836,23.579999923706055,21.799999237060547,22.1200008392334,620000,2023-10-02
2023-10-09,28.2473201751709,28.350000381469727,30.200000762939453,25.200000762939453,27.760000228881836,3300000,2023-10-09
2023-10-16,25.766338348388672,25.860000610351562,29.829999923706055,24.0,29.829999923706055,700000,2023-10-16
2023-10-23,27.101486206054688,27.200000762939453,28.299999237060547,24.0,28.200000762939453,920000,2023-10-23
2023-10-30,31.76453399658203,31.8799991607666,35.0,27.399999618530273,27.889999389648438,3635000,2023-10-30
2023-11-06,32.21290588378906,32.33000183105469,35.0,32.0,33.560001373291016,1320000,2023-11-06
2023-11-13,36.57704162597656,36.709999084472656,38.279998779296875,34.0,34.79999923706055,1045000,2023-11-13
2023-11-20,38.669437408447266,38.810001373291016,39.400001525878906,34.599998474121094,36.709999084472656,1500000,2023-11-20
2023-11-27,34.47468185424805,34.599998474121094,42.79999923706055,34.02000045776367,38.810001373291016,1120000,2023-11-27
2023-12-04,34.115989685058594,34.2400016784668,36.779998779296875,33.70000076293945,36.20000076293945,1365000,2023-12-04
2023-12-11,34.693885803222656,34.81999969482422,36.0,34.2400016784668,35.97999954223633,615000,2023-12-11
2023-12-18,34.89316177368164,35.02000045776367,36.86000061035156,34.0,35.400001525878906,1070000,2023-12-18
2023-12-25,35.22196578979492,35.349998474121094,36.349998474121094,33.599998474121094,35.02000045776367,750000,2023-12-25
2024-01-01,34.9429817199707,35.06999969482422,37.58000183105469,34.959999084472656,35.20000076293945,690000,2024-01-01
2024-01-08,34.90312576293945,35.029998779296875,36.20000076293945,34.40999984741211,35.06999969482422,805000,2024-01-08
2024-01-15,36.62685775756836,36.7599983215332,36.88999938964844,35.0,35.029998779296875,450000,2024-01-15
2024-01-22,36.98555374145508,37.119998931884766,37.959999084472656,34.02000045776367,36.7599983215332,770000,2024-01-22
2024-01-29,35.331565856933594,35.459999084472656,42.79999923706055,35.11000061035156,37.20000076293945,1480000,2024-01-29
2024-02-05,33.67757797241211,33.79999923706055,36.34000015258789,33.0099983215332,35.400001525878906,625000,2024-02-05
2024-02-12,33.07975387573242,33.20000076293945,35.58000183105469,32.400001525878906,33.79999923706055,1225000,2024-02-12
2024-02-19,34.26544189453125,34.38999938964844,34.599998474121094,32.400001525878906,32.619998931884766,815000,2024-02-19
2024-02-26,33.478302001953125,33.599998474121094,34.720001220703125,32.220001220703125,34.380001068115234,395000,2024-02-26
2024-03-04,33.7473258972168,33.869998931884766,34.5,31.399999618530273,34.400001525878906,725000,2024-03-04
2024-03-11,30.648591995239258,30.760000228881836,34.38999938964844,27.209999084472656,34.38999938964844,625000,2024-03-11
2024-03-18,35.31163787841797,35.439998626708984,37.790000915527344,30.600000381469727,31.969999313354492,1025000,2024-03-18
2024-03-25,36.367801666259766,36.5,38.0,35.439998626708984,35.439998626708984,430000,2024-03-25
2024-04-01,39.396793365478516,39.540000915527344,39.900001525878906,37.0,38.0,915000,2024-04-01
2024-04-08,59.26457214355469,59.47999954223633,60.0,41.0,42.7599983215332,3415000,2024-04-08
2024-04-15,62.8714599609375,63.099998474121094,68.69000244140625,55.9900016784668,59.0,3137890,2024-04-15
2024-04-22,59.075260162353516,59.290000915527344,66.19999694824219,53.68000030517578,66.19999694824219,693800,2024-04-22
2024-04-29,70.30443572998047,70.55999755859375,70.55999755859375,62.20000076293945,62.20000076293945,1439225,2024-04-29
2024-05-06,88.01007843017578,88.33000183105469,88.33000183105469,74.08000183105469,74.08000183105469,2318735,2024-05-06
2024-05-13,83.35699462890625,83.66000366210938,93.5999984741211,79.4000015258789,90.5999984741211,935240,2024-05-13
2024-05-20,86.41587829589844,86.7300033569336,91.0,79.80000305175781,79.93000030517578,643600,2024-05-20
2024-05-27,81.16496276855469,81.45999908447266,90.0,76.11000061035156,87.98999786376953,401440,2024-05-27
2024-06-03,83.27728271484375,83.58000183105469,87.25,75.19999694824219,85.52999877929688,857265,2024-06-03
2024-06-10,94.57621002197266,94.91999816894531,94.91999816894531,79.69999694824219,83.4000015258789,943055,2024-06-10
2024-06-17,88.5580825805664,88.87999725341797,99.66000366210938,87.4000015258789,94.91999816894531,472215,2024-06-17
2024-06-24,84.66224670410156,84.97000122070312,91.0,80.08000183105469,88.76000213623047,815010,2024-06-24
2024-07-01,98.41226196289062,98.7699966430664,101.54000091552734,82.0199966430664,84.5999984741211,1062425,2024-07-01
2024-07-08,87.3325424194336,87.6500015258789,98.33000183105469,86.19999694824219,98.0,838525,2024-07-08
2024-07-15,81.7030029296875,82.0,88.58000183105469,81.0999984741211,88.37999725341797,323630,2024-07-15
2024-07-22,87.92040252685547,88.23999786376953,88.37999725341797,78.27999877929688,86.04000091552734,552115,2024-07-22
2024-07-29,81.00554656982422,81.30000305175781,95.80000305175781,81.30000305175781,92.0,1507980,2024-07-29
2024-08-05,87.06351470947266,87.37999725341797,92.95999908447266,73.37999725341797,77.23999786376953,1664665,2024-08-05
2024-08-12,84.09431457519531,84.4000015258789,90.0,83.2300033569336,86.0,518140,2024-08-12
2024-08-19,88.42855834960938,88.75,104.77999877929688,82.44000244140625,85.26000213623047,1776480,2024-08-19
2024-08-26,84.82167053222656,85.12999725341797,93.19999694824219,84.19999694824219,91.97000122070312,504085,2024-08-26
2024-09-02,82.98833465576172,83.29000091552734,87.4000015258789,79.19999694824219,86.80000305175781,632280,2024-09-02
2024-09-09,80.20844268798828,80.5,87.06999969482422,80.04000091552734,85.0,408190,2024-09-09
2024-09-16,72.6060791015625,72.87000274658203,81.98999786376953,72.4000015258789,81.98999786376953,1236565,2024-09-16
2024-09-23,75.14683532714844,75.41999816894531,80.1500015258789,73.19999694824219,74.0,1059645,2024-09-23
2024-09-30,71.88867950439453,72.1500015258789,76.11000061035156,71.5999984741211,74.01000213623047,473735,2024-09-30
2024-10-07,75.86422729492188,76.13999938964844,80.0,66.4000015258789,70.19999694824219,450095,2024-10-07
2024-10-14,74.20027923583984,74.47000122070312,79.19999694824219,73.19999694824219,77.4000015258789,556105,2024-10-14
2024-10-21,86.21659851074219,86.52999877929688,88.76000213623047,66.4000015258789,74.47000122070312,3139035,2024-10-21
2024-10-28,93.94849395751953,94.29000091552734,96.0,82.37000274658203,88.2699966430664,1392930,2024-10-28
2024-11-04,86.32620239257812,86.63999938964844,97.5999984741211,84.45999908447266,94.55000305175781,1280895,2024-11-04
2024-11-11,75.43578338623047,75.70999908447266,87.93000030517578,74.19999694824219,87.93000030517578,1118075,2024-11-11
2024-11-18,77.01006317138672,77.29000091552734,82.95999908447266,73.47000122070312,76.80000305175781,557500,2024-11-18
2024-11-25,84.22383880615234,84.52999877929688,89.4800033569336,77.01000213623047,79.5,992185,2024-11-25
2024-12-02,78.81350708007812,79.0999984741211,86.19999694824219,77.5,85.95999908447266,1618793,2024-12-02
2024-12-09,75.97383117675781,76.25,81.75,74.80000305175781,80.69999694824219,750757,2024-12-09
2024-12-16,71.9384994506836,72.19999694824219,78.69999694824219,71.9000015258789,76.94999694824219,890719,2024-12-16
2024-12-23,64.86421203613281,65.0999984741211,72.94999694824219,63.5,71.80000305175781,701159,2024-12-23
2024-12-30,59.543556213378906,59.7599983215332,68.66999816894531,59.25,65.0,2366977,2024-12-30
2025-01-06,55.01003646850586,55.209999084472656,60.20000076293945,50.90999984741211,60.20000076293945,2139345,2025-01-06
2025-01-13,55.099708557128906,55.29999923706055,56.25,52.439998626708984,53.02000045776367,663563,2025-01-13
2025-01-20,55.169456481933594,55.369998931884766,58.060001373291016,52.099998474121094,58.060001373291016,600732,2025-01-20
2025-01-27,54.402244567871094,54.599998474121094,55.189998626708984,46.5,53.0099983215332,1856762,2025-01-27
2025-02-03,56.703880310058594,56.90999984741211,57.75,49.369998931884766,54.79999923706055,881998,2025-02-03
2025-02-10,52.5099983215332,52.5099983215332,57.5,49.61000061035156,57.5,520851,2025-02-10
2025-02-17,57.09000015258789,57.09000015258789,59.0,50.0,51.099998474121094,574462,2025-02-17
2025-02-24,59.13999938964844,59.13999938964844,63.0,55.5,57.09000015258789,705134,2025-02-24
2025-03-03,60.13999938964844,60.13999938964844,62.689998626708984,53.5,60.9900016784668,597000,2025-03-03
2025-03-10,57.22999954223633,57.22999954223633,62.0,56.02000045776367,61.0,309528,2025-03-10
2025-03-17,64.73999786376953,64.73999786376953,64.73999786376953,57.0,59.900001525878906,542719,2025-03-17
2025-03-24,62.099998474121094,62.099998474121094,67.97000122070312,60.84000015258789,67.0,478007,2025-03-24
2025-03-31,62.619998931884766,62.619998931884766,64.16999816894531,62.099998474121094,62.099998474121094,101244,2025-03-31
2025-04-07,57.7400016784668,57.7400016784668,61.36000061035156,57.7400016784668,61.36000061035156,94794,2025-04-07
2025-04-14,61.2599983215332,61.2599983215332,61.2599983215332,56.58000183105469,58.88999938964844,157459,2025-04-14
2025-04-21,61.36000061035156,61.36000061035156,64.98999786376953,61.150001525878906,62.47999954223633,335494,2025-04-21
