Date,Adj Close_SUNDARAM.NS,Close_SUNDARAM.NS,High_SUNDARAM.NS,Low_SUNDARAM.NS,Open_SUNDARAM.NS,Volume_SUNDARAM.NS,Date
2021-02-01,1.4500000476837158,1.4500000476837158,1.5499999523162842,1.399999976158142,1.5,1894123,2021-02-01
2021-02-08,1.4500000476837158,1.4500000476837158,1.5,1.2999999523162842,1.5,1681973,2021-02-08
2021-02-15,1.2999999523162842,1.2999999523162842,1.5,1.2999999523162842,1.5,1448203,2021-02-15
2021-02-22,1.2999999523162842,1.2999999523162842,1.399999976158142,1.2999999523162842,1.2999999523162842,1175548,2021-02-22
2021-03-01,1.2999999523162842,1.2999999523162842,1.399999976158142,1.2999999523162842,1.350000023841858,1470165,2021-03-01
2021-03-08,1.25,1.25,1.350000023841858,1.25,1.25,1117507,2021-03-08
2021-03-15,1.350000023841858,1.350000023841858,1.4500000476837158,1.2000000476837158,1.2999999523162842,1087734,2021-03-15
2021-03-22,1.2999999523162842,1.2999999523162842,1.399999976158142,1.25,1.350000023841858,2004663,2021-03-22
2021-03-29,1.25,1.25,1.2999999523162842,1.2000000476837158,1.2999999523162842,613668,2021-03-29
2021-04-05,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2000000476837158,1.25,1236406,2021-04-05
2021-04-12,1.25,1.25,1.2999999523162842,1.2000000476837158,1.2999999523162842,659703,2021-04-12
2021-04-19,1.2000000476837158,1.2000000476837158,1.25,1.149999976158142,1.2000000476837158,1050965,2021-04-19
2021-04-26,1.2000000476837158,1.2000000476837158,1.25,1.149999976158142,1.149999976158142,1143322,2021-04-26
2021-05-03,1.149999976158142,1.149999976158142,1.2000000476837158,1.100000023841858,1.2000000476837158,1495998,2021-05-03
2021-05-10,1.149999976158142,1.149999976158142,1.2000000476837158,1.100000023841858,1.2000000476837158,2117587,2021-05-10
2021-05-17,1.5499999523162842,1.5499999523162842,1.5499999523162842,1.149999976158142,1.149999976158142,5289166,2021-05-17
2021-05-24,1.4500000476837158,1.4500000476837158,1.649999976158142,1.399999976158142,1.5499999523162842,3002125,2021-05-24
2021-05-31,1.649999976158142,1.649999976158142,1.649999976158142,1.399999976158142,1.4500000476837158,3015500,2021-05-31
2021-06-07,1.899999976158142,1.899999976158142,1.899999976158142,1.7000000476837158,1.7000000476837158,762434,2021-06-07
2021-06-14,2.299999952316284,2.299999952316284,2.299999952316284,1.9500000476837158,1.9500000476837158,2105570,2021-06-14
2021-06-21,2.4000000953674316,2.4000000953674316,2.700000047683716,2.299999952316284,2.3499999046325684,3605390,2021-06-21
2021-06-28,1.899999976158142,1.899999976158142,2.299999952316284,1.899999976158142,2.299999952316284,824247,2021-06-28
2021-07-05,2.299999952316284,2.299999952316284,2.299999952316284,1.850000023841858,1.850000023841858,1451948,2021-07-05
2021-07-12,2.25,2.25,2.5,2.200000047683716,2.4000000953674316,2427234,2021-07-12
2021-07-19,2.25,2.25,2.450000047683716,2.1500000953674316,2.25,1596817,2021-07-19
2021-07-26,2.299999952316284,2.299999952316284,2.299999952316284,2.0999999046325684,2.1500000953674316,1533867,2021-07-26
2021-08-02,2.200000047683716,2.200000047683716,2.549999952316284,2.1500000953674316,2.3499999046325684,2220920,2021-08-02
2021-08-09,2.0999999046325684,2.0999999046325684,2.3499999046325684,2.049999952316284,2.200000047683716,1992118,2021-08-09
2021-08-16,1.9500000476837158,1.9500000476837158,2.1500000953674316,1.899999976158142,2.1500000953674316,1177330,2021-08-16
2021-08-23,2.049999952316284,2.049999952316284,2.200000047683716,1.850000023841858,1.899999976158142,917157,2021-08-23
2021-08-30,2.0999999046325684,2.0999999046325684,2.0999999046325684,1.9500000476837158,2.0999999046325684,850340,2021-08-30
2021-09-06,2.0999999046325684,2.0999999046325684,2.1500000953674316,2.0,2.0999999046325684,672822,2021-09-06
2021-09-13,2.0999999046325684,2.0999999046325684,2.200000047683716,1.9500000476837158,2.0999999046325684,1028566,2021-09-13
2021-09-20,2.0,2.0,2.1500000953674316,1.9500000476837158,2.1500000953674316,1232921,2021-09-20
2021-09-27,2.0,2.0,2.049999952316284,1.899999976158142,2.0,861951,2021-09-27
2021-10-04,1.9500000476837158,1.9500000476837158,2.049999952316284,1.9500000476837158,2.049999952316284,1075255,2021-10-04
2021-10-11,2.0,2.0,2.049999952316284,1.9500000476837158,2.0,1796977,2021-10-11
2021-10-18,1.899999976158142,1.899999976158142,2.049999952316284,1.899999976158142,2.049999952316284,1775661,2021-10-18
2021-10-25,1.7999999523162842,1.7999999523162842,1.9500000476837158,1.7999999523162842,1.9500000476837158,1168092,2021-10-25
2021-11-01,1.899999976158142,1.899999976158142,1.899999976158142,1.75,1.850000023841858,1703304,2021-11-01
2021-11-08,2.299999952316284,2.299999952316284,2.299999952316284,1.9500000476837158,1.9500000476837158,965510,2021-11-08
2021-11-15,2.1500000953674316,2.1500000953674316,2.450000047683716,2.1500000953674316,2.4000000953674316,8726792,2021-11-15
2021-11-22,2.200000047683716,2.200000047683716,2.200000047683716,1.899999976158142,2.1500000953674316,3225320,2021-11-22
2021-11-29,2.299999952316284,2.299999952316284,2.299999952316284,1.9500000476837158,2.25,2713278,2021-11-29
2021-12-06,2.299999952316284,2.299999952316284,2.4000000953674316,2.1500000953674316,2.3499999046325684,2658559,2021-12-06
2021-12-13,2.75,2.75,2.75,2.25,2.3499999046325684,4300312,2021-12-13
2021-12-20,3.3499999046325684,3.3499999046325684,3.3499999046325684,2.8499999046325684,2.8499999046325684,945603,2021-12-20
2021-12-27,4.099999904632568,4.099999904632568,4.099999904632568,3.5,3.5,717665,2021-12-27
2022-01-03,5.099999904632568,5.099999904632568,5.099999904632568,4.099999904632568,4.300000190734863,12977565,2022-01-03
2022-01-10,5.099999904632568,5.099999904632568,5.800000190734863,4.800000190734863,5.349999904632568,15049763,2022-01-10
2022-01-17,4.400000095367432,4.400000095367432,5.199999809265137,4.25,5.199999809265137,8003110,2022-01-17
2022-01-24,4.5,4.5,4.5,4.0,4.25,4855141,2022-01-24
2022-01-31,4.900000095367432,4.900000095367432,5.199999809265137,4.5,4.699999809265137,7209720,2022-01-31
2022-02-07,4.199999809265137,4.199999809265137,4.949999809265137,4.0,4.900000095367432,2520623,2022-02-07
2022-02-14,4.0,4.0,4.400000095367432,3.799999952316284,4.0,2548659,2022-02-14
2022-02-21,3.799999952316284,3.799999952316284,4.050000190734863,3.6500000953674316,3.950000047683716,2831747,2022-02-21
2022-02-28,3.75,3.75,3.950000047683716,3.6500000953674316,3.799999952316284,1399510,2022-02-28
2022-03-07,4.199999809265137,4.199999809265137,4.199999809265137,3.5,3.75,1694231,2022-03-07
2022-03-14,4.400000095367432,4.400000095367432,4.800000190734863,4.349999904632568,4.400000095367432,3152186,2022-03-14
2022-03-21,3.700000047683716,3.700000047683716,4.300000190734863,3.700000047683716,4.199999809265137,1741082,2022-03-21
2022-03-28,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.3499999046325684,3.8499999046325684,1830854,2022-03-28
2022-04-04,4.449999809265137,4.449999809265137,4.599999904632568,4.0,4.0,5929603,2022-04-04
2022-04-11,4.199999809265137,4.199999809265137,4.599999904632568,3.8499999046325684,4.550000190734863,2962465,2022-04-11
2022-04-18,3.950000047683716,3.950000047683716,4.199999809265137,3.8499999046325684,4.199999809265137,3049625,2022-04-18
2022-04-25,3.75,3.75,4.0,3.5999999046325684,3.950000047683716,3511637,2022-04-25
2022-05-02,3.5,3.5,3.9000000953674316,3.450000047683716,3.8499999046325684,1779459,2022-05-02
2022-05-09,2.8499999046325684,2.8499999046325684,3.549999952316284,2.700000047683716,3.5,3720777,2022-05-09
2022-05-16,3.0999999046325684,3.0999999046325684,3.200000047683716,2.950000047683716,2.950000047683716,1556029,2022-05-16
2022-05-23,2.950000047683716,2.950000047683716,3.200000047683716,2.799999952316284,3.1500000953674316,1896090,2022-05-23
2022-05-30,3.049999952316284,3.049999952316284,3.200000047683716,2.950000047683716,3.0,1920088,2022-05-30
2022-06-06,2.950000047683716,2.950000047683716,3.1500000953674316,2.799999952316284,3.049999952316284,2254046,2022-06-06
2022-06-13,2.75,2.75,3.049999952316284,2.75,2.950000047683716,1422148,2022-06-13
2022-06-20,2.799999952316284,2.799999952316284,2.8499999046325684,2.549999952316284,2.75,1637454,2022-06-20
2022-06-27,2.8499999046325684,2.8499999046325684,3.200000047683716,2.700000047683716,3.0,3067059,2022-06-27
2022-07-04,2.9000000953674316,2.9000000953674316,3.0,2.8499999046325684,2.8499999046325684,1288186,2022-07-04
2022-07-11,2.799999952316284,2.799999952316284,2.950000047683716,2.75,2.9000000953674316,963473,2022-07-11
2022-07-18,2.75,2.75,2.950000047683716,2.75,2.75,1210083,2022-07-18
2022-07-25,2.75,2.75,2.9000000953674316,2.700000047683716,2.75,1239343,2022-07-25
2022-08-01,3.3499999046325684,3.3499999046325684,3.3499999046325684,2.700000047683716,2.75,5841043,2022-08-01
2022-08-08,3.1500000953674316,3.1500000953674316,3.9000000953674316,2.9000000953674316,3.3499999046325684,11798070,2022-08-08
2022-08-15,3.25,3.25,3.4000000953674316,3.0999999046325684,3.1500000953674316,3167047,2022-08-15
2022-08-22,3.200000047683716,3.200000047683716,3.4000000953674316,3.0999999046325684,3.3499999046325684,3670180,2022-08-22
2022-08-29,3.200000047683716,3.200000047683716,3.299999952316284,3.049999952316284,3.25,3076923,2022-08-29
2022-09-05,3.25,3.25,3.5,3.1500000953674316,3.25,6919357,2022-09-05
2022-09-12,3.049999952316284,3.049999952316284,3.299999952316284,3.0,3.299999952316284,5756393,2022-09-12
2022-09-19,3.0999999046325684,3.0999999046325684,3.1500000953674316,2.950000047683716,3.1500000953674316,2649748,2022-09-19
2022-09-26,2.950000047683716,2.950000047683716,3.0999999046325684,2.799999952316284,3.049999952316284,3052056,2022-09-26
2022-10-03,2.950000047683716,2.950000047683716,3.0999999046325684,2.9000000953674316,3.0,1300978,2022-10-03
2022-10-10,2.9000000953674316,2.9000000953674316,3.049999952316284,2.799999952316284,2.9000000953674316,2138188,2022-10-10
2022-10-17,2.9000000953674316,2.9000000953674316,3.049999952316284,2.8499999046325684,2.9000000953674316,1598312,2022-10-17
2022-10-24,2.8499999046325684,2.8499999046325684,3.0,2.799999952316284,2.950000047683716,1208419,2022-10-24
2022-10-31,2.950000047683716,2.950000047683716,2.950000047683716,2.75,2.8499999046325684,2062962,2022-10-31
2022-11-07,3.0,3.0,3.4000000953674316,2.9000000953674316,2.950000047683716,9072075,2022-11-07
2022-11-14,2.8499999046325684,2.8499999046325684,3.0999999046325684,2.799999952316284,3.0,3103789,2022-11-14
2022-11-21,2.799999952316284,2.799999952316284,2.950000047683716,2.75,2.9000000953674316,2657725,2022-11-21
2022-11-28,2.8499999046325684,2.8499999046325684,2.9000000953674316,2.75,2.8499999046325684,2650583,2022-11-28
2022-12-05,2.9000000953674316,2.9000000953674316,3.1500000953674316,2.799999952316284,2.799999952316284,4642469,2022-12-05
2022-12-12,2.799999952316284,2.799999952316284,2.950000047683716,2.75,2.950000047683716,3093563,2022-12-12
2022-12-19,2.5,2.5,2.8499999046325684,2.4000000953674316,2.799999952316284,3498637,2022-12-19
2022-12-26,2.75,2.75,2.9000000953674316,2.450000047683716,2.5,2729040,2022-12-26
2023-01-02,2.700000047683716,2.700000047683716,3.25,2.5999999046325684,2.799999952316284,6594524,2023-01-02
2023-01-09,2.75,2.75,2.8499999046325684,2.5,2.75,7387964,2023-01-09
2023-01-16,2.9000000953674316,2.9000000953674316,3.0999999046325684,2.75,2.8499999046325684,11028173,2023-01-16
2023-01-23,2.75,2.75,3.0999999046325684,2.700000047683716,2.9000000953674316,7478681,2023-01-23
2023-01-30,2.75,2.75,2.8499999046325684,2.5999999046325684,2.8499999046325684,2862365,2023-01-30
2023-02-06,2.75,2.75,2.8499999046325684,2.5999999046325684,2.75,2843246,2023-02-06
2023-02-13,2.6500000953674316,2.6500000953674316,2.799999952316284,2.549999952316284,2.799999952316284,2973314,2023-02-13
2023-02-20,2.3499999046325684,2.3499999046325684,2.6500000953674316,2.200000047683716,2.6500000953674316,3402734,2023-02-20
2023-02-27,2.4000000953674316,2.4000000953674316,2.549999952316284,2.299999952316284,2.4000000953674316,1879377,2023-02-27
2023-03-06,2.299999952316284,2.299999952316284,2.450000047683716,2.299999952316284,2.450000047683716,1542241,2023-03-06
2023-03-13,2.450000047683716,2.450000047683716,2.549999952316284,2.1500000953674316,2.3499999046325684,4736005,2023-03-13
2023-03-20,2.25,2.25,2.5,2.1500000953674316,2.5,2015497,2023-03-20
2023-03-27,2.049999952316284,2.049999952316284,2.299999952316284,1.9500000476837158,2.25,3846307,2023-03-27
2023-04-03,2.549999952316284,2.549999952316284,2.75,2.049999952316284,2.1500000953674316,4150928,2023-04-03
2023-04-10,2.450000047683716,2.450000047683716,2.6500000953674316,2.4000000953674316,2.549999952316284,1754537,2023-04-10
2023-04-17,2.4000000953674316,2.4000000953674316,2.5,2.3499999046325684,2.450000047683716,1216924,2023-04-17
2023-04-24,2.3499999046325684,2.3499999046325684,2.450000047683716,2.299999952316284,2.4000000953674316,1375513,2023-04-24
2023-05-01,2.3499999046325684,2.3499999046325684,2.5,2.299999952316284,2.3499999046325684,2041898,2023-05-01
2023-05-08,2.299999952316284,2.299999952316284,2.4000000953674316,2.25,2.3499999046325684,1490468,2023-05-08
2023-05-15,2.299999952316284,2.299999952316284,2.299999952316284,2.200000047683716,2.299999952316284,1553619,2023-05-15
2023-05-22,2.200000047683716,2.200000047683716,2.299999952316284,2.1500000953674316,2.25,2366701,2023-05-22
2023-05-29,2.299999952316284,2.299999952316284,2.299999952316284,2.1500000953674316,2.25,1558526,2023-05-29
2023-06-05,2.299999952316284,2.299999952316284,2.5,2.25,2.299999952316284,3884135,2023-06-05
2023-06-12,2.4000000953674316,2.4000000953674316,2.450000047683716,2.299999952316284,2.3499999046325684,2128514,2023-06-12
2023-06-19,2.299999952316284,2.299999952316284,2.450000047683716,2.1500000953674316,2.4000000953674316,3764138,2023-06-19
2023-06-26,2.200000047683716,2.200000047683716,2.3499999046325684,2.200000047683716,2.25,2143264,2023-06-26
2023-07-03,2.25,2.25,2.299999952316284,2.0999999046325684,2.200000047683716,6521966,2023-07-03
2023-07-10,2.200000047683716,2.200000047683716,2.299999952316284,2.0999999046325684,2.25,2592130,2023-07-10
2023-07-17,2.0999999046325684,2.0999999046325684,2.200000047683716,2.0999999046325684,2.200000047683716,2289299,2023-07-17
2023-07-24,2.1500000953674316,2.1500000953674316,2.200000047683716,2.049999952316284,2.200000047683716,2677266,2023-07-24
2023-07-31,2.0999999046325684,2.0999999046325684,2.200000047683716,2.049999952316284,2.0999999046325684,4565347,2023-07-31
2023-08-07,2.1500000953674316,2.1500000953674316,2.25,2.0999999046325684,2.0999999046325684,3215340,2023-08-07
2023-08-14,2.1500000953674316,2.1500000953674316,2.200000047683716,2.0999999046325684,2.1500000953674316,1639323,2023-08-14
2023-08-21,2.299999952316284,2.299999952316284,2.4000000953674316,2.0999999046325684,2.1500000953674316,5970837,2023-08-21
2023-08-28,2.549999952316284,2.549999952316284,2.799999952316284,2.299999952316284,2.3499999046325684,15956293,2023-08-28
2023-09-04,3.0999999046325684,3.0999999046325684,3.200000047683716,2.549999952316284,2.5999999046325684,15783821,2023-09-04
2023-09-11,3.200000047683716,3.200000047683716,3.450000047683716,2.8499999046325684,3.299999952316284,13471777,2023-09-11
2023-09-18,3.4000000953674316,3.4000000953674316,3.700000047683716,3.25,3.25,17878917,2023-09-18
2023-09-25,3.3499999046325684,3.3499999046325684,3.4000000953674316,3.0999999046325684,3.299999952316284,4365965,2023-09-25
2023-10-02,3.450000047683716,3.450000047683716,3.5,3.299999952316284,3.3499999046325684,4173265,2023-10-02
2023-10-09,3.299999952316284,3.299999952316284,3.5,3.299999952316284,3.4000000953674316,3486167,2023-10-09
2023-10-16,3.1500000953674316,3.1500000953674316,3.4000000953674316,3.0,3.299999952316284,2934346,2023-10-16
2023-10-23,2.8499999046325684,2.8499999046325684,3.25,2.700000047683716,3.1500000953674316,2184251,2023-10-23
2023-10-30,2.950000047683716,2.950000047683716,3.0,2.799999952316284,2.799999952316284,1892855,2023-10-30
2023-11-06,2.799999952316284,2.799999952316284,3.0,2.700000047683716,2.950000047683716,3044352,2023-11-06
2023-11-13,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.700000047683716,2.700000047683716,3112434,2023-11-13
2023-11-20,2.8499999046325684,2.8499999046325684,2.950000047683716,2.799999952316284,2.8499999046325684,1934886,2023-11-20
2023-11-27,2.8499999046325684,2.8499999046325684,2.9000000953674316,2.700000047683716,2.8499999046325684,1858274,2023-11-27
2023-12-04,2.799999952316284,2.799999952316284,2.9000000953674316,2.700000047683716,2.8499999046325684,2062653,2023-12-04
2023-12-11,3.299999952316284,3.299999952316284,3.299999952316284,2.75,2.799999952316284,4509162,2023-12-11
2023-12-18,3.200000047683716,3.200000047683716,3.450000047683716,3.200000047683716,3.450000047683716,5013639,2023-12-18
2023-12-25,3.0,3.0,3.200000047683716,3.0,3.200000047683716,295331,2023-12-25
2024-01-01,2.950000047683716,2.950000047683716,3.0,2.8499999046325684,2.950000047683716,3327282,2024-01-01
2024-01-08,3.0,3.0,3.0,2.9000000953674316,2.9000000953674316,1492110,2024-01-08
2024-01-15,2.8499999046325684,2.8499999046325684,3.0,2.799999952316284,2.950000047683716,1183121,2024-01-15
2024-01-22,2.9000000953674316,2.9000000953674316,2.950000047683716,2.799999952316284,2.8499999046325684,684887,2024-01-22
2024-01-29,2.950000047683716,2.950000047683716,3.1500000953674316,2.8499999046325684,3.0,5722241,2024-01-29
2024-02-05,3.049999952316284,3.049999952316284,3.0999999046325684,2.950000047683716,2.950000047683716,8227644,2024-02-05
2024-02-12,3.1500000953674316,3.1500000953674316,3.5,3.0999999046325684,3.5,25732927,2024-02-12
2024-02-19,3.6500000953674316,3.6500000953674316,4.199999809265137,2.950000047683716,3.1500000953674316,172693094,2024-02-19
2024-02-26,3.25,3.25,3.799999952316284,3.049999952316284,3.700000047683716,66359508,2024-02-26
2024-03-04,3.049999952316284,3.049999952316284,3.200000047683716,2.5999999046325684,3.1500000953674316,24868065,2024-03-04
2024-03-11,3.049999952316284,3.049999952316284,3.3499999046325684,2.8499999046325684,3.1500000953674316,39117992,2024-03-11
2024-03-18,2.8499999046325684,2.8499999046325684,3.049999952316284,2.75,3.049999952316284,14995307,2024-03-18
2024-03-25,2.799999952316284,2.799999952316284,2.9000000953674316,2.75,2.8499999046325684,7223829,2024-03-25
2024-04-01,3.200000047683716,3.200000047683716,3.3499999046325684,2.75,2.8499999046325684,24561935,2024-04-01
2024-04-08,3.450000047683716,3.450000047683716,3.700000047683716,2.950000047683716,3.200000047683716,78095243,2024-04-08
2024-04-15,3.1500000953674316,3.1500000953674316,3.450000047683716,3.049999952316284,3.4000000953674316,28719492,2024-04-15
2024-04-22,3.1500000953674316,3.1500000953674316,3.299999952316284,3.0999999046325684,3.0999999046325684,13817335,2024-04-22
2024-04-29,3.0999999046325684,3.0999999046325684,3.25,3.0999999046325684,3.200000047683716,13890328,2024-04-29
2024-05-06,3.0,3.0,3.200000047683716,3.0,3.200000047683716,5622237,2024-05-06
2024-05-13,3.0,3.0,3.0999999046325684,2.9000000953674316,3.049999952316284,9651000,2024-05-13
2024-05-20,2.950000047683716,2.950000047683716,3.049999952316284,2.9000000953674316,2.950000047683716,5766527,2024-05-20
2024-05-27,2.700000047683716,2.700000047683716,3.0,2.6500000953674316,2.950000047683716,12059991,2024-05-27
2024-06-03,2.75,2.75,3.200000047683716,2.5,2.799999952316284,28796092,2024-06-03
2024-06-10,2.990000009536743,2.990000009536743,3.1600000858306885,2.7300000190734863,2.75,20514473,2024-06-10
2024-06-17,3.180000066757202,3.180000066757202,3.450000047683716,2.990000009536743,2.990000009536743,40322528,2024-06-17
2024-06-24,3.0,3.0,3.2799999713897705,3.0,3.1700000762939453,23391745,2024-06-24
2024-07-01,3.8299999237060547,3.8299999237060547,3.869999885559082,2.9800000190734863,3.009999990463257,49015353,2024-07-01
2024-07-08,3.5899999141693115,3.5899999141693115,3.950000047683716,3.049999952316284,3.880000114440918,67372351,2024-07-08
2024-07-15,3.2300000190734863,3.2300000190734863,3.75,3.2100000381469727,3.6700000762939453,10930925,2024-07-15
2024-07-22,3.2300000190734863,3.2300000190734863,3.319999933242798,3.109999895095825,3.25,6734120,2024-07-22
2024-07-29,3.1700000762939453,3.1700000762939453,3.4100000858306885,3.109999895095825,3.2799999713897705,6433480,2024-07-29
2024-08-05,3.130000114440918,3.130000114440918,3.25,3.059999942779541,3.109999895095825,3934624,2024-08-05
2024-08-12,3.009999990463257,3.009999990463257,3.190000057220459,2.9100000858306885,3.1700000762939453,3025704,2024-08-12
2024-08-19,3.059999942779541,3.059999942779541,3.1600000858306885,3.0,3.0199999809265137,3460740,2024-08-19
2024-08-26,2.9700000286102295,2.9700000286102295,3.109999895095825,2.950000047683716,3.059999942779541,3863487,2024-08-26
2024-09-02,2.940000057220459,2.940000057220459,3.0899999141693115,2.9000000953674316,3.009999990463257,3646306,2024-09-02
2024-09-09,2.9600000381469727,2.9600000381469727,3.009999990463257,2.9000000953674316,2.9800000190734863,2666259,2024-09-09
2024-09-16,2.819999933242798,2.819999933242798,2.990000009536743,2.799999952316284,2.9800000190734863,3054725,2024-09-16
2024-09-23,2.930000066757202,2.930000066757202,3.0999999046325684,2.8499999046325684,2.869999885559082,2988267,2024-09-23
2024-09-30,2.8399999141693115,2.8399999141693115,2.9700000286102295,2.809999942779541,2.940000057220459,2512648,2024-09-30
2024-10-07,2.859999895095825,2.859999895095825,2.9200000762939453,2.75,2.859999895095825,2523854,2024-10-07
2024-10-14,2.799999952316284,2.799999952316284,3.0,2.75,2.950000047683716,3889996,2024-10-14
2024-10-21,2.5899999141693115,2.5899999141693115,2.8499999046325684,2.509999990463257,2.819999933242798,4382973,2024-10-21
2024-10-28,2.7200000286102295,2.7200000286102295,2.75,2.509999990463257,2.5999999046325684,3122191,2024-10-28
2024-11-04,2.7799999713897705,2.7799999713897705,2.880000114440918,2.6600000858306885,2.7699999809265137,2581972,2024-11-04
2024-11-11,2.609999895095825,2.609999895095825,2.7899999618530273,2.559999942779541,2.700000047683716,2303919,2024-11-11
2024-11-18,2.5399999618530273,2.5399999618530273,2.6700000762939453,2.4600000381469727,2.6700000762939453,3648976,2024-11-18
2024-11-25,2.690000057220459,2.690000057220459,2.740000009536743,2.509999990463257,2.5899999141693115,3274404,2024-11-25
2024-12-02,2.7699999809265137,2.7699999809265137,2.8299999237060547,2.630000114440918,2.7300000190734863,3756154,2024-12-02
2024-12-09,2.690000057220459,2.690000057220459,2.8399999141693115,2.6500000953674316,2.799999952316284,3225373,2024-12-09
2024-12-16,2.5799999237060547,2.5799999237060547,2.740000009536743,2.559999942779541,2.740000009536743,2895602,2024-12-16
2024-12-23,2.5999999046325684,2.5999999046325684,2.630000114440918,2.509999990463257,2.619999885559082,1588855,2024-12-23
2024-12-30,2.6700000762939453,2.6700000762939453,2.819999933242798,2.5899999141693115,2.630000114440918,2605179,2024-12-30
2025-01-06,2.369999885559082,2.369999885559082,2.7100000381469727,2.309999942779541,2.6700000762939453,3780019,2025-01-06
2025-01-13,2.2799999713897705,2.2799999713897705,2.5,2.200000047683716,2.440000057220459,3373002,2025-01-13
2025-01-20,2.309999942779541,2.309999942779541,2.390000104904175,2.2699999809265137,2.2699999809265137,1493208,2025-01-20
2025-01-27,2.359999895095825,2.359999895095825,2.4100000858306885,2.1600000858306885,2.3299999237060547,3340060,2025-01-27
2025-02-03,2.2300000190734863,2.2300000190734863,2.359999895095825,2.0999999046325684,2.359999895095825,3033548,2025-02-03
2025-02-10,2.119999885559082,2.119999885559082,2.299999952316284,2.0,2.259999990463257,4203005,2025-02-10
2025-02-17,2.180000066757202,2.180000066757202,2.4800000190734863,2.0,2.190000057220459,4237756,2025-02-17
2025-02-24,2.009999990463257,2.009999990463257,2.240000009536743,1.9800000190734863,2.180000066757202,1812247,2025-02-24
2025-03-03,2.180000066757202,2.180000066757202,2.2899999618530273,1.9600000381469727,2.059999942779541,4092779,2025-03-03
2025-03-10,2.0799999237060547,2.0799999237060547,2.2899999618530273,2.0799999237060547,2.200000047683716,2956107,2025-03-10
2025-03-17,2.059999942779541,2.059999942779541,2.119999885559082,2.0199999809265137,2.0999999046325684,3027849,2025-03-17
